chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type	robust_in_ctrl	robust_in_mut	robustness	shift_distance	shift_distance_kb	H3K27ac_overlap	H3K27me3_overlap	H3K4me1_overlap	H3K4me3_overlap	bivalent_overlap	CTCF_overlap	CTCF_motif_overlap	distance_to_tss	chromatin_state
chr1	4880000	1.70544988621261	1.92455868143977	1.36119532761473	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	9685	Poised_Enhancer
chr1	5000000	-0.367174158058545	1.83552850404371	1.9473147197097	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	57517	Other
chr1	5010000	-2.42933140935094	2.95545483939854	3.73387669479265	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	47517	Active_Enhancer
chr1	5170000	-0.932865136736672	1.85885610854793	2.1547128915294	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	87214	Poised_Enhancer
chr1	5180000	-0.370616706232012	1.44747950474475	1.56202550856916	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	97214	CTCF_Site
chr1	5190000	0.664425977038361	2.32263612452469	2.09651218740287	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	107214	CTCF_Site
chr1	5340000	2.05641042146057	1.55086350962478	0.874818131604983	Differential	Matrix 1	Split	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	235992	CTCF_Site
chr1	5350000	1.87343098281255	1.80091335112039	1.18338350219169	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	225992	CTCF_Site
chr1	5470000	0.803653680223826	1.90590261857845	1.63621120677323	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	105992	CTCF_Site
chr1	5630000	-0.250399221602659	2.3787987980713	2.45027257057794	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	29006	Other
chr1	6060000	1.75282104620514	1.6295499454388	1.05201024538957	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	130101	Other
chr1	6080000	-1.16661862669298	1.48420401904236	1.85774515172105	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	113696	CTCF_Site
chr1	6190000	-0.876788475760571	1.34311864748509	1.62289717841833	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3696	CTCF_Site
chr1	6200000	-0.0387020640385924	2.52912721490499	2.53104488756539	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	0	CTCF_Site
chr1	6210000	0.419197264251059	2.34522859687129	2.19884708351824	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Active_Promoter
chr1	6370000	-1.29386557744085	1.60532793893473	2.01978461052224	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	Repressed_Promoter
chr1	6720000	4.7538664130714	1.64824164384165	0.0935881194805225	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	220268	Active_Enhancer
chr1	6730000	3.41888027930414	1.55067782885054	0.431060944350058	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	230268	Active_Enhancer
chr1	6860000	-0.453717392179413	3.52682563866435	3.65964370103552	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	216419	Active_Enhancer
chr1	7080000	0.0225839925659495	4.67553794813492	4.64843716861824	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Active_Promoter
chr1	7090000	0.644801744034967	3.74563131948238	3.51988599055181	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	Active_Promoter
chr1	7240000	-0.445601921201422	1.4332500324329	1.57226868778893	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	138579	CTCF_Site
chr1	7430000	-0.39824064134161	2.03283574626148	2.15390274362911	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	328579	Other
chr1	7550000	1.62678892830602	1.7262680349776	1.18935145068565	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	448579	Other
chr1	7720000	-0.634946333183507	1.63976974493155	1.83956000060441	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	618579	Other
chr1	7880000	-1.35585506948942	1.50104500403255	1.93612373841868	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	778579	Other
chr1	8000000	0.747003115543083	1.94265719182078	1.69125397091988	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	898579	Other
chr1	8160000	-0.908780469727692	2.30661819933389	2.59274263372315	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1058579	Other
chr1	8190000	-2.23036841697254	1.0683770611746	1.78999407370027	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1088579	Other
chr1	8640000	-2.63366535254085	0.657006576217586	1.51166041307344	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	647377	CTCF_Site
chr1	8790000	-0.793878732694831	1.71084691150215	1.96207975850085	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	497377	Other
chr1	9050000	-1.98541959406015	1.12491235304599	1.76654384953271	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	237377	CTCF_Site
chr1	9220000	1.73385640399739	1.54545848255067	0.974448183253283	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	67377	Other
chr1	9240000	-1.34470404229631	1.93735500079447	2.36696049564673	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	47377	CTCF_Site
chr1	9520000	-0.772616034904706	1.65453523459552	1.89908354014858	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	12907	CTCF_Site
chr1	9530000	0.128441023657979	2.2850504132969	2.2335830875124	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	2907	CTCF_Site
chr1	9540000	1.0813427538183	1.50827545001265	1.14985770858406	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	0	Active_Promoter
chr1	9700000	-0.617178052102737	4.52648992059231	4.70830271235509	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	0	Active_Promoter
chr1	9810000	-0.266751608436	2.15303325784458	2.23078436610332	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	Other
chr1	10110000	-1.4035886079184	1.96863962679681	2.41728372832638	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	59331	Poised_Enhancer
chr1	10250000	0.164470725829983	1.85573881178257	1.79435477924184	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4829	Other
chr1	10260000	-0.251368010460239	1.83473255787187	1.90881972468318	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	14829	CTCF_Site
chr1	10420000	-0.425154559003099	1.53073324556204	1.66268321547767	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	174829	CTCF_Site
chr1	10570000	1.54221683440692	2.34557705795112	1.83357837830849	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	137444	Other
chr1	10730000	-0.320231841123168	3.13528229296895	3.2262959270166	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	Other
chr1	10890000	0.0348714593882634	2.66425922614932	2.64165318433661	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	90964	Poised_Enhancer
chr1	11030000	2.07018654722791	2.14638770568258	1.46334196999434	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	24034	Poised_Enhancer
chr1	11300000	-2.35248695562748	0.808429618699397	1.57090208324733	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	101604	Other
chr1	11320000	1.53522864711555	1.74007378995235	1.2329077027658	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	81604	Other
chr1	11470000	-0.173293749983106	1.8843036883824	1.93276324529473	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	43394	Poised_Enhancer
chr1	11620000	2.06935405277363	4.31387279443459	3.62194321068001	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	193394	Other
chr1	11780000	-2.05883617079321	2.81119996662125	3.46961089049066	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	353394	CTCF_Site
chr1	11890000	2.1342148144664	1.56422784905232	0.862795648325546	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	463394	Other
chr1	12070000	-0.929212159903511	1.39009881702907	1.68674622495941	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	343485	Other
chr1	12080000	-0.586970367442717	1.32998926172071	1.51546865959944	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	333485	Other
chr1	12210000	-2.0751301415165	1.2915336871244	1.96166802018278	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	203485	Other
chr1	12220000	-0.224921539735233	1.61047509583167	1.67689942516424	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	193485	Other
chr1	12380000	-0.561892910177298	1.38382008111553	1.560907773432	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	33485	CTCF_Site
chr1	12520000	2.37395522643782	2.23517317902638	1.45285603361975	Differential	Matrix 1	Split	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	81513	Other
chr1	12660000	-1.17732527936192	1.1527503669422	1.53117718119375	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	Other
chr1	12670000	0.318721796148166	1.53610864946931	1.42585592339564	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	Other
chr1	12830000	-1.06355005675408	1.48454768948759	1.82453186739615	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	125222	Polycomb
chr1	12960000	-1.42611423417504	1.97325970690508	2.4292178465131	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	20149	Poised_Enhancer
chr1	13140000	-0.674796260991175	1.41650435337548	1.63021135817027	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	336	Repressed_Promoter
chr1	13150000	-1.48500838836887	1.41049185334917	1.88800084058976	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	10336	Poised_Enhancer
chr1	13260000	-0.526375681272983	1.35191877232907	1.51757804607408	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	101582	Poised_Enhancer
chr1	13270000	-2.08413096428659	1.98600585272095	2.65613727203936	Differential	Matrix 2	Strength Change	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	91582	Active_Enhancer
chr1	13280000	1.90237022123561	2.16097768136136	1.53250541799455	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	81582	Active_Enhancer
chr1	13380000	-1.69198141750253	1.06748830565759	1.61382919096567	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Active_Promoter
chr1	13390000	0.646196643142001	1.99261522586916	1.77382003931422	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3416	Other
chr1	13400000	0.558341407174627	2.17629114451534	1.98532273631396	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	13416	CTCF_Site
chr1	13550000	-0.72263934779861	3.43477670871615	3.65553509654351	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	27409	CTCF_Site
chr1	13570000	0.0927057548456049	1.58491610399556	1.54804010614538	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7409	Other
chr1	13730000	1.25493102041171	2.18627383936401	1.76847817609924	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	44378	CTCF_Site
chr1	14010000	1.8695852660783	1.50387597564837	0.888852763560567	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	210620	Poised_Enhancer
chr1	14020000	-1.75509022480389	1.35260405615614	1.91828669775845	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	220620	Poised_Enhancer
chr1	14170000	0.472090562766137	1.54032571684865	1.38012369997563	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	127734	Polycomb
chr1	14180000	0.307271502593298	2.32838456374126	2.21851328855641	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	117734	Polycomb
chr1	14330000	-0.162367224435039	1.80330061860612	1.84854501826572	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	7264	CTCF_Site
chr1	14480000	1.38271475549997	3.24200074256431	2.77814407824168	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	157264	CTCF_Site
chr1	14630000	-1.59426771897069	1.12901917115624	1.64328802118962	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	113489	CTCF_Site
chr1	14740000	-2.24440385817755	1.03707914720818	1.76339780004383	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	3489	CTCF_Site
chr1	14760000	1.04570308733438	1.5689700434409	1.22189896679982	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	Repressed_Promoter
chr1	14770000	1.97583425029919	1.53936972189043	0.889605659397098	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1509	Repressed_Promoter
chr1	14900000	-2.54598200336215	1.29205736314417	2.11548229867395	Shifted	Matrix 2	Shifted	FALSE	FALSE	Neither	1	0.001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6361	Other
chr1	14910000	2.15500906182921	1.64790445682638	0.939348952462838	Shifted	Matrix 1	Shifted	FALSE	FALSE	Neither	1	0.001	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	Repressed_Promoter
chr1	15090000	1.82759759095496	2.09601044522343	1.49215592607036	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	158637	Other
chr1	15230000	-0.428015287830853	1.47782045619104	1.61092526836132	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	44753	Other
chr1	15260000	-3.33050647905824	0.871523623507492	1.95213837226752	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	14753	Other
chr1	15370000	1.04591724587057	1.65755224153471	1.31003729482069	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	70245	Poised_Enhancer
chr1	15380000	-1.14691501740773	1.71460390423568	2.08075708670035	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	80245	CTCF_Site
chr1	15530000	0.496673947857639	1.56731893340874	1.39899941838256	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	230245	Poised_Enhancer
chr1	15690000	1.0440888080308	2.6474276941222	2.29632705255917	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	103145	Poised_Enhancer
chr1	15790000	1.40091843925693	1.57025189295628	1.10752977044071	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3145	CTCF_Site
chr1	16000000	0.792210142077823	1.69302637316493	1.42795970759619	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	80824	Active_Enhancer
chr1	16120000	0.564831928997474	1.56127365966514	1.3707898355647	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	1725	Active_Promoter
chr1	16130000	-1.7150327676647	1.47747586626842	2.02958978274244	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11725	Poised_Enhancer
chr1	16140000	-2.1676399096559	0.952454746358743	1.65413918694423	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	21725	Poised_Enhancer
chr1	16280000	-0.487219353192895	1.6322983189522	1.78402542030449	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	161725	Poised_Enhancer
chr1	16430000	1.30406429258882	2.40971221060558	1.97497673700998	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	77611	CTCF_Site
chr1	16440000	-2.05939664613631	1.65300912943639	2.31649441360823	Differential	Matrix 2	Strength Change	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	67611	Poised_Enhancer
