chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	stripe_id
chr1	69080001	69120000	chr1	67780001	69120000	5prime	shared	0.012	0.016	8.73877416157283	9.0139468654736	626642.372619173	541547.79519027	1340000	40000	69100000.5	stripe_0076
chr1	72810001	72870000	chr1	72180001	72870000	5prime	shared	0.042	0.071	2.71272054428334	-0.963951074815692	1023256.00227307	838659.911919537	690000	60000	72840000.5	stripe_0077
chr1	72850001	72890000	chr1	72850001	74390000	3prime	shared	0.034	0.018	12.3953414378749	24.0069850956684	790405.744988213	765271.430763522	1540000	40000	72870000.5	stripe_0078
chr1	72990001	73020000	chr1	72990001	74410000	3prime	control_only	0.09	NA	-17.9145963808858	NA	885139.533941037	NA	1420000	30000	73005000.5	stripe_0079
chr1	73500001	73550000	chr1	72400001	73550000	5prime	control_only	0.071	NA	-7.37032886412555	NA	828431.951224791	NA	1150000	50000	73525000.5	stripe_0080
chr1	73580001	73620000	chr1	72720001	73620000	5prime	shared	0.045	0.044	-6.43732789291825	-5.41755148121554	858887.98462124	720703.218723919	900000	40000	73600000.5	stripe_0081
chr1	73810001	73850000	chr1	72180001	73850000	5prime	shared	0.018	0.032	4.16695861209771	-1.89794878777246	753043.599779271	661965.709109666	1670000	40000	73830000.5	stripe_0082
chr1	74070001	74110000	chr1	72170001	74110000	5prime	shared	0.0375	0.042	-0.971751037436568	-1.93560618307985	550574.652631769	646328.702110725	1940000	40000	74090000.5	stripe_0083
chr1	74840001	74880000	chr1	74840001	75610000	3prime	shared	0.07	0.095	-1.56253690034122	-3.10858538557739	1197343.1000002	927281.642601609	770000	40000	74860000.5	stripe_0084
chr1	75270001	75320000	chr1	74070001	75320000	5prime	shared	0.028	0.038	-2.03534177598135	-1.49036310792382	860063.646320263	850198.175108247	1250000	50000	75295000.5	stripe_0085
chr1	75630001	75670000	chr1	75630001	77900000	3prime	shared	0.013	0.005	11.1682555219465	33.5141472755895	354817.151217952	374736.926925134	2270000	40000	75650000.5	stripe_0086
chr1	75900001	75940000	chr1	75900001	77390000	3prime	control_only	0.056	NA	1.44911037034091	NA	420869.027141278	NA	1490000	40000	75920000.5	stripe_0087
chr1	76480001	76520000	chr1	76480001	77490000	3prime	control_only	0.059	NA	-3.64611147598017	NA	606003.108137149	NA	1010000	40000	76500000.5	stripe_0088
chr1	77490001	77540000	chr1	75480001	77540000	5prime	shared	0.018	0.006	-0.63643841914521	12.380381751173	379435.903595601	390402.014031279	2060000	50000	77515000.5	stripe_0089
chr1	77950001	77990000	chr1	77950001	78680000	3prime	mutant_only	NA	0.05	NA	3.2617545682505	NA	566091.122109793	730000	40000	77970000.5	stripe_0090
chr1	79410001	79450000	chr1	78180001	79450000	5prime	shared	0.099	0.085	-0.286384192163521	0.703912506372814	452607.074497723	351165.94161372	1270000	40000	79430000.5	stripe_0091
chr1	79630001	79680000	chr1	78200001	79680000	5prime	control_only	0.0685	NA	-4.470966520857	NA	443645.726863818	NA	1480000	50000	79655000.5	stripe_0092
chr1	80800001	80850000	chr1	80800001	82460000	3prime	mutant_only	NA	0.089	NA	1.43782208973076	NA	270577.542909308	1660000	50000	80825000.5	stripe_0093
chr1	81250001	81300000	chr1	80160001	81300000	5prime	shared	0.036	0.0905	1.30804394562722	-2.95471841477527	651768.282872704	645095.890843863	1140000	50000	81275000.5	stripe_0094
chr1	82100001	82140000	chr1	79830001	82140000	5prime	control_only	0.098	NA	-0.886349072428458	NA	273362.987563351	NA	2310000	40000	82120000.5	stripe_0095
chr1	83690001	83740000	chr1	82730001	83740000	5prime	shared	0.036	0.01	4.27303559460975	19.5714063913243	916045.764997322	1207025.97603035	1010000	50000	83715000.5	stripe_0096
chr1	84280001	84330000	chr1	83060001	84330000	5prime	mutant_only	NA	0.05	NA	1.03094577947774	NA	440642.70450909	1270000	50000	84305000.5	stripe_0097
chr1	84470001	84510000	chr1	83040001	84510000	5prime	control_only	0.093	NA	-1.39324246001251	NA	387098.027035969	NA	1470000	40000	84490000.5	stripe_0098
chr1	84920001	84960000	chr1	83040001	84960000	5prime	mutant_only	NA	0.091	NA	0.564245096371423	NA	257304.845160468	1920000	40000	84940000.5	stripe_0099
chr1	85060001	85100000	chr1	85060001	85780000	3prime	shared	0.034	0.044	7.4311261969349	5.03409190644168	2164637.3803831	1711241.63657649	720000	40000	85080000.5	stripe_0100
chr1	85070001	85110000	chr1	83530001	85110000	5prime	shared	0.06	0.091	1.61996065832361	0.918247339690065	390808.760270997	334003.889683471	1580000	40000	85090000.5	stripe_0101
chr1	85240001	85280000	chr1	83750001	85280000	5prime	shared	0.038	0.0505	-4.36526322251968	0.371348692094643	2165600.59437517	1304520.84160524	1530000	40000	85260000.5	stripe_0102
chr1	85240001	85290000	chr1	85240001	85760000	3prime	shared	0.0415	0.07	-5.77978541773196	-5.80834558984577	11051124.1926186	5261763.72999238	520000	50000	85265000.5	stripe_0103
chr1	85570001	85610000	chr1	83750001	85610000	5prime	shared	0.0315	0.041	6.76246626025967	6.24943131968328	1582007.75489755	947256.487505772	1860000	40000	85590000.5	stripe_0104
chr1	85570001	85610000	chr1	85570001	86320000	3prime	shared	0.045	0.049	3.30330930078989	3.26649010255889	1837897.45075247	1483579.62443944	750000	40000	85590000.5	stripe_0105
chr1	86320001	86370000	chr1	85810001	86370000	5prime	shared	0.063	0.088	6.59944986133494	3.22479887352188	1677431.77758975	1031214.22074406	560000	50000	86345000.5	stripe_0106
chr1	86990001	87050000	chr1	86030001	87050000	5prime	shared	0.019	0.0255	4.55121015003529	2.6677083627204	1199672.78854891	1054438.34454034	1020000	60000	87020000.5	stripe_0107
chr1	87170001	87230000	chr1	85780001	87230000	5prime	shared	0.053	0.0715	-0.149443093125795	-2.47395697039741	579093.662859354	734853.157394349	1450000	60000	87200000.5	stripe_0108
chr1	88200001	88260000	chr1	88200001	90980000	3prime	shared	0.0135	0.006	-23.2004641499986	7.4689052510949	3562116.14819471	3281839.8267399	2780000	60000	88230000.5	stripe_0109
chr1	88230001	88280000	chr1	85610001	88280000	5prime	shared	0.003	0.002	35.9963993834347	53.4043603211433	3973723.80229808	3097815.49304298	2670000	50000	88255000.5	stripe_0110
chr1	88680001	88720000	chr1	87740001	88720000	5prime	shared	0.0585	0.084	-0.398939412873449	0.101340041624861	988256.231209372	826409.578939952	980000	40000	88700000.5	stripe_0111
chr1	88760001	88800000	chr1	88760001	90980000	3prime	shared	0.031	0.067	-2.61093251682021	-3.45532881229109	561830.782587507	646354.443528593	2220000	40000	88780000.5	stripe_0112
chr1	89130001	89190000	chr1	88260001	89190000	5prime	shared	0.069	0.057	-14.3428961936953	-7.55837498826412	821319.421594096	603429.876533335	930000	60000	89160000.5	stripe_0113
chr1	89220001	89250000	chr1	89220001	90330000	3prime	shared	0.048	0.058	5.94117991916752	1.38711504425981	815494.265727216	534063.646042858	1110000	30000	89235000.5	stripe_0114
chr1	89840001	89880000	chr1	87040001	89880000	5prime	shared	0.0665	0.0645	-6.45924445288298	-1.92133120864798	463429.688662982	674948.645278086	2840000	40000	89860000.5	stripe_0115
chr1	89840001	89880000	chr1	87350001	89880000	5prime	mutant_only	NA	0.063	NA	-4.90228583133282	NA	461627.256553771	2530000	40000	89860000.5	stripe_0116
chr1	89970001	90010000	chr1	88360001	90010000	5prime	control_only	0.078	NA	-10.4084581831969	NA	461513.662648811	NA	1650000	40000	89990000.5	stripe_0117
chr1	90040001	90090000	chr1	90040001	90970000	3prime	mutant_only	NA	0.064	NA	-0.597005725584865	NA	724606.547457362	930000	50000	90065000.5	stripe_0118
chr1	90470001	90510000	chr1	87010001	90510000	5prime	control_only	0.044	NA	-0.953428671740447	NA	344358.60543749	NA	3500000	40000	90490000.5	stripe_0119
chr1	90560001	90600000	chr1	89440001	90600000	5prime	shared	0.045	0.034	2.42522881362076	0.16541342810204	731587.601792605	351138.429474444	1160000	40000	90580000.5	stripe_0120
chr1	90640001	90680000	chr1	90640001	91220000	3prime	shared	0.0525	0.058	4.19852998973533	1.48005587832637	1349667.56634742	932090.476434747	580000	40000	90660000.5	stripe_0121
chr1	92430001	92470000	chr1	91450001	92470000	5prime	mutant_only	NA	0.052	NA	-2.14619527635188	NA	819200.342774974	1020000	40000	92450000.5	stripe_0122
chr1	92580001	92620000	chr1	91320001	92620000	5prime	shared	0.0625	0.082	-4.77322737022979	-2.41444554464493	633847.589222871	548471.793869663	1300000	40000	92600000.5	stripe_0123
chr1	98310001	98350000	chr1	97470001	98350000	5prime	mutant_only	NA	0.082	NA	1.31599676687494	NA	345967.0913824	880000	40000	98330000.5	stripe_0124
chr1	103780001	103820000	chr1	103780001	105800000	3prime	mutant_only	NA	0.0505	NA	3.45281152736106	NA	181282.477540477	2020000	40000	103800000.5	stripe_0125
chr1	104970001	105010000	chr1	104970001	106240000	3prime	shared	0.008	0.0125	21.2011432526556	14.3539869996645	819189.949008703	574406.698898707	1270000	40000	104990000.5	stripe_0126
chr1	105610001	105640000	chr1	104770001	105640000	5prime	shared	0.076	0.0705	-1.9038525633791	-3.2451172923041	583034.106959098	438045.884991485	870000	30000	105625000.5	stripe_0127
chr1	105860001	105910000	chr1	105860001	106810000	3prime	mutant_only	NA	0.056	NA	1.00406383160489	NA	690668.608564096	950000	50000	105885000.5	stripe_0128
chr1	106040001	106080000	chr1	106040001	106810000	3prime	control_only	0.038	NA	0.509155388670956	NA	1089515.47284374	NA	770000	40000	106060000.5	stripe_0129
chr1	106140001	106180000	chr1	106140001	106800000	3prime	shared	0.065	0.0225	2.36935557222169	4.22398629689427	1342314.18638892	1084130.36325829	660000	40000	106160000.5	stripe_0130
chr1	106140001	106180000	chr1	106140001	106800000	3prime	mutant_only	NA	0.0475	NA	1.49788752993553	NA	1232036.18467306	660000	40000	106160000.5	stripe_0131
chr1	106330001	106400000	chr1	104880001	106400000	5prime	control_only	0.079	NA	-0.13324103317901	NA	603014.095150357	NA	1520000	70000	106365000.5	stripe_0132
chr1	107230001	107270000	chr1	107230001	110740000	3prime	shared	0.082	0.095	-0.60129875655413	-0.340121725924731	128863.518124468	131941.231771886	3510000	40000	107250000.5	stripe_0133
chr1	107560001	107610000	chr1	105020001	107610000	5prime	shared	0.081	0.054	1.7222322013134	2.62633197405268	251204.447201623	263953.840090688	2590000	50000	107585000.5	stripe_0134
chr1	109080001	109120000	chr1	109080001	111310000	3prime	shared	0.034	0.0255	1.29163987485234	2.31570371897572	211218.408752204	225702.158129793	2230000	40000	109100000.5	stripe_0135
chr1	109080001	109120000	chr1	107310001	109120000	5prime	mutant_only	NA	0.08	NA	-0.253898406776119	NA	218424.946372056	1810000	40000	109100000.5	stripe_0136
chr1	109660001	109700000	chr1	107620001	109700000	5prime	shared	0.06	0.055	0.503125454848345	0.355761257357162	233973.611823091	261723.722059864	2080000	40000	109680000.5	stripe_0137
chr1	109660001	109710000	chr1	109660001	110940000	3prime	shared	0.0935	0.075	0.386804276009547	0.786598260867961	310130.77641006	277207.307652338	1280000	50000	109685000.5	stripe_0138
chr1	109980001	110030000	chr1	107670001	110030000	5prime	shared	0.021	0.0165	0.869179081918675	0.0214290708559584	454455.443569603	355554.328956407	2360000	50000	110005000.5	stripe_0139
chr1	110100001	110140000	chr1	108060001	110140000	5prime	control_only	0.072	NA	-1.39994614801431	NA	301411.576825772	NA	2080000	40000	110120000.5	stripe_0140
chr1	110100001	110140000	chr1	107620001	110140000	5prime	mutant_only	NA	0.0495	NA	-0.932238893243181	NA	210409.060871532	2520000	40000	110120000.5	stripe_0141
chr1	111210001	111250000	chr1	109040001	111250000	5prime	shared	0.056	0.051	1.21620280643011	1.73830050127514	149637.241147232	145075.331471582	2210000	40000	111230000.5	stripe_0142
chr1	113230001	113300000	chr1	113230001	116220000	3prime	mutant_only	NA	0.049	NA	0.236424195951815	NA	182117.921318976	2990000	70000	113265000.5	stripe_0143
chr1	113410001	113460000	chr1	113410001	116190000	3prime	mutant_only	NA	0.0695	NA	-1.02426724590628	NA	207143.128313711	2780000	50000	113435000.5	stripe_0144
chr1	113550001	113590000	chr1	113550001	116510000	3prime	mutant_only	NA	0.083	NA	-1.70453419121818	NA	167335.984957695	2960000	40000	113570000.5	stripe_0145
chr1	113640001	113680000	chr1	113640001	116640000	3prime	mutant_only	NA	0.0535	NA	0.360075728269153	NA	173638.46465615	3000000	40000	113660000.5	stripe_0146
chr1	114310001	114350000	chr1	114310001	115180000	3prime	mutant_only	NA	0.027	NA	2.88836518989863	NA	777783.559549117	870000	40000	114330000.5	stripe_0147
chr1	114310001	114350000	chr1	112970001	114350000	5prime	mutant_only	NA	0.0395	NA	-0.24766967378922	NA	456457.057094088	1380000	40000	114330000.5	stripe_0148
chr1	114840001	114880000	chr1	113270001	114880000	5prime	mutant_only	NA	0.068	NA	-2.94082043231487	NA	344979.56233479	1610000	40000	114860000.5	stripe_0149
chr1	118730001	118770000	chr1	118290001	118770000	5prime	shared	0.082	0.097	0.636402898281553	0.961774747368643	753785.260170472	687063.769244674	480000	40000	118750000.5	stripe_0150
chr1	119040001	119090000	chr1	118280001	119090000	5prime	shared	0.045	0.0255	3.39303312973617	5.27666152849581	864850.835375022	948932.88844975	810000	50000	119065000.5	stripe_0151
chr1	119060001	119100000	chr1	119060001	120130000	3prime	shared	0.03	0.0365	4.92294853430063	1.93337286483925	685460.097308695	677972.260802005	1070000	40000	119080000.5	stripe_0152
chr1	119380001	119420000	chr1	118680001	119420000	5prime	shared	0.0525	0.051	-2.64941654481386	-1.81625321037553	1062616.82272524	686334.296982081	740000	40000	119400000.5	stripe_0153
chr1	119880001	119930000	chr1	119500001	119930000	5prime	mutant_only	NA	0.092	NA	-0.970853217102273	NA	1393669.656451	430000	50000	119905000.5	stripe_0154
chr1	120000001	120040000	chr1	118310001	120040000	5prime	mutant_only	NA	0.088	NA	-2.44889891951733	NA	392562.629358216	1730000	40000	120020000.5	stripe_0155
chr1	120090001	120140000	chr1	119610001	120140000	5prime	shared	0.052	0.066	1.69870412309037	-1.83127081254241	1409381.03302143	399696.346265616	530000	50000	120115000.5	stripe_0156
chr1	120590001	120620000	chr1	120590001	121580000	3prime	mutant_only	NA	0.066	NA	-1.26924442843699	NA	510169.588465371	990000	30000	120605000.5	stripe_0157
chr1	121580001	121620000	chr1	121580001	124980000	3prime	shared	0.022	0.014	5.20273499670392	7.64419316404361	210368.15637786	196519.286675837	3400000	40000	121600000.5	stripe_0158
chr1	121780001	121810000	chr1	121780001	124620000	3prime	shared	0.0655	0.0785	1.80378667938323	0.217544934459398	179622.62880371	156945.817486402	2840000	30000	121795000.5	stripe_0159
chr1	125900001	125940000	chr1	125900001	126980000	3prime	mutant_only	NA	0.084	NA	-0.541982370651163	NA	472695.848643461	1080000	40000	125920000.5	stripe_0160
