stripe_id	chr	pos1	pos2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripe_length	coord_string	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	plot_color
stripe_0053	chr1	52480001	52520000	52480001	53350000	3prime	mutant_only	NA	0.071	870000	chr1:52480001-52520000->52480001-53350000	-0.109677792194031	7.90203060755986	26.9873338912752	0.000262759001256836	0.00206208784811527	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0056	chr1	54640001	54680000	54640001	55250000	3prime	mutant_only	NA	0.097	610000	chr1:54640001-54680000->54640001-55250000	0.0628034054507089	7.51295172408602	8.60416031847115	0.0131271729533973	0.0387833461075516	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0057	chr1	55960001	55990000	55960001	57420000	3prime	shared	0.0505	0.0545	1460000	chr1:55960001-55990000->55960001-57420000	0.100091415266614	7.29729913721379	18.891475984661	0.00106553634757633	0.0056208618571852	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0058	chr1	57370001	57420000	57370001	60580000	3prime	shared	0.053	0.081	3210000	chr1:57370001-57420000->57370001-60580000	-0.0599838991048534	7.98687245269418	10.5369137916803	0.00743910303969507	0.0249781984044536	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0059	chr1	60840001	60880000	59850001	60880000	5prime	shared	0.016	0.015	1030000	chr1:60840001-60880000->59850001-60880000	0.0766110886287353	7.87242554625466	16.8271568798371	0.00162286433990201	0.00777840623130452	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0060	chr1	61130001	61180000	61130001	63210000	3prime	control_only	0.087	NA	2080000	chr1:61130001-61180000->61130001-63210000	0.1787086861461	8.29671597341958	102.404239205891	4.79735085086405e-07	3.35438296748651e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0061	chr1	61900001	61950000	61900001	62980000	3prime	mutant_only	NA	0.0765	1080000	chr1:61900001-61950000->61900001-62980000	0.138873179582662	8.08175144350803	73.0187034375507	2.68401972770772e-06	9.5257425923385e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0062	chr1	62550001	62590000	60370001	62590000	5prime	mutant_only	NA	0.087	2220000	chr1:62550001-62590000->60370001-62590000	0.109033712883021	7.94303567883846	27.4163989270065	0.000246141162080053	0.00196362278294736	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0063	chr1	62740001	62810000	62740001	63180000	3prime	control_only	0.099	NA	440000	chr1:62740001-62810000->62740001-63180000	0.0925460012120844	8.47508796168291	28.5171227660191	0.000208861662816599	0.00174835842630045	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0065	chr1	63730001	63770000	63730001	65010000	3prime	control_only	0.048	NA	1280000	chr1:63730001-63770000->63730001-65010000	-0.05319940064772	8.30192567018786	9.7394905380237	0.00933580713962804	0.0295661529839375	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0069	chr1	65160001	65190000	63260001	65190000	5prime	control_only	0.082	NA	1930000	chr1:65160001-65190000->63260001-65190000	0.118731282731924	7.21829494630637	23.1859701999988	0.000485717348110241	0.00320753345066874	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0070	chr1	65270001	65320000	65270001	66710000	3prime	mutant_only	NA	0.087	1440000	chr1:65270001-65320000->65270001-66710000	0.05102143237482	8.70232595063876	10.2789709311695	0.0079978700333834	0.026246687872042	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0071	chr1	65520001	65560000	65520001	66830000	3prime	shared	0.048	0.052	1310000	chr1:65520001-65560000->65520001-66830000	0.0603499215221174	7.94211375638482	10.9911186837098	0.00656347448914064	0.0228122319963699	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0072	chr1	66060001	66110000	65230001	66110000	5prime	shared	0.0825	0.079	880000	chr1:66060001-66110000->65230001-66110000	0.115105049879471	8.38184941918379	43.9007271128036	3.11168136025363e-05	0.000458522964077043	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0077	chr1	72810001	72870000	72180001	72870000	5prime	shared	0.042	0.071	690000	chr1:72810001-72870000->72180001-72870000	-0.0486154539027325	8.42366881403548	9.87122571062379	0.00898606362364981	0.0287288536295165	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0083	chr1	74070001	74110000	72170001	74110000	5prime	shared	0.0375	0.042	1940000	chr1:74070001-74110000->72170001-74110000	0.154810318593457	8.01052578466669	63.627856134702	5.30580821667898e-06	0.00013912141250498	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0084	chr1	74840001	74880000	74840001	75610000	3prime	shared	0.07	0.095	770000	chr1:74840001-74880000->74840001-75610000	0.0572674812446673	7.68075617482037	8.03360430784004	0.0157141134423891	0.0443326966262338	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0086	chr1	75630001	75670000	75630001	77900000	3prime	shared	0.013	0.005	2270000	chr1:75630001-75670000->75630001-77900000	0.0719270216875937	8.23025776044049	15.3020764984233	0.00226305522429348	0.00991407239536923	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0087	chr1	75900001	75940000	75900001	77390000	3prime	control_only	0.056	NA	1490000	chr1:75900001-75940000->75900001-77390000	0.0845804983869578	7.89311212881624	14.3495567603857	0.00281498000567323	0.0116587905926025	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0088	chr1	76480001	76520000	76480001	77490000	3prime	control_only	0.059	NA	1010000	chr1:76480001-76520000->76480001-77490000	0.087217080586985	7.83159392275384	22.2026193555402	0.000575983954026476	0.00357210222618855	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0093	chr1	80800001	80850000	80800001	82460000	3prime	mutant_only	NA	0.089	1660000	chr1:80800001-80850000->80800001-82460000	-0.0433342962630985	8.33965215134335	7.57178060640753	0.0182612607638416	0.0492957273912635	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0094	chr1	81250001	81300000	80160001	81300000	5prime	shared	0.036	0.0905	1140000	chr1:81250001-81300000->80160001-81300000	-0.0789124698084188	8.35395939916928	20.2476942593994	0.00082145895340377	0.00464971845688547	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0097	chr1	84280001	84330000	83060001	84330000	5prime	mutant_only	NA	0.05	1270000	chr1:84280001-84330000->83060001-84330000	0.0544132991116866	8.13375428068406	9.47893385627852	0.0100762753807285	0.0314019223076318	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0098	chr1	84470001	84510000	83040001	84510000	5prime	control_only	0.093	NA	1470000	chr1:84470001-84510000->83040001-84510000	0.123406252731506	7.77021028986233	37.7214743830437	6.20412441590431e-05	0.000715984066896918	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0099	chr1	84920001	84960000	83040001	84960000	5prime	mutant_only	NA	0.091	1920000	chr1:84920001-84960000->83040001-84960000	-0.0960482048751583	7.56711414872974	22.9501521524945	0.000505746724944799	0.00326908617792832	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0106	chr1	86320001	86370000	85810001	86370000	5prime	shared	0.063	0.088	560000	chr1:86320001-86370000->85810001-86370000	-0.0979551958085523	8.17527052283366	12.6291621501294	0.00427310043039429	0.0161589354557646	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0110	chr1	88230001	88280000	85610001	88280000	5prime	shared	0.003	0.002	2670000	chr1:88230001-88280000->85610001-88280000	-0.116170754940785	7.12393224925472	20.6800673047138	0.000757947327947079	0.00440201982322359	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0111	chr1	88680001	88720000	87740001	88720000	5prime	shared	0.0585	0.084	980000	chr1:88680001-88720000->87740001-88720000	0.0950115804429281	8.08012487348108	24.5626891093307	0.000385801844385165	0.00269230797862524	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0112	chr1	88760001	88800000	88760001	90980000	3prime	shared	0.031	0.067	2220000	chr1:88760001-88800000->88760001-90980000	0.0767047334239939	8.25659754757079	15.7031830180466	0.00206952398489346	0.0092552626574349	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0113	chr1	89130001	89190000	88260001	89190000	5prime	shared	0.069	0.057	930000	chr1:89130001-89190000->88260001-89190000	0.105907335167552	8.68469722662284	32.6148299236145	0.00011780122063771	0.00117340545473205	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0114	chr1	89220001	89250000	89220001	90330000	3prime	shared	0.048	0.058	1110000	chr1:89220001-89250000->89220001-90330000	0.0494344725003148	7.80945523561119	8.71595724407865	0.0126814719103714	0.0377480207282006	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0115	chr1	89840001	89880000	87040001	89880000	5prime	shared	0.0665	0.0645	2840000	chr1:89840001-89880000->87040001-89880000	0.0668960023774003	8.09904161886296	13.2050388343968	0.00370278531846036	0.0144307458422182	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0116	chr1	89840001	89880000	87350001	89880000	5prime	mutant_only	NA	0.063	2530000	chr1:89840001-89880000->87350001-89880000	0.0720368809330127	8.08082670899845	14.3991490102876	0.00278257963657491	0.0115514307148151	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0118	chr1	90040001	90090000	90040001	90970000	3prime	mutant_only	NA	0.064	930000	chr1:90040001-90090000->90040001-90970000	0.0831473801571125	8.42628469465499	17.2300841576874	0.00149115639615199	0.00727423215961423	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0119	chr1	90470001	90510000	87010001	90510000	5prime	control_only	0.044	NA	3500000	chr1:90470001-90510000->87010001-90510000	0.0901881209385557	8.18024634984301	17.4346132591923	0.00142914037671041	0.00703173574873487	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0120	chr1	90560001	90600000	89440001	90600000	5prime	shared	0.045	0.034	1160000	chr1:90560001-90600000->89440001-90600000	0.10789411810829	8.20307959886502	15.6939812311546	0.00207373944567877	0.0092552626574349	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0121	chr1	90640001	90680000	90640001	91220000	3prime	shared	0.0525	0.058	580000	chr1:90640001-90680000->90640001-91220000	0.104249807172859	7.81966502537628	20.3042240258914	0.000812808592672	0.0046154067539305	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0124	chr1	98310001	98350000	97470001	98350000	5prime	mutant_only	NA	0.082	880000	chr1:98310001-98350000->97470001-98350000	0.109294843159266	7.46202913472368	28.0842360009602	0.000222670604056625	0.00182810863459591	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0125	chr1	103780001	103820000	103780001	105800000	3prime	mutant_only	NA	0.0505	2020000	chr1:103780001-103820000->103780001-105800000	0.063477259185179	7.67091634849637	12.4021334676775	0.00452607649265471	0.016812488305007	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0126	chr1	104970001	105010000	104970001	106240000	3prime	shared	0.008	0.0125	1270000	chr1:104970001-105010000->104970001-106240000	-0.0523407574694842	8.17759315964383	8.03426598647224	0.0157107794589674	0.0443326966262338	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0136	chr1	109080001	109120000	107310001	109120000	5prime	mutant_only	NA	0.08	1810000	chr1:109080001-109120000->107310001-109120000	-0.0740475597747141	7.68891108008692	14.3069570360668	0.00284316795731409	0.0117439856307502	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0137	chr1	109660001	109700000	107620001	109700000	5prime	shared	0.06	0.055	2080000	chr1:109660001-109700000->107620001-109700000	-0.0566092788164967	7.95720289950831	10.6403227951352	0.00722815951663065	0.0245015369166396	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0138	chr1	109660001	109710000	109660001	110940000	3prime	shared	0.0935	0.075	1280000	chr1:109660001-109710000->109660001-110940000	-0.0605805925474284	8.04435611993142	8.07775293869878	0.0154934990144242	0.0438490614963783	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0140	chr1	110100001	110140000	108060001	110140000	5prime	control_only	0.072	NA	2080000	chr1:110100001-110140000->108060001-110140000	-0.0484829617141941	7.97271282520529	7.61052876807778	0.0180295367031136	0.0490346590545801	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0141	chr1	110100001	110140000	107620001	110140000	5prime	mutant_only	NA	0.0495	2520000	chr1:110100001-110140000->107620001-110140000	-0.0457587938246386	8.05501611273175	7.60201902775987	0.0180801256429608	0.0490654780383043	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0143	chr1	113230001	113300000	113230001	116220000	3prime	mutant_only	NA	0.049	2990000	chr1:113230001-113300000->113230001-116220000	0.25332969556161	8.77565195526469	179.10849262723	2.48562543128415e-08	7.39182684888544e-06	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0144	chr1	113410001	113460000	113410001	116190000	3prime	mutant_only	NA	0.0695	2780000	chr1:113410001-113460000->113410001-116190000	0.22683085184211	8.17056652322287	101.936095982221	4.91254093608889e-07	3.36886941886403e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0145	chr1	113550001	113590000	113550001	116510000	3prime	mutant_only	NA	0.083	2960000	chr1:113550001-113590000->113550001-116510000	0.194105990045542	7.87229892087603	70.7405739374726	3.1434108011823e-06	0.000101167783349901	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0146	chr1	113640001	113680000	113640001	116640000	3prime	mutant_only	NA	0.0535	3000000	chr1:113640001-113680000->113640001-116640000	0.197283308930029	7.87581477677268	124.93878908535	1.69709029612659e-07	1.70967953878797e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0147	chr1	114310001	114350000	114310001	115180000	3prime	mutant_only	NA	0.027	870000	chr1:114310001-114350000->114310001-115180000	0.159373349806283	7.50570931013325	68.5265821100647	3.68093014085739e-06	0.000112189716942713	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0148	chr1	114310001	114350000	112970001	114350000	5prime	mutant_only	NA	0.0395	1380000	chr1:114310001-114350000->112970001-114350000	0.260177607966538	7.52886443513597	141.131402844814	8.90552006980246e-08	1.37926996884227e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0149	chr1	114840001	114880000	113270001	114880000	5prime	mutant_only	NA	0.068	1610000	chr1:114840001-114880000->113270001-114880000	0.180941248748308	7.77754324952662	80.0890040464256	1.68728702069695e-06	6.83734717705149e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0151	chr1	119040001	119090000	118280001	119090000	5prime	shared	0.045	0.0255	810000	chr1:119040001-119090000->118280001-119090000	0.191409703987427	8.14117706281445	142.634332773874	8.41786764512652e-08	1.36445981920551e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0153	chr1	119380001	119420000	118680001	119420000	5prime	shared	0.0525	0.051	740000	chr1:119380001-119420000->118680001-119420000	0.0852297581759476	7.79143781778782	21.5380227749272	0.00064824670405005	0.00390481038284203	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0160	chr1	125900001	125940000	125900001	126980000	3prime	mutant_only	NA	0.084	1080000	chr1:125900001-125940000->125900001-126980000	0.110010065525818	7.61348962124457	25.1873807462001	0.000348571468241126	0.00255103661270296	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0161	chr1	126440001	126480000	126440001	128250000	3prime	control_only	0.084	NA	1810000	chr1:126440001-126480000->126440001-128250000	0.167357454883835	7.6756994623162	68.2557857963356	3.75382990024043e-06	0.000113141864029954	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0162	chr1	126690001	126740000	125360001	126740000	5prime	mutant_only	NA	0.081	1380000	chr1:126690001-126740000->125360001-126740000	0.183931623947672	8.16952154259866	106.045022626792	4.00212637630929e-07	3.03650694849339e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0163	chr1	126910001	126980000	125370001	126980000	5prime	shared	0.069	0.069	1610000	chr1:126910001-126980000->125370001-126980000	0.108427923191473	8.71430856082867	32.7468204067611	0.000115755525688263	0.00116559306819852	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0164	chr1	127180001	127220000	127180001	128440000	3prime	shared	0.022	0.0215	1260000	chr1:127180001-127220000->127180001-128440000	0.0753741209942469	7.79615358875858	16.2509045368183	0.00183586716038307	0.00848018431855703	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0166	chr1	127810001	127850000	127810001	128460000	3prime	shared	0.063	0.065	650000	chr1:127810001-127850000->127810001-128460000	0.0627283783927537	7.64319590351874	9.24986394058952	0.0107854003003031	0.0331844154192242	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0167	chr1	128800001	128840000	127450001	128840000	5prime	shared	0.054	0.0465	1390000	chr1:128800001-128840000->127450001-128840000	0.135704612670353	7.64369691901748	44.0675615615804	3.05764624324393e-05	0.000454941124080078	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0168	chr1	128870001	128910000	128870001	130520000	3prime	mutant_only	NA	0.066	1650000	chr1:128870001-128910000->128870001-130520000	0.134204009880195	7.78859106165189	43.830870771324	3.1346398166136e-05	0.000460005168149962	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0169	chr1	129230001	129280000	129230001	130360000	3prime	mutant_only	NA	0.082	1130000	chr1:129230001-129280000->129230001-130360000	0.121202362969766	7.97673548934121	32.8890366390302	0.000113597941982088	0.00115740074602322	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0174	chr1	133590001	133660000	132300001	133660000	5prime	mutant_only	NA	0.0645	1360000	chr1:133590001-133660000->132300001-133660000	0.0837285956234361	8.71785307998394	28.8008539482306	0.000200356701486455	0.00171512760924962	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0175	chr1	133710001	133750000	133710001	134540000	3prime	mutant_only	NA	0.072	830000	chr1:133710001-133750000->133710001-134540000	-0.0480361102565958	8.18040900672614	8.20327006969021	0.0148861136596626	0.0425213620214858	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0179	chr1	135150001	135190000	135150001	135760000	3prime	mutant_only	NA	0.052	610000	chr1:135150001-135190000->135150001-135760000	0.108040259393193	8.05072945165147	32.8389464006135	0.000114352428273112	0.00116176854479179	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0180	chr1	135370001	135430000	134400001	135430000	5prime	control_only	0.066	NA	1030000	chr1:135370001-135430000->134400001-135430000	0.079818424749391	8.55730594249087	17.1775073461479	0.00150760755060119	0.00732442578398343	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0186	chr1	146210001	146250000	146210001	147010000	3prime	shared	0.044	0.047	800000	chr1:146210001-146250000->146210001-147010000	-0.0618043439398877	7.59964208867145	9.89352474561635	0.00892841030698373	0.0286319344916403	TRUE	TRUE	down_in_mutant	steelblue3
stripe_0193	chr1	153100001	153140000	153100001	153770000	3prime	shared	0.058	0.056	670000	chr1:153100001-153140000->153100001-153770000	0.124206252507432	7.88479183499195	40.537250756897	4.48327086221317e-05	0.000566942336298916	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0195	chr1	153870001	153910000	153870001	154980000	3prime	shared	0.096	0.079	1110000	chr1:153870001-153910000->153870001-154980000	0.0596318871290782	7.93518567659395	11.6264386068979	0.00553474342827619	0.0199564156372426	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0196	chr1	154260001	154300000	154260001	155290000	3prime	shared	0.041	0.013	1030000	chr1:154260001-154300000->154260001-155290000	0.229235027729149	7.88398513165587	126.481921687688	1.59078275677336e-07	1.70967953878797e-05	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0197	chr1	154610001	154640000	154610001	155770000	3prime	mutant_only	NA	0.0775	1160000	chr1:154610001-154640000->154610001-155770000	0.0675190166090852	7.33539135738396	9.25345527052006	0.0107738346309805	0.0331774562125011	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0198	chr1	154700001	154740000	153440001	154740000	5prime	shared	0.009	0.009	1300000	chr1:154700001-154740000->153440001-154740000	0.109978391685622	8.21966222137359	34.1004793694574	9.70156898803209e-05	0.00102354423110421	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0201	chr1	155510001	155570000	154710001	155570000	5prime	mutant_only	NA	0.068	860000	chr1:155510001-155570000->154710001-155570000	0.0779210986399248	8.59866742408563	24.2472995540784	0.000406368264371115	0.00277076334750936	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0202	chr1	156040001	156080000	156040001	156930000	3prime	shared	0.056	0.0695	890000	chr1:156040001-156080000->156040001-156930000	0.0706914877103026	7.62115627784692	10.562386086206	0.00738647308008574	0.0248531127500321	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0203	chr1	156240001	156280000	156240001	156760000	3prime	mutant_only	NA	0.0795	520000	chr1:156240001-156280000->156240001-156760000	0.0647391417892231	7.46567218440664	9.731552556613	0.00935739238758652	0.0296082176167999	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0204	chr1	157040001	157100000	156500001	157100000	5prime	control_only	0.0935	NA	600000	chr1:157040001-157100000->156500001-157100000	0.124727997025822	8.3782585981527	51.1594286259809	1.52021066458999e-05	0.000289666612642299	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0205	chr1	157530001	157570000	157530001	158960000	3prime	shared	0.023	0.017	1430000	chr1:157530001-157570000->157530001-158960000	0.127935722376402	7.83625960584319	50.2998251210751	1.64727247888382e-05	0.00030436132951812	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0206	chr1	157710001	157750000	157710001	158650000	3prime	mutant_only	NA	0.044	940000	chr1:157710001-157750000->157710001-158650000	0.140392240104648	7.7955385379508	66.3195002652552	4.32756044665122e-06	0.000121139029164927	TRUE	TRUE	up_in_mutant	firebrick3
stripe_0208	chr1	159120001	159160000	157310001	159160000	5prime	shared	0.093	0.0775	1850000	chr1:159120001-159160000->157310001-159160000	0.0947862069082733	8.01368716853756	24.5729511304305	0.000385153520677724	0.00269230797862524	TRUE	TRUE	up_in_mutant	firebrick3
