chr	bin_start	bin_end	ctrl_label	mut_label	continous_rank_ctrl	continous_rank_mut	label_changed
chr1	4500001	4600000	B.2	B.2	0.269246949936895	0.252600915522264	FALSE
chr1	4600001	4700000	B.2	B.2	0.269246949936895	0.252600915522264	FALSE
chr1	4700001	4800000	B.2	B.2	0.269246949936895	0.252600915522264	FALSE
chr1	4800001	4900000	A.1	A.1	0.73369793857804	0.728672492717437	FALSE
chr1	4900001	5000000	A.2	A.2	0.568363483382415	0.51685393258427	FALSE
chr1	5000001	5100000	A.2	A.2	0.568363483382415	0.51685393258427	FALSE
chr1	5100001	5200000	A.2	A.2	0.568363483382415	0.51685393258427	FALSE
chr1	5200001	5300000	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE
chr1	5300001	5400000	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE
chr1	5400001	5500000	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE
chr1	5500001	5600000	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE
chr1	5600001	5700000	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE
chr1	5700001	5800000	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE
chr1	5800001	5900000	B.2	B.2	0.0837189734960034	0.109862671660424	FALSE
chr1	5900001	6000000	B.2	B.2	0.118636937315944	0.109862671660424	FALSE
chr1	6000001	6100000	B.2	B.2	0.118636937315944	0.109862671660424	FALSE
chr1	6100001	6200000	B.2	B.2	0.118636937315944	0.109862671660424	FALSE
chr1	6200001	6300000	A.2	A.2	0.61800588977703	0.646275488972118	FALSE
chr1	6300001	6400000	A.2	A.2	0.61800588977703	0.646275488972118	FALSE
chr1	6400001	6500000	A.2	A.2	0.61800588977703	0.646275488972118	FALSE
chr1	6500001	6600000	A.2	A.2	0.61800588977703	0.646275488972118	FALSE
chr1	6600001	6700000	A.2	A.2	0.61800588977703	0.646275488972118	FALSE
chr1	6700001	6800000	A.1	A.1	0.948674800168279	0.904286308780691	FALSE
chr1	6800001	6900000	A.1	A.1	0.948674800168279	0.904286308780691	FALSE
chr1	6900001	7000000	A.2	B.1	0.486748001682793	0.408655846858094	TRUE
chr1	7000001	7100000	A.2	B.1	0.486748001682793	0.408655846858094	TRUE
chr1	7100001	7200000	A.1	A.1	0.734960033655869	0.730753225135248	FALSE
chr1	7200001	7300000	B.1	B.2	0.358855700462768	0.300041614648356	TRUE
chr1	7300001	7400000	B.1	B.2	0.358855700462768	0.300041614648356	TRUE
chr1	7400001	7500000	B.1	B.2	0.358855700462768	0.300041614648356	TRUE
chr1	7500001	7600000	B.2	B.2	0.0374421539755995	0.134831460674157	FALSE
chr1	7600001	7700000	B.2	B.2	0.0374421539755995	0.134831460674157	FALSE
chr1	7700001	7800000	B.2	B.2	0.0374421539755995	0.134831460674157	FALSE
chr1	7800001	7900000	B.2	B.2	0.0374421539755995	0.0237203495630462	FALSE
chr1	7900001	8000000	B.2	B.2	0.0374421539755995	0.0237203495630462	FALSE
chr1	8000001	8100000	B.2	B.2	0.0671013883045856	0.0237203495630462	FALSE
chr1	8100001	8200000	B.2	B.2	0.0967606226335717	0.0237203495630462	FALSE
chr1	8200001	8300000	B.2	B.2	0.0967606226335717	0.0237203495630462	FALSE
chr1	8300001	8400000	B.2	B.2	0.0931846865797223	0.119850187265918	FALSE
chr1	8400001	8500000	B.2	B.2	0.0896087505258729	0.119850187265918	FALSE
chr1	8500001	8600000	B.2	B.2	0.0896087505258729	0.119225967540575	FALSE
chr1	8600001	8700000	B.2	B.2	0.0896087505258729	0.118601747815231	FALSE
chr1	8700001	8800000	B.2	B.2	0.134623474968447	0.118601747815231	FALSE
chr1	8800001	8900000	B.2	B.2	0.134202776609171	0.10715771951727	FALSE
chr1	8900001	9000000	B.2	B.2	0.0887673538073202	0.0957136912193092	FALSE
chr1	9000001	9100000	B.2	B.2	0.0887673538073202	0.0957136912193092	FALSE
chr1	9100001	9200000	B.2	B.2	0.0887673538073202	0.0957136912193092	FALSE
chr1	9200001	9300000	B.2	B.2	0.172486327303324	0.21431543903454	FALSE
chr1	9300001	9400000	B.2	B.2	0.172486327303324	0.21431543903454	FALSE
chr1	9400001	9500000	B.2	B.2	0.172486327303324	0.21431543903454	FALSE
chr1	9500001	9600000	B.2	B.2	0.172486327303324	0.21431543903454	FALSE
chr1	9600001	9700000	A.1	A.1	0.734118636937316	0.74615064502705	FALSE
chr1	9700001	9800000	A.1	A.1	0.734118636937316	0.74615064502705	FALSE
chr1	9800001	9900000	A.2	A.2	0.574253260412284	0.611735330836455	FALSE
chr1	9900001	10000000	A.2	A.2	0.574253260412284	0.611735330836455	FALSE
chr1	10000001	10100000	A.1	A.1	0.738746318889356	0.729504785684561	FALSE
chr1	10100001	10200000	A.1	A.1	0.738746318889356	0.729504785684561	FALSE
chr1	10200001	10300000	A.1	A.1	0.738746318889356	0.729504785684561	FALSE
chr1	10300001	10400000	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE
chr1	10400001	10500000	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE
chr1	10500001	10600000	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE
chr1	10600001	10700000	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE
chr1	10700001	10800000	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE
chr1	10800001	10900000	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE
chr1	10900001	11000000	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE
chr1	11000001	11100000	B.2	B.2	0.120109381573412	0.142946317103621	FALSE
chr1	11100001	11200000	B.2	B.2	0.167437946992007	0.217644610903038	FALSE
chr1	11200001	11300000	B.2	B.2	0.167437946992007	0.217644610903038	FALSE
chr1	11300001	11400000	B.2	B.2	0.167437946992007	0.217644610903038	FALSE
chr1	11400001	11500000	B.2	B.2	0.304164913756836	0.217644610903038	FALSE
chr1	11500001	11600000	B.2	B.2	0.150610012620951	0.186849771119434	FALSE
chr1	11600001	11700000	B.2	B.2	0.150610012620951	0.186849771119434	FALSE
chr1	11700001	11800000	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE
chr1	11800001	11900000	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE
chr1	11900001	12000000	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE
chr1	12000001	12100000	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE
chr1	12100001	12200000	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE
chr1	12200001	12300000	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE
chr1	12300001	12400000	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE
chr1	12400001	12500000	B.2	B.2	0.075094657130837	0.00749063670411985	FALSE
chr1	12500001	12600000	B.2	B.2	0.137568363483382	0.00749063670411985	FALSE
chr1	12600001	12700000	B.2	B.2	0.137568363483382	0.00749063670411985	FALSE
chr1	12700001	12800000	B.2	B.2	0.137568363483382	0.00749063670411985	FALSE
chr1	12800001	12900000	B.2	B.2	0.137568363483382	0.00749063670411985	FALSE
chr1	12900001	13000000	B.2	B.1	0.137568363483382	0.403245942571785	TRUE
chr1	13000001	13100000	B.2	B.1	0.137568363483382	0.403245942571785	TRUE
chr1	13100001	13200000	A.1	A.1	0.823727387463189	0.90595089471494	FALSE
chr1	13200001	13300000	A.1	A.1	0.823727387463189	0.90595089471494	FALSE
chr1	13300001	13400000	A.1	A.1	0.823727387463189	0.90595089471494	FALSE
chr1	13400001	13500000	A.2	A.2	0.513251998317207	0.516437786100708	FALSE
chr1	13500001	13600000	A.2	A.2	0.513251998317207	0.516437786100708	FALSE
chr1	13600001	13700000	A.2	A.2	0.513251998317207	0.516437786100708	FALSE
chr1	13700001	13800000	B.2	B.2	0.195204038704249	0.25384935497295	FALSE
chr1	13800001	13900000	B.2	B.2	0.195204038704249	0.25384935497295	FALSE
chr1	13900001	14000000	B.2	B.2	0.243374000841397	0.25384935497295	FALSE
chr1	14000001	14100000	B.2	B.1	0.291543962978544	0.446109030378693	TRUE
chr1	14100001	14200000	B.2	B.1	0.291543962978544	0.446109030378693	TRUE
chr1	14200001	14300000	B.2	B.1	0.291543962978544	0.446109030378693	TRUE
chr1	14300001	14400000	B.2	B.2	0.194783340344973	0.287973366625052	FALSE
chr1	14400001	14500000	B.2	B.2	0.194783340344973	0.287973366625052	FALSE
chr1	14500001	14600000	B.2	B.2	0.153765250315524	0.24427798585102	FALSE
chr1	14600001	14700000	B.2	B.2	0.112747160286075	0.200582605076987	FALSE
chr1	14700001	14800000	B.2	B.2	0.112747160286075	0.191011235955056	FALSE
chr1	14800001	14900000	B.2	B.2	0.112747160286075	0.191011235955056	FALSE
chr1	14900001	15000000	B.2	B.2	0.179007151872108	0.240948813982522	FALSE
chr1	15000001	15100000	B.2	B.2	0.245267143458141	0.290886392009988	FALSE
chr1	15100001	15200000	B.2	B.2	0.245267143458141	0.290886392009988	FALSE
chr1	15200001	15300000	B.2	B.2	0.245267143458141	0.290886392009988	FALSE
chr1	15300001	15400000	B.1	A.2	0.440891880521666	0.533499791926758	TRUE
chr1	15400001	15500000	B.1	A.2	0.440891880521666	0.533499791926758	TRUE
chr1	15500001	15600000	B.1	A.2	0.440891880521666	0.583853516437786	TRUE
chr1	15600001	15700000	A.2	A.2	0.514514093395036	0.634207240948814	FALSE
chr1	15700001	15800000	A.2	A.2	0.535759360538494	0.496046608406159	FALSE
chr1	15800001	15900000	A.2	A.2	0.557004627681952	0.496046608406159	FALSE
chr1	15900001	16000000	A.2	A.2	0.557004627681952	0.496046608406159	FALSE
chr1	16000001	16100000	A.2	A.2	0.557004627681952	0.496046608406159	FALSE
chr1	16100001	16200000	A.2	A.2	0.557004627681952	0.496046608406159	FALSE
chr1	16200001	16300000	A.2	A.2	0.511989903239377	0.496046608406159	FALSE
chr1	16300001	16400000	A.2	A.2	0.511989903239377	0.496046608406159	FALSE
chr1	16400001	16500000	A.2	A.1	0.511989903239377	0.833125260091552	TRUE
chr1	16500001	16600000	A.1	A.1	0.826672275978124	0.833125260091552	FALSE
chr1	16600001	16700000	A.1	A.1	0.826672275978124	0.833125260091552	FALSE
chr1	16700001	16800000	A.2	A.2	0.557846024400505	0.579692051602164	FALSE
chr1	16800001	16900000	A.2	A.2	0.557846024400505	0.579692051602164	FALSE
chr1	16900001	17000000	A.2	A.2	0.557846024400505	0.579692051602164	FALSE
chr1	17000001	17100000	A.1	A.1	0.875473285654186	0.901789429879318	FALSE
chr1	17100001	17200000	A.1	A.1	0.875473285654186	0.901789429879318	FALSE
chr1	17200001	17300000	B.2	B.2	0.139671855279764	0.149396587598835	FALSE
chr1	17300001	17400000	B.2	B.2	0.139671855279764	0.149396587598835	FALSE
chr1	17400001	17500000	B.2	B.2	0.139671855279764	0.149396587598835	FALSE
chr1	17500001	17600000	B.2	B.2	0.139671855279764	0.149396587598835	FALSE
chr1	17600001	17700000	B.2	B.2	0.139671855279764	0.154390345401581	FALSE
chr1	17700001	17800000	B.2	B.2	0.139882204459403	0.119642114024136	FALSE
chr1	17800001	17900000	B.2	B.2	0.140092553639041	0.0848938826466916	FALSE
chr1	17900001	18000000	B.2	B.2	0.144509886411443	0.0848938826466916	FALSE
chr1	18000001	18100000	B.2	B.2	0.148927219183845	0.0848938826466916	FALSE
chr1	18100001	18200000	B.2	B.1	0.148927219183845	0.326674989596338	TRUE
chr1	18200001	18300000	B.2	B.1	0.148927219183845	0.326674989596338	TRUE
chr1	18300001	18400000	B.2	B.1	0.148927219183845	0.338119017894299	TRUE
chr1	18400001	18500000	B.1	B.1	0.322254943205722	0.34956304619226	FALSE
chr1	18500001	18600000	B.1	B.1	0.365166175851915	0.34956304619226	FALSE
chr1	18600001	18700000	B.1	B.1	0.408077408498107	0.43986683312526	FALSE
chr1	18700001	18800000	B.1	B.1	0.408077408498107	0.43986683312526	FALSE
chr1	18800001	18900000	B.1	B.1	0.408077408498107	0.43986683312526	FALSE
chr1	18900001	19000000	A.2	A.2	0.550694152292806	0.633791094465252	FALSE
chr1	19000001	19100000	B.2	B.2	0.176693310896088	0.188930503537245	FALSE
chr1	19100001	19200000	B.2	B.2	0.176693310896088	0.188930503537245	FALSE
chr1	19200001	19300000	B.2	B.2	0.102440050483803	0.101955888472742	FALSE
chr1	19300001	19400000	B.2	B.2	0.0281867900715187	0.0149812734082397	FALSE
chr1	19400001	19500000	B.2	B.2	0.0281867900715187	0.0149812734082397	FALSE
chr1	19500001	19600000	B.2	B.2	0.0281867900715187	0.0149812734082397	FALSE
chr1	19600001	19700000	B.2	B.2	0.0281867900715187	0.0149812734082397	FALSE
chr1	19700001	19800000	B.2	B.2	0.0281867900715187	0.0149812734082397	FALSE
chr1	19800001	19900000	B.2	B.2	0.102650399663441	0.155638784852268	FALSE
chr1	19900001	20000000	B.2	B.2	0.177114009255364	0.296296296296296	FALSE
chr1	20000001	20100000	B.2	B.2	0.0668910391249474	0.178734914689971	FALSE
chr1	20100001	20200000	B.2	B.2	0.0668910391249474	0.0611735330836454	FALSE
chr1	20200001	20300000	B.2	B.2	0.126419856962558	0.0611735330836454	FALSE
chr1	20300001	20400000	B.2	B.2	0.185948674800168	0.0611735330836454	FALSE
chr1	20400001	20500000	B.2	B.2	0.185948674800168	0.157719517270079	FALSE
chr1	20500001	20600000	B.2	B.2	0.185948674800168	0.254265501456513	FALSE
chr1	20600001	20700000	B.2	B.2	0.185948674800168	0.254265501456513	FALSE
chr1	20700001	20800000	B.2	B.2	0.185948674800168	0.254265501456513	FALSE
chr1	20800001	20900000	A.1	A.1	0.792175010517459	0.774864752392842	FALSE
chr1	20900001	21000000	A.1	A.1	0.792175010517459	0.774864752392842	FALSE
chr1	21000001	21100000	A.2	A.2	0.545225073622213	0.526009155222638	FALSE
chr1	21100001	21200000	A.2	A.2	0.545225073622213	0.526009155222638	FALSE
chr1	21200001	21300000	A.2	A.2	0.545225073622213	0.526009155222638	FALSE
chr1	21300001	21400000	B.1	B.1	0.342448464450989	0.33083645443196	FALSE
chr1	21400001	21500000	B.1	B.1	0.342448464450989	0.33083645443196	FALSE
chr1	21500001	21600000	B.2	B.2	0.228859907446361	0.230129005409904	FALSE
chr1	21600001	21700000	B.2	B.2	0.228859907446361	0.230129005409904	FALSE
chr1	21700001	21800000	B.2	B.1	0.233908287757678	0.312942155638785	TRUE
chr1	21800001	21900000	B.2	B.1	0.233908287757678	0.312942155638785	TRUE
chr1	21900001	22000000	B.2	B.1	0.260412284392091	0.312942155638785	TRUE
chr1	22000001	22100000	B.2	B.2	0.260412284392091	0.293799417394923	FALSE
chr1	22100001	22200000	B.2	B.2	0.260412284392091	0.293799417394923	FALSE
chr1	22200001	22300000	B.2	B.2	0.260412284392091	0.293799417394923	FALSE
chr1	22300001	22400000	A.1	A.1	0.980227177114009	0.95672076570953	FALSE
chr1	22400001	22500000	A.1	A.1	0.980227177114009	0.95672076570953	FALSE
chr1	22500001	22600000	A.1	A.1	0.980227177114009	0.95672076570953	FALSE
chr1	22600001	22700000	A.1	A.1	0.980227177114009	0.95672076570953	FALSE
chr1	22700001	22800000	A.1	A.1	0.980227177114009	0.95672076570953	FALSE
chr1	22800001	22900000	A.1	A.1	0.919646613378208	0.775697045359967	FALSE
chr1	22900001	23000000	A.1	A.1	0.919646613378208	0.927174365376613	FALSE
chr1	23000001	23100000	A.1	A.1	0.919646613378208	0.927174365376613	FALSE
chr1	23100001	23200000	A.1	A.1	0.851914177534708	0.772784019975031	FALSE
chr1	23200001	23300000	A.1	A.1	0.851914177534708	0.772784019975031	FALSE
chr1	23300001	23400000	A.1	A.1	0.851914177534708	0.772784019975031	FALSE
chr1	23400001	23500000	A.1	A.1	0.851914177534708	0.772784019975031	FALSE
chr1	23500001	23600000	A.2	A.2	0.647034076567102	0.627548897211819	FALSE
chr1	23600001	23700000	A.2	A.2	0.647034076567102	0.627548897211819	FALSE
chr1	23700001	23800000	A.2	A.2	0.647034076567102	0.627548897211819	FALSE
chr1	23800001	23900000	A.1	A.1	0.915018931426167	0.903870162297128	FALSE
chr1	23900001	24000000	A.1	A.1	0.915018931426167	0.903870162297128	FALSE
chr1	24000001	24100000	A.1	A.1	0.878838872528397	0.903870162297128	FALSE
chr1	24100001	24200000	A.1	A.1	0.878838872528397	0.903870162297128	FALSE
chr1	24200001	24300000	A.1	A.1	0.878838872528397	0.903870162297128	FALSE
chr1	24300001	24400000	A.2	A.2	0.596550273453934	0.543903454015814	FALSE
chr1	24400001	24500000	A.2	A.2	0.596550273453934	0.543903454015814	FALSE
chr1	24500001	24600000	A.1	A.1	0.847707193941944	0.804827299209322	FALSE
chr1	24600001	24700000	A.1	A.1	0.847707193941944	0.804827299209322	FALSE
chr1	24700001	24800000	A.1	A.1	0.847707193941944	0.804827299209322	FALSE
chr1	24800001	24900000	A.2	A.2	0.644509886411443	0.658759883478985	FALSE
chr1	24900001	25000000	A.2	A.2	0.644509886411443	0.658759883478985	FALSE
chr1	25000001	25100000	A.2	A.2	0.644509886411443	0.658759883478985	FALSE
chr1	25100001	25200000	A.1	A.1	0.848548590660496	0.873491468997087	FALSE
chr1	25200001	25300000	A.1	A.1	0.827303323517038	0.867041198501873	FALSE
chr1	25300001	25400000	A.1	A.1	0.80605805637358	0.860590928006658	FALSE
chr1	25400001	25500000	A.1	A.1	0.80605805637358	0.860590928006658	FALSE
chr1	25500001	25600000	A.1	A.1	0.80605805637358	0.894506866416979	FALSE
chr1	25600001	25700000	A.1	A.1	0.8270929743374	0.928422804827299	FALSE
chr1	25700001	25800000	A.1	A.1	0.84812789230122	0.928422804827299	FALSE
chr1	25800001	25900000	A.1	A.1	0.84812789230122	0.928422804827299	FALSE
chr1	25900001	26000000	B.1	A.2	0.38788388725284	0.535996670828132	TRUE
chr1	26000001	26100000	B.1	A.2	0.38788388725284	0.535996670828132	TRUE
chr1	26100001	26200000	B.2	B.1	0.143458140513252	0.307948397836038	TRUE
chr1	26200001	26300000	B.2	B.1	0.143458140513252	0.307948397836038	TRUE
chr1	26300001	26400000	B.2	B.1	0.143458140513252	0.307948397836038	TRUE
chr1	26400001	26500000	B.2	B.1	0.143458140513252	0.307948397836038	TRUE
chr1	26500001	26600000	B.2	B.1	0.143458140513252	0.307948397836038	TRUE
chr1	26600001	26700000	B.2	B.2	0.143458140513252	0.228464419475655	FALSE
chr1	26700001	26800000	B.2	B.2	0.143458140513252	0.228464419475655	FALSE
chr1	26800001	26900000	B.2	B.2	0.159444678165755	0.228464419475655	FALSE
chr1	26900001	27000000	B.2	B.2	0.175431215818258	0.228464419475655	FALSE
chr1	27000001	27100000	B.2	B.2	0.175641564997897	0.228464419475655	FALSE
chr1	27100001	27200000	B.2	B.1	0.175851914177535	0.305867665418227	TRUE
chr1	27200001	27300000	B.2	B.2	0.175851914177535	0.244694132334582	FALSE
chr1	27300001	27400000	B.2	B.2	0.175851914177535	0.244694132334582	FALSE
chr1	27400001	27500000	B.2	B.2	0.175851914177535	0.244694132334582	FALSE
chr1	27500001	27600000	B.2	B.2	0.175851914177535	0.244694132334582	FALSE
chr1	27600001	27700000	B.2	B.2	0.175851914177535	0.244694132334582	FALSE
chr1	27700001	27800000	B.1	A.2	0.461085401766933	0.493133583021224	TRUE
chr1	27800001	27900000	B.1	B.1	0.391249474127051	0.436953807740325	FALSE
chr1	27900001	28000000	B.1	B.1	0.391249474127051	0.436953807740325	FALSE
chr1	28000001	28100000	B.1	B.1	0.391249474127051	0.436953807740325	FALSE
chr1	28100001	28200000	A.2	A.2	0.517458981909971	0.539741989180191	FALSE
chr1	28200001	28300000	A.2	A.2	0.597812368531763	0.630461922596754	FALSE
chr1	28300001	28400000	A.2	A.2	0.597812368531763	0.630461922596754	FALSE
chr1	28400001	28500000	B.1	B.2	0.438788388725284	0.095297544735747	TRUE
chr1	28500001	28600000	B.2	B.2	0.100546907867059	0.095297544735747	FALSE
chr1	28600001	28700000	B.2	B.2	0.100546907867059	0.095297544735747	FALSE
chr1	28700001	28800000	B.2	B.2	0.100546907867059	0.095297544735747	FALSE
chr1	28800001	28900000	B.2	B.2	0.100546907867059	0.095297544735747	FALSE
chr1	28900001	29000000	B.2	B.2	0.100546907867059	0.095297544735747	FALSE
chr1	29000001	29100000	B.2	B.2	0.100546907867059	0.095297544735747	FALSE
chr1	29100001	29200000	B.2	B.2	0.100546907867059	0.095297544735747	FALSE
chr1	29200001	29300000	B.2	B.2	0.100546907867059	0.0838535164377861	FALSE
chr1	29300001	29400000	B.2	B.2	0.0822465292385358	0.0724094881398252	FALSE
chr1	29400001	29500000	B.2	B.2	0.0639461506100126	0.0724094881398252	FALSE
chr1	29500001	29600000	B.2	B.2	0.0639461506100126	0.125260091552226	FALSE
chr1	29600001	29700000	B.2	B.2	0.0639461506100126	0.125260091552226	FALSE
chr1	29700001	29800000	B.2	B.2	0.0567942785023138	0.0711610486891386	FALSE
chr1	29800001	29900000	B.2	B.2	0.0567942785023138	0.0711610486891386	FALSE
chr1	29900001	30000000	B.2	B.2	0.0567942785023138	0.0711610486891386	FALSE
chr1	30000001	30100000	B.2	B.2	0.0567942785023138	0.0711610486891386	FALSE
chr1	30100001	30200000	B.2	B.2	0.0382835506941523	0.0299625468164794	FALSE
chr1	30200001	30300000	B.2	B.2	0.0382835506941523	0.0299625468164794	FALSE
chr1	30300001	30400000	B.2	B.2	0.0382835506941523	0.0299625468164794	FALSE
chr1	30400001	30500000	B.2	B.2	0.0382835506941523	0.0299625468164794	FALSE
chr1	30500001	30600000	B.2	B.2	0.117164493058477	0.162713275072826	FALSE
chr1	30600001	30700000	B.2	B.2	0.196045435422802	0.162713275072826	FALSE
chr1	30700001	30800000	B.2	B.2	0.196045435422802	0.162713275072826	FALSE
chr1	30800001	30900000	A.1	A.1	0.668910391249474	0.689138576779026	FALSE
chr1	30900001	31000000	A.1	A.1	0.668910391249474	0.689138576779026	FALSE
chr1	31000001	31100000	B.1	B.1	0.345393352965923	0.359134415314191	FALSE
chr1	31100001	31200000	B.1	B.1	0.345393352965923	0.359134415314191	FALSE
chr1	31200001	31300000	B.1	B.1	0.345393352965923	0.359134415314191	FALSE
chr1	31300001	31400000	B.2	B.2	0.0450147244425747	0.0620058260507699	FALSE
chr1	31400001	31500000	B.2	B.2	0.0450147244425747	0.0620058260507699	FALSE
chr1	31500001	31600000	B.2	B.2	0.0450147244425747	0.0613816063254266	FALSE
chr1	31600001	31700000	B.2	B.2	0.066470340765671	0.0607573866000832	FALSE
chr1	31700001	31800000	B.2	B.2	0.066470340765671	0.0607573866000832	FALSE
chr1	31800001	31900000	B.2	B.2	0.066470340765671	0.0607573866000832	FALSE
chr1	31900001	32000000	B.2	B.2	0.066470340765671	0.0607573866000832	FALSE
chr1	32000001	32100000	B.2	B.2	0.066470340765671	0.0607573866000832	FALSE
chr1	32100001	32200000	B.2	B.2	0.171224232225494	0.28381190178943	FALSE
chr1	32200001	32300000	B.2	B.2	0.171224232225494	0.28381190178943	FALSE
chr1	32300001	32400000	B.2	B.2	0.171224232225494	0.28381190178943	FALSE
chr1	32400001	32500000	B.2	B.1	0.171224232225494	0.431960049937578	TRUE
chr1	32500001	32600000	B.2	B.1	0.171224232225494	0.431960049937578	TRUE
chr1	32600001	32700000	B.2	B.2	0.0736222128733698	0.164377861007075	FALSE
chr1	32700001	32800000	B.2	B.2	0.0736222128733698	0.164377861007075	FALSE
chr1	32800001	32900000	B.2	B.2	0.0736222128733698	0.136079900124844	FALSE
chr1	32900001	33000000	B.2	B.2	0.0736222128733698	0.136079900124844	FALSE
chr1	33000001	33100000	B.2	B.2	0.0736222128733698	0.136079900124844	FALSE
chr1	33100001	33200000	B.2	B.2	0.0736222128733698	0.1993341656263	FALSE
chr1	33200001	33300000	B.2	B.2	0.246108540176693	0.262588431127757	FALSE
chr1	33300001	33400000	B.2	B.2	0.246108540176693	0.262588431127757	FALSE
chr1	33400001	33500000	B.2	B.2	0.246108540176693	0.262588431127757	FALSE
chr1	33500001	33600000	B.2	B.2	0.246108540176693	0.262588431127757	FALSE
chr1	33600001	33700000	B.2	B.2	0.246108540176693	0.262588431127757	FALSE
chr1	33700001	33800000	A.1	A.1	0.999579301640724	0.999583853516438	FALSE
chr1	33800001	33900000	A.1	A.1	0.999579301640724	0.999583853516438	FALSE
chr1	33900001	34000000	A.1	A.1	0.999579301640724	0.999583853516438	FALSE
chr1	34000001	34100000	A.1	A.1	0.999579301640724	0.999583853516438	FALSE
chr1	34100001	34200000	A.1	A.1	0.999579301640724	0.999583853516438	FALSE
chr1	34200001	34300000	A.1	A.1	0.992637778712663	0.990428630878069	FALSE
chr1	34300001	34400000	A.1	A.1	0.985696255784602	0.9812734082397	FALSE
chr1	34400001	34500000	A.1	A.1	0.985696255784602	0.9812734082397	FALSE
