#peakID	chr	start	end	strand	PC1
chr10-8375000	chr10	8375000	8400000	+	1.20905022954365
chr10-8400000	chr10	8400000	8425000	+	1.41862765006726
chr10-8425000	chr10	8425000	8450000	+	1.45792747443882
chr10-8450000	chr10	8450000	8475000	+	1.44088104023776
chr10-8475000	chr10	8475000	8500000	+	1.57575869772676
chr10-8500000	chr10	8500000	8525000	+	1.44796124392384
chr10-8525000	chr10	8525000	8550000	+	0.830163835806886
chr10-8550000	chr10	8550000	8575000	+	-0.00352674343461683
chr10-8575000	chr10	8575000	8600000	+	-0.277056292782569
chr10-8600000	chr10	8600000	8625000	+	-0.410514254636742
chr10-8625000	chr10	8625000	8650000	+	-0.528484593345901
chr10-8650000	chr10	8650000	8675000	+	-0.532891965821664
chr10-8675000	chr10	8675000	8700000	+	-0.423153287155899
chr10-8700000	chr10	8700000	8725000	+	-0.415124157154658
chr10-8725000	chr10	8725000	8750000	+	-0.511250782534269
chr10-8750000	chr10	8750000	8775000	+	-0.627194952555013
chr10-8775000	chr10	8775000	8800000	+	-0.668064716326319
chr10-8800000	chr10	8800000	8825000	+	-0.667318669449952
chr10-8825000	chr10	8825000	8850000	+	-0.794372664930381
chr10-8850000	chr10	8850000	8875000	+	-0.818685570070751
chr10-8875000	chr10	8875000	8900000	+	-0.887261749387446
chr10-8900000	chr10	8900000	8925000	+	-0.948733418075166
chr10-8925000	chr10	8925000	8950000	+	-0.922018015113632
chr10-8950000	chr10	8950000	8975000	+	-0.913803887444399
chr10-8975000	chr10	8975000	9000000	+	-0.925179159590165
chr10-9000000	chr10	9000000	9025000	+	-0.916096541120645
chr10-9025000	chr10	9025000	9050000	+	-0.856947705382872
chr10-9050000	chr10	9050000	9075000	+	-0.858003286103705
chr10-9075000	chr10	9075000	9100000	+	-0.872622300333479
chr10-9100000	chr10	9100000	9125000	+	-0.821989634904023
chr10-9125000	chr10	9125000	9150000	+	-0.835526000624121
chr10-9150000	chr10	9150000	9175000	+	-0.911911525290514
chr10-9175000	chr10	9175000	9200000	+	-0.831243525488138
chr10-9200000	chr10	9200000	9225000	+	-0.826571323497788
chr10-9225000	chr10	9225000	9250000	+	-0.949540751481122
chr10-9250000	chr10	9250000	9275000	+	-1.00867954325258
chr10-9275000	chr10	9275000	9300000	+	-1.06010852341686
chr10-9300000	chr10	9300000	9325000	+	-1.09692603434698
chr10-9325000	chr10	9325000	9350000	+	-1.07919278010687
chr10-9350000	chr10	9350000	9375000	+	-1.08280855806872
chr10-9375000	chr10	9375000	9400000	+	-1.06832087538561
chr10-9400000	chr10	9400000	9425000	+	-1.10945585064952
chr10-9425000	chr10	9425000	9450000	+	-1.11444384131949
chr10-9450000	chr10	9450000	9475000	+	-1.10470018382154
chr10-9475000	chr10	9475000	9500000	+	-1.11563592612364
chr10-9500000	chr10	9500000	9525000	+	-1.10400645498424
chr10-9525000	chr10	9525000	9550000	+	-1.07603954538302
chr10-9550000	chr10	9550000	9575000	+	-1.02579148763666
chr10-9575000	chr10	9575000	9600000	+	-0.982267624913869
chr10-9600000	chr10	9600000	9625000	+	-0.961724087191414
chr10-9625000	chr10	9625000	9650000	+	-0.938796710272238
chr10-9650000	chr10	9650000	9675000	+	-0.78343808045194
chr10-9675000	chr10	9675000	9700000	+	-0.712302157302368
chr10-9700000	chr10	9700000	9725000	+	-0.686198830553869
chr10-9725000	chr10	9725000	9750000	+	-0.235761978726421
chr10-9750000	chr10	9750000	9775000	+	0.413214088626593
chr10-9775000	chr10	9775000	9800000	+	0.733958585465913
chr10-9800000	chr10	9800000	9825000	+	0.94530803628621
chr10-9825000	chr10	9825000	9850000	+	1.0115236399722
chr10-9850000	chr10	9850000	9875000	+	1.07306870474081
chr10-9875000	chr10	9875000	9900000	+	1.1419114350576
chr10-9900000	chr10	9900000	9925000	+	0.643425669512454
chr10-9925000	chr10	9925000	9950000	+	-0.166403524548806
chr10-9950000	chr10	9950000	9975000	+	-0.511551268050806
chr10-9975000	chr10	9975000	10000000	+	-0.696548917324289
chr10-10000000	chr10	10000000	10025000	+	-0.76401028184356
chr10-10025000	chr10	10025000	10050000	+	-0.733885841659071
chr10-10050000	chr10	10050000	10075000	+	-0.611495286090957
chr10-10075000	chr10	10075000	10100000	+	-0.216696014413978
chr10-10100000	chr10	10100000	10125000	+	-0.192917195353251
chr10-10125000	chr10	10125000	10150000	+	-0.58072530672795
chr10-10150000	chr10	10150000	10175000	+	-0.782492762120688
chr10-10175000	chr10	10175000	10200000	+	-0.809565657366688
chr10-10200000	chr10	10200000	10225000	+	-0.731610592267504
chr10-10225000	chr10	10225000	10250000	+	-0.636078212634186
chr10-10250000	chr10	10250000	10275000	+	-0.646765734820811
chr10-10275000	chr10	10275000	10300000	+	-0.508966797218543
chr10-10300000	chr10	10300000	10325000	+	0.0856224907455475
chr10-10325000	chr10	10325000	10350000	+	0.131482295568188
chr10-10350000	chr10	10350000	10375000	+	-0.239298985016261
chr10-10375000	chr10	10375000	10400000	+	-0.0423988849406089
chr10-10400000	chr10	10400000	10425000	+	0.117260003920063
chr10-10425000	chr10	10425000	10450000	+	-0.0559095755583563
chr10-10450000	chr10	10450000	10475000	+	-0.149335966980747
chr10-10475000	chr10	10475000	10500000	+	-0.188262078489004
chr10-10500000	chr10	10500000	10525000	+	-0.196492942613191
chr10-10525000	chr10	10525000	10550000	+	0.0916483058998589
chr10-10550000	chr10	10550000	10575000	+	0.326549158550712
chr10-10575000	chr10	10575000	10600000	+	0.480238434821109
chr10-10600000	chr10	10600000	10625000	+	0.629014862917366
chr10-10625000	chr10	10625000	10650000	+	0.863536379009492
chr10-10650000	chr10	10650000	10675000	+	1.10924431923833
chr10-10675000	chr10	10675000	10700000	+	1.40342361254366
chr10-10700000	chr10	10700000	10725000	+	1.52070131968185
chr10-10725000	chr10	10725000	10750000	+	1.54955568092244
chr10-10750000	chr10	10750000	10775000	+	1.52324625622766
chr10-10775000	chr10	10775000	10800000	+	1.55824589379889
chr10-10800000	chr10	10800000	10825000	+	1.60662453438031
chr10-10825000	chr10	10825000	10850000	+	1.60093652240008
chr10-10850000	chr10	10850000	10875000	+	1.58157216839616
chr10-10875000	chr10	10875000	10900000	+	1.54596046239661
chr10-10900000	chr10	10900000	10925000	+	1.56610197440947
chr10-10925000	chr10	10925000	10950000	+	1.5670145663698
chr10-10950000	chr10	10950000	10975000	+	1.49289800169076
chr10-10975000	chr10	10975000	11000000	+	1.47979933217878
chr10-11000000	chr10	11000000	11025000	+	1.53562684264376
chr10-11025000	chr10	11025000	11050000	+	1.61051232759051
chr10-11050000	chr10	11050000	11075000	+	1.56700606586657
chr10-11075000	chr10	11075000	11100000	+	1.18436644794151
chr10-11100000	chr10	11100000	11125000	+	0.585643884840731
chr10-11125000	chr10	11125000	11150000	+	0.91699620679337
chr10-11150000	chr10	11150000	11175000	+	1.06388468793971
chr10-11175000	chr10	11175000	11200000	+	0.933593692044586
chr10-11200000	chr10	11200000	11225000	+	0.715849360026505
chr10-11225000	chr10	11225000	11250000	+	0.308444180352843
chr10-11250000	chr10	11250000	11275000	+	0.581769083348639
chr10-11275000	chr10	11275000	11300000	+	0.735965958256494
chr10-11300000	chr10	11300000	11325000	+	0.48259393291988
chr10-11325000	chr10	11325000	11350000	+	0.668607291403347
chr10-11350000	chr10	11350000	11375000	+	0.566090648866657
chr10-11375000	chr10	11375000	11400000	+	-0.0567223009904314
chr10-11400000	chr10	11400000	11425000	+	-0.191997490177813
chr10-11425000	chr10	11425000	11450000	+	-0.146607972667903
chr10-11450000	chr10	11450000	11475000	+	-0.395436764265914
chr10-11475000	chr10	11475000	11500000	+	-0.794854499854291
chr10-11500000	chr10	11500000	11525000	+	-0.924171140237046
chr10-11525000	chr10	11525000	11550000	+	-1.01395217219333
chr10-11550000	chr10	11550000	11575000	+	-1.05345320098327
chr10-11575000	chr10	11575000	11600000	+	-1.09112331173596
chr10-11600000	chr10	11600000	11625000	+	-1.10067549601587
chr10-11625000	chr10	11625000	11650000	+	-1.1128474955902
chr10-11650000	chr10	11650000	11675000	+	-1.11463231276082
chr10-11675000	chr10	11675000	11700000	+	-1.08667155833412
chr10-11700000	chr10	11700000	11725000	+	-1.07588011250593
chr10-11725000	chr10	11725000	11750000	+	-1.0835732853104
chr10-11750000	chr10	11750000	11775000	+	-1.05066309725039
chr10-11775000	chr10	11775000	11800000	+	-1.08042612646557
chr10-11800000	chr10	11800000	11825000	+	-1.05910150562744
chr10-11825000	chr10	11825000	11850000	+	-0.987948283948353
chr10-11850000	chr10	11850000	11875000	+	-0.96517892439526
chr10-11875000	chr10	11875000	11900000	+	-1.01061734449094
chr10-11900000	chr10	11900000	11925000	+	-0.995193848566554
chr10-11925000	chr10	11925000	11950000	+	-0.933409510570917
chr10-11950000	chr10	11950000	11975000	+	-0.841917587603712
chr10-11975000	chr10	11975000	12000000	+	-0.532957470810727
chr10-12000000	chr10	12000000	12025000	+	0.00768889630967791
chr10-12025000	chr10	12025000	12050000	+	-0.0156405017523289
chr10-12050000	chr10	12050000	12075000	+	-0.283048600523562
chr10-12075000	chr10	12075000	12100000	+	-0.162319916126057
chr10-12100000	chr10	12100000	12125000	+	-0.0412648542012436
chr10-12125000	chr10	12125000	12150000	+	-0.296392075293155
chr10-12150000	chr10	12150000	12175000	+	-0.621990270904894
chr10-12175000	chr10	12175000	12200000	+	-0.675813673086767
chr10-12200000	chr10	12200000	12225000	+	-0.763669076330628
chr10-12225000	chr10	12225000	12250000	+	-0.816870418193954
chr10-12250000	chr10	12250000	12275000	+	-0.808879324330657
chr10-12275000	chr10	12275000	12300000	+	-0.850060879890891
chr10-12300000	chr10	12300000	12325000	+	-0.921960335299544
chr10-12325000	chr10	12325000	12350000	+	-0.86315692301425
chr10-12350000	chr10	12350000	12375000	+	-0.765160491389568
chr10-12375000	chr10	12375000	12400000	+	-0.652952282589365
chr10-12400000	chr10	12400000	12425000	+	-0.514815333151884
chr10-12425000	chr10	12425000	12450000	+	-0.454986751165549
chr10-12450000	chr10	12450000	12475000	+	-0.42092044405274
chr10-12475000	chr10	12475000	12500000	+	-0.43281483293615
chr10-12500000	chr10	12500000	12525000	+	-0.425772893349324
chr10-12525000	chr10	12525000	12550000	+	-0.345048015852918
chr10-12550000	chr10	12550000	12575000	+	-0.261085599952614
chr10-12575000	chr10	12575000	12600000	+	-0.0823471822708053
chr10-12600000	chr10	12600000	12625000	+	0.171159190188639
chr10-12625000	chr10	12625000	12650000	+	0.266363125524513
chr10-12650000	chr10	12650000	12675000	+	0.325059350774192
chr10-12675000	chr10	12675000	12700000	+	0.675045768522418
chr10-12700000	chr10	12700000	12725000	+	1.09873880552108
chr10-12725000	chr10	12725000	12750000	+	1.05268498821144
chr10-12750000	chr10	12750000	12775000	+	0.798652323086381
chr10-12775000	chr10	12775000	12800000	+	1.05668136872111
chr10-12800000	chr10	12800000	12825000	+	1.27262196910952
chr10-12825000	chr10	12825000	12850000	+	1.18324503283995
chr10-12850000	chr10	12850000	12875000	+	0.906032587761143
chr10-12875000	chr10	12875000	12900000	+	0.626849369111054
chr10-12900000	chr10	12900000	12925000	+	0.673810919967557
chr10-12925000	chr10	12925000	12950000	+	0.653420183949704
chr10-12950000	chr10	12950000	12975000	+	0.185991800451703
chr10-12975000	chr10	12975000	13000000	+	0.37314711074884
chr10-13000000	chr10	13000000	13025000	+	0.402210412917571
chr10-13025000	chr10	13025000	13050000	+	-0.0983682027868468
chr10-13050000	chr10	13050000	13075000	+	-0.160871118905005
chr10-13075000	chr10	13075000	13100000	+	-0.0117582951249879
chr10-13100000	chr10	13100000	13125000	+	-0.238865255676426
chr10-13125000	chr10	13125000	13150000	+	-0.514943652578021
chr10-13150000	chr10	13150000	13175000	+	-0.294730673829275
chr10-13175000	chr10	13175000	13200000	+	0.148579107100246
chr10-13200000	chr10	13200000	13225000	+	-0.0585317738446465
chr10-13225000	chr10	13225000	13250000	+	-0.601376615312144
chr10-13250000	chr10	13250000	13275000	+	-0.724906808828469
chr10-13275000	chr10	13275000	13300000	+	-0.696315185615135
chr10-13300000	chr10	13300000	13325000	+	-0.606308077757822
chr10-13325000	chr10	13325000	13350000	+	-0.595939313213664
chr10-13350000	chr10	13350000	13375000	+	-0.613483858704255
chr10-13375000	chr10	13375000	13400000	+	-0.430417929651529
chr10-13400000	chr10	13400000	13425000	+	-0.117142211538099
chr10-13425000	chr10	13425000	13450000	+	0.0291516738942588
chr10-13450000	chr10	13450000	13475000	+	0.0607305369916564
chr10-13475000	chr10	13475000	13500000	+	0.3549370248772
chr10-13500000	chr10	13500000	13525000	+	0.607572756913321
chr10-13525000	chr10	13525000	13550000	+	0.870488004815704
chr10-13550000	chr10	13550000	13575000	+	0.982274863797062
chr10-13575000	chr10	13575000	13600000	+	0.84247678115751
chr10-13600000	chr10	13600000	13625000	+	0.798319692321187
chr10-13625000	chr10	13625000	13650000	+	1.08185971465402
chr10-13650000	chr10	13650000	13675000	+	1.41227092589034
chr10-13675000	chr10	13675000	13700000	+	1.6331489331278
chr10-13700000	chr10	13700000	13725000	+	1.69572758400299
chr10-13725000	chr10	13725000	13750000	+	1.70797270246099
chr10-13750000	chr10	13750000	13775000	+	1.68583257233339
chr10-13775000	chr10	13775000	13800000	+	1.68466276127917
chr10-13800000	chr10	13800000	13825000	+	1.69244519661973
chr10-13825000	chr10	13825000	13850000	+	1.69065602293187
chr10-13850000	chr10	13850000	13875000	+	1.62095624984441
chr10-13875000	chr10	13875000	13900000	+	1.57189741353281
chr10-13900000	chr10	13900000	13925000	+	1.55587302346148
chr10-13925000	chr10	13925000	13950000	+	1.43918938847298
chr10-13950000	chr10	13950000	13975000	+	1.50447787421084
chr10-13975000	chr10	13975000	14000000	+	1.59556132682445
chr10-14000000	chr10	14000000	14025000	+	1.59974375680681
chr10-14025000	chr10	14025000	14050000	+	1.65080145872795
chr10-14050000	chr10	14050000	14075000	+	1.65374591374135
chr10-14075000	chr10	14075000	14100000	+	1.61018788969174
chr10-14100000	chr10	14100000	14125000	+	1.51258121062831
chr10-14125000	chr10	14125000	14150000	+	1.31223683293177
chr10-14150000	chr10	14150000	14175000	+	1.19689156533171
chr10-14175000	chr10	14175000	14200000	+	1.11805234962155
chr10-14200000	chr10	14200000	14225000	+	0.652341427830939
chr10-14225000	chr10	14225000	14250000	+	0.0150894608723896
chr10-14250000	chr10	14250000	14275000	+	-0.248846074984711
chr10-14275000	chr10	14275000	14300000	+	-0.334172664407094
chr10-14300000	chr10	14300000	14325000	+	-0.215703214696988
chr10-14325000	chr10	14325000	14350000	+	-0.310103068512065
chr10-14350000	chr10	14350000	14375000	+	-0.540511895813981
chr10-14375000	chr10	14375000	14400000	+	-0.549147109054822
chr10-14400000	chr10	14400000	14425000	+	-0.713162154287027
chr10-14425000	chr10	14425000	14450000	+	-0.868757967726665
chr10-14450000	chr10	14450000	14475000	+	-0.916430595941623
chr10-14475000	chr10	14475000	14500000	+	-0.958481490576081
