loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category
loop_16412	chr5	15520000	15530000	chr5	15580000	15590000	0.548200554494006	6.98811490984358	0.016552702708463	6.05521298415532e-06	TRUE	10	1	60000	Promoter-Active_Enhancer	up_in_mutant	moderate_differential
loop_16947	chr7	131550000	131575000	chr7	137300000	137325000	-1.34138101798368	1.42184538458335	0.0105770426836539	4.2207109143858e-06	TRUE	25	2	5750000	Promoter-Other	down_in_mutant	strong_differential
loop_18278	chr8	40180000	40190000	chr8	40290000	40300000	0.389186287375903	5.49876496360774	0.0204597915405015	1.44745606936693e-05	TRUE	10	1	110000	Active_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential
loop_18319	chr8	71190000	71200000	chr8	71810000	71820000	1.01163438755456	5.28580692214999	0.0001443266581519	9.05494396216834e-09	TRUE	10	1	620000	Other-Other	up_in_mutant	strong_differential
loop_20492	chr7	56940000	56950000	chr7	57380000	57390000	0.604556317534209	4.62077897252402	0.0194196443930101	1.01216272020677e-05	TRUE	10	1	440000	Other-Other	up_in_mutant	moderate_differential
loop_22318	chr12	56680000	56690000	chr12	57190000	57200000	0.54663027877182	4.17525522384395	0.0288629718344913	2.85481659141534e-05	TRUE	10	1	510000	Other-Other	up_in_mutant	moderate_differential
loop_51	chr8	48200000	48225000	chr8	50275000	50300000	-0.775778399975977	3.15470662459783	0.0218148367811304	2.4154836574262e-05	TRUE	25	1	2075000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	moderate_differential
loop_59	chr8	57300000	57325000	chr8	108700000	108725000	-1.26016340009299	1.16636917973715	0.0152941059360189	1.08232193584825e-05	TRUE	25	1	51400000	Poised_Enhancer-Other	down_in_mutant	strong_differential
loop_62	chr8	57300000	57325000	chr8	89025000	89050000	-2.00507719638635	-0.0829439900230609	0.0105770426836539	2.78517213223751e-06	TRUE	25	1	31725000	Other-Other	down_in_mutant	strong_differential
loop_225	chr11	85825000	85850000	chr11	96325000	96350000	-0.708515194831612	2.88226491361619	0.0105770426836539	4.87983514816788e-06	TRUE	25	1	10500000	Other-Other	down_in_mutant	moderate_differential
loop_1348	chr8	49475000	49500000	chr8	49800000	49825000	-0.575205998151542	5.48646475828062	0.0152941059360189	1.12193053543503e-05	TRUE	25	1	325000	Poised_Enhancer-Other	down_in_mutant	moderate_differential
loop_1364	chr8	48525000	48550000	chr8	49825000	49850000	-0.603727661994318	4.34891192959159	0.021572051999144	2.2890758753417e-05	TRUE	25	1	1300000	Poised_Enhancer-Other	down_in_mutant	moderate_differential
loop_1379	chr8	57325000	57350000	chr8	89025000	89050000	-1.79377430164816	-0.10836449911959	0.0120974714618398	6.13943188374801e-06	TRUE	25	1	31700000	Other-Other	down_in_mutant	strong_differential
loop_1570	chr11	85875000	85900000	chr11	96325000	96350000	-0.678274843977089	3.13624401748413	0.0152941059360189	1.12897667809136e-05	TRUE	25	1	10450000	Other-Other	down_in_mutant	moderate_differential
loop_2812	chr11	85825000	85850000	chr11	96300000	96325000	-0.736421896084207	2.88958066668693	0.0152941059360189	1.03220012980099e-05	TRUE	25	1	10475000	Other-Other	down_in_mutant	moderate_differential
loop_4978	chr8	34200000	34225000	chr8	34375000	34400000	0.33073841754868	6.29891055055944	0.0275638080788777	3.30638528281808e-05	TRUE	25	1	175000	Active_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential
loop_5064	chr8	48550000	48575000	chr8	49800000	49825000	-0.657395454790578	4.47227362148304	0.0105770426836539	3.76542583912885e-06	TRUE	25	1	1250000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	moderate_differential
loop_5073	chr8	70900000	70925000	chr8	71775000	71800000	0.555751097685601	3.54609120319485	0.0214029080163083	1.82451468573312e-05	TRUE	25	1	875000	Other-Other	up_in_mutant	moderate_differential
loop_5077	chr8	49800000	49825000	chr8	57300000	57325000	1.75962676007773	1.64550261151609	0.0060912245178292	1.05261612860845e-06	TRUE	25	1	7500000	Poised_Enhancer-Other	up_in_mutant	strong_differential
loop_6819	chr4	32700000	32725000	chr4	34625000	34650000	0.514348760665202	4.07649008484735	0.021572051999144	2.25019101119361e-05	TRUE	25	1	1925000	Other-Other	up_in_mutant	moderate_differential
loop_7450	chr8	49650000	49675000	chr8	57300000	57325000	2.34590431264397	2.04538459991086	0.0005192847045125	2.39577718344909e-08	TRUE	25	1	7650000	Other-Other	up_in_mutant	strong_differential
loop_8807	chr8	71125000	71150000	chr8	71825000	71850000	0.614368297554465	5.87259431644013	0.0060912245178292	8.81391938814697e-07	TRUE	25	1	7e+05	Poised_Enhancer-Other	up_in_mutant	moderate_differential
loop_8870	chr8	34875000	34900000	chr8	35450000	35475000	0.344288828945812	5.78802865774017	0.0192232998453578	1.50770979179277e-05	TRUE	25	1	575000	Active_Enhancer-Active_Enhancer	up_in_mutant	weak_differential
loop_9088	chr8	48200000	48225000	chr8	49825000	49850000	-0.692253626494636	4.16880668519937	0.0060912245178292	1.12410141044138e-06	TRUE	25	1	1625000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	moderate_differential
loop_9154	chr8	12375000	12400000	chr8	89025000	89050000	-1.23081241609901	0.753174757350557	0.0105770426836539	4.73860058802332e-06	TRUE	25	1	76650000	Other-Other	down_in_mutant	strong_differential
loop_10464	chr11	85825000	85850000	chr11	96000000	96025000	-0.724334461789953	1.94442442262727	0.0284200077518499	3.67132741431048e-05	TRUE	25	1	10175000	Other-Other	down_in_mutant	moderate_differential
loop_13418	chr19	43600000	43625000	chr19	45225000	45250000	-0.431319708427291	4.03758732948928	0.0290203757101157	3.88277229800857e-05	TRUE	25	1	1625000	Promoter-Other	down_in_mutant	weak_differential
loop_15022	chr3	96325000	96350000	chr3	129200000	129225000	-0.725163591399909	2.2935965656379	0.021572051999144	2.20190696667017e-05	TRUE	25	1	32875000	Other-Other	down_in_mutant	moderate_differential
loop_19036	chr3	66975000	67000000	chr3	96325000	96350000	-0.781651759634118	2.32705533958211	0.021572051999144	2.27422301974091e-05	TRUE	25	1	29350000	Other-Other	down_in_mutant	moderate_differential
loop_19672	chr10	42575000	42600000	chr10	50875000	50900000	-0.740918069570255	1.83249061468535	0.0214029080163083	1.87614879958412e-05	TRUE	25	1	8300000	Other-Other	down_in_mutant	moderate_differential
loop_20652	chr14	95950000	95975000	chr14	96475000	96500000	0.427380146836104	4.8293401114199	0.0225188486414046	2.59732971642499e-05	TRUE	25	1	525000	Poised_Enhancer-Other	up_in_mutant	weak_differential
