entrez_id	symbol	boundary_class	log2FoldChange	padj	chr	anchor_id	anchor_type	loop_distance	distance_class	loop_type	logFC_loop	focused_category
242466	Zfp462	gained	0.906524882015394	8.79621432565624e-24	chr4	loop_4935_anchor1	Bivalent_Promoter	55000	short_range	Bivalent_Promoter-Poised_Enhancer	0.329832777085236	Short-range Gained
329942	Csmd2	gained	1.19799479135504	2.41505645132447e-34	chr4	loop_4947_anchor1	Poised_Enhancer	185000	short_range	Poised_Enhancer-Poised_Enhancer	0.368320073774045	Short-range Gained
320183	Msrb3	gained	0.521545726134218	3.84495412510899e-4	chr10	loop_5204_anchor1	Active_Promoter	55000	short_range	Active_Promoter-Repressed_Promoter	0.327452158113513	Short-range Gained
14803	Grid1	gained	0.576910156036565	1.82515831549174e-5	chr14	loop_16750_anchor1	Repressed_Promoter	350000	short_range	Repressed_Promoter-Poised_Enhancer	0.615466393952923	Short-range Gained
320027	Fstl4	gained	1.02134683769513	1.04594220967771e-13	chr11	loop_4402_anchor1	Repressed_Promoter	400000	short_range	Repressed_Promoter-Other	0.319537571318202	Short-range Gained
240025	Dact2	gained	2.0270845178062	3.35613831582861e-12	chr17	loop_5626_anchor1	Other	80000	short_range	Repressed_Promoter-Other	0.42794404250404	Short-range Gained
225115	Svil	gained	0.641830384944112	1.67772178555324e-8	chr18	loop_5728_anchor1	Repressed_Promoter	45000	short_range	Repressed_Promoter-Polycomb	0.392661559746506	Short-range Gained
16500	Kcnb1	gained	1.46912243187289	7.03727109436169e-21	chr2	loop_21115_anchor1	Other	70000	short_range	Repressed_Promoter-Other	0.403551848107034	Short-range Gained
330409	Cecr2	gained	0.839963818187002	5.98380988390097e-37	chr6	loop_6086_anchor1	Poised_Enhancer	55000	short_range	Poised_Enhancer-Other	0.354644170213242	Short-range Gained
11489	Adam12	gained	0.727642806161758	3.38362896607571e-7	chr7	loop_17798_anchor1	Polycomb	80000	short_range	Polycomb-Polycomb	0.420157794865977	Short-range Gained
67260	Cers4	gained	0.760202212551821	4.09530327000406e-16	chr8	loop_6464_anchor1	Other	175000	short_range	Other-Other	0.313947129204878	Short-range Gained
239217	Kctd12	lost	-0.47301050838263	0.00872651088769747	chr14	loop_8307_anchor1	Other	520000	long_range	Poised_Enhancer-Other	-0.460857947843745	Long-range Lost
78500	1700063D05Rik	gained	-0.663880446813934	0.0268400464995201	chr9	loop_8704_anchor1	Polycomb	240000	short_range	Polycomb-Polycomb	0.453678434415728	Short-range Gained
320203	Mir9-2hg	lost	-0.754393288864037	1.8858271846091e-12	chr13	loop_9856_anchor1	Active_Promoter	1040000	long_range	Active_Promoter-Active_Enhancer	-0.542388788886675	Long-range Lost
553095	Gm17750	lost	-1.14653071985449	6.57821805833198e-8	chr13	loop_9943_anchor1	Active_Promoter	690000	long_range	Active_Promoter-Active_Enhancer	-0.450601288639963	Long-range Lost
19245	Ptp4a3	gained	0.536694819936134	8.02150504230702e-4	chr15	loop_21885_anchor1	Polycomb	50000	short_range	Polycomb-Polycomb	0.30971020111545	Short-range Gained
320709	Tmem117	lost	-0.601439996477166	1.89487099889457e-8	chr15	loop_8910_anchor1	Other	850000	long_range	Other-Other	-0.328445420028374	Long-range Lost
13992	Khdrbs3	lost	1.92364923680074	9.37028604608279e-44	chr15	loop_11207_anchor1	Repressed_Promoter	1990000	long_range	Repressed_Promoter-Other	-0.447798242365314	Long-range Lost
240753	Plekha6	gained	0.548137038532068	4.22728599954799e-13	chr1	loop_9860_anchor1	Poised_Enhancer	130000	short_range	Poised_Enhancer-Other	0.367457547855563	Short-range Gained
16978	Lrrfip1	gained	0.438875490736928	4.43032764564875e-6	chr1	loop_12527_anchor1	Repressed_Promoter	130000	short_range	Repressed_Promoter-Other	0.568270877255239	Short-range Gained
240726	Slco5a1	gained	0.73145890622885	5.97158000196029e-4	chr1	loop_12651_anchor1	Other	480000	short_range	Other-Other	0.386116018883104	Short-range Gained
52538	Acaa2	gained	-0.679700313069197	0.0275299137198025	chr18	loop_12981_anchor1	Polycomb	140000	short_range	Repressed_Promoter-Polycomb	0.384822473650711	Short-range Gained
225288	Fhod3	gained	0.599236532879209	3.54008905175747e-5	chr18	loop_10523_anchor1	Bivalent_Promoter	245000	short_range	Bivalent_Promoter-Other	0.300379964711078	Short-range Gained
226255	Atrnl1	lost	0.777724513531904	5.8986494763368e-8	chr19	loop_13452_anchor1	Other	810000	long_range	Other-Other	-0.400584554140218	Long-range Lost
407243	Peds1	gained	0.73599195832873	0.0236015808151506	chr2	loop_13649_anchor1	Other	210000	short_range	Polycomb-Other	0.320420223921431	Short-range Gained
19223	Ptgis	gained	1.26592416277829	0.00216655685260024	chr2	loop_13849_anchor1	Other	50000	short_range	Other-Other	0.39213244444333	Short-range Gained
54422	Barhl1	gained	0.745925633516415	4.8785361200918e-8	chr2	loop_11070_anchor1	Other	55000	short_range	Other-Other	0.527523130439401	Short-range Gained
11438	Chrna4	gained	2.26498131079669	2.80454627098242e-29	chr2	loop_11095_anchor1	Polycomb	40000	short_range	Polycomb-Poised_Enhancer	0.350250665629197	Short-range Gained
214230	Pak6	gained	1.62248817731186	2.90449831667997e-9	chr2	loop_11106_anchor1	Other	60000	short_range	Polycomb-Other	0.311679907477513	Short-range Gained
100038743	Gm13629	gained	0.988432270749803	5.14117751422035e-6	chr2	loop_14142_anchor1	Other	320000	short_range	Other-Other	0.354640931922773	Short-range Gained
65112	Pmepa1	gained	1.34998063133551	1.06006743278971e-23	chr2	loop_11278_anchor1	Other	320000	short_range	Polycomb-Other	0.328380159902535	Short-range Gained
72043	Sulf2	gained	0.358413245447438	0.00971310518292784	chr2	loop_13966_anchor1	Other	480000	short_range	Other-Other	0.418663788342541	Short-range Gained
53416	Stk39	gained	-0.358433309643217	4.36740255923434e-5	chr2	loop_11537_anchor1	Other	195000	short_range	Other-Other	0.388801570487711	Short-range Gained
111970	Dlx1as	lost	-1.20534031361159	0.0425969869269765	chr2	loop_14438_anchor1	Repressed_Promoter	1730000	long_range	Repressed_Promoter-Repressed_Promoter	-0.619192147317801	Long-range Lost
75974	Dock11	gained	1.33675665788132	6.80095067630851e-33	chrX	loop_11621_anchor1	Other	165000	short_range	Other-Other	0.522620541278314	Short-range Gained
18072	Nhlh2	gained	-0.802751587270308	8.15875999088066e-9	chr3	loop_15086_anchor1	Repressed_Promoter	160000	short_range	Repressed_Promoter-Other	0.374309370590565	Short-range Gained
74552	Nipal3	gained	-0.431749189035393	0.00105872872790696	chr4	loop_15574_anchor1	Other	150000	short_range	Other-Other	0.366899487738564	Short-range Gained
19268	Ptprf	gained	1.47687119521649	6.9403103703088e-38	chr4	loop_12256_anchor1	Other	75000	short_range	Other-Other	0.418440338108868	Short-range Gained
269610	Chd5	gained	1.0819726306418	3.36125958547797e-20	chr4	loop_12294_anchor1	Other	110000	short_range	Poised_Enhancer-Other	0.356267550561191	Short-range Gained
107684	Coro2a	gained	-0.380558266823149	3.93780093801287e-4	chr4	loop_12519_anchor1	Poised_Enhancer	425000	short_range	Poised_Enhancer-Poised_Enhancer	0.343198208607139	Short-range Gained
381605	Tbc1d2	gained	-1.05135984604266	1.72468588668833e-8	chr4	loop_12519_anchor1	Poised_Enhancer	425000	short_range	Poised_Enhancer-Poised_Enhancer	0.343198208607139	Short-range Gained
12819	Col15a1	gained	1.81705607273235	8.08397163932082e-15	chr4	loop_19947_anchor1	Polycomb	100000	short_range	Repressed_Promoter-Polycomb	0.360255896318671	Short-range Gained
21812	Tgfbr1	gained	0.567854658774411	0.0077527779514548	chr4	loop_19947_anchor1	Polycomb	100000	short_range	Repressed_Promoter-Polycomb	0.360255896318671	Short-range Gained
70292	Afap1	gained	0.510634149599914	9.02082295484267e-14	chr5	loop_12740_anchor1	Repressed_Promoter	80000	short_range	Repressed_Promoter-Poised_Enhancer	0.303022352814043	Short-range Gained
70693	Adgra3	gained	0.620558642368797	4.30373464074967e-6	chr5	loop_16301_anchor1	Other	240000	short_range	Other-Other	0.378468157276569	Short-range Gained
16885	Limk1	gained	0.341165597442868	0.0485744943416539	chr5	loop_12974_anchor1	Other	155000	short_range	Other-Other	0.356888785766526	Short-range Gained
330050	Fam185a	gained	-1.06753335715655	2.50296033388505e-15	chr5	loop_16442_anchor1	Active_Promoter	220000	short_range	Active_Promoter-Active_Promoter	0.361019295142078	Short-range Gained
232232	Hdac11	gained	-0.777489492026303	8.93420582031719e-18	chr6	loop_13241_anchor1	Poised_Enhancer	110000	short_range	Poised_Enhancer-Other	0.318619691702003	Short-range Gained
21366	Slc6a6	gained	0.326525636144287	1.36475125812398e-5	chr6	loop_16932_anchor1	Polycomb	80000	short_range	Polycomb-Other	0.463329629067563	Short-range Gained
243547	Grip2	gained	0.502355265516675	0.0338685144600026	chr6	loop_16932_anchor1	Polycomb	80000	short_range	Polycomb-Other	0.463329629067563	Short-range Gained
20751	Spr	gained	-0.67583102494077	0.0268132468057222	chr6	loop_13478_anchor1	Polycomb	80000	short_range	Polycomb-Other	0.414660558041867	Short-range Gained
13796	Emx1	gained	2.30290448284794	6.27577557056747e-10	chr6	loop_13478_anchor1	Polycomb	80000	short_range	Polycomb-Other	0.414660558041867	Short-range Gained
93671	Cd163	gained	-1.48574168629741	4.26831073231506e-6	chr6	loop_17130_anchor1	Other	110000	short_range	Other-Other	0.321033751604795	Short-range Gained
57342	Parva	gained	-1.18031900726899	6.24058791066954e-65	chr7	loop_13873_anchor1	Poised_Enhancer	400000	short_range	Poised_Enhancer-Poised_Enhancer	0.30231901703721	Short-range Gained
101437	Dhx32	gained	-0.422497290890059	1.60090009024831e-7	chr7	loop_17804_anchor1	Polycomb	490000	short_range	Polycomb-Polycomb	0.472266899668231	Short-range Gained
101772	Ano1	gained	0.735944987641563	0.0159560513259459	chr7	loop_17661_anchor1	Poised_Enhancer	100000	short_range	Repressed_Promoter-Poised_Enhancer	0.398815516020999	Short-range Gained
107449	Unc5b	gained	0.331257820586772	1.26361335213926e-5	chr10	loop_18178_anchor1	Active_Promoter	220000	short_range	Active_Promoter-Poised_Enhancer	0.323900807478822	Short-range Gained
20509	Slc19a1	gained	-0.331806859623203	0.0169952673645233	chr10	loop_18347_anchor1	Poised_Enhancer	170000	short_range	Poised_Enhancer-Other	0.330722671738754	Short-range Gained
319565	Syne2	gained	-0.471135460362227	1.56457268711603e-4	chr12	loop_15033_anchor1	Poised_Enhancer	165000	short_range	Poised_Enhancer-Other	0.323452033968102	Short-range Gained
16776	Lama5	gained	1.46282675899125	1.83952909150398e-12	chr2	loop_15488_anchor1	Other	70000	short_range	Poised_Enhancer-Other	0.337339991665708	Short-range Gained
58235	Nectin1	gained	0.310154980318522	0.0362955525357	chr9	loop_16230_anchor1	Active_Promoter	55000	short_range	Active_Promoter-Poised_Enhancer	0.36009883642145	Short-range Gained
19401	Rara	gained	-0.483171326533419	0.0204776951536102	chr11	loop_16318_anchor1	Other	90000	short_range	Other-Other	0.3207615384627	Short-range Gained
211652	Wwc1	gained	1.0089204279085	5.14856793606431e-26	chr11	loop_20673_anchor1	Polycomb	70000	short_range	Polycomb-Poised_Enhancer	0.487885155631695	Short-range Gained
18481	Pak3	gained	0.84419486343098	2.70780612860289e-15	chrX	loop_13568_anchor1	Other	200000	short_range	Polycomb-Other	0.491295603532448	Short-range Gained
232288	Frmd4b	gained	0.407725068752057	5.02232155150206e-4	chr6	loop_17111_anchor1	Poised_Enhancer	220000	short_range	Poised_Enhancer-Poised_Enhancer	0.545545065200164	Short-range Gained
432713	Gm5441	gained	-0.565980854162042	2.25246577042128e-7	chr12	loop_17380_anchor1	Other	335000	short_range	Other-Other	0.434882203443568	Short-range Gained
545156	Kalrn	gained	0.498908673614437	0.00156705433974958	chr16	loop_17433_anchor1	Polycomb	70000	short_range	Polycomb-Other	0.386108684958794	Short-range Gained
106522	Pkdcc	gained	1.51616700289439	4.68513870571452e-10	chr17	loop_17453_anchor1	Polycomb	75000	short_range	Active_Promoter-Polycomb	0.453011771917722	Short-range Gained
240055	Neurl1b	gained	1.15256557895269	0.0203924747950662	chr17	loop_21950_anchor1	Other	140000	short_range	Poised_Enhancer-Other	0.377667968413335	Short-range Gained
226999	Slc9a2	gained	0.694474551153017	0.0041319076576548	chr1	loop_22005_anchor1	Other	190000	short_range	Other-Other	0.714339509860723	Short-range Gained
214968	Sema6d	gained	-0.316769536530068	0.0436310081540495	chr2	loop_13210_anchor1	Poised_Enhancer	500000	short_range	Active_Enhancer-Poised_Enhancer	0.313761181795493	Short-range Gained
67574	Alg13	gained	0.360442192845368	0.00221042169307339	chrX	loop_14742_anchor1	Other	240000	short_range	Other-Other	0.694877635555591	Short-range Gained
16599	Klf3	gained	0.655085097890892	3.14290419166218e-8	chr5	loop_17670_anchor1	Poised_Enhancer	100000	short_range	Active_Promoter-Poised_Enhancer	0.399913501647826	Short-range Gained
233781	Xylt1	gained	0.5563939439745	3.03422845494149e-15	chr7	loop_19399_anchor1	Repressed_Promoter	500000	short_range	Repressed_Promoter-Other	0.557095258518199	Short-range Gained
56533	Rgs17	gained	0.59839679638363	1.24214909138095e-4	chr10	loop_17761_anchor1	Other	55000	short_range	Poised_Enhancer-Other	0.363290558885698	Short-range Gained
67014	Riox2	gained	0.579014498603598	0.0268495087647219	chr16	loop_19288_anchor1	Other	140000	short_range	Poised_Enhancer-Other	0.340003413770746	Short-range Gained
52357	Wwc2	gained	0.414388246683808	2.17926028044248e-4	chr8	loop_58_anchor1	Other	430000	short_range	Other-Other	0.383233469280687	Short-range Gained
17475	Mpdz	lost	-1.00361457713173	4.01815537871605e-28	chr4	loop_962_anchor1	Other	1440000	long_range	Active_Enhancer-Other	-0.519327888299605	Long-range Lost
13360	Dhcr7	gained	-0.358933162142329	0.0193887895509831	chr7	loop_1177_anchor1	Other	250000	short_range	Other-Other	0.401006646269574	Short-range Gained
20979	Syt1	lost	-2.49328754389298	1.55842202855686e-31	chr10	loop_1219_anchor1	Active_Promoter	670000	long_range	Active_Promoter-Active_Enhancer	-0.304971175567785	Long-range Lost
75572	Acyp2	lost	-0.62462509884743	1.17615051102957e-4	chr11	loop_16947_anchor1	Other	925000	long_range	Polycomb-Other	-0.30246535612463	Long-range Lost
66497	Cmss1	lost	-0.48929911864898	3.21001988150244e-4	chr16	loop_1594_anchor1	Other	1110000	long_range	Active_Promoter-Other	-0.40499322902473	Long-range Lost
272790	Magee2	gained	2.16558736661207	1.70845010446242e-5	chrX	loop_1838_anchor1	Other	90000	short_range	Other-Other	0.369687900155665	Short-range Gained
77994	Mir99ahg	lost	-0.566174362203161	0.00260184802477921	chr16	loop_11085_anchor1	Poised_Enhancer	900000	long_range	Poised_Enhancer-Other	-0.420632267324955	Long-range Lost
243385	Gprin3	lost	-1.37416296655745	3.61812423452472e-27	chr6	loop_3707_anchor1	Other	700000	long_range	Other-Other	-0.635509763156543	Long-range Lost
319887	E030030I06Rik	lost	2.22097743622824	0.00170477573246931	chr10	loop_3892_anchor1	Bivalent_Promoter	660000	long_range	Repressed_Promoter-Bivalent_Promoter	-0.906362167886298	Long-range Lost
320472	Ppm1e	gained	0.767906587294688	9.10099350890108e-7	chr11	loop_4090_anchor1	Other	100000	short_range	Other-Other	0.367472757048672	Short-range Gained
78894	Aacs	gained	-0.429955383372432	0.00846489564997681	chr5	loop_4728_anchor1	Repressed_Promoter	280000	short_range	Repressed_Promoter-Polycomb	0.413662071514431	Short-range Gained
208151	Tmem132b	gained	0.643301559419836	4.0569419484236e-5	chr5	loop_4728_anchor1	Repressed_Promoter	280000	short_range	Repressed_Promoter-Polycomb	0.413662071514431	Short-range Gained
64453	Zfp280b	gained	0.476599081116034	3.38628062817334e-5	chr10	loop_4867_anchor1	Poised_Enhancer	140000	short_range	Poised_Enhancer-Other	0.365554924227638	Short-range Gained
21834	Thrb	gained	0.367656760058742	0.0200240718448945	chr14	loop_6340_anchor1	Bivalent_Promoter	280000	short_range	Bivalent_Promoter-Other	0.531122382433523	Short-range Gained
270802	Kics2	gained	-0.497621361980158	0.0274116196733904	chr10	loop_6205_anchor1	Polycomb	210000	short_range	Repressed_Promoter-Polycomb	0.518034814074546	Short-range Gained
14706	Gng4	gained	2.27795889157635	7.17934178281688e-38	chr13	loop_6538_anchor1	Repressed_Promoter	170000	short_range	Active_Promoter-Repressed_Promoter	0.426233289284408	Short-range Gained
56846	Necab3	gained	-2.0518554084249	1.44244958767316e-7	chr2	loop_6985_anchor1	Other	390000	short_range	Other-Other	0.327704121578445	Short-range Gained
19017	Ppargc1a	gained	0.368103802749515	0.00417694366414892	chr5	loop_19268_anchor1	Active_Promoter	500000	short_range	Active_Promoter-Poised_Enhancer	0.397456650572572	Short-range Gained
13839	Epha5	gained	2.50883674505393	2.55620723519252e-28	chr5	loop_7238_anchor1	Repressed_Promoter	340000	short_range	Repressed_Promoter-Poised_Enhancer	0.870564439075675	Short-range Gained
14803	Grid1	lost	0.576910156036565	1.82515831549174e-5	chr14	loop_8398_anchor1	Repressed_Promoter	2220000	long_range	Repressed_Promoter-Poised_Enhancer	-0.439822316754768	Long-range Lost
211652	Wwc1	lost	1.0089204279085	5.14856793606431e-26	chr11	loop_9854_anchor1	Poised_Enhancer	4560000	long_range	Poised_Enhancer-Poised_Enhancer	-0.415981669381664	Long-range Lost
72852	Mblac2	lost	-0.460116616514472	7.2378956614132e-4	chr13	loop_10049_anchor1	Active_Promoter	2975000	long_range	Active_Promoter-Active_Enhancer	-0.50803923131079	Long-range Lost
107831	Adgrb1	gained	0.644729818082322	4.3781314599474e-8	chr15	loop_11151_anchor1	Polycomb	110000	short_range	Polycomb-Other	0.347511211821881	Short-range Gained
69439	Mroh4	gained	1.81090960772797	0.0382529274529898	chr15	loop_11151_anchor1	Polycomb	110000	short_range	Polycomb-Other	0.347511211821881	Short-range Gained
228421	Kif18a	lost	-0.877053655013156	0.00306292279061905	chr2	loop_14495_anchor1	Active_Promoter	610000	long_range	Active_Promoter-Other	-0.407285477220699	Long-range Lost
58194	Sh3kbp1	gained	0.30889051050614	0.00898761033513745	chrX	loop_14662_anchor1	Repressed_Promoter	340000	short_range	Repressed_Promoter-Polycomb	0.345711908802287	Short-range Gained
73124	Golim4	lost	-0.655683239617625	3.46007305989461e-6	chr3	loop_15320_anchor1	Other	2920000	long_range	Other-Other	-0.402854850513528	Long-range Lost
22062	Trp73	gained	-2.75130858096855	2.65173501758225e-52	chr4	loop_19185_anchor1	Polycomb	250000	short_range	Repressed_Promoter-Polycomb	0.389521715224818	Short-range Gained
230959	Ajap1	gained	0.30613536339312	0.0250063642278181	chr4	loop_16021_anchor1	Repressed_Promoter	460000	short_range	Repressed_Promoter-Repressed_Promoter	0.466920225242611	Short-range Gained
23859	Dlg2	lost	-0.935650144592073	7.37211143489804e-9	chr7	loop_18000_anchor1	Other	920000	long_range	Other-Other	-0.326536814145198	Long-range Lost
216560	Wdpcp	lost	-0.319841321179945	0.0319549237459302	chr11	loop_19016_anchor1	Active_Promoter	940000	long_range	Active_Promoter-Active_Promoter	-0.589814196036935	Long-range Lost
11472	Actn2	gained	0.63679243406607	0.021876281154837	chr13	loop_19083_anchor1	Other	90000	short_range	Other-Other	0.341923707097469	Short-range Gained
21812	Tgfbr1	lost	0.567854658774411	0.0077527779514548	chr4	loop_3835_anchor1	Other	1275000	long_range	Poised_Enhancer-Other	-0.41439119945493	Long-range Lost
76071	Jakmip1	gained	0.483992122718637	3.29957305037143e-8	chr5	loop_20083_anchor1	Poised_Enhancer	90000	short_range	Poised_Enhancer-Poised_Enhancer	0.328963482766797	Short-range Gained
229474	Fhdc1	lost	0.95654184843121	7.22860842822734e-13	chr3	loop_21310_anchor1	Active_Enhancer	1560000	long_range	Active_Promoter-Active_Enhancer	-0.422763131399747	Long-range Lost
234086	Erich1	gained	-0.388179274765264	0.0325282578153548	chr8	loop_21670_anchor1	Repressed_Promoter	190000	short_range	Repressed_Promoter-Polycomb	0.508881121346172	Short-range Gained
244310	Dlgap2	gained	2.2350782617713	1.55041391916158e-15	chr8	loop_21670_anchor1	Repressed_Promoter	190000	short_range	Repressed_Promoter-Polycomb	0.508881121346172	Short-range Gained
387285	Hcrtr2	gained	1.29280828879772	2.38062616752682e-5	chr9	loop_21741_anchor1	Other	380000	short_range	Other-Other	0.647929463688215	Short-range Gained
20274	Scn9a	gained	0.786007444334188	3.9692179433338e-5	chr2	loop_22087_anchor1	Other	150000	short_range	Other-Other	0.54658776924253	Short-range Gained
230126	Shb	gained	2.17265362042404	1.33168033250557e-42	chr4	loop_22179_anchor1	Polycomb	240000	short_range	Repressed_Promoter-Polycomb	0.537664223035783	Short-range Gained
238271	Kcnh5	gained	1.93234491023811	3.21188224941468e-31	chr12	loop_22453_anchor1	Polycomb	190000	short_range	Polycomb-Poised_Enhancer	0.413734673578489	Short-range Gained
60406	Sap30	lost	-1.17706095884768	2.99759341770332e-7	chr8	loop_57_anchor1	Active_Promoter	3150000	long_range	Active_Promoter-Active_Promoter	-0.31261549928001	Long-range Lost
67016	Tbc1d2b	lost	-0.301915752847932	0.00146854924378778	chr9	loop_175_anchor1	Poised_Enhancer	2000000	long_range	Poised_Enhancer-Poised_Enhancer	-0.395991091504052	Long-range Lost
66912	Bzw2	lost	-0.347265664388472	0.00451179589534166	chr12	loop_393_anchor1	Active_Promoter	4050000	long_range	Active_Promoter-Active_Promoter	-0.445197157827542	Long-range Lost
66797	Cntnap2	lost	-1.26187285918696	1.56615340053834e-13	chr6	loop_1164_anchor1	Active_Promoter	2125000	long_range	Active_Promoter-Active_Enhancer	-0.346010038933595	Long-range Lost
13865	Nr2f1	lost	-0.357357818366409	0.00314945437639624	chr13	loop_1616_anchor1	Other	6575000	long_range	Active_Enhancer-Other	-0.612568739230376	Long-range Lost
213527	Pth2r	lost	1.31533460456596	6.33913055655808e-5	chr1	loop_1932_anchor1	Active_Promoter	4500000	long_range	Active_Promoter-Active_Promoter	-0.738948254977035	Long-range Lost
70799	Cep192	lost	-0.41068415260212	4.41879804368129e-5	chr18	loop_1984_anchor1	Other	2575000	long_range	Other-Other	-0.416517677702832	Long-range Lost
52662	Ldlrad4	lost	-0.396372705279617	0.00737974322305204	chr18	loop_1984_anchor1	Other	2575000	long_range	Other-Other	-0.416517677702832	Long-range Lost
64817	Svep1	lost	-1.9850889525323001	1.81157573793042e-48	chr4	loop_2327_anchor1	Active_Enhancer	1650000	long_range	Active_Promoter-Active_Enhancer	-0.424993429859573	Long-range Lost
14677	Gnai1	lost	-0.501245112578662	9.89329399959095e-15	chr5	loop_2413_anchor1	Active_Enhancer	2600000	long_range	Active_Promoter-Active_Enhancer	-0.361880258549624	Long-range Lost
78894	Aacs	lost	-0.429955383372432	0.00846489564997681	chr5	loop_2424_anchor1	Repressed_Promoter	2975000	long_range	Repressed_Promoter-Polycomb	-0.500979816538691	Long-range Lost
208151	Tmem132b	lost	0.643301559419836	4.0569419484236e-5	chr5	loop_2424_anchor1	Repressed_Promoter	2975000	long_range	Repressed_Promoter-Polycomb	-0.500979816538691	Long-range Lost
12226	Btg1	lost	-0.423593428466574	0.00208990910943935	chr10	loop_2638_anchor1	Active_Enhancer	950000	long_range	Active_Enhancer-Other	-0.336556120211805	Long-range Lost
75409	Slitrk5	lost	0.349828275356235	0.00258650352679427	chr14	loop_2781_anchor1	Active_Promoter	1775000	long_range	Active_Promoter-Active_Enhancer	-0.371825423414605	Long-range Lost
216565	Ehbp1	lost	-0.313982356560908	0.00436966654992365	chr11	loop_2910_anchor1	Active_Enhancer	1350000	long_range	Active_Enhancer-Other	-0.347119716529272	Long-range Lost
110789	Adgrv1	lost	-0.858532372830314	4.08270624356787e-4	chr13	loop_3005_anchor1	Active_Promoter	4375000	long_range	Active_Promoter-Active_Promoter	-0.364846347227934	Long-range Lost
67486	Polr3g	lost	-0.598939936240938	0.00486508099254953	chr13	loop_3005_anchor1	Active_Promoter	4375000	long_range	Active_Promoter-Active_Promoter	-0.364846347227934	Long-range Lost
211914	Asap2	gained	-0.58384649979323	4.19626405467206e-5	chr12	loop_3076_anchor1	Other	300000	short_range	Active_Enhancer-Other	0.357932940238653	Short-range Gained
209456	Trp53bp2	gained	-0.711535095473594	4.00987748138079e-23	chr1	loop_3353_anchor1	Active_Promoter	350000	short_range	Active_Promoter-Active_Promoter	0.314542275560091	Short-range Gained
15490	Hsd17b7	lost	-0.444778650707478	0.0156516067127739	chr1	loop_3364_anchor1	Other	675000	long_range	Poised_Enhancer-Other	-0.369690444317235	Long-range Lost
245450	Slitrk2	lost	-0.814635047188875	2.33490857673291e-13	chrX	loop_3661_anchor1	Active_Promoter	2025000	long_range	Active_Promoter-Active_Promoter	-0.309229687577133	Long-range Lost
54698	Crtam	gained	-0.45361963267852	3.46082674196045e-8	chr9	loop_4359_anchor1	Active_Enhancer	450000	short_range	Polycomb-Active_Enhancer	0.330328218998658	Short-range Gained
233246	Ano5	lost	-0.561652127706964	0.0026697245919031	chr7	loop_5280_anchor1	Repressed_Promoter	4100000	long_range	Repressed_Promoter-Other	-0.385646991608848	Long-range Lost
