gene	chromatin_state	mc_diff	hmc_diff	delta_ratio	mc_sig	hmc_sig	atac_fold	atac_fdr	atac_concordant	k27ac_fold	k27ac_fdr	k27ac_concordant	k27me3_fold	k27me3_fdr	k27me3_concordant	k119ub_fold	k119ub_fdr	k119ub_concordant	n_concordant	dmr_group
Tlx2	Repressed_Promoter	-0.0471881778250935	-0.0260800842992624	-0.306501547987616	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	-0.0362588837790466	0.879111620363276	FALSE	-0.498590412256365	0.00155076153987324	FALSE	0	Non-DMR
Gm19668	Other	0.0809523809523809	-0.234126984126984	-0.298294970161978	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Higd2a	Active_Promoter	0.00378787878787879	-0.0196685065673355	-0.296625222024867	FALSE	FALSE	-0.75116979760808	0.000460326249017365	TRUE	0.210646630768592	0.135070918698265	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	Non-DMR
Spry2	Active_Promoter	0.182151699462217	0.0361113949383559	-0.285154991017108	TRUE	TRUE	0.0412890436526127	0.831141712335974	FALSE	-0.693347122354466	1.54782857211005e-05	TRUE	1.98744417092436	3.14009450165692e-19	TRUE	0.47815220605272	1.50143285089461e-09	TRUE	3	mC Hyper
H3c8	Other	-0.000979478401152784	-0.00704225352112676	-0.283536585365854	FALSE	FALSE	0.0251579148024777	0.922778449864192	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.819593662391312	8.88893224588547e-09	TRUE	1	Non-DMR
Gadd45g	Active_Promoter	-0.0216375737588921	-0.0747430284421869	-0.264985245546592	FALSE	TRUE	0.13375661175284	0.436642758257114	FALSE	0.292000367136102	0.0428476125031066	FALSE	1.00709467867727	2.44473876413819e-05	TRUE	0.00423577910838643	0.981674589780516	FALSE	1	Non-DMR
Rpp25l	Active_Promoter	0.0220841658341658	0.00740023865023865	-0.230461245187576	FALSE	FALSE	0.136109056611193	0.476084936557142	FALSE	-0.188193425923373	0.185066485916116	FALSE	NA	NA	FALSE	0.449546122463544	0.00125862430565798	TRUE	1	Non-DMR
Prxl2b	Active_Promoter	0.195075269179349	-0.0932155307936366	-0.227833551941114	TRUE	TRUE	0.00537223263971089	0.97981579006856	FALSE	-0.361293528455006	0.0243980392492978	TRUE	NA	NA	FALSE	-0.0678762653384376	0.748890149774096	FALSE	1	mC Hyper
Gsx1	Repressed_Promoter	0.0230847329600995	-0.0101688438638585	-0.224397383337781	FALSE	FALSE	0.370442626690134	0.116890747493571	FALSE	NA	NA	FALSE	-0.235116549233797	0.274884710079811	FALSE	-0.761052402783912	2.23913266172268e-06	FALSE	0	Non-DMR
1700056E22Rik	Active_Promoter	0.0459409393485404	0.00119702700863931	-0.223626373626374	FALSE	FALSE	0.0709907170233782	0.682248156098493	FALSE	-0.0399114913154849	0.799781756923387	FALSE	-0.312888635212952	0.0906960416911273	FALSE	0.502689837050593	1.11193134214192e-07	TRUE	1	Non-DMR
Tlx3	Bivalent_Promoter	-0.068716307277628	-0.0850572776280323	-0.22225257215697	TRUE	TRUE	-2.23684704393388	1.1566810955871e-26	TRUE	-1.97640893603237	5.07126251220603e-44	TRUE	0.515958200312059	0.00307547577598569	TRUE	-0.0448497268853212	0.781154676951821	FALSE	3	mC Hypo
H1f1	Active_Promoter	0.00106205596636219	-0.0446971939092	-0.217304625199362	FALSE	FALSE	0.232989295674781	0.228365691053632	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Gm12184	Other	0.0518181818181819	-0.184755244755245	-0.212839974699557	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Junb	Active_Promoter	-0.00128507174983937	-0.0061116419812072	-0.205825242718447	FALSE	FALSE	-0.155098962738275	0.336110475645524	FALSE	-0.680447285558851	4.60698365342263e-08	TRUE	NA	NA	FALSE	0.287857071448666	0.0986582797796	FALSE	1	Non-DMR
Hnrnpa0	Active_Promoter	0.0217383581426347	-0.0181073441533252	-0.20532824526469	FALSE	FALSE	0.081027675559919	0.643936851113123	FALSE	0.0988034905637906	0.539410732641682	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Ripply2	Active_Promoter	0.199727139654202	-0.080176015972623	-0.203019109563104	TRUE	TRUE	0.210276764190477	0.176984819314975	FALSE	-0.410655257809373	0.00434539553918227	TRUE	NA	NA	FALSE	0.614332126838017	1.60659263425931e-09	TRUE	2	mC Hyper
Magea1	Other	0.121296296296296	-0.191666666666667	-0.201754385964912	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Mtln	Active_Promoter	0.060618580388628	-0.00850580480920463	-0.200976190225773	TRUE	FALSE	-0.1445823406126	0.428890853840173	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Krtap3-1	Other	0.0456924315619968	-0.124416264090177	-0.200584599166227	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Zcchc3	Active_Promoter	0.184624788103825	0.00397650471245477	-0.190377812880253	TRUE	FALSE	-0.320318532558111	0.0567780113104385	FALSE	-0.463150627389762	0.00919056205660615	TRUE	NA	NA	FALSE	NA	NA	FALSE	1	mC Hyper
Ckb	Active_Promoter	0.00506637437583729	0.000487151382292047	-0.187637203928365	FALSE	FALSE	0.123167721585669	0.477719953986117	FALSE	0.00431947759458583	0.9788129629409	FALSE	NA	NA	FALSE	-0.256661289568955	0.311884722199754	FALSE	0	Non-DMR
Sap30	Active_Promoter	0.223648245148977	-0.063366750647805	-0.187442326061412	TRUE	TRUE	0.0427124653395375	0.818212797053028	FALSE	-0.813358570311884	3.14188600553205e-07	TRUE	NA	NA	FALSE	0.747402963642258	3.60033715346968e-09	TRUE	2	mC Hyper
Fam181b	Active_Enhancer	0.0524413477087889	-0.066881968392075	-0.18714273381698	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Syt1	Active_Promoter	0.178584373930707	-0.153276499189403	-0.183812303213424	TRUE	TRUE	-1.11266159150267	5.53047441505025e-11	TRUE	-2.24063162710741	1.7280445459324e-42	TRUE	3.83677376580842	1.08747855408839e-63	TRUE	1.29872901696794	1.21005470711887e-40	TRUE	4	mC Hyper
Mrpl53	Active_Promoter	0.0309476257241568	0.0116671414881633	-0.18291007018557	TRUE	FALSE	0.180558304508087	0.307558224263328	FALSE	0.201173191242821	0.132566477596872	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Rhob	Active_Promoter	-0.0308596647018669	-0.0916718834305194	-0.182102863009294	FALSE	TRUE	0.120668989666711	0.47904419662528	FALSE	0.399964763335732	0.00874327427066001	FALSE	-0.356711104860978	0.0469518353211857	FALSE	0.368213216557989	0.00467077535665716	TRUE	1	Non-DMR
Gm3415	Other	0.288149350649351	-0.142857142857143	-0.180327868852459	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Leng9	Active_Promoter	0.039129313832644	-0.0147216811322658	-0.178187389030547	TRUE	FALSE	-0.273319988794265	0.123085643434278	FALSE	0.0194898963000204	0.904884032531801	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
AY074887	Other	0.0918172444087078	-0.0107459275142202	-0.177880866446101	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Gpr22	Active_Promoter	0.168994740030479	0.00785946553593864	-0.17470249586573	TRUE	FALSE	-0.107991529607986	0.539402579058214	FALSE	-0.251275440726879	0.16454729180746	FALSE	NA	NA	FALSE	1.00573169599638	1.2048174514233e-17	TRUE	1	mC Hyper
Tmem203	Active_Promoter	0.0462219342628267	-0.025278561439166	-0.173973314104533	FALSE	FALSE	0.133493890517046	0.483812262257744	FALSE	0.105302428517703	0.576742392506003	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Sfn	Repressed_Promoter	0.0061865155898425	-0.0332284635165542	-0.166507058462805	FALSE	FALSE	-0.157768114616474	0.464318776819724	FALSE	NA	NA	FALSE	0.50823798726626	0.09560463467552	FALSE	-0.355129183975941	0.0546834692227234	FALSE	0	Non-DMR
Gng3	Active_Promoter	0.00428065578174139	-0.0129066256737481	-0.166105480807793	FALSE	FALSE	0.073153569796841	0.681353010013411	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Tmem238	Other	0.203201852386588	-0.11103730431399	-0.165118181821173	TRUE	TRUE	-0.142373729222424	0.445806862482237	FALSE	-1.3077751235603	4.16600153559575e-09	TRUE	NA	NA	FALSE	NA	NA	FALSE	1	mC Hyper
Tprn	Active_Promoter	0.0662704390641343	-0.03099755585753	-0.164234080458022	TRUE	FALSE	0.0673681884083467	0.705633671839414	FALSE	0.0240962385773018	0.877619101039978	FALSE	NA	NA	FALSE	0.0622734581958275	0.770468273951999	FALSE	0	mC Hyper
Fjx1	Active_Promoter	-0.0142587222037413	-0.0633122196062705	-0.162912820836378	FALSE	TRUE	0.0758100995544214	0.735307152223904	FALSE	0.0441370706498294	0.783129171190031	FALSE	NA	NA	FALSE	0.617799020590145	2.92391913586215e-10	TRUE	1	Non-DMR
Tusc1	Active_Promoter	0.128217761030261	-0.142794236544237	-0.161814490642885	FALSE	TRUE	0.133089720850516	0.474985822086452	FALSE	0.347195730177415	0.125578010375457	FALSE	NA	NA	FALSE	0.395070814315432	0.00705659756431159	TRUE	1	Non-DMR
H1f0	Active_Promoter	0.00209422413601593	-0.00239995628441707	-0.161196629952626	FALSE	FALSE	-0.0169787512958319	0.936350200396265	FALSE	-0.367668519151871	0.00827707837389363	TRUE	NA	NA	FALSE	NA	NA	FALSE	1	Non-DMR
Zic5	Active_Promoter	0.0904217926455666	0.014603595009525	-0.160947857746409	TRUE	FALSE	-0.388583323990603	0.0155020341360069	TRUE	-0.636091371043759	8.54173014802305e-05	TRUE	NA	NA	FALSE	0.621548375085796	6.13341545237926e-11	TRUE	3	mC Hyper
Bhlha9	Other	0.141666666666667	-0.109523809523809	-0.160116448326055	FALSE	FALSE	-0.289373235759424	0.0516579092346204	FALSE	-1.15027800893929	4.02732454849166e-09	TRUE	NA	NA	FALSE	0.0624479473205651	0.791781314374946	FALSE	1	Non-DMR
Rnf208	Active_Promoter	0.108999207991509	-0.0777384336371397	-0.158680363046506	TRUE	FALSE	-0.409714541058559	0.0338042718367262	TRUE	-0.253760704825273	0.0665241198530628	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	mC Hyper
Arf6	Active_Promoter	0.0713305192447349	0.000222766884531586	-0.158604391131045	FALSE	FALSE	0.0469630148362266	0.790161747100055	FALSE	-0.229503680316686	0.0970813238961328	FALSE	NA	NA	FALSE	0.0394280462869571	0.841778761533174	FALSE	0	Non-DMR
Plekhj1	Active_Promoter	0.0330632370138051	0.00585066309846776	-0.157087901145419	TRUE	FALSE	0.0612121341267737	0.733737005702485	FALSE	0.161616819940906	0.298582885729652	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Vamp2	Active_Promoter	0.102733393916183	-0.0325726905019362	-0.156227151031	TRUE	FALSE	0.101669546058938	0.59406587439624	FALSE	0.0540471305357474	0.712922676562297	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Tnfsf13	Other	0.144332536244143	-0.0250288702635197	-0.153431460462555	TRUE	FALSE	-0.694721516454645	0.000111967153384523	TRUE	-1.86829561365241	6.75611390704802e-37	TRUE	NA	NA	FALSE	0.467702128354451	0.00968031671733668	TRUE	3	mC Hyper
AL731706.2	Other	0.15	-0.0416666666666667	-0.14986559139785	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Ly6g6e	Other	0.14209118419368	-0.112893556412571	-0.148645243637923	TRUE	TRUE	-0.731971642056355	9.22369147043449e-06	TRUE	-0.953733130173326	1.03267969649446e-05	TRUE	NA	NA	FALSE	NA	NA	FALSE	2	mC Hyper
Rpl18a	Other	0.0291770525426144	-0.0150412910384717	-0.148642946462366	TRUE	FALSE	0.0425619737346115	0.817789442345537	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Gclm	Active_Promoter	0.16255577172913	-0.114220509656659	-0.14821195936874	TRUE	TRUE	-0.0629769241599408	0.724726256266532	FALSE	-1.32047172561438	1.19730373562672e-21	TRUE	3.61791358160929	2.01381270351543e-29	TRUE	1.58188468577145	1.04017049901628e-34	TRUE	3	mC Hyper
Gm11564	Other	0.184029304029304	-0.109578754578755	-0.14722310714665	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
H2-Ke6	Other	0.0283861656116345	-0.0304033606391343	-0.147016546137478	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Frat1	Active_Promoter	0.0720217978269364	-0.0142428002413445	-0.146712742196891	TRUE	FALSE	-0.486475706997197	0.00278329916989182	TRUE	-0.0323376313109085	0.855710143246356	FALSE	NA	NA	FALSE	0.119150799564201	0.631101666153897	FALSE	1	mC Hyper
A330070K13Rik	Other	0.170229582077092	-0.0623864242371175	-0.146126913431131	TRUE	TRUE	0.665421288691696	0.00477447824999896	FALSE	-0.330476497341351	0.0185731391495056	TRUE	NA	NA	FALSE	-0.469522200295962	0.00245859994639289	FALSE	1	mC Hyper
Cnfn	Other	0.00197183516053388	-0.0157403757684155	-0.145756368795018	FALSE	FALSE	0.128444656909131	0.486646088547602	FALSE	-0.00654679753163243	0.976183807968576	FALSE	NA	NA	FALSE	-0.209135546239535	0.422825602080563	FALSE	0	Non-DMR
Enho	Active_Promoter	0.098727403382778	0.0158454663264425	-0.145324017744775	FALSE	FALSE	-0.0252999415284297	0.904787211666002	FALSE	-1.11301158685263	7.88343704194231e-13	TRUE	NA	NA	FALSE	0.311454675451182	0.0374293253675497	TRUE	2	Non-DMR
Tmem88	Active_Promoter	0.151156456644713	0.0136386947809595	-0.142901501262511	TRUE	FALSE	0.0141988023110005	0.942768920277182	FALSE	0.0763829351499759	0.676797633793521	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Vmac	Active_Promoter	0.0277508574348149	-0.0207875906835309	-0.142759090400777	TRUE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Paqr4	Active_Promoter	0.0680078183866151	-0.0486218992713177	-0.141808024493698	TRUE	TRUE	-0.139907035963626	0.410482663891078	FALSE	-0.0135381180877015	0.940860049971485	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Pigyl	Other	0.0793722759647083	-0.0235393772487328	-0.141261274510399	TRUE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Neurog1	Repressed_Promoter	0.021258585103733	-0.00526315789473684	-0.141004862236629	FALSE	FALSE	0.0704660280472025	0.730524876035304	FALSE	NA	NA	FALSE	-0.0921047311311789	0.677092747556273	FALSE	-0.375491882317986	0.00413566917457792	FALSE	0	Non-DMR
Taar7a	Other	0.0838187478381183	-0.0841132959050635	-0.140969228337467	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Scd2	Active_Promoter	0.103637659368564	-0.034736354571984	-0.140876152130659	TRUE	TRUE	-0.0243608740036815	0.902712189458087	FALSE	-0.175612622860585	0.276022339162763	FALSE	NA	NA	FALSE	0.370002342652994	0.0378849717839787	TRUE	1	mC Hyper
Klhl34	Other	0.0679023665414794	-0.133591846343862	-0.140657778993772	FALSE	TRUE	0.0266798902511995	0.888390059164376	FALSE	0.418866441772551	0.00556433019262024	FALSE	NA	NA	FALSE	-0.408873826819467	0.00601079240381017	FALSE	0	Non-DMR
Thrsp	Other	0.167551042956138	-0.00644212400049585	-0.14052448072655	TRUE	FALSE	-0.0154753783431922	0.941430182535783	FALSE	-0.0710811557320265	0.627922247074852	FALSE	NA	NA	FALSE	0.350678912322199	0.0542500347459338	FALSE	0	mC Hyper
Eid1	Active_Promoter	0.0124794487427466	-0.0142289680620798	-0.140514263060278	FALSE	FALSE	0.0173592244296283	0.936600640369484	FALSE	0.083051539883334	0.595842780315405	FALSE	NA	NA	FALSE	0.626929345118795	1.35804481181603e-06	TRUE	1	Non-DMR
Gpr62	Active_Promoter	0.0467700010581813	0.0286619306480345	-0.140308076442407	TRUE	FALSE	0.00219345842448332	0.992112650561478	FALSE	0.0255565803505872	0.867995846518324	FALSE	NA	NA	FALSE	-0.231310303200555	0.21697336076855	FALSE	0	mC Hyper
Gm5136	Other	0.14109663734673	-0.137362718743877	-0.140220828051766	TRUE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
C030006K11Rik	Active_Promoter	0.0454844162300845	-0.00764451445144514	-0.140209145737763	FALSE	FALSE	0.0843492591056059	0.647179700364456	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Ier5l	Repressed_Promoter	-0.0284918575981927	-0.0311507145574617	-0.138368595163298	TRUE	TRUE	0.500908222488216	0.00924434831243033	FALSE	-0.0848245695268479	0.626301553045959	FALSE	-0.336937292762946	0.178630689762435	FALSE	-0.479150890043761	0.00357857888682559	FALSE	0	mC Hypo
Bricd5	Other	0.0904147025931164	-0.10763965141778	-0.138154444799753	TRUE	TRUE	-0.614536646951415	0.00568310888880874	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	mC Hyper
Gpr68	Active_Promoter	0.168075530503912	-0.0984248222065737	-0.137896092430957	TRUE	TRUE	-0.247763990283326	0.207434829936573	FALSE	-1.40901475353421	2.08202353393423e-11	TRUE	NA	NA	FALSE	0.446575991199901	0.00300096356725272	TRUE	2	mC Hyper
Emc6	Active_Promoter	0.0345869089185055	-0.0343486265311635	-0.136857258292916	FALSE	TRUE	0.208120723768154	0.209543371696248	FALSE	0.394126801197797	0.0141075805355545	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Dnajc30	Other	0.083452271324488	-0.061767074287189	-0.136695272132689	TRUE	TRUE	0.106315072477928	0.516208691890564	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Rpl37a	Active_Promoter	0.0610519830025303	-0.0367868509697378	-0.13494447063038	TRUE	TRUE	-0.00541926635436093	0.980145614127395	FALSE	0.257808491341258	0.125677618089656	FALSE	NA	NA	FALSE	0.0749090728792312	0.654678334022875	FALSE	0	mC Hyper
Inka2	Active_Promoter	0.162312595902658	-0.0400494518723439	-0.133800833165917	TRUE	TRUE	0.00136830997475289	0.995200520056271	FALSE	-0.782483267755759	2.21833685197524e-08	TRUE	NA	NA	FALSE	0.387236128832884	0.00021203307642559	TRUE	2	mC Hyper
Galnt7	Active_Promoter	0.165189019491331	-0.0735406827673085	-0.133539887829342	TRUE	TRUE	-0.124639672914455	0.543554538239727	FALSE	-0.887570142738584	8.56846736017673e-07	TRUE	NA	NA	FALSE	0.795518293678723	1.05501822718315e-08	TRUE	2	mC Hyper
Bhlhe40	Active_Promoter	0.195738967587902	-0.0094497879140723	-0.133039307059414	TRUE	FALSE	0.0499218287299727	0.79734993185267	FALSE	-0.0596880518414399	0.684642936529199	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Mcu	Active_Promoter	0.146649914603345	-0.0983705284978336	-0.133033845006422	TRUE	TRUE	0.00789040112712124	0.970103429111533	FALSE	-1.40354126487517	5.03673049937568e-25	TRUE	NA	NA	FALSE	0.634818513849211	2.3922505955183e-07	TRUE	2	mC Hyper
Tmem141	Other	0.0860552798920203	-0.025367296867463	-0.13271672008219	TRUE	FALSE	0.0511094199658212	0.783688381718183	FALSE	-0.615837601705481	4.61431416339886e-05	TRUE	NA	NA	FALSE	0.0605042008861365	0.810839807984024	FALSE	1	mC Hyper
2310033P09Rik	Other	0.0360208079230973	-0.0326008583502093	-0.132526550891107	FALSE	FALSE	0.0716037416818449	0.68348592642681	FALSE	0.249048717900476	0.0744696698354408	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Exoc3l	Active_Promoter	0.157686000672382	-0.0259510986772792	-0.131873067672217	TRUE	FALSE	-0.455424569754599	0.0179908609905547	TRUE	-1.7820399707813	6.27208875836088e-17	TRUE	NA	NA	FALSE	0.679870129094594	0.000346364709112503	TRUE	3	mC Hyper
Abtb1	Active_Promoter	0.131785625827115	-0.0621130200816293	-0.131867821175328	TRUE	TRUE	-0.0293070800179472	0.894600062566191	FALSE	-0.247948349365258	0.0603531020935286	FALSE	NA	NA	FALSE	0.152239499852159	0.384032900048225	FALSE	0	mC Hyper
Taar5	Other	0.079489898989899	-0.0558181818181818	-0.130637527353062	FALSE	FALSE	-0.590420406021925	0.0302054887103173	TRUE	NA	NA	FALSE	1.93108491418009	6.13571653083541e-11	TRUE	0.338167312907999	0.00468150693047562	TRUE	3	Non-DMR
2310034G01Rik	Poised_Enhancer	0.0367789236876552	0.0101076076089551	-0.130552192702415	TRUE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
4930412O13Rik	Repressed_Promoter	-0.0115707060343448	-0.00966379828243942	-0.130475244047519	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Gm1673	Active_Promoter	0.0278606768232146	-0.0391419780902481	-0.129916291377654	FALSE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Hgh1	Active_Promoter	0.130968011716207	-0.0924069069042959	-0.129614893233282	TRUE	TRUE	-0.0325699826302588	0.867402863960514	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Nop10	Active_Promoter	0.0101722334977922	-0.0035126968235578	-0.128934049279271	FALSE	FALSE	0.0763419077345984	0.698317436425283	FALSE	-0.146017147582566	0.3936308879925	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Samd10	Active_Promoter	0.0834417973956255	-0.059802429966077	-0.128299906033878	TRUE	TRUE	0.0632796410109736	0.73929873091186	FALSE	-0.106402509732013	0.454029949884918	FALSE	NA	NA	FALSE	0.291974805282871	0.10600990426949	FALSE	0	mC Hyper
Slc16a13	Active_Promoter	0.158625689933449	-0.00243850804045953	-0.128197570396081	TRUE	FALSE	0.00941948611509369	0.964430021816909	FALSE	-0.0751046360026568	0.613954455191333	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
H4c11	Active_Promoter	-0.00704087900000335	-0.00513821875083304	-0.127099236641221	FALSE	FALSE	0.225775731104729	0.234432366104146	FALSE	0.284573391937242	0.132177294917687	FALSE	NA	NA	FALSE	0.228512878727087	0.0275025831456262	TRUE	1	Non-DMR
Ccnq	Other	0.0782634546960392	-0.0506967601283038	-0.126878103302754	TRUE	TRUE	0.248827633797324	0.181886966149926	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Fzd1	Active_Promoter	0.00391628372576924	-0.107902323787597	-0.126273811128557	FALSE	TRUE	-0.158259270010944	0.314664577990336	FALSE	-0.474141512036044	0.00142333691177182	TRUE	0.890663812607799	2.88518974795487e-05	TRUE	0.272970017286067	0.000607743472649665	TRUE	3	Non-DMR
Otud1	Active_Promoter	0.105034576859275	-0.0489900800324783	-0.126038752728956	TRUE	TRUE	0.0401472956934759	0.842578569155584	FALSE	-0.13719965997369	0.443952883556382	FALSE	0.165021061585439	0.445523197985019	FALSE	0.601765254083829	5.13717502057327e-09	TRUE	1	mC Hyper
Rasl11b	Active_Promoter	0.136182998980564	-0.0573568612466847	-0.125829406208937	TRUE	TRUE	0.0240254582075758	0.897412760458873	FALSE	-0.358153322280226	0.0545131263410009	FALSE	1.8846771470207	1.44250474983563e-12	TRUE	0.404472839356498	0.000237806267378534	TRUE	2	mC Hyper
Ccndbp1	Active_Promoter	0.138328879836213	-0.0774443707080653	-0.125522091291501	TRUE	TRUE	0.0158994818988271	0.941404635947522	FALSE	-0.269491690170419	0.0540262329324759	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Tspyl1	Active_Promoter	0.0632504968589326	-0.0172769931141781	-0.125345976521275	TRUE	FALSE	0.0887634097440621	0.6237407796324	FALSE	0.0284281448289217	0.844446005877633	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
