gene_name	chr	start	end	compartment	shift	mean_ctrl_pc1	difference	adj_pvalue	dist_to_tss	mc_diff	mc_q	mc_sig	mc_direction	hmc_diff	hmc_q	hmc_sig	hmc_direction
1500009L16Rik	chr10	83700000	83725000	A	Stable	1.20933333333333	0.160333333333333	0.00828411777129601	-10365	-0.00179885448774209	0.829410281455351	FALSE	Hypomethylated	0.0100588289332881	0.0246421523284722	TRUE	Hypermethylated
1500011B03Rik	chr5	114800000	114825000	A	Stable	1.35266666666667	-0.0190000000000004	0.436651816458634	1476	0.0630516359779157	8.84964898002976e-13	TRUE	Hypermethylated	-0.0333405239071493	4.01049941999038e-06	TRUE	Hypomethylated
1600014C10Rik	chr7	38175000	38200000	A	Stable	1.12133333333333	-0.104	0.0200016582298642	3713	0.0681202204458584	1.88565082507538e-10	TRUE	Hypermethylated	-0.0279944296879123	0.00262945113949003	TRUE	Hypomethylated
1700001F09Rik	chr14	43325000	43350000	B	Stable	-1.13233333333333	-0.0806666666666666	0.00469946564513905	10311	-0.00335300438480868	0.912432961491411	FALSE	Hypomethylated	-0.00114513001194188	0.829793899526896	FALSE	Hypomethylated
1700001J03Rik	chr5	146175000	146200000	A	Stable	0.338333333333333	-0.136	0.000788882312681527	-2196	-0.00714930717160556	0.897745728566026	FALSE	Hypomethylated	-0.00743352706900451	0.554264232785506	FALSE	Hypomethylated
1700001K19Rik	chr12	110675000	110700000	A	Stable	1.50633333333333	-0.0876666666666671	0.00682092935752971	-4881	0.0219693756023457	0.029555877579012	TRUE	Hypermethylated	-0.0178767462356409	0.00900394169598494	TRUE	Hypomethylated
1700001O22Rik	chr2	30775000	30800000	A	Stable	1.41266666666667	-0.0486666666666668	0.190204782862596	14237	0.0106074357237362	0.558388570773937	FALSE	Hypermethylated	-0.000858691254666533	0.9453254349277	FALSE	Hypomethylated
1700003F12Rik	chr2	154525000	154550000	A	Stable	1.715	-0.0523333333333333	0.0952539570467047	-11404	0.071169362810046	0.106051331101603	FALSE	Hypermethylated	-0.0468703145220199	0.313453894277222	FALSE	Hypomethylated
1700003H04Rik	chr3	124575000	124600000	B	Stable	-0.667333333333333	-0.280666666666667	9.34068985562926e-05	-6409	-0.000650689444477548	0.964694849340966	FALSE	Hypomethylated	0.00519295034481368	0.425774363923172	FALSE	Hypermethylated
1700006A11Rik	chr3	124425000	124450000	B	Stable	-0.765666666666667	-0.224	0.000302155568096581	-11461	-0.00329103672513065	0.740112182541637	FALSE	Hypomethylated	0.00191587094003466	0.757452997871616	FALSE	Hypermethylated
1700008O03Rik	chr7	44350000	44375000	A	Stable	1.18233333333333	-0.132666666666667	0.00120931904291057	12530	-0.00575023221258819	0.635383058745913	FALSE	Hypomethylated	0.00734379945451268	0.153629325961509	FALSE	Hypermethylated
1700008P02Rik	chr3	6600000	6625000	B	Stable	-1.05166666666667	-0.0406666666666664	0.116085893637732	7943	-0.0269889412940066	0.195091639887645	FALSE	Hypomethylated	3.40102608038795e-05	0.990229304612531	FALSE	Hypermethylated
1700009N14Rik	chr4	39450000	39475000	B	Stable	-1.23566666666667	0.0423333333333335	0.0554422847637671	12207	0.0021916859484008	0.843316938010086	FALSE	Hypermethylated	-0.00380530371869536	0.686658952718007	FALSE	Hypomethylated
1700010B08Rik	chr2	173700000	173725000	A	Stable	0.441666666666667	-0.104	0.0219284597627712	-6915	-0.034414497072817	0.113902925356377	FALSE	Hypomethylated	-0.00136999829026573	0.911011101304273	FALSE	Hypomethylated
1700010I14Rik	chr17	8975000	9000000	A	Stable	0.819	-0.00700000000000004	0.85441062913483	-833	-0.00111111242048634	0.905884911917744	FALSE	Hypomethylated	-0.000121203216895183	0.999698213575298	FALSE	Hypomethylated
1700011L22Rik	chr8	79225000	79250000	A	Stable	1.10966666666667	-0.146333333333334	0.00167615388380783	11083	0.00640895344022918	0.347252656880613	FALSE	Hypermethylated	0.00792593113394854	0.154077065800597	FALSE	Hypermethylated
1700012A03Rik	chr6	32050000	32075000	A	B to A	0.113666666666667	0.482666666666667	0.0001313545192084	12212	0.00161987332701585	0.953210448504308	FALSE	Hypermethylated	0.0175930632584133	0.162280856486546	FALSE	Hypermethylated
1700012B07Rik	chr11	109800000	109825000	B	Stable	-0.998666666666667	-0.0486666666666665	0.0455338989278933	15546	0.00829438671613469	0.111165139650088	FALSE	Hypermethylated	-0.00734865103642569	0.0151809095557088	TRUE	Hypomethylated
1700012B09Rik	chr9	14750000	14775000	B	Stable	-0.234	-0.162	0.00258668312785357	8530	0.00117698427430368	0.941254902368859	FALSE	Hypermethylated	-0.00501399765918811	0.247021960756948	FALSE	Hypomethylated
1700013H16Rik	chrX	53750000	53775000	B	Stable	-0.021	0.0823333333333333	0.160823471154109	-4669	-0.0142800342152726	0.0653706765663157	FALSE	Hypomethylated	0.00099495063118421	0.917892741812009	FALSE	Hypermethylated
1700016H13Rik	chr5	103650000	103675000	A	Stable	0.323	-0.0340000000000001	0.335349288723953	-6768	-0.00558089635675763	0.715537754278665	FALSE	Hypomethylated	-0.00225618733216529	0.867987841388635	FALSE	Hypomethylated
1700017B05Rik	chr9	57250000	57275000	A	Stable	1.01433333333333	0.0979999999999999	0.0573507449747666	99	-0.0103799517310765	0.621684573048909	FALSE	Hypomethylated	0.0108394987425091	0.464302775687867	FALSE	Hypermethylated
1700017N19Rik	chr10	100600000	100625000	A	Stable	0.173	-0.091	0.0069560639923792	20114	0.0118816630564083	0.0841345789816744	FALSE	Hypermethylated	-0.00052658043749991	0.903382168513489	FALSE	Hypomethylated
1700018B08Rik	chr8	121525000	121550000	A	Stable	1.31733333333333	0.0143333333333332	0.737634584053755	4454	-0.0133638003716893	0.261595473307315	FALSE	Hypomethylated	0.00343136821570218	0.739275110247619	FALSE	Hypermethylated
1700018F24Rik	chr5	145050000	145075000	A	Stable	0.901666666666667	0.00299999999999981	0.939841398276805	19510	0.0232600760842259	0.700662594614394	FALSE	Hypermethylated	-0.0115058874086728	0.576019902508103	FALSE	Hypomethylated
1700019A02Rik	chr1	53175000	53200000	A	A to B	0.705333333333333	-0.347	0.0018514800647854	117	0.0129624635902871	0.138980552831123	FALSE	Hypermethylated	-0.020506587685524	0.000112642906124194	TRUE	Hypomethylated
1700019D03Rik	chr1	52950000	52975000	A	Stable	0.953	0.0883333333333334	0.289092281924129	731	0.0178034972970086	0.00015754883513585	TRUE	Hypermethylated	0.00323561986159476	0.441502105313293	FALSE	Hypermethylated
1700020L24Rik	chr11	83425000	83450000	A	Stable	1.041	-0.0483333333333335	0.0431212678922526	-194	0.00421872414999164	0.905143280121733	FALSE	Hypermethylated	-0.0187058869809468	0.32906315959653	FALSE	Hypomethylated
1700020N01Rik	chr10	21575000	21600000	B	Stable	-0.114	0.00833333333333337	0.802250054302796	-5645	0.00587920584732693	0.490945988142057	FALSE	Hypermethylated	-0.00197060661299271	0.728608616535957	FALSE	Hypomethylated
1700020N15Rik	chrX	69925000	69950000	B	Stable	-0.078	0.0756666666666667	0.195281425934592	-7781	0.0168417366946779	0.922550608129878	FALSE	Hypermethylated	-0.0318137254901961	0.553886493925735	FALSE	Hypomethylated
1700024G13Rik	chr14	32375000	32400000	A	Stable	1.06833333333333	0.186	0.00277027930659173	873	-0.00603295595388187	0.589826395626913	FALSE	Hypomethylated	0.00633112798447701	0.467358216536082	FALSE	Hypermethylated
1700025B11Rik	chr15	77550000	77575000	A	Stable	0.394666666666667	-0.271	3.97995873558886e-05	-608	0.0075449527206588	0.722862655317565	FALSE	Hypermethylated	-0.00012893213465387	0.95506765313744	FALSE	Hypomethylated
1700025C18Rik	chr2	165075000	165100000	A	Stable	1.508	-0.0630000000000003	0.0964449035911388	3250	-0.0113722036211575	0.381141201068255	FALSE	Hypomethylated	0.00613956634426599	0.6006457760923	FALSE	Hypermethylated
1700025G04Rik	chr1	152075000	152100000	A	Stable	1.46133333333333	-0.0276666666666668	0.293462453084852	2820	0.0641765996618331	2.60555450210526e-177	TRUE	Hypermethylated	-0.0336613014961173	1.15517583171611e-57	TRUE	Hypomethylated
1700028K03Rik	chr5	107525000	107550000	A	Stable	1.114	-0.116333333333334	0.00988428397534364	2780	0.0129263496331592	0.190799656752128	FALSE	Hypermethylated	-0.0171971205577686	0.00140346120218135	TRUE	Hypomethylated
1700029F12Rik	chr13	97025000	97050000	A	B to A	0.630666666666667	0.521333333333333	0.00151217386312844	-2246	0.0128518478022259	0.259211090230254	FALSE	Hypermethylated	0.0108211451038088	0.0529114857265164	FALSE	Hypermethylated
1700029H14Rik	chr8	13550000	13575000	A	Stable	1.63233333333333	0.0236666666666664	0.29110951732596	-39	0.014024615481148	0.400474208148031	FALSE	Hypermethylated	-0.0180161891081965	0.101444368209286	FALSE	Hypomethylated
1700030J22Rik	chr8	116950000	116975000	A	Stable	1.56566666666667	-0.085666666666667	0.00407180043790718	16153	0.00757231491937294	0.556128970444661	FALSE	Hypermethylated	-0.00305106368132756	0.691583889998603	FALSE	Hypomethylated
1700031F05Rik	chrX	102850000	102875000	A	B to A	0.118333333333333	0.300666666666667	0.000237699604500776	3853	0.0105412805822687	0.671807184747426	FALSE	Hypermethylated	-0.0197669776954544	0.0372082968658743	TRUE	Hypomethylated
1700031L13Rik	chr5	82100000	82125000	B	Stable	-1.21533333333333	0.084	0.00871029346222255	12213	0.00897777760462493	0.669235694727222	FALSE	Hypermethylated	0.00197398273137189	0.920026424941379	FALSE	Hypermethylated
1700034E13Rik	chr18	52625000	52650000	B	Stable	-0.884333333333333	0.298333333333333	0.000435604547322573	-8720	0.00954780568854918	0.481401003802427	FALSE	Hypermethylated	0.00203157756126288	0.802314842252699	FALSE	Hypermethylated
1700034J05Rik	chr6	146950000	146975000	B	Stable	-0.357333333333333	-0.139	0.0134869927057273	-8079	-0.00857550097813742	0.793461766275151	FALSE	Hypomethylated	-0.00111431258178685	0.923470330761607	FALSE	Hypomethylated
1700049E17Rik1	chr14	41925000	41950000	B	Stable	-0.812333333333333	-0.102333333333333	0.00485310371779885	12551	-0.0566920919178101	0.583120497272644	FALSE	Hypomethylated	-0.0147058823529412	0.659239218311478	FALSE	Hypomethylated
1700056E22Rik	chr1	184000000	184025000	A	Stable	0.671333333333333	-0.284333333333334	0.00123327059690209	21498	0.0459409393485404	0.11820381525051	FALSE	Hypermethylated	0.00119702700863931	0.991729742080284	FALSE	Hypermethylated
1700066M21Rik	chr1	57375000	57400000	A	Stable	0.795666666666667	-0.241	0.000302177016099859	9880	0.0607727015284528	1.5704777481361e-05	TRUE	Hypermethylated	-0.0270971965218617	0.00388681106209748	TRUE	Hypomethylated
1700069L16Rik	chr5	113700000	113725000	A	Stable	1.02433333333333	-0.0403333333333334	0.344296454972035	12272	0.0254364590068542	0.00014777242370476	TRUE	Hypermethylated	-0.0157371740379592	0.00502737688061324	TRUE	Hypomethylated
1700084M14Rik	chrX	91575000	91600000	B	Stable	-1.21166666666667	-0.00899999999999961	0.75166622800187	-11589	0.0391779788838612	0.33158345009112	FALSE	Hypermethylated	-0.0106469510881276	0.55396530156538	FALSE	Hypomethylated
1700088E04Rik	chr15	79125000	79150000	A	Stable	1.448	-0.0430000000000003	0.100093253294273	3751	0.0482382609703959	0.000511728679934472	TRUE	Hypermethylated	-0.0228683006148283	0.0155401815439326	TRUE	Hypomethylated
1700093K21Rik	chr11	23500000	23525000	A	Stable	0.498	0.00333333333333323	0.935013389976077	6695	-0.00899924154311349	0.589900856127704	FALSE	Hypomethylated	-0.0173675661281648	0.0351423288438658	TRUE	Hypomethylated
1700102P08Rik	chr9	108375000	108400000	A	Stable	1.31166666666667	-0.00500000000000039	0.85428183606795	-5334	0.0060467693309052	0.594736273766256	FALSE	Hypermethylated	-0.0128925424966748	0.0404075085412217	TRUE	Hypomethylated
1700109H08Rik	chr5	3550000	3575000	B	Stable	-0.0316666666666667	-0.0463333333333333	0.20730632330742	-9216	0.0278435592530835	0.0032569682095543	TRUE	Hypermethylated	-0.0320641775798131	1.00675932219303e-05	TRUE	Hypomethylated
1700113H08Rik	chr10	87050000	87075000	B	Stable	-0.713333333333333	0.0896666666666667	0.016361818332455	4454	-0.00896513398188081	0.000689842321463056	TRUE	Hypomethylated	0.00886313263269951	1.21518095583589e-09	TRUE	Hypermethylated
1700123K08Rik	chr5	138550000	138575000	A	Stable	0.411	-0.188333333333333	0.00664633859765922	2194	-0.0164223595545406	0.611066488642295	FALSE	Hypomethylated	0.00334132489722103	0.79679506589465	FALSE	Hypermethylated
1700129C05Rik	chr14	59125000	59150000	A	Stable	0.713666666666667	-0.0880000000000001	0.0380755094786893	5393	0.00779764104772596	0.691020682029674	FALSE	Hypermethylated	-0.00413779782599842	0.641813016221992	FALSE	Hypomethylated
1810009J06Rik	chr6	40950000	40975000	B	Stable	-1.13633333333333	0.00433333333333348	0.866022710924614	-2272	0.0184926646243782	0.591000235957448	FALSE	Hypermethylated	-0.0117671943359283	0.353142358845092	FALSE	Hypomethylated
1810010H24Rik	chr11	107025000	107050000	A	Stable	1.45833333333333	0.0276666666666665	0.222193924410982	11631	-0.0313016730035466	0.0401045723539949	TRUE	Hypomethylated	-0.0169856683034773	0.153435937437818	FALSE	Hypomethylated
1810024B03Rik	chr2	127175000	127200000	A	Stable	1.518	-0.100666666666667	0.00289494448473914	20780	0.00812804094247888	0.522454844233497	FALSE	Hypermethylated	-0.0071861026559852	0.084136678963721	FALSE	Hypomethylated
1810030O07Rik	chrX	12675000	12700000	A	Stable	1.42466666666667	-1.10378892123366e-16	1	-13861	0.018029155846384	0.107125602551341	FALSE	Hypermethylated	-0.0248590412780086	7.51188332158935e-06	TRUE	Hypomethylated
1810037I17Rik	chr3	122925000	122950000	A	Stable	1.255	-0.189666666666667	0.00233169818249216	13103	0.104528601955267	7.46280120070207e-06	TRUE	Hypermethylated	0.00928495200972165	0.769679725829774	FALSE	Hypermethylated
1810055G02Rik	chr19	3700000	3725000	A	Stable	1.58233333333333	0.0146666666666665	0.488987964829498	4089	0.0631567565375333	2.64813439588113e-07	TRUE	Hypermethylated	-0.0232704985993578	0.0200970043187224	TRUE	Hypomethylated
1810062G17Rik	chr3	36475000	36500000	A	Stable	0.878666666666667	-0.103333333333334	0.0733262241996072	11563	0.00726096927072839	0.747741619878666	FALSE	Hypermethylated	0.00573905466339675	0.734162256228937	FALSE	Hypermethylated
1810065E05Rik	chr11	58400000	58425000	B	Stable	-0.911333333333333	-0.0613333333333331	0.0190877557168548	-8611	0.00890780992782103	0.642932810494925	FALSE	Hypermethylated	-0.0100705896854873	0.342269216770873	FALSE	Hypomethylated
2010106E10Rik	chrX	112475000	112500000	B	Stable	-0.838	-0.0586666666666666	0.313722468885468	-7774	-0.00594025685644994	0.484093781925473	FALSE	Hypomethylated	-0.00428533081865902	0.0733589350071273	FALSE	Hypomethylated
2010109A12Rik	chr5	93200000	93225000	A	Stable	0.749666666666667	-0.0980000000000001	0.197527549633826	5982	0.0620843482314227	2.68579259290367e-05	TRUE	Hypermethylated	-0.020631337468213	0.0329047731330251	TRUE	Hypomethylated
2200002D01Rik	chr7	29250000	29275000	A	Stable	1.33733333333333	-0.116	0.000812415431613704	-14033	0.00958098453754086	0.750218791033924	FALSE	Hypermethylated	-0.0277137992539374	0.182003381436597	FALSE	Hypomethylated
2200002J24Rik	chr7	30675000	30700000	A	Stable	0.605666666666667	-0.101333333333333	0.0536297498599661	-11426	0.0123401850674578	0.948407718792742	FALSE	Hypermethylated	-0.00449701813338177	0.917040629399663	FALSE	Hypomethylated
2210016L21Rik	chr5	114925000	114950000	A	Stable	1.36	-0.00866666666666695	0.779149035135698	-4702	0.0238481579054485	0.11800080783571	FALSE	Hypermethylated	-0.0244319633150505	0.0380508599004478	TRUE	Hypomethylated
2210408I21Rik	chr13	77125000	77150000	A	Stable	0.836666666666667	-0.0676666666666668	0.0537683523929158	1964	0.0012571864588492	0.609385561037963	FALSE	Hypermethylated	-0.00409148945511587	0.000254299786721051	TRUE	Hypomethylated
2300002M23Rik	chr17	35550000	35575000	A	Stable	1.13366666666667	-0.132	0.00861644834079469	-4985	-0.0137555816220137	0.84416172132029	FALSE	Hypomethylated	-0.00744877374314339	0.768183730213643	FALSE	Hypomethylated
2300009A05Rik	chr9	63400000	63425000	A	Stable	1.22	-0.00333333333333352	0.910258249736777	-13256	0.11138039952067	4.19139956624529e-08	TRUE	Hypermethylated	-0.00137038117558452	0.927925556945068	FALSE	Hypomethylated
2310002L09Rik	chr4	73950000	73975000	B	Stable	-1.21333333333333	0.00400000000000006	0.859492964051368	-11654	-0.00744003871767007	0.618634797686347	FALSE	Hypomethylated	0.00827136460531769	0.34608531158297	FALSE	Hypermethylated
2310009B15Rik	chr1	138850000	138875000	A	Stable	0.424666666666667	-0.155666666666667	0.0023408730686578	-5646	0.0209412166909391	0.226512586118112	FALSE	Hypermethylated	-0.0076004056960022	0.612565626673185	FALSE	Hypomethylated
2310011J03Rik	chr10	80300000	80325000	A	Stable	1.202	-0.00366666666666684	0.925326474152253	8048	0.0464953326521649	0.0863542938790714	FALSE	Hypermethylated	0.010108919720721	0.67540456548173	FALSE	Hypermethylated
2310022A10Rik	chr7	27550000	27575000	A	Stable	1.24033333333333	-0.095666666666667	0.0119450302932301	2024	0.0217852363530094	0.00053151769923543	TRUE	Hypermethylated	-0.0257787611313111	4.66776717038593e-08	TRUE	Hypomethylated
2310022B05Rik	chr8	124650000	124675000	A	Stable	1.50733333333333	0.00866666666666633	0.727934955713551	869	0.0314774065452316	5.4889487587875e-06	TRUE	Hypermethylated	-0.0325872777491941	1.29165536842652e-08	TRUE	Hypomethylated
2310033P09Rik	chr11	59200000	59225000	A	Stable	1.277	-0.0196666666666668	0.431957514808926	4139	0.0360208079230973	0.263379680908226	FALSE	Hypermethylated	-0.0326008583502093	0.0936427405231026	FALSE	Hypomethylated
2310057J18Rik	chr10	28975000	29000000	B	Stable	-1.15166666666667	-0.0019999999999998	0.942554472085954	-1194	-0.00290794496503888	0.898507036283297	FALSE	Hypomethylated	-0.00387343942215954	0.707853331213372	FALSE	Hypomethylated
2310057M21Rik	chr7	131350000	131375000	A	Stable	1.403	-0.107333333333333	0.00209366484744311	226	0.0413795015634592	5.05541060882246e-11	TRUE	Hypermethylated	-0.0298219573677866	8.07506060753015e-11	TRUE	Hypomethylated
2310079G19Rik	chr16	88625000	88650000	B	Stable	-1.098	-0.0579999999999999	0.105210758370402	-9834	-0.00709806436787708	0.808731701035277	FALSE	Hypomethylated	0.0200870380830595	0.333744875497686	FALSE	Hypermethylated
2410004B18Rik	chr3	145925000	145950000	A	Stable	1.205	-0.126	0.00642539225783067	-514	0.00677121827162674	0.708909512452843	FALSE	Hypermethylated	-0.0335632320325641	0.00023425088024751	TRUE	Hypomethylated
2410004P03Rik	chr12	17000000	17025000	A	Stable	0.737666666666667	0.0573333333333332	0.103339434890506	-773	-0.00321127166666346	0.849592656419478	FALSE	Hypomethylated	0.00401843791829522	0.688557110806906	FALSE	Hypermethylated
2510002D24Rik	chr16	18825000	18850000	A	Stable	1.14	-0.263	5.30945499558813e-05	920	0.0518899411869181	0.0264172708322982	TRUE	Hypermethylated	-0.0135824393996716	0.524663173317375	FALSE	Hypomethylated
2510009E07Rik	chr16	21675000	21700000	A	Stable	1.31366666666667	-0.117	0.00743381628071074	7165	0.0189313106955212	0.0015107551408172	TRUE	Hypermethylated	-0.0237636405066073	6.64083782178363e-07	TRUE	Hypomethylated
2510039O18Rik	chr4	147950000	147975000	A	Stable	0.757666666666667	-0.0146666666666668	0.599261446780935	21605	0.0179691012282263	0.388921244405981	FALSE	Hypermethylated	-0.0262508173254491	0.0708638893001648	FALSE	Hypomethylated
2610008E11Rik	chr10	79075000	79100000	A	Stable	0.583	-0.225666666666667	0.00291462183848238	10100	0.010274688686272	0.243551304512825	FALSE	Hypermethylated	-0.0162685114531579	0.0160329120899544	TRUE	Hypomethylated
2610042L04Rik	chr14	4325000	4350000	B	Stable	-1.02966666666667	0.0126666666666668	0.635213977260449	2737	-0.0139895105309201	0.348873754070924	FALSE	Hypomethylated	-0.00178445684218367	0.942179960168347	FALSE	Hypomethylated
2610528J11Rik	chr4	118500000	118525000	B	Stable	-0.466	-0.115333333333333	0.00219361240426432	-14775	-0.00186237008713319	0.942867055430587	FALSE	Hypomethylated	-0.00140134008660178	0.915014778349516	FALSE	Hypomethylated
2700049A03Rik	chr12	71125000	71150000	A	Stable	1.58533333333333	-0.0760000000000001	0.0105398679088069	652	0.0104190411920195	0.00111336813084519	TRUE	Hypermethylated	-0.0265991367056216	1.2099000629713e-38	TRUE	Hypomethylated
2700062C07Rik	chr18	24450000	24475000	A	Stable	1.06466666666667	-0.00800000000000003	0.83057068224358	-8371	0.0177398235109533	0.251789053216561	FALSE	Hypermethylated	-0.0222006720518863	0.0237733771362098	TRUE	Hypomethylated
2700097O09Rik	chr12	55050000	55075000	A	Stable	1.16466666666667	-0.0740000000000002	0.0270914996482065	17610	0.0228177750718679	3.44878630313528e-05	TRUE	Hypermethylated	-0.0318273895956859	4.8414765477831e-16	TRUE	Hypomethylated
2810004N23Rik	chr8	124850000	124875000	A	Stable	1.55966666666667	-0.0106666666666672	0.691402134515621	529	0.034399752075619	2.11343020371654e-05	TRUE	Hypermethylated	-0.0257977694130556	1.95063533125659e-05	TRUE	Hypomethylated
2810021J22Rik	chr11	58850000	58875000	A	Stable	0.540333333333333	-0.107333333333334	0.00216318031881493	-4740	0.0321282655006746	1.08204026014307e-08	TRUE	Hypermethylated	-0.0301276864507152	5.20445677254051e-12	TRUE	Hypomethylated
2810459M11Rik	chr1	86025000	86050000	A	Stable	1.211	-0.0553333333333337	0.0424877109709774	-8363	-0.0302815649468249	0.0556866006854082	FALSE	Hypomethylated	-0.00740508942569326	0.528113088716728	FALSE	Hypomethylated
2900026A02Rik	chr5	113150000	113175000	A	Stable	1.378	0.0316666666666663	0.189183745732131	813	-0.00995962650165871	0.00632850269507623	TRUE	Hypomethylated	0.00430284111798199	0.17613571814181	FALSE	Hypermethylated
2900092C05Rik	chr7	12500000	12525000	B	Stable	-0.147333333333333	-0.121666666666667	0.0120828117004251	-51	-0.013436356134116	0.113125947289091	FALSE	Hypomethylated	-0.00175612878506674	0.345826601561992	FALSE	Hypomethylated
3110009E18Rik	chr1	120125000	120150000	A	Stable	1.19	-0.247333333333334	0.00113207059897798	16313	-0.0045101132118397	0.369752903946787	FALSE	Hypomethylated	-0.00917176686480797	0.00182648351087287	TRUE	Hypomethylated
3110040M04Rik	chr1	151200000	151225000	B	Stable	-0.526333333333333	-0.124666666666667	0.00427936576998072	8379	0.0115840730144896	0.901021242987781	FALSE	Hypermethylated	-0.0146126072829334	0.762292952894726	FALSE	Hypomethylated
3110040N11Rik	chr7	81775000	81800000	A	Stable	1.345	-0.0866666666666669	0.0215962987810171	1955	0.0150645386554898	0.284810550576097	FALSE	Hypermethylated	-0.0237731145391061	0.00706219840225135	TRUE	Hypomethylated
3110082I17Rik	chr5	139450000	139475000	A	Stable	1.45333333333333	0.0369999999999997	0.159457240710464	-1966	0.0269683178978884	4.40678153589407e-11	TRUE	Hypermethylated	-0.0299263801942915	1.77275109962394e-19	TRUE	Hypomethylated
3110082J24Rik	chr5	30100000	30125000	A	Stable	1.213	-0.0706666666666668	0.0804500097423255	-6414	-0.0763028760088165	0.0783989798985896	FALSE	Hypomethylated	-0.0173256024175269	0.486414980927317	FALSE	Hypomethylated
3300002I08Rik	chr2	150350000	150375000	B	Stable	-0.945333333333333	0.0676666666666668	0.0386651773942232	265	0.00542724821819074	0.381033189054701	FALSE	Hypermethylated	-0.00341206515683143	0.379413816637871	FALSE	Hypomethylated
3425401B19Rik	chr14	32675000	32700000	A	B to A	0.215666666666667	0.52	5.73728418714988e-05	-2228	-0.00359870115323813	0.636854461939135	FALSE	Hypomethylated	0.00284003790027845	0.58382191577395	FALSE	Hypermethylated
3830403N18Rik	chrX	56125000	56150000	B	Stable	-1.18766666666667	0.00466666666666681	0.849217066914677	928	0.00449156765886094	0.996017674952108	FALSE	Hypermethylated	-0.0069101810753208	0.0170945624423014	TRUE	Hypomethylated
4833420G17Rik	chr13	119450000	119475000	A	Stable	0.824666666666667	-0.188666666666667	0.0064743842538705	-259	0.0203691616791675	0.00119569240047808	TRUE	Hypermethylated	-0.0200492108771313	6.25095591490902e-07	TRUE	Hypomethylated
4833439L19Rik	chr13	54550000	54575000	A	Stable	1.60433333333333	-0.0593333333333336	0.0621022166358344	2882	0.103879506918772	2.70483485145314e-20	TRUE	Hypermethylated	-0.0466825038102507	1.09893174010499e-06	TRUE	Hypomethylated
4921504E06Rik	chr2	19550000	19575000	B	Stable	-0.946333333333333	0.0266666666666667	0.396780874723501	-8590	-0.000748093563266883	0.950845758260123	FALSE	Hypomethylated	0.0035987422126833	0.144206014471128	FALSE	Hypermethylated
4921509C19Rik	chr2	151450000	151475000	B	Stable	-0.751333333333333	-0.0539999999999999	0.127174743288946	13651	-0.00796567076323829	0.736781569946738	FALSE	Hypomethylated	0.00982984241254163	0.341113784323222	FALSE	Hypermethylated
4921511C20Rik	chrX	127375000	127400000	B	Stable	-1.264	-0.0273333333333332	0.283955759712167	-6793	-0.0393502133315868	0.380118124455217	FALSE	Hypomethylated	-0.00534941654647961	0.372453470679435	FALSE	Hypomethylated
