gene	chr	start	end	chromatin_state	ratio_ctrl_bap1	ratio_mut_bap1	delta_ratio_bap1	relative_delta_bap1	ratio_wt_tet	ratio_ko_tet	delta_ratio_tet	relative_delta_tet
Tlx3	chr11	33200751	33203588	Bivalent_Promoter	0.507966857871256	0.285714285714286	-0.22225257215697	-0.437533608173508	0	0	0	0
H1f1	chr13	23763665	23764405	Active_Promoter	0.883971291866029	0.666666666666667	-0.217304625199362	-0.245827695083446	0	0	0	0
Gm12184	chr11	48825345	48826654	Other	0.301075268817204	0.0882352941176471	-0.212839974699557	-0.706932773109244	0	0	0	0
Junb	chr8	84976909	84978717	Active_Promoter	0.6	0.394174757281553	-0.205825242718447	-0.343042071197412	0	0	0	0
Hnrnpa0	chr13	58125878	58128555	Active_Promoter	0.565227178929201	0.359898933664511	-0.20532824526469	-0.363266758781267	0	0	0	0
Ripply2	chr9	87015536	87019916	Active_Promoter	0.579761995227746	0.376742885664642	-0.203019109563104	-0.350176643578289	0.314943	0	-0.314943	-1
Magea1	chrX	155088685	155089792	Other	0.201754385964912	0	-0.201754385964912	-1	0	0	0	0
Mtln	chr2	127791387	127792487	Active_Promoter	0.378275970950426	0.177299780724653	-0.200976190225773	-0.531295153960788	0	0	0	0
Krtap3-1	chr11	99566026	99566629	Other	0.371316306483301	0.170731707317073	-0.200584599166227	-0.540198735320685	0.125061	0	-0.125061	-1
Zcchc3	chr2	152411954	152415026	Active_Promoter	0.462244897959184	0.27186708507893	-0.190377812880253	-0.411854871131673	0	0	0	0
Ckb	chr12	111669360	111672337	Active_Promoter	0.8	0.612362796071635	-0.187637203928365	-0.234546504910456	0	0	0	0
Sap30	chr8	57482706	57487859	Active_Promoter	0.352482082889215	0.165039756827803	-0.187442326061412	-0.531778309197989	0	0	0	0
Fam181b	chr7	93079864	93081866	Active_Enhancer	0.371463499825358	0.184320766008378	-0.18714273381698	-0.503798445621075	0	0	0	0
Syt1	chr10	108497649	109010981	Active_Promoter	0.317510047602979	0.133697744389556	-0.183812303213424	-0.578918067636293	0.395177	0	-0.395177	-1
Mrpl53	chr6	83109039	83109938	Active_Promoter	0.599872095502025	0.416962025316456	-0.18291007018557	-0.304915117000892	0	0	0	0
Rhob	chr12	8497660	8500008	Active_Promoter	0.566781357522678	0.384678494513383	-0.182102863009294	-0.321292965254256	0	0	0	0
Gm3415	chr5	146556135	146558914	Other	0.180327868852459	0	-0.180327868852459	-1	0	0	0	0
Leng9	chr7	4147914	4150373	Active_Promoter	0.566020088650319	0.387832699619772	-0.178187389030547	-0.314807535286312	0	0	0	0
AY074887	chr9	54950229	54950997	Other	0.455615942028985	0.277735075582885	-0.177880866446101	-0.390418442458242	0	0	0	0
Gpr22	chr12	31706866	31713946	Active_Promoter	0.547450377598075	0.372747881732346	-0.17470249586573	-0.319120239960803	0	0	0	0
Tmem203	chr2	25255438	25256291	Active_Promoter	0.384209534576974	0.210236220472441	-0.173973314104533	-0.452808424694829	0	0	0	0
Sfn	chr4	133600555	133602167	Repressed_Promoter	0.456284153005464	0.28977709454266	-0.166507058462805	-0.364919661062196	0.429907	0.535048	0.105141	0.244566848178792
Gng3	chr19	8836932	8839193	Active_Promoter	0.721823623467672	0.555718142659879	-0.166105480807793	-0.230119208359814	0	0	0	0
Tmem238	chr7	4784556	4789655	Other	0.381087668682447	0.215969486861275	-0.165118181821173	-0.433281355946374	0.362636	0	-0.362636	-1
Tprn	chr2	25262617	25269884	Active_Promoter	0.619231801108925	0.454997720650903	-0.164234080458022	-0.265222296664852	0	0	0	0
Fjx1	chr2	102449365	102452498	Active_Promoter	0.601711248685901	0.438798427849523	-0.162912820836378	-0.270749169459885	0	0	0	0
Tusc1	chr4	93334137	93335510	Active_Promoter	0.486018312298936	0.324203821656051	-0.161814490642885	-0.332939081816649	0	0	0	0
H1f0	chr15	79028449	79030503	Active_Promoter	0.768168168168168	0.606971538215542	-0.161196629952626	-0.209845495599001	0	0	0	0
Zic5	chr14	122456794	122465676	Active_Promoter	0.458936088786835	0.297988231040426	-0.160947857746409	-0.350697758748638	0.331214	0	-0.331214	-1
Bhlha9	chr11	76672469	76673675	Other	0.666666666666667	0.506550218340611	-0.160116448326055	-0.240174672489082	0.538921	0	-0.538921	-1
Rnf208	chr2	25242928	25244261	Active_Promoter	0.634665036010328	0.475984672963821	-0.158680363046506	-0.250022222815381	0.586352	0.497756	-0.088596	-0.151096952001528
Arf6	chr12	69372149	69373782	Active_Promoter	0.548856548856549	0.390252157725503	-0.158604391131045	-0.288972394447093	0	0	0	0
Plekhj1	chr10	80796098	80798625	Active_Promoter	0.645111853241228	0.488023952095808	-0.157087901145419	-0.243504905941759	0	0	0	0
Vamp2	chr11	69088489	69092383	Active_Promoter	0.625061831447474	0.468834680416474	-0.156227151031	-0.249938715133542	0	0	0	0
Tnfsf13	chr11	69682845	69685783	Other	0.523535017418881	0.370103556956326	-0.153431460462555	-0.293068190966478	0.394043	0	-0.394043	-1
Ly6g6e	chr17	35076901	35078803	Other	0.395782338542647	0.247137094904724	-0.148645243637923	-0.375573210733116	0.375569	0	-0.375569	-1
Rpl18a	chr8	70894721	70897411	Other	0.385805311730542	0.237162365268175	-0.148642946462366	-0.385279678487638	0.546709	0	-0.546709	-1
Gclm	chr3	122245556	122270731	Active_Promoter	0.311878422748844	0.163666463380104	-0.14821195936874	-0.475223511977599	0.299864	0	-0.299864	-1
Gm11564	chr11	99814975	99815665	Other	0.193798449612403	0.0465753424657534	-0.14722310714665	-0.759671232876714	0.206098	0.374053	0.167955	0.814927849857835
H2-Ke6	chr17	34026032	34028059	Other	0.428795444228944	0.281778898091466	-0.147016546137478	-0.342859393951449	0	0	0	0
Frat1	chr19	41829969	41832582	Active_Promoter	0.443475063511165	0.296762321314274	-0.146712742196891	-0.330825235212345	0	0	0	0
A330070K13Rik	chr5	130378777	130384630	Other	0.50651558476662	0.360388671335489	-0.146126913431131	-0.288494407330941	0.37955	0	-0.37955	-1
Cnfn	chr7	25367619	25369723	Other	0.44498995759875	0.299233588803732	-0.145756368795018	-0.327549793666237	0.464613	0	-0.464613	-1
Enho	chr4	41638143	41640323	Active_Promoter	0.54421768707483	0.398893669330055	-0.145324017744775	-0.267032882606024	0.388729	0	-0.388729	-1
Tmem88	chr11	69396518	69398233	Active_Promoter	0.489237222651507	0.346335721388996	-0.142901501262511	-0.292090410635624	0	0	0	0
Vmac	chr17	56713935	56718021	Active_Promoter	0.397929294549031	0.255170204148254	-0.142759090400777	-0.35875491539914	0	0	0	0
Paqr4	chr17	23736185	23740866	Active_Promoter	0.346178263077704	0.204370238584006	-0.141808024493698	-0.409638731308405	0.365513	0	-0.365513	-1
Pigyl	chr9	22156845	22158357	Other	0.582049110922947	0.440787836412548	-0.141261274510399	-0.24269648704798	0.569159	0	-0.569159	-1
Neurog1	chr13	56250477	56252162	Repressed_Promoter	0.141004862236629	0	-0.141004862236629	-1	0	0	0	0
Taar7a	chr10	23992404	23993480	Other	0.40705237932215	0.266083150984683	-0.140969228337467	-0.346317170709622	0.202346	0	-0.202346	-1
Scd2	chr19	44293673	44306863	Active_Promoter	0.5276028286092	0.386726676478541	-0.140876152130659	-0.267011745372971	0	0	0	0
Klhl34	chrX	157818434	157820368	Other	0.309670592565329	0.169012813571557	-0.140657778993772	-0.454217424485014	0.24873	0.305518	0.056788	0.228311824066257
Thrsp	chr7	97412937	97417729	Other	0.524393435315419	0.383868954588869	-0.14052448072655	-0.267975285850071	0.375534	0	-0.375534	-1
Eid1	chr2	125673094	125674784	Active_Promoter	0.570859090646485	0.430344827586207	-0.140514263060278	-0.246145266603618	0	0	0	0
Gpr62	chr9	106463961	106465937	Active_Promoter	0.690964523281597	0.55065644683919	-0.140308076442407	-0.20306118724597	0	0	0	0
Gm5136	chr10	108698763	108700159	Other	0.187142013014216	0.0469211849624499	-0.140220828051766	-0.749274979964623	0.274168	0	-0.274168	-1
C030006K11Rik	chr15	76721464	76723844	Active_Promoter	0.631203141735095	0.490993995997332	-0.140209145737763	-0.222129987110562	0	0	0	0
Ier5l	chr2	30471536	30474218	Repressed_Promoter	0.47913292637349	0.340764331210191	-0.138368595163298	-0.288789577060788	0	0	0	0
Bricd5	chr17	24473883	24475468	Other	0.32869663803253	0.190542193232776	-0.138154444799753	-0.42030988094889	0.322384	0	-0.322384	-1
Gpr68	chr12	100876681	100908197	Active_Promoter	0.349102858396504	0.211206765965547	-0.137896092430957	-0.395001327300326	0.334475	0	-0.334475	-1
Emc6	chr11	73175518	73177036	Active_Promoter	0.346756179432408	0.209898921139492	-0.136857258292916	-0.394678642834664	0	0	0	0
Dnajc30	chr5	135064201	135065861	Other	0.406008737805973	0.269313465673284	-0.136695272132689	-0.336680616460068	0	0	0	0
Rpl37a	chr1	72711289	72713812	Active_Promoter	0.428539214607854	0.293594743977474	-0.13494447063038	-0.314894100774102	0	0	0	0
Inka2	chr3	105704598	105720841	Active_Promoter	0.503978145921778	0.370177312755861	-0.133800833165917	-0.265489355537818	0.375109	0	-0.375109	-1
Galnt7	chr8	57523827	57653031	Active_Promoter	0.450291530028945	0.316751642199603	-0.133539887829342	-0.296563179460111	0.403952	0	-0.403952	-1
Bhlhe40	chr6	108660628	108666924	Active_Promoter	0.457290489886786	0.324251182827372	-0.133039307059414	-0.290929529482127	0.410298	0	-0.410298	-1
Mcu	chr10	59446983	59616691	Active_Promoter	0.368946000257575	0.235912155251153	-0.133033845006422	-0.360578092494691	0.388295	0	-0.388295	-1
Tmem141	chr2	25620066	25622004	Other	0.48846417195082	0.35574745186863	-0.13271672008219	-0.271702056574893	0.45693	0	-0.45693	-1
2310033P09Rik	chr11	59208320	59210737	Other	0.5	0.367473449108893	-0.132526550891107	-0.265053101782214	0	0	0	0
Exoc3l	chr8	105289923	105296100	Active_Promoter	0.457473345436815	0.325600277764599	-0.131873067672217	-0.288263937096267	0.349356	0.358948	0.009592	0.027456233755825
Abtb1	chr6	88835913	88841983	Active_Promoter	0.464572351866077	0.332704530690749	-0.131867821175328	-0.283847759440798	0.472837	0	-0.472837	-1
Taar5	chr10	23970705	23971718	Other	0.526772793053546	0.396135265700483	-0.130637527353062	-0.247995965387269	0.223466	0	-0.223466	-1
2310034G01Rik	chr19	46348200	46350301	Poised_Enhancer	0.5830491962981	0.452497003595685	-0.130552192702415	-0.223912825077743	0	0	0	0
4930412O13Rik	chr2	9881251	9883920	Repressed_Promoter	0.368366451201022	0.237891207153502	-0.130475244047519	-0.354199584739917	0	0	0	0
Gm1673	chr5	33983432	33985012	Active_Promoter	0.398972985041304	0.269056693663649	-0.129916291377654	-0.32562678739816	0	0	0	0
Hgh1	chr15	76368897	76371436	Active_Promoter	0.288865840793052	0.15925094755977	-0.129614893233282	-0.448702736458688	0.281022	0.287438	0.006416	0.0228309527367964
Nop10	chr2	112261925	112263268	Active_Promoter	0.412912519643793	0.283978470364521	-0.128934049279271	-0.312255122199972	0	0	0	0
Samd10	chr2	181595217	181599211	Active_Promoter	0.541502662653392	0.413202756619514	-0.128299906033878	-0.236933102794364	0	0	0	0
Slc16a13	chr11	70216788	70221063	Active_Promoter	0.510407964753676	0.382210394357595	-0.128197570396081	-0.251166868953445	0.421697	0	-0.421697	-1
H4c11	chr13	21735063	21735836	Active_Promoter	0.377099236641221	0.25	-0.127099236641221	-0.337044534412955	0	0	0	0
Ccnq	chr11	78750505	78751728	Other	0.395847099246729	0.268968995943976	-0.126878103302754	-0.32052300886932	0.543455	0	-0.543455	-1
Fzd1	chr5	4753838	4758034	Active_Promoter	0.416598515250068	0.290324704121511	-0.126273811128557	-0.303106723874807	0.623755	0	-0.623755	-1
Otud1	chr2	19657751	19660582	Active_Promoter	0.480317131118491	0.354278378389535	-0.126038752728956	-0.262407364974586	0	0	0	0
Rasl11b	chr5	74195285	74199480	Active_Promoter	0.45236039343448	0.326530987225543	-0.125829406208937	-0.278161855094332	0	0	0	0
Ccndbp1	chr2	121008402	121016903	Active_Promoter	0.387409697287174	0.261887605995673	-0.125522091291501	-0.324003483058029	0.318847	0	-0.318847	-1
Tspyl1	chr10	34282189	34285274	Active_Promoter	0.621060814447169	0.495714837925893	-0.125345976521275	-0.201825608065211	0	0	0	0
Mpp3	chr11	101999651	102028460	Active_Promoter	0.458587623382044	0.333739859715061	-0.124847763666983	-0.272244075725903	0.3906	0	-0.3906	-1
Hmgcl	chr4	135946447	135962616	Other	0.368681233829532	0.243844352512214	-0.124836881317318	-0.3386038394757	0.350893	0	-0.350893	-1
Gpank1	chr17	35121454	35124813	Active_Promoter	0.273586531973265	0.148768127661869	-0.124818404311396	-0.456230076133986	0.224668	0	-0.224668	-1
Ost4	chr5	30905884	30907787	Active_Promoter	0.301350580178809	0.177000643638704	-0.124349936540105	-0.412642100991878	0	0	0	0
Mt3	chr8	94152606	94154145	Active_Promoter	1	0.875784190715182	-0.124215809284818	-0.124215809284818	0	0	0	0
Bhlhe41	chr6	145858242	145865557	Active_Promoter	0.512481105202618	0.388294662003586	-0.124186443199033	-0.242323945094393	0	0	0	0
Bloc1s1	chr10	128917881	128924034	Other	0.47364378970886	0.34945913496328	-0.124184654745579	-0.262189977877495	0.363348	0	-0.363348	-1
Boc	chr16	44485048	44558896	Active_Promoter	0.481608212702794	0.35792967644481	-0.123678536257985	-0.256803212644358	0.448385	0	-0.448385	-1
Sowahb	chr5	93041122	93045021	Active_Promoter	0.646357093562063	0.523671656522454	-0.122685437039608	-0.189810614382664	0	0	0	0
1810037I17Rik	chr3	122924202	122926183	Active_Promoter	0.531642976456869	0.409046154778315	-0.122596821678554	-0.230599908411468	0	0	0	0
Cox7c	chr13	86044815	86046903	Active_Promoter	0.469648418107144	0.347135702943691	-0.122512715163453	-0.260860487207057	0	0	0	0
Pfn1	chr11	70651849	70654643	Other	0.641892021022456	0.519843433556629	-0.122048587465827	-0.190138813801453	0	0	0	0
Cited4	chr4	120666571	120667819	Other	0.597014925373134	0.475703324808184	-0.12131160056495	-0.203196930946291	0	0	0	0
Ndufaf3	chr9	108565536	108567433	Active_Promoter	0.347656940760389	0.226735984116203	-0.120920956644186	-0.347816892076741	0	0	0	0
Maz	chr7	127022129	127027036	Active_Promoter	0.580869624249007	0.4609572380404	-0.119912386208607	-0.206435973242083	0	0	0	0
Pgp	chr17	24470391	24473109	Active_Promoter	0.714017665095419	0.594742539044379	-0.11927512605104	-0.167047864334141	0	0	0	0
Lrrn1	chr6	107529767	107570213	Active_Promoter	0.460555231430637	0.341770372938417	-0.118784858492219	-0.257916641448701	0	0	0	0
Sft2d3	chr18	31909097	31911823	Active_Promoter	0.462998132750283	0.344224363598052	-0.118773769152232	-0.256531853480049	0	0	0	0
Cnr1	chr4	33924592	33948830	Active_Promoter	0.561464871200543	0.443329352858663	-0.11813551834188	-0.210405894298033	0.340575	0	-0.340575	-1
Atp6v0e2	chr6	48537614	48541800	Active_Promoter	0.47682934528695	0.358993161113572	-0.117836184173378	-0.247124438414053	0	0	0	0
Scg2	chr1	79434668	79440119	Active_Promoter	0.424373429236402	0.30667443265405	-0.117698996582351	-0.27734770481303	0.364633	0	-0.364633	-1
Fau	chr19	6057843	6059523	Other	0.31643879758781	0.198860952180988	-0.117577845406822	-0.371565832960779	0.479351	0	-0.479351	-1
Egr1	chr18	34859822	34864983	Active_Promoter	0.481608255849596	0.364163787467188	-0.117444468382408	-0.243858918438237	0.380881	0	-0.380881	-1
Max	chr12	76937268	76962200	Active_Promoter	0.456811177686525	0.339454320587843	-0.117356857098682	-0.256904521673537	0.406942	0	-0.406942	-1
Nrn1	chr13	36725360	36735130	Bivalent_Promoter	0.585760216659144	0.468514834828473	-0.117245381830671	-0.20015934591696	0	0	0	0
Tssk5	chr15	76371951	76374937	Other	0.406029967016476	0.288788382321857	-0.11724158469462	-0.288751063267856	0.309504	0	-0.309504	-1
Avp	chr2	130580619	130582553	Repressed_Promoter	0.315760232113093	0.198529411764706	-0.117230820348387	-0.371265309642918	0.544904	0	-0.544904	-1
Uqcc3	chr19	8880013	8880922	Other	0.551062243756988	0.433915306007014	-0.117146937749975	-0.212583857952779	0	0	0	0
Ccsap	chr8	123840830	123860208	Active_Promoter	0.430772313972117	0.313898995397162	-0.116873318574955	-0.271311119085801	0.429765	0	-0.429765	-1
Polr2l	chr7	141471859	141475131	Active_Promoter	0.270676818855568	0.154118303628572	-0.116558515226996	-0.430618756788298	0	0	0	0
Zfp608	chr18	54888047	54992554	Active_Promoter	0.409299818371631	0.293111486528061	-0.116188331843569	-0.283870958716316	0	0	0	0
Rnf227	chr11	69340460	69342640	Other	0.433278920448362	0.317745108783576	-0.115533811664786	-0.26664997121307	0	0	0	0
Chka	chr19	3851772	3894368	Other	0.433390487497332	0.317932021367652	-0.11545846612968	-0.266407476537867	0.394872	0	-0.394872	-1
Ssna1	chr2	25271038	25272437	Other	0.778523489932886	0.663253012048193	-0.115270477884693	-0.148062941420856	0	0	0	0
Irf2bpl	chr12	86880700	86884797	Active_Promoter	0.719662328526205	0.604681978798587	-0.114980349727618	-0.159769860349764	0	0	0	0
Npff	chr15	102523838	102524941	Other	0.42845018624169	0.313648897058823	-0.114801289182866	-0.267945476205503	0.501782	0	-0.501782	-1
Gm17190	chr13	96082053	96083230	Other	0.165068183870676	0.0504008197997198	-0.114667364070957	-0.694666660661839	0.211263	0	-0.211263	-1
Kctd12	chr14	102976580	102982636	Active_Promoter	0.446433966115534	0.331801506111521	-0.114632460004013	-0.256773607531347	0	0	0	0
Arl4d	chr11	101665540	101667831	Other	0.348835453360247	0.234206274541885	-0.114629178818362	-0.328605300046675	0.405588	0.289581	-0.116007	-0.286021775792183
Xk	chrX	9272755	9313249	Other	0.278979548753294	0.16446636675573	-0.114513181997564	-0.410471600908745	0	0	0	0
Zic4	chr9	91362412	91389347	Active_Promoter	0.386369324684341	0.272420010195829	-0.113949314488512	-0.294923295428816	0.355091	0	-0.355091	-1
Brd3os	chr2	27442323	27444220	Other	0.446363906203621	0.332471768362103	-0.113892137841518	-0.255155348043672	0.330985	0	-0.330985	-1
Igip	chr18	36298678	36301516	Other	0.524649624039968	0.410796915167095	-0.113852708872873	-0.217007129436539	0.498526	0	-0.498526	-1
Mcam	chr9	44134468	44142726	Other	0.348191396323863	0.234602315999141	-0.113589080324723	-0.326225982387774	0.409592	0	-0.409592	-1
Tbcc	chr17	46890683	46891846	Active_Promoter	0.907668231611894	0.794163424124514	-0.11350480748738	-0.125050986180062	0	0	0	0
Prrt1	chr17	34629532	34633125	Active_Promoter	0.673930135909244	0.56052828574484	-0.113401850164404	-0.168269445335615	0	0	0	0
Timm29	chr9	21592721	21595969	Active_Promoter	0.430570295400881	0.318000113277629	-0.112570182123252	-0.261444375809632	0.624137	0	-0.624137	-1
Scd1	chr19	44394454	44407878	Active_Promoter	0.49374097167877	0.381264704723284	-0.112476266955485	-0.227804199787298	0.332413	0	-0.332413	-1
Cdkn1b	chr6	134920400	134925512	Active_Promoter	0.575975503970225	0.463534614498049	-0.112440889472176	-0.19521817976132	0	0	0	0
Krt24	chr11	99279958	99285261	Other	0.470884248967157	0.358455221572764	-0.112429027394393	-0.238761495295279	0.349551	0	-0.349551	-1
Rps6ka5	chr12	100548438	100726982	Active_Promoter	0.282050258360048	0.169916243382684	-0.112134014977364	-0.397567496053206	0	0	0	0
Tor1b	chr2	30952958	30959014	Other	0.405792617923838	0.293709895125648	-0.11208272279819	-0.276206904333648	0.475738	0	-0.475738	-1
Tmem86b	chr7	4628039	4631421	Other	0.35230647488712	0.240910001028189	-0.111396473858931	-0.31619195728555	0.323907	0	-0.323907	-1
Slc39a7	chr17	34028268	34031681	Other	0.332919652612374	0.221731050259641	-0.111188602352733	-0.333980290680504	0.497488	0	-0.497488	-1
Prag1	chr8	36094827	36147786	Active_Promoter	0.491393423947831	0.380399690929698	-0.110993733018132	-0.225875495293392	0.394237	0	-0.394237	-1
Rnf182	chr13	43615709	43670944	Active_Promoter	0.520546009172467	0.409572353367948	-0.110973655804519	-0.21318702640894	0.430375	0	-0.430375	-1
Mdk	chr2	91929804	91932296	Other	0.4482372691662	0.337373911049977	-0.110863358116223	-0.247331861365407	0	0	0	0
Cox14	chr15	99725646	99729531	Active_Promoter	0.479128296185193	0.368391464815584	-0.110736831369609	-0.231121460058387	0.562486	0	-0.562486	-1
Lpcat3	chr6	124663026	124704417	Other	0.395627904832083	0.284891211400814	-0.110736693431269	-0.279901119407311	0.371699	0	-0.371699	-1
Preb	chr5	30950852	30960360	Active_Promoter	0.419905225721069	0.309564554958982	-0.110340670762088	-0.262775178786139	0.376326	0	-0.376326	-1
Flrt3	chr2	140650913	140671468	Active_Promoter	0.334597536714896	0.224316270388307	-0.110281266326589	-0.329593778272664	0.420675	0	-0.420675	-1
Trmt12	chr15	58872673	58877126	Active_Promoter	0.429253361512954	0.319026504606259	-0.110226856906695	-0.256787405270835	0.407456	0	-0.407456	-1
Gpr150	chr13	76054850	76056995	Active_Promoter	0.500077727456447	0.389934815495378	-0.110142911961068	-0.220251584731217	0	0	0	0
Cpeb2	chr5	43233169	43289723	Active_Promoter	0.43266231100417	0.322896961174232	-0.109765349829938	-0.25369750735899	0	0	0	0
Slc39a1	chr3	90248171	90253611	Other	0.356933352816479	0.247318024647575	-0.109615328168904	-0.307103069253559	0.393858	0	-0.393858	-1
Hand2	chr8	57320982	57324632	Repressed_Promoter	0.174556612694676	0.0649744071868798	-0.109582205507796	-0.627774587373958	0	0	0	0
Rnf112	chr11	61448441	61454130	Active_Promoter	0.542621354246758	0.433389890007021	-0.109231464239737	-0.201303290747499	0.437853	0	-0.437853	-1
Tmsb4x	chrX	167207092	167209314	Active_Promoter	0.181418092909535	0.0724754189598664	-0.108942673949669	-0.600506113819606	0.28802	0	-0.28802	-1
Ndst3	chr3	123526165	123690852	Active_Promoter	0.440947901870911	0.332298110325456	-0.108649791545455	-0.246400518257285	0.254685	0	-0.254685	-1
Syn2	chr6	115134901	115282005	Active_Promoter	0.408823184616108	0.300271575188227	-0.108551609427881	-0.265522146278991	0	0	0	0
Amigo1	chr3	108186334	108192285	Active_Promoter	0.384803413260131	0.276458484628419	-0.108344928631712	-0.281559167351953	0.48349	0	-0.48349	-1
Phlda2	chr7	143501544	143503149	Repressed_Promoter	0.23343023255814	0.125132275132275	-0.108297957425864	-0.463941436544174	0	0	0	0
Fbxl22	chr9	66508374	66514608	Other	0.556892620432455	0.44865150419841	-0.108241116234046	-0.194366224766978	0	0	0	0
Rpl7a	chr2	26910763	26913317	Active_Promoter	0.400133008202172	0.29201387384926	-0.108119134352912	-0.270207986186142	0	0	0	0
Btbd17	chr11	114791216	114795944	Other	0.642997293640054	0.534896040259568	-0.108101253380486	-0.168120852839857	0	0	0	0
Ptma	chr1	86526725	86530711	Active_Promoter	0.53757225433526	0.429537283101454	-0.108034971233806	-0.200968279822026	0	0	0	0
Cd300ld3	chr11	115042130	115048408	Other	0.587630484263402	0.479613805349018	-0.108016678914384	-0.183817350881283	0	0	0	0
Eid3	chr10	82866625	82867929	Other	0.448863810604434	0.341190629851215	-0.10767318075322	-0.239879398181441	0.630667	0	-0.630667	-1
Itm2c	chr1	85894280	85908674	Active_Promoter	0.446822784783139	0.339390898256858	-0.10743188652628	-0.240435112498618	0.440398	0	-0.440398	-1
Nab1	chr1	52457293	52500678	Active_Promoter	0.378790090451499	0.271944810284218	-0.106845280167281	-0.282069892694201	0	0	0	0
Nanos1	chr19	60755986	60759913	Active_Promoter	0.394570794765266	0.287741016370341	-0.106829778394925	-0.270749330189223	0	0	0	0
Mus81	chr19	5482344	5488401	Other	0.577711524358058	0.470923376899168	-0.10678814745889	-0.184846836104838	0.553231	0.439981	-0.113249	-0.204704725512489
Abhd8	chr8	71456704	71463654	Active_Promoter	0.531024844273042	0.424257174728729	-0.106767669544313	-0.201059650401998	0.533021	0.753927	0.220906	0.414441457278419
Sptssb	chr3	69819541	69859939	Active_Promoter	0.25847879427701	0.15204661727496	-0.106432177002049	-0.411763670206486	0.295325	0	-0.295325	-1
Tmem64	chr4	15265830	15286752	Active_Promoter	0.403258659353941	0.29693682975786	-0.106321829596081	-0.263656655920095	0	0	0	0
Ppp1r14b	chr19	6974967	6977323	Other	0.263825989223497	0.157642255677469	-0.106183733546028	-0.402476396880202	0	0	0	0
Tmem109	chr19	10870659	10882000	Active_Promoter	0.532031183569966	0.426083796136509	-0.105947387433457	-0.199137551905403	0.340397	0	-0.340397	-1
Armcx3	chrX	134756594	134761454	Other	0.284534096216721	0.178710698130445	-0.105823398086276	-0.371918161982505	0.306701	0	-0.306701	-1
Cox8a	chr19	7215152	7217615	Other	0.772167845721485	0.666627153469259	-0.105540692252226	-0.136681024516908	0	0	0	0
Hnrnpa3	chr2	75659260	75669406	Active_Promoter	0.381231153166268	0.275732302315942	-0.105498850850326	-0.276731977368897	0	0	0	0
Rgmb	chr17	15803187	15831038	Bivalent_Promoter	0.345833838241545	0.240469538927563	-0.105364299313981	-0.304667408631049	0.533387	0	-0.533387	-1
Exph5	chr9	53301669	53377513	Active_Promoter	0.458334569745609	0.353408466278245	-0.104926103467364	-0.228929062727259	0.397282	0	-0.397282	-1
