gene	chr	start	end	num_contexts	mean_coverage	chg_mc_group1	chg_mc_group2	chg_mc_difference	chg_mc_qvalue	chg_mc_direction	cg_mc_difference	cg_mc_qvalue	cg_mc_significant	cg_mc_direction	cg_hmc_difference	cg_hmc_qvalue	cg_hmc_significant	cg_hmc_direction	concordant_with_cg_mc
Tnks	chr8	34826459	34965689	6712	12.5100566150179	0.000157727764285322	0.000871122361011464	0.000713394596726142	1.52201154887411e-11	Hypermethylated	0.0148946081726447	6.34015092632906e-06	TRUE	Hypermethylated	-0.0341899660671171	1.45332440840093e-37	TRUE	Hypomethylated	TRUE
Tafa2	chr10	123263995	123741203	24850	13.2168913480885	0.000158663097100262	0.000389767415030049	0.000231104317929786	3.78768348082012e-11	Hypermethylated	-0.0113626577572655	6.19691142429911e-14	TRUE	Hypomethylated	0.00600296938949715	1.20003716211924e-11	TRUE	Hypermethylated	FALSE
Mtmr7	chr8	40551094	40634796	3791	12.3168029543656	0.000354557902973396	0.00160465520635032	0.00125009730337692	7.54561783224178e-11	Hypermethylated	0.0321056818040498	5.87549203552901e-17	TRUE	Hypermethylated	-0.0504517673693499	1.59530706557235e-58	TRUE	Hypomethylated	TRUE
Mfhas1	chr8	35587797	35679448	2889	12.116303219107	0.000111706881143878	0.00165058007925042	0.00153887319810655	1.09516840550198e-09	Hypermethylated	0.0234793687003063	4.33522911162094e-08	TRUE	Hypermethylated	-0.0286405431415945	1.35103043993805e-14	TRUE	Hypomethylated	TRUE
Tenm3	chr8	48227681	48843950	32478	12.930044953507	0	0.000393751947465778	0.000393751947465778	1.82818436547357e-09	Hypermethylated	-0.0122636725772417	1.55675564598631e-35	TRUE	Hypomethylated	0.00270251039658309	2.06608228748296e-05	TRUE	Hypermethylated	FALSE
Dctd	chr8	48099091	48153232	2149	12.0801535597953	0.000528206633643413	0.0021750161781501	0.00164680954450669	2.28093817281974e-07	Hypermethylated	-0.0283254670209512	1.10471918745926e-13	TRUE	Hypomethylated	0.0124504233726417	2.31557766194818e-05	TRUE	Hypermethylated	FALSE
Slc7a2	chr8	40862395	40922307	2723	12.3999265515975	0.000186807961415665	0.00131822389205267	0.00113141593063701	8.04923942225777e-07	Hypermethylated	-0.0199366380040302	1.09331255875396e-06	TRUE	Hypomethylated	-0.0132214652281348	3.54342909304487e-06	TRUE	Hypomethylated	FALSE
Trmt9b	chr8	36457547	36516569	2308	12.2918110918544	0.00016675004168751	0.00152700785964881	0.0013602578179613	8.28926310919213e-07	Hypermethylated	0.0684615039214251	3.15956174192465e-47	TRUE	Hypermethylated	-0.0253446765746251	4.73336842537302e-08	TRUE	Hypomethylated	TRUE
Me3	chr7	89632391	89854358	8208	12.250456871345	0.000620567823351072	0.000206895969328728	-0.000413671854022344	1.16565041137206e-06	Hypomethylated	0.0557590431057332	3.24424262320093e-84	TRUE	Hypermethylated	-0.0364051875746315	1.09613162227393e-58	TRUE	Hypomethylated	FALSE
Csgalnact1	chr8	68356780	68735145	17399	12.8511265015231	0	0.0003467919169313	0.0003467919169313	1.82437948585661e-06	Hypermethylated	-0.0276213264137394	4.61054283399681e-40	TRUE	Hypomethylated	0.0027527456709564	0.0516880760727344	FALSE	Hypermethylated	FALSE
Spon1	chr7	113765997	114043369	9695	11.9726663228468	0.000729164888091166	0.000304136253041363	-0.000425028635049803	2.35105470775285e-06	Hypomethylated	0.0587516283197373	1.18603014785841e-114	TRUE	Hypermethylated	-0.0307597530091797	6.25248104228061e-46	TRUE	Hypomethylated	FALSE
Gsr	chr8	33652522	33698162	1695	11.8727138643068	0.000199959668022699	0.00192979241867192	0.00172983275064922	2.88965522328575e-06	Hypermethylated	0.0333864711696952	4.19675362732967e-14	TRUE	Hypermethylated	-0.0394128239972579	7.5189843997986e-28	TRUE	Hypomethylated	TRUE
Palld	chr8	61511432	61902689	19381	12.7152494711315	0	0.000271113873641527	0.000271113873641527	5.76438803171699e-06	Hypermethylated	-0.0163996791688859	3.03252447146836e-23	TRUE	Hypomethylated	0.00580113369240852	2.66755347574611e-09	TRUE	Hypermethylated	FALSE
Psd3	chr8	67689081	68212026	25150	12.7617892644135	0	0.000199496590760302	0.000199496590760302	8.9237775975874e-06	Hypermethylated	0.0248851305634928	2.87468644559049e-41	TRUE	Hypermethylated	-0.0153883348386124	1.37559776230016e-25	TRUE	Hypomethylated	TRUE
Msr1	chr8	39581684	39642672	3137	13.5215970672617	0.000133014099494546	0.000838607220379349	0.000705593120884803	2.23456241656226e-05	Hypermethylated	-0.0368758194983432	3.3613027216308e-13	TRUE	Hypomethylated	0.00168917219840113	0.575910869260912	FALSE	Hypermethylated	FALSE
Nox4	chr7	87246095	87398709	7480	13.7845254010695	0.000407284882690427	0.000120907893200807	-0.000286376989489619	4.70531871123347e-05	Hypomethylated	0.0106896170482993	0.00280976695748575	TRUE	Hypermethylated	-0.00453390355583674	0.00746969720073159	TRUE	Hypomethylated	FALSE
Sh3rf1	chr8	61223871	61396070	7233	12.3564565187336	0	0.000568488006109473	0.000568488006109473	4.978896285381e-05	Hypermethylated	-0.021103199975639	2.00676743379874e-22	TRUE	Hypomethylated	0.0112353795420443	2.51834101145669e-14	TRUE	Hypermethylated	FALSE
Cpe	chr8	64592541	64693053	3955	12.2477876106195	0	0.000929970384556812	0.000929970384556812	0.000112848890233359	Hypermethylated	0.0194691291583061	1.92417674762521e-06	TRUE	Hypermethylated	-0.0237218816864665	6.65618208899095e-11	TRUE	Hypomethylated	TRUE
Vps37a	chr8	40511782	40550756	1906	12.8752623294858	0.000163413950882435	0.00124554858937078	0.00108213463848835	0.000180856487187188	Hypermethylated	0.0254135748316193	0.000411956086737501	TRUE	Hypermethylated	-0.0513510124329843	1.32673710434168e-20	TRUE	Hypomethylated	TRUE
Mrpl48	chr7	100545750	100608300	3065	12.6153344208809	0.00082381312015491	0.000220623924458368	-0.000603189195696541	0.000255954415466095	Hypomethylated	0.0814204367650622	1.29347443959583e-49	TRUE	Hypermethylated	-0.037101063134371	4.82104818074937e-23	TRUE	Hypomethylated	FALSE
Nars2	chr7	96951504	97064757	5618	12.5820131719473	0.000648487829380001	0.000223905886909373	-0.000424581942470629	0.000258599306065543	Hypomethylated	0.0274819983010327	5.32190708386005e-15	TRUE	Hypermethylated	-0.0168774890376794	1.75425891611641e-14	TRUE	Hypomethylated	FALSE
Spock3	chr8	62951008	63357102	16942	13.4364744422146	0	0.000176979135087803	0.000176979135087803	0.000258599306065543	Hypermethylated	-0.0131299578597666	1.73596063836018e-08	TRUE	Hypomethylated	0.00492943117107438	5.97631233485861e-05	TRUE	Hypermethylated	FALSE
Wdr17	chr8	54629054	54887183	11470	13.2604184829991	0	0.000265537381967771	0.000265537381967771	0.000258599306065543	Hypermethylated	-0.0122424053147295	2.70301960319888e-06	TRUE	Hypomethylated	-0.00247610870155	0.148630404800898	FALSE	Hypomethylated	FALSE
Stox2	chr8	47180047	47446361	10125	12.2348395061728	0	0.000321364411593155	0.000321364411593155	0.000282895995463833	Hypermethylated	-0.0119141837874086	9.32673948737379e-09	TRUE	Hypomethylated	-0.00399268483108187	0.0115070681183252	TRUE	Hypomethylated	FALSE
C2cd3	chr7	100372232	100470151	4291	12.1446049871825	0.00062354845891674	0.00017310450566299	-0.000450443953253749	0.000915852173029588	Hypomethylated	0.0302864802835675	1.13384617291738e-21	TRUE	Hypermethylated	-0.0191827202189967	2.81167864704391e-20	TRUE	Hypomethylated	FALSE
Pcm1	chr8	41239751	41332343	4508	12.8234250221828	4.79653114867328e-05	0.000440016953382116	0.000392051641895384	0.00095000672571751	Hypermethylated	0.018695247767841	0.000111423952529943	TRUE	Hypermethylated	-0.0341774497682231	1.94428285021161e-18	TRUE	Hypomethylated	TRUE
Gm19410	chr8	35765789	35818046	2150	12.2501162790698	0.000272034820457019	0.00117380916405674	0.000901774343599725	0.00135277152955475	Hypermethylated	-0.0292886509269231	2.04736506142662e-09	TRUE	Hypomethylated	-0.00446103246547123	0.170856842303977	FALSE	Hypomethylated	FALSE
Tex15	chr8	33516737	33585581	3885	13.062676962677	3.31403826609518e-05	0.000468055602756603	0.000434915220095651	0.00172946134996359	Hypermethylated	-0.0195593584960345	2.81669558553879e-05	TRUE	Hypomethylated	-0.0102078035678686	4.58321067606818e-05	TRUE	Hypomethylated	FALSE
Pgm2l1	chr7	100227393	100278867	2617	13.0302827665266	0.0011714775419683	0.000425414779409925	-0.000746062762558372	0.00184525510161942	Hypomethylated	0.0487499153441719	8.88633443659319e-18	TRUE	Hypermethylated	-0.0199063289785313	1.31626188087522e-05	TRUE	Hypomethylated	FALSE
Micu3	chr8	40307457	40386307	3591	13.0901559454191	2.41341860745746e-05	0.000503504082091981	0.000479369896017407	0.00184525510161942	Hypermethylated	0.0472247581799823	1.83905284259088e-19	TRUE	Hypermethylated	-0.055001195028993	8.574458278448e-34	TRUE	Hypomethylated	TRUE
Galnt17	chr5	130872081	131308496	12127	11.7081512327863	0.000132024987952889	0.000336321787402269	0.00020429679944938	0.00384646525893577	Hypermethylated	0.0420164445537148	8.39986663951915e-103	TRUE	Hypermethylated	-0.0442275525427628	1.9340072558964e-155	TRUE	Hypomethylated	TRUE
Ints10	chr8	68793928	68831666	1935	12.4533591731266	0	0.0010928713475469	0.0010928713475469	0.00388553641763035	Hypermethylated	0.00795333849870727	0.186767781516407	FALSE	Hypermethylated	-0.0268556709040366	1.19869036950072e-11	TRUE	Hypomethylated	NA
Acer3	chr7	98206388	98321207	4715	12.6351007423118	0.00084512548835651	0.000364812086009814	-0.000480313402346696	0.00393294277493009	Hypomethylated	0.0367635206634869	1.95949500265885e-14	TRUE	Hypermethylated	-0.0135999351884172	5.92891122208924e-05	TRUE	Hypomethylated	FALSE
Asb5	chr8	54529579	54587874	3084	13.4626297016861	0	0.000633863161504276	0.000633863161504276	0.004471715859868	Hypermethylated	0.0100574847138883	0.0650897798679463	FALSE	Hypermethylated	0.000162799978179182	0.983809452496206	FALSE	Hypermethylated	NA
Parva	chr7	112427504	112591691	4043	11.7177838238931	0.000642700788771188	0.0001985022105928	-0.000444198578178388	0.00533283530386391	Hypomethylated	0.0256920748362753	9.88565281322378e-18	TRUE	Hypermethylated	-0.021335426516379	7.58895143177244e-19	TRUE	Hypomethylated	FALSE
Eri1	chr8	35465252	35496195	1250	12.6788	0.00042185192997258	0.00174389848118925	0.00132204655121667	0.00618850512764068	Hypermethylated	-0.0146141860562375	0.055716647322702	FALSE	Hypomethylated	-0.0150391960402161	0.000957511503415726	TRUE	Hypomethylated	NA
Tll1	chr8	64014930	64206270	8266	12.6951669489475	5.37345513164965e-06	0.000201420977160207	0.000196047522028557	0.00618850512764068	Hypermethylated	0.0491021591301806	4.61231154518919e-44	TRUE	Hypermethylated	-0.0353361775476612	1.38281636918563e-31	TRUE	Hypomethylated	TRUE
Impg1	chr9	80313329	80465480	5738	12.8868943882886	0.000999088043758405	0.000581222634100978	-0.000417865409657428	0.00776054085033462	Hypomethylated	-0.0121771216064208	0.000708158020852052	TRUE	Hypomethylated	0.00611369647859386	0.0031755768484069	TRUE	Hypermethylated	TRUE
Bckdhb	chr9	83925144	84124239	8712	12.4819501836547	0.000531130377905422	0.000288499094556688	-0.000242631283348734	0.00870842991043925	Hypomethylated	0.0138116296879403	2.2652659032423e-09	TRUE	Hypermethylated	-0.0203991251484345	4.28612955890923e-27	TRUE	Hypomethylated	FALSE
Gab2	chr7	97081585	97308945	8712	12.938246097337	0.000312130687622024	0.000118252006469529	-0.000193878681152495	0.011371919826386	Hypomethylated	0.0109305255972951	0.00407287250350687	TRUE	Hypermethylated	-0.00300280644459147	0.206988394369825	FALSE	Hypomethylated	FALSE
Nfia	chr4	97772733	98118873	16519	12.6131273079484	6.94904744595779e-05	4.28560100043482e-06	-6.52048734591431e-05	0.0154798930380387	Hypomethylated	0.0753905618880685	5.42898891909018e-293	TRUE	Hypermethylated	-0.0317963749701107	2.97245793132659e-64	TRUE	Hypomethylated	FALSE
Pdgfrl	chr8	40926211	40990784	1641	11.8816270566728	0.000142832657258756	0.000979962191288194	0.000837129534029438	0.0181260841096833	Hypermethylated	-0.0375697343954766	8.25686866836207e-12	TRUE	Hypomethylated	0.00145774858824435	0.861300661078765	FALSE	Hypermethylated	FALSE
Ddx60	chr8	61928086	62038243	5701	13.3692334678127	0	0.000265272514204003	0.000265272514204003	0.0181260841096833	Hypermethylated	-0.0147240656758667	1.2616475710827e-05	TRUE	Hypomethylated	-0.00220932245966921	0.239215748106888	FALSE	Hypomethylated	FALSE
Emsy	chr7	98587136	98656782	3795	13.0513175230567	0.000416031954730579	0.000103254229121134	-0.000312777725609444	0.0196910124838544	Hypomethylated	0.0398955990272946	6.82843016856694e-17	TRUE	Hypermethylated	-0.0308529095508273	4.68263929059301e-15	TRUE	Hypomethylated	FALSE
Vegfc	chr8	54077605	54187095	5020	13.3194721115538	0	0.000286003894983605	0.000286003894983605	0.0228633992980345	Hypermethylated	0.00465773803892211	0.367047012795243	FALSE	Hypermethylated	-0.0127837171234881	4.26115166713339e-05	TRUE	Hypomethylated	NA
Fchsd2	chr7	101092862	101284404	8838	12.5476352115863	0.000308357250593996	0.000122494492626169	-0.000185862757967827	0.0229422357883813	Hypomethylated	0.0282462142010325	4.01630026208965e-16	TRUE	Hypermethylated	-0.0206402253297624	2.72313482619053e-12	TRUE	Hypomethylated	FALSE
Shroom3	chr5	92683434	92965317	10336	12.0611696981424	0.000111656989727557	3.89241368572652e-06	-0.00010776457604183	0.0257283974583578	Hypomethylated	-0.00121683655949667	0.682119160090045	FALSE	Hypomethylated	-0.00500944520558112	0.000442087163812728	TRUE	Hypomethylated	NA
Frg1	chr8	41397458	41417073	1002	12.4785429141717	0.000139082058414465	0.00138896108853709	0.00124987903012263	0.0270674859182312	Hypermethylated	-0.0122810961029004	0.23169527769817	FALSE	Hypomethylated	-0.016739272541591	0.00865558615603199	TRUE	Hypomethylated	NA
Rras2	chr7	114046781	114117780	2456	12.029417752443	0.000805447948182925	0.000247596854063501	-0.000557851094119424	0.0324552261568264	Hypomethylated	0.0290396097744836	3.55130627161866e-11	TRUE	Hypermethylated	-0.0277704610448825	2.60106407618995e-14	TRUE	Hypomethylated	FALSE
Naf1	chr8	66860216	66890563	1592	13.1454145728643	0	0.000827973845191735	0.000827973845191735	0.0356833416079951	Hypermethylated	-0.00189318776186687	0.898437428591274	FALSE	Hypomethylated	-0.0241200777718103	3.10664702955845e-06	TRUE	Hypomethylated	NA
Mei4	chr9	81863669	82206006	16062	13.5544297098742	0.000501151678861706	0.000349073090196974	-0.000152078588664733	0.0356833416079951	Hypomethylated	0.00359333820362462	0.110849844403539	FALSE	Hypermethylated	2.54493011364251e-05	0.846815161748058	FALSE	Hypermethylated	NA
P4ha3	chr7	100285519	100319698	937	11.9842582710779	0.00203641986428872	0.000662045330633227	-0.00137437453365549	0.041329460062463	Hypomethylated	-0.00623764040028829	0.410622154692789	FALSE	Hypomethylated	0.0175309734682452	1.19253092517675e-05	TRUE	Hypermethylated	NA
Cep44	chr8	56531521	56551046	1098	13.3549635701275	0	0.00112695346103153	0.00112695346103153	0.0438663180095056	Hypermethylated	-0.00721328646943575	0.363765745936692	FALSE	Hypomethylated	-0.0164638948449206	7.93872192684545e-06	TRUE	Hypomethylated	NA
Rwdd4a	chr8	47533663	47552954	1037	12.8138862102218	0	0.00128014301206985	0.00128014301206985	0.0462392494174296	Hypermethylated	0.00962105945216718	0.150852476568924	FALSE	Hypermethylated	-0.0188336570383978	4.9791390805984e-07	TRUE	Hypomethylated	NA
E130114P18Rik	chr4	97568132	97778077	10114	12.5389064662844	9.56904500930807e-05	3.74821022961536e-06	-9.19422398634654e-05	0.0467340649379499	Hypomethylated	-0.00122698443085723	0.832756930363292	FALSE	Hypomethylated	-0.00385486281965053	0.10123158390746	FALSE	Hypomethylated	NA
Pls1	chr9	95752641	95845310	4390	12.5546697038724	0.000307003079323367	6.95108176209923e-05	-0.000237492261702375	0.0472740874447703	Hypomethylated	-0.00726141906349986	0.0284709702691161	TRUE	Hypomethylated	-0.00930094045029278	5.28733742111062e-08	TRUE	Hypomethylated	TRUE
