loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	resolution_kb	n_resolutions_detected	resolutions_list	is_multi_resolution	FDR_5kb	FDR_10kb	FDR_25kb	logFC_5kb	logFC_10kb	logFC_25kb	kept_from_resolution	n_overlaps
loop_144	chr9	66460000	66465000	chr9	66825000	66830000	chr9:66460000-66465000_chr9:66825000-66830000	-0.318407783000079	5.51094436743546	13.1255403882564	0.00217343894788586	0.0302264339991365	TRUE	TRUE	weak_differential	down_in_mutant	5	3	5kb,10kb,25kb	TRUE	0.0302264339991365	0.127062122459165	0.0502000455230571	-0.318407783000079	-0.123607345394559	-0.113470574250682	5	3
loop_8933	chr9	62550000	62575000	chr9	62775000	62800000	chr9:62550000-62575000_chr9:62775000-62800000	0.154938874616661	5.88294078986744	15.0849640385227	0.00171105085397099	0.0127240303752462	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.10084635568743	0.0753592422561423	0.0127240303752462	0.243339165431877	0.160651621504302	0.154938874616661	25	4
loop_2799	chr9	113025000	113050000	chr9	113425000	113450000	chr9:113025000-113050000_chr9:113425000-113450000	-0.144425064446861	5.64930900564396	10.074802159926	0.00690442177118158	0.0343283456077825	TRUE	TRUE	weak_differential	down_in_mutant	25	2	5kb,25kb	TRUE	0.19149675401934	NA	0.0343283456077825	-0.227939816995861	NA	-0.144425064446861	25	2
loop_8930	chr9	101675000	101700000	chr9	102000000	102025000	chr9:101675000-101700000_chr9:102000000-102025000	-0.136073443731699	5.59514557744862	10.867826594638201	0.00542204872134264	0.0289677710366546	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.370937147240934	0.0681825856754578	0.0289677710366546	-0.179471609233737	-0.187322796993081	-0.136073443731699	25	3
loop_9008	chr9	94730000	94740000	chr9	95450000	95460000	chr9:94730000-94740000_chr9:95450000-95460000	0.261999060865114	5.07637369315948	14.9328830144487	9.6665942129597e-4	0.0109005660302793	TRUE	TRUE	weak_differential	up_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.169089358656522	0.0109005660302793	0.14759826961616	0.211635330885647	0.261999060865114	0.102295872268001	10	3
loop_156	chr11	53430000	53435000	chr11	53465000	53470000	chr11:53430000-53435000_chr11:53465000-53470000	-0.274625147973199	6.36968274676987	15.8646226626913	0.00100359050058313	0.018241328143512	TRUE	TRUE	weak_differential	down_in_mutant	5	1	5kb	FALSE	0.018241328143512	NA	NA	-0.274625147973199	NA	NA	5	1
loop_182	chr11	35120000	35130000	chr11	35330000	35340000	chr11:35120000-35130000_chr11:35330000-35340000	-0.166128185414967	5.74511435744657	10.6457292279598	0.0038965685556166	0.0282899407512359	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.265922921783944	0.0282899407512359	NA	-0.156327267930245	-0.166128185414967	NA	10	2
loop_9543	chr11	61410000	61420000	chr11	61570000	61580000	chr11:61410000-61420000_chr11:61570000-61580000	-0.179817561815581	5.75764507634922	13.0802044505095	0.00172137473470388	0.0164937142234624	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.56618852332005	0.0164937142234624	NA	-0.0998034503244397	-0.179817561815581	NA	10	3
loop_9492	chr11	70410000	70420000	chr11	70750000	70760000	chr11:70410000-70420000_chr11:70750000-70760000	-0.208454814066031	5.4180139666089	10.7284698935395	0.00378522075163283	0.0278320714915381	TRUE	TRUE	weak_differential	down_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.039521640757584	0.0278320714915381	0.0321595023888251	-0.306773867006049	-0.208454814066031	-0.126094972592495	10	3
loop_9622	chr11	71750000	71760000	chr11	71930000	71940000	chr11:71750000-71760000_chr11:71930000-71940000	-0.327231693131887	4.89707878873842	24.6132768198313	7.52377806522488e-5	0.00172520917094397	TRUE	TRUE	weak_differential	down_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.0251054111008995	0.00172520917094397	0.00988096457093649	-0.416600274460507	-0.327231693131887	-0.16492529491385	10	3
loop_9442	chr11	71750000	71775000	chr11	72000000	72025000	chr11:71750000-71775000_chr11:72000000-72025000	-0.133007596559468	5.97935622013047	12.3706620870222	0.00351069104438786	0.0212118115886918	TRUE	TRUE	weak_differential	down_in_mutant	25	2	5kb,25kb	TRUE	0.729443663183821	NA	0.0212118115886918	-0.0778589043357189	NA	-0.133007596559468	25	2
loop_216	chr11	17765000	17770000	chr11	18750000	18755000	chr11:17765000-17770000_chr11:18750000-18755000	-0.585277781779022	3.92996168761787	15.1940076977039	0.00120441088476771	0.0205871830132063	TRUE	TRUE	moderate_differential	down_in_mutant	5	2	5kb,10kb	TRUE	0.0205871830132063	0.0304255450578207	NA	-0.585277781779022	-0.308628794733559	NA	5	2
loop_9923	chr13	99370000	99380000	chr13	99480000	99490000	chr13:99370000-99380000_chr13:99480000-99490000	-0.17409561793292	5.81637697798247	11.5225464941534	0.00287899754063284	0.0233706859180783	TRUE	TRUE	weak_differential	down_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.0849420012123798	0.0233706859180783	0.237973415532678	-0.223323637146552	-0.17409561793292	-0.0775315459820743	10	3
loop_6854	chr13	67125000	67150000	chr13	67300000	67325000	chr13:67125000-67150000_chr13:67300000-67325000	-0.149979612927994	5.97010327804204	9.25338512210351	0.00895754257605975	0.0410321027321956	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.134111496418059	0.113009508278264	0.0410321027321956	-0.266080015247998	-0.155479336029623	-0.149979612927994	25	3
loop_9969	chr13	103800000	103825000	chr13	104050000	104075000	chr13:103800000-103825000_chr13:104050000-104075000	0.136380053708378	6.08517770021497	10.9825132334378	0.00523966940586678	0.0282897767445396	TRUE	TRUE	weak_differential	up_in_mutant	25	2	5kb,25kb	TRUE	0.232768304020263	NA	0.0282897767445396	0.204032935336364	NA	0.136380053708378	25	2
loop_9949	chr13	19150000	19175000	chr13	19425000	19450000	chr13:19150000-19175000_chr13:19425000-19450000	-0.133762758948105	5.46167591672689	8.6014579492645	0.0111004573731657	0.048032908251556	TRUE	TRUE	weak_differential	down_in_mutant	25	2	5kb,25kb	TRUE	0.170371777455059	NA	0.048032908251556	-0.286432589784916	NA	-0.133762758948105	25	2
loop_291	chr13	84400000	84425000	chr13	84750000	84775000	chr13:84400000-84425000_chr13:84750000-84775000	-0.309596343189563	5.5178809005672	45.1844149606308	1.07880875373601e-5	4.6844224893387e-4	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.00298486492479534	0.0055346939097923	4.6844224893387e-4	-0.595850698628754	-0.341166351457325	-0.309596343189563	25	3
loop_251	chr13	21775000	21780000	chr13	22040000	22045000	chr13:21775000-21780000_chr13:22040000-22045000	-0.438108404388366	4.68978687701678	15.7062742507925	0.00104736752939721	0.0187774306217553	TRUE	TRUE	weak_differential	down_in_mutant	5	1	5kb	FALSE	0.0187774306217553	NA	NA	-0.438108404388366	NA	NA	5	1
loop_9956	chr13	98850000	98875000	chr13	99300000	99325000	chr13:98850000-98875000_chr13:99300000-99325000	0.152726461082438	5.3133069360443	10.8857615876693	0.00539305032490736	0.028873343970462	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.313150882074994	0.128667314083809	0.028873343970462	0.179466289854237	0.153806759799283	0.152726461082438	25	3
loop_10275	chr13	38990000	39000000	chr13	40750000	40760000	chr13:38990000-39000000_chr13:40750000-40760000	-0.431575816057458	3.76090203652778	20.6545150157273	1.9732264448181e-4	0.0034116165698337	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0100741051327926	0.0034116165698337	NA	-0.586016233152576	-0.431575816057458	NA	10	2
loop_20758	chr12	39070000	39080000	chr12	39490000	39500000	chr12:39070000-39080000_chr12:39490000-39500000	-0.259663984250178	4.51174272130043	12.0747884059316	0.00239125824377316	0.0206417645129165	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0686274119898349	0.0206417645129165	NA	-0.312943040955971	-0.259663984250178	NA	10	2
loop_10722	chr12	9030000	9040000	chr12	10390000	10400000	chr12:9030000-9040000_chr12:10390000-10400000	-0.2305772953378	4.41536892095485	9.83206292617165	0.0052083352379802	0.0348227601494735	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.319485609992001	0.0348227601494735	NA	-0.205683218147487	-0.2305772953378	NA	10	2
loop_294	chr12	56055000	56060000	chr12	56540000	56545000	chr12:56055000-56060000_chr12:56540000-56545000	0.390539107725139	5.4751442522944	18.6922361128749	4.8549541621036e-4	0.0116861621635594	TRUE	TRUE	weak_differential	up_in_mutant	5	1	5kb	FALSE	0.0116861621635594	NA	NA	0.390539107725139	NA	NA	5	1
loop_369	chr12	9050000	9075000	chr12	10525000	10550000	chr12:9050000-9075000_chr12:10525000-10550000	-0.309602771921005	4.30122467987148	26.0283615454231	1.713955262029e-4	0.00271017514998983	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.340344463971404	0.16492974053561	0.00271017514998983	-0.229554760688678	-0.215403540405014	-0.309602771921005	25	3
loop_1654	chr12	40225000	40250000	chr12	41475000	41500000	chr12:40225000-40250000_chr12:41475000-41500000	0.310512591768114	3.79000586938432	24.5939719646539	2.2239077966115e-4	0.0032036208499493	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.257389974803533	0.191711835188737	0.0032036208499493	0.31675201548842	0.232488052987935	0.310512591768114	25	3
loop_10916	chr15	68280000	68290000	chr15	68340000	68350000	chr15:68280000-68290000_chr15:68340000-68350000	-0.269896763271522	6.44284669242965	34.1231779197345	1.02899277121879e-5	4.0784876354157e-4	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0429127977793381	4.0784876354157e-4	NA	-0.23766878425578	-0.269896763271522	NA	10	2
loop_10883	chr15	53340000	53350000	chr15	53760000	53770000	chr15:53340000-53350000_chr15:53760000-53770000	-0.315993423612167	4.7583576103365	21.1814289525693	1.7257849742852e-4	0.00311800785917112	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0140959886311596	0.00311800785917112	NA	-0.44785883056043	-0.315993423612167	NA	10	2
loop_318	chr15	29050000	29055000	chr15	29220000	29225000	chr15:29050000-29055000_chr15:29220000-29225000	-0.545875935910879	5.04245024602174	27.1452678912685	7.64907374018617e-5	0.00358103384822501	TRUE	TRUE	moderate_differential	down_in_mutant	5	2	5kb,10kb	TRUE	0.00358103384822501	0.00955307767925764	NA	-0.545875935910879	-0.286336489565638	NA	5	2
loop_406	chr15	99800000	99825000	chr15	99900000	99925000	chr15:99800000-99825000_chr15:99900000-99925000	0.131193753707396	7.35888115540816	8.62401214568392	0.0110170339801781	0.0477399267037121	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.522778970617531	0.119834252387429	0.0477399267037121	0.101234540919884	0.136032427430298	0.131193753707396	25	3
loop_10997	chr15	81520000	81530000	chr15	81580000	81590000	chr15:81520000-81530000_chr15:81580000-81590000	0.177359420501768	6.55493135986893	14.8491574599445	9.9145632852465e-4	0.011108237439193	TRUE	TRUE	weak_differential	up_in_mutant	10	2	5kb,10kb	TRUE	0.0130009109326563	0.011108237439193	NA	0.323950110606268	0.177359420501768	NA	10	2
loop_408	chr15	74750000	74775000	chr15	74950000	74975000	chr15:74750000-74775000_chr15:74950000-74975000	0.126417385212507	5.71592761376076	9.27282686357483	0.00890141018674938	0.0408471764286235	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.933616275171071	0.547324824258764	0.0408471764286235	-0.0231161795605897	0.0703105086890249	0.126417385212507	25	3
loop_1539	chr15	42060000	42070000	chr15	42670000	42680000	chr15:42060000-42070000_chr15:42670000-42680000	-0.824911416210738	4.34626856343477	89.834378353284	7.761910020698171e-9	3.02875082049036e-6	TRUE	TRUE	moderate_differential	down_in_mutant	10	2	5kb,10kb	TRUE	7.0336853180115e-4	3.02875082049036e-6	NA	-0.988105962977541	-0.824911416210738	NA	10	2
loop_10872	chr16	49700000	49725000	chr16	49850000	49875000	chr16:49700000-49725000_chr16:49850000-49875000	-0.153317332117886	6.06115650340607	16.3138605978663	0.00126582982999694	0.0104409206923888	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.606753467138494	0.144854596629797	0.0104409206923888	-0.108078206318688	-0.147370220760665	-0.153317332117886	25	5
loop_11490	chr16	13160000	13170000	chr16	13400000	13410000	chr16:13160000-13170000_chr16:13400000-13410000	0.195139213809169	5.21304157217871	9.56413499713684	0.00574246014516925	0.0372387845287881	TRUE	TRUE	weak_differential	up_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.0894022641385827	0.0372387845287881	0.596830344555874	0.247622180522765	0.195139213809169	0.031007429522126	10	4
loop_467	chr16	42900000	42925000	chr16	43500000	43525000	chr16:42900000-42925000_chr16:43500000-43525000	-0.389209429688525	5.36527355303863	85.61096480801	2.84459919358721e-7	5.68864062262666e-5	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.00858469329347314	2.8725866722654e-4	5.68864062262666e-5	-0.548476020034859	-0.494380573840739	-0.389209429688525	25	3
loop_11573	chr16	67610000	67620000	chr16	67840000	67850000	chr16:67610000-67620000_chr16:67840000-67850000	-0.29241379621729	4.65630450425832	15.9055905802183	7.2373515614534e-4	0.00877790678128698	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0271576972621035	0.00877790678128698	NA	-0.426407329428652	-0.29241379621729	NA	10	3
loop_11566	chr16	85800000	85810000	chr16	87390000	87400000	chr16:85800000-85810000_chr16:87390000-87400000	-0.574817386306703	3.93429491595533	26.4286232940491	4.98231383775147e-5	0.00128281827959034	TRUE	TRUE	moderate_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.207416528257231	0.00128281827959034	NA	-0.272805989678502	-0.574817386306703	NA	10	2
loop_17228	chr16	95200000	95225000	chr16	95950000	95975000	chr16:95200000-95225000_chr16:95950000-95975000	0.248088379379172	4.7966546372207	26.348918534764	1.6192115601214e-4	0.00262809031951964	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.631349043149427	0.307768561100025	0.00262809031951964	0.118395472486057	0.134084666653479	0.248088379379172	25	3
loop_1602	chr17	69000000	69010000	chr17	69070000	69080000	chr17:69000000-69010000_chr17:69070000-69080000	-0.196574775276398	5.57470397774893	9.92278103939369	0.00504017556111821	0.0339997774364314	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0474509498074168	0.0339997774364314	NA	-0.28627662284768	-0.196574775276398	NA	10	2
loop_413	chr17	48415000	48420000	chr17	48465000	48470000	chr17:48415000-48420000_chr17:48465000-48470000	-0.393885611332712	5.2437613902986	19.683640320593	3.8196622942918e-4	0.00991365504777182	TRUE	TRUE	weak_differential	down_in_mutant	5	1	5kb	FALSE	0.00991365504777182	NA	NA	-0.393885611332712	NA	NA	5	1
loop_18797	chr17	55950000	55975000	chr17	56250000	56275000	chr17:55950000-55975000_chr17:56250000-56275000	-0.155347137535325	4.85195576921393	9.4399530343328	0.00843531276165688	0.0393921646209953	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.632546655840642	0.397913254133789	0.0393921646209953	-0.12284674940267	-0.114954946615986	-0.155347137535325	25	3
loop_467	chr1	91345000	91350000	chr1	91480000	91485000	chr1:91345000-91350000_chr1:91480000-91485000	0.472685798771331	5.31087977886742	27.5023927720117	7.13513497290778e-5	0.00342233136183016	TRUE	TRUE	weak_differential	up_in_mutant	5	2	5kb,10kb	TRUE	0.00342233136183016	0.0108422764102461	NA	0.472685798771331	0.252656073629628	NA	5	2
loop_12040	chr1	48525000	48550000	chr1	50925000	50950000	chr1:48525000-48550000_chr1:50925000-50950000	-0.264763717556347	3.4213628275142	13.8903423255019	0.00232524205619762	0.0159207648742178	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.250697287968119	0.204143472802154	0.0159207648742178	-0.39498319543929	-0.293604300649831	-0.264763717556347	25	3
loop_12020	chr1	51475000	51500000	chr1	52100000	52125000	chr1:51475000-51500000_chr1:52100000-52125000	-0.381958530276834	3.91329634775624	35.4786236644948	3.80937075438687e-5	0.00101936451369364	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.601196854159668	0.0398710027038351	0.00101936451369364	-0.156401868521399	-0.399266024339813	-0.381958530276834	25	3
loop_17372	chr1	164350000	164375000	chr1	164900000	164925000	chr1:164350000-164375000_chr1:164900000-164925000	-0.19273225092244	5.57183985037045	19.0666812166525	6.745429124971e-4	0.00684658049681231	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.167970993916025	0.0473884124914793	0.00684658049681231	-0.325953348909558	-0.21620644759798	-0.19273225092244	25	3
loop_1865	chr1	53900000	53925000	chr1	54200000	54225000	chr1:53900000-53925000_chr1:54200000-54225000	0.147649509823537	6.00513336388163	15.3762565045036	0.00159109817779962	0.0121646254238218	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.340626228969826	0.215772723867056	0.0121646254238218	0.158107555274126	0.117954254856027	0.147649509823537	25	3
loop_512	chr18	64800000	64805000	chr18	64835000	64840000	chr18:64800000-64805000_chr18:64835000-64840000	-0.229135312834528	6.66415823961225	12.3550435767435	0.00274021598717168	0.0347753222799125	TRUE	TRUE	weak_differential	down_in_mutant	5	1	5kb	FALSE	0.0347753222799125	NA	NA	-0.229135312834528	NA	NA	5	1
loop_13120	chr18	12120000	12130000	chr18	12230000	12240000	chr18:12120000-12130000_chr18:12230000-12240000	-0.193019160591018	5.00724446868543	8.61314306038522	0.00819347271092597	0.0476362875551705	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.443920489776345	0.0476362875551705	NA	-0.126838330892662	-0.193019160591018	NA	10	2
loop_13162	chr18	30360000	30370000	chr18	31590000	31600000	chr18:30360000-30370000_chr18:31590000-31600000	-0.251384779831507	5.1590553406038	14.0869415300967	0.00125255910419413	0.0132158124224342	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.101771821977019	0.0132158124224342	NA	-0.244519130053767	-0.251384779831507	NA	10	2
loop_13236	chr18	49750000	49760000	chr18	50110000	50120000	chr18:49750000-49760000_chr18:50110000-50120000	-0.341616610525246	3.97174908335815	14.8063623141854	0.00100440980904283	0.0112145055738813	TRUE	TRUE	weak_differential	down_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.0166413864056391	0.0112145055738813	0.015110876170921	-0.480354613157036	-0.341616610525246	-0.202157436258861	10	3
loop_13365	chr19	17150000	17160000	chr19	17210000	17220000	chr19:17150000-17160000_chr19:17210000-17220000	-0.380561952610522	6.50999715643665	50.0009366179978	7.44345976498178e-7	6.71156898012222e-5	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.00171199379789224	6.71156898012222e-5	NA	-0.434625962354296	-0.380561952610522	NA	10	2
loop_564	chr19	22450000	22455000	chr19	22635000	22640000	chr19:22450000-22455000_chr19:22635000-22640000	-0.608304515067549	5.04444752819484	23.4917266343024	1.6157865645835e-4	0.00560908764562559	TRUE	TRUE	moderate_differential	down_in_mutant	5	3	5kb,10kb,25kb	TRUE	0.00560908764562559	0.0126598816509729	0.0117739403084769	-0.608304515067549	-0.230830579833617	-0.1628622160206	5	3
loop_4791	chr19	11800000	11825000	chr19	12000000	12025000	chr19:11800000-11825000_chr19:12000000-12025000	-0.21415412748641	5.92214413841679	25.9573679877695	1.7357868784934e-4	0.00273050308416922	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.126126852460082	0.0180895847860569	0.00273050308416922	-0.248054063933567	-0.232229172288929	-0.21415412748641	25	3
loop_13564	chr19	59740000	59750000	chr19	60140000	60150000	chr19:59740000-59750000_chr19:60140000-60150000	-0.28848464226638	4.54582093831731	15.7656163335559	7.5410803949805e-4	0.00908300859495479	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0124541925204314	0.00908300859495479	NA	-0.507246378783241	-0.28848464226638	NA	10	2
loop_13670	chr2	165820000	165830000	chr2	165870000	165880000	chr2:165820000-165830000_chr2:165870000-165880000	0.15687769599527	6.95982791257331	12.9425446413146	0.0017993898565636	0.0169725788545481	TRUE	TRUE	weak_differential	up_in_mutant	10	2	5kb,10kb	TRUE	0.0551896801705291	0.0169725788545481	NA	0.194469499861029	0.15687769599527	NA	10	2
loop_19641	chr2	136780000	136790000	chr2	136830000	136840000	chr2:136780000-136790000_chr2:136830000-136840000	-0.15046619828596	6.5447945430762	12.4568061512202	0.00210760886950172	0.0189392926950342	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0848934221884108	0.0189392926950342	NA	-0.173993319407085	-0.15046619828596	NA	10	2
loop_19624	chr2	35650000	35660000	chr2	35710000	35720000	chr2:35650000-35660000_chr2:35710000-35720000	0.15957417508509	6.43710479144989	11.8440330491753	0.00258293689146021	0.0216651494468201	TRUE	TRUE	weak_differential	up_in_mutant	10	2	5kb,10kb	TRUE	0.113292687168518	0.0216651494468201	NA	0.172801926435284	0.15957417508509	NA	10	2
loop_720	chr2	109670000	109680000	chr2	109880000	109890000	chr2:109670000-109680000_chr2:109880000-109890000	-0.401518608132599	4.33052790914137	22.2912966770564	1.3091576531319e-4	0.00256845320717665	TRUE	TRUE	weak_differential	down_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.0680337279755664	0.00256845320717665	0.00262562536105409	-0.3447498291916	-0.401518608132599	-0.307792960844843	10	3
loop_642	chr2	57715000	57720000	chr2	57925000	57930000	chr2:57715000-57720000_chr2:57925000-57930000	-0.403481093714897	4.73513219531005	10.9838671057776	0.0042134467782103	0.0455052252046712	TRUE	TRUE	weak_differential	down_in_mutant	5	1	5kb	FALSE	0.0455052252046712	NA	NA	-0.403481093714897	NA	NA	5	1
loop_749	chr2	6870000	6880000	chr2	7080000	7090000	chr2:6870000-6880000_chr2:7080000-7090000	-0.394578570668128	4.65015912679881	25.2663590505808	6.47390526238168e-5	0.00153260903659228	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0130009109326563	0.00153260903659228	NA	-0.464509445287866	-0.394578570668128	NA	10	2
