loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	resolution_kb	n_resolutions_detected	resolutions_list	is_multi_resolution	FDR_5kb	FDR_10kb	FDR_25kb	logFC_5kb	logFC_10kb	logFC_25kb	kept_from_resolution	n_overlaps	span_length	loop_footprint	cluster	cluster_label	loop_class	SE_anchor	shared_anchor	DEG_status	DEG_genes	anchor1_H3K27ac_overlap	anchor1_H3K27me3_overlap	anchor1_H3K4me1_overlap	anchor1_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor1_CTCF_overlap	anchor1_CTCF_motif_overlap	anchor2_H3K27ac_overlap	anchor2_H3K27me3_overlap	anchor2_H3K4me1_overlap	anchor2_H3K4me3_overlap	anchor2_Bivalent_Promoter_overlap	anchor2_CTCF_overlap	anchor2_CTCF_motif_overlap	anchor1_distance_to_tss	anchor2_distance_to_tss	anchor1_type	anchor2_type	loop_type	anchor1_is_EorP	anchor2_is_EorP	anchor1_nearest_gene	anchor1_nearest_gene_dist	anchor2_nearest_gene	anchor2_nearest_gene_dist
loop_8840	chr9	83440000	83450000	chr9	83540000	83550000	chr9:83440000-83450000_chr9:83540000-83550000	-0.271597900089558	5.97620814110479	9.59319864422457	0.00820432016690594	0.0476701263730309	TRUE	TRUE	weak_differential	down_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.0858265281659725	0.0476701263730309	0.118095134687784	-0.281086215597172	-0.271597900089558	-0.163558797651028	10	3	90000	110000	clust6	clust6_short	CRE	FALSE	FALSE	TRUE	Lca5,Sh3bgrl2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	CTCF_Site	Other	CTCF_Site-Other	TRUE	TRUE	Lca5	0	Sh3bgrl2	0
loop_139	chr9	59720000	59725000	chr9	59985000	59990000	chr9:59720000-59725000_chr9:59985000-59990000	-0.530963634931943	4.7586549898101	26.7522246870675	8.26332582962342e-5	0.00375762977246766	TRUE	TRUE	moderate_differential	down_in_mutant	5	1	5kb	FALSE	0.00375762977246766	NA	NA	-0.530963634931943	NA	NA	5	1	260000	270000	clust6	clust6_short	structural	FALSE	FALSE	TRUE	Thsd4	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	25709	24340	Poised_Enhancer	CTCF_Site	Poised_Enhancer-CTCF_Site	FALSE	FALSE	Gramd2	1126	Thsd4	0
loop_144	chr9	66460000	66465000	chr9	66825000	66830000	chr9:66460000-66465000_chr9:66825000-66830000	-0.318407783000079	5.51094436743546	13.1255403882564	0.00217343894788586	0.0302264339991365	TRUE	TRUE	weak_differential	down_in_mutant	5	3	5kb,10kb,25kb	TRUE	0.0302264339991365	0.127062122459165	0.0502000455230571	-0.318407783000079	-0.123607345394559	-0.113470574250682	5	3	360000	370000	clust6	clust6_short	unclassified	FALSE	FALSE	TRUE	Aph1c	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	49608	4725	Other	CTCF_Site	CTCF_Site-Other	FALSE	FALSE	Herc1	0	Aph1c	0
loop_8933	chr9	62550000	62575000	chr9	62775000	62800000	chr9:62550000-62575000_chr9:62775000-62800000	0.154938874616661	5.88294078986744	15.0849640385227	0.00171105085397099	0.0127240303752462	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.10084635568743	0.0753592422561423	0.0127240303752462	0.243339165431877	0.160651621504302	0.154938874616661	25	4	200000	250000	clust2	clust2	structural	TRUE	FALSE	FALSE	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	12955	11933	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	Coro2b	12956	Fem1b	0
loop_2799	chr9	113025000	113050000	chr9	113425000	113450000	chr9:113025000-113050000_chr9:113425000-113450000	-0.144425064446861	5.64930900564396	10.074802159926	0.00690442177118158	0.0343283456077825	TRUE	TRUE	weak_differential	down_in_mutant	25	2	5kb,25kb	TRUE	0.19149675401934	NA	0.0343283456077825	-0.227939816995861	NA	-0.144425064446861	25	2	375000	425000	clust3	clust3	unclassified	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	561734	161734	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	Pdcd6ip	601742	Pdcd6ip	201742
loop_8930	chr9	101675000	101700000	chr9	102000000	102025000	chr9:101675000-101700000_chr9:102000000-102025000	-0.136073443731699	5.59514557744862	10.867826594638201	0.00542204872134264	0.0289677710366546	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.370937147240934	0.0681825856754578	0.0289677710366546	-0.179471609233737	-0.187322796993081	-0.136073443731699	25	3	300000	350000	clust3	clust3	structural	FALSE	TRUE	FALSE	NA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	332805	279974	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer	FALSE	FALSE	9630041A04Rik	161839	Ephb1	0
loop_9008	chr9	94730000	94740000	chr9	95450000	95460000	chr9:94730000-94740000_chr9:95450000-95460000	0.261999060865114	5.07637369315948	14.9328830144487	9.6665942129597e-4	0.0109005660302793	TRUE	TRUE	weak_differential	up_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.169089358656522	0.0109005660302793	0.14759826961616	0.211635330885647	0.261999060865114	0.102295872268001	10	3	710000	730000	clust4	clust4	unclassified	FALSE	TRUE	TRUE	Slc9a9	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	11828	43277	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	Slc9a9	0	U2surp	0
loop_156	chr11	53430000	53435000	chr11	53465000	53470000	chr11:53430000-53435000_chr11:53465000-53470000	-0.274625147973199	6.36968274676987	15.8646226626913	0.00100359050058313	0.018241328143512	TRUE	TRUE	weak_differential	down_in_mutant	5	1	5kb	FALSE	0.018241328143512	NA	NA	-0.274625147973199	NA	NA	5	1	30000	40000	clust6	clust6_short	unclassified	FALSE	FALSE	FALSE	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	0	7794	Other	Poised_Enhancer	Poised_Enhancer-Other	TRUE	FALSE	Uqcrq	0	Shroom1	0
loop_182	chr11	35120000	35130000	chr11	35330000	35340000	chr11:35120000-35130000_chr11:35330000-35340000	-0.166128185414967	5.74511435744657	10.6457292279598	0.0038965685556166	0.0282899407512359	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.265922921783944	0.0282899407512359	NA	-0.156327267930245	-0.166128185414967	NA	10	2	200000	220000	clust3	clust3	unclassified	FALSE	TRUE	FALSE	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	208775	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer	TRUE	FALSE	Slit3	0	Slit3	0
loop_9543	chr11	61410000	61420000	chr11	61570000	61580000	chr11:61410000-61420000_chr11:61570000-61580000	-0.179817561815581	5.75764507634922	13.0802044505095	0.00172137473470388	0.0164937142234624	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.56618852332005	0.0164937142234624	NA	-0.0998034503244397	-0.179817561815581	NA	10	3	150000	170000	clust3	clust3	structural	TRUE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	31654	0	Poised_Enhancer	CTCF_Site	Poised_Enhancer-CTCF_Site	FALSE	TRUE	Rnf112	28440	Epn2	0
loop_9492	chr11	70410000	70420000	chr11	70750000	70760000	chr11:70410000-70420000_chr11:70750000-70760000	-0.208454814066031	5.4180139666089	10.7284698935395	0.00378522075163283	0.0278320714915381	TRUE	TRUE	weak_differential	down_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.039521640757584	0.0278320714915381	0.0321595023888251	-0.306773867006049	-0.208454814066031	-0.126094972592495	10	3	330000	350000	clust3	clust3	structural	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0	4208	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	TRUE	FALSE	Pelp1	0	Zfp3	4207
loop_9622	chr11	71750000	71760000	chr11	71930000	71940000	chr11:71750000-71760000_chr11:71930000-71940000	-0.327231693131887	4.89707878873842	24.6132768198313	7.52377806522488e-5	0.00172520917094397	TRUE	TRUE	weak_differential	down_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.0251054111008995	0.00172520917094397	0.00988096457093649	-0.416600274460507	-0.327231693131887	-0.16492529491385	10	3	170000	190000	clust6	clust6_short	mixed	FALSE	FALSE	FALSE	NA	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	79	121	Active_Promoter	Other	Active_Promoter-Other	TRUE	TRUE	Wscd1	0	Aipl1	87961
loop_9442	chr11	71750000	71775000	chr11	72000000	72025000	chr11:71750000-71775000_chr11:72000000-72025000	-0.133007596559468	5.97935622013047	12.3706620870222	0.00351069104438786	0.0212118115886918	TRUE	TRUE	weak_differential	down_in_mutant	25	2	5kb,25kb	TRUE	0.729443663183821	NA	0.0212118115886918	-0.0778589043357189	NA	-0.133007596559468	25	2	225000	275000	clust3	clust3	structural	FALSE	FALSE	FALSE	NA	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	79	12508	Active_Promoter	Polycomb	Active_Promoter-Polycomb	TRUE	FALSE	Wscd1	0	Aipl1	2961
loop_216	chr11	17765000	17770000	chr11	18750000	18755000	chr11:17765000-17770000_chr11:18750000-18755000	-0.585277781779022	3.92996168761787	15.1940076977039	0.00120441088476771	0.0205871830132063	TRUE	TRUE	moderate_differential	down_in_mutant	5	2	5kb,10kb	TRUE	0.0205871830132063	0.0304255450578207	NA	-0.585277781779022	-0.308628794733559	NA	5	2	980000	990000	clust6	clust6_long	unclassified	TRUE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	183874	263984	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer	FALSE	TRUE	Etaa1	168754	Meis1	124815
loop_9923	chr13	99370000	99380000	chr13	99480000	99490000	chr13:99370000-99380000_chr13:99480000-99490000	-0.17409561793292	5.81637697798247	11.5225464941534	0.00287899754063284	0.0233706859180783	TRUE	TRUE	weak_differential	down_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.0849420012123798	0.0233706859180783	0.237973415532678	-0.223323637146552	-0.17409561793292	-0.0775315459820743	10	3	100000	120000	clust3	clust3	mixed	FALSE	TRUE	TRUE	Mrps27	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	25213	26539	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer	TRUE	TRUE	Mrps27	0	Map1b	0
loop_6854	chr13	67125000	67150000	chr13	67300000	67325000	chr13:67125000-67150000_chr13:67300000-67325000	-0.149979612927994	5.97010327804204	9.25338512210351	0.00895754257605975	0.0410321027321956	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.134111496418059	0.113009508278264	0.0410321027321956	-0.266080015247998	-0.155479336029623	-0.149979612927994	25	3	150000	200000	clust3	clust3	CRE	FALSE	FALSE	FALSE	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3339	0	Active_Enhancer	Other	Active_Enhancer-Other	TRUE	TRUE	Zfp759	0	Gm28044	0
loop_9969	chr13	103800000	103825000	chr13	104050000	104075000	chr13:103800000-103825000_chr13:104050000-104075000	0.136380053708378	6.08517770021497	10.9825132334378	0.00523966940586678	0.0282897767445396	TRUE	TRUE	weak_differential	up_in_mutant	25	2	5kb,25kb	TRUE	0.232768304020263	NA	0.0282897767445396	0.204032935336364	NA	0.136380053708378	25	2	225000	275000	clust2	clust2	unclassified	FALSE	FALSE	TRUE	Nln	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	25391	34613	Polycomb	Polycomb	Polycomb-Polycomb	FALSE	TRUE	Erbin	0	Nln	0
loop_9949	chr13	19150000	19175000	chr13	19425000	19450000	chr13:19150000-19175000_chr13:19425000-19450000	-0.133762758948105	5.46167591672689	8.6014579492645	0.0111004573731657	0.048032908251556	TRUE	TRUE	weak_differential	down_in_mutant	25	2	5kb,25kb	TRUE	0.170371777455059	NA	0.048032908251556	-0.286432589784916	NA	-0.133762758948105	25	2	250000	300000	clust3	clust3	structural	FALSE	FALSE	FALSE	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	201794	29204	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	Amph	0	Stard3nl	29205
loop_291	chr13	84400000	84425000	chr13	84750000	84775000	chr13:84400000-84425000_chr13:84750000-84775000	-0.309596343189563	5.5178809005672	45.1844149606308	1.07880875373601e-5	4.6844224893387e-4	TRUE	TRUE	weak_differential	down_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.00298486492479534	0.0055346939097923	4.6844224893387e-4	-0.595850698628754	-0.341166351457325	-0.309596343189563	25	3	325000	375000	clust6	clust6_short	CRE	FALSE	FALSE	FALSE	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	177703	414407	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer	TRUE	TRUE	Tmem161b	103859	Ccnh	414406
loop_251	chr13	21775000	21780000	chr13	22040000	22045000	chr13:21775000-21780000_chr13:22040000-22045000	-0.438108404388366	4.68978687701678	15.7062742507925	0.00104736752939721	0.0187774306217553	TRUE	TRUE	weak_differential	down_in_mutant	5	1	5kb	FALSE	0.0187774306217553	NA	NA	-0.438108404388366	NA	NA	5	1	260000	270000	clust6	clust6_short	CRE	FALSE	TRUE	FALSE	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	624	0	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter	TRUE	TRUE	H1f5	0	H2ac11	0
loop_9956	chr13	98850000	98875000	chr13	99300000	99325000	chr13:98850000-98875000_chr13:99300000-99325000	0.152726461082438	5.3133069360443	10.8857615876693	0.00539305032490736	0.028873343970462	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.313150882074994	0.128667314083809	0.028873343970462	0.179466289854237	0.153806759799283	0.152726461082438	25	3	425000	475000	clust2	clust2	unclassified	FALSE	TRUE	FALSE	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	34550	19704	Poised_Enhancer	CTCF_Site	Poised_Enhancer-CTCF_Site	FALSE	FALSE	Tnpo1	0	Ptcd2	0
loop_10275	chr13	38990000	39000000	chr13	40750000	40760000	chr13:38990000-39000000_chr13:40750000-40760000	-0.431575816057458	3.76090203652778	20.6545150157273	1.9732264448181e-4	0.0034116165698337	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0100741051327926	0.0034116165698337	NA	-0.586016233152576	-0.431575816057458	NA	10	2	1750000	1770000	clust6	clust6_long	structural	FALSE	FALSE	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	29124	11623	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	FALSE	FALSE	Slc35b3	29125	Tfap2a	11624
loop_20758	chr12	39070000	39080000	chr12	39490000	39500000	chr12:39070000-39080000_chr12:39490000-39500000	-0.259663984250178	4.51174272130043	12.0747884059316	0.00239125824377316	0.0206417645129165	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.0686274119898349	0.0206417645129165	NA	-0.312943040955971	-0.259663984250178	NA	10	2	410000	430000	clust6	clust6_short	CRE	FALSE	FALSE	FALSE	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	290619	538024	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer	TRUE	TRUE	Etv1	199516	Arl4a	505445
loop_10722	chr12	9030000	9040000	chr12	10390000	10400000	chr12:9030000-9040000_chr12:10390000-10400000	-0.2305772953378	4.41536892095485	9.83206292617165	0.0052083352379802	0.0348227601494735	TRUE	TRUE	weak_differential	down_in_mutant	10	2	5kb,10kb	TRUE	0.319485609992001	0.0348227601494735	NA	-0.205683218147487	-0.2305772953378	NA	10	2	1350000	1370000	clust3	clust3	CRE	FALSE	TRUE	FALSE	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	2	0	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter	TRUE	TRUE	Ttc32	0	Rdh14	0
loop_294	chr12	56055000	56060000	chr12	56540000	56545000	chr12:56055000-56060000_chr12:56540000-56545000	0.390539107725139	5.4751442522944	18.6922361128749	4.8549541621036e-4	0.0116861621635594	TRUE	TRUE	weak_differential	up_in_mutant	5	1	5kb	FALSE	0.0116861621635594	NA	NA	0.390539107725139	NA	NA	5	1	480000	490000	clust4	clust4	structural	FALSE	FALSE	FALSE	NA	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	193242	3091	Polycomb	Polycomb	Polycomb-Polycomb	FALSE	FALSE	Brms1l	185264	Nkx2-1	3092
