loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	resolution_kb	n_resolutions_detected	resolutions_list	is_multi_resolution	FDR_5kb	FDR_10kb	FDR_25kb	logFC_5kb	logFC_10kb	logFC_25kb	kept_from_resolution	n_overlaps
loop_7602	chr8	35720000	35730000	chr8	35850000	35860000	chr8:35720000-35730000_chr8:35850000-35860000	0.379992328410638	5.81622049220476	38.2267316930502	4.86900182291617e-6	2.4272081333973e-4	TRUE	TRUE	weak_differential	up_in_mutant	10	2	5kb,10kb	TRUE	5.2092002208436e-4	2.4272081333973e-4	NA	0.543138710018034	0.379992328410638	NA	10	2
loop_7750	chr8	36830000	36840000	chr8	37060000	37070000	chr8:36830000-36840000_chr8:37060000-37070000	0.286698455089451	5.99379146681857	25.8418869320377	5.68149656333121e-5	0.00139461637984069	TRUE	TRUE	weak_differential	up_in_mutant	10	3	5kb,10kb,25kb	TRUE	0.178620965209174	0.00139461637984069	0.00998710216452337	0.155385319782089	0.286698455089451	0.264655094978125	10	3
loop_7598	chr8	35860000	35870000	chr8	35920000	35930000	chr8:35860000-35870000_chr8:35920000-35930000	0.202942093144012	6.05126220040655	9.73305651981074	0.00539898357399943	0.0356550324618486	TRUE	TRUE	weak_differential	up_in_mutant	10	2	5kb,10kb	TRUE	0.170731751556047	0.0356550324618486	NA	0.205487524685391	0.202942093144012	NA	10	2
loop_6570	chr8	36530000	36535000	chr8	37060000	37065000	chr8:36530000-36535000_chr8:37060000-37065000	0.543697014637347	5.80204063534839	30.4473900310512	4.10802928183413e-5	0.00241407132503076	TRUE	TRUE	moderate_differential	up_in_mutant	5	3	5kb,10kb,25kb	TRUE	0.00241407132503076	0.0452848088634177	0.00534105127388905	0.543697014637347	0.296518791623358	0.315208634159174	5	3
loop_8107	chr8	34175000	34200000	chr8	34800000	34825000	chr8:34175000-34200000_chr8:34800000-34825000	0.243443368665722	6.0817627729732	10.3030627829017	0.00736976820356305	0.0358264100135261	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.717089545878582	0.051857016059212	0.0358264100135261	0.0633170535722997	0.197435839493523	0.243443368665722	25	3
loop_7835	chr8	40180000	40190000	chr8	40290000	40300000	chr8:40180000-40190000_chr8:40290000-40300000	0.263903910715292	5.37655169041511	11.1422720030021	0.00327879414221264	0.0253088912096032	TRUE	TRUE	weak_differential	up_in_mutant	10	2	5kb,10kb	TRUE	0.40630605182727	0.0253088912096032	NA	0.14613707645926	0.263903910715292	NA	10	2
loop_8197	chr8	34175000	34200000	chr8	34475000	34500000	chr8:34175000-34200000_chr8:34475000-34500000	0.209012343712402	5.85125835966331	9.94209362386934	0.0071958890131073	0.0353350370942135	TRUE	TRUE	weak_differential	up_in_mutant	25	3	5kb,10kb,25kb	TRUE	0.897272388138632	0.720966597722649	0.0353350370942135	-0.037171943437167	0.0479497036213643	0.209012343712402	25	3
loop_7950	chr8	32290000	32300000	chr8	33180000	33190000	chr8:32290000-32300000_chr8:33180000-33190000	0.322839461073419	4.92486687853234	19.50187489013	2.6627564742284e-4	0.00427704077535397	TRUE	TRUE	weak_differential	up_in_mutant	10	2	5kb,10kb	TRUE	0.0407597778498014	0.00427704077535397	NA	0.413122854320952	0.322839461073419	NA	10	2
loop_21	chr8	31160000	31170000	chr8	31210000	31220000	chr8:31160000-31170000_chr8:31210000-31220000	-0.197685754906673	6.06819087135209	16.7359129138225	5.6914550713013e-4	0.00735211250991392	TRUE	TRUE	weak_differential	down_in_mutant	10	1	10kb	FALSE	NA	0.00735211250991392	NA	NA	-0.197685754906673	NA	10	1
loop_55	chr8	48220000	48230000	chr8	49820000	49830000	chr8:48220000-48230000_chr8:49820000-49830000	-0.428342941993396	3.17557930401806	15.2401701061624	8.8136339097672e-4	0.01019265010965	TRUE	TRUE	weak_differential	down_in_mutant	10	1	10kb	FALSE	NA	0.01019265010965	NA	NA	-0.428342941993396	NA	10	1
loop_8369	chr8	41825000	41850000	chr8	45225000	45250000	chr8:41825000-41850000_chr8:45225000-45250000	-0.27287932348209	4.10917430022141	8.73221756879415	0.0106267805505036	0.0465188163259399	TRUE	TRUE	weak_differential	down_in_mutant	25	2	10kb,25kb	TRUE	NA	0.0516900786460151	0.0465188163259399	NA	-0.326962931316806	-0.27287932348209	25	2
loop_5361	chr8	32275000	32300000	chr8	32875000	32900000	chr8:32275000-32300000_chr8:32875000-32900000	0.352803884638455	4.80090098709301	37.9334220826172	2.70655331803533e-5	8.1669045238586e-4	TRUE	TRUE	weak_differential	up_in_mutant	25	2	10kb,25kb	TRUE	NA	0.00301785727268045	8.1669045238586e-4	NA	0.475184285729337	0.352803884638455	25	2
loop_7811	chr8	31030000	31040000	chr8	31080000	31090000	chr8:31030000-31040000_chr8:31080000-31090000	-0.225502667571271	5.83100254482837	12.2818577999397	0.00223259383393667	0.0196990501558108	TRUE	TRUE	weak_differential	down_in_mutant	10	1	10kb	FALSE	NA	0.0196990501558108	NA	NA	-0.225502667571271	NA	10	1
loop_6575	chr8	34200000	34225000	chr8	34475000	34500000	chr8:34200000-34225000_chr8:34475000-34500000	0.24231855797917	6.08029234087847	15.6771289633207	0.00147724169298731	0.011643267408638	TRUE	TRUE	weak_differential	up_in_mutant	25	2	10kb,25kb	TRUE	NA	0.0960958973314003	0.011643267408638	NA	0.196258151650735	0.24231855797917	25	2
loop_1348	chr8	35500000	35525000	chr8	35800000	35825000	chr8:35500000-35525000_chr8:35800000-35825000	0.266756910320772	5.69084527802118	14.0809047547398	0.00221207607966634	0.015426300127533	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.015426300127533	NA	NA	0.266756910320772	25	1
loop_1359	chr8	27650000	27675000	chr8	30925000	30950000	chr8:27650000-27675000_chr8:30925000-30950000	-0.366460790402689	4.10245410546861	20.7836704778961	4.6843543785988e-4	0.00534105425459244	TRUE	TRUE	weak_differential	down_in_mutant	25	1	25kb	FALSE	NA	NA	0.00534105425459244	NA	NA	-0.366460790402689	25	1
loop_1371	chr8	48225000	48250000	chr8	49800000	49825000	chr8:48225000-48250000_chr8:49800000-49825000	-0.461234827215757	3.61279758359438	50.8578559088871	5.67605450916352e-6	3.1007062707132e-4	TRUE	TRUE	weak_differential	down_in_mutant	25	1	25kb	FALSE	NA	NA	3.1007062707132e-4	NA	NA	-0.461234827215757	25	1
loop_4254	chr8	35525000	35550000	chr8	35800000	35825000	chr8:35525000-35550000_chr8:35800000-35825000	0.278424563986612	5.77568249704631	16.012276054529	0.00136129335467539	0.010966691093471	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.010966691093471	NA	NA	0.278424563986612	25	1
loop_4270	chr8	48200000	48225000	chr8	49800000	49825000	chr8:48200000-48225000_chr8:49800000-49825000	-0.443770946598928	3.58295884380353	36.7168391790991	3.19928851804057e-5	9.1271450616771e-4	TRUE	TRUE	weak_differential	down_in_mutant	25	1	25kb	FALSE	NA	NA	9.1271450616771e-4	NA	NA	-0.443770946598928	25	1
loop_6569	chr8	35475000	35500000	chr8	35575000	35600000	chr8:35475000-35500000_chr8:35575000-35600000	0.149743334912522	6.84569330340455	10.0653561596707	0.0069247106445363	0.0344059415647826	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.0344059415647826	NA	NA	0.149743334912522	25	1
loop_6629	chr8	37125000	37150000	chr8	38800000	38825000	chr8:37125000-37150000_chr8:38800000-38825000	0.447242876623272	4.06783019831091	19.2335524287791	6.5048432076874e-4	0.00668779192290367	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.00668779192290367	NA	NA	0.447242876623272	25	1
loop_8002	chr8	36350000	36375000	chr8	36500000	36525000	chr8:36350000-36375000_chr8:36500000-36525000	0.218514612085372	6.78920422498056	12.5946321141285	0.00329842550237521	0.0203021374162491	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.0203021374162491	NA	NA	0.218514612085372	25	1
loop_8032	chr8	36200000	36225000	chr8	36325000	36350000	chr8:36200000-36225000_chr8:36325000-36350000	0.232427843724538	6.83326847166216	13.3735572958141	0.00266724677853026	0.0174887223112856	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.0174887223112856	NA	NA	0.232427843724538	25	1
loop_8095	chr8	35725000	35750000	chr8	35825000	35850000	chr8:35725000-35750000_chr8:35825000-35850000	0.278387137865589	7.17517987241255	35.1063476839738	4.01815676371132e-5	0.00105894524116516	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.00105894524116516	NA	NA	0.278387137865589	25	1
loop_8173	chr8	35475000	35500000	chr8	35700000	35725000	chr8:35475000-35500000_chr8:35700000-35725000	0.253840878738187	6.06140021730737	12.9657234665363	0.00309250305700919	0.0194095007251918	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.0194095007251918	NA	NA	0.253840878738187	25	1
loop_8250	chr8	32275000	32300000	chr8	33175000	33200000	chr8:32275000-32300000_chr8:33175000-33200000	0.303266218623538	5.20099867659932	21.8780738851983	3.7498297335712e-4	0.00460777270514372	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.00460777270514372	NA	NA	0.303266218623538	25	1
loop_8377	chr8	41425000	41450000	chr8	45225000	45250000	chr8:41425000-41450000_chr8:45225000-45250000	-0.255775166351787	4.26639848997323	11.7915112252637	0.00413670772417996	0.0238211243579768	TRUE	TRUE	weak_differential	down_in_mutant	25	1	25kb	FALSE	NA	NA	0.0238211243579768	NA	NA	-0.255775166351787	25	1
loop_8379	chr8	48200000	48225000	chr8	49825000	49850000	chr8:48200000-48225000_chr8:49825000-49850000	-0.346484974726674	3.53678105970817	15.7675145637497	0.00144489407352497	0.01145470241421	TRUE	TRUE	weak_differential	down_in_mutant	25	1	25kb	FALSE	NA	NA	0.01145470241421	NA	NA	-0.346484974726674	25	1
loop_8382	chr8	37150000	37175000	chr8	39050000	39075000	chr8:37150000-37175000_chr8:39050000-39075000	0.327297916033631	3.8493409980683	9.77084425318365	0.00759328513164607	0.0366424958872289	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.0366424958872289	NA	NA	0.327297916033631	25	1
loop_16629	chr8	31075000	31100000	chr8	31200000	31225000	chr8:31075000-31100000_chr8:31200000-31225000	-0.197891828384051	6.37243960370828	16.2198618964422	0.0012947329680492	0.0106064108764126	TRUE	TRUE	weak_differential	down_in_mutant	25	1	25kb	FALSE	NA	NA	0.0106064108764126	NA	NA	-0.197891828384051	25	1
loop_18424	chr8	35500000	35525000	chr8	35825000	35850000	chr8:35500000-35525000_chr8:35825000-35850000	0.257073287546011	5.4586928674807	10.9492320168633	0.00529185511626282	0.0285111623511699	TRUE	TRUE	weak_differential	up_in_mutant	25	1	25kb	FALSE	NA	NA	0.0285111623511699	NA	NA	0.257073287546011	25	1
loop_18438	chr8	27675000	27700000	chr8	30900000	30925000	chr8:27675000-27700000_chr8:30900000-30925000	-0.399937851717822	4.09272210649833	19.8727101559388	5.6701976916441e-4	0.00609033133279734	TRUE	TRUE	weak_differential	down_in_mutant	25	1	25kb	FALSE	NA	NA	0.00609033133279734	NA	NA	-0.399937851717822	25	1
