stripe_id	direction	direction_confidence	significant_FDR05	symbol	entrez_id
stripe_0044	unchanged	high	TRUE	Gm20172	100504323
stripe_0044	unchanged	high	TRUE	Lmbrd1	68421
stripe_0045	unchanged	low	FALSE	Gm20172	100504323
stripe_0046	unchanged	low	FALSE	Gm20172	100504323
stripe_0047	unchanged	high	TRUE	Gm20172	100504323
stripe_0048	lost	high	TRUE	Col19a1	12823
stripe_0048	lost	high	TRUE	Lmbrd1	68421
stripe_0049	lost	low	TRUE	Adgrb3	210933
stripe_0049	lost	low	TRUE	Gm20172	100504323
stripe_0050	lost	low	FALSE	Col19a1	12823
stripe_0050	lost	low	FALSE	Lmbrd1	68421
stripe_0051	unchanged	low	FALSE	Adgrb3	210933
stripe_0051	unchanged	low	FALSE	Col19a1	12823
stripe_0051	unchanged	low	FALSE	Gm20172	100504323
stripe_0051	unchanged	low	FALSE	Lmbrd1	68421
stripe_0052	gained	high	TRUE	Adgrb3	210933
stripe_0052	gained	high	TRUE	Col19a1	12823
stripe_0052	gained	high	TRUE	Gm20172	100504323
stripe_0052	gained	high	TRUE	Lmbrd1	68421
stripe_0053	unchanged	high	TRUE	Spata31e2	210940
stripe_0054	lost	low	TRUE	Adgrb3	210933
stripe_0054	lost	low	TRUE	Spata31e2	210940
stripe_0055	gained	low	FALSE	Spata31e5	210962
stripe_0057	gained	low	FALSE	Phf3	213109
stripe_0057	gained	low	FALSE	Ptp4a1	19243
stripe_0058	gained	low	FALSE	Bend6	320705
stripe_0058	gained	low	FALSE	Ccdc115	69668
stripe_0058	gained	low	FALSE	Dst	13518
stripe_0058	gained	low	FALSE	Gm15455	433287
stripe_0058	gained	low	FALSE	Imp4	27993
stripe_0058	gained	low	FALSE	Ptpn18	19253
stripe_0058	gained	low	FALSE	Zfp451	98403
stripe_0059	unchanged	low	FALSE	Bend6	320705
stripe_0059	unchanged	low	FALSE	Dst	13518
stripe_0060	unchanged	low	FALSE	Ccdc115	69668
stripe_0060	unchanged	low	FALSE	Imp4	27993
stripe_0061	unchanged	low	FALSE	Amer3	211383
stripe_0061	unchanged	low	FALSE	Bend6	320705
stripe_0061	unchanged	low	FALSE	Ccdc115	69668
stripe_0061	unchanged	low	FALSE	Cfc1	12627
stripe_0061	unchanged	low	FALSE	Dst	13518
stripe_0061	unchanged	low	FALSE	Imp4	27993
stripe_0061	unchanged	low	FALSE	Prss39	21755
stripe_0061	unchanged	low	FALSE	Prss40	21756
stripe_0061	unchanged	low	FALSE	Ptpn18	19253
stripe_0062	unchanged	low	FALSE	Arid5a	214855
stripe_0062	unchanged	low	FALSE	Fer1l5	100534273
stripe_0062	unchanged	low	FALSE	Hs6st1	50785
stripe_0062	unchanged	low	FALSE	Kansl3	226976
stripe_0062	unchanged	low	FALSE	Lman2l	214895
stripe_0062	unchanged	low	FALSE	Neurl3	214854
stripe_0062	unchanged	low	FALSE	Uggt1	320011
stripe_0063	gained	low	FALSE	Hs6st1	50785
stripe_0063	gained	low	FALSE	Neurl3	214854
stripe_0063	gained	low	FALSE	Uggt1	320011
stripe_0064	unchanged	low	FALSE	Arid5a	214855
stripe_0064	unchanged	low	FALSE	Hs6st1	50785
stripe_0064	unchanged	low	FALSE	Neurl3	214854
stripe_0064	unchanged	low	FALSE	Uggt1	320011
stripe_0065	lost	low	FALSE	Hs6st1	50785
stripe_0067	unchanged	low	FALSE	Arid5a	214855
stripe_0067	unchanged	low	FALSE	Fer1l5	100534273
stripe_0067	unchanged	low	FALSE	Hs6st1	50785
stripe_0067	unchanged	low	FALSE	Kansl3	226976
stripe_0067	unchanged	low	FALSE	Neurl3	214854
stripe_0067	unchanged	low	FALSE	Uggt1	320011
stripe_0068	unchanged	low	FALSE	Amer3	211383
stripe_0068	unchanged	low	FALSE	Arhgef4	226970
stripe_0068	unchanged	low	FALSE	Fam168b	214469
stripe_0068	unchanged	low	FALSE	Plekhb2	226971
stripe_0068	unchanged	low	FALSE	Prss40	21756
stripe_0069	gained	low	TRUE	Arid5a	214855
stripe_0069	gained	low	TRUE	Hs6st1	50785
stripe_0069	gained	low	TRUE	Kansl3	226976
stripe_0069	gained	low	TRUE	Neurl3	214854
stripe_0069	gained	low	TRUE	Uggt1	320011
stripe_0070	unchanged	low	FALSE	Amer3	211383
stripe_0070	unchanged	low	FALSE	Arhgef4	226970
stripe_0070	unchanged	low	FALSE	Cfc1	12627
stripe_0070	unchanged	low	FALSE	Fam168b	214469
stripe_0070	unchanged	low	FALSE	Plekhb2	226971
stripe_0070	unchanged	low	FALSE	Prss40	21756
stripe_0072	lost	low	FALSE	Fam168b	214469
stripe_0072	lost	low	FALSE	Hs6st1	50785
stripe_0072	lost	low	FALSE	Plekhb2	226971
stripe_0073	lost	low	FALSE	Ankrd23	78321
stripe_0073	lost	low	FALSE	Ankrd39	109346
stripe_0073	lost	low	FALSE	Arid5a	214855
stripe_0073	lost	low	FALSE	Cnnm3	94218
stripe_0073	lost	low	FALSE	Cnnm4	94220
stripe_0073	lost	low	FALSE	Fer1l5	100534273
stripe_0073	lost	low	FALSE	Hs6st1	50785
stripe_0073	lost	low	FALSE	Kansl3	226976
stripe_0073	lost	low	FALSE	Lman2l	214895
stripe_0073	lost	low	FALSE	Neurl3	214854
stripe_0073	lost	low	FALSE	Sema4c	20353
stripe_0073	lost	low	FALSE	Uggt1	320011
stripe_0074	unchanged	low	FALSE	4933424G06Rik	71166
stripe_0074	unchanged	low	FALSE	Actr1b	226977
stripe_0074	unchanged	low	FALSE	Ankrd23	78321
stripe_0074	unchanged	low	FALSE	Ankrd39	109346
stripe_0074	unchanged	low	FALSE	Cnnm3	94218
stripe_0074	unchanged	low	FALSE	Cnnm4	94220
stripe_0074	unchanged	low	FALSE	Cox5b	12859
stripe_0074	unchanged	low	FALSE	Fam178b	381337
stripe_0074	unchanged	low	FALSE	Fer1l5	100534273
stripe_0074	unchanged	low	FALSE	Kansl3	226976
stripe_0074	unchanged	low	FALSE	Lman2l	214895
stripe_0074	unchanged	low	FALSE	Sema4c	20353
stripe_0074	unchanged	low	FALSE	Zap70	22637
stripe_0075	unchanged	low	FALSE	4933424G06Rik	71166
stripe_0075	unchanged	low	FALSE	Actr1b	226977
stripe_0075	unchanged	low	FALSE	Ankrd39	109346
stripe_0075	unchanged	low	FALSE	Cnga3	12790
stripe_0075	unchanged	low	FALSE	Coa5	76178
stripe_0075	unchanged	low	FALSE	Cox5b	12859
stripe_0075	unchanged	low	FALSE	Fam178b	381337
stripe_0075	unchanged	low	FALSE	Inpp4a	269180
stripe_0075	unchanged	low	FALSE	Mgat4a	269181
stripe_0075	unchanged	low	FALSE	Sema4c	20353
stripe_0075	unchanged	low	FALSE	Tmem131	56030
stripe_0075	unchanged	low	FALSE	Unc50	67387
stripe_0075	unchanged	low	FALSE	Vwa3b	70853
stripe_0075	unchanged	low	FALSE	Zap70	22637
stripe_0076	gained	low	FALSE	Ankrd23	78321
stripe_0076	gained	low	FALSE	Ankrd39	109346
stripe_0076	gained	low	FALSE	Cnnm3	94218
stripe_0076	gained	low	FALSE	Cnnm4	94220
stripe_0076	gained	low	FALSE	Lman2l	214895
stripe_0076	gained	low	FALSE	Sema4c	20353
stripe_0077	gained	low	FALSE	Cnga3	12790
stripe_0077	gained	low	FALSE	Coa5	76178
stripe_0077	gained	low	FALSE	Inpp4a	269180
stripe_0077	gained	low	FALSE	Mgat4a	269181
stripe_0077	gained	low	FALSE	Tmem131	56030
stripe_0077	gained	low	FALSE	Unc50	67387
stripe_0077	gained	low	FALSE	Vwa3b	70853
stripe_0078	gained	low	FALSE	Cnga3	12790
stripe_0078	gained	low	FALSE	Inpp4a	269180
stripe_0078	gained	low	FALSE	Tmem131	56030
stripe_0078	gained	low	FALSE	Vwa3b	70853
stripe_0079	gained	low	FALSE	Cnga3	12790
stripe_0079	gained	low	FALSE	Tmem131	56030
stripe_0079	gained	low	FALSE	Vwa3b	70853
stripe_0079	gained	low	FALSE	Zap70	22637
stripe_0080	unchanged	low	FALSE	4933424G06Rik	71166
stripe_0080	unchanged	low	FALSE	Actr1b	226977
stripe_0080	unchanged	low	FALSE	Cnga3	12790
stripe_0080	unchanged	low	FALSE	Coa5	76178
stripe_0080	unchanged	low	FALSE	Cox5b	12859
stripe_0080	unchanged	low	FALSE	Inpp4a	269180
stripe_0080	unchanged	low	FALSE	Mgat4a	269181
stripe_0080	unchanged	low	FALSE	Tmem131	56030
stripe_0080	unchanged	low	FALSE	Unc50	67387
stripe_0080	unchanged	low	FALSE	Vwa3b	70853
stripe_0080	unchanged	low	FALSE	Zap70	22637
stripe_0081	unchanged	high	TRUE	Coa5	76178
stripe_0081	unchanged	high	TRUE	Cracdl	72097
stripe_0081	unchanged	high	TRUE	Inpp4a	269180
stripe_0081	unchanged	high	TRUE	Lipt1	623661
stripe_0081	unchanged	high	TRUE	Mgat4a	269181
stripe_0081	unchanged	high	TRUE	Tsga10	211484
stripe_0081	unchanged	high	TRUE	Unc50	67387
stripe_0082	lost	low	TRUE	Aff3	16764
stripe_0082	lost	low	TRUE	Chst10	98388
stripe_0082	lost	low	TRUE	Lonrf2	381338
stripe_0084	unchanged	high	TRUE	Aff3	16764
stripe_0085	unchanged	low	FALSE	Cnot11	52846
stripe_0085	unchanged	low	FALSE	Npas2	18143
stripe_0085	unchanged	low	FALSE	Rpl31	114641
stripe_0085	unchanged	low	FALSE	Tbc1d8	54610
stripe_0086	unchanged	low	FALSE	Npas2	18143
stripe_0087	unchanged	low	FALSE	Chst10	98388
stripe_0087	unchanged	low	FALSE	Cnot11	52846
stripe_0087	unchanged	low	FALSE	Nms	433292
stripe_0087	unchanged	low	FALSE	Npas2	18143
stripe_0087	unchanged	low	FALSE	Pdcl3	68833
stripe_0087	unchanged	low	FALSE	Rpl31	114641
stripe_0087	unchanged	low	FALSE	Tbc1d8	54610
stripe_0088	gained	low	FALSE	Map4k4	26921
stripe_0089	unchanged	low	FALSE	Cnot11	52846
stripe_0089	unchanged	low	FALSE	Creg2	263764
stripe_0089	unchanged	low	FALSE	Il1r2	16178
stripe_0089	unchanged	low	FALSE	Map4k4	26921
stripe_0089	unchanged	low	FALSE	Npas2	18143
stripe_0089	unchanged	low	FALSE	Rfx8	619289
stripe_0089	unchanged	low	FALSE	Rnf149	67702
stripe_0089	unchanged	low	FALSE	Rpl31	114641
stripe_0089	unchanged	low	FALSE	Tbc1d8	54610
stripe_0090	unchanged	low	FALSE	Cnot11	52846
stripe_0090	unchanged	low	FALSE	Creg2	263764
stripe_0090	unchanged	low	FALSE	Il1r1	16177
stripe_0090	unchanged	low	FALSE	Il1r2	16178
stripe_0090	unchanged	low	FALSE	Il1rl2	107527
stripe_0090	unchanged	low	FALSE	Map4k4	26921
stripe_0090	unchanged	low	FALSE	Rfx8	619289
stripe_0090	unchanged	low	FALSE	Rnf149	67702
stripe_0091	unchanged	high	TRUE	AI597479	98404
stripe_0091	unchanged	high	TRUE	Fhl2	14200
stripe_0091	unchanged	high	TRUE	Gpr45	93690
stripe_0091	unchanged	high	TRUE	Tgfbrap1	73122
stripe_0092	lost	low	FALSE	AI597479	98404
stripe_0092	lost	low	FALSE	Bivm	246229
stripe_0092	lost	low	FALSE	Ecrg4	78896
stripe_0092	lost	low	FALSE	Ercc5	22592
stripe_0092	lost	low	FALSE	Fhl2	14200
stripe_0092	lost	low	FALSE	Mettl21c	433294
stripe_0092	lost	low	FALSE	Nck2	17974
stripe_0092	lost	low	FALSE	Poglut2	72050
stripe_0092	lost	low	FALSE	Tex30	75623
stripe_0092	lost	low	FALSE	Tgfbrap1	73122
stripe_0092	lost	low	FALSE	Tpp2	22019
stripe_0092	lost	low	FALSE	Uxs1	67883
stripe_0093	unchanged	low	FALSE	Ecrg4	78896
stripe_0093	unchanged	low	FALSE	Nck2	17974
stripe_0093	unchanged	low	FALSE	Uxs1	67883
stripe_0094	gained	low	FALSE	Bivm	246229
stripe_0094	gained	low	FALSE	Ecrg4	78896
stripe_0094	gained	low	FALSE	Mettl21c	433294
stripe_0094	gained	low	FALSE	Nck2	17974
stripe_0094	gained	low	FALSE	Poglut2	72050
stripe_0094	gained	low	FALSE	Tex30	75623
stripe_0094	gained	low	FALSE	Tpp2	22019
stripe_0094	gained	low	FALSE	Uxs1	67883
stripe_0100	unchanged	high	TRUE	Cavin2	20324
stripe_0100	unchanged	high	TRUE	Gls	14660
stripe_0100	unchanged	high	TRUE	Myo1b	17912
stripe_0100	unchanged	high	TRUE	Nabp1	109019
stripe_0100	unchanged	high	TRUE	Stat1	20846
stripe_0100	unchanged	high	TRUE	Stat4	20849
stripe_0101	gained	low	TRUE	Cavin2	20324
stripe_0103	unchanged	low	FALSE	Cavin2	20324
stripe_0104	unchanged	high	TRUE	Cavin2	20324
stripe_0104	unchanged	high	TRUE	Nabp1	109019
stripe_0105	unchanged	high	TRUE	Gls	14660
stripe_0105	unchanged	high	TRUE	Myo1b	17912
stripe_0105	unchanged	high	TRUE	Nabp1	109019
stripe_0105	unchanged	high	TRUE	Stat1	20846
stripe_0105	unchanged	high	TRUE	Stat4	20849
stripe_0106	unchanged	high	TRUE	Cavin2	20324
stripe_0106	unchanged	high	TRUE	Nabp1	109019
stripe_0107	unchanged	high	TRUE	Gls	14660
stripe_0107	unchanged	high	TRUE	Myo1b	17912
stripe_0107	unchanged	high	TRUE	Stat1	20846
stripe_0107	unchanged	high	TRUE	Stat4	20849
stripe_0108	unchanged	high	TRUE	1700019A02Rik	69397
stripe_0108	unchanged	high	TRUE	1700019D03Rik	67080
stripe_0108	unchanged	high	TRUE	Gls	14660
stripe_0108	unchanged	high	TRUE	Hibch	227095
stripe_0108	unchanged	high	TRUE	Inpp1	16329
stripe_0108	unchanged	high	TRUE	Mfsd6	98682
stripe_0108	unchanged	high	TRUE	Mstn	17700
stripe_0108	unchanged	high	TRUE	Nab1	17936
stripe_0108	unchanged	high	TRUE	Nemp2	227094
stripe_0109	unchanged	high	TRUE	Gls	14660
stripe_0109	unchanged	high	TRUE	Nab1	17936
stripe_0109	unchanged	high	TRUE	Nemp2	227094
stripe_0110	lost	low	FALSE	1700019A02Rik	69397
stripe_0110	lost	low	FALSE	1700019D03Rik	67080
stripe_0110	lost	low	FALSE	Asdurf	110599589
stripe_0110	lost	low	FALSE	Asnsd1	70396
stripe_0110	lost	low	FALSE	Mstn	17700
stripe_0110	lost	low	FALSE	Ormdl1	227102
stripe_0110	lost	low	FALSE	Osgepl1	72085
stripe_0110	lost	low	FALSE	Pms1	227099
stripe_0111	unchanged	low	FALSE	Hibch	227095
stripe_0111	unchanged	low	FALSE	Inpp1	16329
stripe_0111	unchanged	low	FALSE	Mfsd6	98682
stripe_0111	unchanged	low	FALSE	Nab1	17936
stripe_0111	unchanged	low	FALSE	Nemp2	227094
stripe_0112	lost	low	TRUE	1700019D03Rik	67080
stripe_0112	lost	low	TRUE	Hibch	227095
stripe_0112	lost	low	TRUE	Inpp1	16329
stripe_0112	lost	low	TRUE	Mfsd6	98682
stripe_0112	lost	low	TRUE	Nemp2	227094
stripe_0113	gained	low	FALSE	1700019A02Rik	69397
stripe_0113	gained	low	FALSE	1700019D03Rik	67080
stripe_0113	gained	low	FALSE	Hibch	227095
stripe_0113	gained	low	FALSE	Inpp1	16329
stripe_0113	gained	low	FALSE	Mfsd6	98682
stripe_0113	gained	low	FALSE	Mstn	17700
stripe_0113	gained	low	FALSE	Ormdl1	227102
stripe_0113	gained	low	FALSE	Pms1	227099
stripe_0114	lost	low	FALSE	1700019A02Rik	69397
stripe_0114	lost	low	FALSE	1700019D03Rik	67080
stripe_0114	lost	low	FALSE	Hibch	227095
stripe_0114	lost	low	FALSE	Inpp1	16329
stripe_0114	lost	low	FALSE	Mfsd6	98682
stripe_0114	lost	low	FALSE	Mstn	17700
stripe_0114	lost	low	FALSE	Nab1	17936
stripe_0114	lost	low	FALSE	Nemp2	227094
stripe_0115	unchanged	high	TRUE	1700019A02Rik	69397
stripe_0115	unchanged	high	TRUE	1700019D03Rik	67080
stripe_0115	unchanged	high	TRUE	Asdurf	110599589
stripe_0115	unchanged	high	TRUE	Asnsd1	70396
stripe_0115	unchanged	high	TRUE	Gls	14660
stripe_0115	unchanged	high	TRUE	Hibch	227095
stripe_0115	unchanged	high	TRUE	Inpp1	16329
stripe_0115	unchanged	high	TRUE	Mfsd6	98682
stripe_0115	unchanged	high	TRUE	Mstn	17700
stripe_0115	unchanged	high	TRUE	Nab1	17936
stripe_0115	unchanged	high	TRUE	Nemp2	227094
stripe_0115	unchanged	high	TRUE	Ormdl1	227102
stripe_0115	unchanged	high	TRUE	Osgepl1	72085
stripe_0115	unchanged	high	TRUE	Pms1	227099
stripe_0116	gained	high	FALSE	Hecw2	329152
stripe_0117	lost	low	FALSE	Ccdc150	78016
stripe_0117	lost	low	FALSE	Hecw2	329152
stripe_0118	lost	low	TRUE	Ankrd44	329154
stripe_0118	lost	low	TRUE	Coq10b	67876
stripe_0118	lost	low	TRUE	Hspd1	15510
stripe_0118	lost	low	TRUE	Hspe1	15528
stripe_0118	lost	low	TRUE	Mob4	19070
stripe_0118	lost	low	TRUE	Sf3b1	81898
stripe_0119	unchanged	low	FALSE	Ankrd44	329154
stripe_0119	unchanged	low	FALSE	Coq10b	67876
stripe_0119	unchanged	low	FALSE	Hspd1	15510
stripe_0119	unchanged	low	FALSE	Hspe1	15528
stripe_0119	unchanged	low	FALSE	Mob4	19070
stripe_0119	unchanged	low	FALSE	Sf3b1	81898
stripe_0120	lost	high	FALSE	Coq10b	67876
stripe_0120	lost	high	FALSE	Hspd1	15510
stripe_0120	lost	high	FALSE	Hspe1	15528
stripe_0120	lost	high	FALSE	Mars2	212679
stripe_0120	lost	high	FALSE	Mob4	19070
stripe_0120	lost	high	FALSE	Rftn2	74013
stripe_0120	lost	high	FALSE	Sf3b1	81898
stripe_0121	unchanged	high	TRUE	Boll	75388
stripe_0121	unchanged	high	TRUE	Coq10b	67876
stripe_0121	unchanged	high	TRUE	Hspd1	15510
stripe_0121	unchanged	high	TRUE	Hspe1	15528
stripe_0121	unchanged	high	TRUE	Mars2	212679
stripe_0121	unchanged	high	TRUE	Mob4	19070
stripe_0121	unchanged	high	TRUE	Plcl1	227120
stripe_0121	unchanged	high	TRUE	Rftn2	74013
stripe_0121	unchanged	high	TRUE	Sf3b1	81898
stripe_0122	unchanged	high	TRUE	Hsfy2	71066
stripe_0122	unchanged	high	TRUE	Satb2	212712
stripe_0123	gained	low	FALSE	1700066M21Rik	73467
stripe_0123	gained	low	FALSE	Aox1	11761
stripe_0123	gained	low	FALSE	Aox3	71724
stripe_0123	gained	low	FALSE	Kctd18	51960
stripe_0123	gained	low	FALSE	Maip1	68115
stripe_0123	gained	low	FALSE	Sgo2a	68549
stripe_0123	gained	low	FALSE	Spats2l	67198
stripe_0123	gained	low	FALSE	Tyw5	68736
stripe_0124	gained	low	FALSE	Als2	74018
stripe_0124	gained	low	FALSE	Bmpr2	12168
stripe_0124	gained	low	FALSE	Carf	241066
stripe_0124	gained	low	FALSE	Cdk15	271697
stripe_0124	gained	low	FALSE	Fam117b	72750
stripe_0124	gained	low	FALSE	Fzd7	14369
stripe_0124	gained	low	FALSE	Gm973	381260
stripe_0124	gained	low	FALSE	Ica1l	70375
stripe_0124	gained	low	FALSE	Mpp4	227157
stripe_0124	gained	low	FALSE	Nop58	55989
stripe_0124	gained	low	FALSE	Sumo1	22218
stripe_0124	gained	low	FALSE	Wdr12	57750
stripe_0125	unchanged	low	FALSE	Als2	74018
stripe_0125	unchanged	low	FALSE	Bmpr2	12168
stripe_0125	unchanged	low	FALSE	Cdk15	271697
stripe_0125	unchanged	low	FALSE	Fam117b	72750
stripe_0125	unchanged	low	FALSE	Fzd7	14369
stripe_0125	unchanged	low	FALSE	Gm973	381260
