chr	bin_start	sniper_ctrl	sniper_mut	calder_ctrl	calder_mut	sniper_changed	calder_changed	agreement
chr1	11800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	11900001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	12100001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	12200001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	12300001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	12400001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	12500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	12600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	12700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	12800001	B.2	B.1	B.2	B.2	TRUE	FALSE	SNIPER_only
chr1	12900001	B.1	B.1	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	13000001	B.1	B.1	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	13100001	A.2	A.2	A.1	A.1	FALSE	FALSE	Both_stable
chr1	13200001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	13300001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	13400001	B.1	B.1	A.2	A.2	FALSE	FALSE	Both_stable
chr1	13500001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	13600001	B.1	B.1	A.2	A.2	FALSE	FALSE	Both_stable
chr1	13700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	13800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	13900001	B.2	B.1	B.2	B.2	TRUE	FALSE	SNIPER_only
chr1	14000001	B.1	B.1	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	14100001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr1	14200001	B.1	B.1	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	14300001	B.2	B.1	B.2	B.2	TRUE	FALSE	SNIPER_only
chr1	14400001	B.2	B.1	B.2	B.2	TRUE	FALSE	SNIPER_only
chr1	14500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	14600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	14700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	14800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	15000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	15100001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	15200001	B.1	B.1	B.2	B.2	FALSE	FALSE	Both_stable
chr1	15300001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	15400001	B.1	B.1	B.1	A.2	FALSE	TRUE	CALDER2_only
chr1	15500001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	15600001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	15700001	B.1	B.1	A.2	A.2	FALSE	FALSE	Both_stable
chr1	15800001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	15900001	A.2	B.1	A.2	A.2	TRUE	FALSE	SNIPER_only
chr1	16000001	B.1	B.1	A.2	A.2	FALSE	FALSE	Both_stable
chr1	16100001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	16200001	B.1	B.1	A.2	A.2	FALSE	FALSE	Both_stable
chr1	16300001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	16400001	A.2	A.2	A.2	A.1	FALSE	TRUE	CALDER2_only
chr1	16500001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	16600001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	16700001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	16800001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	16900001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	17000001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	17100001	A.2	A.2	A.1	A.1	FALSE	FALSE	Both_stable
chr1	17200001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	17300001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	17500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	17600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	17700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	17800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	17900001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	18000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	18100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	18200001	B.2	B.2	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	18300001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	18400001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	18500001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	18600001	A.2	B.1	B.1	B.1	TRUE	FALSE	SNIPER_only
chr1	18700001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	19000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	19200001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	19300001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	19400001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	19500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	19600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	19700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	19800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	19900001	B.2	B.1	B.2	B.2	TRUE	FALSE	SNIPER_only
chr1	20000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	20100001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	20200001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	20300001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	20400001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	20500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	20600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	20700001	B.1	B.1	B.2	B.2	FALSE	FALSE	Both_stable
chr1	20800001	A.2	A.2	A.1	A.1	FALSE	FALSE	Both_stable
chr1	20900001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	21000001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	21100001	B.1	B.1	A.2	A.2	FALSE	FALSE	Both_stable
chr1	21200001	B.1	B.1	A.2	A.2	FALSE	FALSE	Both_stable
chr1	21300001	B.2	B.2	B.1	B.1	FALSE	FALSE	Both_stable
chr1	21400001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	21500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	21600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	21700001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	21800001	B.1	B.1	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	21900001	B.1	B.1	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	22000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	22100001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	22200001	A.2	A.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	22300001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	22400001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	22600001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	22700001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	22800001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	22900001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	23000001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	23100001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	23200001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	23300001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	23400001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	23500001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	23600001	A.1	A.2	A.2	A.2	TRUE	FALSE	SNIPER_only
chr1	23700001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	23800001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	23900001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	24000001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	24100001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	24200001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	24300001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	24400001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	24500001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	24700001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	24800001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	24900001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	25000001	A.1	A.2	A.2	A.2	TRUE	FALSE	SNIPER_only
chr1	25100001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	25200001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	25300001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	25400001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	25500001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	25600001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	25700001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	25800001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	25900001	B.1	B.1	B.1	A.2	FALSE	TRUE	CALDER2_only
chr1	26000001	B.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_agree
chr1	26100001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	26200001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	26300001	B.2	B.2	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	26400001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	26500001	B.2	B.2	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	26700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	26800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	26900001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	27000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	27100001	B.2	B.2	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	27200001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	27300001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	27400001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	27500001	B.1	B.1	B.2	B.2	FALSE	FALSE	Both_stable
chr1	27600001	B.2	B.1	B.2	B.2	TRUE	FALSE	SNIPER_only
chr1	27700001	A.2	A.2	B.1	A.2	FALSE	TRUE	CALDER2_only
chr1	27800001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	27900001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	28000001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	28100001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	28200001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	28300001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	28400001	B.1	B.1	B.1	B.2	FALSE	TRUE	CALDER2_only
chr1	28500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	28600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	28700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	28800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	28900001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29100001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29200001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29300001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29400001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	29900001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	30000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	30100001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	30200001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	30300001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	30400001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	30500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	30600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	30700001	B.1	B.1	B.2	B.2	FALSE	FALSE	Both_stable
chr1	30800001	A.2	A.2	A.1	A.1	FALSE	FALSE	Both_stable
chr1	30900001	B.1	B.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	31000001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	31100001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	31200001	B.2	B.2	B.1	B.1	FALSE	FALSE	Both_stable
chr1	31300001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	31400001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	31500001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	31600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	31700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	31800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	31900001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	32000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	32100001	B.2	B.1	B.2	B.2	TRUE	FALSE	SNIPER_only
chr1	32200001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	32300001	B.2	B.1	B.2	B.2	TRUE	FALSE	SNIPER_only
chr1	32400001	B.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_agree
chr1	32500001	B.2	B.2	B.2	B.1	FALSE	TRUE	CALDER2_only
chr1	32600001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	32700001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	32800001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	32900001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	33000001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	33100001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	33200001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	33300001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	33400001	B.2	B.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	33500001	B.1	B.1	B.2	B.2	FALSE	FALSE	Both_stable
chr1	33600001	A.2	A.2	B.2	B.2	FALSE	FALSE	Both_stable
chr1	33700001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	33800001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	33900001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34000001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34100001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34200001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34300001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34400001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34500001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34600001	A.2	A.2	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34700001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34800001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	34900001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	35000001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	35100001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	35200001	B.1	B.1	B.1	B.1	FALSE	FALSE	Both_stable
chr1	35300001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	35400001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	35500001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	35600001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	35700001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	35800001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	35900001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	36000001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	36100001	A.1	A.2	A.1	A.1	TRUE	FALSE	SNIPER_only
chr1	36200001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	36300001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	36400001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	36500001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	36600001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	36700001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	36800001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	36900001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	37000001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	37100001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	37200001	A.2	A.2	A.2	A.2	FALSE	FALSE	Both_stable
chr1	37300001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	37400001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	37500001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	37600001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	37700001	A.2	A.2	A.1	A.1	FALSE	FALSE	Both_stable
chr1	37800001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	37900001	A.2	A.2	A.1	A.1	FALSE	FALSE	Both_stable
chr1	38000001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	38100001	A.1	A.1	A.1	A.1	FALSE	FALSE	Both_stable
chr1	38200001	A.2	A.2	A.2	A.1	FALSE	TRUE	CALDER2_only
chr1	38300001	A.2	A.2	A.2	A.1	FALSE	TRUE	CALDER2_only
