gene_symbol	gene_class	log2FoldChange	padj	baseMean	chr	tss
Espnl	DEG_up	1.20898140966341	0.0347492567530838	13.2059052154327	chr1	91322075
Sned1	DEG_up	0.369418201612425	2.35562679107663e-4	700.151780593984	chr1	93235841
Slco4c1	DEG_up	1.73375757692955	5.68416591107555e-7	15.6570773806165	chr1	96872171
Pam	DEG_up	0.585224876340324	1.08468032922783e-6	591.323307374968	chr1	98095646
Pign	DEG_down	-0.434412813689377	0.00281281874502564	224.40754222131	chr1	105663677
Tnfrsf11a	DEG_up	0.869063581512983	4.08158390552803e-8	63.4144290617539	chr1	105780718
Gm7160	DEG_down	-0.871119084519829	1.25283943517544e-4	33.3873485600702	chr1	105990282
Zcchc2	DEG_down	-0.37299188080875	6.68922666441498e-10	770.128433149433	chr1	105990406
Cdh7	DEG_down	-1.2479808672989	1.28618269768476e-14	1664.910067748	chr1	109982431
Cntnap5a	DEG_up	1.94353888563003	2.57442235553383e-30	424.565281068089	chr1	115684756
Tmem177	DEG_down	-1.43639096755974	5.01974009553661e-6	17.3399225172759	chr1	119913208
En1	DEG_down	-1.09131817803157	0.00115223994224201	21.4697329981029	chr1	120602418
Lemd1	DEG_down	-0.783969507194377	0.00304537375895677	69.0015376055863	chr1	132191431
Klhdc8a	DEG_down	-0.783878182800484	0.00310740181657543	65.6192451777559	chr1	132298626
Plekha6	DEG_up	0.548137038532068	4.22728599954799e-13	1498.59183535194	chr1	133164210
Atp2b4	DEG_down	-2.57637855000457	2.57426358112684e-118	518.08158968726	chr1	133801041
Cyb5r1	DEG_down	-0.731028373969846	0.00810016958605842	28.1510505094267	chr1	134405559
Syt2	DEG_up	0.474523159441323	8.29779970258748e-22	4569.74535966456	chr1	134646677
Nav1	DEG_up	0.397311773790795	0.00149305930089665	849.963197981315	chr1	135688105
Brinp3	DEG_down	-1.20746409505328	3.40034481729898e-5	1777.36186635001	chr1	146494760
Rgs16	DEG_up	1.72214295176702	5.13126551939707e-15	45.4824813587703	chr1	153740349
Teddm2	DEG_up	0.670625399265745	0.00668104087723542	37.3577586075932	chr1	153851195
Stx6	DEG_down	-0.318144773821151	0.00169988102500365	486.44701413227	chr1	155158715
Brinp2	DEG_down	-0.542544742454193	0.00188898624232044	572.89858529131	chr1	158356326
Astn1	DEG_down	-0.537956971342183	3.14290419166218e-8	1594.47637000154	chr1	158362273
Tnn	DEG_down	-2.25864937399878	2.44514271264725e-6	8.17506547893161	chr1	160153580
Slc19a2	DEG_down	-0.443191889584986	0.00252414543001461	98.5335029075597	chr1	164249046
Ccdc181	DEG_down	-0.666306161810934	3.50283172488861e-5	73.6841267632187	chr1	164275585
Gm20743	DEG_down	-1.02892441868838	0.00306719344406104	16.2574733612259	chr1	164863133
Mpzl1	DEG_down	-0.405953337716018	1.01948545000057e-4	674.127762594503	chr1	165634538
Pogk	DEG_down	-0.398804754177571	6.43830408626839e-5	311.396405896678	chr1	166409863
Gm16701	DEG_down	-1.23039576368049	1.06396690833441e-12	53.6516010488604	chr1	166999728
Fam78b	DEG_down	-0.879837515592883	1.9077294078794e-21	1764.71175148706	chr1	167001417
Aldh9a1	DEG_down	-0.338115224472695	0.00417488266676669	189.412258524247	chr1	167349991
Hsd17b7	DEG_down	-0.444778650707478	0.0156516067127739	77.7174742033636	chr1	169969241
Ddr2	DEG_down	-0.481978737093667	0.0125594917377391	69.2910820160672	chr1	170110762
Fcrlb	DEG_down	-0.947334979364288	0.026320108163439	12.9240721286712	chr1	170912941
Nectin4	DEG_down	-0.688212152241143	3.26096466098563e-4	54.259127881257	chr1	171370099
Mndal	DEG_down	-3.10306758540771	5.28248999609625e-21	27.6355484308292	chr1	173880881
Pld5	DEG_down	-0.570104052104334	1.95017281056425e-5	6021.43850580432	chr1	176275312
Itpkb	DEG_down	-0.331518260429484	0.00993032066268954	615.321889628589	chr1	180330485
Stum	DEG_down	-0.998603723463113	2.39052446250235e-5	55.5675396680643	chr1	180483504
Enah	DEG_up	0.449156476228686	1.12399948314183e-8	1536.17554086877	chr1	182019990
Trp53bp2	DEG_down	-0.711535095473594	4.00987748138079e-23	449.604512686864	chr1	182409172
Mtarc2	DEG_down	-0.52745628404692	5.61091604839634e-4	82.6530472666142	chr1	184846451
Esrrg	DEG_down	-0.37681200075411	0.00134975907735846	1765.98606848201	chr1	187608791
Kcnk2	DEG_up	0.452198917060696	0.00206714290582185	253.561199023499	chr1	189402273
Smyd2	DEG_down	-0.53760714989008	4.10159236531257e-8	284.212495250869	chr1	189922363
Tatdn3	DEG_down	-0.356168273376745	0.00557631857715439	194.959709835314	chr1	191062932
Ppp2r5a	DEG_down	-0.464903270026859	0.00116270768667177	413.782260952963	chr1	191399299
Kcnh1	DEG_up	0.312643008934827	0.00652900255211084	4344.61561723514	chr1	192190774
Lamb3	DEG_down	-1.34431068876408	9.8348946427221e-11	42.5752221043404	chr1	193207725
A330023F24Rik	DEG_up	0.575061981456778	1.12947308720039e-8	3929.25178653829	chr1	194976375
Fam107b	DEG_down	-0.656205472344843	4.94831916186995e-8	867.048020484094	chr2	3570488
Bend7	DEG_up	1.82101552972257	2.41782786692128e-47	156.801667536344	chr2	4717831
Phyh	DEG_down	-0.407541655705966	0.0125715070794828	173.734882790504	chr2	4919019
Camk1d	DEG_down	-0.366473995575715	3.52630412502755e-4	1917.35174629484	chr2	5714515
Echdc3	DEG_down	-2.00361933049965	0.00121247615938121	4.85109737631571	chr2	6213033
Sfmbt2	DEG_up	1.48532445175647	3.9732066217599e-27	267.069456279779	chr2	10370510
Plxdc2	DEG_down	-0.81224201983549	2.51994095212933e-6	1316.05467499992	chr2	16356304
Spag6	DEG_down	-0.759714850570838	8.02966514940604e-4	31.158877207149	chr2	18699023
Cacna1b	DEG_up	0.46690544682644	1.17059236027305e-11	2314.09535687011	chr2	24763152
Arrdc1	DEG_down	-0.463476906396622	0.0383090257646929	70.4147648330047	chr2	24935252
Nsmf	DEG_up	0.528341994529376	0.00132722580385513	196.198294488255	chr2	25054355
Paxx	DEG_down	-0.454120882413536	0.0104124773014646	132.372786473249	chr2	25461094
Fam163b	DEG_up	2.15300219798689	3.24845326791654e-9	94.1926575959385	chr2	27142491
Rxra	DEG_up	0.568014688178317	3.74602799303473e-4	171.34742490302	chr2	27676440
Barhl1	DEG_up	0.745925633516415	4.8785361200918e-8	146.771420101699	chr2	28916668
Cercam	DEG_up	0.44468489540847	0.028434965515733	59.602544888991	chr2	29869164
Crat	DEG_up	0.359863729127026	0.00167639608112445	396.827628433229	chr2	30415813
Ass1	DEG_up	1.28336350776133	7.92079664870434e-4	33.665031316899	chr2	31470207
Fam78a	DEG_up	0.654054969753719	0.00890480196383724	31.0681901679343	chr2	32084857
Prrc2b	DEG_up	0.322365776568891	0.00405078698822065	4121.82268774156	chr2	32151082
Pip5kl1	DEG_down	-0.744933576129198	0.0305769808132231	19.8149626069376	chr2	32575718
Sh2d3c	DEG_up	0.444330126959095	0.011695178015986	225.552953976257	chr2	32721055
Stxbp1	DEG_up	0.345460283297197	5.18301625119551e-8	6666.27734114485	chr2	32847245
Garnl3	DEG_up	0.429052365609968	4.75540981822304e-5	2546.29466746923	chr2	33131654
C230014O12Rik	DEG_down	-0.941530330978892	0.00167746186128609	19.4624250468337	chr2	34107729
Pbx3	DEG_down	-0.756640259597085	2.75114734734763e-14	605.772835452818	chr2	34373142
Stom	DEG_down	-1.15180697104759	2.21742207447571e-16	96.6329379657091	chr2	35336976
Mbd5	DEG_up	0.310897578529307	0.00845002580539607	3898.75394666763	chr2	48949508
Lypd6b	DEG_up	0.834625837282904	0.00134398274287787	28.475915216893	chr2	49787688
Arl5a	DEG_up	0.414988561282204	0.00352418090043535	1069.06463039395	chr2	52424901
BB557941	DEG_down	-0.950831755139381	0.0388693164395147	19.6970891307481	chr2	57181754
Gpd2	DEG_down	-0.58279406937203	4.12789666652451e-12	953.070472427189	chr2	57237635
Acvr1c	DEG_down	-1.57368469734648	5.53509807325564e-25	132.880558018993	chr2	58357895
Acvr1	DEG_down	-0.365013251484785	0.00575339310543053	1274.62753828487	chr2	58567157
Csrnp3	DEG_down	-0.790961736524887	4.00051970203344e-24	686.808740517073	chr2	65845767
Scn1a	DEG_up	0.766902778174845	6.61131207296462e-14	5133.16400035294	chr2	66440840
Gm13629	DEG_up	0.988432270749803	5.14117751422035e-6	227.079541220219	chr2	66440880
Scn9a	DEG_up	0.786007444334188	3.9692179433338e-5	307.48528270601	chr2	66634962
B3galt1	DEG_up	0.514781822737794	0.0187814084787642	4136.28712565669	chr2	67748212
Stk39	DEG_down	-0.358433309643217	4.36740255923434e-5	3316.87498929895	chr2	68472268
Klhl23	DEG_down	-0.805180587787418	8.81310615370526e-13	243.710664434774	chr2	69821944
Mettl8	DEG_down	-0.386199960750739	1.10879010025251e-4	270.303044515424	chr2	71055583
Metap1d	DEG_down	-0.825528570058035	8.8258910575933e-15	175.028841139989	chr2	71453276
Dlx1as	DEG_down	-1.20534031361159	0.0425969869269765	7.83917748971786	chr2	71537891
Pdk1	DEG_down	-0.418837065885636	0.00402082714496333	98.0611261647391	chr2	71873224
Map3k20	DEG_up	0.459474141150415	0.00346075920077722	273.411409881502	chr2	72285637
Prkra	DEG_down	-0.57826223576898	7.57728254467615e-5	139.0925400948	chr2	76648015
Fkbp7	DEG_down	-1.01701395321325	0.0041721408683963	23.6683440519698	chr2	76673116
P2rx3	DEG_down	-0.851432125268364	0.0358617837546971	13.8218248478937	chr2	85037462
Ptprj	DEG_down	-0.376516996628617	0.0066820193283799	3350.36743627813	chr2	90580647
Agbl2	DEG_up	1.05422062933734	2.150746599048e-13	221.962825459911	chr2	90782727
C1qtnf4	DEG_up	0.676151650445707	9.58647205009306e-9	259.179457245631	chr2	90885860
Mybpc3	DEG_down	-0.853227685145382	0.0439032988209375	155.231785188412	chr2	91118144
Phf21a	DEG_up	0.371798391656341	0.00121247615938121	4062.11625771044	chr2	92093117
Trp53i11	DEG_down	-0.616203781672143	0.00566127686907439	220.089613140669	chr2	93187548
Tspan18	DEG_down	-0.559097763854767	7.50103737210401e-5	875.391692506598	chr2	93334505
Lrrc4c	DEG_down	-1.05689759020827	1.98685943298523e-10	9492.85293683141	chr2	96318169
Iftap	DEG_down	-0.608053371943071	1.33041182085249e-9	283.246743178238	chr2	101649532
Ldlrad3	DEG_down	-0.778053547626825	5.89552132439662e-18	1212.92888992169	chr2	102186385
D430041D05Rik	DEG_up	0.595366179695572	3.01439384061941e-8	7917.68970730583	chr2	104411013
Pax6os1	DEG_down	-1.12013565816803	3.29867707746469e-22	188.632265402394	chr2	105670330
Elp4	DEG_down	-0.382072216651266	0.00117581488978086	1518.84760168661	chr2	105904564
BB218582	DEG_down	-1.51804845324999	0.00224776526752394	9.32123747846815	chr2	106650364
Kcna4	DEG_up	0.983525046833782	2.55428109049965e-4	28.1944534723394	chr2	107290639
Mettl15	DEG_down	-0.940946704850946	3.24845326791654e-9	304.862321323301	chr2	109280748
Kif18a	DEG_down	-0.877053655013156	0.00306292279061905	35.6892162611592	chr2	109280738
Bdnf	DEG_down	-1.36238643186776	6.9961251600885e-12	329.854532109525	chr2	109674700
Lgr4	DEG_down	-0.376916360434039	5.88546716354287e-6	1564.87512134542	chr2	109917647
Slc5a12	DEG_down	-1.66799040517447	6.30571773248888e-7	21.7939618698519	chr2	110597298
Ano3	DEG_down	-1.78750982962324	2.61528034534024e-60	1020.25796950028	chr2	110950923
Ryr3	DEG_up	0.552546000898558	3.65882154895375e-5	2738.17483895379	chr2	113217096
Fmn1	DEG_down	-0.533458508061628	9.5716039415482e-4	607.550747807072	chr2	113327736
Cdin1	DEG_down	-0.56865830851472	6.73509952635103e-7	327.137473623714	chr2	115581716
Gpr176	DEG_down	-1.95072537242892	9.07721805977823e-77	218.097724283842	chr2	118373419
Bmf	DEG_down	-0.776249580136422	1.17466076284999e-6	120.008585298979	chr2	118549687
Pak6	DEG_up	1.62248817731186	2.90449831667997e-9	23.5861793197255	chr2	118663303
Ccdc9b	DEG_down	-0.98156981004055	4.9919283383309e-7	99.7987825377891	chr2	118762661
Sptbn5	DEG_up	1.93412223818437	2.99784477275101e-4	9.85668761816235	chr2	120085678
Pla2g4e	DEG_down	-0.55517575584466194	0.00156624911085047	398.221647229837	chr2	120245335
Lrrc57	DEG_up	0.403927449704744	0.0155159491932042	91.4208935366247	chr2	120609520
Stard9	DEG_up	0.387571090520178	6.75131928754535e-5	455.520384214768	chr2	120629121
Tgm5	DEG_down	-1.53040907648889	1.86055497383173e-6	23.6018024494114	chr2	121085841
Sema6d	DEG_down	-0.316769536530068	0.0436310081540495	2614.02927420948	chr2	124089969
Cep152	DEG_down	-0.31952743682122	0.012291690739028	211.784354499582	chr2	125625113
Galk2	DEG_down	-0.435446626590142	6.36126150885538e-4	181.867127380061	chr2	125859109
Slc27a2	DEG_up	2.24963250829431	3.73625158971254e-16	43.4073252807639	chr2	126552407
Prom2	DEG_down	-1.26933721878753	3.46623637412298e-10	41.1245385854122	chr2	127541467
Nphp1	DEG_down	-0.797302283463581	1.3187344779771e-6	63.3290656165881	chr2	127788897
Mtln	DEG_down	-0.814279986585693	0.0234962127313695	26.7910318201479	chr2	127792488
Fbln7	DEG_up	0.618971921511782	0.0454857577176074	27.3785306147255	chr2	128862981
Lzts3	DEG_up	0.362518301825055	0.0494825962038203	464.876114159692	chr2	130642803
1700026D11Rik	DEG_down	-2.94281599156767	0.0102662419162542	2.27555024583136	chr2	132490634
Pak5	DEG_down	-0.6237535908	0.00290689762447103	2250.1789130141	chr2	136387967
Btbd3	DEG_down	-0.43048586533506	3.83586645311113e-16	3138.61693430571	chr2	138256565
Ism1	DEG_down	-1.03869044722994	2.49906486320414e-10	57.0187341166408	chr2	139678178
Kif16b	DEG_down	-0.553442987717786	1.04360682803681e-10	861.075577822784	chr2	142901531
Pcsk2	DEG_down	-0.369533879671848	0.0216347747959742	3877.9614425345	chr2	143546156
Kiz	DEG_down	-0.389279009346948	3.43797595298124e-4	462.220125290811	chr2	146855864
Zcchc3	DEG_down	-0.58426823587814	0.0054956761656011	56.427063737726	chr2	152415027
Cbfa2t2	DEG_down	-0.450370583761305	7.55684356007395e-9	739.299790629036	chr2	154436481
Necab3	DEG_down	-2.0518554084249	1.44244958767316e-7	86.10571335274	chr2	154558890
Pxmp4	DEG_down	-0.720304467175266	6.76439697278563e-4	54.5445258627963	chr2	154603708
Zfp341	DEG_down	-0.60495846387644	6.70363112306645e-7	133.731466513964	chr2	154613297
Myh7b	DEG_up	0.6074243540741	3.06964297319586e-5	113.102576816225	chr2	155611212
Cnbd2	DEG_up	0.54851025574589	0.0213535100012065	70.9995810599239	chr2	156312299
Src	DEG_up	0.485840043773867	7.36385216239133e-6	442.158988537464	chr2	157418444
Snhg11	DEG_up	0.612173438532841	5.43795800484366e-8	3783.70289093194	chr2	158375638
Plcg1	DEG_up	0.37756001925735	0.00125207932055987	211.282943722849	chr2	160731300
Zhx3	DEG_up	0.302703161518537	0.00377310296510559	1291.75545162477	chr2	160872998
Eya2	DEG_down	-0.973309190521888	2.38835038638418e-8	110.899429442608	chr2	165595032
Sulf2	DEG_up	0.358413245447438	0.00971310518292784	201.260036893455	chr2	166155663
Kcnb1	DEG_up	1.46912243187289	7.03727109436169e-21	647.409177623993	chr2	167190155
Ptgis	DEG_up	1.26592416277829	0.00216655685260024	11.9359946036533	chr2	167240604
Peds1	DEG_up	0.73599195832873	0.0236015808151506	69.1392163390304	chr2	167689822
Dok5	DEG_down	-0.416652637040978	0.0023792496611992	404.226198610798	chr2	170731807
Pmepa1	DEG_up	1.34998063133551	1.06006743278971e-23	244.038981916185	chr2	173276533
Ppp4r1l-ps	DEG_down	-0.323179328803515	0.0022002741851438	367.505845630366	chr2	173659640
Npepl1	DEG_down	-0.397838191827032	0.0253093803203096	168.265787941407	chr2	174110349
Phactr3	DEG_up	0.324961128004394	0.00463218770171531	6171.59095697571	chr2	178118975
Fam217b	DEG_up	0.537988950832945	0.0146110697631252	130.783802436652	chr2	178414524
Lama5	DEG_up	1.46282675899125	1.83952909150398e-12	48.2115877109824	chr2	180225859
Chrna4	DEG_up	2.26498131079669	2.80454627098242e-29	65.3067879639417	chr2	181043546
Myt1	DEG_down	-0.375260620541844	4.49362092344407e-12	1964.37643411572	chr2	181763332
Polr3k	DEG_up	0.32991869130326	0.0463663860788013	89.1262496062881	chr2	181864337
Zfhx4	DEG_down	-0.867421482113076	3.70851247894518e-15	493.47501621846	chr3	5218526
Mir124-2hg	DEG_down	-1.07571631299751	1.20482280005882e-34	372.669522437519	chr3	17789921
Naaladl2	DEG_down	-0.455453985839119	0.00552153758616318	3677.89183987093	chr3	25144261
Nlgn1	DEG_down	-0.382122831896577	0.0289578078852757	10740.3680337222	chr3	26332460
Actrt3	DEG_down	-1.35565777145376	0.0236348409328587	7.95466247547328	chr3	30599939
Kcnmb2	DEG_down	-1.35526860547021	8.423895725086e-15	153.150739294488	chr3	31902507
Usp13	DEG_up	0.759015158995615	5.14659729902106e-24	569.649833551196	chr3	32817546
Ccdc39	DEG_down	-0.344949086283808	0.00839613259213454	253.361009741415	chr3	33844310
Gm5148	DEG_down	-0.550517010321856	0.0370171707264047	121.918666118887	chr3	37724490
Intu	DEG_down	-0.359653768744845	0.0350417373328296	119.02747081569	chr3	40531286
Pcdh10	DEG_up	0.511323642356677	1.01008117949312e-4	165.305779183943	chr3	45378398
Maml3	DEG_down	-1.56629849656719	2.46993690355441e-18	2951.81529559096	chr3	52105076
Foxo1	DEG_down	-0.60207282483233	6.50947516889469e-6	623.195609699604	chr3	52268336
4930593A02Rik	DEG_down	-0.537639352029939	0.0404183604170149	37.2360505153103	chr3	58692589
Mme	DEG_up	1.02930544124295	0.014060749879313	20.0727711498343	chr3	63241537
Kcnab1	DEG_down	-1.1487858667192	3.07230545102739e-34	607.484420440012	chr3	64949196
Tiparp	DEG_down	-0.553878201259443	9.85841739731421e-5	252.756629248472	chr3	65528410
Lekr1	DEG_down	-0.39615297607164	1.99908149944509e-4	216.002928341329	chr3	65666228
Ppm1l	DEG_down	-0.52421858631338	1.39407605227421e-11	2756.42790839315	chr3	69316861
Sptssb	DEG_down	-1.48324680724432	5.98029153491323e-31	166.038288370071	chr3	69859940
Serpini1	DEG_down	-0.315906265595013	0.015733689091438	743.796105487233	chr3	75557547
Golim4	DEG_down	-0.655683239617625	3.46007305989461e-6	279.152867536848	chr3	75956949
Map9	DEG_down	-0.421939386200874	0.00252191092216305	292.959249417319	chr3	82358044
Fhdc1	DEG_up	0.95654184843121	7.22860842822734e-13	110.798570562922	chr3	84480429
Dclk2	DEG_down	-0.497543812560727	4.75865357300251e-11	1402.10965598287	chr3	86920852
Hapln2	DEG_up	0.470184415798382	0.0330799137197134	55.976631655560404	chr3	88027583
Pmf1	DEG_up	0.715183348336565	0.047435200488302	28.9061788051692	chr3	88410331
Mex3a	DEG_down	-0.766377289655776	0.0154720700510957	30.9525772950783	chr3	88532395
Hcn3	DEG_down	-1.02021751122151	1.86916943438813e-6	40.5224465721233	chr3	89160196
Slc50a1	DEG_down	-0.48180140826781	0.0155954514082567	92.9768262257992	chr3	89270570
Efna1	DEG_down	-1.80765337010024	3.79645723885458e-5	15.3732322617655	chr3	89281142
Shc1	DEG_down	-0.499223620019499	0.0201768955194223	50.8895646465665	chr3	89418443
Chrnb2	DEG_down	-0.391299429088471	0.00578353885789268	464.610775120769	chr3	89764632
Crtc2	DEG_down	-0.370874362773277	0.0033299571770953	399.657599994995	chr3	90254163
Npr1	DEG_up	0.883350898745517	0.0331724390871234	16.9952391167375	chr3	90465866
C2cd4d	DEG_down	-0.916265672017066	0.0321191575173741	14.642453137358	chr3	94362438
Celf3	DEG_up	0.306874158662746	0.00295621356334904	687.398611402558	chr3	94478295
Rfx5	DEG_up	0.47746940602174	4.79499799958315e-4	113.846249879256	chr3	94954075
Plekho1	DEG_down	-0.323886982508532	0.00321713810725656	333.163454436377	chr3	95996001
Mtmr11	DEG_up	0.831575284108759	8.30062423520907e-4	33.3925672062739	chr3	96162004
Ankrd35	DEG_down	-0.636265067040219	0.0106042796951706	27.9714036193226	chr3	96670131
Acp6	DEG_down	-0.571447459957486	1.36518629013516e-4	116.214829087012	chr3	97158777
Ptgfrn	DEG_up	0.441097075822772	0.0238543977377881	61.255936274354	chr3	101110278
Slc22a15	DEG_down	-0.835391723814283	3.22409939384674e-21	464.8599509745	chr3	101924453
Nhlh2	DEG_down	-0.802751587270308	8.15875999088066e-9	91.9106550340672	chr3	102010076
Syt6	DEG_down	-2.45305651548652	1.65344901791475e-16	269.058971482786	chr3	103575231
Magi3	DEG_up	0.337006624392457	0.0184948549413238	279.044089511099	chr3	104220374
Slc16a1	DEG_down	-0.500665499877543	0.00376136888977128	132.173863266347	chr3	104638668
Kcnd3os	DEG_down	-0.636701384697412	0.00347214236188858	68.0054416387706	chr3	105452955
Kcnd3	DEG_down	-0.618355874645037	1.60972454569011e-6	2988.40019921166	chr3	105452330
Inka2	DEG_down	-0.909811971962951	2.6577809703753e-27	360.47363352969	chr3	105704599
Chil5	DEG_down	-1.08068245119614	5.16734353903173e-9	60.0125493694618	chr3	106032814
Kcnc4	DEG_down	-0.932689732922959	2.21716967054137e-12	351.423666063255	chr3	107459552
Cyb561d1	DEG_down	-0.380064111783389	0.030846710155831802	103.131216107413	chr3	108201212
Sort1	DEG_down	-0.35205064838789	1.44939824910041e-8	756.756822963936	chr3	108284082
Eeig2	DEG_down	-0.418222529157448	1.28161371964007e-4	300.609385588744	chr3	109027607
Cdc14a	DEG_up	0.394104969784614	0.00677629757718971	205.820533495176	chr3	116428745
Dbt	DEG_down	-0.32511155971388	0.0173310719782742	127.288522763199	chr3	116513070
Rwdd3	DEG_down	-1.21445965222279	0.00304537375895677	20.1803482830883	chr3	121171695
Tlcd4	DEG_down	-0.524885435268264	1.80033004039829e-11	1183.69839515375	chr3	121283098
Alg14	DEG_down	-0.717712679788801	2.42074621895046e-11	211.718133064153	chr3	121291773
