loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap	anchor_status
loop_4905	chr8	48550000	48575000	chr8	49800000	49825000	chr8:48550000-48575000_chr8:49800000-49825000	FALSE	-0.659836959076838	4.48989406105401	93.4641379043432	4.36629762086148e-7	0.0014165462047666	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48550000	48575000	48562500	25000	chr8	49800000	49825000	49812500	25000	1250000	>1Mb	TRUE	11252	268950	177	543111	23965	100039954	FALSE	TRUE	Bivalent_Promoter	FALSE	FALSE	FALSE	Other	FALSE	Bivalent_Promoter-Other	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	shared
loop_4911	chr8	48675000	48700000	chr8	49825000	49850000	chr8:48675000-48700000_chr8:49825000-49850000	FALSE	-0.489783378570363	4.64772722334235	34.9840873885077	6.52668683446635e-5	0.0163097242074147	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48675000	48700000	48687500	25000	chr8	49825000	49850000	49837500	25000	1150000	>1Mb	TRUE	11252	143950	177	518111	23965	100039954	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Poised_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_8779	chr8	48200000	48225000	chr8	49825000	49850000	chr8:48200000-48225000_chr8:49825000-49850000	FALSE	-0.694673289419943	4.1864471867325	117.881866670826	1.21067693344344e-7	7.59372960282e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48200000	48225000	48212500	25000	chr8	49825000	49850000	49837500	25000	1625000	>1Mb	TRUE	14198	100907	177	518111	320685	100039954	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_8846	chr8	57325000	57350000	chr8	108225000	108250000	chr8:57325000-57350000_chr8:108225000-108250000	TRUE	-0.699352595907757	1.17079790698638	30.6898175401781	1.187446119063e-4	0.0223169101301851	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	57325000	57350000	57337500	25000	chr8	108225000	108250000	108237500	25000	50900000	>1Mb	TRUE	23117	0	3518	282355	75996	11906	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_8847	chr8	12375000	12400000	chr8	57325000	57350000	chr8:12375000-12400000_chr8:57325000-57350000	TRUE	-0.960055279119097	0.55197375372104	28.3855514740338	1.680529828532e-4	0.0265233094967848	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	12375000	12400000	12387500	25000	chr8	57325000	57350000	57337500	25000	44950000	>1Mb	TRUE	15666	0	23117	0	434280	75996	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_10875	chr12	49375000	49400000	chr12	56675000	56700000	chr12:49375000-49400000_chr12:56675000-56700000	FALSE	-0.392411946958903	3.20669846884235	30.5259043032231	1.216221442869e-4	0.0223169101301851	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr12	49375000	49400000	49387500	25000	chr12	56675000	56700000	56687500	25000	7300000	>1Mb	TRUE	18978	0	6750	0	67293	18511	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_10974	chr12	56675000	56700000	chr12	73025000	73050000	chr12:56675000-56700000_chr12:73025000-73050000	FALSE	-0.783604647339721	1.43392946640145	34.1912180828962	7.25805863328121e-5	0.0175119435369202	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr12	56675000	56700000	56687500	25000	chr12	73025000	73050000	73037500	25000	16350000	>1Mb	TRUE	6750	0	7741	3886	18511	20471	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_19875	chr6	41760000	41770000	chr6	42190000	42200000	chr6:41760000-41770000_chr6:42190000-42200000	FALSE	0.373449281904222	5.52983931205254	33.7361075000606	5.60068046351002e-5	0.0281586939122201	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr6	41760000	41770000	41765000	10000	chr6	42190000	42200000	42195000	10000	430000	100-500kb	TRUE	12419	2365	15311	15327	258569	387515	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_21838	chr12	56680000	56690000	chr12	57190000	57200000	chr12:56680000-56690000_chr12:57190000-57200000	FALSE	0.544817153178618	4.18724902241602	44.0726431595954	1.45465949107174e-5	0.0152296050443023	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr12	56680000	56690000	56685000	10000	chr12	57190000	57200000	57195000	10000	510000	500kb-1Mb	TRUE	6750	1766	8986	0	18511	217593	FALSE	FALSE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_4918	chr8	49800000	49825000	chr8	57300000	57325000	chr8:49800000-49825000_chr8:57300000-57325000	TRUE	1.75692245774895	1.66394932200179	128.55869766748	7.44815454412946e-8	7.59372960282e-4	TRUE	TRUE	strong_differential	up_in_mutant	NA	25000	25	1	FALSE	chr8	49800000	49825000	49812500	25000	chr8	57300000	57325000	57312500	25000	7500000	>1Mb	TRUE	177	543111	5190	0	100039954	15111	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_7202	chr8	49650000	49675000	chr8	57300000	57325000	chr8:49650000-49675000_chr8:57300000-57325000	TRUE	2.34333028913408	2.06408319942258	284.787638172735	7.55287304085948e-10	1.58542358000681e-5	TRUE	TRUE	strong_differential	up_in_mutant	NA	25000	25	1	FALSE	chr8	49650000	49675000	49662500	25000	chr8	57300000	57325000	57312500	25000	7650000	>1Mb	TRUE	177	693111	5190	0	100039954	15111	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_20283	chr1	138125000	138150000	chr1	138825000	138850000	chr1:138125000-138150000_chr1:138825000-138850000	TRUE	0.303057036407398	4.73289823910612	31.9256093385281	9.93396901232928e-5	0.0203861789965565	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	FALSE	chr1	138125000	138150000	138137500	25000	chr1	138825000	138850000	138837500	25000	700000	500kb-1Mb	TRUE	7203	25707	5836	0	19264	16876	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Poised_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
