loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category	distance_category	direction_label	anchor1_H3K27ac_overlap	anchor1_H3K27me3_overlap	anchor1_H3K4me1_overlap	anchor1_H3K4me3_overlap	anchor2_H3K27ac_overlap	anchor2_H3K27me3_overlap	anchor2_H3K4me1_overlap	anchor2_H3K4me3_overlap	has_H3K27ac	has_H3K27me3	has_H3K4me1	has_H3K4me3	anchor1_distance_to_tss	anchor2_distance_to_tss	anchor1_type	anchor2_type
loop_294	chr12	56055000	56060000	chr12	56540000	56545000	0.390539107725139	5.4751442522944	0.0116861621635594	4.854954162103e-4	TRUE	5	1	485000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	193242	3091	Polycomb	Polycomb
loop_10883	chr15	53340000	53350000	chr15	53760000	53770000	-0.315993423612167	4.7583576103365	0.0031180078591711	1.725784974285e-4	TRUE	10	2	420000	Promoter-Poised_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0	132536	Active_Promoter	Poised_Enhancer
loop_318	chr15	29050000	29055000	chr15	29220000	29225000	-0.545875935910879	5.04245024602174	0.003581033848225	7.64907374018617e-5	TRUE	5	1	170000	Active_Enhancer-Active_Enhancer	down_in_mutant	moderate_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	658403	488403	Active_Enhancer	Active_Enhancer
loop_323	chr15	81520000	81525000	chr15	81580000	81585000	0.323950110606268	6.38712654399792	0.0130009109326563	5.836015678782e-4	TRUE	5	1	60000	Active_Enhancer-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	53703	396	Active_Enhancer	Active_Promoter
loop_1539	chr15	42060000	42070000	chr15	42670000	42680000	-0.824911416210738	4.34626856343477	3.02875082049036e-6	7.761910020698171e-9	TRUE	10	2	610000	Promoter-Active_Enhancer	down_in_mutant	moderate_differential	500kb-1Mb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	190279	0	Poised_Enhancer	Active_Promoter
loop_467	chr16	42900000	42925000	chr16	43500000	43525000	-0.389209429688525	5.36527355303863	5.68864062262666e-5	2.84459919358721e-7	TRUE	25	3	600000	Promoter-Active_Enhancer	down_in_mutant	weak_differential	500kb-1Mb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	0	79803	Active_Promoter	Active_Enhancer
loop_413	chr17	48415000	48420000	chr17	48465000	48470000	-0.393885611332712	5.2437613902986	0.0099136550477718	3.819662294291e-4	TRUE	5	1	50000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	4985	10098	Poised_Enhancer	Poised_Enhancer
loop_467	chr1	91345000	91350000	chr1	91480000	91485000	0.472685798771331	5.31087977886742	0.0034223313618301	7.13513497290778e-5	TRUE	5	1	135000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	1015	9646	Repressed_Promoter	CTCF_Site
loop_13236	chr18	49750000	49760000	chr18	50110000	50120000	-0.341616610525246	3.97174908335815	0.0112145055738813	0.0010044098090428	TRUE	10	2	360000	Promoter-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	0	8200	CTCF_Site	CTCF_Site
loop_13365	chr19	17150000	17160000	chr19	17210000	17220000	-0.380561952610522	6.50999715643665	6.71156898012222e-5	7.44345976498178e-7	TRUE	10	2	60000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	193881	152843	Active_Enhancer	Active_Enhancer
loop_564	chr19	22450000	22455000	chr19	22635000	22640000	-0.608304515067549	5.04444752819484	0.0056090876456255	1.615786564583e-4	TRUE	5	1	185000	Active_Enhancer-Active_Enhancer	down_in_mutant	moderate_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	295604	110604	Active_Enhancer	Active_Enhancer
loop_570	chr19	59740000	59745000	chr19	60140000	60145000	-0.507246378783241	4.85834173212298	0.0124541925204314	5.483037880039e-4	TRUE	5	1	400000	Other-Other	down_in_mutant	moderate_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	198653	0	CTCF_Site	Repressed_Promoter
loop_749	chr2	6870000	6880000	chr2	7080000	7090000	-0.394578570668128	4.65015912679881	0.0015326090365922	6.47390526238168e-5	TRUE	10	2	210000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	547332	419562	Active_Enhancer	Active_Enhancer
loop_15040	chr3	123690000	123700000	chr3	123830000	123840000	-0.43863070613811	5.3330323840438	3.14224082486974e-5	2.44833746144268e-7	TRUE	10	2	140000	Promoter-Active_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0	139146	Active_Promoter	Active_Enhancer
loop_720	chr3	86545000	86550000	chr3	86755000	86760000	-0.483819620901568	4.93534782375843	0.0230187873892694	0.0014183525985602	TRUE	5	1	210000	Promoter-Poised_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	160851	Bivalent_Promoter	Poised_Enhancer
loop_17841	chr3	86325000	86350000	chr3	86975000	87000000	-0.348629608286288	4.92718962518702	9.143091278898e-4	3.20936040577098e-5	TRUE	25	3	650000	Other-Other	down_in_mutant	weak_differential	500kb-1Mb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	100319	0	Other	Repressed_Promoter
loop_727	chr3	49185000	49190000	chr3	49760000	49765000	0.648903030552877	3.40939471316594	0.0256698622010734	0.0016822450898004	TRUE	5	1	575000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	moderate_differential	500kb-1Mb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	567324	2674	Poised_Enhancer	Poised_Enhancer
loop_753	chr4	33520000	33525000	chr4	33735000	33740000	-0.407900527865251	4.81317094584267	0.0160789924202226	8.226378059506e-4	TRUE	5	1	215000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	81918	184592	Active_Enhancer	Active_Enhancer
loop_15943	chr4	45940000	45950000	chr4	46120000	46130000	0.353299532641351	5.31561952090282	3.84580681911e-4	9.48197333449828e-6	TRUE	10	2	180000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	15333	8612	CTCF_Site	Poised_Enhancer
loop_827	chr5	67845000	67850000	chr5	68045000	68050000	-0.460344990434603	4.79708881512092	0.012276662330146	5.366480234112e-4	TRUE	5	1	200000	Promoter-Active_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0	13164	Active_Promoter	Active_Enhancer
loop_867	chr6	13835000	13840000	chr6	13900000	13905000	-0.316726841379132	5.55429006947398	0.0253141522163369	0.0016484747105622	TRUE	5	1	65000	Promoter-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0	28473	Active_Promoter	Poised_Enhancer
loop_869	chr6	51765000	51770000	chr6	51845000	51850000	-0.31590110989778	5.55036180525437	0.0266033656551999	0.0017761440905323	TRUE	5	1	80000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	241098	162548	Active_Enhancer	Active_Enhancer
loop_882	chr6	13830000	13835000	chr6	13980000	13985000	-0.433706220302438	5.21112903847091	0.0269721261047592	0.0018097439658387	TRUE	5	1	150000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	4941	108473	Active_Enhancer	Poised_Enhancer
loop_17266	chr6	60550000	60560000	chr6	61300000	61310000	-0.600053079545689	3.43780357258325	6.548165469775e-4	1.94141880090992e-5	TRUE	10	3	750000	Poised_Enhancer-Other	down_in_mutant	moderate_differential	500kb-1Mb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	146292	119189	Other	Poised_Enhancer
loop_1107	chr6	43660000	43670000	chr6	44290000	44300000	-0.62207260584874	3.46260660735625	3.614764220882e-4	8.72274591391786e-6	TRUE	10	2	630000	Promoter-Poised_Enhancer	down_in_mutant	moderate_differential	500kb-1Mb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	0	623721	Other	Poised_Enhancer
loop_15541	chr6	20500000	20525000	chr6	21200000	21225000	-0.452097905259116	4.73833336861362	2.589436056028e-4	4.15112065065821e-6	TRUE	25	3	700000	Promoter-Active_Enhancer	down_in_mutant	weak_differential	500kb-1Mb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	690502	0	Active_Enhancer	Active_Promoter
loop_936	chr7	90055000	90060000	chr7	90115000	90120000	-0.310295150617931	6.09262384746719	0.0088678910504422	3.166047188512e-4	TRUE	5	1	60000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	69983	9983	Active_Enhancer	Poised_Enhancer
loop_971	chr7	92870000	92875000	chr7	93090000	93095000	-0.404672533324142	4.74346615892845	0.0206478738780949	0.0012194038259204	TRUE	5	1	220000	Promoter-Active_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0	89175	Active_Promoter	Active_Enhancer
loop_17977	chr7	60390000	60400000	chr7	60490000	60500000	-0.374358903730253	5.149740094001	0.0020457195262961	9.43677618174766e-5	TRUE	10	2	100000	Other-Other	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	249780	349780	Other	Other
loop_1021	chr10	81625000	81630000	chr10	82175000	82180000	-0.408779181980828	4.94155928415578	0.017779488281524	9.580872063617e-4	TRUE	5	1	550000	Promoter-Active_Enhancer	down_in_mutant	weak_differential	500kb-1Mb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	0	46986	Other	Active_Enhancer
loop_1054	chr8	21990000	21995000	chr8	22045000	22050000	-0.435500809394855	5.965042134993	0.0120494355181984	5.09263207309e-4	TRUE	5	1	55000	Poised_Enhancer-Other	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	20224	10304	CTCF_Site	Poised_Enhancer
loop_8008	chr8	95970000	95980000	chr8	100770000	100780000	-0.907281814173301	3.51005432861591	2.57709819655521e-5	1.73081886654468e-7	TRUE	10	2	4800000	Other-Other	down_in_mutant	moderate_differential	>1Mb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	81452	1353357	CTCF_Site	CTCF_Site
loop_1100	chr9	120495000	120500000	chr9	120565000	120570000	0.316430794939712	6.74870184446606	0.0119934694950731	5.055638904051e-4	TRUE	5	1	70000	Poised_Enhancer-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2767	1443	Poised_Enhancer	Other
loop_1350	chr9	94530000	94540000	chr9	94700000	94710000	-0.693425681985245	4.71491245109008	1.8502089672842e-5	1.10365063000781e-7	TRUE	10	3	170000	Promoter-Active_Enhancer	down_in_mutant	moderate_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0	30090	Active_Promoter	Active_Enhancer
loop_1127	chr9	99845000	99850000	chr9	100395000	100400000	0.512268586533115	5.88363417772673	0.0011421711698848	1.25764593280608e-5	TRUE	5	1	550000	Other-Other	up_in_mutant	moderate_differential	500kb-1Mb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	26169	86787	Polycomb	CTCF_Site
loop_1133	chr9	106900000	106905000	chr9	107290000	107295000	-0.413238809337614	5.32381298087124	0.0072145797429907	2.367146061819e-4	TRUE	5	1	390000	Other-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8020	122	Other	CTCF_Site
loop_1164	chr11	85835000	85840000	chr11	85885000	85890000	-0.443512061434171	5.55677348461848	0.0031231608696555002	6.07889169380186e-5	TRUE	5	1	50000	Poised_Enhancer-Other	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	2448	0	Polycomb	Repressed_Promoter
loop_1231	chr12	100685000	100690000	chr12	100720000	100725000	-0.334345538443171	6.09067682273586	0.0049474664804606	1.323396383662e-4	TRUE	5	1	35000	Promoter-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	36982	1982	Poised_Enhancer	Active_Promoter
loop_1262	chr15	57690000	57695000	chr15	57910000	57915000	-0.497796548329216	5.19354863074986	0.0045136831499299	1.097204991657e-4	TRUE	5	1	220000	Promoter-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	0	0	Active_Promoter	Active_Promoter
loop_1280	chr15	73830000	73835000	chr15	73995000	74000000	0.445075926971527	5.10018204608237	0.0167595595999851	8.834744806374e-4	TRUE	5	1	165000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	4698	155300	Polycomb	Polycomb
loop_11108	chr16	72200000	72225000	chr16	72975000	73000000	0.528857142465129	4.09576901294372	5.650977096149e-4	1.45720852660783e-5	TRUE	25	3	775000	Poised_Enhancer-Other	up_in_mutant	moderate_differential	500kb-1Mb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9326	666693	Poised_Enhancer	CTCF_Site
loop_1327	chr16	30600000	30605000	chr16	31200000	31205000	-0.606689936726529	3.6164815016211	0.0236370379231726	0.0014656488312944	TRUE	5	1	600000	Promoter-Promoter	down_in_mutant	moderate_differential	500kb-1Mb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	276	0	Active_Promoter	Active_Promoter
loop_1403	chr1	91570000	91575000	chr1	91750000	91755000	0.336947069739314	5.25157582615721	0.0195523107666676	0.0011145099841972	TRUE	5	1	180000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	29455	46460	CTCF_Site	Polycomb
loop_13443	chr19	17240000	17250000	chr19	17350000	17360000	-0.451842733240291	5.71824507741469	2.50458627324543e-5	1.6710521706436e-7	TRUE	10	2	110000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	122843	12843	Poised_Enhancer	Active_Enhancer
loop_1475	chr2	57905000	57910000	chr2	57950000	57955000	-0.445495426881342	5.4592152666595	0.0110015182887482	4.466193054602e-4	TRUE	5	1	45000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	87883	42883	Active_Enhancer	Poised_Enhancer
loop_13840	chr2	73920000	73930000	chr2	73990000	74000000	-0.36574936010493603	5.96975086003938	2.41477285657953e-5	1.56845002614524e-7	TRUE	10	3	70000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	8673	78673	Poised_Enhancer	Poised_Enhancer
loop_14500	chr2	109540000	109550000	chr2	109880000	109890000	-0.441518084243702	3.55000781141118	0.003276241804923	1.873213545232e-4	TRUE	10	2	340000	Promoter-Active_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	124699	852	Polycomb	Other
loop_1541	chr3	123970000	123975000	chr3	124070000	124075000	-0.353380232961542	5.56210910813391	0.0089336997540338	3.194510589391e-4	TRUE	5	1	100000	Active_Enhancer-Other	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	279146	245854	Active_Enhancer	Other
loop_1566	chr4	3675000	3680000	chr4	3750000	3755000	-0.395993412485924	6.04710044002595	0.0043505787767933	1.028248237202e-4	TRUE	5	1	75000	Promoter-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0	71884	Active_Promoter	Poised_Enhancer
loop_1591	chr4	82535000	82540000	chr4	82700000	82705000	-0.956922657768539	3.52403705175537	9.032206145608e-4	8.2332135843966e-6	TRUE	5	1	165000	Promoter-Active_Enhancer	down_in_mutant	moderate_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	26983	749	Active_Enhancer	Bivalent_Promoter
loop_1610	chr5	105985000	105990000	chr5	106275000	106280000	-0.453235069681451	5.05555851488553	0.0055054991878025	1.561452889433e-4	TRUE	5	1	290000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	108434	41339	Poised_Enhancer	Active_Enhancer
loop_20087	chr5	118780000	118790000	chr5	118870000	118880000	0.447695485461473	5.07670023266979	5.75823574649592e-5	6.02996585330299e-7	TRUE	10	3	90000	Other-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	162338	72338	CTCF_Site	Polycomb
loop_1638	chr5	49815000	49820000	chr5	49960000	49965000	-0.459287738883099	4.48467867124889	0.0207454171166079	0.0012286658452445	TRUE	5	1	145000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	239005	94005	Active_Enhancer	Poised_Enhancer
loop_1662	chr6	140625000	140630000	chr6	140710000	140715000	-0.402242657976892	5.44945452702508	0.0130359506450365	5.905531032597e-4	TRUE	5	1	85000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	2336	87336	Active_Enhancer	Poised_Enhancer
loop_1715	chr7	84590000	84595000	chr7	84750000	84755000	-0.326783252490957	5.43805674958733	0.0279717310074719	0.0019273147991468	TRUE	5	1	160000	Other-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11721	60040	CTCF_Site	CTCF_Site
