gene	chr	start	end	mod_difference	dmr_qvalue	dmr_category	mecp2_nearest_fold	mecp2_nearest_fdr	mecp2_mean_fold	mecp2_n_peaks
Syne1	chr10	5020916	5551481	0.0535617198947247	4.8151057076211e-306	Hypermethylated	-0.79073950651197	0.0431305485799127	0.0440787199863879	37
Aig1	chr10	13647053	13868979	0.0808819806409217	4.8151057076211e-306	Hypermethylated	-0.0760425422303175	0.71215000533575	0.162539340076797	18
Mcu	chr10	59446983	59616691	0.142137210855473	4.8151057076211e-306	Hypermethylated	0.11586127679529	0.591025154541872	0.0982585092657566	31
Lrrtm3	chr10	63928471	64090276	0.0836559320581863	4.8151057076211e-306	Hypermethylated	-0.0149392712746246	0.953729210047422	0.390704342677112	50
Tmtc2	chr10	105187662	105574450	0.0924002542478071	4.8151057076211e-306	Hypermethylated	0.00364648546725074	0.988223395371966	0.235350740196057	37
Syt1	chr10	108497649	109010981	0.173138279538543	4.8151057076211e-306	Hypermethylated	-0.0270238717907686	0.851132586517471	0.103015823593182	69
Trhde	chr10	114398820	114802306	0.072632449541856	4.8151057076211e-306	Hypermethylated	0.0529323418300995	0.790619427302881	0.583866409335776	41
Car10	chr11	93098027	93601748	0.0668918157778959	4.8151057076211e-306	Hypermethylated	-0.188943543897338	0.421704002565441	0.183907218839993	28
Myt1l	chr12	29528383	29923212	0.0799913999828868	4.8151057076211e-306	Hypermethylated	0.293034300347374	0.269329808868135	0.28576607944634	74
Cog5	chr12	31654868	31937629	0.0707680919978579	4.8151057076211e-306	Hypermethylated	2.44481335593545	1.20839010330663e-07	1.22778484939048	23
Rps6ka5	chr12	100548438	100726982	0.115988850712457	4.8151057076211e-306	Hypermethylated	0.0031725663394504	0.985734414099003	-0.0336224816601621	15
Itpk1	chr12	102568581	102704929	0.0999405716026295	4.8151057076211e-306	Hypermethylated	0.0115293386504225	0.955983582625542	0.122829146974105	34
Rnf182	chr13	43615709	43670944	0.129429705158798	4.8151057076211e-306	Hypermethylated	0.00553922562843683	0.982901336668885	0.58147091982508	12
Pde4d	chr13	108449947	109953460	0.048182479608966	4.8151057076211e-306	Hypermethylated	-0.0904853311784104	0.666855630831663	0.298546063850862	152
E2f3	chr13	29906574	29986062	0.101446419095902	4.8151057076211e-306	Hypermethylated	-0.00464873502400625	0.979520460566746	0.246070738545105	25
Rab3c	chr13	110054186	110280995	0.0666355712797881	4.8151057076211e-306	Hypermethylated	-0.00302547229501083	0.98843542806658	0.45464578569318	23
Pcdh9	chr14	93013409	93890678	0.0396612621891825	4.8151057076211e-306	Hypermethylated	3.35011931605895	2.03830570533515e-13	0.764388356766825	110
Rims2	chr15	39198260	39684371	0.0766967482766715	4.8151057076211e-306	Hypermethylated	0.00304310975524808	0.9919428583616	0.18875213344162	16
Zhx2	chr15	57694664	57839831	0.0918430822611607	4.8151057076211e-306	Hypermethylated	0.0674802846401079	0.767795709001486	0.305095313000595	39
Ncald	chr15	37366174	37792569	0.0872131211876761	4.8151057076211e-306	Hypermethylated	0.536624205182416	0.139479154388632	0.356879204172419	78
Ext1	chr15	53064037	53346158	0.0600504566250591	4.8151057076211e-306	Hypermethylated	-0.00327937271347237	0.991414775444151	-0.026393203226542	66
Samd12	chr15	53453809	53902536	0.0565029813770113	4.8151057076211e-306	Hypermethylated	-0.00611955937778935	0.979520460566746	0.257069452792875	20
Lpp	chr16	24393506	24992577	0.0851325175537252	4.8151057076211e-306	Hypermethylated	0.0202704547940601	0.93256006763192	0.365637237286476	86
Dlg1	chr16	31663442	31875128	0.0868102743975991	4.8151057076211e-306	Hypermethylated	0.150308572193558	0.532780857979399	0.373225718227287	10
Heg1	chr16	33684369	33771575	0.0975534305048875	4.8151057076211e-306	Hypermethylated	-0.00468131691968868	0.986508422310029	0.516922716212902	32
Itgb5	chr16	33829664	33949337	0.112936191470343	4.8151057076211e-306	Hypermethylated	0.0486077261274516	0.841643596753691	0.546653378927155	28
Lsamp	chr16	39984360	42181678	0.0376385835396502	4.8151057076211e-306	Hypermethylated	0.10969418445904	0.523616210572065	0.535501666636774	187
Zbtb20	chr16	42875880	43642601	0.0775188432904133	4.8151057076211e-306	Hypermethylated	0.196332930415423	0.384212376609605	0.852850503068968	51
Boc	chr16	44485048	44558896	0.128611993779712	4.8151057076211e-306	Hypermethylated	0.0919369057912687	1	0.928482950277369	17
Epha3	chr16	63543533	63864174	0.096312037987927	4.8151057076211e-306	Hypermethylated	-0.0459861426238603	0.832417951671698	0.440434254822992	65
Cadm2	chr16	66655420	67620907	0.0543882332185507	4.8151057076211e-306	Hypermethylated	0.0186981185379012	0.921113815458326	0.709256274537204	61
Nrip1	chr16	76287399	76373826	0.0849127701897209	4.8151057076211e-306	Hypermethylated	-0.0494876992490982	0.798229306012559	0.361114593844438	34
Ptchd4	chr17	42315946	42505076	0.0844753183471563	4.8151057076211e-306	Hypermethylated	2.30193948920759	2.14206796006058e-08	0.814911061429204	28
Dlgap1	chr17	69969072	70821412	0.0574751699920202	4.8151057076211e-306	Hypermethylated	-0.0621688069296774	0.764979092035598	0.112463224408036	91
Arhgap26	chr18	38676717	39110533	0.0846430903164772	4.8151057076211e-306	Hypermethylated	0.100801214206284	0.566080782755094	0.71588741276439	108
Arhgap26	chr18	38993144	39376283	0.134298736188952	4.8151057076211e-306	Hypermethylated	0.100801214206284	0.566080782755094	0.71588741276439	108
Ldlrad4	chr18	67933256	68268629	0.0659254524540464	4.8151057076211e-306	Hypermethylated	-0.00683122185366721	0.978765651249057	0.11271319585693	55
Tcf4	chr18	69343355	69689078	0.0512997118435153	4.8151057076211e-306	Hypermethylated	0.649228555080472	0.0966817251999485	0.0831524835030254	68
Rit2	chr18	30973488	31317289	0.0740865703389755	4.8151057076211e-306	Hypermethylated	-0.0544737345354465	0.802691709830625	0.403826300092735	82
Nr3c1	chr18	39410544	39519420	0.118582066046669	4.8151057076211e-306	Hypermethylated	-0.247940272614513	0.346198411537629	0.182448297048112	26
Zfp608	chr18	54888047	54992554	0.12394714759679	4.8151057076211e-306	Hypermethylated	0.0097960695784496	0.961918693779327	0.447774782522568	132
Prune2	chr19	16956117	17223931	0.0564926390078421	4.8151057076211e-306	Hypermethylated	-0.0159780908928924	0.942814597577139	0.641879124799894	35
Trpm3	chr19	22139045	22995409	0.0898599315712247	4.8151057076211e-306	Hypermethylated	-0.0118422457089262	0.954178518985632	0.626396891284012	92
Add3	chr19	53140442	53247398	0.0967114447336624	4.8151057076211e-306	Hypermethylated	0.00560936975413986	0.97316772835828	0.141498271809165	13
Afap1l2	chr19	56912360	57008227	0.114974707384786	4.8151057076211e-306	Hypermethylated	0.0260907497551128	0.908645018980279	-0.0290826394790346	34
Sptb	chr12	76580487	76710546	0.0805401967548386	2.07266414023487e-305	Hypermethylated	-0.0137053388387976	0.941271273008917	0.0137426212621641	44
Slco3a1	chr7	74275418	74554779	0.0639974629093868	4.86575268648844e-305	Hypermethylated	-0.0245834718771733	0.903366838530903	0.0327239759496974	82
Plcl2	chr17	50509402	50688483	0.0725272526885019	1.82372277225775e-301	Hypermethylated	-0.0186777729419064	0.940385416283525	0.319454252754116	39
Cntn6	chr6	104492789	104863405	0.0601156302345282	2.57862683263825e-301	Hypermethylated	2.46853362235511	1.88438635926685e-08	1.05746297748356	37
Arid1b	chr17	4994331	5347655	0.0479513538422094	5.44591165603656e-299	Hypermethylated	0.0395901085276117	1	0.0456399017194216	65
Fntb	chr12	76765588	76921411	0.0743515048138349	3.30029436288408e-298	Hypermethylated	0.0787035803941643	0.71146316250661	0.0601463355701683	11
Kcnd2	chr6	21215502	21729804	0.052333176103553	5.01343823392317e-298	Hypermethylated	0.00647978142909558	1	1.14248826593316	45
Tiam1	chr16	89787110	90143768	0.0414067029090463	1.47555240919689e-296	Hypermethylated	-0.0323454006286798	0.873456971258063	-0.0222347004997504	94
Tmem117	chr15	94629231	95096097	0.0369307751738306	5.98987312975166e-296	Hypermethylated	0.0395911417861444	0.835834465364843	0.0704853764350253	33
Reep3	chr10	67009188	67096944	0.0911945118268505	2.92702741165597e-295	Hypermethylated	0.0377560998716221	0.868861270975032	0.190430826010315	9
Lrrc4	chr6	28661830	28831746	0.0784850533011396	4.93442390719708e-294	Hypermethylated	0.0462854878723728	0.841164538083002	0.266537307317203	5
Lgi1	chr19	38264535	38312213	0.137128718547332	1.14222787614937e-291	Hypermethylated	1.14790895710739	0.00283355629629667	0.195290193966369	7
Dlg2	chr7	90476671	92449246	0.0248353485735461	4.048339864071e-288	Hypermethylated	0.0968406930504042	0.65239878684926	0.809287641690165	106
Cntnap2	chr6	45059356	47304212	0.0236244532788065	5.7755070379165e-282	Hypermethylated	-0.102666108578605	0.647041652479516	0.150279106434505	111
Lpcat3	chr6	124663026	124704417	0.128894897260965	6.67144860010261e-282	Hypermethylated	-0.027209122912536	0.894824430979511	0.0219551454983078	10
Bach2	chr4	32238803	32586107	0.042403267348189	4.08082378648805e-278	Hypermethylated	-0.00852687815931662	0.971040887310419	0.101271319328965	90
Clybl	chr14	122181703	122402233	0.0571124314190594	1.50642584650252e-277	Hypermethylated	0.0290131562683377	0.895933333129682	-0.0256107166824884	19
Nsmaf	chr4	6396206	6454270	0.119246216818413	5.43704597256205e-277	Hypermethylated	-0.663101449245219	0.0913840293080639	-0.0857214987305648	10
Fgf1	chr18	38838672	38929471	0.094244219786531	6.4187072322112e-276	Hypermethylated	1.07901659999695	0.00716848450584093	0.898368596411403	32
Nedd4l	chr18	64887704	65217827	0.0456919314464484	1.85258713653939e-275	Hypermethylated	-0.120360544115892	0.580055468017367	0.139293527168353	74
Cadm1	chr9	47530172	47858114	0.0430699951977018	4.92280262781946e-275	Hypermethylated	-0.0184158357531832	0.921531502327846	0.0863529817421216	119
Dock9	chr14	121542045	121797836	0.0525613787866661	1.50288070575937e-271	Hypermethylated	-0.0581704130519277	1	0.000261917354490637	50
Stxbp5l	chr16	37114941	37384961	0.0777801233022845	5.70936131045905e-270	Hypermethylated	-0.0482066182844363	0.777285423184326	1.70047180545944	15
Pip5k1b	chr19	24294793	24555871	0.0512169979552207	5.86296868591491e-268	Hypermethylated	0.0373225208509569	0.866880438386032	-0.0230083194985194	16
Pan3	chr5	147430160	147548501	0.0878948852670351	1.85494381920905e-265	Hypermethylated	-0.000652307221473927	0.998289128112576	-0.00841198404019447	10
Map4k3	chr17	80580511	80728484	0.0700060731614279	1.03041242317267e-264	Hypermethylated	-0.165655041682302	0.477333009259827	0.210199597218037	24
Exph5	chr9	53301669	53377513	0.11082889304928	2.01873770872345e-264	Hypermethylated	0.0134768928811842	0.952135959015676	0.130161238295548	11
Ror1	chr4	100095790	100444764	0.0494948527887763	3.35831461927338e-264	Hypermethylated	0.0177104935386096	0.933039443167619	0.0739530621116027	48
Galnt17	chr5	130872081	131308496	0.0445118121734769	5.34445152941396e-264	Hypermethylated	-0.140139840292701	0.532794639940795	0.0449871387658628	36
Tspan5	chr3	138742194	138907904	0.058935799846126	1.52013183340166e-260	Hypermethylated	-0.021211541137559	0.926617847469697	-0.018618444331508	32
Rtn1	chr12	72211751	72409053	0.0585121347368054	7.0913643594208e-257	Hypermethylated	0.200250833903464	1	0.00397942171795431	32
Brinp1	chr4	68761513	68954396	0.0827878571632678	1.79176309716745e-254	Hypermethylated	-0.0073121727399119	0.973243042011568	0.299789982700857	22
Snx30	chr4	59805839	59904736	0.0930945433570074	3.55247795269558e-254	Hypermethylated	-0.018097946851431	0.921113815458326	0.0171386441913782	15
Fam53b	chr7	132712081	132813885	0.0936341435873756	7.21976187701052e-254	Hypermethylated	-0.0711459202308351	0.74921328037921	0.00347827477776735	29
Hpcal1	chr12	17690855	17791932	0.100890632234149	7.2676062502473e-251	Hypermethylated	-0.0623853156924219	0.758422437132307	-0.00688109429094357	70
Trp53bp2	chr1	182409171	182462431	0.112060092025534	8.16757346440538e-250	Hypermethylated	0.0192323063765047	0.933442278823462	0.507534440156029	15
Rtn4rl1	chr11	75193782	75267768	0.107151308886847	1.46356723097773e-249	Hypermethylated	-0.0409428983945921	0.84705886872963	-0.0366626307599792	14
Rapgef4	chr2	71981239	72257473	0.0498722894443124	2.37956126608276e-249	Hypermethylated	0.0843355345739863	1	0.173241271041277	35
Sbf2	chr7	110308012	110614921	0.0511918740924614	1.79087632935099e-245	Hypermethylated	-0.0186496521343538	1	-0.0104932185829149	17
Pkib	chr10	57631980	57741111	0.111491249913283	3.17959603449046e-244	Hypermethylated	0.0254340395473807	0.90886425190884	0.0905229970644146	10
Tpk1	chr6	43345000	43666277	0.0514645629158759	8.00761112887819e-243	Hypermethylated	-0.00521586068274325	0.978637152416747	0.108683081668487	21
Oxr1	chr15	41447481	41861047	0.045948800393353	3.45420316942982e-242	Hypermethylated	-0.645664216014809	0.0699149373828044	0.405756756180965	47
Sgk1	chr10	21882183	21999902	0.076575825600841	1.40382896140284e-241	Hypermethylated	0.0241029626741928	0.924849490581884	0.144265519363372	38
Spock1	chr13	57421194	57908331	0.0354421855766658	2.89254062527866e-241	Hypermethylated	-0.235331692467731	0.387995993887642	0.0587411140044012	115
Pkp4	chr2	59160849	59355207	0.0572910250701929	9.74147216522723e-241	Hypermethylated	-0.164007721177527	0.512197257300456	0.00603856392429215	36
Lyn	chr4	3678114	3813121	0.085540435146561	9.80597154557877e-241	Hypermethylated	0.00937931330001246	0.966069180786798	0.153181425243147	12
Mctp1	chr13	76384534	77031809	0.0418079531402357	3.33246715200733e-240	Hypermethylated	0.0556290473776704	0.791331469455733	0.102314549423481	21
Daam2	chr17	49456021	49564342	0.0868960652106038	6.55497365659257e-240	Hypermethylated	-0.0332982824711577	0.881590854142145	0.00682552374276078	22
Gclm	chr3	122245556	122270731	0.163626383332672	4.84320234309636e-239	Hypermethylated	-0.0461673971946441	1	0.19308485749451	6
Traf3	chr12	111166369	111267152	0.0727088495786465	2.27517473018172e-236	Hypermethylated	-0.0119474498547824	0.956495668542534	0.162187573647828	25
Gnai1	chr5	18265134	18360354	0.0949129776916535	4.40165655542126e-236	Hypermethylated	-0.0199876280577591	0.928833036481237	0.122823230160869	17
Slc20a2	chr8	22476787	22569611	0.0762080144138633	3.27027667663427e-233	Hypermethylated	-0.0233155625257013	0.914624002568987	-0.0125340606450598	13
Cnksr3	chr10	7119062	7212236	0.0796504966297589	5.1344599680914e-229	Hypermethylated	-0.0187674013819188	0.929862202450363	0.601606771471733	36
Ctbp2	chr7	132987562	133124353	0.0679458834458385	9.97528635261765e-229	Hypermethylated	-0.0517487880030544	1	-0.00755979308919484	23
Sybu	chr15	44671855	44788062	0.0961783809519351	1.527938424369e-227	Hypermethylated	0.215296512913563	0.399647442645194	0.260814773096333	11
Ptprj	chr2	90429753	90580646	0.0711099477081534	3.91820652737436e-226	Hypermethylated	-0.00809017017124894	0.976499704249425	-0.00972443192051566	36
Magi1	chr6	93675454	94283916	0.0290424295289147	5.46764612481122e-226	Hypermethylated	-0.0699694005360244	0.738684232857615	0.0531698530003707	92
Flrt3	chr2	140650913	140671468	0.162552480848417	9.34096761268499e-226	Hypermethylated	0.16958372471763	0.459378588647598	0.239794129259855	24
Cpeb2	chr5	43233169	43289723	0.120545259485309	1.4806510639137e-225	Hypermethylated	-0.020731455872305	0.923286570203872	0.274525683669698	47
Lrrn1	chr6	107529767	107570213	0.137802817859855	1.54731883525436e-225	Hypermethylated	0.00189832742975281	0.993864598796709	0.160712428494809	44
Cdh18	chr15	22549021	23474417	0.0324361745465505	1.69241508312656e-225	Hypermethylated	-0.15322703750839	0.485092462239716	0.815916083534013	74
Foxn2	chr17	88440710	88490532	0.122230804570348	7.4003477609109e-225	Hypermethylated	0.147124947269689	1	0.954490546523768	22
Cnr1	chr4	33924592	33948830	0.156555408467778	1.34381062831049e-222	Hypermethylated	1.09372242453421	0.00494394072279715	0.982511496368871	45
Acvr1	chr2	58388643	58567156	0.057090995184904	6.63920525551663e-222	Hypermethylated	-0.027326657596431	0.918797440594293	0.00578557037459253	22
Nrxn3	chr12	88722875	90334934	0.0243462626575539	1.14819764796892e-221	Hypermethylated	-0.264894233142233	0.331811958645632	0.59279812934314	104
Rap1gds1	chr3	138925901	139075200	0.0589552228108525	9.91839149891203e-221	Hypermethylated	-0.00264222553015119	0.992648256029289	0.194075364612454	12
Cdh7	chr1	109982430	110140156	0.0834532311516325	1.46833673289844e-220	Hypermethylated	-0.0258300655685448	0.888412331553261	1.67120067853063	26
Lnx2	chr5	147016654	147076585	0.0847680675843265	7.44677024885502e-220	Hypermethylated	-0.00608161971531515	0.977796796519799	-0.0208553322813185	11
Sema5a	chr15	32244809	32696340	0.0371289460593687	7.16004248841744e-219	Hypermethylated	-0.0283588772417097	0.892592690114	0.0712444351525853	71
Camk2d	chr3	126596301	126846325	0.0533670918073375	2.46114544210629e-218	Hypermethylated	0.0313263061479025	0.853132866262036	0.0172392095684292	28
Csmd1	chr8	15892536	17535585	-0.0217603486714035	4.4179130738868e-218	Hypomethylated	-0.0477821645771628	0.815072011758709	0.102520757099969	151
Tlcd4	chr3	121201760	121283097	0.0837329867204418	6.65559826654062e-218	Hypermethylated	0.0374111931285038	0.882625786518371	0.314523128230374	10
Fat1	chr8	44935446	45052256	0.0530505146378002	9.92068614437792e-218	Hypermethylated	-0.0307526544027953	0.870034624367957	0.193108306119461	60
Zfp521	chr18	13687012	13972786	0.0467212991406587	1.04065106737176e-215	Hypermethylated	-0.0572802733491174	0.766455021988583	0.01390509096583	90
Pxylp1	chr9	96823335	96892668	0.0904204783801713	9.80936057395599e-215	Hypermethylated	-0.0425984809843478	0.850346978944754	-0.0675211669018395	18
Gas7	chr11	67455090	67688989	0.0552440394809235	1.44974524438241e-212	Hypermethylated	-0.0319215310268089	0.891581082540561	0.0700884122549534	67
Dscaml1	chr9	45426627	45753711	0.0453938487204033	2.05588090806165e-212	Hypermethylated	-0.0187757714724903	0.924325883982503	0.0964391123912885	53
Chn2	chr6	54039553	54301809	0.0485735124922975	7.10535394362367e-212	Hypermethylated	-0.0991128931544141	0.607758949742746	-0.04648891551322	57
Rgs3	chr4	62559846	62704000	0.0689169918046917	8.60842633688273e-212	Hypermethylated	0.359969662728411	0.150663470589801	0.25336294277843	56
Cblb	chr16	52031224	52208047	0.0538419879138967	2.26674090087969e-211	Hypermethylated	0.113414448125935	0.530250907244825	0.0298760361316473	34
Elmo1	chr13	20090595	20608352	0.0332020141233038	3.72251658709356e-211	Hypermethylated	-0.0446078472916214	0.855493518429253	0.38998970616825	99
Gpr68	chr12	100876681	100908197	0.162567747047773	8.49727468717381e-209	Hypermethylated	-0.0097508371970097	0.954603271397137	0.63982706816836	7
Cyth1	chr11	118132018	118248591	0.0782518744745134	5.11927590168854e-208	Hypermethylated	0.0120844902856723	0.964898127947403	-0.0401727806037984	23
Ube4b	chr4	149328415	149426748	0.068978646972802	5.61429476788675e-205	Hypermethylated	0.00670481318719413	0.974844975156602	-0.0296091478993937	11
Spon1	chr7	113765997	114043369	0.0527938447680154	8.55175852298084e-203	Hypermethylated	0.0147525331056637	0.954547562619955	0.120360470040471	39
Arhgap17	chr7	123279217	123369914	0.081881543063992	1.69778695389895e-200	Hypermethylated	-0.00865298062128334	1	-0.0216937283904898	11
Nav2	chr7	48908715	49610089	0.0304580893441119	1.74896345162595e-200	Hypermethylated	-0.0186548676722376	0.949183510573335	0.0786997838473167	131
Nxn	chr11	76257197	76399139	0.0633525845195682	2.36861406771265e-200	Hypermethylated	0.0359666245699169	0.857490726801507	-0.0171292265869677	13
Slc7a8	chr14	54722208	54781945	0.0953588796585512	7.24741185248213e-200	Hypermethylated	-0.00578945234834233	0.982704016211032	-0.0833056157090694	8
Slc12a2	chr18	57878677	57946820	0.0923869029260765	2.20675294756373e-199	Hypermethylated	0.00583364737193775	0.984684822871953	0.16484225184299	6
Zbtb38	chr9	96682769	96752830	0.0727373621213231	1.22958290020894e-198	Hypermethylated	0.00265859075024395	0.993378219379083	0.0855944859527199	9
Micu1	chr10	59702476	59864131	0.0504965304273366	1.28024386159474e-197	Hypermethylated	-0.0526797852777713	0.766017299118922	0.105587963572473	20
