loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color
loop_56	chr8	68790000	68800000	chr8	69200000	69210000	chr8:68790000-68800000_chr8:69200000-69210000	-0.190067788058237	3.26439226658167	2.36996357071054	0.139369283840252	0.318060465047149	FALSE	FALSE	non_significant	unchanged	#999999
loop_57	chr8	4250000	4260000	chr8	4670000	4680000	chr8:4250000-4260000_chr8:4670000-4680000	-0.143971894050725	3.1568079642735	1.63932736051048	0.215074910445997	0.416139023161127	FALSE	FALSE	non_significant	unchanged	#999999
loop_58	chr8	48090000	48100000	chr8	48520000	48530000	chr8:48090000-48100000_chr8:48520000-48530000	0.383233469280687	4.05662708511694	18.5261313759771	0.000345749619056716	0.00508777982996853	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_59	chr8	31520000	31530000	chr8	33180000	33190000	chr8:31520000-31530000_chr8:33180000-33190000	0.103473963725771	3.04425468000255	0.606182493000243	0.445347169187382	0.64418299081839	FALSE	FALSE	non_significant	unchanged	#999999
loop_60	chr8	25010000	25020000	chr8	25970000	25980000	chr8:25010000-25020000_chr8:25970000-25980000	-0.215034556050403	2.79278539799716	2.35766760831155	0.14034440906228	0.31959043055444	FALSE	FALSE	non_significant	unchanged	#999999
loop_61	chr8	41820000	41830000	chr8	45230000	45240000	chr8:41820000-41830000_chr8:45230000-45240000	-0.326962931316806	3.54523241377758	8.30311990895576	0.00922939235633381	0.0516900786460151	FALSE	TRUE	trending	unchanged	#999999
loop_62	chr14	31120000	31130000	chr14	31170000	31180000	chr14:31120000-31130000_chr14:31170000-31180000	0.221765393878592	6.67208521666326	20.5435794399078	0.000203013472457347	0.00348339720140611	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_63	chr14	54460000	54470000	chr14	54510000	54520000	chr14:54460000-54470000_chr14:54510000-54520000	0.0664312039219188	5.95897782275063	1.31068799832896	0.26579202504618	0.474476060650218	FALSE	FALSE	non_significant	unchanged	#999999
loop_64	chr14	60370000	60380000	chr14	60420000	60430000	chr14:60370000-60380000_chr14:60420000-60430000	-0.0594468225602137	6.31483780677563	1.49660725661437	0.235418852570891	0.439495130857413	FALSE	FALSE	non_significant	unchanged	#999999
loop_65	chr14	25460000	25470000	chr14	25510000	25520000	chr14:25460000-25470000_chr14:25510000-25520000	0.0923534655362871	6.18117113306147	3.36742565742348	0.0814219795360402	0.223592362358167	FALSE	FALSE	non_significant	unchanged	#999999
loop_66	chr14	63060000	63070000	chr14	63120000	63130000	chr14:63060000-63070000_chr14:63120000-63130000	0.00984322883539937	5.39812496478457	0.0315361171210144	0.860836599155423	0.927164574261062	FALSE	FALSE	non_significant	unchanged	#999999
loop_67	chr14	124610000	124620000	chr14	124660000	124670000	chr14:124610000-124620000_chr14:124660000-124670000	-0.0490013007471536	6.65312226922603	0.683231237586242	0.418232911141496	0.620215404319079	FALSE	FALSE	non_significant	unchanged	#999999
loop_68	chr14	31700000	31710000	chr14	31750000	31760000	chr14:31700000-31710000_chr14:31750000-31760000	0.0570972832416638	6.28294926564973	1.22365010357858	0.281779789155481	0.49150053387371	FALSE	FALSE	non_significant	unchanged	#999999
loop_69	chr14	70540000	70550000	chr14	70640000	70650000	chr14:70540000-70550000_chr14:70640000-70650000	0.0662085453978719	5.38723630287202	1.17457517809019	0.291361450037203	0.500728402858377	FALSE	FALSE	non_significant	unchanged	#999999
loop_70	chr14	63600000	63610000	chr14	63690000	63700000	chr14:63600000-63610000_chr14:63690000-63700000	0.104853328994888	5.72032258213968	3.45851521840551	0.077706835107933	0.216850936148303	FALSE	FALSE	non_significant	unchanged	#999999
loop_71	chr14	76480000	76490000	chr14	77010000	77020000	chr14:76480000-76490000_chr14:77010000-77020000	-0.110759262733285	5.24802328408084	3.88004977570685	0.0628759564727265	0.18862786941818	FALSE	FALSE	non_significant	unchanged	#999999
loop_72	chr14	32080000	32090000	chr14	32150000	32160000	chr14:32080000-32090000_chr14:32150000-32160000	0.0745111928131417	5.05327740203675	1.26217833118255	0.274549841426429	0.483511945464395	FALSE	FALSE	non_significant	unchanged	#999999
loop_73	chr14	70600000	70610000	chr14	70650000	70660000	chr14:70600000-70610000_chr14:70650000-70660000	0.0917998177099355	6.17965993110723	2.82595098729828	0.108309839287999	0.269097385741699	FALSE	FALSE	non_significant	unchanged	#999999
loop_74	chr14	54520000	54530000	chr14	54570000	54580000	chr14:54520000-54530000_chr14:54570000-54580000	0.0810973586503672	5.96603187074841	1.91631876743846	0.181522209272018	0.373522778469359	FALSE	FALSE	non_significant	unchanged	#999999
loop_75	chr14	45210000	45220000	chr14	45320000	45330000	chr14:45210000-45220000_chr14:45320000-45330000	0.0167493312485081	4.89186714597858	0.0614405209077633	0.806761607184174	0.895965866690581	FALSE	FALSE	non_significant	unchanged	#999999
loop_76	chr14	18270000	18280000	chr14	18330000	18340000	chr14:18270000-18280000_chr14:18330000-18340000	-0.0706561726081565	5.55466596356397	1.87759514958815	0.185800131704611	0.379070457111579	FALSE	FALSE	non_significant	unchanged	#999999
loop_77	chr14	7810000	7820000	chr14	7920000	7930000	chr14:7810000-7820000_chr14:7920000-7930000	-0.00461862076521148	5.34583525758821	0.00646616788124732	0.936708751581595	0.967464821254813	FALSE	FALSE	non_significant	unchanged	#999999
loop_78	chr14	24500000	24510000	chr14	24900000	24910000	chr14:24500000-24510000_chr14:24900000-24910000	0.050521995561214	3.99182549636586	0.30629353452445	0.586100561511861	0.754014774223309	FALSE	FALSE	non_significant	unchanged	#999999
loop_79	chr14	120420000	120430000	chr14	120470000	120480000	chr14:120420000-120430000_chr14:120470000-120480000	-0.0761969345744203	6.07203000373751	2.44475654184796	0.133610226063593	0.309315326950822	FALSE	FALSE	non_significant	unchanged	#999999
loop_80	chr14	122190000	122200000	chr14	122870000	122880000	chr14:122190000-122200000_chr14:122870000-122880000	-0.0400215623350814	4.75019650116332	0.272674044906999	0.607281936323227	0.770015394860623	FALSE	FALSE	non_significant	unchanged	#999999
loop_81	chr14	120070000	120080000	chr14	120130000	120140000	chr14:120070000-120080000_chr14:120130000-120140000	-0.137151053557712	5.44657757212914	5.83048479207925	0.025455777055521	0.102988049038354	FALSE	FALSE	non_significant	unchanged	#999999
loop_82	chr14	75600000	75610000	chr14	75660000	75670000	chr14:75600000-75610000_chr14:75660000-75670000	-0.085158600851653	5.43565288014934	2.42804408209997	0.134871936602448	0.31101429965834	FALSE	FALSE	non_significant	unchanged	#999999
loop_83	chr14	30140000	30150000	chr14	30360000	30370000	chr14:30140000-30150000_chr14:30360000-30370000	0.135362379106153	5.37672217125236	4.70577159766232	0.0422931008557659	0.145269002666216	FALSE	FALSE	non_significant	unchanged	#999999
loop_84	chr14	24950000	24960000	chr14	25070000	25080000	chr14:24950000-24960000_chr14:25070000-25080000	0.0301954054352172	4.82616558401286	0.199121310259312	0.660226762501278	0.804136250943292	FALSE	FALSE	non_significant	unchanged	#999999
loop_85	chr14	76740000	76750000	chr14	76870000	76880000	chr14:76740000-76750000_chr14:76870000-76880000	-0.0446804832582671	4.73995285552307	0.406247820381751	0.531112650425298	0.711967156573201	FALSE	FALSE	non_significant	unchanged	#999999
loop_86	chr14	120390000	120400000	chr14	120470000	120480000	chr14:120390000-120400000_chr14:120470000-120480000	-0.127659456518416	4.93863894934981	3.46507674930784	0.0774469068453259	0.216319212742087	FALSE	FALSE	non_significant	unchanged	#999999
loop_87	chr14	93490000	93500000	chr14	93880000	93890000	chr14:93490000-93500000_chr14:93880000-93890000	-0.160373859512725	4.33606480579516	4.3310155423655	0.0504919385142743	0.163061294585482	FALSE	FALSE	non_significant	unchanged	#999999
loop_88	chr14	26480000	26490000	chr14	26600000	26610000	chr14:26480000-26490000_chr14:26600000-26610000	0.126097799426864	5.55585798350126	5.26205720749437	0.0327624584253317	0.122370790958058	FALSE	FALSE	non_significant	unchanged	#999999
loop_89	chr14	93350000	93360000	chr14	93410000	93420000	chr14:93350000-93360000_chr14:93410000-93420000	-0.150737339900964	5.53448614707989	5.40544054194863	0.0307180339452374	0.117117679287165	FALSE	FALSE	non_significant	unchanged	#999999
loop_90	chr14	15780000	15790000	chr14	16090000	16100000	chr14:15780000-15790000_chr14:16090000-16100000	-0.132662039673556	4.24733136960374	3.01641487558638	0.0978106806831171	0.251952119874836	FALSE	FALSE	non_significant	unchanged	#999999
loop_91	chr14	12610000	12620000	chr14	13200000	13210000	chr14:12610000-12620000_chr14:13200000-13210000	0.103529967042943	4.85505476252395	2.33504918168155	0.142159315348294	0.322058560183841	FALSE	FALSE	non_significant	unchanged	#999999
loop_92	chr14	38990000	39000000	chr14	39100000	39110000	chr14:38990000-39000000_chr14:39100000-39110000	-0.0859876590381651	4.51139535978597	1.2931406290623	0.268916882161146	0.477557863762302	FALSE	FALSE	non_significant	unchanged	#999999
loop_93	chr14	57680000	57690000	chr14	57740000	57750000	chr14:57680000-57690000_chr14:57740000-57750000	-0.0863029289728538	5.71230141200755	2.78340497013577	0.110833218896255	0.273175623710931	FALSE	FALSE	non_significant	unchanged	#999999
loop_94	chr14	24770000	24780000	chr14	25370000	25380000	chr14:24770000-24780000_chr14:25370000-25380000	0.0485676494502987	3.49597243379259	0.230364225963992	0.636463461689535	0.789675298952353	FALSE	FALSE	non_significant	unchanged	#999999
loop_95	chr14	24500000	24510000	chr14	25220000	25230000	chr14:24500000-24510000_chr14:25220000-25230000	0.0565701533671201	3.16127797047937	0.231510500242578	0.635630418020521	0.789159450361535	FALSE	FALSE	non_significant	unchanged	#999999
loop_96	chr14	20800000	20810000	chr14	21010000	21020000	chr14:20800000-20810000_chr14:21010000-21020000	-0.00545550011492899	4.79000312441841	0.00641588712625983	0.936954753912276	0.967530390848144	FALSE	FALSE	non_significant	unchanged	#999999
loop_97	chr14	77250000	77260000	chr14	77640000	77650000	chr14:77250000-77260000_chr14:77640000-77650000	0.0723419493886197	3.8192145331656	0.542189322090501	0.470079744013011	0.664729829445552	FALSE	FALSE	non_significant	unchanged	#999999
loop_98	chr14	15350000	15360000	chr14	16360000	16370000	chr14:15350000-15360000_chr14:16360000-16370000	0.0392775467602362	3.6484331061163	0.154677498435503	0.698267622419434	0.828129373295427	FALSE	FALSE	non_significant	unchanged	#999999
loop_99	chr14	91500000	91510000	chr14	91650000	91660000	chr14:91500000-91510000_chr14:91650000-91660000	0.0199752499395278	4.59964170100561	0.0752488247763254	0.786656967332552	0.883302473953384	FALSE	FALSE	non_significant	unchanged	#999999
loop_100	chr14	29440000	29450000	chr14	29940000	29950000	chr14:29440000-29450000_chr14:29940000-29950000	0.0232926237859966	3.39265536780983	0.0465748387615231	0.831320952254729	0.910889187943621	FALSE	FALSE	non_significant	unchanged	#999999
loop_101	chr9	108130000	108140000	chr9	108200000	108210000	chr9:108130000-108140000_chr9:108200000-108210000	-0.0175234413501899	7.31670754425562	0.128392793630638	0.723860185706467	0.845278519711641	FALSE	FALSE	non_significant	unchanged	#999999
loop_102	chr9	103490000	103500000	chr9	103540000	103550000	chr9:103490000-103500000_chr9:103540000-103550000	0.0403838271334152	6.72465701247146	0.835015668049833	0.371716034233352	0.578161294303948	FALSE	FALSE	non_significant	unchanged	#999999
loop_103	chr9	29240000	29250000	chr9	29290000	29300000	chr9:29240000-29250000_chr9:29290000-29300000	-0.048648532715605	6.80476208625311	0.921899234476415	0.348446532190645	0.556256042642214	FALSE	FALSE	non_significant	unchanged	#999999
loop_104	chr9	103500000	103510000	chr9	103580000	103590000	chr9:103500000-103510000_chr9:103580000-103590000	-0.00741375871459026	6.29230666989668	0.0229422001563564	0.881125526968311	0.937856037546292	FALSE	FALSE	non_significant	unchanged	#999999
loop_105	chr9	29530000	29540000	chr9	29580000	29590000	chr9:29530000-29540000_chr9:29580000-29590000	-0.158393435974208	6.7183552430371	11.3115696793337	0.00309366670868568	0.0243880228399285	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_106	chr9	42030000	42040000	chr9	42230000	42240000	chr9:42030000-42040000_chr9:42230000-42240000	0.0503849629597616	6.39172120290241	1.14632550826983	0.297076243567249	0.506511190629349	FALSE	FALSE	non_significant	unchanged	#999999
loop_107	chr9	28400000	28410000	chr9	28490000	28500000	chr9:28400000-28410000_chr9:28490000-28500000	-0.1554395508176	5.56356233301275	5.32007598366989	0.0319172113750646	0.120331555528979	FALSE	FALSE	non_significant	unchanged	#999999
loop_108	chr9	42180000	42190000	chr9	42230000	42240000	chr9:42180000-42190000_chr9:42230000-42240000	-0.0889373265814666	6.59179385527477	3.09821258303275	0.0936712268930121	0.244658650553104	FALSE	FALSE	non_significant	unchanged	#999999
loop_109	chr9	53250000	53260000	chr9	53300000	53310000	chr9:53250000-53260000_chr9:53300000-53310000	-0.112459333144014	6.57727499314383	6.56884709090746	0.0185552712601411	0.082976269345883	FALSE	TRUE	trending	unchanged	#999999
loop_110	chr9	44680000	44690000	chr9	44730000	44740000	chr9:44680000-44690000_chr9:44730000-44740000	-0.050245565687263	7.0660542908177	1.43416553652429	0.245092795074894	0.450602529469603	FALSE	FALSE	non_significant	unchanged	#999999
loop_111	chr9	21220000	21230000	chr9	21280000	21290000	chr9:21220000-21230000_chr9:21280000-21290000	-0.00609142841359824	6.7634529499617	0.0182968097069104	0.893754489592567	0.945174445171213	FALSE	FALSE	non_significant	unchanged	#999999
loop_112	chr9	21690000	21700000	chr9	21760000	21770000	chr9:21690000-21700000_chr9:21760000-21770000	-0.173056636815506	6.6748944435013	13.6222340563689	0.00144861680697017	0.0146362033818522	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_113	chr9	57860000	57870000	chr9	57910000	57920000	chr9:57860000-57870000_chr9:57910000-57920000	0.125039182474139	6.84678661848009	7.2705037292001	0.0138906076902746	0.0682167595609756	FALSE	TRUE	trending	unchanged	#999999
loop_114	chr9	46540000	46550000	chr9	46590000	46600000	chr9:46540000-46550000_chr9:46590000-46600000	-0.0171090760059969	6.4865952302563	0.142196654801913	0.710080074459535	0.835483870297281	FALSE	FALSE	non_significant	unchanged	#999999
loop_115	chr9	56950000	56960000	chr9	57070000	57080000	chr9:56950000-56960000_chr9:57070000-57080000	-0.0248807473625552	5.69115446141285	0.226380451063777	0.639378730372249	0.791295424388075	FALSE	FALSE	non_significant	unchanged	#999999
loop_116	chr9	108390000	108400000	chr9	108450000	108460000	chr9:108390000-108400000_chr9:108450000-108460000	-0.0555562128689542	6.61202214557062	1.51385874161068	0.232832958899657	0.436359351260106	FALSE	FALSE	non_significant	unchanged	#999999
