loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color
loop_313	chr12	112110000	112120000	chr12	112470000	112480000	chr12:112110000-112120000_chr12:112470000-112480000	0.277436241100188	5.44609531759508	15.3011698163591	0.000865428219135845	0.0100391447747219	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_314	chr12	100750000	100760000	chr12	100820000	100830000	chr12:100750000-100760000_chr12:100820000-100830000	-0.228737520023196	5.56952641128492	17.8177637065009	0.000419829349891855	0.00587605309013758	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_323	chr12	112260000	112270000	chr12	112360000	112370000	chr12:112260000-112270000_chr12:112360000-112370000	0.180475084942892	5.29316841175967	8.80442089855577	0.00761930580939474	0.0454028775877361	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_332	chr12	73020000	73030000	chr12	73450000	73460000	chr12:73020000-73030000_chr12:73450000-73460000	0.213591144942301	4.67351653264951	9.85254136528699	0.0051698335422681	0.0346472231947325	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_346	chr12	52910000	52920000	chr12	54550000	54560000	chr12:52910000-52920000_chr12:54550000-54560000	-0.315149786608892	3.29275232596233	8.64997979156086	0.00807929387698626	0.0472686052784806	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_363	chr15	85980000	85990000	chr15	86030000	86040000	chr15:85980000-85990000_chr15:86030000-86040000	0.158710032664448	6.41379027493701	11.0542683298115	0.00337985401012176	0.0258201560393332	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_369	chr15	4310000	4320000	chr15	4370000	4380000	chr15:4310000-4320000_chr15:4370000-4380000	-0.169694370315515	5.93019075640742	11.7386647917336	0.00267607934131861	0.0222338574349203	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_375	chr15	78260000	78270000	chr15	78350000	78360000	chr15:78260000-78270000_chr15:78350000-78360000	0.323004417215797	5.99121397389951	35.8355974330433	7.47823580392511e-06	0.00032736447333546	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_376	chr15	42200000	42210000	chr15	42670000	42680000	chr15:42200000-42210000_chr15:42670000-42680000	-0.213411240017749	4.92121604360749	9.51690752274995	0.00584278781967653	0.0377057239620528	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_378	chr15	101340000	101350000	chr15	101510000	101520000	chr15:101340000-101350000_chr15:101510000-101520000	0.298426090249676	5.57285780092041	20.3010093581818	0.000216104560718828	0.00365809904127786	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_392	chr15	52500000	52510000	chr15	53690000	53700000	chr15:52500000-52510000_chr15:53690000-53700000	0.351333717931595	2.86574195034534	8.43526199260827	0.00877103202076226	0.0498884133435264	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_412	chr16	72690000	72700000	chr16	72970000	72980000	chr16:72690000-72700000_chr16:72970000-72980000	-0.424274135686191	5.47552270756355	54.0599318400422	4.1966093344267e-07	4.50131101690735e-05	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_417	chr16	63620000	63630000	chr16	63860000	63870000	chr16:63620000-63630000_chr16:63860000-63870000	-0.572242398544398	4.72470899192162	52.1895723753338	5.4425805022239e-07	5.40247727747067e-05	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_431	chr16	64310000	64320000	chr16	64710000	64720000	chr16:64310000-64320000_chr16:64710000-64720000	-0.495100416686887	4.35499582351515	24.9134922713613	7.01955758674774e-05	0.00163107420229235	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_435	chr16	63080000	63090000	chr16	63620000	63630000	chr16:63080000-63090000_chr16:63620000-63630000	-0.269150112988206	4.17732912177855	9.14952841734723	0.00669328726937628	0.0413693875576901	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_440	chr16	48070000	48080000	chr16	48320000	48330000	chr16:48070000-48080000_chr16:48320000-48330000	-0.328556594069149	4.37289911382605	18.5428408134169	0.000344184926209668	0.00508127413566681	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_441	chr16	7470000	7480000	chr16	8340000	8350000	chr16:7470000-7480000_chr16:8340000-8350000	0.39640654926762	3.4544371446773	13.2403127110627	0.00163532417516093	0.0159666336204668	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_453	chr17	31380000	31390000	chr17	31430000	31440000	chr17:31380000-31390000_chr17:31430000-31440000	0.151204280160012	7.08365227605723	11.5291293112375	0.00287257003314697	0.0233575565801189	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_462	chr17	49460000	49470000	chr17	49560000	49570000	chr17:49460000-49470000_chr17:49560000-49570000	-0.254628913916981	5.31869930205711	18.7729546985501	0.000323425492148557	0.00488764898159258	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_469	chr17	15490000	15500000	chr17	15560000	15570000	chr17:15490000-15500000_chr17:15560000-15570000	-0.225170625675453	5.4257302195765	15.5024911818882	0.000815086768652172	0.00963795389139809	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_473	chr17	15060000	15070000	chr17	15390000	15400000	chr17:15060000-15070000_chr17:15390000-15400000	0.294241521856322	5.98478860704892	21.0509327142049	0.00017836977568522	0.00317114278343119	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_477	chr17	33520000	33530000	chr17	33620000	33630000	chr17:33520000-33530000_chr17:33620000-33630000	-0.173372135340278	5.37376600340804	9.23392643197621	0.00648634219129779	0.0404627608802237	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_478	chr17	64130000	64140000	chr17	64200000	64210000	chr17:64130000-64140000_chr17:64200000-64210000	-0.190045318535987	5.82254385718874	13.2939482948692	0.00160755477316257	0.0157418222482709	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_480	chr17	47920000	47930000	chr17	48040000	48050000	chr17:47920000-47930000_chr17:48040000-48050000	0.175816249449043	5.14624966266609	8.67914265045176	0.00799008409325353	0.0468829367797672	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_487	chr17	17000000	17010000	chr17	17370000	17380000	chr17:17000000-17010000_chr17:17370000-17380000	-0.360151349533579	4.23548474816991	8.95486854492064	0.00756740029769557	0.0452228131461461	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_508	chr1	135190000	135200000	chr1	135240000	135250000	chr1:135190000-135200000_chr1:135240000-135250000	0.220479848609603	6.75993262123505	21.0255820405449	0.000179519540073539	0.003181586711781	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_536	chr1	127670000	127680000	chr1	127770000	127780000	chr1:127670000-127680000_chr1:127770000-127780000	0.165386401164619	5.16326026602457	8.44654018777016	0.00873303450114617	0.0497255718711257	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_542	chr1	58560000	58570000	chr1	58700000	58710000	chr1:58560000-58570000_chr1:58700000-58710000	-0.293548240907145	5.28793922071511	26.2504983849443	5.18394670274787e-05	0.0013271841829931	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_545	chr1	97800000	97810000	chr1	98350000	98360000	chr1:97800000-97810000_chr1:98350000-98360000	0.223462813118598	5.27178817616515	15.5135309210843	0.000812421489978059	0.00962655662889185	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_550	chr1	15800000	15810000	chr1	15990000	16000000	chr1:15800000-15810000_chr1:15990000-16000000	-0.222264486726934	4.49141478078077	9.20824907335181	0.00654854609905883	0.0407385088823253	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_552	chr1	166800000	166810000	chr1	167000000	167010000	chr1:166800000-166810000_chr1:167000000-167010000	-0.2951284055636	5.25574618363676	24.8151806278578	7.18041107002815e-05	0.00166332715800284	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_553	chr1	170630000	170640000	chr1	170770000	170780000	chr1:170630000-170640000_chr1:170770000-170780000	0.417605096911417	5.27648995566615	43.8673025863498	1.8940747206431e-06	0.000125858654137073	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_567	chr1	127200000	127210000	chr1	127770000	127780000	chr1:127200000-127210000_chr1:127770000-127780000	0.34122751566066	3.24427073512084	9.58295524521747	0.00570304229168719	0.0370468579636809	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_571	chr1	51470000	51480000	chr1	52110000	52120000	chr1:51470000-51480000_chr1:52110000-52120000	-0.399266024339813	3.16157825750309	9.29229605445548	0.00634743826183801	0.0398710027038351	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_575	chr1	51670000	51680000	chr1	52110000	52120000	chr1:51670000-51680000_chr1:52110000-52120000	-0.321714791828537	4.50691824852254	18.208784986441	0.000376983761409246	0.005417077135374	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_582	chr1	15620000	15630000	chr1	15990000	16000000	chr1:15620000-15630000_chr1:15990000-16000000	-0.354938825241264	3.16646652147035	8.50530612905376	0.0085383651462136	0.0489339782195761	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_585	chr1	46850000	46860000	chr1	47260000	47270000	chr1:46850000-46860000_chr1:47260000-47270000	-0.362049750476963	3.84177239722604	12.2549859457863	0.00225252169213459	0.0198516631372235	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_590	chr1	46850000	46860000	chr1	48910000	48920000	chr1:46850000-46860000_chr1:48910000-48920000	-0.78526457802704	2.09777886289704	21.7679047330607	0.000149004799386972	0.0028008942024302	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_594	chr18	39040000	39050000	chr18	39090000	39100000	chr18:39040000-39050000_chr18:39090000-39100000	-0.171017976622138	6.34053976958253	12.7802963087111	0.00189640731974561	0.0176238572948384	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_608	chr18	26090000	26100000	chr18	26170000	26180000	chr18:26090000-26100000_chr18:26170000-26180000	-0.196423671200993	5.4019908786069	11.535363020991	0.00286649977999939	0.0233278040348602	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_621	chr18	31010000	31020000	chr18	31310000	31320000	chr18:31010000-31020000_chr18:31310000-31320000	-0.426098600223582	4.36554494768775	24.068760413919	8.54352307193172e-05	0.00190124891016675	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_627	chr18	30360000	30370000	chr18	30810000	30820000	chr18:30360000-30370000_chr18:30810000-30820000	-0.513502405322124	3.85474813368772	33.865406023848	1.08063739419919e-05	0.0004253388783568	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_631	chr18	7970000	7980000	chr18	9230000	9240000	chr18:7970000-7980000_chr18:9230000-9240000	0.28488988017926	4.60089782382518	12.0943905515999	0.00237571292857752	0.0205610458889355	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_634	chr18	30390000	30400000	chr18	30810000	30820000	chr18:30390000-30400000_chr18:30810000-30820000	-0.2839776066526	4.17092423399963	12.7636092562991	0.00190671920066563	0.017700110315613	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_652	chr19	53160000	53170000	chr19	53220000	53230000	chr19:53160000-53170000_chr19:53220000-53230000	-0.19170674965975	6.17008239563676	15.0021628180882	0.000946657425916238	0.010722490899972	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_653	chr19	8970000	8980000	chr19	9080000	9090000	chr19:8970000-8980000_chr19:9080000-9090000	0.161969634204149	6.40032125501995	12.584830418496	0.00202105845061448	0.0184140553868747	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_656	chr19	26600000	26610000	chr19	26670000	26680000	chr19:26600000-26610000_chr19:26670000-26680000	-0.200892376256089	5.8509369516133	16.8260352612472	0.000554693487778935	0.00720242284303664	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_661	chr19	38830000	38840000	chr19	38910000	38920000	chr19:38830000-38840000_chr19:38910000-38920000	-0.168765790577665	5.80494093759126	10.2170438963042	0.00453492210429814	0.0315603804011302	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_707	chr2	3590000	3600000	chr2	3730000	3740000	chr2:3590000-3600000_chr2:3730000-3740000	-0.207852326453588	6.02587824000637	18.6779914287785	0.000331819228933026	0.00496777627817965	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_720	chr2	109670000	109680000	chr2	109880000	109890000	chr2:109670000-109680000_chr2:109880000-109890000	-0.401518608132599	4.33052790914137	22.2912966770564	0.000130915765313196	0.00256845320717665	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_725	chr2	118260000	118270000	chr2	118390000	118400000	chr2:118260000-118270000_chr2:118390000-118400000	-0.206949746993603	5.32647661770608	11.5806130761496	0.00282285204514761	0.0230804868084468	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_726	chr2	132510000	132520000	chr2	132780000	132790000	chr2:132510000-132520000_chr2:132780000-132790000	-0.285938525184082	4.7948778487316	17.9590228100675	0.000403760302293776	0.00571476120169652	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_739	chr2	150780000	150790000	chr2	150900000	150910000	chr2:150780000-150790000_chr2:150900000-150910000	-0.222047937999954	5.06128993991598	14.3985383699503	0.00113760282915472	0.0123069919834749	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_748	chr2	144300000	144310000	chr2	144450000	144460000	chr2:144300000-144310000_chr2:144450000-144460000	-0.202167882303762	5.14152915667637	10.0157623650926	0.00487406937336636	0.0331161627313201	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_749	chr2	6870000	6880000	chr2	7080000	7090000	chr2:6870000-6880000_chr2:7080000-7090000	-0.394578570668128	4.65015912679881	25.2663590505808	6.47390526238168e-05	0.00153260903659228	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_757	chr2	101460000	101470000	chr2	101590000	101600000	chr2:101460000-101470000_chr2:101590000-101600000	-0.367065227917938	4.84236839548481	30.9001797569827	1.93249415458317e-05	0.000652779219500393	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_759	chr2	57250000	57260000	chr2	57900000	57910000	chr2:57250000-57260000_chr2:57900000-57910000	-0.252605639890027	4.02946356234752	8.70294608227971	0.00791813943904078	0.0466366384121658	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_760	chr2	16350000	16360000	chr2	16480000	16490000	chr2:16350000-16360000_chr2:16480000-16490000	-0.208297622079859	4.83056464492975	10.4931327688459	0.00411159201074656	0.0294193962653228	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_763	chr2	132250000	132260000	chr2	132500000	132510000	chr2:132250000-132260000_chr2:132500000-132510000	-0.276316249331342	4.89163745714065	16.5942184100603	0.000592716795626875	0.00756591456211362	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_765	chr2	138470000	138480000	chr2	138790000	138800000	chr2:138470000-138480000_chr2:138790000-138800000	-0.340136399053279	4.5849514316788	17.4224312445899	0.000468684669900141	0.00636688622230519	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_767	chr2	110780000	110790000	chr2	110970000	110980000	chr2:110780000-110790000_chr2:110970000-110980000	-0.509068419071991	5.4926485771774	56.0208905452547	3.21820488611251e-07	3.75435118466486e-05	TRUE	TRUE	moderate_differential	down_in_mutant	#4575b4
loop_768	chr2	75780000	75790000	chr2	75960000	75970000	chr2:75780000-75790000_chr2:75960000-75970000	-0.317199586552533	4.28744820461437	16.622843064596	0.00058787206675341	0.00752529446536378	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_775	chr2	52750000	52760000	chr2	53200000	53210000	chr2:52750000-52760000_chr2:53200000-53210000	-0.279332080402495	4.18229495314258	11.4050267232062	0.00299647176596033	0.0239286554966949	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_777	chr2	138270000	138280000	chr2	139580000	139590000	chr2:138270000-138280000_chr2:139580000-139590000	-0.46159479513379	3.72785575686773	22.2408648525459	0.000132548115721047	0.00258829072907569	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_786	chr2	38920000	38930000	chr2	39370000	39380000	chr2:38920000-38930000_chr2:39370000-39380000	-0.406950289677348	3.03563281746153	9.57160036303426	0.00572681396954824	0.0371586163299357	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_788	chr2	61490000	61500000	chr2	61960000	61970000	chr2:61490000-61500000_chr2:61960000-61970000	-0.288563415892956	3.60778032673887	8.47215275652546	0.00864759359291451	0.0493848948258494	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_818	chr3	109860000	109870000	chr3	109910000	109920000	chr3:109860000-109870000_chr3:109910000-109920000	-0.165386356011097	6.23772269970666	11.4479554647484	0.00295294626219528	0.0237326277720183	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_819	chr3	65110000	65120000	chr3	65260000	65270000	chr3:65110000-65120000_chr3:65260000-65270000	-0.209833559583233	5.40258148361731	14.5213054359129	0.00109555697968925	0.0119549882180941	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_829	chr3	123910000	123920000	chr3	123960000	123970000	chr3:123910000-123920000_chr3:123960000-123970000	-0.216453215939544	6.72550301419104	15.1899112857246	0.000894716245038857	0.0102800229157084	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_836	chr3	146380000	146390000	chr3	146470000	146480000	chr3:146380000-146390000_chr3:146470000-146480000	-0.228590277350203	5.43564566070288	15.0028130307731	0.000946472257521124	0.010722490899972	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_849	chr3	121290000	121300000	chr3	121420000	121430000	chr3:121290000-121300000_chr3:121420000-121430000	0.203423928874712	4.83381184984811	10.0254955935011	0.00485703881974458	0.0330826348029961	TRUE	TRUE	weak_differential	up_in_mutant	#d73027
loop_861	chr3	99930000	99940000	chr3	100120000	100130000	chr3:99930000-99940000_chr3:100120000-100130000	-0.218677989795505	4.53398302457719	9.30003366513498	0.00632924091055007	0.0397787781970478	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
loop_863	chr3	140680000	140690000	chr3	140950000	140960000	chr3:140680000-140690000_chr3:140950000-140960000	-0.348392231907732	4.33959492360676	19.333674633385	0.000278399524243729	0.00441537353376599	TRUE	TRUE	weak_differential	down_in_mutant	#4575b4
