Summit_Chr	Summit_Start	Summit_End	Peak_Chr	Peak_Start	Peak_End	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr1	116578548	116578948	chr1	116578491	116578838	348	*	5.63836108160047	6.32470597043376	4.28285832434493	1.7640817713184	8.65524010921944e-19	1.44988735536262e-15
chr16	43130458	43130858	chr16	43130292	43130982	691	*	7.89665575872027	8.36213845799564	7.20518145847276	1.08967035967586	1.00966274625227e-18	1.65457385082585e-15
chr14	113469929	113470329	chr14	113469883	113470351	469	*	6.60603037808284	7.18930612352892	5.61107884347154	1.43439792148316	1.22012834176555e-18	1.93631696714861e-15
chr6	147030032	147030432	chr6	147029703	147030749	1047	*	7.57499158436233	8.08122750949999	6.78827139737755	1.19857416629176	1.2329629675935e-18	1.93631696714861e-15
chr6	103268886	103269286	chr6	103269032	103269445	414	*	6.64581053222307	7.31409763474957	5.36237121462681	1.71378828425377	1.42871272700848e-18	2.17724121511935e-15
chr14	49838415	49838815	chr14	49838327	49838807	481	*	6.50335967711061	7.06380215356267	5.57451426320961	1.3456555975849	1.44413866381852e-18	2.17724121511935e-15
chr2	58140496	58140896	chr2	58140591	58140825	235	*	6.66624738898275	7.2044961603382	5.79794572609619	1.28866903157003	2.13998559021761e-18	3.1630665443487e-15
chr1	23447531	23447931	chr1	23447670	23447860	191	*	5.85417328310968	6.54406338652085	4.4839798110297	1.81754705427429	2.29330459706242e-18	3.32449782953384e-15
chr3	123838695	123839095	chr3	123838486	123839089	604	*	6.58498261076344	7.20246223719103	5.48278801333856	1.52135038184534	2.61909176909848e-18	3.72513916487135e-15
chr1	166801092	166801492	chr1	166800928	166801635	708	*	7.84310717975185	8.24580649159527	7.2825089405658	0.916779033719712	2.75171668079238e-18	3.84129457095354e-15
chr10	25039820	25040220	chr10	25039911	25040260	350	*	6.26782544855507	6.84743052258663	5.28377938466672	1.41750830881954	2.88583156779881e-18	3.95526827716018e-15
chr15	53741456	53741856	chr15	53741551	53741801	251	*	5.84067428719854	6.51111300427621	4.54888137696104	1.70436927569383	3.06455109352956e-18	4.12521411665081e-15
chr6	43295981	43296381	chr6	43295787	43296353	567	*	7.1997735844256	7.68617567946011	6.46052979807763	1.15197961282888	3.15020430007745e-18	4.16611755348137e-15
chr5	13694787	13695187	chr5	13694888	13695128	241	*	6.02311995849504	6.70724182991829	4.67673505455335	1.75785415951889	3.21188631678497e-18	4.17445541951525e-15
chr2	46394159	46394559	chr2	46394219	46394480	262	*	5.99185362739998	6.67444222722269	4.65171600572106	1.78170934489107	3.65882310165769e-18	4.67473564490102e-15
chr15	40386543	40386943	chr15	40386479	40386909	431	*	6.77784188202706	7.34357036975648	5.83405161116481	1.37928713846002	3.94960195070619e-18	4.9621482374689e-15
chr6	24100928	24101328	chr6	24100916	24101632	717	*	6.97662576995685	7.4887581518079	6.17535482013394	1.20722697842303	5.18100768436402e-18	6.40253641414309e-15
chr19	38238034	38238434	chr19	38237987	38238848	862	*	7.5428601264349	8.05903384235419	6.73149606085427	1.23569394917711	7.46768692982619e-18	9.0795028410348e-15
chr13	104286804	104287204	chr13	104286831	104287183	353	*	6.60923575147571	7.18889598379036	5.62502662682077	1.42191629162784	8.60601851000777e-18	1.01436497587591e-14
chr10	57663877	57664277	chr10	57663692	57664651	960	*	7.78513072533071	8.24078284183686	7.11533903562846	1.0639718108442	8.69245090602568e-18	1.01436497587591e-14
chr3	82406392	82406792	chr3	82405991	82406827	837	*	8.00060510196814	8.46649369243175	7.30822530733668	1.07729028956719	8.74661370511985e-18	1.01436497587591e-14
chr1	159163073	159163473	chr1	159163055	159163423	369	*	6.36887276868516	7.05473928409349	5.01533815223029	1.77700906579202	9.295535567604e-18	1.06169100326837e-14
chr16	43080847	43081247	chr16	43080934	43081103	170	*	5.72159945391973	6.39622112288008	4.41339037778118	1.72854129152042	1.25826854483655e-17	1.41568357383386e-14
chr6	24106072	24106472	chr6	24105934	24106670	737	*	7.36843079259152	7.88169630438067	6.56433984697804	1.22332329571938	1.47240167261725e-17	1.63224386595931e-14
chr1	109471665	109472065	chr1	109471516	109471983	468	*	6.8524785047297	7.37214188848894	6.03231892318059	1.22506636406137	1.8036989096401e-17	1.97052798849986e-14
chr1	24550883	24551283	chr1	24550874	24551265	392	*	7.19698191071803	7.67449758272831	6.47830870002103	1.11671585100764	1.98053598164072e-17	2.13281090525772e-14
chr13	83987888	83988288	chr13	83987759	83988371	613	*	6.37885659137688	6.93513088154698	5.4616494176765	1.3340550883575	2.03173197689379e-17	2.15712704059448e-14
chr11	24694058	24694458	chr11	24694009	24694398	390	*	6.02082652454006	6.65423254087215	4.86489745651752	1.59286104957977	2.10750061208955e-17	2.20649459917409e-14
chr12	31905598	31905998	chr12	31905647	31905975	329	*	6.35815177827613	7.00021336162535	5.17189784696046	1.60826379351495	2.30132186928635e-17	2.37641431713074e-14
chr13	84065454	84065854	chr13	84065515	84065791	277	*	5.92055911582821	6.53650670995323	4.82339897836156	1.52059813714367	2.42974008012733e-17	2.47511711783998e-14
chr1	164863132	164863532	chr1	164863038	164863857	820	*	7.20326689500134	7.66227699375496	6.52612190034553	1.06805593642048	2.98894618724523e-17	3.00416988649226e-14
chr16	67844606	67845006	chr16	67844561	67845102	542	*	7.5010524103727	8.00789668190246	6.7128405093249	1.19147790803408	3.17584387027427e-17	3.15001924511862e-14
chr8	28602182	28602582	chr8	28602191	28602566	376	*	6.47264374281172	7.0862835033195	5.38302442388756	1.52636939403265	4.64180509037565e-17	4.54426690029477e-14
chr1	115686455	115686855	chr1	115686601	115686740	140	*	6.02145973385293	6.68032655760188	4.77389313227988	1.64714499697696	4.79540907156428e-17	4.55675885679361e-14
chr18	12790517	12790917	chr18	12790606	12790833	228	*	6.53808053878727	7.08641638088331	5.64269138539077	1.30963374209402	4.81823709330123e-17	4.55675885679361e-14
chr14	106096822	106097222	chr14	106096882	106097101	220	*	5.98784739241628	6.59656709678099	4.91413423852137	1.48855485726423	4.83591186945808e-17	4.55675885679361e-14
chr11	12473472	12473872	chr11	12473525	12473966	442	*	5.89479057041186	6.56340682189283	4.61007727473095	1.69801817561104	4.98916014591807e-17	4.61714326181714e-14
chr15	9471254	9471654	chr15	9471152	9471665	514	*	6.8076631650347	7.32884363437795	5.98365638778187	1.24147322606998	5.02249538973503e-17	4.61714326181714e-14
chr2	82519977	82520377	chr2	82519929	82520250	322	*	6.26695105675359	6.88841202685082	5.15156519107047	1.52811288659037	6.86149847522958e-17	6.23172865132237e-14
chr10	37995660	37996060	chr10	37995765	37996309	545	*	7.42303625085606	7.91689381980934	6.66620519038023	1.14706595497833	8.33167937627529e-17	7.47688874693314e-14
chr4	75394987	75395387	chr4	75394914	75395290	377	*	6.44001209105144	6.97145491919027	5.58959929674121	1.2567454702811	8.82134263502141e-17	7.82318177074334e-14
chr10	109759079	109759479	chr10	109758943	109759518	576	*	6.62324424322631	7.19621677342818	5.65862762473311	1.38693314341054	8.9344384064191e-17	7.83134692968238e-14
chr18	39348698	39349098	chr18	39348458	39349073	616	*	6.95589700596592	7.47866547496581	6.12784782713398	1.24064609172089	9.56580551499678e-17	8.28838564748836e-14
chr19	23563707	23564107	chr19	23563580	23564260	681	*	6.88250062756869	7.42618804172758	5.99968097092593	1.2950154283917	1.19375380465861e-16	1.02258578753154e-13
chr16	63091425	63091825	chr16	63091402	63091864	463	*	6.9577677898893	7.46133581994903	6.17756395652776	1.17021062104736	1.23388703589667e-16	1.0450884555052e-13
chr1	187834398	187834798	chr1	187834336	187834852	517	*	6.41953354836565	7.0935131634329	5.11385951190813	1.71120448959084	1.35071827940577e-16	1.13133161486851e-13
chr4	33901610	33902010	chr4	33901520	33902017	498	*	7.20309322047544	7.66761068265655	6.51376894685327	1.07400746466514	1.45980631028158e-16	1.20926504705105e-13
chr16	86309786	86310186	chr16	86309802	86310155	354	*	6.51157891765242	7.1664214509936	5.27899948620787	1.64665572327203	1.48631578018473e-16	1.21784191458571e-13
chr18	63316759	63317159	chr18	63316739	63317208	470	*	6.59020903768037	7.13004169474894	5.71770001890682	1.29162748635841	1.9062439027975e-16	1.54512341807184e-13
chr8	30797425	30797825	chr8	30797451	30797669	219	*	5.35938275697621	6.07530413839854	3.87526920367061	1.82790689179724	2.23762603044263e-16	1.79443324922156e-13
chr14	105697574	105697974	chr14	105697496	105698031	536	*	6.97363454827539	7.47170774758553	6.2067223753043	1.15619603406037	2.45188069712001e-16	1.94555442852948e-13
chr5	84397086	84397486	chr5	84397120	84397399	280	*	6.93987687457685	7.46862014448579	6.09647557590863	1.25661414355986	2.903247539807e-16	2.27560385465418e-13
chr16	42016821	42017221	chr16	42016863	42017479	617	*	7.29453922169702	7.7868840909147	6.54130134077632	1.1454629381223	2.92820001991796e-16	2.27560385465418e-13
chr4	52336536	52336936	chr4	52336440	52336937	498	*	6.83154517231208	7.3831268025167	5.92728962203209	1.32858923107259	2.97665098698039e-16	2.28463057395964e-13
chr10	13808295	13808695	chr10	13808261	13808670	410	*	6.72381635728986	7.26223842199988	5.85505518857522	1.26461810163736	3.00043016664461e-16	2.28463057395964e-13
chr16	90692777	90693177	chr16	90692735	90693160	426	*	6.11645880576456	6.71611974153362	5.07144305543964	1.45127175129992	3.27770559267091e-16	2.47080002986719e-13
chr1	23008171	23008571	chr1	23007860	23008552	693	*	7.0271391343849	7.51760835287443	6.27833896780696	1.14401234914379	3.55746351554835e-16	2.65513578939669e-13
chr18	31011664	31012064	chr18	31011755	31012016	262	*	6.19896666283163	6.80375977264829	5.13778493238632	1.46983091750441	3.63437401812702e-16	2.68594492386716e-13
chr2	105722402	105722802	chr2	105722381	105722908	528	*	7.75622669215402	8.25770478385317	6.98109870636385	1.17668516018463	3.73393829824639e-16	2.73273530872242e-13
chr16	41872144	41872544	chr16	41872000	41872544	545	*	6.78314341837274	7.30829302814987	5.9490031268973	1.24537138647274	4.14995181309604e-16	3.0079968036039e-13
chr3	65262668	65263068	chr3	65262357	65263473	1117	*	7.35304574888975	7.85486305234771	6.57709562946581	1.17466034014809	4.29891993038876e-16	3.08629697326253e-13
chr16	41675857	41676257	chr16	41675852	41676289	438	*	6.63871116952561	7.27021516351165	5.48933730029991	1.55939707642526	4.50043087809513e-16	3.20048566464686e-13
chr4	20639006	20639406	chr4	20639097	20639418	322	*	5.57768018968764	6.21093514691635	4.42227314404739	1.57545148210125	4.61309380842376e-16	3.24994614454766e-13
chr3	123967191	123967591	chr3	123967255	123967694	440	*	6.26929034456803	6.98748950863356	4.7746641214192	1.8467588403193	5.65237401532104e-16	3.94525238910121e-13
chr13	108163944	108164344	chr13	108164022	108164425	404	*	6.51051768584781	7.0562113946768	5.6222913365415	1.27975251006085	5.83249211694497e-16	4.03362312623436e-13
chr4	67529570	67529970	chr4	67529631	67529978	348	*	5.88086832825186	6.51759085645748	4.71341647233731	1.55186546164876	6.71321650284256e-16	4.60050624015707e-13
chr10	28436025	28436425	chr10	28436159	28436371	213	*	5.81201693454226	6.47206486489171	4.56001395951145	1.64383297347449	6.95732738368825e-16	4.72484011565034e-13
chr2	45586779	45587179	chr2	45586837	45587107	271	*	5.78556814025032	6.45665599170727	4.49124299516755	1.69298669447414	7.62458211177328e-16	5.1317522209794e-13
chr15	68275175	68275575	chr15	68275279	68275999	721	*	7.24921972652274	7.7528017444218	6.46898183574434	1.18865364049148	8.15500324594359e-16	5.39997778744503e-13
chr15	69413671	69414071	chr15	69413630	69413982	353	*	6.35271426003997	6.92817232831331	5.38085754552221	1.39109196764953	8.16637218127316e-16	5.39997778744503e-13
chr1	18168265	18168665	chr1	18168306	18168652	347	*	5.86274025999158	6.47496706056576	4.77771247700334	1.50924860885421	8.83150314139637e-16	5.78901191134557e-13
chr18	39050868	39051268	chr18	39050768	39051455	688	*	6.6059788527959	7.17473390228638	5.65353656828984	1.34612005419247	9.81161780276741e-16	6.37602907938115e-13
chr2	144984197	144984597	chr2	144984325	144984462	138	*	5.0356598970624	5.73325994877019	3.63286343787349	1.80879283900896	1.39832636862592e-15	9.00928532647513e-13
chr15	42674895	42675295	chr15	42674884	42675275	392	*	7.13784462431786	7.60829237033899	6.43523701455432	1.07940544725696	1.62319777597298e-15	1.0292635576751e-12
chr16	79336427	79336827	chr16	79336495	79336772	278	*	6.44687668175542	6.97397092241238	5.6077352450098	1.23929396006824	1.63232083075167e-15	1.0292635576751e-12
chr1	25926918	25927318	chr1	25927021	25927265	245	*	6.11877740979914	6.80237730433696	4.7745230740178	1.71805888605463	1.63847638588803e-15	1.0292635576751e-12
chr15	39810783	39811183	chr15	39810711	39811186	476	*	7.39817079603234	7.90000372760839	6.62218278342763	1.17172933913657	1.79236093330128e-15	1.11662604854642e-12
chr1	113550226	113550626	chr1	113550293	113550487	195	*	4.82834731920162	5.6277070227268	2.88310655497472	2.14869084099154	1.82349844509991e-15	1.12671278515182e-12
chr3	151294299	151294699	chr3	151294096	151294956	861	*	7.70465572264581	8.15393863283414	7.04866281558832	1.01913986107917	1.97939237071802e-15	1.21309394869484e-12
chr8	74920720	74921120	chr8	74920790	74921160	371	*	6.23378555969279	6.82465605408519	5.21591501335335	1.4391116220308	2.01858697131943e-15	1.22713808929033e-12
chr3	65117074	65117474	chr3	65116954	65117578	625	*	6.90907651582122	7.41013413367645	6.13496669737254	1.1686088457653	2.06291060559275e-15	1.24405061816634e-12
chr1	115742531	115742931	chr1	115742692	115742822	131	*	4.87496830468052	5.61348862592777	3.28220693692165	1.95104449264711	2.24568601101676e-15	1.3435262133529e-12
chr4	20343443	20343843	chr4	20343281	20343909	629	*	7.04867021139465	7.52689257830926	6.32837641886662	1.10342626162198	2.37024502708773e-15	1.40688039867659e-12
chr16	41903613	41904013	chr16	41903688	41904110	423	*	6.2688149386572	6.83030268950446	5.33703085883572	1.34031907340831	2.65288278422578e-15	1.56234070344147e-12
chr16	41745038	41745438	chr16	41745061	41745475	415	*	7.08683163605271	7.62996600607081	6.2054974852518	1.27798864753958	2.89205091662923e-15	1.68998900928174e-12
chr3	13458437	13458837	chr3	13458520	13458969	450	*	6.00523567487223	6.6677382189018	4.74395729928667	1.63149851846478	3.41511929998897e-15	1.9802963313213e-12
chr10	109690617	109691017	chr10	109690582	109691058	477	*	7.9967571211626	8.41808520554308	7.3991305608427	0.954495835741944	3.46820882765652e-15	1.99572914386568e-12
chr14	16196419	16196819	chr14	16195734	16196476	743	*	6.95113229318273	7.45137598179647	6.17899050396557	1.16813998274253	3.53453430579734e-15	2.00911297754541e-12
chr15	24022125	24022525	chr15	24022190	24022442	253	*	6.29810400606655	6.89189923857926	5.2712766360613	1.42301739611678	3.54477230656576e-15	2.00911297754541e-12
chr5	20358438	20358838	chr5	20358344	20358759	416	*	7.11433784446574	7.62546581516846	6.31556010449287	1.19534922953166	3.86946133185831e-15	2.17677413521002e-12
chr10	115019379	115019779	chr10	115019308	115019838	531	*	7.62974211064608	8.0605129273242	7.01278868710129	0.979623071127736	4.31302672484678e-15	2.40022524427089e-12
chr12	31817973	31818373	chr12	31818035	31818345	311	*	6.0087372473928	6.64165760958608	4.85448561177123	1.54730506855671	4.33035251413919e-15	2.40022524427089e-12
chr2	78160152	78160552	chr2	78159844	78160467	624	*	7.26974052181691	7.70505044433003	6.64335803483497	0.990013298652476	5.26817089287741e-15	2.89872451275099e-12
chr7	92197707	92198107	chr7	92197696	92198004	309	*	6.18856141241302	6.79632923178807	5.11789927577876	1.48126876995935	5.45678150733921e-15	2.98074712743655e-12
chr14	93675589	93675989	chr14	93675543	93676041	499	*	6.97078099129922	7.50605812205987	6.1103277281851	1.25011767170134	5.61185366869449e-15	3.04340110254337e-12
chr10	17024027	17024427	chr10	17024005	17024431	427	*	6.7343412674521	7.25639500946058	5.90811344558572	1.22163672738896	5.77581604778605e-15	3.10994689510149e-12
chr9	92045365	92045765	chr9	92045318	92045847	530	*	6.01984560444341	6.62885556042866	4.94520043883337	1.46896336785774	5.84596680377835e-15	3.12539481987532e-12
chr9	91988188	91988588	chr9	91988055	91988687	633	*	6.74368236338336	7.32955981730496	5.74093401705676	1.40154326939369	6.12708768189799e-15	3.25262058899179e-12
chr10	109684043	109684443	chr10	109684187	109684555	369	*	6.85054605983541	7.3889776226946	5.98175969993736	1.25185057896416	7.05574649333348e-15	3.71941456056269e-12
chr4	51519426	51519826	chr4	51519440	51519948	509	*	6.25423955084125	6.87055332712269	5.15587817305707	1.48108668106328	7.64797488404731e-15	4.00360862992538e-12
chr5	13654327	13654727	chr5	13654467	13654586	120	*	5.21341029785598	5.95697766059615	3.59497805991651	1.90863621509663	9.41021842093759e-15	4.89214541384219e-12
chr15	52937187	52937587	chr15	52937110	52937673	564	*	7.30655559014506	7.71253498417244	6.73954044817003	0.915100363159933	1.01697098138639e-14	5.25077441910059e-12
chr16	43080847	43081247	chr16	43080391	43080888	498	*	6.60837702073637	7.12281638762583	5.80135655924528	1.17741464909141	1.07134985496587e-14	5.49391120864201e-12
chr2	57900337	57900737	chr2	57900237	57901046	810	*	7.4523387785831	7.9535427442359	6.677874697631	1.15235545535936	1.09788659768128e-14	5.59195185854125e-12
chr8	28585747	28586147	chr8	28585850	28586023	174	*	5.08100669575373	5.7875984369662	3.63900305300448	1.75619863351739	1.10882080787944e-14	5.60974027782333e-12
chr15	41439721	41440121	chr15	41439683	41440225	543	*	7.02963141359955	7.50642020533069	6.31262235001382	1.0972924785916	1.14279548642533e-14	5.71905144778978e-12
chr18	64782241	64782641	chr18	64782281	64782533	253	*	5.77424201991072	6.38550504435392	4.69233517978764	1.45959378222976	1.14560076492566e-14	5.71905144778978e-12
chr6	80885391	80885791	chr6	80885309	80885790	482	*	7.77453672222976	8.2406409088583	7.081675623621	1.06232272986556	1.1992888512217e-14	5.94768369623647e-12
chr13	80971679	80972079	chr13	80971756	80971953	198	*	5.45529395731463	6.0826942602614	4.31993349893767	1.54922890484886	1.26498139352637e-14	6.23247237952974e-12
chr15	37507042	37507442	chr15	37507039	37507488	450	*	6.85559745788281	7.32252301258058	6.16090057752508	1.07462765300354	1.27536591767175e-14	6.24283335103455e-12
chr10	28518532	28518932	chr10	28518558	28518942	385	*	6.22253253449042	6.76214599958619	5.35060677420887	1.25553295892668	1.29867245351557e-14	6.3159049607039e-12
chr5	49660552	49660952	chr5	49660641	49660883	243	*	5.97595864849857	6.63243050376741	4.73733510927713	1.60718950817063	1.36805041692259e-14	6.6106651620807e-12
chr12	118112446	118112846	chr12	118112479	118112942	464	*	6.42256561244139	6.94010183264505	5.60777633762787	1.20232385793385	1.48068568731444e-14	7.10461477658646e-12
chr9	94202076	94202476	chr9	94202145	94202437	293	*	5.79135575318951	6.40378147374089	4.70568271725215	1.46764662040504	1.49738531419299e-14	7.10461477658646e-12
chr18	64777882	64778282	chr18	64777861	64778168	308	*	5.82229591462864	6.46275651159478	4.64171312669583	1.59473062990674	1.49854573966895e-14	7.10461477658646e-12
chr12	118104586	118104986	chr12	118104296	118104968	673	*	7.11140995186247	7.59723587882962	6.37351269525981	1.11040985437535	1.54533254977292e-14	7.28064114168637e-12
chr2	139362361	139362761	chr2	139362260	139362743	484	*	6.56761084862678	7.11491463662637	5.67502538266602	1.28195134635169	1.64663522126497e-14	7.70973020182584e-12
chr5	49662071	49662471	chr5	49662132	49662464	333	*	6.26474142323152	6.8523571960045	5.25675220290776	1.39104440863234	1.70869660990593e-14	7.95092394123017e-12
chr10	50137711	50138111	chr10	50137781	50138166	386	*	7.10698212231761	7.58790930056287	6.38046145158644	1.09132445154686	1.79118555220045e-14	8.28362879116407e-12
chr16	49319344	49319744	chr16	49319342	49319745	404	*	6.80781005781322	7.3493526478621	5.93073982930042	1.26949656266909	1.8622606550204e-14	8.5598129693139e-12
chr13	84404750	84405150	chr13	84404407	84405083	677	*	7.13497615347423	7.58893839265498	6.46886439068971	1.03506403529383	2.06252861179437e-14	9.42288071601717e-12
chr5	84853629	84854029	chr5	84853772	84853900	129	*	4.80617591234711	5.57608340256441	3.0441779269985	2.01460807260496	2.11103052765371e-14	9.58636766479468e-12
chr18	64769985	64770385	chr18	64770041	64770382	342	*	6.09398397520068	6.72994855208211	4.92917598773657	1.54657910223417	2.22505983310016e-14	1.00436802598057e-11
chr16	45686816	45687216	chr16	45686852	45687199	348	*	6.44883535804995	6.9860045624495	5.58339175108352	1.24263836324051	2.31838892807519e-14	1.04026663200098e-11
