stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	stripe_length	anchor_width	effect_category
stripe_0073	chr13	43155000	43200000	43320000	43590000	3prime	mutant_only	NA	2.28278565637064e-06	0	0	TRUE	medium	43177500	-0.156966208082816	12.1391615600369	2.22562840766488	0.155411794116752	0.716899566409533	FALSE	FALSE	unchanged	gained	low	FALSE	270000	45000	minimal
stripe_0074	chr13	65990000	66305000	66305000	66360000	3prime	mutant_only	NA	2.68467465972114e-10	0	0	TRUE	medium	66147500	0.35258006130176	10.8880788577642	0.519334793802771	0.494992734996766	0.846595991067987	FALSE	FALSE	unchanged	gained	medium	TRUE	55000	315000	weak
stripe_0075	chr13	84195000	85295000	85295000	85355000	3prime	mutant_only	NA	0.475465043506175	0	0	FALSE	medium	84745000	0.313349749296485	9.38792940011653	0.686936250652087	0.419542253140392	0.823101283500158	FALSE	FALSE	unchanged	gained	medium	TRUE	60000	1100000	weak
stripe_0076	chr14	18645000	19235000	19235000	19330000	3prime	mutant_only	NA	0.484129726383801	0	0	FALSE	medium	18940000	-0.0178154712798434	11.0909047341607	0.0156346571589445	0.902068330883858	0.980956435866096	FALSE	FALSE	unchanged	gained	low	FALSE	95000	590000	minimal
stripe_0080	chr14	34240000	34500000	34545000	34590000	3prime	mutant_only	NA	2.85455264642914e-10	0	0	FALSE	low	34370000	-0.165170184691867	11.0239458992527	1.33205497645368	0.265580605485253	0.783690013721535	FALSE	FALSE	unchanged	gained	low	FALSE	45000	260000	minimal
stripe_0089	chr14	94260000	94315000	94315000	94685000	3prime	mutant_only	NA	0.565413683112837	0	0	FALSE	medium	94287500	0.00915004350800962	10.7936069807239	0.00248073548974369	0.960899725430303	0.999723645163422	FALSE	FALSE	unchanged	gained	low	TRUE	370000	55000	minimal
stripe_0094	chr15	13895000	15305000	15305000	15370000	3prime	mutant_only	NA	0.00674613047685212	0	0	FALSE	medium	14600000	-0.147182936942513	10.8579745985066	0.89889789426433	0.357338620406374	0.786990881200343	FALSE	FALSE	unchanged	gained	low	FALSE	65000	1410000	minimal
stripe_0104	chr16	25810000	25870000	25870000	27305000	3prime	mutant_only	NA	0.938582774651326	0	0	TRUE	medium	25840000	0.0867411761800661	11.181287164067	0.427565816204204	0.522579317797967	0.86269566165713	FALSE	FALSE	unchanged	gained	low	TRUE	1435000	60000	minimal
stripe_0106	chr16	61330000	62365000	62365000	62425000	3prime	mutant_only	NA	0.362427231925996	1	0	FALSE	medium	61847500	-0.567556909180837	11.3126270626283	12.754166742487	0.00258912113812424	0.437108590974257	FALSE	FALSE	unchanged	gained	low	FALSE	60000	1035000	moderate
stripe_0108	chr16	73055000	74160000	74160000	74225000	3prime	mutant_only	NA	0.501417311078316	0	0	FALSE	medium	73607500	0.00375841773023136	11.0832736278781	0.000781243010618662	0.978051064678226	0.999723645163422	FALSE	FALSE	unchanged	gained	low	TRUE	65000	1105000	minimal
stripe_0111	chr16	92795000	93685000	93685000	93740000	3prime	mutant_only	NA	0.710724901453278	0	0	FALSE	medium	93240000	-0.11903355037471	11.3877654569133	0.879268281890414	0.362500298721423	0.786990881200343	FALSE	FALSE	unchanged	gained	low	FALSE	55000	890000	minimal
stripe_0116	chr17	15460000	15700000	15700000	15760000	3prime	mutant_only	NA	3.78200646824188e-13	0	0	FALSE	low	15580000	-0.00142249801136228	12.0533612737726	0.000173678806635973	0.989649994407915	0.999723645163422	FALSE	FALSE	unchanged	gained	low	FALSE	60000	240000	minimal
stripe_0117	chr17	19895000	19960000	19960000	20670000	3prime	mutant_only	NA	0.801935483627393	0	0	FALSE	medium	19927500	0.157643153925394	10.6884039104471	0.989988796369158	0.334723657578065	0.786990881200343	FALSE	FALSE	unchanged	gained	low	TRUE	710000	65000	minimal
stripe_0118	chr17	19915000	20190000	20190000	20250000	3prime	mutant_only	NA	0.852603625374088	0	0	FALSE	medium	20052500	0.260904396699684	11.0076520249583	2.78187364240013	0.115008426264304	0.622255005575326	FALSE	FALSE	unchanged	gained	medium	TRUE	60000	275000	minimal
stripe_0120	chr17	26245000	26545000	26620000	26665000	3prime	mutant_only	NA	2.30891914545673e-31	0	0	TRUE	medium	26395000	-0.050983737892808	11.1103763827168	0.155195874783156	0.698878649144239	0.943107401724386	FALSE	FALSE	unchanged	gained	low	FALSE	45000	300000	minimal
stripe_0129	chr18	6710000	6770000	6770000	7610000	3prime	mutant_only	NA	0.30913167219316	1	0	FALSE	medium	6740000	0.185196888114304	11.2175167809977	1.59982202368028	0.22424663739622	0.778470631155158	FALSE	FALSE	unchanged	gained	low	TRUE	840000	60000	minimal
stripe_0132	chr18	37280000	37735000	37865000	37910000	3prime	mutant_only	NA	1.07634320982085e-30	0	0	TRUE	medium	37507500	0.136046697219256	11.8943377849384	1.02075563406181	0.327546152551662	0.786990881200343	FALSE	FALSE	unchanged	gained	low	TRUE	45000	455000	minimal
stripe_0136	chr18	71015000	71080000	71080000	72880000	3prime	mutant_only	NA	0.961366066496314	0	0	FALSE	medium	71047500	0.428240259131013	11.414273868172	10.3137481980125	0.00550937416381945	0.437108590974257	FALSE	FALSE	unchanged	gained	medium	TRUE	1800000	65000	weak
stripe_0137	chr18	85865000	88160000	88160000	88220000	3prime	mutant_only	NA	0.818933648148109	0	0	TRUE	medium	87012500	-0.194852176613868	11.3823943558765	1.41344456733927	0.252028134440533	0.783690013721535	FALSE	FALSE	unchanged	gained	low	FALSE	60000	2295000	minimal
stripe_0138	chr18	89565000	89620000	89620000	90260000	3prime	mutant_only	NA	0.495244216822479	0	0	FALSE	medium	89592500	-0.269496424483242	11.4089666612474	4.7274650044155	0.0452181634059186	0.622255005575326	FALSE	FALSE	unchanged	gained	low	FALSE	640000	55000	minimal
stripe_0139	chr19	7045000	7090000	7130000	7465000	3prime	mutant_only	NA	9.43146270407113e-36	0	0	TRUE	medium	7067500	0.0476733385459236	13.4347082262269	1.11822141267221	0.306184827685295	0.783690013721535	FALSE	FALSE	unchanged	gained	low	TRUE	335000	45000	minimal
stripe_0141	chr19	11585000	11630000	11735000	12005000	3prime	mutant_only	NA	0.000115180679930601	0	0	TRUE	medium	11607500	-0.0536699421137431	11.627372974909	0.109201670922225	0.745391456782451	0.960279083962977	FALSE	FALSE	unchanged	gained	low	FALSE	270000	45000	minimal
stripe_0142	chr19	17065000	17340000	17340000	17395000	3prime	mutant_only	NA	3.13843284192991e-24	0	0	TRUE	medium	17202500	0.0450760776465407	11.824903044344	0.239334046078853	0.631402002286992	0.904347928847842	FALSE	FALSE	unchanged	gained	low	TRUE	55000	275000	minimal
stripe_0148	chr19	51440000	51495000	51495000	52325000	3prime	mutant_only	NA	0.0165748395735111	0	0	FALSE	medium	51467500	-0.198586743842177	11.2249624957053	2.78765743788794	0.114660312849067	0.622255005575326	FALSE	FALSE	unchanged	gained	low	FALSE	830000	55000	minimal
stripe_0150	chr2	3490000	3770000	3770000	3840000	3prime	mutant_only	NA	1.85532012398481e-07	1	1	FALSE	medium	3630000	-0.085891372553707	12.3809817654982	1.22930166288104	0.284116781915781	0.783690013721535	FALSE	FALSE	unchanged	gained	low	FALSE	70000	280000	minimal
stripe_0156	chr2	70670000	70725000	70725000	71110000	3prime	mutant_only	NA	0.730531788421624	0	0	FALSE	medium	70697500	-0.199360401615547	11.4505064342293	3.17629568503468	0.0939171219904463	0.622255005575326	FALSE	FALSE	unchanged	gained	low	FALSE	385000	55000	minimal
stripe_0158	chr2	94025000	94080000	94140000	94395000	3prime	mutant_only	NA	4.22749867312828e-34	0	0	TRUE	medium	94052500	-0.0588473546656607	12.2577736203209	0.650663128793407	0.431837479016463	0.82897310548928	FALSE	FALSE	unchanged	gained	low	FALSE	255000	55000	minimal
stripe_0163	chr2	139060000	139125000	139125000	139990000	3prime	mutant_only	NA	0.285680867142399	0	0	FALSE	medium	139092500	0.0283206446133816	11.229034038562	0.0483359395290824	0.828796819054715	0.97545633847592	FALSE	FALSE	unchanged	gained	low	TRUE	865000	65000	minimal
stripe_0166	chr2	157635000	157640000	157735000	158010000	3prime	mutant_only	NA	3.33623910032673e-17	0	1	FALSE	medium	157637500	0.148630925367558	12.1324098158165	2.58128612458759	0.127909425133956	0.624901871087679	FALSE	FALSE	unchanged	gained	low	TRUE	275000	5000	minimal
stripe_0169	chr3	24625000	24680000	24680000	26410000	3prime	mutant_only	NA	0.0299118078821545	0	0	FALSE	medium	24652500	-0.231547734306085	11.0130899660005	1.76107042689254	0.203329739919195	0.778470631155158	FALSE	FALSE	unchanged	gained	low	FALSE	1730000	55000	minimal
stripe_0173	chr3	90900000	90965000	90965000	92160000	3prime	mutant_only	NA	0.111202908925117	0	0	FALSE	medium	90932500	-0.237055783712745	10.9383558083765	2.68301114256944	0.12115971571091	0.622255005575326	FALSE	FALSE	unchanged	gained	low	FALSE	1195000	65000	minimal
stripe_0175	chr3	97910000	97955000	98045000	98390000	3prime	mutant_only	NA	3.36799572182028e-15	0	0	TRUE	medium	97932500	-0.0591602899835521	12.2834364085424	0.594887397578448	0.451904212300008	0.844433527255509	FALSE	FALSE	unchanged	gained	low	FALSE	345000	45000	minimal
stripe_0176	chr3	109675000	109735000	109735000	110145000	3prime	mutant_only	NA	0.0105834657900418	0	0	FALSE	medium	109705000	-0.102842432635918	10.8117400638818	0.519187935784062	0.481702165735385	0.845195211044908	FALSE	FALSE	unchanged	gained	low	FALSE	410000	60000	minimal
stripe_0179	chr3	144675000	145375000	145375000	145480000	3prime	mutant_only	NA	0.544660661984279	0	0	FALSE	medium	145025000	0.31188617327876	10.7914454026627	4.12864822661861	0.0593112095369383	0.622255005575326	FALSE	FALSE	unchanged	gained	medium	TRUE	105000	700000	weak
stripe_0180	chr4	8665000	8710000	8765000	9120000	3prime	mutant_only	NA	1.85567219103662e-27	0	0	TRUE	medium	8687500	-0.0143187754726501	12.756893342835	0.0496004684883144	0.826610327160444	0.97545633847592	FALSE	FALSE	unchanged	gained	low	FALSE	355000	45000	minimal
stripe_0181	chr4	10895000	10940000	10985000	11230000	3prime	mutant_only	NA	8.57788140368497e-19	0	0	TRUE	medium	10917500	0.130680094897748	12.2694929835458	2.89436961188069	0.108460230519375	0.622255005575326	FALSE	FALSE	unchanged	gained	low	TRUE	245000	45000	minimal
stripe_0182	chr4	18205000	18265000	18265000	19400000	3prime	mutant_only	NA	0.507558095421261	0	1	FALSE	medium	18235000	0.0159142048749627	11.1987324642361	0.0156975295800496	0.901872707928243	0.980956435866096	FALSE	FALSE	unchanged	gained	low	TRUE	1135000	60000	minimal
stripe_0185	chr4	74865000	75310000	75310000	75365000	3prime	mutant_only	NA	0.593274587620816	0	0	FALSE	medium	75087500	0.103224324264897	11.2046267139724	0.69962971527127	0.415366211621481	0.823101283500158	FALSE	FALSE	unchanged	gained	low	TRUE	55000	445000	minimal
stripe_0186	chr4	77395000	77450000	77450000	77740000	3prime	mutant_only	NA	0.269954632656447	0	0	FALSE	medium	77422500	-0.202786529495618	10.8480510204242	1.85486659060462	0.192301112955257	0.778470631155158	FALSE	FALSE	unchanged	gained	low	FALSE	290000	55000	minimal
stripe_0187	chr4	78690000	80775000	80775000	80835000	3prime	mutant_only	NA	0.999241940529297	0	0	FALSE	medium	79732500	-0.15894251175748	11.0549914323535	1.27785933144957	0.27514759898647	0.783690013721535	FALSE	FALSE	unchanged	gained	low	FALSE	60000	2085000	minimal
stripe_0188	chr4	83265000	83325000	83325000	83640000	3prime	mutant_only	NA	0.274819375205445	0	0	FALSE	medium	83295000	-0.0276697056126452	12.4967407829105	0.155081297958449	0.698983843841648	0.943107401724386	FALSE	FALSE	unchanged	gained	low	FALSE	315000	60000	minimal
stripe_0196	chr4	129140000	129385000	129435000	129480000	3prime	mutant_only	NA	1.73615147091943e-08	0	0	TRUE	medium	129262500	-0.199372725917242	10.9638812276434	1.57860056323887	0.227202056848196	0.778470631155158	FALSE	FALSE	unchanged	gained	low	FALSE	45000	245000	minimal
stripe_0208	chr5	133540000	133820000	133865000	133910000	3prime	mutant_only	NA	0.861574944920617	0	0	FALSE	medium	133680000	0.0580440878982948	11.7304947807916	0.387333650402844	0.542572685690101	0.86269566165713	FALSE	FALSE	unchanged	gained	low	TRUE	45000	280000	minimal
stripe_0209	chr5	137115000	137150000	137265000	137520000	3prime	mutant_only	NA	1.41776353602539e-10	0	0	FALSE	medium	137132500	0	5.50063063073947	0	1	1	FALSE	FALSE	unchanged	gained	low	FALSE	255000	35000	minimal
stripe_0214	chr6	38690000	38935000	39045000	39090000	3prime	mutant_only	NA	1.71601522437051e-12	0	0	TRUE	medium	38812500	-0.00526947279928537	11.5648918294286	0.0025365920638939	0.960462365089949	0.999723645163422	FALSE	FALSE	unchanged	gained	low	FALSE	45000	245000	minimal
stripe_0215	chr6	48155000	48200000	48355000	48685000	3prime	mutant_only	NA	6.0033273089073e-35	0	0	TRUE	medium	48177500	0.0373332650232308	11.4570893579858	0.0775682001450581	0.784228432045674	0.960534236639081	FALSE	FALSE	unchanged	gained	low	TRUE	330000	45000	minimal
stripe_0217	chr6	55210000	55255000	55315000	55565000	3prime	mutant_only	NA	1.20688954377266e-16	0	0	TRUE	medium	55232500	0.0209330271581724	12.2362393780593	0.0615793079927908	0.80720978167511	0.969462640726587	FALSE	FALSE	unchanged	gained	low	TRUE	250000	45000	minimal
stripe_0229	chr7	3590000	4160000	4160000	4220000	3prime	mutant_only	NA	0.615819938359279	0	0	FALSE	medium	3875000	0.0587754282056792	10.937469699229	0.0140968871886388	0.908897902169023	0.984639394016442	FALSE	FALSE	unchanged	gained	low	TRUE	60000	570000	minimal
stripe_0230	chr7	44470000	44730000	44810000	44865000	3prime	mutant_only	NA	4.58314279687389e-05	0	0	TRUE	medium	44600000	0.201691191650461	11.3017161170579	2.99473886696058	0.102992918003987	0.622255005575326	FALSE	FALSE	unchanged	gained	medium	TRUE	55000	260000	minimal
stripe_0233	chr7	52015000	54730000	54730000	54800000	3prime	mutant_only	NA	0.59522476033636	0	1	FALSE	medium	53372500	-0.349663077635555	10.9478467448298	5.9126347797053	0.0273060718310174	0.606330954594706	FALSE	FALSE	unchanged	gained	low	FALSE	70000	2715000	weak
stripe_0235	chr7	63820000	64065000	64125000	64170000	3prime	mutant_only	NA	1.56868476015987e-20	0	0	TRUE	medium	63942500	-0.100907352748037	12.2104742379649	1.25407623191642	0.279492094872812	0.783690013721535	FALSE	FALSE	unchanged	gained	low	FALSE	45000	245000	minimal
stripe_0237	chr7	67935000	67970000	68080000	68355000	3prime	mutant_only	NA	1.59495959721525e-08	0	0	TRUE	medium	67952500	0.00136011376900789	11.8776926605992	0.00023571948695864	0.987942420549469	0.999723645163422	FALSE	FALSE	unchanged	gained	low	TRUE	275000	35000	minimal
stripe_0242	chr7	81780000	82155000	82250000	82295000	3prime	mutant_only	NA	5.40956973283502e-13	0	0	TRUE	medium	81967500	0.138636804507154	12.110063166141	3.03032245521645	0.101134236578621	0.622255005575326	FALSE	FALSE	unchanged	gained	low	TRUE	45000	375000	minimal
stripe_0247	chr7	104500000	104560000	104560000	105300000	3prime	mutant_only	NA	9.67924921432586e-12	0	0	FALSE	low	104530000	1.00048723320918	10.1566184072486	8.18139229762033	0.0114362869043986	0.437108590974257	FALSE	FALSE	unchanged	gained	medium	TRUE	740000	60000	strong
stripe_0248	chr7	107150000	107750000	107750000	107810000	3prime	mutant_only	NA	0.896185143325999	0	0	FALSE	medium	107450000	0.058958987599612	11.130497163046	0.220569055310923	0.645015836587421	0.906521990056679	FALSE	FALSE	unchanged	gained	low	TRUE	60000	600000	minimal
stripe_0249	chr7	107225000	107280000	107350000	107605000	3prime	mutant_only	NA	3.67826411603809e-07	0	0	FALSE	low	107252500	0.0132200163027753	12.1424405500802	0.0215667201733217	0.885101049590817	0.976997147631343	FALSE	FALSE	unchanged	gained	low	TRUE	255000	55000	minimal
stripe_0251	chr7	110255000	110540000	110615000	110660000	3prime	mutant_only	NA	1.08846827244839e-06	0	0	TRUE	medium	110397500	-0.138441702519377	11.3793044462301	1.21412401277914	0.287001368813504	0.783690013721535	FALSE	FALSE	unchanged	gained	low	FALSE	45000	285000	minimal
stripe_0257	chr8	20290000	20355000	20355000	21120000	3prime	mutant_only	NA	2.27991380886186e-13	0	0	FALSE	low	20322500	0.876741915131255	10.3326191578546	1.76292299011095	0.22682628186247	0.778470631155158	FALSE	FALSE	unchanged	gained	medium	TRUE	765000	65000	moderate
stripe_0261	chr8	42190000	42250000	42250000	44800000	3prime	mutant_only	NA	0.52688813428324	0	0	FALSE	medium	42220000	-0.037007096226591	10.8995543096986	0.0498999615193314	0.826096819183303	0.97545633847592	FALSE	FALSE	unchanged	gained	low	FALSE	2550000	60000	minimal
stripe_0262	chr8	42965000	44340000	44340000	44395000	3prime	mutant_only	NA	0.772770633254138	0	0	FALSE	medium	43652500	-0.182213495962863	11.1206104556092	1.29464925138723	0.272135043000243	0.783690013721535	FALSE	FALSE	unchanged	gained	low	FALSE	55000	1375000	minimal
stripe_0263	chr8	51620000	53350000	53350000	53410000	3prime	mutant_only	NA	0.894063562719988	0	0	FALSE	medium	52485000	0.345190619210593	10.9169544981134	4.18816907650576	0.0577008900483989	0.622255005575326	FALSE	FALSE	unchanged	gained	medium	TRUE	60000	1730000	weak
stripe_0271	chr8	125930000	125975000	126070000	126440000	3prime	mutant_only	NA	9.76871933096928e-12	0	0	TRUE	medium	125952500	-0.164564159285512	12.4646362090591	5.28468978036592	0.0354945231509921	0.622255005575326	FALSE	FALSE	unchanged	gained	low	FALSE	370000	45000	minimal
stripe_0272	chr9	16030000	17785000	17785000	17850000	3prime	mutant_only	NA	0.760467238977058	0	0	FALSE	medium	16907500	-0.0135932724375405	11.4736132182839	0.0112291498484984	0.916940241615083	0.98960343057326	FALSE	FALSE	unchanged	gained	low	FALSE	65000	1755000	minimal
stripe_0274	chr9	39115000	39175000	39175000	40010000	3prime	mutant_only	NA	0.0510511271691586	0	0	FALSE	medium	39145000	0.093144381084323	11.1902103322945	0.527390319979996	0.478315494459414	0.844433527255509	FALSE	FALSE	unchanged	gained	low	TRUE	835000	60000	minimal
stripe_0279	chr9	64295000	64650000	64650000	64710000	3prime	mutant_only	NA	0.000379022886995756	1	1	FALSE	medium	64472500	0.0146059606907945	12.3561731517787	0.0284775570108726	0.868130026557587	0.976997147631343	FALSE	FALSE	unchanged	gained	low	TRUE	60000	355000	minimal
stripe_0281	chr9	91110000	91155000	91295000	91645000	3prime	mutant_only	NA	2.53233680639744e-26	0	0	TRUE	medium	91132500	0.148736678488433	11.1963958863656	0.861256190354994	0.367333253155862	0.786990881200343	FALSE	FALSE	unchanged	gained	low	TRUE	350000	45000	minimal
