#peakID	chr	start	end	strand	PC1
chr10-6200000	chr10	6200000	6225000	+	-0.829081679428591
chr10-6225000	chr10	6225000	6250000	+	-0.731878818497136
chr10-6250000	chr10	6250000	6275000	+	-0.590494597253092
chr10-6275000	chr10	6275000	6300000	+	-0.117501346107261
chr10-6300000	chr10	6300000	6325000	+	-0.0889967858951314
chr10-6325000	chr10	6325000	6350000	+	-0.416910687997841
chr10-6350000	chr10	6350000	6375000	+	-0.620930723068313
chr10-6375000	chr10	6375000	6400000	+	-0.69684951917371
chr10-6400000	chr10	6400000	6425000	+	-0.705595714540968
chr10-6425000	chr10	6425000	6450000	+	-0.70718429332174
chr10-6450000	chr10	6450000	6475000	+	-0.54501492023704
chr10-6475000	chr10	6475000	6500000	+	-0.303554870031412
chr10-6500000	chr10	6500000	6525000	+	-0.494122170226768
chr10-6525000	chr10	6525000	6550000	+	-0.781171791808003
chr10-6550000	chr10	6550000	6575000	+	-0.803190077686023
chr10-6575000	chr10	6575000	6600000	+	-0.84252843361541
chr10-6600000	chr10	6600000	6625000	+	-0.877023850056205
chr10-6625000	chr10	6625000	6650000	+	-0.861833182429263
chr10-6650000	chr10	6650000	6675000	+	-0.647450009792769
chr10-6675000	chr10	6675000	6700000	+	-0.547993263648158
chr10-6700000	chr10	6700000	6725000	+	-0.584751617681321
chr10-6725000	chr10	6725000	6750000	+	-0.673447436662165
chr10-6750000	chr10	6750000	6775000	+	-0.680428738729405
chr10-6775000	chr10	6775000	6800000	+	-0.646211298555987
chr10-6800000	chr10	6800000	6825000	+	-0.44807141874581
chr10-6825000	chr10	6825000	6850000	+	-0.175816031705166
chr10-6850000	chr10	6850000	6875000	+	0.337546887132858
chr10-6875000	chr10	6875000	6900000	+	1.03038073810065
chr10-6900000	chr10	6900000	6925000	+	1.26849967225599
chr10-6925000	chr10	6925000	6950000	+	1.24423079671631
chr10-6950000	chr10	6950000	6975000	+	1.39881957804042
chr10-6975000	chr10	6975000	7000000	+	1.49497996225135
chr10-7000000	chr10	7000000	7025000	+	1.32545076021447
chr10-7025000	chr10	7025000	7050000	+	1.24669106161852
chr10-7050000	chr10	7050000	7075000	+	1.48486716639498
chr10-7075000	chr10	7075000	7100000	+	1.6413843551666
chr10-7100000	chr10	7100000	7125000	+	1.66897426964423
chr10-7125000	chr10	7125000	7150000	+	1.68184383656888
chr10-7150000	chr10	7150000	7175000	+	1.68930125420996
chr10-7175000	chr10	7175000	7200000	+	1.67460507866429
chr10-7200000	chr10	7200000	7225000	+	1.64049928080049
chr10-7225000	chr10	7225000	7250000	+	1.63417399010105
chr10-7250000	chr10	7250000	7275000	+	1.68713794022937
chr10-7275000	chr10	7275000	7300000	+	1.69139880928906
chr10-7300000	chr10	7300000	7325000	+	1.6513547896755
chr10-7325000	chr10	7325000	7350000	+	1.50556230274904
chr10-7350000	chr10	7350000	7375000	+	1.10443674872641
chr10-7375000	chr10	7375000	7400000	+	0.852213026878592
chr10-7400000	chr10	7400000	7425000	+	0.803553873357655
chr10-7425000	chr10	7425000	7450000	+	0.700584193603658
chr10-7450000	chr10	7450000	7475000	+	0.786177079422225
chr10-7475000	chr10	7475000	7500000	+	0.897045298594096
chr10-7500000	chr10	7500000	7525000	+	0.603880428190725
chr10-7550000	chr10	7550000	7575000	+	0.706523342723639
chr10-7575000	chr10	7575000	7600000	+	1.36606411733679
chr10-7600000	chr10	7600000	7625000	+	1.45049694488351
chr10-7625000	chr10	7625000	7650000	+	1.5124129918617
chr10-7650000	chr10	7650000	7675000	+	1.60361509793725
chr10-7675000	chr10	7675000	7700000	+	1.57171929583482
chr10-7700000	chr10	7700000	7725000	+	1.45434512077375
chr10-7725000	chr10	7725000	7750000	+	1.37548803509449
chr10-7750000	chr10	7750000	7775000	+	1.36686258764941
chr10-7775000	chr10	7775000	7800000	+	1.3844419486259
chr10-7800000	chr10	7800000	7825000	+	1.28272454775165
chr10-7825000	chr10	7825000	7850000	+	1.02652131472732
chr10-7850000	chr10	7850000	7875000	+	0.840300645879857
chr10-7875000	chr10	7875000	7900000	+	0.784145826412268
chr10-7900000	chr10	7900000	7925000	+	1.10688417225105
chr10-7925000	chr10	7925000	7950000	+	1.18644586997095
chr10-7950000	chr10	7950000	7975000	+	0.761182366701402
chr10-7975000	chr10	7975000	8000000	+	-0.0446523566057624
chr10-8000000	chr10	8000000	8025000	+	-0.377303900126585
chr10-8025000	chr10	8025000	8050000	+	-0.465828558784668
chr10-8050000	chr10	8050000	8075000	+	-0.56299654368833
chr10-8075000	chr10	8075000	8100000	+	-0.624258449280387
chr10-8100000	chr10	8100000	8125000	+	-0.599860687232905
chr10-8125000	chr10	8125000	8150000	+	-0.561070035783845
chr10-8150000	chr10	8150000	8175000	+	-0.365008704063534
chr10-8175000	chr10	8175000	8200000	+	0.388071683137347
chr10-8200000	chr10	8200000	8225000	+	1.01660258350329
chr10-8225000	chr10	8225000	8250000	+	1.07964055684004
chr10-8250000	chr10	8250000	8275000	+	1.06089441279872
chr10-8275000	chr10	8275000	8300000	+	1.24120881808518
chr10-8300000	chr10	8300000	8325000	+	1.29084124029102
chr10-8325000	chr10	8325000	8350000	+	1.35371146560046
chr10-8350000	chr10	8350000	8375000	+	1.37757854363368
chr10-8375000	chr10	8375000	8400000	+	1.34551624055132
chr10-8400000	chr10	8400000	8425000	+	1.45430907110014
chr10-8425000	chr10	8425000	8450000	+	1.51028611554058
chr10-8450000	chr10	8450000	8475000	+	1.49034636825553
chr10-8475000	chr10	8475000	8500000	+	1.55970173781336
chr10-8500000	chr10	8500000	8525000	+	1.39825870028462
chr10-8525000	chr10	8525000	8550000	+	0.744846059016341
chr10-8550000	chr10	8550000	8575000	+	-0.0944256045896942
chr10-8575000	chr10	8575000	8600000	+	-0.338467577197847
chr10-8600000	chr10	8600000	8625000	+	-0.43647029924454
chr10-8625000	chr10	8625000	8650000	+	-0.510526817060134
chr10-8650000	chr10	8650000	8675000	+	-0.474228532972861
chr10-8675000	chr10	8675000	8700000	+	-0.367580410461368
chr10-8700000	chr10	8700000	8725000	+	-0.343353486391918
chr10-8725000	chr10	8725000	8750000	+	-0.390207455513356
chr10-8750000	chr10	8750000	8775000	+	-0.518495828095662
chr10-8775000	chr10	8775000	8800000	+	-0.505379275493195
chr10-8800000	chr10	8800000	8825000	+	-0.52422632680321
chr10-8825000	chr10	8825000	8850000	+	-0.714472171543658
chr10-8850000	chr10	8850000	8875000	+	-0.832627785766658
chr10-8875000	chr10	8875000	8900000	+	-0.908313653820169
chr10-8900000	chr10	8900000	8925000	+	-0.917678043575194
chr10-8925000	chr10	8925000	8950000	+	-0.89402552474356
chr10-8950000	chr10	8950000	8975000	+	-0.93472528714627
chr10-8975000	chr10	8975000	9000000	+	-0.882373496406272
chr10-9000000	chr10	9000000	9025000	+	-0.81856541181806
chr10-9025000	chr10	9025000	9050000	+	-0.739350601227484
chr10-9050000	chr10	9050000	9075000	+	-0.725014522095099
chr10-9075000	chr10	9075000	9100000	+	-0.751347558501801
chr10-9100000	chr10	9100000	9125000	+	-0.718536377382116
chr10-9125000	chr10	9125000	9150000	+	-0.776478518511535
chr10-9150000	chr10	9150000	9175000	+	-0.910959119114909
chr10-9175000	chr10	9175000	9200000	+	-0.881121019094544
chr10-9200000	chr10	9200000	9225000	+	-0.885955813345432
chr10-9225000	chr10	9225000	9250000	+	-0.944563731878962
chr10-9250000	chr10	9250000	9275000	+	-0.966706745288931
chr10-9275000	chr10	9275000	9300000	+	-1.02772764675657
chr10-9300000	chr10	9300000	9325000	+	-1.094372842859
chr10-9325000	chr10	9325000	9350000	+	-1.11169827717813
chr10-9350000	chr10	9350000	9375000	+	-1.13178957617091
chr10-9375000	chr10	9375000	9400000	+	-1.14419634235644
chr10-9400000	chr10	9400000	9425000	+	-1.12194485328258
chr10-9425000	chr10	9425000	9450000	+	-1.09327197453552
chr10-9450000	chr10	9450000	9475000	+	-1.13631137940631
chr10-9475000	chr10	9475000	9500000	+	-1.12664798514438
chr10-9500000	chr10	9500000	9525000	+	-1.12327098721652
chr10-9525000	chr10	9525000	9550000	+	-1.078159833738
chr10-9550000	chr10	9550000	9575000	+	-0.988985533954763
chr10-9575000	chr10	9575000	9600000	+	-0.951570430853321
chr10-9600000	chr10	9600000	9625000	+	-0.905724851527057
chr10-9625000	chr10	9625000	9650000	+	-0.81510986991876
chr10-9650000	chr10	9650000	9675000	+	-0.676241345210406
chr10-9675000	chr10	9675000	9700000	+	-0.64803148659514
chr10-9700000	chr10	9700000	9725000	+	-0.64474869784778
chr10-9725000	chr10	9725000	9750000	+	-0.222086276091299
chr10-9750000	chr10	9750000	9775000	+	0.380583150740323
chr10-9775000	chr10	9775000	9800000	+	0.692861337737074
chr10-9800000	chr10	9800000	9825000	+	0.899957160071818
chr10-9825000	chr10	9825000	9850000	+	1.02356428463961
chr10-9850000	chr10	9850000	9875000	+	1.12467413625734
chr10-9875000	chr10	9875000	9900000	+	1.11194165043718
chr10-9900000	chr10	9900000	9925000	+	0.580550437101123
chr10-9925000	chr10	9925000	9950000	+	-0.207544910749826
chr10-9950000	chr10	9950000	9975000	+	-0.533996279647743
chr10-9975000	chr10	9975000	10000000	+	-0.714704425397749
chr10-10000000	chr10	10000000	10025000	+	-0.789990989917632
chr10-10025000	chr10	10025000	10050000	+	-0.725865217871341
chr10-10050000	chr10	10050000	10075000	+	-0.575065667617754
chr10-10075000	chr10	10075000	10100000	+	-0.163219854715554
chr10-10100000	chr10	10100000	10125000	+	-0.118972287389413
chr10-10125000	chr10	10125000	10150000	+	-0.473671714646321
chr10-10150000	chr10	10150000	10175000	+	-0.772053952371831
chr10-10175000	chr10	10175000	10200000	+	-0.745605521145601
chr10-10200000	chr10	10200000	10225000	+	-0.715945343139291
chr10-10225000	chr10	10225000	10250000	+	-0.610361849707794
chr10-10250000	chr10	10250000	10275000	+	-0.514918297537498
chr10-10275000	chr10	10275000	10300000	+	-0.415921664180558
chr10-10300000	chr10	10300000	10325000	+	0.143243154593735
chr10-10325000	chr10	10325000	10350000	+	0.19974798655412
chr10-10350000	chr10	10350000	10375000	+	-0.199321514439973
chr10-10375000	chr10	10375000	10400000	+	-0.111325556103789
chr10-10400000	chr10	10400000	10425000	+	0.00115892323486558
chr10-10425000	chr10	10425000	10450000	+	-0.126196249796093
chr10-10450000	chr10	10450000	10475000	+	-0.156023138570378
chr10-10475000	chr10	10475000	10500000	+	-0.202905754426737
chr10-10500000	chr10	10500000	10525000	+	-0.299382876028061
chr10-10525000	chr10	10525000	10550000	+	-0.046448476838251
chr10-10550000	chr10	10550000	10575000	+	0.238480631233001
chr10-10575000	chr10	10575000	10600000	+	0.397733147828769
chr10-10600000	chr10	10600000	10625000	+	0.538482622053452
chr10-10625000	chr10	10625000	10650000	+	0.687675581444651
chr10-10650000	chr10	10650000	10675000	+	0.935586238069707
chr10-10675000	chr10	10675000	10700000	+	1.28503935192457
chr10-10700000	chr10	10700000	10725000	+	1.44208109719569
chr10-10725000	chr10	10725000	10750000	+	1.46639008491971
chr10-10750000	chr10	10750000	10775000	+	1.46878290176481
chr10-10775000	chr10	10775000	10800000	+	1.56527228716983
chr10-10800000	chr10	10800000	10825000	+	1.58213577538764
chr10-10825000	chr10	10825000	10850000	+	1.5666006361622
chr10-10850000	chr10	10850000	10875000	+	1.59511616303088
chr10-10875000	chr10	10875000	10900000	+	1.58435109059531
chr10-10900000	chr10	10900000	10925000	+	1.56652328870157
chr10-10925000	chr10	10925000	10950000	+	1.51675622455998
chr10-10950000	chr10	10950000	10975000	+	1.49632013742653
chr10-10975000	chr10	10975000	11000000	+	1.48951895407479
chr10-11000000	chr10	11000000	11025000	+	1.56056334956081
chr10-11025000	chr10	11025000	11050000	+	1.61755049840573
chr10-11050000	chr10	11050000	11075000	+	1.53987655109285
chr10-11075000	chr10	11075000	11100000	+	1.09802363497643
chr10-11100000	chr10	11100000	11125000	+	0.442656964469848
chr10-11125000	chr10	11125000	11150000	+	0.739304665632357
chr10-11150000	chr10	11150000	11175000	+	0.942842789880139
chr10-11175000	chr10	11175000	11200000	+	0.833553375588825
chr10-11200000	chr10	11200000	11225000	+	0.60887505157767
chr10-11225000	chr10	11225000	11250000	+	0.218390937139599
chr10-11250000	chr10	11250000	11275000	+	0.413486072355248
chr10-11275000	chr10	11275000	11300000	+	0.598341893008499
chr10-11300000	chr10	11300000	11325000	+	0.452032128259522
chr10-11325000	chr10	11325000	11350000	+	0.527416108123015
chr10-11350000	chr10	11350000	11375000	+	0.400446098487974
chr10-11375000	chr10	11375000	11400000	+	-0.122470620112822
chr10-11400000	chr10	11400000	11425000	+	-0.315064024529663
chr10-11425000	chr10	11425000	11450000	+	-0.217772066642712
chr10-11450000	chr10	11450000	11475000	+	-0.418214691347256
chr10-11475000	chr10	11475000	11500000	+	-0.82303343592388
chr10-11500000	chr10	11500000	11525000	+	-0.986813566998115
chr10-11525000	chr10	11525000	11550000	+	-1.07904946957668
chr10-11550000	chr10	11550000	11575000	+	-1.07427357351614
chr10-11575000	chr10	11575000	11600000	+	-1.08192202973622
chr10-11600000	chr10	11600000	11625000	+	-1.09281379795648
chr10-11625000	chr10	11625000	11650000	+	-1.09016691148874
chr10-11650000	chr10	11650000	11675000	+	-1.08527339630227
chr10-11675000	chr10	11675000	11700000	+	-1.07668474593975
chr10-11700000	chr10	11700000	11725000	+	-1.0686590720868
chr10-11725000	chr10	11725000	11750000	+	-1.10268679599254
chr10-11750000	chr10	11750000	11775000	+	-1.06932138092202
chr10-11775000	chr10	11775000	11800000	+	-1.00169908377039
chr10-11800000	chr10	11800000	11825000	+	-0.93021789424983
chr10-11825000	chr10	11825000	11850000	+	-0.845573205762057
chr10-11850000	chr10	11850000	11875000	+	-0.892366167094257
chr10-11875000	chr10	11875000	11900000	+	-0.977915580212184
chr10-11900000	chr10	11900000	11925000	+	-0.95797170851602
chr10-11925000	chr10	11925000	11950000	+	-0.90106213078455
chr10-11950000	chr10	11950000	11975000	+	-0.757930449376959
chr10-11975000	chr10	11975000	12000000	+	-0.344987602266882
chr10-12000000	chr10	12000000	12025000	+	0.31742369274618
chr10-12025000	chr10	12025000	12050000	+	0.347204222074798
chr10-12050000	chr10	12050000	12075000	+	0.194055811646897
chr10-12075000	chr10	12075000	12100000	+	0.296334252043333
chr10-12100000	chr10	12100000	12125000	+	0.310337115075314
chr10-12125000	chr10	12125000	12150000	+	0.190946350139391
chr10-12150000	chr10	12150000	12175000	+	-0.0858267996773114
chr10-12175000	chr10	12175000	12200000	+	-0.285471068683726
chr10-12200000	chr10	12200000	12225000	+	-0.529411779057187
chr10-12225000	chr10	12225000	12250000	+	-0.65913181297291
chr10-12250000	chr10	12250000	12275000	+	-0.729156412068913
chr10-12275000	chr10	12275000	12300000	+	-0.760878277069687
chr10-12300000	chr10	12300000	12325000	+	-0.811122749279509
chr10-12325000	chr10	12325000	12350000	+	-0.757700360584038
chr10-12350000	chr10	12350000	12375000	+	-0.787327522401029
chr10-12375000	chr10	12375000	12400000	+	-0.722941482718072
chr10-12400000	chr10	12400000	12425000	+	-0.675315192063814
chr10-12425000	chr10	12425000	12450000	+	-0.714603012437612
chr10-12450000	chr10	12450000	12475000	+	-0.689446154941401
chr10-12475000	chr10	12475000	12500000	+	-0.668394900083152
chr10-12500000	chr10	12500000	12525000	+	-0.679548217587609
chr10-12525000	chr10	12525000	12550000	+	-0.618754969826439
chr10-12550000	chr10	12550000	12575000	+	-0.49721153244653
chr10-12575000	chr10	12575000	12600000	+	-0.29830749645484
chr10-12600000	chr10	12600000	12625000	+	-0.0343069347069611
chr10-12625000	chr10	12625000	12650000	+	-0.0168176875916592
chr10-12650000	chr10	12650000	12675000	+	-0.00115963776692451
chr10-12675000	chr10	12675000	12700000	+	0.465990722929135
chr10-12700000	chr10	12700000	12725000	+	0.882108097309308
chr10-12725000	chr10	12725000	12750000	+	0.766456708257489
chr10-12750000	chr10	12750000	12775000	+	0.512197054525329
chr10-12775000	chr10	12775000	12800000	+	0.776930287557692
chr10-12800000	chr10	12800000	12825000	+	1.04527635210454
chr10-12825000	chr10	12825000	12850000	+	1.01227631847785
chr10-12850000	chr10	12850000	12875000	+	0.792933821597417
chr10-12875000	chr10	12875000	12900000	+	0.513517006055804
chr10-12900000	chr10	12900000	12925000	+	0.555181055820385
chr10-12925000	chr10	12925000	12950000	+	0.488891514583542
chr10-12950000	chr10	12950000	12975000	+	0.0827092675059184
chr10-12975000	chr10	12975000	13000000	+	0.280074604428346
chr10-13000000	chr10	13000000	13025000	+	0.36952673175373
chr10-13025000	chr10	13025000	13050000	+	-0.0820740729546676
chr10-13050000	chr10	13050000	13075000	+	-0.162915212523105
chr10-13075000	chr10	13075000	13100000	+	-0.087384524790373
chr10-13100000	chr10	13100000	13125000	+	-0.352605756769361
chr10-13125000	chr10	13125000	13150000	+	-0.575251090106509
chr10-13150000	chr10	13150000	13175000	+	-0.328028304450579
chr10-13175000	chr10	13175000	13200000	+	0.0109142740897528
chr10-13200000	chr10	13200000	13225000	+	-0.20333083260201
chr10-13225000	chr10	13225000	13250000	+	-0.60922712203211
chr10-13250000	chr10	13250000	13275000	+	-0.734402908066791
chr10-13275000	chr10	13275000	13300000	+	-0.745226765202672
chr10-13300000	chr10	13300000	13325000	+	-0.597642016243417
chr10-13325000	chr10	13325000	13350000	+	-0.584243500778379
chr10-13350000	chr10	13350000	13375000	+	-0.623793987691676
chr10-13375000	chr10	13375000	13400000	+	-0.538090926943608
chr10-13400000	chr10	13400000	13425000	+	-0.28488954364454
chr10-13425000	chr10	13425000	13450000	+	-0.12552119496831
chr10-13450000	chr10	13450000	13475000	+	-0.0605456659299247
chr10-13475000	chr10	13475000	13500000	+	0.329727646095818
chr10-13500000	chr10	13500000	13525000	+	0.62123124186378
chr10-13525000	chr10	13525000	13550000	+	0.827418776095646
chr10-13550000	chr10	13550000	13575000	+	0.915981138233109
chr10-13575000	chr10	13575000	13600000	+	0.779263265910805
chr10-13600000	chr10	13600000	13625000	+	0.737721288683246
chr10-13625000	chr10	13625000	13650000	+	1.04567467250013
chr10-13650000	chr10	13650000	13675000	+	1.37365356201786
chr10-13675000	chr10	13675000	13700000	+	1.5412963467025
chr10-13700000	chr10	13700000	13725000	+	1.63202224073403
chr10-13725000	chr10	13725000	13750000	+	1.63967869826277
chr10-13750000	chr10	13750000	13775000	+	1.61748414582987
chr10-13775000	chr10	13775000	13800000	+	1.66351282413242
chr10-13800000	chr10	13800000	13825000	+	1.6871292357746
chr10-13825000	chr10	13825000	13850000	+	1.66205451974893
chr10-13850000	chr10	13850000	13875000	+	1.65087221814222
chr10-13875000	chr10	13875000	13900000	+	1.62342101176218
chr10-13900000	chr10	13900000	13925000	+	1.52732595296771
chr10-13925000	chr10	13925000	13950000	+	1.48199658022475
chr10-13950000	chr10	13950000	13975000	+	1.53653182280099
chr10-13975000	chr10	13975000	14000000	+	1.59575697193363
chr10-14000000	chr10	14000000	14025000	+	1.61862331023488
chr10-14025000	chr10	14025000	14050000	+	1.63240428783548
chr10-14050000	chr10	14050000	14075000	+	1.63770663575078
chr10-14075000	chr10	14075000	14100000	+	1.61293110114886
chr10-14100000	chr10	14100000	14125000	+	1.51881553447206
chr10-14125000	chr10	14125000	14150000	+	1.31905801697393
chr10-14150000	chr10	14150000	14175000	+	1.15747107644193
chr10-14175000	chr10	14175000	14200000	+	1.03915215389893
chr10-14200000	chr10	14200000	14225000	+	0.646163999394425
chr10-14225000	chr10	14225000	14250000	+	0.00211747999797757
chr10-14250000	chr10	14250000	14275000	+	-0.326171580049561
chr10-14275000	chr10	14275000	14300000	+	-0.419559987182405
chr10-14300000	chr10	14300000	14325000	+	-0.331561253841294
chr10-14325000	chr10	14325000	14350000	+	-0.398127113662251
chr10-14350000	chr10	14350000	14375000	+	-0.596846741973995
chr10-14375000	chr10	14375000	14400000	+	-0.625369149424482
chr10-14400000	chr10	14400000	14425000	+	-0.810237292093778
chr10-14425000	chr10	14425000	14450000	+	-0.978772507509183
chr10-14450000	chr10	14450000	14475000	+	-1.01796739628848
chr10-14475000	chr10	14475000	14500000	+	-1.01351885811404
chr10-14500000	chr10	14500000	14525000	+	-1.03585599254409
