chr1	x1	x2	chr2	y1	y2	chr1_chr	chr1_start	chr1_end	chr1_gene_id	chr1_idk	chr1_strand	chr1_gene_name	chr2_chr	chr2_start	chr2_end	chr2_gene_id	chr2_idk	chr2_strand	chr2_gene_name
chr16	10525000	10550000	chr16	14150000	14175000	chr16	10542304	10543804	58239	0	-	Dexi	chr16	14162601	14164101	223989	0	-	Marf1
chr16	10525000	10550000	chr16	14150000	14175000	chr16	10544588	10546088	74374	0	+	Clec16a	chr16	14158875	14160375	723916	0	+	Mir484
chr16	10525000	10550000	chr16	14150000	14175000	chr16	10544588	10546088	74374	0	+	Clec16a	chr16	14162524	14164024	67203	0	+	Nde1
chr16	10525000	10550000	chr16	14150000	14175000	chr16	10544588	10546088	74374	0	+	Clec16a	chr16	14162601	14164101	223989	0	-	Marf1
chr1	21800000	21825000	chr1	22250000	22275000														
chr2	105000000	105025000	chr2	105225000	105250000	chr2	105016330	105017830	98221	0	-	Eif3m	chr2	105223569	105225069	74088	0	+	Them7
chr1	84125000	84150000	chr1	84575000	84600000														
chrX	93275000	93300000	chrX	93450000	93475000	chrX	93285745	93287245	11878	0	+	Arx							
chrX	71650000	71675000	chrX	71775000	71800000	chrX	71662916	71664416	14765	0	+	Gpr50							
chrX	95425000	95450000	chrX	95625000	95650000	chrX	95444122	95445622	72345	0	-	Amer1							
chr13	37450000	37475000	chr13	38200000	38225000								chr13	38204187	38205687	67797	0	+	Snrnp48
chrX	103675000	103700000	chrX	103800000	103825000								chrX	103821233	103822733	20502	0	-	Slc16a2
chr2	126800000	126825000	chr2	128650000	128675000														
chr2	66950000	66975000	chr2	67525000	67550000														
chr2	148100000	148125000	chr2	148575000	148600000														
chr2	169050000	169075000	chr2	169825000	169850000														
chr2	161450000	161475000	chr2	162900000	162925000														
chr2	73575000	73600000	chr2	73975000	74000000	chr2	73584099	73585599	102633437	0	+	Chrna1os							
chr2	73575000	73600000	chr2	73975000	74000000	chr2	73579588	73581088	11435	0	-	Chrna1							
chr2	73575000	73600000	chr2	73975000	74000000	chr2	73595775	73597275	329427	0	+	Chn1os3							
chr2	180450000	180475000	chr2	180725000	180750000	chr2	180455494	180456994	108115	0	+	Slco4a1	chr2	180724512	180726012	228993	0	+	Slc17a9
chr2	134000000	134025000	chr2	134475000	134500000														
chr2	67550000	67575000	chr2	68000000	68025000														
chr2	159050000	159075000	chr2	159275000	159300000														
chr2	161825000	161850000	chr2	162650000	162675000								chr2	162660397	162661897	19281	0	-	Ptprt
chr2	161825000	161850000	chr2	162650000	162675000								chr2	162660412	162661912	77288	0	+	9430021M05Rik
chr2	133525000	133550000	chr2	134000000	134025000														
chr1	42225000	42250000	chr1	42675000	42700000								chr1	42694092	42695592	66297	0	-	Pantr1
chr1	42225000	42250000	chr1	42675000	42700000								chr1	42695017	42696517	18993	0	+	Pou3f3
chr1	132425000	132450000	chr1	133000000	133025000														
chr1	61175000	61200000	chr1	62675000	62700000														
chr1	82725000	82750000	chr1	84725000	84750000	chr1	82724139	82725639	75734	0	+	Mff							
chr1	25825000	25850000	chr1	27725000	27750000	chr1	25828957	25830457	210933	0	-	Adgrb3							
chr1	143775000	143800000	chr1	161875000	161900000	chr1	143776318	143777818	20822	0	-	Ro60	chr1	161875932	161877432	226551	0	-	Suco
chr1	143775000	143800000	chr1	161875000	161900000	chr1	143776521	143778021	56207	0	+	Uchl5	chr1	161875932	161877432	226551	0	-	Suco
chr1	129825000	129850000	chr1	130175000	130200000														
chr18	63125000	63150000	chr18	63275000	63300000														
chr18	8025000	8050000	chr18	9225000	9250000														
chr18	32475000	32500000	chr18	32825000	32850000								chr18	32836474	32837974	225348	0	+	Wdr36
chr18	40250000	40275000	chr18	41250000	41275000	chr18	40256272	40257772	383348	0	+	Kctd16							
chr19	50250000	50275000	chr19	50900000	50925000														
chr19	55525000	55550000	chr19	56275000	56300000								chr19	56286386	56287886	226243	0	+	Habp2
chr2	162275000	162300000	chr2	162650000	162675000								chr2	162660397	162661897	19281	0	-	Ptprt
chr2	162275000	162300000	chr2	162650000	162675000								chr2	162660412	162661912	77288	0	+	9430021M05Rik
chr18	7950000	7975000	chr18	9225000	9250000														
chr13	56250000	56275000	chr13	56750000	56775000	chr13	56251413	56252913	18014	0	-	Neurog1							
chr7	131900000	131925000	chr7	132825000	132850000														
chr13	98300000	98325000	chr13	98575000	98600000	chr13	98316256	98317756	218490	0	-	Btf3							
chr13	98300000	98325000	chr13	98575000	98600000	chr13	98316318	98317818	105246056	0	+	Gm9828							
chr6	98500000	98525000	chr6	99575000	99600000														
chr6	111725000	111750000	chr6	112050000	112075000														
chr6	53775000	53800000	chr6	54475000	54500000														
chr6	27650000	27675000	chr6	28450000	28475000								chr6	28448603	28450103	18506	0	-	Pax4
chr6	27650000	27675000	chr6	28450000	28475000								chr6	28474388	28475888	56463	0	+	Snd1
chr7	115325000	115350000	chr7	116025000	116050000								chr7	116038046	116039546	20679	0	-	Sox6
chr7	115325000	115350000	chr7	116025000	116050000								chr7	116038646	116040146	56372	0	+	1110004F10Rik
chr7	115325000	115350000	chr7	116025000	116050000								chr7	116031228	116032728	68469	0	+	Sox6os
chr7	34675000	34700000	chr7	34975000	35000000														
chr6	18500000	18525000	chr6	18800000	18825000	chr6	18514093	18515593	30785	0	-	Cttnbp2							
chr7	115450000	115475000	chr7	116025000	116050000								chr7	116038046	116039546	20679	0	-	Sox6
chr7	115450000	115475000	chr7	116025000	116050000								chr7	116038646	116040146	56372	0	+	1110004F10Rik
chr7	115450000	115475000	chr7	116025000	116050000								chr7	116031228	116032728	68469	0	+	Sox6os
chr7	114850000	114875000	chr7	116025000	116050000								chr7	116038046	116039546	20679	0	-	Sox6
chr7	114850000	114875000	chr7	116025000	116050000								chr7	116038646	116040146	56372	0	+	1110004F10Rik
chr7	114850000	114875000	chr7	116025000	116050000								chr7	116031228	116032728	68469	0	+	Sox6os
chr10	70975000	71000000	chr10	71200000	71225000														
chr10	120250000	120275000	chr10	120650000	120675000														
chr10	91275000	91300000	chr10	91525000	91550000														
chr10	107775000	107800000	chr10	108425000	108450000														
chr10	118150000	118175000	chr10	119075000	119100000								chr10	119092154	119093654	73400	0	+	1700064J06Rik
chr7	133850000	133875000	chr7	134550000	134575000														
chr10	57300000	57325000	chr10	57600000	57625000														
chr6	127750000	127775000	chr6	127925000	127950000	chr6	127768722	127770222	381813	0	-	Prmt8							
chr5	76575000	76600000	chr5	76950000	76975000	chr5	76587947	76589447	381644	0	+	Cep135	chr5	76950556	76952056	67054	0	+	Paics
chr5	76575000	76600000	chr5	76950000	76975000	chr5	76587947	76589447	381644	0	+	Cep135	chr5	76950828	76952328	231327	0	-	Ppat
chr5	76575000	76600000	chr5	76950000	76975000	chr5	76587947	76589447	381644	0	+	Cep135	chr5	76973932	76975432	66661	0	+	Srp72
chr3	128325000	128350000	chr3	129200000	129225000								chr3	129199127	129200627	18741	0	+	Pitx2
chr3	146175000	146200000	chr3	146900000	146925000														
chr4	127975000	128000000	chr4	128225000	128250000	chr4	127987106	127988606	329942	0	+	Csmd2							
chrX	112975000	113000000	chrX	114025000	114050000														
chr3	34325000	34350000	chr3	35475000	35500000														
chr4	139875000	139900000	chr4	140225000	140250000								chr4	140246034	140247534	230868	0	-	Igsf21
chr5	112250000	112275000	chr5	113025000	113050000	chr5	112251768	112253268	12959	0	-	Cryba4							
chr5	112250000	112275000	chr5	113025000	113050000	chr5	112255064	112256564	12960	0	+	Crybb1							
chr4	124975000	125000000	chr4	125975000	126000000	chr4	124985679	124987179	192199	0	+	Rspo1							
chr4	49675000	49700000	chr4	49925000	49950000	chr4	49681274	49682774	19059	0	-	Ppp3r2							
chr4	55350000	55375000	chr4	56800000	56825000	chr4	55349292	55350792	19359	0	+	Rad23b	chr4	56801581	56803081	230233	0	-	Elp1
chr4	55350000	55375000	chr4	56800000	56825000	chr4	55349292	55350792	19359	0	+	Rad23b	chr4	56801594	56803094	230234	0	+	Abitram
chr4	62525000	62550000	chr4	62950000	62975000	chr4	62524318	62525818	59001	0	-	Pole3	chr4	62964822	62966322	72701	0	+	Zfp618
chr4	62525000	62550000	chr4	62950000	62975000	chr4	62524618	62526118	214106	0	+	4933430I17Rik	chr4	62964822	62966322	72701	0	+	Zfp618
chr4	56800000	56825000	chr4	58825000	58850000	chr4	56801581	56803081	230233	0	-	Elp1							
chr4	56800000	56825000	chr4	58825000	58850000	chr4	56801594	56803094	230234	0	+	Abitram							
chr4	118600000	118625000	chr4	121225000	121250000	chr4	118620027	118621527	68625	0	-	Cfap57							
chr4	118600000	118625000	chr4	121225000	121250000	chr4	118620048	118621548	69072	0	+	Ebna1bp2							
chr5	23850000	23875000	chr5	24050000	24075000	chr5	23849846	23851346	67194	0	+	2700038G22Rik							
chr5	23850000	23875000	chr5	24050000	24075000	chr5	23851459	23852959	100217436	0	+	Snord93							
chr4	56350000	56375000	chr4	56675000	56700000														
chr13	91900000	91925000	chr13	92275000	92300000														
chr8	11975000	12000000	chr8	12550000	12575000								chr8	12572278	12573778	78634	0	+	Spaca7
chr8	61075000	61100000	chr8	61500000	61525000														
chr9	101175000	101200000	chr9	101675000	101700000														
chr9	25675000	25700000	chr9	26100000	26125000														
chr9	52150000	52175000	chr9	53375000	53400000	chr9	52167822	52169322	244871	0	-	Zc3h12c	chr9	53383274	53384774	68304	0	+	Poglut3
chr11	87225000	87250000	chr11	87375000	87400000														
chr11	81625000	81650000	chr11	81950000	81975000								chr11	81967707	81969207	11418	0	-	Asic2
chr11	114050000	114075000	chr11	114450000	114475000	chr11	114066296	114067796	237979	0	-	Sdk2							
chr9	15350000	15375000	chr9	15675000	15700000	chr9	15357038	15358538	319675	0	-	Cep295							
chr11	24075000	24100000	chr11	24975000	25000000	chr11	24077305	24078805	14025	0	+	Bcl11a							
chr11	33175000	33200000	chr11	33900000	33925000														
chr11	63900000	63925000	chr11	64700000	64725000	chr11	63921540	63923040	54710	0	-	Hs3st3b1							
chr11	92125000	92150000	chr11	93475000	93500000														
chr13	53425000	53450000	chr13	53750000	53775000														
chr13	10350000	10375000	chr13	10650000	10675000	chr13	10360097	10361597	12671	0	-	Chrm3							
chr13	62550000	62575000	chr13	62850000	62875000	chr13	62557761	62559261	71508	0	-	Zfp935	chr13	62857672	62859172	14120	0	-	Fbp2
chr13	62550000	62575000	chr13	62850000	62875000	chr13	62557885	62559385	77117	0	-	Zfp934	chr13	62857672	62859172	14120	0	-	Fbp2
chr11	56300000	56325000	chr11	57450000	57475000														
chr8	34375000	34400000	chr8	34800000	34825000								chr8	34806546	34808046	319520	0	+	Dusp4
chr9	22700000	22725000	chr9	23025000	23050000														
chr14	23050000	23075000	chr14	23525000	23550000														
chr8	61525000	61550000	chr8	61675000	61700000														
chr8	89825000	89850000	chr8	90775000	90800000														
chr8	16075000	16100000	chr8	17525000	17550000								chr8	17534836	17536336	94109	0	-	Csmd1
chr8	79925000	79950000	chr8	80475000	80500000								chr8	80493030	80494530	14934	0	+	Gypa
chr8	108775000	108800000	chr8	109400000	109425000														
chr8	52550000	52575000	chr8	53200000	53225000														
chr14	45650000	45675000	chr14	50925000	50950000	chr14	45657303	45658803	100628600	0	-	Mir5131	chr14	50924143	50925643	66246	0	-	Osgep
chr14	45650000	45675000	chr14	50925000	50950000	chr14	45657303	45658803	100628600	0	-	Mir5131	chr14	50924217	50925717	11792	0	+	Apex1
chr14	45650000	45675000	chr14	50925000	50950000	chr14	45657303	45658803	100628600	0	-	Mir5131	chr14	50930106	50931606	219024	0	-	Pip4p1
chr14	45650000	45675000	chr14	50925000	50950000	chr14	45657303	45658803	100628600	0	-	Mir5131	chr14	50930331	50931831	18950	0	+	Pnp
chr14	45650000	45675000	chr14	50925000	50950000	chr14	45657393	45658893	114874	0	-	Ddhd1	chr14	50924143	50925643	66246	0	-	Osgep
chr14	45650000	45675000	chr14	50925000	50950000	chr14	45657393	45658893	114874	0	-	Ddhd1	chr14	50924217	50925717	11792	0	+	Apex1
chr14	45650000	45675000	chr14	50925000	50950000	chr14	45657393	45658893	114874	0	-	Ddhd1	chr14	50930106	50931606	219024	0	-	Pip4p1
chr14	45650000	45675000	chr14	50925000	50950000	chr14	45657393	45658893	114874	0	-	Ddhd1	chr14	50930331	50931831	18950	0	+	Pnp
chr8	36175000	36200000	chr8	37050000	37075000														
chr14	11725000	11750000	chr14	11925000	11950000														
chr14	32750000	32775000	chr14	32950000	32975000														
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55574866	55576366	68680	0	+	Fitm1	chr14	55883642	55885142	56410	0	-	Cbln3
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55574866	55576366	68680	0	+	Fitm1	chr14	55884196	55885696	219094	0	+	Khnyn
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55574866	55576366	68680	0	+	Fitm1	chr14	55899543	55901043	654795	0	-	Sdr39u1
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55577372	55578872	19186	0	+	Psme1	chr14	55883642	55885142	56410	0	-	Cbln3
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55577372	55578872	19186	0	+	Psme1	chr14	55884196	55885696	219094	0	+	Khnyn
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55577372	55578872	19186	0	+	Psme1	chr14	55899543	55901043	654795	0	-	Sdr39u1
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55584552	55586052	85308	0	-	Emc9	chr14	55883642	55885142	56410	0	-	Cbln3
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55584552	55586052	85308	0	-	Emc9	chr14	55884196	55885696	219094	0	+	Khnyn
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55584552	55586052	85308	0	-	Emc9	chr14	55899543	55901043	654795	0	-	Sdr39u1
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55590957	55592457	268749	0	+	Rnf31	chr14	55883642	55885142	56410	0	-	Cbln3
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55590957	55592457	268749	0	+	Rnf31	chr14	55884196	55885696	219094	0	+	Khnyn
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55590957	55592457	268749	0	+	Rnf31	chr14	55899543	55901043	654795	0	-	Sdr39u1
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55590363	55591863	19188	0	-	Psme2	chr14	55883642	55885142	56410	0	-	Cbln3
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55590363	55591863	19188	0	-	Psme2	chr14	55884196	55885696	219094	0	+	Khnyn
chr14	55575000	55600000	chr14	55875000	55900000	chr14	55590363	55591863	19188	0	-	Psme2	chr14	55899543	55901043	654795	0	-	Sdr39u1
chr14	72700000	72725000	chr14	72975000	73000000	chr14	72709253	72710753	319448	0	-	Fndc3a							
chr14	104025000	104050000	chr14	104375000	104400000	chr14	104026392	104027892	73877	0	-	4930432J09Rik							
chr14	100000000	100025000	chr14	101425000	101450000														
chr14	17650000	17675000	chr14	17900000	17925000	chr14	17659510	17661010	21834	0	+	Thrb							
chrX	112975000	113000000	chrX	114300000	114325000														
chr9	120175000	120200000	chr9	120375000	120400000														
chr3	18675000	18700000	chr3	18975000	19000000														
chr9	99825000	99850000	chr9	100375000	100400000														
chr9	120475000	120500000	chr9	120575000	120600000	chr9	120491481	120492981	68969	0	+	Eif1b	chr9	120576580	120578080	76100	0	+	5830454E08Rik
chr9	118600000	118625000	chr9	118850000	118875000	chr9	118605939	118607439	104099	0	+	Itga9							
chr9	24700000	24725000	chr9	25025000	25050000														
chr9	32575000	32600000	chr9	33075000	33100000														
chr9	97275000	97300000	chr9	98525000	98550000														
chr9	32575000	32600000	chr9	32925000	32950000								chr9	32928216	32929716	330917	0	-	Gm27162
chr9	24100000	24125000	chr9	24500000	24525000								chr9	24502390	24503890	244745	0	-	Dpy19l1
chr9	105675000	105700000	chr9	106100000	106125000														
chr9	52300000	52325000	chr9	53125000	53150000														
chr9	119450000	119475000	chr9	119875000	119900000								chr9	119894127	119895627	67561	0	+	Wdr48
chr9	15475000	15500000	chr9	15675000	15700000	chr9	15492681	15494181	170748	0	+	Smco4							
chr9	22700000	22725000	chr9	23000000	23025000														
chr9	119625000	119650000	chr9	119875000	119900000								chr9	119894127	119895627	67561	0	+	Wdr48
chr9	31550000	31575000	chr9	31900000	31925000								chr9	31912712	31914212	12023	0	-	Barx2
chr9	110425000	110450000	chr9	110850000	110875000								chr9	110857216	110858716	235631	0	+	Prss50
chr9	42775000	42800000	chr9	42925000	42950000								chr9	42943743	42945243	110637	0	-	Grik4
chr14	7550000	7575000	chr14	7725000	7750000	chr14	7567816	7569316	100041874	0	-	Gm3558							
chr14	32300000	32325000	chr14	32450000	32475000	chr14	32321268	32322768	239017	0	+	Ogdhl	chr14	32464100	32465600	20508	0	-	Slc18a3
chr14	32300000	32325000	chr14	32450000	32475000	chr14	32321268	32322768	239017	0	+	Ogdhl	chr14	32465239	32466739	12647	0	-	Chat
chr14	23775000	23800000	chr14	24050000	24075000														
chr14	67975000	68000000	chr14	68475000	68500000														
chr14	45975000	46000000	chr14	46700000	46725000														
chr14	70775000	70800000	chr14	72275000	72300000														
chr14	68150000	68175000	chr14	68475000	68500000														
chr9	43975000	44000000	chr9	44075000	44100000														
chr14	45975000	46000000	chr14	46550000	46575000														
chr14	105375000	105400000	chr14	106500000	106525000														
chr14	80250000	80275000	chr14	80825000	80850000														
chr14	115050000	115075000	chr14	115375000	115400000														
chr14	104025000	104050000	chr14	105025000	105050000	chr14	104026392	104027892	73877	0	-	4930432J09Rik							
chr14	80250000	80275000	chr14	81975000	82000000														
chr14	103700000	103725000	chr14	104800000	104825000	chr14	103698692	103700192	70898	0	-	Slain1os							
chr14	66175000	66200000	chr14	66775000	66800000														
chr14	68725000	68750000	chr14	69000000	69025000														
chr9	118575000	118600000	chr9	119050000	119075000								chr9	119052027	119053527	22351	0	+	Vill
chr9	40975000	41000000	chr9	41950000	41975000														
chr13	25925000	25950000	chr13	27925000	27950000														
chr12	112125000	112150000	chr12	112450000	112475000	chr12	112130129	112131629	387199	0	+	Mir203							
chr12	112125000	112150000	chr12	112450000	112475000	chr12	112145457	112146957	668303	0	+	Kif26a							
chr12	74000000	74025000	chr12	74275000	74300000								chr12	74283491	74284991	74284	0	+	Sertad4b
chr12	74000000	74025000	chr12	74275000	74300000								chr12	74295917	74297417	386753	0	+	Dbpht2
chr12	103125000	103150000	chr12	103300000	103325000								chr12	103310224	103311724	100504156	0	+	Fam181a
chr12	103125000	103150000	chr12	103300000	103325000								chr12	103314019	103315519	102632488	0	-	Gm29508
chr12	108900000	108925000	chr12	109375000	109400000														
chr12	10575000	10600000	chr12	11175000	11200000														
chr13	16000000	16025000	chr13	17025000	17050000	chr13	16011100	16012600	16323	0	+	Inhba							
chr13	16000000	16025000	chr13	17025000	17050000	chr13	16022673	16024173	100503142	0	-	B230303A05Rik							
chr12	105475000	105500000	chr12	105575000	105600000														
chr12	117975000	118000000	chr12	118850000	118875000														
chr12	64950000	64975000	chr12	91575000	91600000	chr12	64964784	64966284	66689	0	-	Klhl28	chr12	91589737	91591237	83602	0	-	Gtf2a1
chr12	64950000	64975000	chr12	91575000	91600000	chr12	64965053	64966553	328108	0	+	Togaram1	chr12	91589737	91591237	83602	0	-	Gtf2a1
chr3	89050000	89075000	chr3	90025000	90050000														
chr12	51800000	51825000	chr12	51975000	52000000														
chr12	50925000	50950000	chr12	51175000	51200000														
chr12	49350000	49375000	chr12	50925000	50950000														
chr12	54100000	54125000	chr12	54475000	54500000														
chr9	97275000	97300000	chr9	98025000	98050000								chr9	98032431	98033931	64085	0	-	Clstn2
chr13	53775000	53800000	chr13	54225000	54250000														
chr13	94550000	94575000	chr13	94925000	94950000														
chr9	97275000	97300000	chr9	98225000	98250000														
chr11	51275000	51300000	chr11	51525000	51550000	chr11	51289169	51290669	237759	0	+	Col23a1							
chr11	52400000	52425000	chr11	53250000	53275000														
chr11	87200000	87225000	chr11	87375000	87400000														
chr11	24025000	24050000	chr11	25850000	25875000														
chr11	24025000	24050000	chr11	25300000	25325000														
chr13	59850000	59875000	chr13	60725000	60750000														
chr11	99450000	99475000	chr11	100150000	100175000														
chr11	112775000	112800000	chr11	113125000	113150000	chr11	112781226	112782726	217294	0	-	BC006965							
chr11	112775000	112800000	chr11	113125000	113150000	chr11	112781473	112782973	20682	0	+	Sox9							
chr11	112775000	112800000	chr11	113125000	113150000	chr11	112798258	112799758	100038732	0	-	Gm11681							
chr11	92400000	92425000	chr11	93550000	93575000														
chr13	31075000	31100000	chr13	31600000	31625000								chr13	31624759	31626259	71307	0	-	1700018A04Rik
chr13	73700000	73725000	chr13	73825000	73850000	chr13	73699075	73700575	71390	0	+	Slc6a19os	chr13	73846881	73848381	72293	0	-	Nkd2
chr13	73700000	73725000	chr13	73825000	73850000	chr13	73704115	73705615	74338	0	-	Slc6a19	chr13	73846881	73848381	72293	0	-	Nkd2
chr13	95550000	95575000	chr13	95700000	95725000														
chr13	103175000	103200000	chr13	103625000	103650000														
chr11	63900000	63925000	chr11	64425000	64450000	chr11	63921540	63923040	54710	0	-	Hs3st3b1	chr11	64434581	64436081	15478	0	+	Hs3st3a1
chr3	34950000	34975000	chr3	35050000	35075000														
chr14	68050000	68075000	chr14	68475000	68500000														
chr8	27675000	27700000	chr8	29275000	29300000														
chr4	19700000	19725000	chr4	24825000	24850000	chr4	19708243	19709743	107568	0	-	Wwp1							
chr4	19700000	19725000	chr4	24825000	24850000	chr4	19719449	19720949	102632246	0	-	Gm12354							
chr5	27850000	27875000	chr5	28075000	28100000														
chr5	76575000	76600000	chr5	76975000	77000000	chr5	76587947	76589447	381644	0	+	Cep135	chr5	76973932	76975432	66661	0	+	Srp72
chr5	130400000	130425000	chr5	131425000	131450000														
chr5	127225000	127250000	chr5	128425000	128450000	chr5	127241057	127242557	208213	0	+	Tmem132c	chr5	128432327	128433827	243274	0	-	Tmem132d
chr5	25825000	25850000	chr5	26850000	26875000														
chr4	123450000	123475000	chr4	126350000	126375000														
chr5	97100000	97125000	chr5	98875000	98900000	chr5	97110846	97112346	231474	0	-	Paqr3							
chr6	85150000	85175000	chr6	85250000	85275000														
chr6	35400000	35425000	chr6	35700000	35725000														
chr6	114400000	114425000	chr6	114675000	114700000														
chr6	135425000	135450000	chr6	136150000	136175000								chr6	136172761	136174261	14812	0	-	Grin2b
chr6	127750000	127775000	chr6	128100000	128125000	chr6	127768722	127770222	381813	0	-	Prmt8							
chr6	97400000	97425000	chr6	98000000	98025000														
chr5	109550000	109575000	chr5	149675000	149700000	chr5	109558243	109559743	57914	0	-	Crlf2	chr5	149677479	149678979	381694	0	+	B3glct
chr6	31650000	31675000	chr6	34175000	34200000	chr6	31665381	31666881	434003	0	-	Gm13848	chr6	34176361	34177861	58246	0	-	Slc35b4
chr4	41725000	41750000	chr4	43375000	43400000	chr4	41730392	41731892	550619	0	-	Arid3c	chr4	43381228	43382728	100213	0	+	Rusc2
chr4	70800000	70825000	chr4	72200000	72225000								chr4	72200169	72201669	21885	0	-	Tle1
chr3	102300000	102325000	chr3	102800000	102825000														
chr3	66400000	66425000	chr3	67250000	67275000														
chr3	152975000	153000000	chr3	153625000	153650000	chr3	152981496	152982996	26938	0	-	St6galnac5							
chr3	66400000	66425000	chr3	66975000	67000000								chr3	66980639	66982139	66880	0	+	Rsrc1
chr3	66400000	66425000	chr3	66975000	67000000								chr3	66981021	66982521	20429	0	-	Shox2
chr3	145925000	145950000	chr3	146325000	146350000	chr3	145923511	145925011	12042	0	+	Bcl10							
chr3	145925000	145950000	chr3	146325000	146350000	chr3	145937263	145938763	66421	0	+	2410004B18Rik							
chr3	141850000	141875000	chr3	142425000	142450000														
chr4	45375000	45400000	chr4	46150000	46175000														
chr3	97925000	97950000	chr3	98425000	98450000	chr3	97929422	97930922	433632	0	+	Gm5544							
