chr1	x1	x2	chr2	y1	y2	chr1_chr	chr1_start	chr1_end	chr1_gene_id	chr1_idk	chr1_strand	chr1_gene_name	chr2_chr	chr2_start	chr2_end	chr2_gene_id	chr2_idk	chr2_strand	chr2_gene_name
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34627760	34629260	54397	0	-	Ppt2	chr17	34950267	34951767	100217427	0	-	Snord52
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34627760	34629260	54397	0	-	Ppt2	chr17	34951721	34953221	68763	0	-	1110038B12Rik
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34627760	34629260	54397	0	-	Ppt2	chr17	34958488	34959988	15511	0	-	Hspa1b
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34627760	34629260	54397	0	-	Ppt2	chr17	34971406	34972906	193740	0	-	Hspa1a
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34627760	34629260	54397	0	-	Ppt2	chr17	34971952	34973452	15482	0	+	Hspa1l
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34628782	34630282	260297	0	+	Prrt1	chr17	34950267	34951767	100217427	0	-	Snord52
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34628782	34630282	260297	0	+	Prrt1	chr17	34951721	34953221	68763	0	-	1110038B12Rik
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34628782	34630282	260297	0	+	Prrt1	chr17	34958488	34959988	15511	0	-	Hspa1b
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34628782	34630282	260297	0	+	Prrt1	chr17	34971406	34972906	193740	0	-	Hspa1a
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34628782	34630282	260297	0	+	Prrt1	chr17	34971952	34973452	15482	0	+	Hspa1l
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34644013	34645513	56299	0	+	Fkbpl	chr17	34950267	34951767	100217427	0	-	Snord52
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34644013	34645513	56299	0	+	Fkbpl	chr17	34951721	34953221	68763	0	-	1110038B12Rik
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34644013	34645513	56299	0	+	Fkbpl	chr17	34958488	34959988	15511	0	-	Hspa1b
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34644013	34645513	56299	0	+	Fkbpl	chr17	34971406	34972906	193740	0	-	Hspa1a
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34644013	34645513	56299	0	+	Fkbpl	chr17	34971952	34973452	15482	0	+	Hspa1l
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34646395	34647895	12915	0	+	Atf6b	chr17	34950267	34951767	100217427	0	-	Snord52
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34646395	34647895	12915	0	+	Atf6b	chr17	34951721	34953221	68763	0	-	1110038B12Rik
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34646395	34647895	12915	0	+	Atf6b	chr17	34958488	34959988	15511	0	-	Hspa1b
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34646395	34647895	12915	0	+	Atf6b	chr17	34971406	34972906	193740	0	-	Hspa1a
chr17	34625000	34650000	chr17	34950000	34975000	chr17	34646395	34647895	12915	0	+	Atf6b	chr17	34971952	34973452	15482	0	+	Hspa1l
chr17	44250000	44275000	chr17	45350000	45375000														
chr17	88000000	88025000	chr17	88250000	88275000														
chr16	20525000	20550000	chr16	22250000	22275000	chr16	20534727	20536227	11773	0	+	Ap2m1	chr16	22265255	22266755	20462	0	-	Tra2b
chr16	20525000	20550000	chr16	22250000	22275000	chr16	20547706	20549206	100042948	0	-	Gm15760	chr16	22265255	22266755	20462	0	-	Tra2b
chr16	20525000	20550000	chr16	22250000	22275000	chr16	20547826	20549326	27406	0	+	Abcf3	chr16	22265255	22266755	20462	0	-	Tra2b
