chr1	x1	x2	chr2	y1	y2	chr1_chr	chr1_start	chr1_end	chr1_gene_id	chr1_idk	chr1_strand	chr1_gene_name	chr2_chr	chr2_start	chr2_end	chr2_gene_id	chr2_idk	chr2_strand	chr2_gene_name
chr5	107900000	107925000	chr5	108150000	108175000	chr5	107899751	107901251	100503670	0	+	Rpl5							
chr5	141825000	141850000	chr5	142300000	142325000														
chr5	43775000	43800000	chr5	44225000	44250000								chr5	44225876	44227376	231225	0	-	Tapt1
chr5	90950000	90975000	chr5	91175000	91200000														
chr5	73250000	73275000	chr5	73475000	73500000	chr5	73255869	73257369	72313	0	-	Fryl	chr5	73480249	73481749	100737	0	+	Dcun1d4
chr5	66400000	66425000	chr5	67000000	67025000														
chr5	33150000	33175000	chr5	33550000	33575000														
chr4	12525000	12550000	chr4	13125000	13150000														
chr5	103675000	103700000	chr5	103925000	103950000	chr5	103691623	103693123	17355	0	+	Aff1							
chr4	81950000	81975000	chr4	82575000	82600000														
chr4	134525000	134550000	chr4	134900000	134925000	chr4	134534637	134536137	76824	0	-	Mtfr1l	chr4	134914274	134915774	71817	0	-	Tmem50a
chr4	134525000	134550000	chr4	134900000	134925000	chr4	134534637	134536137	76824	0	-	Mtfr1l	chr4	134922841	134924341	27981	0	+	Rsrp1
chr3	118425000	118450000	chr3	121075000	121100000	chr3	118433106	118434606	387155	0	+	Mir137							
chr3	36575000	36600000	chr3	37000000	37025000														
chr3	51450000	51475000	chr3	52975000	53000000														
chr3	121275000	121300000	chr3	122275000	122300000	chr3	121282348	121283848	99887	0	-	Tlcd4	chr3	122292970	122294470	791077	0	-	Mir760
chr3	121275000	121300000	chr3	122275000	122300000	chr3	121282348	121283848	99887	0	-	Tlcd4	chr3	122293385	122294885	29815	0	+	Bcar3
chr3	121275000	121300000	chr3	122275000	122300000	chr3	121282348	121283848	99887	0	-	Tlcd4	chr3	122273637	122275137	99480	0	+	Dnttip2
chr3	121275000	121300000	chr3	122275000	122300000	chr3	121291022	121292522	66789	0	+	Alg14	chr3	122292970	122294470	791077	0	-	Mir760
chr3	121275000	121300000	chr3	122275000	122300000	chr3	121291022	121292522	66789	0	+	Alg14	chr3	122293385	122294885	29815	0	+	Bcar3
chr3	121275000	121300000	chr3	122275000	122300000	chr3	121291022	121292522	66789	0	+	Alg14	chr3	122273637	122275137	99480	0	+	Dnttip2
chr3	55150000	55175000	chr3	57200000	57225000														
chr3	49175000	49200000	chr3	50925000	50950000														
chr3	63950000	63975000	chr3	65100000	65125000	chr3	63964018	63965518	11416	0	-	Slc33a1							
chr3	154625000	154650000	chr3	157700000	157725000														
chr3	144550000	144575000	chr3	146400000	146425000	chr3	144569431	144570931	23908	0	-	Hs2st1	chr3	146403891	146405391	99167	0	+	Ssx2ip
chr3	144550000	144575000	chr3	146400000	146425000	chr3	144569553	144571053	93684	0	+	Selenof	chr3	146403891	146405391	99167	0	+	Ssx2ip
chr3	75525000	75550000	chr3	79600000	79625000														
chr3	14575000	14600000	chr3	19300000	19325000	chr3	14577890	14579390	13559	0	+	E2f5	chr3	19310572	19312072	18583	0	-	Pde7a
chr4	136925000	136950000	chr4	137050000	137075000														
chr4	142750000	142775000	chr4	142850000	142875000														
chr4	149350000	149375000	chr4	149475000	149500000								chr4	149476627	149478127	102636051	0	+	Tmem274
chr4	149350000	149375000	chr4	149475000	149500000								chr4	149484452	149485952	66454	0	-	Nmnat1
chr4	149350000	149375000	chr4	149475000	149500000								chr4	149484478	149485978	69151	0	+	Lzic
chr4	41475000	41500000	chr4	41575000	41600000														
chr4	101375000	101400000	chr4	101625000	101650000								chr4	101646967	101648467	230514	0	+	Leprot
chr4	149175000	149200000	chr4	149525000	149550000								chr4	149537112	149538612	100885828	0	+	Mir5616
chr4	116625000	116650000	chr4	116775000	116800000	chr4	116627191	116628691	50927	0	-	Nasp							
chr4	150950000	150975000	chr4	151125000	151150000														
chr4	149350000	149375000	chr4	149625000	149650000														
chr4	43050000	43075000	chr4	43400000	43425000	chr4	43058202	43059702	22249	0	+	Unc13b							
chr4	116150000	116175000	chr4	116550000	116575000	chr4	116150588	116152088	68075	0	-	Lurap1	chr4	116556907	116558407	77110	0	+	Gpbp1l1
chr4	116150000	116175000	chr4	116550000	116575000	chr4	116150588	116152088	68075	0	-	Lurap1	chr4	116555186	116556686	230657	0	-	Tmem69
chr4	116150000	116175000	chr4	116550000	116575000	chr4	116166851	116168351	66805	0	-	Tspan1	chr4	116556907	116558407	77110	0	+	Gpbp1l1
chr4	116150000	116175000	chr4	116550000	116575000	chr4	116166851	116168351	66805	0	-	Tspan1	chr4	116555186	116556686	230657	0	-	Tmem69
chr4	116150000	116175000	chr4	116550000	116575000	chr4	116172621	116174121	67323	0	+	P3r3urf	chr4	116556907	116558407	77110	0	+	Gpbp1l1
chr4	116150000	116175000	chr4	116550000	116575000	chr4	116172621	116174121	67323	0	+	P3r3urf	chr4	116555186	116556686	230657	0	-	Tmem69
chr4	116150000	116175000	chr4	116550000	116575000	chr4	116172633	116174133	18710	0	+	Pik3r3	chr4	116556907	116558407	77110	0	+	Gpbp1l1
chr4	116150000	116175000	chr4	116550000	116575000	chr4	116172633	116174133	18710	0	+	Pik3r3	chr4	116555186	116556686	230657	0	-	Tmem69
chr5	39975000	40000000	chr5	40950000	40975000														
chr5	8050000	8075000	chr5	8600000	8625000								chr5	8622202	8623702	242819	0	-	Rundc3b
chr5	43225000	43250000	chr5	43775000	43800000	chr5	43232419	43233919	231207	0	+	Cpeb2							
chr5	43225000	43250000	chr5	43775000	43800000	chr5	43234605	43236105	665934	0	-	Gm7854							
chr7	124125000	124150000	chr7	125575000	125600000														
chr7	73600000	73625000	chr7	75275000	75300000														
chr7	3275000	3300000	chr7	4100000	4125000	chr7	3288329	3289829	50918	0	+	Myadm	chr7	4118657	4120157	57776	0	+	Ttyh1
chr7	3275000	3300000	chr7	4100000	4125000	chr7	3288329	3289829	50918	0	+	Myadm	chr7	4119978	4121478	77323	0	-	9430041J12Rik
chr7	24900000	24925000	chr7	25650000	25675000	chr7	24902161	24903661	16801	0	+	Arhgef1	chr7	25658231	25659731	12039	0	-	Bckdha
chr7	24900000	24925000	chr7	25650000	25675000	chr7	24902161	24903661	16801	0	+	Arhgef1	chr7	25658413	25659913	27998	0	+	Exosc5
chr7	24900000	24925000	chr7	25650000	25675000	chr7	24902161	24903661	16801	0	+	Arhgef1	chr7	25674416	25675916	320208	0	-	Tmem91
chr7	31500000	31525000	chr7	31625000	31650000														
chr7	118850000	118875000	chr7	119500000	119525000	chr7	118855009	118856509	434232	0	+	Iqck	chr7	119518712	119520212	272428	0	+	Acsm5
chr7	118850000	118875000	chr7	119500000	119525000	chr7	118855009	118856509	434232	0	+	Iqck	chr7	119522739	119524239	71830	0	-	Pdilt
chr7	118850000	118875000	chr7	119500000	119525000	chr7	118855504	118857004	66356	0	-	Knop1	chr7	119518712	119520212	272428	0	+	Acsm5
chr7	118850000	118875000	chr7	119500000	119525000	chr7	118855504	118857004	66356	0	-	Knop1	chr7	119522739	119524239	71830	0	-	Pdilt
chr7	41675000	41700000	chr7	41775000	41800000														
chr7	31425000	31450000	chr7	31525000	31550000														
chr7	72375000	72400000	chr7	74325000	74350000														
chr7	75900000	75925000	chr7	78575000	78600000								chr7	78577658	78579158	18213	0	-	Ntrk3
chr7	24275000	24300000	chr7	25750000	25775000								chr7	25754007	25755507	232989	0	-	Hnrnpul1
chr7	97050000	97075000	chr7	97650000	97675000														
chr7	81150000	81175000	chr7	82275000	82300000														
chr7	47650000	47675000	chr7	47750000	47775000														
chr7	5050000	5075000	chr7	13000000	13025000	chr7	5050787	5052287	68992	0	+	Zfp580	chr7	13009284	13010784	232879	0	-	Zbtb45
chr7	5050000	5075000	chr7	13000000	13025000	chr7	5061392	5062892	22185	0	+	U2af2	chr7	13009284	13010784	232879	0	-	Zbtb45
chr7	65675000	65700000	chr7	66675000	66700000	chr7	65690418	65691918	68634	0	+	Tm2d3	chr7	66688846	66690346	117589	0	-	Asb7
chr7	65675000	65700000	chr7	66675000	66700000	chr7	65690418	65691918	68634	0	+	Tm2d3	chr7	66689138	66690638	72635	0	+	Lins1
chr7	36675000	36700000	chr7	38250000	38275000	chr7	36697367	36698867	243931	0	+	Tshz3	chr7	38270673	38272173	66161	0	-	Pop4
chr7	23450000	23475000	chr7	23550000	23575000														
chr7	14200000	14225000	chr7	14300000	14325000														
chr7	12525000	12550000	chr7	12625000	12650000								chr7	12639569	12641069	666085	0	-	Vmn2r54
chr7	13025000	13050000	chr7	31100000	31125000	chr7	13034057	13035557	68953	0	-	Chmp2a	chr7	31114540	31116040	15451	0	-	Hpn
chr7	13025000	13050000	chr7	31100000	31125000	chr7	13037525	13039025	22192	0	-	Ube2m	chr7	31114540	31116040	15451	0	-	Hpn
chr7	134250000	134275000	chr7	135475000	135500000														
chr7	52625000	52650000	chr7	52725000	52750000														
chr7	81850000	81875000	chr7	82100000	82125000	chr7	81858250	81859750	107769	0	+	Tm6sf1							
chr7	113600000	113625000	chr7	114200000	114225000														
chr5	54150000	54175000	chr5	62700000	62725000														
chr6	124850000	124875000	chr6	124950000	124975000	chr6	124857002	124858502	14789	0	-	P3h3	chr6	124964788	124966288	26894	0	-	Cops7a
chr6	124850000	124875000	chr6	124950000	124975000	chr6	124863233	124864733	14788	0	-	Gpr162	chr6	124964788	124966288	26894	0	-	Cops7a
chr6	61050000	61075000	chr6	61275000	61300000														
chr6	37075000	37100000	chr6	37425000	37450000								chr6	37441396	37442896	208647	0	-	Creb3l2
chr6	118600000	118625000	chr6	119425000	119450000														
chr6	52000000	52025000	chr6	52175000	52200000	chr6	52011799	52013299	54353	0	-	Skap2	chr6	52174484	52175984	72628	0	+	Hoxaas3
chr6	52000000	52025000	chr6	52175000	52200000	chr6	52011799	52013299	54353	0	-	Skap2	chr6	52176747	52178247	77580	0	+	5730596B20Rik
chr6	52000000	52025000	chr6	52175000	52200000	chr6	52011799	52013299	54353	0	-	Skap2	chr6	52191003	52192503	15401	0	-	Hoxa4
chr6	125600000	125625000	chr6	126400000	126425000														
chr6	94725000	94750000	chr6	94950000	94975000														
chr6	146575000	146600000	chr6	147025000	147050000	chr6	146576452	146577952	67529	0	+	Fgfr1op2	chr6	147031833	147033333	66532	0	+	Rep15
chr6	146575000	146600000	chr6	147025000	147050000	chr6	146576452	146577952	67529	0	+	Fgfr1op2	chr6	147042013	147043513	232536	0	+	Mrps35
chr6	146575000	146600000	chr6	147025000	147050000	chr6	146577085	146578585	71177	0	-	Ints13	chr6	147031833	147033333	66532	0	+	Rep15
chr6	146575000	146600000	chr6	147025000	147050000	chr6	146577085	146578585	71177	0	-	Ints13	chr6	147042013	147043513	232536	0	+	Mrps35
chr6	99500000	99525000	chr6	100825000	100850000								chr6	100832871	100834371	232314	0	+	Ppp4r2
chr3	80400000	80425000	chr3	80800000	80825000								chr3	80802085	80803585	14800	0	-	Gria2
chr6	140400000	140425000	chr6	148200000	148225000	chr6	140423303	140424803	109135	0	+	Plekha5	chr6	148211624	148213124	67456	0	-	Ergic2
chr7	139200000	139225000	chr7	139475000	139500000	chr7	139212237	139213737	76612	0	+	Lrrc27							
chr7	139200000	139225000	chr7	139475000	139500000	chr7	139212557	139214057	57740	0	-	Stk32c							
chr7	24100000	24125000	chr7	24250000	24275000	chr7	24111563	24113063	57745	0	+	Zfp112	chr7	24254043	24255543	54678	0	+	Zfp108
chr7	24100000	24125000	chr7	24250000	24275000	chr7	24111563	24113063	57745	0	+	Zfp112	chr7	24269669	24271169	22755	0	+	Zfp93
chr7	80375000	80400000	chr7	80700000	80725000	chr7	80387196	80388696	14159	0	-	Fes							
chr7	60375000	60400000	chr7	60475000	60500000														
chr7	72575000	72600000	chr7	73375000	73400000								chr7	73374758	73376258	244058	0	+	Rgma
chr7	72575000	72600000	chr7	73375000	73400000								chr7	73375024	73376524	319783	0	-	A730056A06Rik
chr7	70800000	70825000	chr7	70900000	70925000														
chr7	13100000	13125000	chr7	13200000	13225000	chr7	13102197	13103697	100312473	0	-	Vmn1r86	chr7	13218588	13220088	171260	0	+	Vmn1r89
chr7	37350000	37375000	chr7	38075000	38100000														
chr7	110525000	110550000	chr7	110775000	110800000														
chr7	34675000	34700000	chr7	35250000	35275000								chr7	35274783	35276283	384605	0	-	Wdr88
chr7	67350000	67375000	chr7	67475000	67500000	chr7	67372108	67373608	17258	0	-	Mef2a							
chr7	5050000	5075000	chr7	24300000	24325000	chr7	5050787	5052287	68992	0	+	Zfp580	chr7	24300482	24301982	22719	0	-	Zfp61
chr7	5050000	5075000	chr7	24300000	24325000	chr7	5050787	5052287	68992	0	+	Zfp580	chr7	24315916	24317416	22756	0	-	Zfp94
chr7	5050000	5075000	chr7	24300000	24325000	chr7	5061392	5062892	22185	0	+	U2af2	chr7	24300482	24301982	22719	0	-	Zfp61
chr7	5050000	5075000	chr7	24300000	24325000	chr7	5061392	5062892	22185	0	+	U2af2	chr7	24315916	24317416	22756	0	-	Zfp94
chr3	41075000	41100000	chr3	41725000	41750000	chr3	41082296	41083796	70804	0	-	Pgrmc2	chr3	41741764	41743264	67161	0	-	Sclt1
chr3	41075000	41100000	chr3	41725000	41750000	chr3	41082296	41083796	70804	0	-	Pgrmc2	chr3	41741860	41743360	73852	0	+	D3Ertd751e
chr3	57825000	57850000	chr3	58500000	58525000	chr3	57847329	57848829	18645	0	-	Pfn2							
chr18	38925000	38950000	chr18	39100000	39125000	chr18	38928722	38930222	14164	0	-	Fgf1							
chr18	25525000	25550000	chr18	25725000	25750000														
chr18	51100000	51125000	chr18	51325000	51350000	chr18	51116982	51118482	71373	0	+	Prr16							
chr18	13575000	13600000	chr18	13975000	14000000														
chr18	14800000	14825000	chr18	15125000	15150000														
chr18	33800000	33825000	chr18	34100000	34125000														
chr18	52950000	52975000	chr18	53150000	53175000														
chr18	23625000	23650000	chr18	23950000	23975000								chr18	23953954	23955454	69256	0	+	Zfp397
chr18	75300000	75325000	chr18	75725000	75750000														
chr18	52950000	52975000	chr18	53350000	53375000														
chr18	60200000	60225000	chr18	60575000	60600000	chr18	60211329	60212829	240327	0	+	Iigp1c	chr18	60591038	60592538	170947	0	-	Myoz3
chr18	77200000	77225000	chr18	79025000	79050000														
chr18	52450000	52475000	chr18	56700000	56725000	chr18	52464942	52466442	67222	0	+	Srfbp1	chr18	56707062	56708562	16906	0	+	Lmnb1
chr19	47725000	47750000	chr19	47850000	47875000	chr19	47730931	47732431	67788	0	+	Sfr1	chr19	47854219	47855719	14873	0	+	Gsto1
chr19	47725000	47750000	chr19	47850000	47875000	chr19	47730931	47732431	67788	0	+	Sfr1	chr19	47864783	47866283	68214	0	+	Gsto2
chr19	31950000	31975000	chr19	32450000	32475000														
chr19	29250000	29275000	chr19	29500000	29525000	chr19	29251077	29252577	16452	0	+	Jak2	chr19	29521531	29523031	226089	0	+	Ric1
chr19	29250000	29275000	chr19	29500000	29525000	chr19	29251077	29252577	16452	0	+	Jak2	chr19	29522409	29523909	77779	0	-	A930007I19Rik
chr19	59925000	59950000	chr19	60200000	60225000	chr19	59942904	59944404	74998	0	-	Rab11fip2							
chr19	56450000	56475000	chr19	57025000	57050000	chr19	56460889	56462389	226245	0	+	Plekhs1							
chr19	58925000	58950000	chr19	59325000	59350000	chr19	58942674	58944174	226265	0	+	Eno4	chr19	59345030	59346530	107368	0	-	Pdzd8
chr19	58925000	58950000	chr19	59325000	59350000	chr19	58942904	58944404	73442	0	-	Hspa12a	chr19	59345030	59346530	107368	0	-	Pdzd8
chr19	23675000	23700000	chr19	24275000	24300000	chr19	23686678	23688178	72351	0	+	Ptar1	chr19	24279855	24281355	14297	0	-	Fxn
chr19	11900000	11925000	chr19	12775000	12800000	chr19	11911648	11913148	225929	0	+	Patl1	chr19	12795376	12796876	109910	0	-	Zfp91
chr19	11900000	11925000	chr19	12775000	12800000	chr19	11911648	11913148	225929	0	+	Patl1	chr19	12795376	12796876	664779	0	-	Gm44505
chr19	11900000	11925000	chr19	12775000	12800000	chr19	11911648	11913148	225929	0	+	Patl1	chr19	12795442	12796942	107321	0	+	Lpxn
chr19	11900000	11925000	chr19	12775000	12800000	chr19	11922977	11924477	102465601	0	+	Mir6994	chr19	12795376	12796876	109910	0	-	Zfp91
chr19	11900000	11925000	chr19	12775000	12800000	chr19	11922977	11924477	102465601	0	+	Mir6994	chr19	12795376	12796876	664779	0	-	Gm44505
chr19	11900000	11925000	chr19	12775000	12800000	chr19	11922977	11924477	102465601	0	+	Mir6994	chr19	12795442	12796942	107321	0	+	Lpxn
chr1	165625000	165650000	chr1	167375000	167400000	chr1	165633788	165635288	68481	0	-	Mpzl1	chr1	167393091	167394591	66447	0	-	Mgst3
chr19	17375000	17400000	chr19	18700000	18725000	chr19	17393292	17394792	54391	0	+	Rfk	chr19	18712442	18713942	225995	0	+	D030056L22Rik
chr1	44225000	44250000	chr1	44725000	44750000								chr1	44744199	44745699	75066	0	-	4930521E06Rik
chr1	151800000	151825000	chr1	152750000	152775000								chr1	152749800	152751300	71281	0	+	Apobec4
chr1	151800000	151825000	chr1	152750000	152775000								chr1	152765601	152767101	19731	0	-	Rgl1
chr1	151800000	151825000	chr1	152750000	152775000								chr1	152765791	152767291	67771	0	+	Arpc5
chr1	170875000	170900000	chr1	171100000	171125000	chr1	170884790	170886290	80915	0	-	Dusp12	chr1	171113167	171114667	75472	0	+	Cfap126
chr1	131950000	131975000	chr1	132250000	132275000	chr1	131962203	131963703	212980	0	+	Slc45a3							
chr1	80950000	80975000	chr1	81275000	81300000														
chr1	178500000	178525000	chr1	179225000	179250000														
chr1	179525000	179550000	chr1	179775000	179800000	chr1	179545517	179547017	15278	0	-	Tfb2m							
chr1	179525000	179550000	chr1	179775000	179800000	chr1	179545619	179547119	226744	0	+	Cnst							
chr1	191300000	191325000	chr1	191800000	191825000	chr1	191317444	191318944	66208	0	-	Nenf	chr1	191820693	191822193	18005	0	+	Nek2
chr1	60250000	60275000	chr1	60850000	60875000														
chr1	77050000	77075000	chr1	77500000	77525000								chr1	77514338	77515838	13838	0	-	Epha4
chr1	76850000	76875000	chr1	77500000	77525000								chr1	77514338	77515838	13838	0	-	Epha4
chr1	33650000	33675000	chr1	33875000	33900000	chr1	33669045	33670545	19076	0	-	Prim2							
chr1	33650000	33675000	chr1	33875000	33900000	chr1	33669073	33670573	67503	0	+	1700001G17Rik							
chr1	34875000	34900000	chr1	36250000	36275000								chr1	36273929	36275429	214854	0	-	Neurl3
chr1	178650000	178675000	chr1	179475000	179500000														
chr1	191300000	191325000	chr1	191700000	191725000	chr1	191317444	191318944	66208	0	-	Nenf	chr1	191717083	191718583	226856	0	+	Lpgat1
chr1	172600000	172625000	chr1	173300000	173325000	chr1	172601801	172603301	677296	0	-	Fcrl6							
chr1	61375000	61400000	chr1	62775000	62800000	chr1	61377681	61379181	77341	0	+	9530026F06Rik							
chr1	38175000	38200000	chr1	38925000	38950000								chr1	38938398	38939898	433292	0	+	Nms
chr1	36750000	36775000	chr1	37650000	37675000	chr1	36761047	36762547	22637	0	+	Zap70							
chr1	23300000	23325000	chr1	23775000	23800000														
chr1	20925000	20950000	chr1	22275000	22300000														
chr1	164250000	164275000	chr1	165450000	165475000	chr1	164274834	164276334	74895	0	+	Ccdc181	chr1	165459725	165461225	74106	0	-	Dcaf6
chr1	164250000	164275000	chr1	165450000	165475000	chr1	164274834	164276334	74895	0	+	Ccdc181	chr1	165460286	165461786	70456	0	+	Mpc2
chr1	165625000	165650000	chr1	167250000	167275000	chr1	165633788	165635288	68481	0	-	Mpzl1							
chr1	132550000	132575000	chr1	134275000	134300000								chr1	134289238	134290738	17928	0	+	Myog
chr19	29350000	29375000	chr19	30025000	30050000	chr19	29366558	29368058	67759	0	-	Plgrkt	chr19	30029762	30031262	109113	0	+	Uhrf2
chr19	29350000	29375000	chr19	30025000	30050000	chr19	29366704	29368204	60533	0	+	Cd274	chr19	30029762	30031262	109113	0	+	Uhrf2
chr19	38200000	38225000	chr19	38825000	38850000	chr19	38223406	38224906	70567	0	-	Fra10ac1	chr19	38835828	38837328	209478	0	+	Tbc1d12
chr19	56900000	56925000	chr19	57625000	57650000														
chr2	75650000	75675000	chr2	76675000	76700000	chr2	75658510	75660010	229279	0	+	Hnrnpa3	chr2	76674530	76676030	83435	0	+	Plekha3
chr2	118775000	118800000	chr2	122350000	122375000	chr2	118778968	118780468	214240	0	+	Disp2	chr2	122368412	122369912	435684	0	-	Shf
chr2	127525000	127550000	chr2	132725000	132750000	chr2	127540717	127542217	192212	0	-	Prom2							
chr2	3275000	3300000	chr2	11775000	11800000	chr2	3283461	3284961	18108	0	+	Nmt2	chr2	11776832	11778332	50755	0	-	Fbh1
chr2	3275000	3300000	chr2	11775000	11800000	chr2	3283461	3284961	18108	0	+	Nmt2	chr2	11777740	11779240	320816	0	+	Ankrd16
chrX	77400000	77425000	chrX	77500000	77525000								chrX	77510262	77511762	21372	0	+	Tbl1x
chrX	75775000	75800000	chrX	76175000	76200000														
chrX	12700000	12725000	chrX	13150000	13175000														
chrX	75100000	75125000	chrX	75400000	75425000								chrX	75415834	75417334	105886298	0	-	Cmc4
chrX	75100000	75125000	chrX	75400000	75425000								chrX	75415838	75417338	17763	0	-	Mtcp1
chrX	75100000	75125000	chrX	75400000	75425000								chrX	75415877	75417377	210766	0	+	Brcc3
chrX	159625000	159650000	chrX	160100000	160125000	chrX	159626521	159628021	58194	0	+	Sh3kbp1							
chrX	50650000	50675000	chrX	51050000	51075000														
chrX	155375000	155400000	chrX	157325000	157350000														
chrX	7300000	7325000	chrX	7775000	7800000	chrX	7318608	7320108	12728	0	-	Clcn5	chrX	7789014	7790514	54645	0	+	Gripap1
chrX	61800000	61825000	chrX	62825000	62850000														
chrX	100775000	100800000	chrX	101625000	101650000								chrX	101639309	101640809	108155	0	+	Ogt
chr3	51675000	51700000	chr3	52200000	52225000														
chr3	146400000	146425000	chr3	146500000	146525000	chr3	146403891	146405391	99167	0	+	Ssx2ip	chr3	146499003	146500503	70951	0	-	Spata1
chr3	146400000	146425000	chr3	146500000	146525000	chr3	146403891	146405391	99167	0	+	Ssx2ip	chr3	146499056	146500556	14707	0	+	Gng5
chr3	146400000	146425000	chr3	146500000	146525000	chr3	146403891	146405391	99167	0	+	Ssx2ip	chr3	146520679	146522179	70285	0	-	Rpf1
chr3	55375000	55400000	chr3	55650000	55675000														
chr3	138475000	138500000	chr3	138725000	138750000	chr3	138488765	138490265	75624	0	-	Metap1	chr3	138726234	138727734	74635	0	-	4930425O10Rik
chr3	138475000	138500000	chr3	138725000	138750000	chr3	138488765	138490265	75624	0	-	Metap1	chr3	138741444	138742944	56224	0	+	Tspan5
chr3	101575000	101600000	chr3	102000000	102025000								chr3	102009325	102010825	18072	0	+	Nhlh2
chr3	121175000	121200000	chr3	121475000	121500000														
chr3	55350000	55375000	chr3	55925000	55950000														
chr2	145925000	145950000	chr2	147000000	147025000	chr2	145934033	145935533	78774	0	+	Cfap61	chr2	147012245	147013745	24128	0	+	Xrn2
chr2	145925000	145950000	chr2	147000000	147025000	chr2	145934264	145935764	66877	0	-	Crnkl1	chr2	147012245	147013745	24128	0	+	Xrn2
chr2	122825000	122850000	chr2	125200000	125225000														
chr2	25600000	25625000	chr2	27000000	27025000	chr2	25616928	25618428	77058	0	-	Ccdc183	chr2	27009175	27010675	381356	0	+	Cacfd1
chr2	25600000	25625000	chr2	27000000	27025000	chr2	25621255	25622755	51875	0	-	Tmem141	chr2	27009175	27010675	381356	0	+	Cacfd1
chr2	25600000	25625000	chr2	27000000	27025000	chr2	25607771	25609271	227624	0	-	Rabl6	chr2	27009175	27010675	381356	0	+	Cacfd1
chr2	43700000	43725000	chr2	46425000	46450000														
chr19	57125000	57150000	chr19	57625000	57650000														
chr19	8725000	8750000	chr19	10400000	10425000	chr19	8725115	8726615	100127111	0	+	Snord22							
chr19	8725000	8750000	chr19	10400000	10425000	chr19	8735076	8736576	107071	0	+	Wdr74							
chr19	8725000	8750000	chr19	10400000	10425000	chr19	8739967	8741467	74307	0	+	Tex54							
chr19	8725000	8750000	chr19	10400000	10425000	chr19	8740662	8742162	56389	0	+	Stx5a							
chr19	8725000	8750000	chr19	10400000	10425000	chr19	8740761	8742261	102465599	0	+	Mir6992							
chr19	8700000	8725000	chr19	12775000	12800000	chr19	8722619	8724119	17254	0	-	Slc3a2	chr19	12795376	12796876	109910	0	-	Zfp91
chr19	8700000	8725000	chr19	12775000	12800000	chr19	8722619	8724119	17254	0	-	Slc3a2	chr19	12795376	12796876	664779	0	-	Gm44505
chr19	8700000	8725000	chr19	12775000	12800000	chr19	8722619	8724119	17254	0	-	Slc3a2	chr19	12795442	12796942	107321	0	+	Lpxn
chr19	8700000	8725000	chr19	12775000	12800000	chr19	8722724	8724224	83673	0	+	Snhg1	chr19	12795376	12796876	109910	0	-	Zfp91
chr19	8700000	8725000	chr19	12775000	12800000	chr19	8722724	8724224	83673	0	+	Snhg1	chr19	12795376	12796876	664779	0	-	Gm44505
chr19	8700000	8725000	chr19	12775000	12800000	chr19	8722724	8724224	83673	0	+	Snhg1	chr19	12795442	12796942	107321	0	+	Lpxn
chr2	156875000	156900000	chr2	156975000	157000000	chr2	156886442	156887942	77799	0	-	Sla2	chr2	156991306	156992806	29812	0	-	Ndrg3
