chr1	x1	x2	chr2	y1	y2	chr1_chr	chr1_start	chr1_end	chr1_gene_id	chr1_idk	chr1_strand	chr1_gene_name	chr2_chr	chr2_start	chr2_end	chr2_gene_id	chr2_idk	chr2_strand	chr2_gene_name
chr1	89520000	89530000	chr1	89570000	89580000														
chr1	91420000	91430000	chr1	91480000	91490000														
chr1	83220000	83230000	chr1	83400000	83410000								chr1	83407450	83408950	77629	0	-	Sphkap
chr1	181880000	181890000	chr1	182140000	182150000														
chr1	86660000	86670000	chr1	87180000	87190000	chr1	86669821	86671321	18159	0	-	Nppc	chr1	87182562	87184062	69453	0	+	Prss56
chr1	86660000	86670000	chr1	87180000	87190000	chr1	86669821	86671321	18159	0	-	Nppc	chr1	87189856	87191356	11447	0	+	Chrnd
chr1	59310000	59320000	chr1	59580000	59590000														
chr1	120030000	120040000	chr1	120090000	120100000														
chr1	135960000	135970000	chr1	136010000	136020000														
chr1	177190000	177200000	chr1	177440000	177450000								chr1	177441600	177443100	30928	0	+	Zbtb18
chr1	192190000	192200000	chr1	192440000	192450000	chr1	192190023	192191523	16510	0	+	Kcnh1							
chr1	75470000	75480000	chr1	75590000	75600000	chr1	75478557	75480057	74241	0	-	Chpf							
chr1	75470000	75480000	chr1	75590000	75600000	chr1	75478781	75480281	319998	0	+	Tmem198							
chr1	84990000	85000000	chr1	85580000	85590000														
chr1	92640000	92650000	chr1	92830000	92840000	chr1	92641235	92642735	66915	0	-	Cops9	chr1	92830894	92832394	14733	0	+	Gpc1
chr1	92640000	92650000	chr1	92830000	92840000	chr1	92648091	92649591	260301	0	-	Otos	chr1	92830894	92832394	14733	0	+	Gpc1
chr1	34000000	34010000	chr1	34160000	34170000														
chr1	134190000	134200000	chr1	134240000	134250000	chr1	134192697	134194197	53311	0	+	Mybph							
chr1	25500000	25510000	chr1	25820000	25830000								chr1	25828957	25830457	210933	0	-	Adgrb3
chr1	83180000	83190000	chr1	83400000	83410000								chr1	83407450	83408950	77629	0	-	Sphkap
chr1	153890000	153900000	chr1	154110000	154120000	chr1	153890991	153892491	240819	0	+	Teddm1a							
chr1	153890000	153900000	chr1	154110000	154120000	chr1	153899175	153900675	102466257	0	+	Mir8114							
chr1	153890000	153900000	chr1	154110000	154120000	chr1	153899193	153900693	14645	0	+	Glul							
chr1	180590000	180600000	chr1	180640000	180650000								chr1	180640399	180641899	72568	0	+	Lin9
chr1	189020000	189030000	chr1	189630000	189640000														
chr1	191830000	191840000	chr1	192100000	192110000														
chr1	75420000	75430000	chr1	75470000	75480000								chr1	75478557	75480057	74241	0	-	Chpf
chr1	75420000	75430000	chr1	75470000	75480000								chr1	75478781	75480281	319998	0	+	Tmem198
chr1	75500000	75510000	chr1	75550000	75560000	chr1	75505702	75507202	98733	0	-	Obsl1							
chr1	75500000	75510000	chr1	75550000	75560000	chr1	75506326	75507826	16322	0	+	Inha							
chr1	171150000	171160000	chr1	171210000	171220000	chr1	171149853	171151353	66052	0	-	Sdhc	chr1	171213219	171214719	12355	0	+	Nr1i3
chr1	171150000	171160000	chr1	171210000	171220000	chr1	171149960	171151460	17528	0	+	Mpz	chr1	171213219	171214719	12355	0	+	Nr1i3
chr2	163640000	163650000	chr2	163710000	163720000	chr2	163644099	163645599	68386	0	+	0610039K10Rik							
chr2	163640000	163650000	chr2	163710000	163720000	chr2	163644381	163645881	26943	0	-	Serinc3							
chr18	56620000	56630000	chr18	56720000	56730000														
chr18	67720000	67730000	chr18	67770000	67780000	chr18	67723845	67725345	19255	0	-	Ptpn2	chr18	67774125	67775625	72124	0	+	Seh1l
chr2	91980000	91990000	chr2	92050000	92060000														
chr2	163410000	163420000	chr2	163470000	163480000	chr2	163419044	163420544	108168734	0	+	2900093K20Rik	chr2	163471794	163473294	69517	0	+	2310001K24Rik
chr2	163410000	163420000	chr2	163470000	163480000	chr2	163419044	163420544	108168734	0	+	2900093K20Rik	chr2	163471879	163473379	228859	0	-	Fitm2
chr2	27550000	27560000	chr2	27760000	27770000														
chr2	52170000	52180000	chr2	52220000	52230000														
chr2	32700000	32710000	chr2	32750000	32760000	chr2	32703395	32704895	14287	0	-	Fpgs	chr2	32756483	32757983	30933	0	+	Tor2a
chr2	158200000	158210000	chr2	158250000	158260000								chr2	158257343	158258843	329547	0	+	Bpi
chr2	156870000	156880000	chr2	156990000	157000000								chr2	156991306	156992806	29812	0	-	Ndrg3
chr19	27440000	27450000	chr19	28720000	28730000														
chr19	30240000	30250000	chr19	30550000	30560000								chr19	30548915	30550415	13380	0	-	Dkk1
chr19	41080000	41090000	chr19	41240000	41250000														
chr19	42790000	42800000	chr19	43390000	43400000														
chr19	45220000	45230000	chr19	45430000	45440000														
chr19	10340000	10350000	chr19	10430000	10440000														
chr19	22330000	22340000	chr19	22630000	22640000														
chr19	24150000	24160000	chr19	24270000	24280000								chr19	24279855	24281355	14297	0	-	Fxn
chr19	8990000	9000000	chr19	9080000	9090000	chr19	8988533	8990033	66395	0	+	Ahnak	chr19	9087208	9088708	22287	0	-	Scgb1a1
chr19	5710000	5720000	chr19	5780000	5790000														
chr2	152020000	152030000	chr2	152190000	152200000														
