chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	stripe_id
chr1	23240001	23260000	chr1	22310001	23260000	5prime	shared	0.0295	0.024	-0.49773772068322	1.69236508342628	110950.194550822	94245.9990928812	950000	20000	23250000.5	stripe_0036
chr1	23475001	23505000	chr1	23180001	23505000	5prime	control_only	0.086	NA	-0.55572708904724	NA	247120.892633455	NA	325000	30000	23490000.5	stripe_0037
chr1	23740001	23765000	chr1	23740001	24415000	3prime	mutant_only	NA	0.047	NA	-0.382876453090004	NA	127088.088601532	675000	25000	23752500.5	stripe_0038
chr1	23745001	23765000	chr1	23745001	24185000	3prime	control_only	0.049	NA	0.00836552262585414	NA	211543.031191527	NA	440000	20000	23755000.5	stripe_0039
chr1	23750001	23765000	chr1	23205001	23765000	5prime	mutant_only	NA	0.072	NA	-0.824125842419024	NA	134475.839329917	560000	15000	23757500.5	stripe_0040
chr1	23815001	23835000	chr1	23815001	24195000	3prime	shared	0.033	0.044	1.57130112504905	0.980251812132416	340322.131094739	277981.566959468	380000	20000	23825000.5	stripe_0041
chr1	23995001	24015000	chr1	23275001	24015000	5prime	shared	0.054	0.084	-2.57032691949714	-1.63642833582982	176988.791640733	80423.4549521853	740000	20000	24005000.5	stripe_0042
chr1	24215001	24235000	chr1	22505001	24235000	5prime	shared	0.094	0.068	-2.00026093945875	0.963676412239831	66595.8470439274	265278.033145348	1730000	20000	24225000.5	stripe_0043
chr1	24350001	24370000	chr1	24350001	25290000	3prime	shared	0.093	0.086	-4.31501098024779	-4.52483312149041	91566.105369567	63382.7287430067	940000	20000	24360000.5	stripe_0044
chr1	24735001	24755000	chr1	24735001	25625000	3prime	shared	0.0525	0.055	-4.87433272389004	-4.46688584344166	106465.703873666	83161.5553821978	890000	20000	24745000.5	stripe_0045
chr1	24865001	24885000	chr1	24865001	25825000	3prime	shared	0.0395	0.0315	-1.02094168467696	-1.32884220309626	117561.381599962	107511.348234918	960000	20000	24875000.5	stripe_0046
chr1	25075001	25100000	chr1	25075001	25505000	3prime	shared	0.0765	0.0375	-4.31766948713803	-4.94193167655184	220750.141631087	247821.599949745	430000	25000	25087500.5	stripe_0047
chr1	25075001	25095000	chr1	24505001	25095000	5prime	control_only	0.0665	NA	0.112629455481296	NA	172611.49649701	NA	590000	20000	25085000.5	stripe_0048
chr1	25150001	25175000	chr1	25150001	25835000	3prime	control_only	0.095	NA	-4.42969426363976	NA	173231.562224222	NA	685000	25000	25162500.5	stripe_0049
chr1	25150001	25175000	chr1	24475001	25175000	5prime	control_only	0.095	NA	-4.61835074793305	NA	170708.45429721	NA	700000	25000	25162500.5	stripe_0050
chr1	25810001	25835000	chr1	24510001	25835000	5prime	shared	0.012	0.009	6.39085301527356	17.0064043184001	137957.430175356	222735.718988897	1325000	25000	25822500.5	stripe_0051
chr1	26035001	26060000	chr1	24520001	26060000	5prime	mutant_only	NA	0.066	NA	0.286499449813766	NA	40805.8557817489	1540000	25000	26047500.5	stripe_0052
chr1	26675001	26695000	chr1	26675001	28490000	3prime	shared	0.017	0.009	10.388560422118	15.4978848667536	86406.7088517616	91677.0263514442	1815000	20000	26685000.5	stripe_0053
chr1	26675001	26695000	chr1	25505001	26695000	5prime	control_only	0.024	NA	8.02952361045892	NA	125406.363581699	NA	1190000	20000	26685000.5	stripe_0054
chr1	27975001	27990000	chr1	27975001	28855000	3prime	mutant_only	NA	0.056	NA	2.34665817043207	NA	96869.0039939608	880000	15000	27982500.5	stripe_0055
chr1	28320001	28340000	chr1	27505001	28340000	5prime	mutant_only	NA	0.073	NA	-0.221335129523185	NA	85513.7333493275	835000	20000	28330000.5	stripe_0056
chr1	30930001	30965000	chr1	30780001	30965000	5prime	mutant_only	NA	0.079	NA	0.546253512263033	NA	238121.195694201	185000	35000	30947500.5	stripe_0057
chr1	33800001	33820000	chr1	33800001	34460000	3prime	mutant_only	NA	0.071	NA	-1.23670790780205	NA	156336.379962917	660000	20000	33810000.5	stripe_0058
chr1	34160001	34185000	chr1	33855001	34185000	5prime	shared	0.01	0.019	28.6034732065441	9.98450340646717	539549.51684474	369802.689019057	330000	25000	34172500.5	stripe_0059
chr1	34400001	34440000	chr1	33945001	34440000	5prime	shared	0.056	0.054	9.12134320237326	8.08827753712843	239485.541209896	175491.577594925	495000	40000	34420000.5	stripe_0060
chr1	34575001	34600000	chr1	33855001	34600000	5prime	shared	0.022	0.0225	8.43498286742579	5.64450332237584	231641.419446296	183019.794427767	745000	25000	34587500.5	stripe_0061
chr1	34875001	34895000	chr1	34875001	36465000	3prime	shared	0.0875	0.061	-7.09642188417211	-6.70171787297488	67214.2848242014	63398.6449141904	1590000	20000	34885000.5	stripe_0062
chr1	35190001	35205000	chr1	35190001	36305000	3prime	mutant_only	NA	0.045	NA	-0.758681216317205	NA	88601.9243240291	1115000	15000	35197500.5	stripe_0063
chr1	35380001	35400000	chr1	35380001	36315000	3prime	shared	0.046	0.0455	-3.16620205603801	-1.65105834413317	126739.817905593	147650.94755723	935000	20000	35390000.5	stripe_0064
chr1	35510001	35545000	chr1	35510001	36215000	3prime	control_only	0.089	NA	-5.32932238793554	NA	163421.389322832	NA	705000	35000	35527500.5	stripe_0065
chr1	35645001	35680000	chr1	35110001	35680000	5prime	shared	0.0635	0.028	-0.133398725352237	1.54121678388219	225167.432353486	130115.55165813	570000	35000	35662500.5	stripe_0066
chr1	35660001	35680000	chr1	35660001	36390000	3prime	shared	0.0435	0.037	1.89514116430238	2.89734529550839	194261.557156099	273809.936535347	730000	20000	35670000.5	stripe_0067
chr1	35830001	35850000	chr1	34550001	35850000	5prime	shared	0.088	0.078	-6.5770734973984	-5.58218419942254	102956.046987756	106166.30760326	1300000	20000	35840000.5	stripe_0068
chr1	35830001	35850000	chr1	35830001	36370000	3prime	mutant_only	NA	0.0835	NA	-2.15733108127693	NA	192745.052714115	540000	20000	35840000.5	stripe_0069
chr1	35870001	35890000	chr1	34505001	35890000	5prime	shared	0.086	0.053	-5.44769995380007	-2.89090085058264	119622.753818931	121338.143604484	1385000	20000	35880000.5	stripe_0070
chr1	35955001	35990000	chr1	35560001	35990000	5prime	shared	0.064	0.01	-4.60636066819953	8.32502775249078	278076.417173515	133211.973080991	430000	35000	35972500.5	stripe_0071
chr1	36050001	36075000	chr1	34760001	36075000	5prime	control_only	0.017	NA	-6.610956082023	NA	136247.657206442	NA	1315000	25000	36062500.5	stripe_0072
chr1	36060001	36080000	chr1	36060001	36605000	3prime	control_only	0.094	NA	0.571357487841797	NA	260857.825041886	NA	545000	20000	36070000.5	stripe_0073
chr1	36355001	36375000	chr1	36355001	36775000	3prime	shared	0.044	0.048	0.150919275554142	1.71439068859696	326667.912071243	267562.82430812	420000	20000	36365000.5	stripe_0074
chr1	36540001	36560000	chr1	36540001	37580000	3prime	shared	0.0445	0.062	5.19072504899251	3.13634939365959	202340.357758699	182764.818705027	1040000	20000	36550000.5	stripe_0075
chr1	36625001	36645000	chr1	36435001	36645000	5prime	mutant_only	NA	0.094	NA	-13.3772803786044	NA	626878.461880301	210000	20000	36635000.5	stripe_0076
chr1	36775001	36790000	chr1	36775001	37685000	3prime	mutant_only	NA	0.085	NA	-4.28316863919747	NA	80722.4796255624	910000	15000	36782500.5	stripe_0077
chr1	36935001	36950000	chr1	36935001	37430000	3prime	mutant_only	NA	0.09	NA	-4.07111881725418	NA	157753.042408952	495000	15000	36942500.5	stripe_0078
chr1	37235001	37255000	chr1	36735001	37255000	5prime	mutant_only	NA	0.0445	NA	1.37226531158074	NA	166419.321387981	520000	20000	37245000.5	stripe_0079
chr1	37615001	37635000	chr1	36690001	37635000	5prime	shared	0.048	0.045	-1.67165445703714	1.18412382075776	144547.150737536	110522.005279066	945000	20000	37625000.5	stripe_0080
chr1	37855001	37875000	chr1	37275001	37875000	5prime	shared	0.0375	0.064	4.69608434251478	-0.293436612705272	166007.368116475	82349.1641488566	600000	20000	37865000.5	stripe_0081
chr1	38185001	38205000	chr1	38185001	38900000	3prime	control_only	0.053	NA	-8.9021925479388	NA	179538.307327942	NA	715000	20000	38195000.5	stripe_0082
chr1	38570001	38590000	chr1	38175001	38590000	5prime	shared	0.061	0.051	0.806347519888461	1.91431435096404	282290.118803736	259743.221045506	415000	20000	38580000.5	stripe_0083
chr1	38735001	38765000	chr1	38245001	38765000	5prime	shared	0.0715	0.049	-4.64704572060147	-3.98692076943147	188509.783362882	178282.211805393	520000	30000	38750000.5	stripe_0084
chr1	38995001	39015000	chr1	38995001	39575000	3prime	shared	0.0135	0.014	28.8716397450035	18.038060354586	216874.796031748	159210.272838172	580000	20000	39005000.5	stripe_0085
chr1	39310001	39345000	chr1	38995001	39345000	5prime	shared	0.069	0.0645	-3.5728036900289	-6.14585329692694	279940.962582497	197516.673055494	350000	35000	39327500.5	stripe_0086
chr1	39505001	39540000	chr1	38845001	39540000	5prime	shared	0.042	0.057	2.17508401111498	1.88619376063887	261641.339295869	362039.816648602	695000	35000	39522500.5	stripe_0087
chr1	39745001	39780000	chr1	39745001	40020000	3prime	mutant_only	NA	0.063	NA	-2.50434433238589	NA	239984.672823567	275000	35000	39762500.5	stripe_0088
chr1	40070001	40095000	chr1	39175001	40095000	5prime	shared	0.039	0.051	0.701400199789328	-0.000182340969045862	131210.682954534	177717.698175967	920000	25000	40082500.5	stripe_0089
chr1	40360001	40385000	chr1	39520001	40385000	5prime	shared	0.041	0.048	2.83388222811379	3.32411274062353	102380.115867737	88457.8087655265	865000	25000	40372500.5	stripe_0090
chr1	42905001	42925000	chr1	42905001	43210000	3prime	shared	0.075	0.0485	2.88902271309039	4.2425408834514	233450.147698664	232459.058194584	305000	20000	42915000.5	stripe_0091
chr1	43085001	43110000	chr1	43085001	44155000	3prime	control_only	0.0825	NA	1.74393909383658	NA	113491.294763159	NA	1070000	25000	43097500.5	stripe_0092
chr1	43285001	43305000	chr1	43285001	43835000	3prime	shared	0.0215	0.028	9.20212830493359	5.45650211264499	167835.84321487	112278.312174954	550000	20000	43295000.5	stripe_0093
chr1	43440001	43460000	chr1	43440001	44120000	3prime	mutant_only	NA	0.092	NA	-3.09477939629895	NA	186363.51376342	680000	20000	43450000.5	stripe_0094
chr1	47800001	47820000	chr1	47800001	49490000	3prime	shared	0.043	0.065	0.248428459089131	-0.146874885467802	38636.7495742728	36264.4536848451	1690000	20000	47810000.5	stripe_0095
chr1	48515001	48540000	chr1	47815001	48540000	5prime	shared	0.078	0.083	-0.328221429635493	-2.0839396067296	121291.677004566	160668.250888022	725000	25000	48527500.5	stripe_0096
chr1	48520001	48540000	chr1	48520001	50050000	3prime	shared	0.054	0.06	0.273561155522048	1.12308352892364	73334.5225778043	117844.632764546	1530000	20000	48530000.5	stripe_0097
chr1	48725001	48755000	chr1	48725001	49925000	3prime	shared	0.0595	0.062	1.63605230933289	1.70680019645076	74015.8856799972	100431.90314719	1200000	30000	48740000.5	stripe_0098
chr1	48725001	48750000	chr1	48045001	48750000	5prime	mutant_only	NA	0.082	NA	-1.32530254423898	NA	97964.8850633096	705000	25000	48737500.5	stripe_0099
chr1	50915001	50935000	chr1	50915001	52300000	3prime	shared	0.043	0.046	-3.92020255795573	-1.59729822998956	117342.722767687	95189.9413743582	1385000	20000	50925000.5	stripe_0100
chr1	50950001	50965000	chr1	50950001	51315000	3prime	mutant_only	NA	0.057	NA	-5.97168734442184	NA	185624.309645942	365000	15000	50957500.5	stripe_0101
chr1	51225001	51250000	chr1	50925001	51250000	5prime	mutant_only	NA	0.064	NA	-13.1295991269659	NA	287320.775413742	325000	25000	51237500.5	stripe_0102
chr1	51320001	51340000	chr1	50975001	51340000	5prime	shared	0.024	0.031	2.32111476894313	5.74155123216281	296104.442406087	251170.649828643	365000	20000	51330000.5	stripe_0103
chr1	51460001	51480000	chr1	50915001	51480000	5prime	shared	0.049	0.067	3.34412620656411	-0.472434698572249	191156.782125747	167915.929218921	565000	20000	51470000.5	stripe_0104
chr1	51465001	51485000	chr1	51465001	52490000	3prime	shared	0.084	0.067	2.06615197334249	3.63931429190581	150103.97359722	173289.983020888	1025000	20000	51475000.5	stripe_0105
chr1	51605001	51630000	chr1	50915001	51630000	5prime	shared	0.05	0.06	-2.04858288057808	-3.11129066684262	156417.762096955	124934.491773381	715000	25000	51617500.5	stripe_0106
chr1	51615001	51640000	chr1	51615001	52305000	3prime	shared	0.0575	0.097	0.177548597592208	-0.787874417831919	162814.207537222	86273.4954058725	690000	25000	51627500.5	stripe_0107
chr1	52145001	52165000	chr1	52145001	53275000	3prime	shared	0.018	0.0245	5.17365088982098	1.81188624086669	214401.211073421	189756.474452008	1130000	20000	52155000.5	stripe_0108
chr1	52610001	52640000	chr1	52115001	52640000	5prime	shared	0.044	0.032	-1.61604023513481	2.45440552043566	174694.620077485	145711.933677179	525000	30000	52625000.5	stripe_0109
chr1	52945001	52970000	chr1	52945001	53370000	3prime	control_only	0.061	NA	0.762877630011341	NA	209982.258091627	NA	425000	25000	52957500.5	stripe_0110
chr1	52950001	52970000	chr1	52265001	52970000	5prime	shared	0.083	0.037	0.0518289319734425	2.05363060475276	130830.668046462	219571.003598574	705000	20000	52960000.5	stripe_0111
chr1	53015001	53040000	chr1	52630001	53040000	5prime	control_only	0.073	NA	-0.920801294547486	NA	210683.576473817	NA	410000	25000	53027500.5	stripe_0112
chr1	53270001	53300000	chr1	52680001	53300000	5prime	mutant_only	NA	0.0995	NA	-2.52465337240425	NA	102094.77412356	620000	30000	53285000.5	stripe_0113
chr1	53275001	53295000	chr1	52455001	53295000	5prime	control_only	0.093	NA	-3.23437527789205	NA	101305.339799701	NA	840000	20000	53285000.5	stripe_0114
chr1	53345001	53365000	chr1	52105001	53365000	5prime	shared	0.08	0.098	-1.75208588113709	-1.83005772792914	64819.2175496874	88630.2990082347	1260000	20000	53355000.5	stripe_0115
chr1	54175001	54200000	chr1	53970001	54200000	5prime	mutant_only	NA	0.0395	NA	0.576582268750527	NA	414263.400592139	230000	25000	54187500.5	stripe_0116
chr1	54365001	54385000	chr1	53790001	54385000	5prime	control_only	0.063	NA	0.947008491442962	NA	136489.582795947	NA	595000	20000	54375000.5	stripe_0117
chr1	54660001	54680000	chr1	54660001	55150000	3prime	control_only	0.086	NA	1.65919479085558	NA	121725.789019564	NA	490000	20000	54670000.5	stripe_0118
chr1	54820001	54840000	chr1	54820001	55165000	3prime	shared	0.069	0.073	2.4776520471149	2.53732441177442	197114.161356039	181083.744175377	345000	20000	54830000.5	stripe_0119
chr1	55230001	55250000	chr1	54980001	55250000	5prime	control_only	0.096	NA	0.260846535353329	NA	198579.353149843	NA	270000	20000	55240000.5	stripe_0120
chr1	55730001	55750000	chr1	54995001	55750000	5prime	shared	0.088	0.085	0.0918058461422284	0.337814226672212	87597.9566386947	67191.7457644853	755000	20000	55740000.5	stripe_0121
chr1	55970001	55990000	chr1	55970001	57255000	3prime	shared	0.063	0.048	2.48076767914968	2.56622031696756	52861.5432023873	49284.7102460743	1285000	20000	55980000.5	stripe_0122
chr1	58130001	58150000	chr1	57350001	58150000	5prime	mutant_only	NA	0.089	NA	0.77511963924666	NA	86579.4493510357	800000	20000	58140000.5	stripe_0123
chr1	59145001	59170000	chr1	59145001	60115000	3prime	mutant_only	NA	0.093	NA	-3.63935845017391	NA	109830.580366348	970000	25000	59157500.5	stripe_0124
chr1	59150001	59170000	chr1	59150001	59980000	3prime	shared	0.0645	0.0735	-2.50661587824981	-2.04191793293962	171418.105409542	143201.519817687	830000	20000	59160000.5	stripe_0125
chr1	59295001	59320000	chr1	59295001	59935000	3prime	shared	0.079	0.031	-10.356846350232	7.73415232125281	259304.251210831	374267.387710388	640000	25000	59307500.5	stripe_0126
chr1	59610001	59630000	chr1	59115001	59630000	5prime	mutant_only	NA	0.035	NA	-9.84740603909669	NA	331674.511936437	515000	20000	59620000.5	stripe_0127
chr1	60550001	60570000	chr1	60170001	60570000	5prime	shared	0.068	0.062	1.4980758778156	2.72349683739881	180750.373359521	264041.354181071	400000	20000	60560000.5	stripe_0128
chr1	60850001	60875000	chr1	59965001	60875000	5prime	shared	0.0315	0.015	3.80984244283145	12.47823081793	77020.3152826256	100874.876927893	910000	25000	60862500.5	stripe_0129
chr1	61370001	61390000	chr1	61370001	62490000	3prime	mutant_only	NA	0.08	NA	-0.920586053163183	NA	56269.349132563	1120000	20000	61380000.5	stripe_0130
chr1	61755001	61775000	chr1	61010001	61775000	5prime	mutant_only	NA	0.063	NA	2.1233146170582	NA	82685.2253159848	765000	20000	61765000.5	stripe_0131
chr1	61755001	61775000	chr1	61755001	63045000	3prime	mutant_only	NA	0.082	NA	-0.481754485358417	NA	50039.3486272876	1290000	20000	61765000.5	stripe_0132
chr1	61905001	61935000	chr1	61905001	63050000	3prime	control_only	0.092	NA	1.29222628447352	NA	64839.039432564	NA	1145000	30000	61920000.5	stripe_0133
chr1	62570001	62590000	chr1	61635001	62590000	5prime	mutant_only	NA	0.095	NA	0.0883158109901232	NA	71450.8633696051	955000	20000	62580000.5	stripe_0134
chr1	62575001	62590000	chr1	62575001	63065000	3prime	mutant_only	NA	0.096	NA	0.92791718930089	NA	124222.660997312	490000	15000	62582500.5	stripe_0135
chr1	63645001	63670000	chr1	63645001	65065000	3prime	control_only	0.01	NA	17.2466745602677	NA	94975.1150122674	NA	1420000	25000	63657500.5	stripe_0136
chr1	63645001	63670000	chr1	63645001	65080000	3prime	mutant_only	NA	0.011	NA	14.6771739168392	NA	77485.4505361659	1435000	25000	63657500.5	stripe_0137
chr1	63750001	63770000	chr1	63750001	64625000	3prime	shared	0.008	0.007	40.1744740006571	30.5777914166814	170681.116357834	140091.842733415	875000	20000	63760000.5	stripe_0138
chr1	63920001	63940000	chr1	63920001	65010000	3prime	shared	0.0405	0.0755	-7.16417530969702	-3.65523115043695	161048.118833883	120953.839526186	1090000	20000	63930000.5	stripe_0139
chr1	64115001	64135000	chr1	64115001	64610000	3prime	mutant_only	NA	0.025	NA	-6.9791728728952	NA	309001.983984462	495000	20000	64125000.5	stripe_0140
chr1	64210001	64230000	chr1	64210001	64625000	3prime	mutant_only	NA	0.088	NA	-6.26071261061841	NA	336008.764908562	415000	20000	64220000.5	stripe_0141
chr1	64215001	64245000	chr1	63815001	64245000	5prime	shared	0.031	0.077	-9.54304778192132	-11.9867060361479	406742.582237409	164256.30848235	430000	30000	64230000.5	stripe_0142
chr1	64215001	64250000	chr1	63725001	64250000	5prime	mutant_only	NA	0.033	NA	-12.3786819139475	NA	296940.549194222	525000	35000	64232500.5	stripe_0143
chr1	64275001	64295000	chr1	63435001	64295000	5prime	control_only	0.0925	NA	-15.5249353407967	NA	203342.741080806	NA	860000	20000	64285000.5	stripe_0144
chr1	64435001	64455000	chr1	63690001	64455000	5prime	shared	0.002	0.002	40.8020992486645	49.3414479407239	277418.245255096	228304.604753031	765000	20000	64445000.5	stripe_0145
chr1	64520001	64540000	chr1	63835001	64540000	5prime	mutant_only	NA	0.068	NA	2.27659353504633	NA	99503.2637903166	705000	20000	64530000.5	stripe_0146
chr1	64715001	64735000	chr1	64715001	65015000	3prime	control_only	0.0895	NA	-4.88802878602724	NA	247587.938404898	NA	300000	20000	64725000.5	stripe_0147
chr1	64975001	64995000	chr1	63675001	64995000	5prime	mutant_only	NA	0.081	NA	-2.75362840180463	NA	66989.5197557416	1320000	20000	64985000.5	stripe_0148
chr1	65165001	65185000	chr1	63735001	65185000	5prime	shared	0.0525	0.053	2.32905422777888	2.70291407367156	73033.366654735	75229.3173205532	1450000	20000	65175000.5	stripe_0149
chr1	65305001	65325000	chr1	65305001	66490000	3prime	shared	0.02	0.0075	-7.23829993788933	4.05549852003486	115340.099313921	130258.777706583	1185000	20000	65315000.5	stripe_0150
chr1	65540001	65560000	chr1	65540001	66705000	3prime	shared	0.022	0.019	10.2465816598169	8.64194207946043	138091.78959197	120927.21654582	1165000	20000	65550000.5	stripe_0151
chr1	65915001	65935000	chr1	65195001	65935000	5prime	mutant_only	NA	0.0695	NA	-1.19288510372447	NA	82391.8631730076	740000	20000	65925000.5	stripe_0152
chr1	66100001	66125000	chr1	66100001	66715000	3prime	shared	0.027	0.021	2.1451204432004	4.03854185288533	139455.991908963	132436.831284651	615000	25000	66112500.5	stripe_0153
chr1	66170001	66190000	chr1	66170001	66700000	3prime	control_only	0.0245	NA	-2.99439236482446	NA	280815.510607051	NA	530000	20000	66180000.5	stripe_0154
chr1	66170001	66190000	chr1	66170001	66710000	3prime	mutant_only	NA	0.04	NA	-3.84067792401607	NA	208980.092411849	540000	20000	66180000.5	stripe_0155
chr1	66320001	66350000	chr1	66320001	66825000	3prime	shared	0.079	0.096	-1.48278830543659	-1.80295726512151	294337.36562781	321207.717993978	505000	30000	66335000.5	stripe_0156
chr1	67630001	67650000	chr1	67630001	69325000	3prime	shared	0.024	0.024	9.45826523130215	10.1068120841925	48034.9941773832	43108.6117388438	1695000	20000	67640000.5	stripe_0157
chr1	68170001	68190000	chr1	68170001	69100000	3prime	mutant_only	NA	0.0995	NA	0.743514478198666	NA	69960.9999936598	930000	20000	68180000.5	stripe_0158
chr1	68445001	68465000	chr1	68445001	69100000	3prime	mutant_only	NA	0.097	NA	1.24496028329292	NA	72935.5340853954	655000	20000	68455000.5	stripe_0159
chr1	68645001	68670000	chr1	68645001	69075000	3prime	control_only	0.08	NA	0.502069757009058	NA	134616.971736079	NA	430000	25000	68657500.5	stripe_0160
