chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
chr1	CHH	OB	2	9	802	47820	923	53611
chr1	CHH	OB	2	90	747	46737	844	52383
chr1	CHH	OB	2	91	796	47008	935	52605
chr1	CHH	OB	2	92	840	46892	951	52562
chr1	CHH	OB	2	93	832	47064	944	52785
chr1	CHH	OB	2	94	796	46794	924	52426
chr1	CHH	OB	2	95	842	46684	979	52154
chr1	CHH	OB	2	96	786	46712	878	52264
chr1	CHH	OB	2	97	900	47023	1065	52573
chr1	CHH	OB	2	98	799	46530	896	52054
chr1	CHH	OB	2	99	790	46303	891	51761
chr1	CHH	OT	1	1	580	45206	640	50573
chr1	CHH	OT	1	10	704	47369	777	53247
chr1	CHH	OT	1	100	722	47078	799	52836
chr1	CHH	OT	1	101	713	46583	811	52269
chr1	CHH	OT	1	11	696	47039	774	52615
chr1	CHH	OT	1	12	677	47036	765	52667
chr1	CHH	OT	1	13	681	46075	747	51584
chr1	CHH	OT	1	14	686	46561	764	52206
chr1	CHH	OT	1	15	638	46409	715	52053
chr1	CHH	OT	1	16	663	46700	759	52334
chr1	CHH	OT	1	17	619	45884	684	51533
chr1	CHH	OT	1	18	707	46397	807	52106
chr1	CHH	OT	1	19	670	46021	750	51724
chr1	CHH	OT	1	2	788	39760	888	44535
chr1	CHH	OT	1	20	694	46506	797	52222
chr1	CHH	OT	1	21	677	47398	766	53016
chr1	CHH	OT	1	22	714	47677	809	53403
chr1	CHH	OT	1	23	627	47068	703	52756
chr1	CHH	OT	1	24	670	47166	749	52811
chr1	CHH	OT	1	25	643	47345	736	52912
chr1	CHH	OT	1	26	698	47042	798	52681
chr1	CHH	OT	1	27	706	47225	804	52962
chr1	CHH	OT	1	28	682	47310	776	53002
chr1	CHH	OT	1	29	642	46968	710	52686
chr1	CHH	OT	1	3	646	41361	727	46346
chr1	CHH	OT	1	30	669	47256	759	52971
chr1	CHH	OT	1	31	656	47285	744	52985
chr1	CHH	OT	1	32	686	47258	789	53020
chr1	CHH	OT	1	33	719	47133	809	52879
chr1	CHH	OT	1	34	715	47237	810	53056
chr1	CHH	OT	1	35	662	47391	727	53113
chr1	CHH	OT	1	36	709	47294	808	53138
chr1	CHH	OT	1	37	652	47114	750	52854
chr1	CHH	OT	1	38	664	47218	741	52816
chr1	CHH	OT	1	39	659	47265	739	53034
chr1	CHH	OT	1	4	750	45415	860	50964
chr1	CHH	OT	1	40	719	47389	817	53176
chr1	CHH	OT	1	41	706	47078	803	52884
chr1	CHH	OT	1	42	681	47098	766	52773
chr1	CHH	OT	1	43	736	47166	836	52848
chr1	CHH	OT	1	44	730	47196	805	53066
chr1	CHH	OT	1	45	702	47607	807	53547
chr1	CHH	OT	1	46	694	47201	788	52911
chr1	CHH	OT	1	47	676	47160	754	52825
chr1	CHH	OT	1	48	717	47544	806	53282
chr1	CHH	OT	1	49	650	47132	718	52897
chr1	CHH	OT	1	5	646	45505	728	51056
chr1	CHH	OT	1	50	688	47269	774	52999
chr1	CHH	OT	1	51	684	47231	746	53042
chr1	CHH	OT	1	52	745	47375	850	53253
chr1	CHH	OT	1	53	733	47303	816	53059
chr1	CHH	OT	1	54	721	47439	822	53048
chr1	CHH	OT	1	55	716	47630	811	53366
chr1	CHH	OT	1	56	721	47332	813	53143
chr1	CHH	OT	1	57	689	46967	774	52690
chr1	CHH	OT	1	58	698	47133	797	52965
chr1	CHH	OT	1	59	677	47377	752	53072
chr1	CHH	OT	1	6	736	47140	822	52829
chr1	CHH	OT	1	60	710	47288	827	53196
chr1	CHH	OT	1	61	744	47448	839	53192
chr1	CHH	OT	1	62	752	47350	869	53030
chr1	CHH	OT	1	63	710	47202	806	52893
chr1	CHH	OT	1	64	733	47461	839	53219
chr1	CHH	OT	1	65	671	47251	751	53024
chr1	CHH	OT	1	66	780	47187	883	52866
chr1	CHH	OT	1	67	699	47469	799	53246
chr1	CHH	OT	1	68	704	47592	802	53325
chr1	CHH	OT	1	69	711	47203	807	52993
chr1	CHH	OT	1	7	688	43911	759	49199
chr1	CHH	OT	1	70	716	47136	821	52741
chr1	CHH	OT	1	71	718	47419	815	53168
chr1	CHH	OT	1	72	696	47741	787	53625
chr1	CHH	OT	1	73	771	47340	874	52983
chr1	CHH	OT	1	74	715	47470	801	53311
chr1	CHH	OT	1	75	711	47420	802	53160
chr1	CHH	OT	1	76	755	47322	847	53098
chr1	CHH	OT	1	77	736	47090	814	52785
chr1	CHH	OT	1	78	676	47450	762	53134
chr1	CHH	OT	1	79	716	47591	796	53413
chr1	CHH	OT	1	8	707	47857	787	53704
chr1	CHH	OT	1	80	756	47270	863	53064
chr1	CHH	OT	1	81	682	47241	769	52875
chr1	CHH	OT	1	82	759	47647	869	53455
chr1	CHH	OT	1	83	717	47155	816	52883
chr1	CHH	OT	1	84	734	47274	845	52902
chr1	CHH	OT	1	85	714	47137	813	52855
chr1	CHH	OT	1	86	767	47007	880	52687
chr1	CHH	OT	1	87	754	47044	863	52830
chr1	CHH	OT	1	88	731	47635	825	53385
chr1	CHH	OT	1	89	734	47072	852	52761
chr1	CHH	OT	1	9	691	46857	775	52460
chr1	CHH	OT	1	90	719	47143	813	52845
chr1	CHH	OT	1	91	738	47366	808	53110
chr1	CHH	OT	1	92	715	47350	820	53150
chr1	CHH	OT	1	93	725	47253	824	53011
chr1	CHH	OT	1	94	777	47554	888	53375
chr1	CHH	OT	1	95	724	46942	822	52756
chr1	CHH	OT	1	96	702	47183	790	52963
chr1	CHH	OT	1	97	721	47002	814	52560
chr1	CHH	OT	1	98	742	47088	842	52723
chr1	CHH	OT	1	99	728	47003	820	52742
chr1	CHH	OT	2	1	688	46993	762	52724
chr1	CHH	OT	2	10	725	47017	809	52592
chr1	CHH	OT	2	100	621	42504	689	47626
chr1	CHH	OT	2	101	617	41708	698	46761
chr1	CHH	OT	2	11	747	47486	842	53189
chr1	CHH	OT	2	12	697	47293	780	53062
chr1	CHH	OT	2	13	729	47178	815	52981
chr1	CHH	OT	2	14	734	46927	827	52600
chr1	CHH	OT	2	15	725	47240	810	52992
chr1	CHH	OT	2	16	767	47699	853	53502
chr1	CHH	OT	2	17	752	47226	831	52867
chr1	CHH	OT	2	18	717	47142	808	52970
chr1	CHH	OT	2	19	701	47147	784	52839
chr1	CHH	OT	2	2	716	47561	818	53328
chr1	CHH	OT	2	20	727	47013	827	52768
chr1	CHH	OT	2	21	707	47184	793	52800
chr1	CHH	OT	2	22	757	47474	854	53213
chr1	CHH	OT	2	23	758	46965	857	52621
chr1	CHH	OT	2	24	734	47412	839	53212
chr1	CHH	OT	2	25	687	47217	765	52863
chr1	CHH	OT	2	26	772	47083	869	52580
chr1	CHH	OT	2	27	732	47377	837	53166
chr1	CHH	OT	2	28	635	47412	710	53135
chr1	CHH	OT	2	29	712	46994	797	52809
chr1	CHH	OT	2	3	724	46671	809	52354
chr1	CHH	OT	2	30	726	47744	804	53544
chr1	CHH	OT	2	31	664	47111	760	52732
chr1	CHH	OT	2	32	704	47391	798	53052
chr1	CHH	OT	2	33	715	47459	796	53189
chr1	CHH	OT	2	34	728	47486	810	53261
chr1	CHH	OT	2	35	700	47652	779	53393
chr1	CHH	OT	2	36	745	47777	831	53513
chr1	CHH	OT	2	37	723	47401	808	53061
chr1	CHH	OT	2	38	743	47170	822	52952
chr1	CHH	OT	2	39	690	47642	763	53351
chr1	CHH	OT	2	4	775	46955	878	52806
chr1	CHH	OT	2	40	717	47215	803	52935
chr1	CHH	OT	2	41	773	47967	859	53809
chr1	CHH	OT	2	42	729	47540	808	53314
chr1	CHH	OT	2	43	684	47440	769	53189
chr1	CHH	OT	2	44	769	47248	858	52884
chr1	CHH	OT	2	45	739	47516	839	53287
chr1	CHH	OT	2	46	720	47535	805	53285
chr1	CHH	OT	2	47	708	47570	804	53282
chr1	CHH	OT	2	48	720	47531	803	53361
chr1	CHH	OT	2	49	741	47239	839	52988
chr1	CHH	OT	2	5	718	47473	794	53222
chr1	CHH	OT	2	50	696	47621	770	53470
chr1	CHH	OT	2	51	715	47298	797	52994
chr1	CHH	OT	2	52	668	47385	737	53201
chr1	CHH	OT	2	53	745	47524	825	53280
chr1	CHH	OT	2	54	700	47260	780	52941
chr1	CHH	OT	2	55	726	47422	812	53181
chr1	CHH	OT	2	56	713	47505	805	53138
chr1	CHH	OT	2	57	707	47707	780	53597
chr1	CHH	OT	2	58	709	47384	780	53166
chr1	CHH	OT	2	59	733	47151	811	52815
chr1	CHH	OT	2	6	694	47132	792	52787
chr1	CHH	OT	2	60	687	47441	777	53252
chr1	CHH	OT	2	61	685	47460	771	53258
chr1	CHH	OT	2	62	686	47414	771	53143
chr1	CHH	OT	2	63	707	47425	803	53201
chr1	CHH	OT	2	64	738	47486	829	53120
chr1	CHH	OT	2	65	730	47597	807	53372
chr1	CHH	OT	2	66	668	47464	739	53266
chr1	CHH	OT	2	67	684	47578	761	53293
chr1	CHH	OT	2	68	761	47352	865	52982
chr1	CHH	OT	2	69	704	47139	805	52849
chr1	CHH	OT	2	7	729	47000	806	52637
chr1	CHH	OT	2	70	643	47362	723	53084
chr1	CHH	OT	2	71	688	47515	777	53077
chr1	CHH	OT	2	72	679	47195	772	52928
chr1	CHH	OT	2	73	746	47049	843	52726
chr1	CHH	OT	2	74	671	47000	760	52558
chr1	CHH	OT	2	75	683	47267	761	53004
chr1	CHH	OT	2	76	679	47160	759	53013
chr1	CHH	OT	2	77	685	46522	767	52220
chr1	CHH	OT	2	78	691	46830	767	52429
chr1	CHH	OT	2	79	666	46557	752	52100
chr1	CHH	OT	2	8	692	47377	776	53036
chr1	CHH	OT	2	80	683	46700	743	52462
chr1	CHH	OT	2	81	684	47268	767	52934
chr1	CHH	OT	2	82	712	46808	796	52326
chr1	CHH	OT	2	83	703	47848	787	53592
chr1	CHH	OT	2	84	728	47187	802	52864
chr1	CHH	OT	2	85	684	46519	763	52090
chr1	CHH	OT	2	86	662	46459	741	52073
chr1	CHH	OT	2	87	670	46157	767	51728
chr1	CHH	OT	2	88	677	46483	766	52170
chr1	CHH	OT	2	89	631	46688	719	52367
chr1	CHH	OT	2	9	736	46877	814	52671
chr1	CHH	OT	2	90	672	46106	759	51701
chr1	CHH	OT	2	91	621	46748	694	52547
chr1	CHH	OT	2	92	696	46833	780	52564
chr1	CHH	OT	2	93	733	48232	803	54178
chr1	CHH	OT	2	94	665	45504	763	50884
chr1	CHH	OT	2	95	746	49484	835	55461
chr1	CHH	OT	2	96	718	49087	816	55040
chr1	CHH	OT	2	97	733	51037	813	57284
chr1	CHH	OT	2	98	742	52695	824	59071
chr1	CHH	OT	2	99	708	46307	805	51794
chr1	CHG	OB	1	1	166	13531	188	15134
chr1	CHG	OB	1	10	188	13500	214	15061
chr1	CHG	OB	1	100	172	11339	192	12702
chr1	CHG	OB	1	101	115	11609	123	12974
chr1	CHG	OB	1	11	177	13646	204	15401
chr1	CHG	OB	1	12	168	13523	187	15174
chr1	CHG	OB	1	13	157	13419	180	15079
chr1	CHG	OB	1	14	151	13502	175	15061
chr1	CHG	OB	1	15	190	13599	211	15227
chr1	CHG	OB	1	16	152	13836	175	15507
chr1	CHG	OB	1	17	150	13554	169	15210
chr1	CHG	OB	1	18	194	13629	220	15229
chr1	CHG	OB	1	19	166	13750	182	15321
chr1	CHG	OB	1	2	188	13373	219	14972
chr1	CHG	OB	1	20	165	13544	183	15191
chr1	CHG	OB	1	21	168	13578	185	15169
chr1	CHG	OB	1	22	150	13610	179	15276
chr1	CHG	OB	1	23	175	13640	197	15250
chr1	CHG	OB	1	24	193	13541	211	15138
chr1	CHG	OB	1	25	179	13656	204	15272
chr1	CHG	OB	1	26	156	13421	175	14991
chr1	CHG	OB	1	27	162	13609	186	15212
chr1	CHG	OB	1	28	177	13529	209	15181
chr1	CHG	OB	1	29	180	13661	197	15309
chr1	CHG	OB	1	3	162	13769	196	15436
chr1	CHG	OB	1	30	187	13608	211	15294
chr1	CHG	OB	1	31	170	13550	198	15193
chr1	CHG	OB	1	32	163	13810	182	15554
chr1	CHG	OB	1	33	168	13517	193	15190
chr1	CHG	OB	1	34	168	13515	198	15082
chr1	CHG	OB	1	35	151	13387	177	14946
chr1	CHG	OB	1	36	166	13805	184	15494
chr1	CHG	OB	1	37	152	13529	175	15201
chr1	CHG	OB	1	38	180	13515	196	15199
chr1	CHG	OB	1	39	162	13434	189	14968
chr1	CHG	OB	1	4	161	13518	186	15116
chr1	CHG	OB	1	40	172	13591	197	15269
chr1	CHG	OB	1	41	181	13398	213	14999
chr1	CHG	OB	1	42	155	13321	170	14923
chr1	CHG	OB	1	43	145	13597	161	15182
chr1	CHG	OB	1	44	177	13681	203	15313
chr1	CHG	OB	1	45	143	13549	159	15135
chr1	CHG	OB	1	46	177	13614	204	15266
chr1	CHG	OB	1	47	155	13259	186	14856
chr1	CHG	OB	1	48	163	13601	185	15265
chr1	CHG	OB	1	49	140	13608	160	15269
chr1	CHG	OB	1	5	163	13507	189	15116
chr1	CHG	OB	1	50	154	13468	173	15075
chr1	CHG	OB	1	51	140	13404	147	15034
chr1	CHG	OB	1	52	152	13686	174	15331
chr1	CHG	OB	1	53	138	13410	157	14952
chr1	CHG	OB	1	54	200	13486	231	15053
chr1	CHG	OB	1	55	132	13452	155	15083
chr1	CHG	OB	1	56	128	13407	145	15029
chr1	CHG	OB	1	57	153	13480	178	15096
chr1	CHG	OB	1	58	162	13453	183	15004
chr1	CHG	OB	1	59	140	13617	162	15244
chr1	CHG	OB	1	6	173	13339	200	14906
chr1	CHG	OB	1	60	158	13302	178	14867
chr1	CHG	OB	1	61	153	13421	170	15016
chr1	CHG	OB	1	62	159	13252	179	14851
chr1	CHG	OB	1	63	149	13729	167	15393
chr1	CHG	OB	1	64	149	13343	167	14938
chr1	CHG	OB	1	65	141	13381	163	14901
chr1	CHG	OB	1	66	147	13421	170	15040
chr1	CHG	OB	1	67	158	13220	176	14831
chr1	CHG	OB	1	68	164	13555	183	15200
chr1	CHG	OB	1	69	152	13429	175	15032
chr1	CHG	OB	1	7	167	13452	189	15010
chr1	CHG	OB	1	70	143	13213	170	14858
chr1	CHG	OB	1	71	151	13407	174	15048
chr1	CHG	OB	1	72	157	13349	185	14924
chr1	CHG	OB	1	73	161	13545	188	15132
chr1	CHG	OB	1	74	137	13463	151	15051
chr1	CHG	OB	1	75	130	13316	151	14880
chr1	CHG	OB	1	76	160	13247	179	14835
chr1	CHG	OB	1	77	136	13386	159	15013
chr1	CHG	OB	1	78	145	13209	159	14795
chr1	CHG	OB	1	79	157	13331	177	15025
chr1	CHG	OB	1	8	155	13624	172	15290
chr1	CHG	OB	1	80	149	13210	168	14830
chr1	CHG	OB	1	81	166	13113	183	14666
chr1	CHG	OB	1	82	135	12658	154	14123
chr1	CHG	OB	1	83	166	12845	187	14415
chr1	CHG	OB	1	84	149	12846	170	14407
chr1	CHG	OB	1	85	162	13074	185	14698
chr1	CHG	OB	1	86	145	13325	161	14939
chr1	CHG	OB	1	87	159	13015	188	14593
chr1	CHG	OB	1	88	161	12915	184	14481
chr1	CHG	OB	1	89	174	12681	195	14121
chr1	CHG	OB	1	9	165	13279	182	14815
chr1	CHG	OB	1	90	157	12900	181	14444
chr1	CHG	OB	1	91	148	13192	176	14716
chr1	CHG	OB	1	92	149	12907	165	14459
chr1	CHG	OB	1	93	139	13062	161	14587
chr1	CHG	OB	1	94	156	13444	174	15047
chr1	CHG	OB	1	95	142	12097	160	13525
chr1	CHG	OB	1	96	144	12154	167	13592
chr1	CHG	OB	1	97	169	12748	186	14299
chr1	CHG	OB	1	98	181	12385	202	13820
chr1	CHG	OB	1	99	128	11243	145	12566
chr1	CHG	OB	2	1	170	11787	188	13131
chr1	CHG	OB	2	10	146	13255	171	14858
chr1	CHG	OB	2	100	150	13381	174	14976
chr1	CHG	OB	2	101	138	13415	154	15061
chr1	CHG	OB	2	11	149	13069	177	14592
chr1	CHG	OB	2	12	155	13023	178	14625
chr1	CHG	OB	2	13	158	13053	172	14636
chr1	CHG	OB	2	14	142	13236	163	14818
chr1	CHG	OB	2	15	135	12881	154	14406
chr1	CHG	OB	2	16	144	13098	161	14587
chr1	CHG	OB	2	17	152	13148	166	14666
chr1	CHG	OB	2	18	141	13144	152	14748
chr1	CHG	OB	2	19	135	13229	153	14815
chr1	CHG	OB	2	2	241	17874	271	19974
chr1	CHG	OB	2	20	141	12939	162	14461
chr1	CHG	OB	2	21	146	12613	162	14076
chr1	CHG	OB	2	22	121	12788	140	14285
chr1	CHG	OB	2	23	141	13381	160	15013
chr1	CHG	OB	2	24	164	13290	190	14861
chr1	CHG	OB	2	25	165	13133	188	14638
chr1	CHG	OB	2	26	134	13268	157	14940
chr1	CHG	OB	2	27	148	13306	173	14923
chr1	CHG	OB	2	28	156	13407	177	15085
chr1	CHG	OB	2	29	140	13187	156	14770
chr1	CHG	OB	2	3	137	12043	157	13451
chr1	CHG	OB	2	30	151	13208	166	14813
chr1	CHG	OB	2	31	138	13380	153	14927
chr1	CHG	OB	2	32	130	13369	154	14949
chr1	CHG	OB	2	33	136	13298	156	14956
chr1	CHG	OB	2	34	133	13437	140	15072
chr1	CHG	OB	2	35	138	13328	163	14909
chr1	CHG	OB	2	36	149	13317	164	14890
chr1	CHG	OB	2	37	146	13472	165	15040
chr1	CHG	OB	2	38	173	13322	191	14866
chr1	CHG	OB	2	39	152	13400	171	15010
chr1	CHG	OB	2	4	136	11021	152	12355
chr1	CHG	OB	2	40	170	13421	181	14977
chr1	CHG	OB	2	41	134	13260	150	14864
chr1	CHG	OB	2	42	163	13348	182	14976
chr1	CHG	OB	2	43	138	13260	152	14784
chr1	CHG	OB	2	44	129	13378	145	14983
chr1	CHG	OB	2	45	130	13340	142	14911
chr1	CHG	OB	2	46	161	13309	179	14857
chr1	CHG	OB	2	47	139	13566	164	15131
chr1	CHG	OB	2	48	128	13358	141	15037
chr1	CHG	OB	2	49	133	13330	152	14876
chr1	CHG	OB	2	5	149	11294	168	12681
chr1	CHG	OB	2	50	149	13637	167	15301
chr1	CHG	OB	2	51	141	13318	151	14932
