chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
chr1	CHH	OB	1	44	807	56173	902	62320
chr1	CHH	OB	1	45	808	56320	905	62536
chr1	CHH	OB	1	46	812	56234	900	62221
chr1	CHH	OB	1	47	810	56185	904	62394
chr1	CHH	OB	1	48	777	56491	858	62695
chr1	CHH	OB	1	49	800	56148	914	62268
chr1	CHH	OB	1	5	907	55813	1031	62010
chr1	CHH	OB	1	50	832	56305	926	62471
chr1	CHH	OB	1	51	803	56607	885	62785
chr1	CHH	OB	1	52	781	56383	864	62554
chr1	CHH	OB	1	53	827	56406	921	62607
chr1	CHH	OB	1	54	809	56359	891	62393
chr1	CHH	OB	1	55	742	56213	832	62403
chr1	CHH	OB	1	56	831	56141	918	62377
chr1	CHH	OB	1	57	822	56006	916	62191
chr1	CHH	OB	1	58	846	56262	952	62388
chr1	CHH	OB	1	59	821	56225	921	62502
chr1	CHH	OB	1	6	913	56407	998	62693
chr1	CHH	OB	1	60	858	55962	941	61994
chr1	CHH	OB	1	61	771	56233	854	62298
chr1	CHH	OB	1	62	805	56503	874	62808
chr1	CHH	OB	1	63	820	55976	919	62143
chr1	CHH	OB	1	64	812	56409	904	62445
chr1	CHH	OB	1	65	788	55947	869	62245
chr1	CHH	OB	1	66	827	56275	905	62561
chr1	CHH	OB	1	67	730	56329	825	62685
chr1	CHH	OB	1	68	790	56004	879	62065
chr1	CHH	OB	1	69	799	55832	886	62023
chr1	CHH	OB	1	7	845	56579	952	62649
chr1	CHH	OB	1	70	858	55799	951	61849
chr1	CHH	OB	1	71	813	56006	915	62248
chr1	CHH	OB	1	72	823	56099	912	62208
chr1	CHH	OB	1	73	793	56103	898	62222
chr1	CHH	OB	1	74	759	56276	845	62435
chr1	CHH	OB	1	75	817	55850	913	61972
chr1	CHH	OB	1	76	816	56012	884	62178
chr1	CHH	OB	1	77	741	56103	803	62244
chr1	CHH	OB	1	78	803	56067	892	62135
chr1	CHH	OB	1	79	797	56751	884	62991
chr1	CHH	OB	1	8	816	56635	916	62911
chr1	CHH	OB	1	80	781	56460	878	62592
chr1	CHH	OB	1	81	712	55920	794	62055
chr1	CHH	OB	1	82	776	55156	858	61202
chr1	CHH	OB	1	83	732	55647	818	61851
chr1	CHH	OB	1	84	775	55667	859	61790
chr1	CHH	OB	1	85	749	55223	822	61346
chr1	CHH	OB	1	86	773	55745	872	61864
chr1	CHH	OB	1	87	755	55543	841	61645
chr1	CHH	OB	1	88	747	55100	825	61188
chr1	CHH	OB	1	89	760	55271	847	61437
chr1	CHH	OB	1	9	856	56251	949	62506
chr1	CHH	OB	1	90	769	55664	855	61731
chr1	CHH	OB	1	91	781	55254	861	61289
chr1	CHH	OB	1	92	751	55586	830	61593
chr1	CHH	OB	1	93	814	55319	902	61306
chr1	CHH	OB	1	94	798	56795	898	63127
chr1	CHH	OB	1	95	800	53547	885	59563
chr1	CHH	OB	1	96	857	55161	941	61334
chr1	CHH	OB	1	97	799	53892	873	59865
chr1	CHH	OB	1	98	867	53228	971	59134
chr1	CHH	OB	1	99	805	50045	899	55616
chr1	CHH	OB	2	1	681	49407	749	54838
chr1	CHH	OB	2	10	833	55274	916	61241
chr1	CHH	OB	2	100	825	55676	956	61807
chr1	CHH	OB	2	101	832	55508	911	61758
chr1	CHH	OB	2	11	784	55111	866	61130
chr1	CHH	OB	2	12	889	55020	1010	60993
chr1	CHH	OB	2	13	850	55146	937	61245
chr1	CHH	OB	2	14	779	54892	873	60850
chr1	CHH	OB	2	15	788	55092	885	61017
chr1	CHH	OB	2	16	843	55402	922	61452
chr1	CHH	OB	2	17	885	55560	973	61620
chr1	CHH	OB	2	18	909	55653	1019	61696
chr1	CHH	OB	2	19	833	55884	925	61930
chr1	CHH	OB	2	2	693	51039	764	56654
chr1	CHH	OB	2	20	818	55605	898	61767
chr1	CHH	OB	2	21	822	55710	914	61792
chr1	CHH	OB	2	22	828	55846	920	61967
chr1	CHH	OB	2	23	835	55584	928	61744
chr1	CHH	OB	2	24	797	55922	866	62085
chr1	CHH	OB	2	25	838	55622	923	61687
chr1	CHH	OB	2	26	871	56091	982	62273
chr1	CHH	OB	2	27	852	56319	946	62465
chr1	CHH	OB	2	28	823	55797	914	61915
chr1	CHH	OB	2	29	805	55824	902	61936
chr1	CHH	OB	2	3	851	54200	943	60033
chr1	CHH	OB	2	30	787	55877	869	61870
chr1	CHH	OB	2	31	787	56132	875	62194
chr1	CHH	OB	2	32	871	56380	985	62460
chr1	CHH	OB	2	33	834	56310	914	62438
chr1	CHH	OB	2	34	843	56097	942	62178
chr1	CHH	OB	2	35	881	56079	981	62328
chr1	CHH	OB	2	36	795	56539	876	62703
chr1	CHH	OB	2	37	836	56337	940	62492
chr1	CHH	OB	2	38	824	56076	914	62286
chr1	CHH	OB	2	39	847	56147	949	62257
chr1	CHH	OB	2	4	905	60871	995	67645
chr1	CHH	OB	2	40	865	56268	977	62469
chr1	CHH	OB	2	41	800	56283	883	62412
chr1	CHH	OB	2	42	800	56428	893	62634
chr1	CHH	OB	2	43	862	55914	968	61988
chr1	CHH	OB	2	44	839	55928	926	62009
chr1	CHH	OB	2	45	873	56414	984	62603
chr1	CHH	OB	2	46	891	56236	977	62302
chr1	CHH	OB	2	47	877	55995	985	62221
chr1	CHH	OB	2	48	843	56402	944	62681
chr1	CHH	OB	2	49	799	56041	885	62105
chr1	CHH	OB	2	5	873	60810	966	67497
chr1	CHH	OB	2	50	865	56206	963	62339
chr1	CHH	OB	2	51	790	56047	873	62161
chr1	CHH	OB	2	52	863	56229	958	62389
chr1	CHH	OB	2	53	877	56432	952	62695
chr1	CHH	OB	2	54	877	56319	990	62424
chr1	CHH	OB	2	55	931	56195	1039	62350
chr1	CHH	OB	2	56	834	55912	933	62045
chr1	CHH	OB	2	57	859	56304	962	62614
chr1	CHH	OB	2	58	895	56007	986	62246
chr1	CHH	OB	2	59	851	56472	939	62730
chr1	CHH	OB	2	6	901	57863	1033	64126
chr1	CHH	OB	2	60	897	56428	995	62509
chr1	CHH	OB	2	61	848	56583	949	62892
chr1	CHH	OB	2	62	882	56106	984	62442
chr1	CHH	OB	2	63	860	56112	941	62212
chr1	CHH	OB	2	64	815	56577	907	62783
chr1	CHH	OB	2	65	881	56250	973	62430
chr1	CHH	OB	2	66	856	56349	948	62611
chr1	CHH	OB	2	67	898	56059	1021	62226
chr1	CHH	OB	2	68	842	55804	930	61860
chr1	CHH	OB	2	69	856	56077	949	62211
chr1	CHH	OB	2	7	892	58722	992	65197
chr1	CHH	OB	2	70	860	56747	971	62920
chr1	CHH	OB	2	71	804	55912	893	62045
chr1	CHH	OB	2	72	904	55867	1004	62040
chr1	CHH	OB	2	73	846	56034	969	62258
chr1	CHH	OB	2	74	858	56294	939	62450
chr1	CHH	OB	2	75	885	56239	979	62656
chr1	CHH	OB	2	76	832	56288	928	62316
chr1	CHH	OB	2	77	880	55970	980	62087
chr1	CHH	OB	2	78	845	56031	942	62229
chr1	CHH	OB	2	79	831	56397	922	62610
chr1	CHH	OB	2	8	892	54737	979	60552
chr1	CHH	OB	2	80	867	55934	989	62072
chr1	CHH	OB	2	81	844	55817	939	61832
chr1	CHH	OB	2	82	868	56376	981	62638
chr1	CHH	OB	2	83	812	56486	886	62607
chr1	CHH	OB	2	84	848	56123	943	62289
chr1	CHH	OB	2	85	899	55811	1011	61956
chr1	CHH	OB	2	86	838	55850	933	62160
chr1	CHH	OB	2	87	830	56327	933	62497
chr1	CHH	OB	2	88	875	56036	977	62224
chr1	CHH	OB	2	89	855	56124	944	62267
chr1	CHH	OB	2	9	815	56610	895	62648
chr1	CHH	OB	2	90	834	55832	921	61943
chr1	CHH	OB	2	91	836	56195	942	62378
chr1	CHH	OB	2	92	859	55868	975	61955
chr1	CHH	OB	2	93	876	56127	958	62211
chr1	CHH	OB	2	94	813	55757	910	61804
chr1	CHH	OB	2	95	863	55850	963	62015
chr1	CHH	OB	2	96	854	55586	929	61614
chr1	CHH	OB	2	97	900	55654	997	61789
chr1	CHH	OB	2	98	856	55668	941	61707
chr1	CHH	OB	2	99	791	55984	860	62088
chr1	CHH	OT	1	1	761	53812	843	59732
chr1	CHH	OT	1	10	768	55613	847	61569
chr1	CHH	OT	1	100	816	55596	914	61710
chr1	CHH	OT	1	101	830	55875	924	62118
chr1	CHH	OT	1	11	759	55428	847	61378
chr1	CHH	OT	1	12	850	55820	953	61907
chr1	CHH	OT	1	13	797	54809	908	60737
chr1	CHH	OT	1	14	803	55397	898	61424
chr1	CHH	OT	1	15	707	55239	789	61222
chr1	CHH	OT	1	16	756	55568	852	61618
chr1	CHH	OT	1	17	711	55085	784	60980
chr1	CHH	OT	1	18	817	55306	902	61331
chr1	CHH	OT	1	19	787	55081	878	61112
chr1	CHH	OT	1	2	828	47469	918	52698
chr1	CHH	OT	1	20	819	55606	926	61708
chr1	CHH	OT	1	21	794	55576	894	61601
chr1	CHH	OT	1	22	803	55870	900	62106
chr1	CHH	OT	1	23	782	55583	877	61710
chr1	CHH	OT	1	24	787	56238	875	62374
chr1	CHH	OT	1	25	773	55421	862	61431
chr1	CHH	OT	1	26	787	56074	893	62208
chr1	CHH	OT	1	27	774	56009	860	62156
chr1	CHH	OT	1	28	798	56048	870	62161
chr1	CHH	OT	1	29	778	55606	864	61798
chr1	CHH	OT	1	3	801	50239	916	55677
chr1	CHH	OT	1	30	784	56231	887	62404
chr1	CHH	OT	1	31	788	55594	882	61888
chr1	CHH	OT	1	32	812	55836	902	62033
chr1	CHH	OT	1	33	760	55703	874	61860
chr1	CHH	OT	1	34	761	55812	846	61867
chr1	CHH	OT	1	35	783	55589	879	61618
chr1	CHH	OT	1	36	849	55816	943	61963
chr1	CHH	OT	1	37	835	56050	924	62242
chr1	CHH	OT	1	38	788	55935	882	62148
chr1	CHH	OT	1	39	745	56174	835	62393
chr1	CHH	OT	1	4	881	53257	991	59255
chr1	CHH	OT	1	40	793	56148	869	62351
chr1	CHH	OT	1	41	769	55929	856	62109
chr1	CHH	OT	1	42	845	55649	934	61893
chr1	CHH	OT	1	43	803	55672	890	61923
chr1	CHH	OT	1	44	833	56136	914	62441
chr1	CHH	OT	1	45	787	56250	861	62482
chr1	CHH	OT	1	46	793	56269	885	62395
chr1	CHH	OT	1	47	761	55937	865	62076
chr1	CHH	OT	1	48	856	56390	961	62559
chr1	CHH	OT	1	49	780	55785	856	62012
chr1	CHH	OT	1	5	751	54196	837	60059
chr1	CHH	OT	1	50	837	56229	932	62495
chr1	CHH	OT	1	51	764	56112	871	62209
chr1	CHH	OT	1	52	757	56155	847	62420
chr1	CHH	OT	1	53	791	56292	888	62504
chr1	CHH	OT	1	54	852	55966	955	62168
chr1	CHH	OT	1	55	841	55931	939	62128
chr1	CHH	OT	1	56	839	56266	927	62520
chr1	CHH	OT	1	57	804	56557	919	62785
chr1	CHH	OT	1	58	741	56084	841	62281
chr1	CHH	OT	1	59	803	56306	890	62541
chr1	CHH	OT	1	6	831	55214	932	61345
chr1	CHH	OT	1	60	836	56665	934	62828
chr1	CHH	OT	1	61	803	56618	893	62740
chr1	CHH	OT	1	62	796	56070	881	62296
chr1	CHH	OT	1	63	853	56033	943	62264
chr1	CHH	OT	1	64	843	56436	926	62650
chr1	CHH	OT	1	65	838	55879	919	61918
chr1	CHH	OT	1	66	775	56077	853	62222
chr1	CHH	OT	1	67	829	56155	931	62381
chr1	CHH	OT	1	68	810	55838	901	61886
chr1	CHH	OT	1	69	808	56009	890	62085
chr1	CHH	OT	1	7	737	53390	823	59276
chr1	CHH	OT	1	70	831	55889	926	62052
chr1	CHH	OT	1	71	895	55663	1000	61694
chr1	CHH	OT	1	72	847	56063	954	62267
chr1	CHH	OT	1	73	795	56419	880	62559
chr1	CHH	OT	1	74	857	56180	966	62405
chr1	CHH	OT	1	75	843	56301	959	62507
chr1	CHH	OT	1	76	805	56207	902	62210
chr1	CHH	OT	1	77	851	55996	938	62231
chr1	CHH	OT	1	78	834	55707	922	61925
chr1	CHH	OT	1	79	876	56126	981	62405
chr1	CHH	OT	1	8	811	56788	891	62992
chr1	CHH	OT	1	80	826	55777	927	61976
chr1	CHH	OT	1	81	829	56002	922	62155
chr1	CHH	OT	1	82	881	56149	996	62341
chr1	CHH	OT	1	83	817	56053	916	62149
chr1	CHH	OT	1	84	840	56485	954	62811
chr1	CHH	OT	1	85	869	56099	981	62192
chr1	CHH	OT	1	86	865	55968	976	62108
chr1	CHH	OT	1	87	882	56093	967	62286
chr1	CHH	OT	1	88	830	56030	936	62137
chr1	CHH	OT	1	89	849	56358	936	62428
chr1	CHH	OT	1	9	768	55383	867	61455
chr1	CHH	OT	1	90	810	56303	913	62426
chr1	CHH	OT	1	91	847	55714	943	61696
chr1	CHH	OT	1	92	905	55851	1007	61996
chr1	CHH	OT	1	93	828	55660	928	61880
chr1	CHH	OT	1	94	854	55835	972	61968
chr1	CHH	OT	1	95	899	56069	1006	62199
chr1	CHH	OT	1	96	812	56411	926	62524
chr1	CHH	OT	1	97	882	55478	975	61475
chr1	CHH	OT	1	98	841	55813	916	61872
chr1	CHH	OT	1	99	886	55635	980	61671
chr1	CHH	OT	2	1	799	55916	897	62047
chr1	CHH	OT	2	10	820	55804	909	61877
chr1	CHH	OT	2	100	664	50929	738	56700
chr1	CHH	OT	2	101	561	49279	616	54713
chr1	CHH	OT	2	11	816	55943	913	62188
chr1	CHH	OT	2	12	794	56558	898	62753
chr1	CHH	OT	2	13	838	55887	928	61978
chr1	CHH	OT	2	14	822	55940	913	62079
chr1	CHH	OT	2	15	795	56267	871	62469
chr1	CHH	OT	2	16	820	56832	904	63007
chr1	CHH	OT	2	17	792	56156	886	62402
chr1	CHH	OT	2	18	812	56162	914	62439
chr1	CHH	OT	2	19	801	55986	889	62027
chr1	CHH	OT	2	2	827	55698	915	61762
chr1	CHH	OT	2	20	828	56197	923	62165
chr1	CHH	OT	2	21	797	56744	875	63049
chr1	CHH	OT	2	22	781	56285	868	62461
chr1	CHH	OT	2	23	835	55999	899	62243
chr1	CHH	OT	2	24	825	56100	928	62272
chr1	CHH	OT	2	25	807	56229	908	62437
chr1	CHH	OT	2	26	769	56505	847	62741
chr1	CHH	OT	2	27	863	56179	969	62319
chr1	CHH	OT	2	28	785	56015	855	62167
chr1	CHH	OT	2	29	807	56233	891	62419
chr1	CHH	OT	2	3	884	55853	964	62054
chr1	CHH	OT	2	30	749	56085	822	62256
chr1	CHH	OT	2	31	814	56370	894	62698
chr1	CHH	OT	2	32	825	56149	914	62218
chr1	CHH	OT	2	33	815	56201	903	62403
chr1	CHH	OT	2	34	771	56283	860	62426
chr1	CHH	OT	2	35	854	55742	921	61857
chr1	CHH	OT	2	36	781	56343	880	62613
chr1	CHH	OT	2	37	785	56036	859	62211
chr1	CHH	OT	2	38	808	56235	892	62463
chr1	CHH	OT	2	39	743	56124	841	62223
chr1	CHH	OT	2	4	802	55931	879	62206
chr1	CHH	OT	2	40	740	56351	797	62638
chr1	CHH	OT	2	41	820	56236	922	62286
chr1	CHH	OT	2	42	748	56357	843	62438
chr1	CHH	OT	2	43	840	56496	938	62702
chr1	CHH	OT	2	44	835	56107	931	62240
chr1	CHH	OT	2	45	845	56326	940	62551
chr1	CHH	OT	2	46	874	56370	973	62534
chr1	CHH	OT	2	47	825	55830	901	62031
chr1	CHH	OT	2	48	836	56660	930	62977
chr1	CHH	OT	2	49	844	56561	941	62818
chr1	CHH	OT	2	5	861	55920	961	62129
chr1	CHH	OT	2	50	812	56313	888	62477
chr1	CHH	OT	2	51	846	56281	936	62536
chr1	CHH	OT	2	52	826	56143	900	62256
chr1	CHH	OT	2	53	780	56239	868	62569
chr1	CHH	OT	2	54	791	56008	885	62177
chr1	CHH	OT	2	55	798	56133	893	62261
chr1	CHH	OT	2	56	781	55836	868	61833
chr1	CHH	OT	2	57	826	55359	918	61353
chr1	CHH	OT	2	58	794	55882	873	61994
chr1	CHH	OT	2	59	777	56178	871	62290
chr1	CHH	OT	2	6	806	55736	912	61868
chr1	CHH	OT	2	60	866	56232	960	62440
chr1	CHH	OT	2	61	819	56394	917	62619
chr1	CHH	OT	2	62	828	56637	920	63000
chr1	CHH	OT	2	63	754	56586	826	62747
chr1	CHH	OT	2	64	825	56139	914	62459
chr1	CHH	OT	2	65	826	55814	903	61791
chr1	CHH	OT	2	66	823	56768	918	62894
chr1	CHH	OT	2	67	805	56088	888	62234
chr1	CHH	OT	2	68	814	55925	900	61886
chr1	CHH	OT	2	69	788	55781	871	61987
chr1	CHH	OT	2	7	842	56179	922	62286
chr1	CHH	OT	2	70	790	55861	886	61998
chr1	CHH	OT	2	71	759	55798	846	61875
chr1	CHH	OT	2	72	800	55903	872	61955
chr1	CHH	OT	2	73	794	55434	874	61556
chr1	CHH	OT	2	74	797	55835	891	62010
chr1	CHH	OT	2	75	785	55837	871	61807
chr1	CHH	OT	2	76	786	56037	878	62207
chr1	CHH	OT	2	77	821	56037	905	62207
chr1	CHH	OT	2	78	782	55660	879	61721
chr1	CHH	OT	2	79	762	55223	849	61338
chr1	CHH	OT	2	8	809	55993	898	62032
chr1	CHH	OT	2	80	763	55754	858	61851
chr1	CHH	OT	2	81	816	55821	911	62050
chr1	CHH	OT	2	82	784	55553	844	61705
chr1	CHH	OT	2	83	746	56194	841	62604
chr1	CHH	OT	2	84	818	55794	911	61920
chr1	CHH	OT	2	85	808	55101	905	61078
chr1	CHH	OT	2	86	774	55466	864	61498
chr1	CHH	OT	2	87	777	55052	862	61112
chr1	CHH	OT	2	88	784	55465	874	61633
chr1	CHH	OT	2	89	781	55545	865	61669
chr1	CHH	OT	2	9	863	55447	966	61537
chr1	CHH	OT	2	90	776	55312	850	61440
chr1	CHH	OT	2	91	781	55512	874	61695
chr1	CHH	OT	2	92	788	55790	874	61930
chr1	CHH	OT	2	93	804	56882	882	63161
chr1	CHH	OT	2	94	789	55382	877	61504
chr1	CHH	OT	2	95	840	57683	935	64037
chr1	CHH	OT	2	96	839	57721	916	64043
chr1	CHH	OT	2	97	846	59754	942	66284
chr1	CHH	OT	2	98	846	60897	936	67646
chr1	CHH	OT	2	99	738	53880	814	59967
chr1	CHG	OB	1	1	197	16327	222	18059
chr1	CHG	OB	1	10	208	16286	236	17986
chr1	CHG	OB	1	100	200	12972	213	14359
chr1	CHG	OB	1	101	154	14715	167	16358
chr1	CHG	OB	1	11	209	16064	244	17789
chr1	CHG	OB	1	12	215	16313	248	18123
chr1	CHG	OB	1	13	191	16353	211	18111
chr1	CHG	OB	1	14	210	16298	238	18079
chr1	CHG	OB	1	15	228	16444	256	18313
chr1	CHG	OB	1	16	209	16340	227	18170
chr1	CHG	OB	1	17	217	16351	246	18104
chr1	CHG	OB	1	18	208	16294	237	18104
chr1	CHG	OB	1	19	188	16505	203	18365
chr1	CHG	OB	1	2	224	16067	255	17850
chr1	CHG	OB	1	20	214	16073	243	17853
chr1	CHG	OB	1	21	186	16248	213	18139
chr1	CHG	OB	1	22	229	16382	257	18178
chr1	CHG	OB	1	23	198	16207	217	18005
chr1	CHG	OB	1	24	193	16367	209	18144
chr1	CHG	OB	1	25	196	16171	218	18013
chr1	CHG	OB	1	26	185	16149	222	17875
chr1	CHG	OB	1	27	214	16332	248	18138
chr1	CHG	OB	1	28	206	16297	234	18114
chr1	CHG	OB	1	29	190	16246	208	18039
chr1	CHG	OB	1	3	202	16214	225	17985
chr1	CHG	OB	1	30	181	16243	199	18044
chr1	CHG	OB	1	31	219	16327	254	18086
chr1	CHG	OB	1	32	199	16441	215	18244
chr1	CHG	OB	1	33	194	16261	213	18142
chr1	CHG	OB	1	34	193	16223	217	18012
chr1	CHG	OB	1	35	168	16251	189	18056
chr1	CHG	OB	1	36	170	16328	188	18109
chr1	CHG	OB	1	37	208	16312	232	18098
chr1	CHG	OB	1	38	188	16097	200	17894
chr1	CHG	OB	1	39	182	16268	202	18044
chr1	CHG	OB	1	4	238	16281	256	18070
chr1	CHG	OB	1	40	177	16331	202	18187
chr1	CHG	OB	1	41	176	16271	188	18060
chr1	CHG	OB	1	42	183	16140	206	17903
chr1	CHG	OB	1	43	203	16237	226	17976
chr1	CHG	OB	1	44	178	16232	197	17990
chr1	CHG	OB	1	45	174	16008	191	17805
chr1	CHG	OB	1	46	183	16118	203	17918
chr1	CHG	OB	1	47	193	15990	211	17824
chr1	CHG	OB	1	48	179	16272	202	18133
chr1	CHG	OB	1	49	187	15930	201	17660
chr1	CHG	OB	1	5	205	16414	227	18233
chr1	CHG	OB	1	50	190	16153	214	17928
chr1	CHG	OB	1	51	169	16187	185	17965
chr1	CHG	OB	1	52	167	15966	193	17803
chr1	CHG	OB	1	53	171	15975	188	17763
chr1	CHG	OB	1	54	170	16184	184	17953
chr1	CHG	OB	1	55	171	15960	182	17664
chr1	CHG	OB	1	56	167	16081	184	17882
chr1	CHG	OB	1	57	236	16116	267	17828
chr1	CHG	OB	1	58	202	15993	221	17726
chr1	CHG	OB	1	59	219	16263	241	17979
chr1	CHG	OB	1	6	197	16311	223	18050
chr1	CHG	OB	1	60	166	16368	182	18140
chr1	CHG	OB	1	61	168	15927	188	17695
chr1	CHG	OB	1	62	178	16047	193	17787
chr1	CHG	OB	1	63	189	16017	212	17741
chr1	CHG	OB	1	64	199	16000	220	17753
chr1	CHG	OB	1	65	171	16052	198	17875
chr1	CHG	OB	1	66	180	16268	205	18102
chr1	CHG	OB	1	67	186	15798	204	17525
chr1	CHG	OB	1	68	187	16064	207	17814
chr1	CHG	OB	1	69	180	15997	200	17667
chr1	CHG	OB	1	7	216	15978	236	17710
chr1	CHG	OB	1	70	190	16158	199	17940
chr1	CHG	OB	1	71	202	15903	216	17683
chr1	CHG	OB	1	72	172	15954	193	17683
chr1	CHG	OB	1	73	175	15707	194	17499
chr1	CHG	OB	1	74	190	15918	217	17631
chr1	CHG	OB	1	75	180	15921	207	17673
chr1	CHG	OB	1	76	163	15996	179	17756
chr1	CHG	OB	1	77	178	15845	200	17588
chr1	CHG	OB	1	78	160	15967	187	17676
chr1	CHG	OB	1	79	186	15848	210	17675
chr1	CHG	OB	1	8	209	16246	241	18070
chr1	CHG	OB	1	80	194	15602	223	17333
chr1	CHG	OB	1	81	164	15636	180	17364
chr1	CHG	OB	1	82	163	15438	184	17072
chr1	CHG	OB	1	83	173	15558	190	17345
chr1	CHG	OB	1	84	183	15337	195	16985
chr1	CHG	OB	1	85	159	15702	177	17387
chr1	CHG	OB	1	86	169	15641	193	17297
chr1	CHG	OB	1	87	149	15482	167	17212
chr1	CHG	OB	1	88	179	15376	199	17037
chr1	CHG	OB	1	89	174	15398	189	17082
chr1	CHG	OB	1	9	213	16388	231	18164
chr1	CHG	OB	1	90	176	15426	200	17136
chr1	CHG	OB	1	91	163	15365	179	16983
chr1	CHG	OB	1	92	167	15474	184	17174
chr1	CHG	OB	1	93	153	15480	168	17207
chr1	CHG	OB	1	94	176	15884	199	17595
chr1	CHG	OB	1	95	171	14822	192	16529
chr1	CHG	OB	1	96	178	14757	194	16359
chr1	CHG	OB	1	97	203	15009	219	16665
chr1	CHG	OB	1	98	169	14763	194	16413
chr1	CHG	OB	1	99	186	14128	208	15663
chr1	CHG	OB	2	1	172	13921	189	15482
chr1	CHG	OB	2	10	176	15865	199	17665
chr1	CHG	OB	2	100	197	16061	215	17898
chr1	CHG	OB	2	101	156	15899	171	17683
chr1	CHG	OB	2	11	204	15786	230	17621
chr1	CHG	OB	2	12	169	15575	188	17345
chr1	CHG	OB	2	13	202	15572	219	17283
chr1	CHG	OB	2	14	168	15396	191	17056
chr1	CHG	OB	2	15	183	15441	198	17098
chr1	CHG	OB	2	16	171	15575	198	17304
chr1	CHG	OB	2	17	199	15447	218	17159
chr1	CHG	OB	2	18	173	15647	191	17368
chr1	CHG	OB	2	19	195	15733	224	17474
chr1	CHG	OB	2	2	252	20716	275	23023
chr1	CHG	OB	2	20	168	15521	188	17261
chr1	CHG	OB	2	21	153	15544	174	17268
chr1	CHG	OB	2	22	186	15471	203	17117
chr1	CHG	OB	2	23	175	15755	200	17413
chr1	CHG	OB	2	24	180	15708	195	17495
chr1	CHG	OB	2	25	174	15824	202	17591
chr1	CHG	OB	2	26	177	15831	192	17545
chr1	CHG	OB	2	27	164	15718	180	17447
chr1	CHG	OB	2	28	161	16079	181	17894
chr1	CHG	OB	2	29	164	15866	185	17631
chr1	CHG	OB	2	3	159	15548	184	17210
chr1	CHG	OB	2	30	209	16234	238	18041
chr1	CHG	OB	2	31	165	15845	176	17635
chr1	CHG	OB	2	32	183	15856	213	17677
chr1	CHG	OB	2	33	184	16039	209	17851
chr1	CHG	OB	2	34	170	15992	189	17699
chr1	CHG	OB	2	35	161	16113	179	17986
chr1	CHG	OB	2	36	164	16073	182	17840
chr1	CHG	OB	2	37	186	15934	198	17741
chr1	CHG	OB	2	38	182	16170	195	18040
chr1	CHG	OB	2	39	181	16051	196	17763
chr1	CHG	OB	2	4	148	12824	159	14215
chr1	CHG	OB	2	40	181	16128	201	17900
chr1	CHG	OB	2	41	174	16288	197	18074
chr1	CHG	OB	2	42	192	15737	207	17489
chr1	CHG	OB	2	43	180	15877	201	17584
chr1	CHG	OB	2	44	169	16361	191	18210
chr1	CHG	OB	2	45	187	16082	206	17765
chr1	CHG	OB	2	46	186	16193	207	17972
chr1	CHG	OB	2	47	182	15969	196	17740
chr1	CHG	OB	2	48	174	16087	199	17878
chr1	CHG	OB	2	49	177	16268	194	17994
chr1	CHG	OB	2	5	154	14131	176	15821
chr1	CHG	OB	2	50	165	15995	188	17740
chr1	CHG	OB	2	51	162	16195	178	17992
chr1	CHG	OB	2	52	195	16149	222	17892
