chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
chr1	CHH	OB	1	151	410	40815	489	47937
chr1	CHH	OB	1	16	844	56826	1011	66050
chr1	CHH	OB	1	17	890	56723	1091	66018
chr1	CHH	OB	1	18	873	56725	1008	65833
chr1	CHH	OB	1	19	838	56933	997	66091
chr1	CHH	OB	1	2	901	56619	1064	65702
chr1	CHH	OB	1	20	916	56931	1077	66074
chr1	CHH	OB	1	21	825	57117	984	66447
chr1	CHH	OB	1	22	864	56817	1027	66070
chr1	CHH	OB	1	23	855	56807	992	66122
chr1	CHH	OB	1	24	864	56883	1018	66212
chr1	CHH	OB	1	25	861	57303	1013	66525
chr1	CHH	OB	1	26	821	56932	970	66184
chr1	CHH	OB	1	27	784	57119	935	66248
chr1	CHH	OB	1	28	841	57064	1015	66302
chr1	CHH	OB	1	29	873	57166	1030	66474
chr1	CHH	OB	1	3	925	57182	1075	66436
chr1	CHH	OB	1	30	844	56999	1016	66364
chr1	CHH	OB	1	31	868	57121	1044	66236
chr1	CHH	OB	1	32	822	56822	977	66012
chr1	CHH	OB	1	33	871	56743	1056	65942
chr1	CHH	OB	1	34	901	57544	1039	66842
chr1	CHH	OB	1	35	850	57130	993	66356
chr1	CHH	OB	1	36	815	57626	968	67017
chr1	CHH	OB	1	37	849	56837	983	66092
chr1	CHH	OB	1	38	784	56987	945	66237
chr1	CHH	OB	1	39	855	57178	999	66559
chr1	CHH	OB	1	4	856	57432	1021	66699
chr1	CHH	OB	1	40	852	57199	1021	66501
chr1	CHH	OB	1	41	791	57472	932	66835
chr1	CHH	OB	1	42	857	56866	979	66044
chr1	CHH	OB	1	43	826	56922	979	66071
chr1	CHH	OB	1	44	826	57145	982	66401
chr1	CHH	OB	1	45	832	56901	961	66233
chr1	CHH	OB	1	46	791	57046	923	66215
chr1	CHH	OB	1	47	777	57342	909	66622
chr1	CHH	OB	1	48	862	57029	1005	66244
chr1	CHH	OB	1	49	829	57171	983	66473
chr1	CHH	OB	1	5	904	57079	1090	66258
chr1	CHH	OB	1	50	851	57258	978	66454
chr1	CHH	OB	1	51	782	57001	929	66224
chr1	CHH	OB	1	52	802	56860	935	65916
chr1	CHH	OB	1	53	800	57210	962	66553
chr1	CHH	OB	1	54	772	56949	911	66187
chr1	CHH	OB	1	55	781	57046	909	66289
chr1	CHH	OB	1	56	811	56748	950	65745
chr1	CHH	OB	1	57	768	57180	915	66443
chr1	CHH	OB	1	58	790	57149	926	66311
chr1	CHH	OB	1	59	795	57338	943	66646
chr1	CHH	OB	1	6	895	56822	1084	66063
chr1	CHH	OB	1	60	818	57178	978	66545
chr1	CHH	OB	1	61	729	56551	872	65870
chr1	CHH	OB	1	62	745	56948	881	66140
chr1	CHH	OB	1	63	803	57036	945	66418
chr1	CHH	OB	1	64	811	56762	946	66164
chr1	CHH	OB	1	65	718	57165	864	66421
chr1	CHH	OB	1	66	737	56989	844	66396
chr1	CHH	OB	1	67	763	57350	907	66513
chr1	CHH	OB	1	68	756	57148	879	66450
chr1	CHH	OB	1	69	787	57231	937	66631
chr1	CHH	OB	1	7	799	56611	949	65782
chr1	CHH	OB	1	70	763	57362	890	66764
chr1	CHH	OB	1	71	811	57067	943	66372
chr1	CHH	OB	1	72	793	56925	921	66225
chr1	CHH	OB	1	73	760	57129	905	66358
chr1	CHH	OB	1	74	725	57515	846	66911
chr1	CHH	OB	1	75	773	57215	922	66400
chr1	CHH	OB	1	76	764	57299	896	66555
chr1	CHH	OB	1	77	746	56699	857	65981
chr1	CHH	OB	1	78	763	56891	898	66157
chr1	CHH	OB	1	79	762	57041	892	66283
chr1	CHH	OB	1	8	870	56893	1042	66248
chr1	CHH	OB	1	80	737	56752	863	65812
chr1	CHH	OB	1	81	801	57227	959	66619
chr1	CHH	OB	1	82	698	57064	825	66472
chr1	CHH	OB	1	83	740	57139	870	66399
chr1	CHH	OB	1	84	768	56855	888	66314
chr1	CHH	OB	1	85	766	57047	879	66352
chr1	CHH	OB	1	86	679	56729	788	66073
chr1	CHH	OB	1	87	738	56860	846	66170
chr1	CHH	OB	1	88	763	56840	893	65953
chr1	CHH	OB	1	89	765	56668	889	65773
chr1	CHH	OB	1	9	831	56855	963	66143
chr1	CHH	OB	1	90	766	56501	898	65659
chr1	CHH	OB	1	91	771	56292	899	65445
chr1	CHH	OB	1	92	742	56724	864	66053
chr1	CHH	OB	1	93	721	56249	837	65473
chr1	CHH	OB	1	94	724	56474	861	65846
chr1	CHH	OB	1	95	702	56141	816	65226
chr1	CHH	OB	1	96	762	56383	901	65861
chr1	CHH	OB	1	97	764	56204	894	65509
chr1	CHH	OB	1	98	758	55792	868	64872
chr1	CHH	OB	1	99	765	56281	911	65405
chr1	CHH	OB	2	1	1140	48174	1311	55920
chr1	CHH	OB	2	10	676	56203	789	65256
chr1	CHH	OB	2	100	703	56139	813	65420
chr1	CHH	OB	2	101	704	56391	804	65676
chr1	CHH	OB	2	102	749	56267	880	65569
chr1	CHH	OB	2	103	704	56239	821	65456
chr1	CHH	OB	2	104	718	56410	851	65736
chr1	CHH	OB	2	105	732	55607	861	64838
chr1	CHH	OB	2	106	726	55690	851	64843
chr1	CHH	OB	2	107	748	55885	886	64964
chr1	CHH	OB	2	108	726	55842	864	65068
chr1	CHH	OB	2	109	738	55654	868	64872
chr1	CHH	OB	2	11	679	56111	797	65206
chr1	CHH	OB	2	110	703	55627	810	64783
chr1	CHH	OB	2	111	774	55603	901	64707
chr1	CHH	OB	2	112	690	55240	808	64297
chr1	CHH	OB	2	113	726	55535	839	64564
chr1	CHH	OB	2	114	728	55118	857	64247
chr1	CHH	OB	2	115	740	55657	880	64903
chr1	CHH	OB	2	116	742	54918	846	63968
chr1	CHH	OB	2	117	698	54947	845	64148
chr1	CHH	OB	2	118	733	54723	841	63750
chr1	CHH	OB	2	119	745	54278	867	63224
chr1	CHH	OB	2	12	724	56200	835	65230
chr1	CHH	OB	2	120	692	54570	816	63649
chr1	CHH	OB	2	121	731	54499	833	63376
chr1	CHH	OB	2	122	702	54419	802	63363
chr1	CHH	OB	2	123	750	54251	859	63383
chr1	CHH	OB	2	124	700	53748	828	62578
chr1	CHH	OB	2	125	791	53624	904	62688
chr1	CHH	OB	2	126	757	53834	886	62756
chr1	CHH	OB	2	127	771	53513	917	62407
chr1	CHH	OB	2	128	761	53290	887	62158
chr1	CHH	OB	2	129	738	53250	878	61928
chr1	CHH	OB	2	13	670	56309	771	65303
chr1	CHH	OB	2	130	706	53685	840	62645
chr1	CHH	OB	2	131	740	53240	878	62338
chr1	CHH	OB	2	132	739	52577	882	61583
chr1	CHH	OB	2	133	679	52881	779	61746
chr1	CHH	OB	2	134	699	52572	826	61396
chr1	CHH	OB	2	135	744	52331	878	61246
chr1	CHH	OB	2	136	796	52125	936	60915
chr1	CHH	OB	2	137	725	51805	845	60624
chr1	CHH	OB	2	138	687	51735	804	60652
chr1	CHH	OB	2	139	750	51465	891	60234
chr1	CHH	OB	2	14	705	55758	808	64686
chr1	CHH	OB	2	140	728	50964	882	59540
chr1	CHH	OB	2	141	684	51342	833	60129
chr1	CHH	OB	2	142	722	51021	842	59625
chr1	CHH	OB	2	143	734	50701	871	59443
chr1	CHH	OB	2	144	731	50603	850	59266
chr1	CHH	OB	2	145	727	50964	881	59694
chr1	CHH	OB	2	146	703	50351	838	59055
chr1	CHH	OB	2	147	735	50105	865	58830
chr1	CHH	OB	2	148	736	49722	876	58364
chr1	CHH	OB	2	149	748	48857	884	57582
chr1	CHH	OB	2	15	712	56339	842	65365
chr1	CHH	OB	2	150	786	48903	922	57627
chr1	CHH	OB	2	151	743	48673	867	57116
chr1	CHH	OB	2	16	667	56486	776	65715
chr1	CHH	OB	2	17	640	56088	775	65074
chr1	CHH	OB	2	18	679	56210	801	65137
chr1	CHH	OB	2	19	650	56219	747	65184
chr1	CHH	OB	2	2	905	51418	1063	59728
chr1	CHH	OB	2	20	726	56242	827	65439
chr1	CHH	OB	2	21	693	56371	806	65344
chr1	CHH	OB	2	22	705	56103	814	65133
chr1	CHH	OB	2	23	650	56397	771	65606
chr1	CHH	OB	2	24	726	56389	861	65514
chr1	CHH	OB	2	25	684	56647	779	65730
chr1	CHH	OB	2	26	637	56424	747	65436
chr1	CHH	OB	2	27	742	56522	861	65730
chr1	CHH	OB	2	28	713	56907	834	65999
chr1	CHH	OB	2	29	678	57031	788	66227
chr1	CHH	OB	2	3	987	56754	1126	65853
chr1	CHH	OB	2	30	697	57154	811	66489
chr1	CHH	OB	2	31	729	57007	842	66171
chr1	CHH	OB	2	32	712	57219	830	66411
chr1	CHH	OB	2	33	742	57027	888	66211
chr1	CHH	OB	2	34	710	57063	818	66464
chr1	CHH	OB	2	35	707	57012	812	66325
chr1	CHH	OB	2	36	705	57101	816	66244
chr1	CHH	OB	2	37	712	57065	836	66144
chr1	CHH	OB	2	38	646	56963	756	65969
chr1	CHH	OB	2	39	744	57128	896	66365
chr1	CHH	OB	2	4	879	61149	1032	71009
chr1	CHH	OB	2	40	751	57385	880	66687
chr1	CHH	OB	2	41	700	57160	815	66407
chr1	CHH	OB	2	42	770	57409	916	66663
chr1	CHH	OB	2	43	688	57551	817	66881
chr1	CHH	OB	2	44	705	57127	804	66384
chr1	CHH	OB	2	45	742	56802	864	66000
chr1	CHH	OB	2	46	730	57735	839	66978
chr1	CHH	OB	2	47	702	57183	804	66517
chr1	CHH	OB	2	48	783	57199	901	66385
chr1	CHH	OB	2	49	697	57105	802	66223
chr1	CHH	OB	2	5	751	59840	877	69605
chr1	CHH	OB	2	50	721	57081	848	66257
chr1	CHH	OB	2	51	719	57179	819	66498
chr1	CHH	OB	2	52	721	57023	838	66215
chr1	CHH	OB	2	53	707	57366	820	66662
chr1	CHH	OB	2	54	733	57551	840	66892
chr1	CHH	OB	2	55	725	57501	838	66826
chr1	CHH	OB	2	56	739	57232	827	66542
chr1	CHH	OB	2	57	727	57303	853	66497
chr1	CHH	OB	2	58	674	57390	761	66622
chr1	CHH	OB	2	59	707	56839	831	65911
chr1	CHH	OB	2	6	806	58967	929	68496
chr1	CHH	OB	2	60	738	57250	848	66521
chr1	CHH	OB	2	61	691	57240	801	66572
chr1	CHH	OB	2	62	745	57269	869	66451
chr1	CHH	OB	2	63	690	57294	784	66292
chr1	CHH	OB	2	64	700	57097	821	66275
chr1	CHH	OB	2	65	692	57133	817	66334
chr1	CHH	OB	2	66	729	57231	833	66567
chr1	CHH	OB	2	67	767	57304	915	66575
chr1	CHH	OB	2	68	696	57386	810	66729
chr1	CHH	OB	2	69	767	57381	887	66888
chr1	CHH	OB	2	7	814	58882	970	68275
chr1	CHH	OB	2	70	691	57146	797	66424
chr1	CHH	OB	2	71	697	57404	810	66554
chr1	CHH	OB	2	72	747	57133	846	66291
chr1	CHH	OB	2	73	762	57000	889	66249
chr1	CHH	OB	2	74	695	57222	803	66576
chr1	CHH	OB	2	75	746	57159	882	66339
chr1	CHH	OB	2	76	754	57164	892	66279
chr1	CHH	OB	2	77	683	57005	799	66405
chr1	CHH	OB	2	78	712	57029	803	66238
chr1	CHH	OB	2	79	743	57086	856	66357
chr1	CHH	OB	2	8	728	56703	836	65795
chr1	CHH	OB	2	80	683	57403	790	66661
chr1	CHH	OB	2	81	762	56773	890	65975
chr1	CHH	OB	2	82	719	56654	839	65882
chr1	CHH	OB	2	83	762	57374	877	66750
chr1	CHH	OB	2	84	751	56703	863	65921
chr1	CHH	OB	2	85	744	56952	861	66147
chr1	CHH	OB	2	86	710	56979	821	66302
chr1	CHH	OB	2	87	787	57123	886	66589
chr1	CHH	OB	2	88	730	57086	856	66417
chr1	CHH	OB	2	89	758	57320	903	66703
chr1	CHH	OB	2	9	712	56531	829	65450
chr1	CHH	OB	2	90	747	56903	858	66096
chr1	CHH	OB	2	91	738	56396	861	65603
chr1	CHH	OB	2	92	688	56570	816	65846
chr1	CHH	OB	2	93	737	56570	855	65970
chr1	CHH	OB	2	94	736	56616	852	65877
chr1	CHH	OB	2	95	738	56313	833	65436
chr1	CHH	OB	2	96	768	56258	890	65334
chr1	CHH	OB	2	97	774	56703	906	66014
chr1	CHH	OB	2	98	704	55983	808	64952
chr1	CHH	OB	2	99	766	56842	893	66072
chr1	CHH	OT	1	1	495	47003	569	54512
chr1	CHH	OT	1	10	699	56044	801	65106
chr1	CHH	OT	1	100	830	56599	984	65652
chr1	CHH	OT	1	101	824	56627	980	65685
chr1	CHH	OT	1	102	794	56771	933	65860
chr1	CHH	OT	1	103	831	56536	954	65746
chr1	CHH	OT	1	104	805	56668	942	65600
chr1	CHH	OT	1	105	821	56310	968	65520
chr1	CHH	OT	1	106	768	56456	890	65542
chr1	CHH	OT	1	107	739	56129	863	65206
chr1	CHH	OT	1	108	791	56362	936	65450
chr1	CHH	OT	1	109	797	55610	948	64715
chr1	CHH	OT	1	11	674	56052	777	65009
chr1	CHH	OT	1	110	819	55916	960	65006
chr1	CHH	OT	1	111	792	55817	916	64711
chr1	CHH	OT	1	112	798	55772	943	64816
chr1	CHH	OT	1	113	838	55775	995	65040
chr1	CHH	OT	1	114	846	55256	1019	64268
chr1	CHH	OT	1	115	798	55494	935	64570
chr1	CHH	OT	1	116	789	55795	928	64889
chr1	CHH	OT	1	117	743	55492	883	64658
chr1	CHH	OT	1	118	841	55209	996	64254
chr1	CHH	OT	1	119	816	55167	979	64241
chr1	CHH	OT	1	12	700	56733	811	65754
chr1	CHH	OT	1	120	793	55221	934	64341
chr1	CHH	OT	1	121	791	55157	923	64279
chr1	CHH	OT	1	122	803	54912	936	63965
chr1	CHH	OT	1	123	834	54786	988	63880
chr1	CHH	OT	1	124	794	54552	966	63512
chr1	CHH	OT	1	125	840	54562	985	63635
chr1	CHH	OT	1	126	815	54714	964	63682
chr1	CHH	OT	1	127	826	54219	1017	63191
chr1	CHH	OT	1	128	824	54284	983	63261
chr1	CHH	OT	1	129	854	54197	1027	63352
chr1	CHH	OT	1	13	689	55853	794	64707
chr1	CHH	OT	1	130	856	53844	1032	62845
chr1	CHH	OT	1	131	791	53555	949	62591
chr1	CHH	OT	1	132	831	53707	992	62739
chr1	CHH	OT	1	133	793	53256	938	62236
chr1	CHH	OT	1	134	794	53296	934	62111
chr1	CHH	OT	1	135	804	52714	943	61619
chr1	CHH	OT	1	136	853	52446	1005	61229
chr1	CHH	OT	1	137	821	52778	976	61524
chr1	CHH	OT	1	138	839	52217	1015	60955
chr1	CHH	OT	1	139	831	52220	982	60957
chr1	CHH	OT	1	14	724	56137	835	65163
chr1	CHH	OT	1	140	842	52128	994	61051
chr1	CHH	OT	1	141	821	52243	972	60934
chr1	CHH	OT	1	142	768	51823	928	60546
chr1	CHH	OT	1	143	823	51448	962	60202
chr1	CHH	OT	1	144	803	51719	959	60522
chr1	CHH	OT	1	145	821	50953	1004	59598
chr1	CHH	OT	1	146	814	50665	980	59532
chr1	CHH	OT	1	147	823	50895	970	59684
chr1	CHH	OT	1	148	842	50585	1011	59328
chr1	CHH	OT	1	149	831	50199	992	58946
chr1	CHH	OT	1	15	713	56008	832	65074
chr1	CHH	OT	1	150	763	50253	899	58953
chr1	CHH	OT	1	151	801	49949	975	58611
chr1	CHH	OT	1	16	741	56613	854	65845
chr1	CHH	OT	1	17	711	55889	811	64874
chr1	CHH	OT	1	18	726	56827	838	66045
chr1	CHH	OT	1	19	760	56959	876	65950
chr1	CHH	OT	1	2	1116	47516	1289	55209
chr1	CHH	OT	1	20	734	57195	847	66269
chr1	CHH	OT	1	21	759	56977	879	66128
chr1	CHH	OT	1	22	716	57067	834	66189
chr1	CHH	OT	1	23	693	57411	792	66742
chr1	CHH	OT	1	24	726	57267	831	66497
chr1	CHH	OT	1	25	785	57108	900	66291
chr1	CHH	OT	1	26	752	56656	886	65747
chr1	CHH	OT	1	27	767	57004	872	66127
chr1	CHH	OT	1	28	729	56872	844	66077
chr1	CHH	OT	1	29	731	56552	862	65711
chr1	CHH	OT	1	3	1117	51468	1309	59713
chr1	CHH	OT	1	30	749	56989	882	66131
chr1	CHH	OT	1	31	666	56923	778	66077
chr1	CHH	OT	1	32	730	56889	855	66024
chr1	CHH	OT	1	33	731	57149	840	66225
chr1	CHH	OT	1	34	758	57135	868	66293
chr1	CHH	OT	1	35	755	57059	879	66193
chr1	CHH	OT	1	36	765	57323	877	66386
chr1	CHH	OT	1	37	786	56726	921	65774
chr1	CHH	OT	1	38	695	56850	810	65937
chr1	CHH	OT	1	39	754	56925	903	66012
chr1	CHH	OT	1	4	914	53862	1041	62492
chr1	CHH	OT	1	40	754	56949	872	66170
chr1	CHH	OT	1	41	763	56949	883	65955
chr1	CHH	OT	1	42	772	56964	910	66189
chr1	CHH	OT	1	43	753	56888	873	66225
chr1	CHH	OT	1	44	741	56675	852	65844
chr1	CHH	OT	1	45	795	57312	902	66635
chr1	CHH	OT	1	46	758	57211	886	66314
chr1	CHH	OT	1	47	791	57501	905	66764
chr1	CHH	OT	1	48	775	57375	902	66503
chr1	CHH	OT	1	49	774	57647	869	66894
chr1	CHH	OT	1	5	782	54553	894	63354
chr1	CHH	OT	1	50	750	57211	883	66379
chr1	CHH	OT	1	51	753	57337	880	66524
chr1	CHH	OT	1	52	748	56999	849	66276
chr1	CHH	OT	1	53	730	57059	862	66201
chr1	CHH	OT	1	54	787	57146	903	66480
chr1	CHH	OT	1	55	779	57013	912	66258
chr1	CHH	OT	1	56	771	57014	875	66295
chr1	CHH	OT	1	57	791	57595	916	66956
chr1	CHH	OT	1	58	815	57132	953	66264
chr1	CHH	OT	1	59	772	57044	894	66208
chr1	CHH	OT	1	6	836	56633	967	65747
chr1	CHH	OT	1	60	770	57047	898	66184
chr1	CHH	OT	1	61	829	57349	961	66727
chr1	CHH	OT	1	62	774	57340	898	66481
chr1	CHH	OT	1	63	799	57373	956	66714
chr1	CHH	OT	1	64	757	57151	869	66538
chr1	CHH	OT	1	65	760	56859	911	65952
chr1	CHH	OT	1	66	813	56875	955	65912
chr1	CHH	OT	1	67	750	57119	868	66167
chr1	CHH	OT	1	68	746	57475	882	66637
chr1	CHH	OT	1	69	795	57163	927	66405
chr1	CHH	OT	1	7	691	56045	775	65152
chr1	CHH	OT	1	70	797	57915	928	67331
chr1	CHH	OT	1	71	763	57477	889	66917
chr1	CHH	OT	1	72	793	57531	933	66692
chr1	CHH	OT	1	73	775	57341	914	66556
chr1	CHH	OT	1	74	764	57345	891	66503
chr1	CHH	OT	1	75	835	57510	964	66804
chr1	CHH	OT	1	76	785	56942	911	66247
chr1	CHH	OT	1	77	783	57421	921	66673
chr1	CHH	OT	1	78	786	57327	930	66736
chr1	CHH	OT	1	79	801	56918	933	66115
chr1	CHH	OT	1	8	680	57368	772	66500
chr1	CHH	OT	1	80	850	56862	1007	66123
chr1	CHH	OT	1	81	790	57134	907	66328
chr1	CHH	OT	1	82	768	57016	904	66257
chr1	CHH	OT	1	83	812	57213	956	66503
chr1	CHH	OT	1	84	786	56621	913	65613
chr1	CHH	OT	1	85	804	56857	939	65849
chr1	CHH	OT	1	86	809	57067	943	66268
chr1	CHH	OT	1	87	789	57187	913	66493
chr1	CHH	OT	1	88	785	57261	905	66597
chr1	CHH	OT	1	89	764	56614	887	65875
chr1	CHH	OT	1	9	669	56475	765	65551
chr1	CHH	OT	1	90	854	57261	1003	66496
chr1	CHH	OT	1	91	823	56665	976	65796
chr1	CHH	OT	1	92	819	56968	949	66303
chr1	CHH	OT	1	93	798	57029	931	66344
chr1	CHH	OT	1	94	788	57343	926	66650
chr1	CHH	OT	1	95	819	57171	969	66383
chr1	CHH	OT	1	96	797	56944	918	66272
chr1	CHH	OT	1	97	821	56709	979	65819
chr1	CHH	OT	1	98	815	56771	951	65852
chr1	CHH	OT	1	99	795	56240	936	65387
chr1	CHH	OT	2	1	863	55178	1023	64148
chr1	CHH	OT	2	10	839	56463	966	65425
chr1	CHH	OT	2	100	656	56866	761	66135
chr1	CHH	OT	2	101	712	56769	805	66053
chr1	CHH	OT	2	102	696	56913	806	65901
chr1	CHH	OT	2	103	743	56403	855	65612
chr1	CHH	OT	2	104	738	56712	849	65934
chr1	CHH	OT	2	105	686	56671	802	65749
chr1	CHH	OT	2	106	706	56570	835	65766
chr1	CHH	OT	2	107	640	56352	759	65627
chr1	CHH	OT	2	108	709	56491	821	65654
chr1	CHH	OT	2	109	705	55989	806	65035
chr1	CHH	OT	2	11	733	56776	862	65789
chr1	CHH	OT	2	110	739	55902	830	64841
chr1	CHH	OT	2	111	662	56094	782	65263
chr1	CHH	OT	2	112	737	55756	842	64783
chr1	CHH	OT	2	113	671	56093	797	65146
chr1	CHH	OT	2	114	750	55718	866	64547
chr1	CHH	OT	2	115	688	55167	805	64141
chr1	CHH	OT	2	116	720	55442	825	64481
chr1	CHH	OT	2	117	748	55495	874	64641
chr1	CHH	OT	2	118	624	55391	720	64432
chr1	CHH	OT	2	119	645	55259	756	64489
chr1	CHH	OT	2	12	760	56881	901	66061
chr1	CHH	OT	2	120	669	54938	771	63834
chr1	CHH	OT	2	121	673	55028	798	63932
chr1	CHH	OT	2	122	653	54531	769	63362
chr1	CHH	OT	2	123	667	54698	776	63683
chr1	CHH	OT	2	124	608	54769	714	63876
chr1	CHH	OT	2	125	647	54476	776	63390
chr1	CHH	OT	2	126	665	53789	775	62764
chr1	CHH	OT	2	127	666	53732	777	62880
chr1	CHH	OT	2	128	632	53797	727	62638
chr1	CHH	OT	2	129	650	53561	735	62483
chr1	CHH	OT	2	13	778	56622	906	65721
chr1	CHH	OT	2	130	638	53408	738	62302
chr1	CHH	OT	2	131	652	53171	749	62161
chr1	CHH	OT	2	132	631	53062	749	61935
chr1	CHH	OT	2	133	633	52798	733	61652
chr1	CHH	OT	2	134	638	52810	745	61655
chr1	CHH	OT	2	135	602	52240	700	60849
chr1	CHH	OT	2	136	682	52467	784	61390
chr1	CHH	OT	2	137	671	51622	773	60495
chr1	CHH	OT	2	138	627	52043	735	60797
chr1	CHH	OT	2	139	623	51328	707	60088
chr1	CHH	OT	2	14	835	56329	969	65431
chr1	CHH	OT	2	140	638	51445	742	60225
chr1	CHH	OT	2	141	690	51026	807	59724
chr1	CHH	OT	2	142	670	51380	805	60090
chr1	CHH	OT	2	143	623	51187	731	59863
chr1	CHH	OT	2	144	666	51377	771	60130
chr1	CHH	OT	2	145	658	52840	779	61993
chr1	CHH	OT	2	146	676	52641	791	61695
chr1	CHH	OT	2	147	697	53694	825	63128
chr1	CHH	OT	2	148	803	54144	943	63436
chr1	CHH	OT	2	149	864	50277	1019	58893
chr1	CHH	OT	2	15	776	57077	913	66469
chr1	CHH	OT	2	150	851	45059	1017	52991
chr1	CHH	OT	2	151	986	41978	1184	49381
chr1	CHH	OT	2	16	801	56825	945	65946
chr1	CHH	OT	2	17	733	57050	850	66210
chr1	CHH	OT	2	18	768	56931	895	66153
chr1	CHH	OT	2	19	814	56949	942	66174
chr1	CHH	OT	2	2	978	54887	1130	63935
chr1	CHH	OT	2	20	765	56818	896	65940
chr1	CHH	OT	2	21	758	56718	909	65890
chr1	CHH	OT	2	22	770	56664	887	65846
chr1	CHH	OT	2	23	746	56689	862	65951
chr1	CHH	OT	2	24	750	56932	871	66000
chr1	CHH	OT	2	25	737	56899	866	66163
chr1	CHH	OT	2	26	752	56727	870	65893
chr1	CHH	OT	2	27	799	57403	930	66690
chr1	CHH	OT	2	28	764	56736	881	65885
chr1	CHH	OT	2	29	782	56805	924	66169
chr1	CHH	OT	2	3	867	55424	1020	64418
chr1	CHH	OT	2	30	814	56750	955	65858
chr1	CHH	OT	2	31	734	56976	859	66245
chr1	CHH	OT	2	32	792	57013	933	66177
chr1	CHH	OT	2	33	776	57242	904	66276
chr1	CHH	OT	2	34	728	57213	839	66190
chr1	CHH	OT	2	35	764	56488	891	65535
chr1	CHH	OT	2	36	747	56588	884	65721
chr1	CHH	OT	2	37	738	57030	867	66165
chr1	CHH	OT	2	38	760	56655	893	65688
chr1	CHH	OT	2	39	765	57125	910	66422
chr1	CHH	OT	2	4	893	56522	1028	65565
chr1	CHH	OT	2	40	743	56999	861	66083
chr1	CHH	OT	2	41	753	56727	870	65830
chr1	CHH	OT	2	42	802	56804	933	65781
chr1	CHH	OT	2	43	772	57207	906	66521
chr1	CHH	OT	2	44	710	57468	836	66869
chr1	CHH	OT	2	45	756	57155	902	66608
chr1	CHH	OT	2	46	743	56960	872	66067
chr1	CHH	OT	2	47	733	56980	879	66150
chr1	CHH	OT	2	48	751	56960	859	66041
chr1	CHH	OT	2	49	748	57209	864	66468
chr1	CHH	OT	2	5	820	56222	950	65208
chr1	CHH	OT	2	50	705	57160	815	66156
chr1	CHH	OT	2	51	692	57000	800	66089
chr1	CHH	OT	2	52	761	57041	879	66242
