chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type	robust_in_ctrl	robust_in_mut	robustness	shift_distance	shift_distance_kb
chr8	34890000	-1.1912107190392611	1.3276494973260586	1.7194611403984648	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	34900000	-0.33025120110892153	2.5872708416971597	2.695826496269571	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr8	35060000	-0.14585167416251613	1.7315458078248038	1.7794695485652012	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	35210000	0.3687632086156444	2.1416434388655654	2.020269541492808	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	35220000	0.4050931933076054	2.044787298416479	1.9114655674154248	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	35350000	2.3136189393249493	1.939003373991032	1.1778676476361618	Differential	Matrix 1	Split	FALSE	FALSE	Neither	NA	NA
chr8	35490000	-0.20151075048365824	2.853488196722896	2.9196857345118823	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	35500000	0.7895290004448663	3.471229481037332	3.2114009069066225	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	35710000	-2.7715224048884526	2.9011213575633685	3.812733221732836	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both	NA	NA
chr8	35850000	-0.3977985078585965	4.438622404053535	4.569339468735632	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	35860000	-1.3713103834614937	1.7571259925057348	2.208168572959721	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	35960000	1.0900124062413528	3.4152094877986907	3.0565374415153888	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	35970000	1.764223824862564	2.025205715137574	1.4447930297962932	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	36090000	1.0494037545829995	3.5732250088656334	3.227906346910921	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	36100000	-0.5083862291633459	2.9842490868181923	3.151390431429802	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr8	36250000	2.8965252941695305	3.9408068998970234	2.9878584360823464	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both	NA	NA
chr8	36260000	-0.7184566129891522	1.6639926010344517	1.9002792121326897	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	36320000	-4.849341684273585	1.4635038443403332	3.058668316177241	Shifted	Matrix 2	Shifted	FALSE	TRUE	Mutant_only	1	0.001
chr8	36330000	2.3903824046588773	3.174012308314232	2.3875858670136387	Shifted	Matrix 1	Shifted	TRUE	FALSE	Control_only	1	0.001
chr8	36340000	2.4348625858909134	4.252543287808577	3.451450798655715	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both	NA	NA
chr8	36450000	-1.3031266473298646	4.591621602189261	5.020145217965122	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	36460000	-0.786905158465688	3.378845336950219	3.637594141345224	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	36520000	1.7467830629467895	2.3137273054605263	1.7390427049761608	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	36530000	0.5996629067979837	5.649117646141036	5.451677419453344	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	37030000	-1.1093819587520957	1.7426454577904031	2.107526070865612	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr8	37040000	-1.1618179990212938	1.3067749853829107	1.6889184333234617	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	37470000	0.6744800513940228	1.5169635241428876	1.2950425790568951	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	37610000	-0.6694798007984366	1.5478592687531314	1.768038430328453	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	37620000	-2.6735956608478917	0.6756023886200645	1.5550712364067576	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA
chr8	37630000	0.8866284822087752	1.947535683830366	1.6558140281122706	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	37780000	-1.4986133926598204	1.442450213713964	1.9353795913083256	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	38070000	1.4971006101512496	1.838965696856982	1.346430174443795	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	38080000	0.44160886251049675	1.784075407290613	1.6387499432218906	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	38210000	0.2856963856837973	1.888979773704604	1.7949390380368186	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	38370000	-1.009283942361319	1.588551556534537	1.9205093916948344	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	38380000	-1.511801644209308	1.811475275349591	2.3087313110731538	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr8	38510000	-1.5904950876295685	1.1479007098436265	1.671064262027399	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	38520000	1.5698823220667295	1.5015148090377484	0.9850481176623096	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	38670000	-1.7278936822113429	1.3916888519033497	1.9600425228351896	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr8	38820000	2.664731510121949	2.76926496004843	1.8926030605982815	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only	NA	NA
chr8	38830000	0.1827814992160074	2.1997534876602916	2.139557195540031	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr8	38970000	-1.6439931267332966	1.5892582078616346	2.1300061998201407	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	38980000	1.970102881381082	2.417726117075969	1.769576260846045	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	39100000	1.4375521773083824	1.782542708622818	1.3095976709443962	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	39110000	-3.519939974789457	0.7368508498528267	1.894726180146955	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA
chr8	39120000	1.3799021392376174	2.01942493341205	1.565436619436613	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	39300000	-2.671517053786388	0.6256050515748736	1.504391714334661	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA
chr8	39730000	4.426385109525809	2.5743681970145005	1.1182093132062512	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA
chr8	39890000	-2.0669502468150585	2.6720295099487466	3.3518767298142422	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both	NA	NA
chr8	40150000	-1.303057755277347	1.3185644840231878	1.7471689539198891	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	40170000	-0.7476771835492698	1.2977761821975278	1.5436866016218391	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	40290000	1.5326709529407985	5.953934275156681	5.449567599729773	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	40300000	-0.07507297064147253	2.572220130185803	2.596834339384472	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	40640000	0.7731012715723666	3.1576058375602525	2.9031911508773507	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	40650000	-0.7448493678412932	2.1938677085110156	2.43881956586548	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr8	40790000	3.400368964810578	1.8667354775043343	0.7481111762211099	Differential	Matrix 1	Split	FALSE	FALSE	Neither	NA	NA
chr8	40950000	-0.15153115395856692	1.8099462567057956	1.8597358059690277	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	40960000	-1.365819564961846	1.7754691320582452	2.2247049051999053	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	41050000	0.7487602126111136	2.36835062352664	2.121967989274211	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	41060000	-0.13360150646892652	4.224509067901171	4.268324221391812	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	41230000	1.115507510019608	2.694692670016787	2.3276566928593843	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	41240000	-0.8126531116416311	3.530322881205774	3.797536789229378	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr8	41420000	4.430107578850306	4.03023034678222	2.5728008971679888	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only	NA	NA
chr8	41430000	-1.924532833490575	1.1241847171285198	1.7572321005041145	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	41510000	-3.876858934547199	1.33813123572154	2.6133974993359925	Shifted	Matrix 2	Shifted	FALSE	TRUE	Mutant_only	1	0.001
chr8	41520000	2.9093845487499235	1.7299378547208355	0.7728292093728564	Shifted	Matrix 1	Shifted	FALSE	FALSE	Neither	1	0.001
chr8	41680000	0.1058356116228462	1.9852700842249855	1.9503922396035591	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	41840000	-0.9345419742950668	1.2269050557690784	1.5342876529288831	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	41980000	-1.518847898854262	1.098109455955922	1.5977059474349529	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	41990000	-3.5227562235945937	1.146624550467551	2.3054133374653105	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA
chr8	42120000	-2.1788069630955973	1.4074712247002543	2.124154162327698	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only	NA	NA
chr8	42420000	1.3395904288474985	1.794037701517185	1.3533172176433257	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr8	42570000	6.476279345502479	2.876643665582825	0.746154138494677	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only	NA	NA
chr8	42740000	-4.4225780217329325	0.5612442810476118	2.0160516382697025	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA
chr8	42900000	-2.3945968000503934	0.8820790859555897	1.6697635884969648	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA
chr8	49770000	-1.176560369817595	1.2254160233944948	1.6124116075614214	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
