chr	start	end	direction	loop_distance	n_loops	cpg_overlap	gc_content	distance_bin	group
chr11	31625000	31650000	down_in_mutant	950000	1	FALSE	0.47118115275389	500kb-1Mb	lost
chr11	32450000	32455000	down_in_mutant	255000	1	TRUE	0.450909818036393	200-500kb	lost
chr11	32705000	32710000	down_in_mutant	255000	1	FALSE	0.451509698060388	200-500kb	lost
chr11	33170000	33180000	down_in_mutant	380000	3	FALSE	0.433856614338566	200-500kb	lost
chr11	33290000	33300000	down_in_mutant	120000	2	FALSE	0.396060393960604	<200kb	lost
chr11	33430000	33440000	down_in_mutant	260000	1	FALSE	0.363863613638636	200-500kb	lost
chr11	33550000	33560000	down_in_mutant	380000	1	FALSE	0.422857714228577	200-500kb	lost
chr11	34825000	34850000	down_in_mutant	1175000	2	TRUE	0.434582616695332	>1Mb	lost
chr11	34840000	34850000	down_in_mutant	1160000	1	FALSE	0.43975602439756	>1Mb	lost
chr11	35975000	36000000	down_in_mutant	1150000	1	TRUE	0.482900683972641	>1Mb	lost
chr11	36000000	36010000	down_in_mutant	1160000	1	TRUE	0.485651434856514	>1Mb	lost
chr11	36000000	36025000	down_in_mutant	1175000	1	TRUE	0.473261069557218	>1Mb	lost
chr11	36025000	36050000	down_in_mutant	4575000	4	TRUE	0.47538098476061	>1Mb	lost
chr11	36040000	36050000	down_in_mutant	4560000	1	TRUE	0.479152084791521	>1Mb	lost
chr11	37175000	37200000	down_in_mutant	1150000	1	FALSE	0.376704931802728	>1Mb	lost
chr11	40600000	40610000	down_in_mutant	4560000	1	FALSE	0.406259374062594	>1Mb	lost
chr11	40600000	40625000	down_in_mutant	4575000	1	FALSE	0.407783688652454	>1Mb	lost
chr11	40920000	40930000	down_in_mutant	2420000	1	FALSE	0.368463153684632	>1Mb	lost
chr11	40925000	40950000	down_in_mutant	2475000	1	FALSE	0.378864845406184	>1Mb	lost
chr11	41425000	41450000	down_in_mutant	950000	1	FALSE	0.360185592576297	500kb-1Mb	lost
chr11	42750000	42760000	down_in_mutant	590000	2	FALSE	0.413658634136586	500kb-1Mb	lost
chr11	43340000	43350000	down_in_mutant	2420000	2	FALSE	0.456454354564544	>1Mb	lost
chr11	43400000	43425000	down_in_mutant	2475000	1	FALSE	0.44246230150794	>1Mb	lost
chr11	63210000	63220000	down_in_mutant	1230000	1	FALSE	0.451054894510549	>1Mb	lost
chr11	64440000	64450000	down_in_mutant	1230000	1	FALSE	0.42995700429957	>1Mb	lost
chr11	67100000	67125000	down_in_mutant	7e+05	1	FALSE	0.471501139954402	500kb-1Mb	lost
chr11	67800000	67825000	down_in_mutant	7e+05	1	FALSE	0.458861645534179	500kb-1Mb	lost
chr11	71330000	71340000	down_in_mutant	820000	1	FALSE	0.40985901409859	500kb-1Mb	lost
chr11	71750000	71760000	down_in_mutant	180000	1	TRUE	0.517148285171483	<200kb	lost
chr11	71930000	71940000	down_in_mutant	180000	1	FALSE	0.470952904709529	<200kb	lost
chr11	77100000	77110000	down_in_mutant	530000	1	FALSE	0.468553144685531	500kb-1Mb	lost
chr11	77630000	77640000	down_in_mutant	530000	1	FALSE	0.433756624337566	500kb-1Mb	lost
chr11	80280000	80290000	down_in_mutant	390000	1	FALSE	0.456054394560544	200-500kb	lost
chr11	80670000	80680000	down_in_mutant	390000	1	FALSE	0.42035796420358	200-500kb	lost
chr11	84260000	84265000	down_in_mutant	555000	1	FALSE	0.433513297340532	500kb-1Mb	lost
chr11	84815000	84820000	down_in_mutant	555000	1	TRUE	0.511497700459908	500kb-1Mb	lost
chr11	90675000	90700000	down_in_mutant	3400000	1	TRUE	0.451101955921763	>1Mb	lost
chr11	94940000	94950000	down_in_mutant	160000	1	FALSE	0.553144685531447	<200kb	lost
chr11	95100000	95110000	down_in_mutant	160000	1	FALSE	0.508149185081492	<200kb	lost
chr11	96270000	96280000	down_in_mutant	590000	1	TRUE	0.530946905309469	500kb-1Mb	lost
chr11	96275000	96300000	down_in_mutant	275000	1	TRUE	0.512659493620255	200-500kb	lost
chr11	96860000	96870000	down_in_mutant	590000	1	TRUE	0.474952504749525	500kb-1Mb	lost
chr11	101650000	101675000	down_in_mutant	14225000	1	TRUE	0.471661133554658	>1Mb	lost
chr11	105925000	105950000	down_in_mutant	450000	2	TRUE	0.50669973201072	200-500kb	lost
chr11	106325000	106350000	down_in_mutant	4e+05	1	FALSE	0.514699412023519	200-500kb	lost
chr11	106375000	106400000	down_in_mutant	450000	1	FALSE	0.490420383184673	200-500kb	lost
chr11	110110000	110115000	down_in_mutant	240000	1	FALSE	0.415116976604679	200-500kb	lost
chr12	9050000	9075000	down_in_mutant	1475000	1	FALSE	0.472261109555618	>1Mb	lost
chr12	10525000	10550000	down_in_mutant	1475000	1	FALSE	0.401263949442022	>1Mb	lost
chr12	21370000	21380000	down_in_mutant	1e+05	1	TRUE	0.443355664433557	<200kb	lost
chr12	21470000	21480000	down_in_mutant	1e+05	1	FALSE	0.461753824617538	<200kb	lost
chr12	26310000	26315000	down_in_mutant	105000	1	FALSE	0.480103979204159	<200kb	lost
chr12	26415000	26420000	down_in_mutant	105000	1	TRUE	0.492901419716057	<200kb	lost
chr12	28575000	28600000	down_in_mutant	2e+06	1	FALSE	0.484740610375585	>1Mb	lost
chr12	29525000	29550000	down_in_mutant	325000	1	FALSE	0.442142314307428	200-500kb	lost
chr12	29850000	29875000	down_in_mutant	325000	1	FALSE	0.434302627894884	200-500kb	lost
chr12	30575000	30600000	down_in_mutant	2e+06	1	TRUE	0.458261669533219	>1Mb	lost
chr12	33380000	33390000	down_in_mutant	1810000	1	FALSE	0.470952904709529	>1Mb	lost
chr12	35190000	35200000	down_in_mutant	1810000	1	FALSE	0.447155284471553	>1Mb	lost
chr12	35525000	35550000	down_in_mutant	4675000	1	TRUE	0.401463941442342	>1Mb	lost
chr12	36200000	36225000	down_in_mutant	1250000	2	FALSE	0.408983640654374	>1Mb	lost
chr12	36700000	36725000	down_in_mutant	750000	1	FALSE	0.389024439022439	500kb-1Mb	lost
chr12	37450000	37475000	down_in_mutant	1575000	3	FALSE	0.359665613375465	>1Mb	lost
chr12	38125000	38150000	down_in_mutant	1200000	5	FALSE	0.367545298188072	>1Mb	lost
chr12	38325000	38350000	down_in_mutant	1e+06	2	FALSE	0.357065717371305	500kb-1Mb	lost
chr12	38340000	38350000	down_in_mutant	990000	1	FALSE	0.377562243775622	500kb-1Mb	lost
chr12	39025000	39050000	down_in_mutant	9e+05	4	FALSE	0.367705291788328	500kb-1Mb	lost
chr12	40200000	40225000	down_in_mutant	4675000	3	TRUE	0.407423703051878	>1Mb	lost
chr12	52010000	52015000	down_in_mutant	625000	1	FALSE	0.418116376724655	500kb-1Mb	lost
chr12	52635000	52640000	down_in_mutant	625000	1	FALSE	0.435912817436513	500kb-1Mb	lost
chr12	59380000	59390000	down_in_mutant	5440000	1	FALSE	0.412458754124588	>1Mb	lost
chr12	64820000	64830000	down_in_mutant	5440000	1	FALSE	0.383161683831617	>1Mb	lost
chr12	64825000	64850000	down_in_mutant	5600000	2	FALSE	0.40434382624695	>1Mb	lost
chr12	74330000	74335000	down_in_mutant	1060000	1	FALSE	0.461507698460308	>1Mb	lost
chr12	77240000	77245000	down_in_mutant	540000	1	FALSE	0.34253149370126	500kb-1Mb	lost
chr12	77780000	77785000	down_in_mutant	540000	1	FALSE	0.435912817436513	500kb-1Mb	lost
chr12	83710000	83720000	down_in_mutant	320000	1	FALSE	0.450654934506549	200-500kb	lost
chr12	84030000	84040000	down_in_mutant	320000	1	TRUE	0.44035596440356	200-500kb	lost
chr12	89450000	89475000	down_in_mutant	2325000	1	FALSE	0.394464221431143	>1Mb	lost
chr12	89475000	89500000	down_in_mutant	2300000	1	FALSE	0.40074397024119	>1Mb	lost
chr12	91300000	91325000	down_in_mutant	1375000	2	FALSE	0.406903723851046	>1Mb	lost
chr12	91775000	91800000	down_in_mutant	2325000	2	TRUE	0.454461821527139	>1Mb	lost
chr12	91790000	91800000	down_in_mutant	2310000	1	FALSE	0.446855314468553	>1Mb	lost
chr12	91875000	91900000	down_in_mutant	6300000	2	FALSE	0.417143314267429	>1Mb	lost
chr12	98175000	98200000	down_in_mutant	6300000	1	FALSE	0.439102435902564	>1Mb	lost
chr12	100150000	100175000	down_in_mutant	675000	1	FALSE	0.444182232710692	500kb-1Mb	lost
chr12	100600000	100610000	down_in_mutant	120000	1	FALSE	0.407859214078592	<200kb	lost
chr12	100630000	100640000	down_in_mutant	90000	2	FALSE	0.425157484251575	<200kb	lost
chr12	100700000	100725000	down_in_mutant	525000	1	TRUE	0.392464301427943	500kb-1Mb	lost
chr12	100720000	100725000	down_in_mutant	35000	1	TRUE	0.424315136972605	<200kb	lost
chr12	100720000	100730000	down_in_mutant	120000	2	TRUE	0.44015598440156	<200kb	lost
chr12	100825000	100850000	down_in_mutant	675000	1	FALSE	0.460941562337506	500kb-1Mb	lost
chr12	101100000	101125000	down_in_mutant	1275000	1	FALSE	0.410703571857126	>1Mb	lost
chr12	102375000	102400000	down_in_mutant	1275000	1	FALSE	0.492420303187872	>1Mb	lost
chr12	102750000	102775000	down_in_mutant	1700000	1	TRUE	0.431222751089956	>1Mb	lost
chr12	103975000	104000000	down_in_mutant	950000	1	FALSE	0.483780648774049	500kb-1Mb	lost
chr12	103990000	104000000	down_in_mutant	950000	1	FALSE	0.48975102489751	500kb-1Mb	lost
chr12	104925000	104950000	down_in_mutant	1075000	2	FALSE	0.497540098396064	>1Mb	lost
chr13	4100000	4125000	down_in_mutant	2350000	1	FALSE	0.382344706211752	>1Mb	lost
chr13	6450000	6475000	down_in_mutant	2350000	1	FALSE	0.411783528658854	>1Mb	lost
chr13	8870000	8880000	down_in_mutant	890000	1	TRUE	0.43025697430257	500kb-1Mb	lost
chr13	21710000	21720000	down_in_mutant	1980000	1	TRUE	0.435856414358564	>1Mb	lost
chr13	22025000	22050000	down_in_mutant	1650000	1	TRUE	0.43326266949322	>1Mb	lost
chr13	22040000	22045000	down_in_mutant	265000	1	TRUE	0.464507098580284	200-500kb	lost
chr13	22040000	22050000	down_in_mutant	1700000	2	TRUE	0.444055594440556	>1Mb	lost
chr13	23675000	23700000	down_in_mutant	1900000	2	TRUE	0.399264029438822	>1Mb	lost
chr13	23690000	23700000	down_in_mutant	1980000	1	TRUE	0.419158084191581	>1Mb	lost
chr13	23725000	23750000	down_in_mutant	1950000	1	TRUE	0.427942882284709	>1Mb	lost
chr13	29850000	29860000	down_in_mutant	4e+05	1	TRUE	0.416458354164584	200-500kb	lost
chr13	38990000	39000000	down_in_mutant	1760000	1	FALSE	0.41045895410459	>1Mb	lost
chr13	40750000	40760000	down_in_mutant	1760000	1	FALSE	0.44975502449755	>1Mb	lost
chr13	46310000	46320000	down_in_mutant	480000	1	FALSE	0.445655434456554	200-500kb	lost
chr13	46790000	46800000	down_in_mutant	480000	1	FALSE	0.445255474452555	200-500kb	lost
chr13	48650000	48675000	down_in_mutant	26650000	2	TRUE	0.515819367225311	>1Mb	lost
chr13	55825000	55850000	down_in_mutant	33825000	1	TRUE	0.53241870325187	>1Mb	lost
chr13	67100000	67125000	down_in_mutant	1475000	3	FALSE	0.41074357025719	>1Mb	lost
chr13	67825000	67850000	down_in_mutant	925000	2	FALSE	0.425222991080357	500kb-1Mb	lost
chr13	76215000	76220000	down_in_mutant	465000	1	FALSE	0.398320335932813	200-500kb	lost
chr13	76680000	76685000	down_in_mutant	465000	1	FALSE	0.380923815236953	200-500kb	lost
chr13	78175000	78200000	down_in_mutant	6575000	1	TRUE	0.46218151273949	>1Mb	lost
chr13	78200000	78225000	down_in_mutant	6550000	1	TRUE	0.436542538298468	>1Mb	lost
chr13	80875000	80900000	down_in_mutant	4400000	2	TRUE	0.405103795848166	>1Mb	lost
chr13	81750000	81775000	down_in_mutant	1900000	1	FALSE	0.401783928642854	>1Mb	lost
chr13	81925000	81950000	down_in_mutant	3225000	1	FALSE	0.397224111035559	>1Mb	lost
chr13	83650000	83660000	down_in_mutant	130000	1	FALSE	0.387361263873613	<200kb	lost
chr13	83650000	83675000	down_in_mutant	1900000	2	FALSE	0.383304667813287	>1Mb	lost
chr13	83660000	83670000	down_in_mutant	1500000	2	FALSE	0.384461553844616	>1Mb	lost
chr13	83700000	83725000	down_in_mutant	1475000	1	TRUE	0.43126274949002	>1Mb	lost
chr13	83710000	83720000	down_in_mutant	1040000	1	FALSE	0.440555944405559	>1Mb	lost
chr13	84325000	84350000	down_in_mutant	475000	2	FALSE	0.415703371865125	200-500kb	lost
chr13	84340000	84350000	down_in_mutant	820000	3	FALSE	0.43995600439956	500kb-1Mb	lost
chr13	84345000	84350000	down_in_mutant	55000	1	FALSE	0.464307138572286	<200kb	lost
chr13	84750000	84760000	down_in_mutant	1230000	6	FALSE	0.356264373562644	>1Mb	lost
chr13	84750000	84775000	down_in_mutant	6575000	7	FALSE	0.355225790968361	>1Mb	lost
chr13	85150000	85175000	down_in_mutant	3225000	2	FALSE	0.37822487100516	>1Mb	lost
chr13	85160000	85170000	down_in_mutant	1500000	1	FALSE	0.387261273872613	>1Mb	lost
chr13	90920000	90930000	down_in_mutant	1430000	1	TRUE	0.434256574342566	>1Mb	lost
chr13	92350000	92360000	down_in_mutant	1430000	1	TRUE	0.446855314468553	>1Mb	lost
chr13	98350000	98375000	down_in_mutant	3500000	2	TRUE	0.467101315947362	>1Mb	lost
chr13	101675000	101700000	down_in_mutant	275000	1	TRUE	0.435902563897444	200-500kb	lost
chr13	101690000	101700000	down_in_mutant	290000	1	TRUE	0.465953404659534	200-500kb	lost
chr13	104280000	104290000	down_in_mutant	650000	1	FALSE	0.389361063893611	500kb-1Mb	lost
chr13	104775000	104800000	down_in_mutant	3e+05	2	FALSE	0.378784848606056	200-500kb	lost
chr13	104930000	104940000	down_in_mutant	650000	1	FALSE	0.416758324167583	500kb-1Mb	lost
chr13	107320000	107330000	down_in_mutant	1010000	1	FALSE	0.406059394060594	>1Mb	lost
chr14	14100000	14125000	down_in_mutant	2300000	2	TRUE	0.422703091876325	>1Mb	lost
chr14	14860000	14870000	down_in_mutant	1230000	1	FALSE	0.398860113988601	>1Mb	lost
chr14	21975000	22000000	down_in_mutant	1425000	1	TRUE	0.50189992400304	>1Mb	lost
chr14	22570000	22580000	down_in_mutant	830000	1	FALSE	0.472052794720528	500kb-1Mb	lost
