chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	stripe_id
chr1	20925001	20945000	chr1	20925001	21280000	3prime	mutant_only	NA	0.071	NA	1.1097991529166	NA	24.916450612137	355000	20000	20935000.5	stripe_0019
chr1	21140001	21170000	chr1	20745001	21170000	5prime	control_only	0.093	NA	1.32256860162751	NA	19.8079806275518	NA	425000	30000	21155000.5	stripe_0020
chr1	22255001	22280000	chr1	20880001	22280000	5prime	shared	0.052	0.051	3.62708661877403	2.38561252373041	9.60329455341466	14.157964446827	1400000	25000	22267500.5	stripe_0021
chr1	22595001	22615000	chr1	22595001	23300000	3prime	shared	0.083	0.097	1.75080602356684	1.06622825940465	17.7822153340169	17.2436216645782	705000	20000	22605000.5	stripe_0022
chr1	22780001	22810000	chr1	22475001	22810000	5prime	mutant_only	NA	0.077	NA	1.20079367952834	NA	28.417890289657	335000	30000	22795000.5	stripe_0023
chr1	23125001	23145000	chr1	22580001	23145000	5prime	shared	0.041	0.042	3.81323796667131	3.46410545701106	20.3202681776978	21.7405099435526	565000	20000	23135000.5	stripe_0024
chr1	23315001	23335000	chr1	23315001	23875000	3prime	control_only	0.0925	NA	1.03109099944809	NA	17.1897307004163	NA	560000	20000	23325000.5	stripe_0025
chr1	23475001	23505000	chr1	23315001	23505000	5prime	control_only	0.074	NA	1.05529192855643	NA	36.8749211259742	NA	190000	30000	23490000.5	stripe_0026
chr1	24000001	24035000	chr1	23810001	24035000	5prime	mutant_only	NA	0.049	NA	0.442703542230269	NA	37.3089705570215	225000	35000	24017500.5	stripe_0027
chr1	24235001	24265000	chr1	23855001	24265000	5prime	shared	0.0365	0.032	2.42715900618177	2.87604116615983	22.763393763643	21.7029735676085	410000	30000	24250000.5	stripe_0028
chr1	24365001	24385000	chr1	24365001	24730000	3prime	shared	0.037	0.0255	2.98149615795899	3.75820130836939	23.9295427213429	28.0844121711625	365000	20000	24375000.5	stripe_0029
chr1	25810001	25835000	chr1	25405001	25835000	5prime	shared	0.04	0.0215	1.80023564966707	3.53747072679635	20.8588711162712	29.7556495116977	430000	25000	25822500.5	stripe_0030
chr1	30930001	30950000	chr1	30770001	30950000	5prime	shared	0.0395	0.035	1.84404950515907	1.43617500636316	33.3727379208399	37.4649833723525	180000	20000	30940000.5	stripe_0031
chr1	31140001	31175000	chr1	30700001	31175000	5prime	mutant_only	NA	0.066	NA	1.44987503005355	NA	20.9433279211368	475000	35000	31157500.5	stripe_0032
chr1	33655001	33685000	chr1	33655001	34165000	3prime	shared	0.074	0.055	0.483457501518129	0.750797526371668	16.041951039503	17.5456614924915	510000	30000	33670000.5	stripe_0033
chr1	33950001	33975000	chr1	33735001	33975000	5prime	shared	0.029	0.0435	3.04938035349418	1.89740297709133	38.725633713498	41.7667531488867	240000	25000	33962500.5	stripe_0034
chr1	34585001	34610000	chr1	34200001	34610000	5prime	mutant_only	NA	0.083	NA	1.27091773736605	NA	27.5650307908549	410000	25000	34597500.5	stripe_0035
chr1	36040001	36065000	chr1	34925001	36065000	5prime	shared	0.0455	0.065	2.38461653875861	1.91334360852301	12.2145014933449	24.3395318037988	1140000	25000	36052500.5	stripe_0036
chr1	37255001	37285000	chr1	37255001	37880000	3prime	shared	0.083	0.0715	1.07319980131419	1.6167751452953	18.2262691726575	20.3524996800314	625000	30000	37270000.5	stripe_0037
chr1	37445001	37465000	chr1	37445001	37885000	3prime	control_only	0.086	NA	0.478274815007377	NA	23.2089279946602	NA	440000	20000	37455000.5	stripe_0038
chr1	37625001	37650000	chr1	37345001	37650000	5prime	shared	0.017	0.045	6.63309524886487	3.6120424952332	33.9190559857976	34.6491123239798	305000	25000	37637500.5	stripe_0039
chr1	37880001	37900000	chr1	37880001	38105000	3prime	control_only	0.096	NA	0.188639437668442	NA	30.434553749395	NA	225000	20000	37890000.5	stripe_0040
chr1	38175001	38195000	chr1	38175001	38785000	3prime	shared	0.0245	0.0345	5.56679530852906	3.42741118907191	21.2419356514949	22.4878819537568	610000	20000	38185000.5	stripe_0041
chr1	38760001	38775000	chr1	38050001	38775000	5prime	shared	0.02	0.018	2.44869014399894	6.80536378743372	20.4197510192136	24.3144763218584	725000	15000	38767500.5	stripe_0042
chr1	38990001	39015000	chr1	38990001	39515000	3prime	shared	0.038	0.018	8.24400286578154	7.3682319117922	21.8479285934132	25.5558668744139	525000	25000	39002500.5	stripe_0043
chr1	39515001	39535000	chr1	38835001	39535000	5prime	shared	0.041	0.0365	4.16778032545054	4.94010788705832	19.6998427529069	21.3662482329619	700000	20000	39525000.5	stripe_0044
chr1	39675001	39700000	chr1	39675001	40015000	3prime	shared	0.081	0.097	2.13810877264403	1.55145478251105	28.1692529894447	24.6461396634604	340000	25000	39687500.5	stripe_0045
chr1	39745001	39775000	chr1	39745001	40020000	3prime	control_only	0.032	NA	2.06269281480797	NA	36.5084779649869	NA	275000	30000	39760000.5	stripe_0046
chr1	39745001	39775000	chr1	39745001	40005000	3prime	mutant_only	NA	0.041	NA	1.53122451871641	NA	41.4360012389202	260000	30000	39760000.5	stripe_0047
chr1	40365001	40390000	chr1	39560001	40390000	5prime	shared	0.0565	0.0555	2.07095507452174	2.11355996184003	12.5536808056389	14.6782479002974	830000	25000	40377500.5	stripe_0048
chr1	40560001	40590000	chr1	40560001	40850000	3prime	control_only	0.096	NA	0.501288842605125	NA	23.5950972283076	NA	290000	30000	40575000.5	stripe_0049
chr1	43290001	43315000	chr1	43290001	43745000	3prime	shared	0.019	0.018	4.84755177992111	5.97233524405268	22.1989531439261	24.6756415377813	455000	25000	43302500.5	stripe_0050
chr1	43725001	43750000	chr1	43265001	43750000	5prime	control_only	0.061	NA	1.81151552348662	NA	19.8571040818168	NA	485000	25000	43737500.5	stripe_0051
chr1	43750001	43770000	chr1	43750001	43990000	3prime	shared	0.0465	0.045	1.22086397708309	1.17002355836451	28.6468391531682	22.4242034384357	240000	20000	43760000.5	stripe_0052
chr1	50955001	50975000	chr1	50955001	51355000	3prime	shared	0.0475	0.089	2.79410261332651	-0.462673889920794	22.8134496274104	25.2033732207695	400000	20000	50965000.5	stripe_0053
chr1	51315001	51335000	chr1	50930001	51335000	5prime	control_only	0.084	NA	1.15275205023013	NA	22.5456108593649	NA	405000	20000	51325000.5	stripe_0054
chr1	51585001	51605000	chr1	51340001	51605000	5prime	shared	0.05	0.053	2.46385617963287	2.25932323895726	28.1204976091261	17.0620202014119	265000	20000	51595000.5	stripe_0055
chr1	51660001	51685000	chr1	51660001	52000000	3prime	control_only	0.0595	NA	1.16300289074564	NA	27.5490130534949	NA	340000	25000	51672500.5	stripe_0056
chr1	52080001	52105000	chr1	51305001	52105000	5prime	shared	0.0605	0.064	1.80022470207535	1.49744475822219	12.9573828205695	13.9854388811461	800000	25000	52092500.5	stripe_0057
chr1	52615001	52635000	chr1	52175001	52635000	5prime	shared	0.061	0.086	1.21752342616019	0.666221151981195	19.8571852848489	18.6956303800326	460000	20000	52625000.5	stripe_0058
chr1	52630001	52655000	chr1	52630001	52865000	3prime	shared	0.035	0.038	1.65627398147177	1.30873270883812	31.0996799037328	34.540898070289	235000	25000	52642500.5	stripe_0059
chr1	53020001	53040000	chr1	52640001	53040000	5prime	shared	0.076	0.089	1.04871623855211	0.836837900684926	19.3607169712744	23.3576227408566	400000	20000	53030000.5	stripe_0060
chr1	53260001	53280000	chr1	52860001	53280000	5prime	shared	0.0365	0.074	2.34622706596935	1.64303774461475	23.1835392981889	24.5014686481796	420000	20000	53270000.5	stripe_0061
chr1	53905001	53925000	chr1	53905001	54425000	3prime	mutant_only	NA	0.082	NA	1.65228621617122	NA	21.3766321353236	520000	20000	53915000.5	stripe_0062
chr1	54965001	54985000	chr1	54675001	54985000	5prime	mutant_only	NA	0.0345	NA	2.7196650950364	NA	33.8443440994385	310000	20000	54975000.5	stripe_0063
chr1	55365001	55395000	chr1	55000001	55395000	5prime	mutant_only	NA	0.086	NA	0.949474950959913	NA	21.0738319337495	395000	30000	55380000.5	stripe_0064
chr1	55395001	55430000	chr1	55395001	55875000	3prime	shared	0.0595	0.06	2.9675919275488	3.7586585782037	21.9867356535876	23.6919250237657	480000	35000	55412500.5	stripe_0065
chr1	57415001	57440000	chr1	57415001	58445000	3prime	shared	0.0225	0.047	8.69195708894287	5.91400683854801	13.2885385914993	13.7579589791761	1030000	25000	57427500.5	stripe_0066
chr1	57930001	57960000	chr1	57485001	57960000	5prime	shared	0.088	0.074	1.21397566053875	1.43159375605772	18.461138753631	26.5532865018486	475000	30000	57945000.5	stripe_0067
chr1	58260001	58285000	chr1	57945001	58285000	5prime	shared	0.099	0.0675	0.856043498914497	1.69222824434488	22.7545800527064	26.7028354276779	340000	25000	58272500.5	stripe_0068
chr1	58750001	58775000	chr1	58750001	59250000	3prime	control_only	0.0885	NA	0.777971408653001	NA	17.8729878325666	NA	500000	25000	58762500.5	stripe_0069
chr1	59235001	59255000	chr1	59235001	59540000	3prime	control_only	0.099	NA	0.42341902917897	NA	26.2329334422003	NA	305000	20000	59245000.5	stripe_0070
chr1	59300001	59325000	chr1	59300001	59605000	3prime	shared	0.046	0.04	2.33431805308265	2.97958383281107	35.1559026315199	37.9788752964862	305000	25000	59312500.5	stripe_0071
chr1	60845001	60870000	chr1	60090001	60870000	5prime	shared	0.022	0.055	5.42799469241581	5.55469810703815	14.8057332639928	18.712526534584	780000	25000	60857500.5	stripe_0072
chr1	62680001	62705000	chr1	61760001	62705000	5prime	shared	0.059	0.045	2.25940042649189	3.14432422544677	12.1850236423251	13.5415693973317	945000	25000	62692500.5	stripe_0073
chr1	63655001	63675000	chr1	63655001	64840000	3prime	shared	0.023	0.023	4.56923597393175	3.99142655419375	11.2627909694223	17.6105900917971	1185000	20000	63665000.5	stripe_0074
chr1	63655001	63680000	chr1	63655001	65135000	3prime	mutant_only	NA	0.0325	NA	3.22497416548066	NA	10.5749661033413	1480000	25000	63667500.5	stripe_0075
chr1	63750001	63775000	chr1	63750001	64435000	3prime	control_only	0.03	NA	3.99772348622823	NA	15.9541598958031	NA	685000	25000	63762500.5	stripe_0076
chr1	64435001	64455000	chr1	63695001	64455000	5prime	shared	0.0535	0.028	3.71012451470992	6.20231710080328	20.0206472953778	23.502905338353	760000	20000	64445000.5	stripe_0077
chr1	66095001	66115000	chr1	66095001	66660000	3prime	shared	0.069	0.093	0.819047546502094	1.19467774644096	15.7634058602388	15.9677827765558	565000	20000	66105000.5	stripe_0078
chr1	66825001	66850000	chr1	66615001	66850000	5prime	shared	0.051	0.089	1.16928482788034	0.907332166082442	28.542017876776	19.8772364972669	235000	25000	66837500.5	stripe_0079
chr1	67630001	67650000	chr1	67630001	69145000	3prime	shared	0.049	0.0475	4.51650759912233	3.18020993881657	8.11824140175635	8.74197667901958	1515000	20000	67640000.5	stripe_0080
chr1	69080001	69105000	chr1	68740001	69105000	5prime	shared	0.044	0.032	2.12831952018571	2.50453586403097	22.6122700021344	14.0583627511587	365000	25000	69092500.5	stripe_0081
chr1	72305001	72325000	chr1	72305001	72595000	3prime	shared	0.0545	0.0495	2.31259932879396	3.43461153880229	30.5847219844088	31.5023380534752	290000	20000	72315000.5	stripe_0082
chr1	72830001	72865000	chr1	72230001	72865000	5prime	shared	0.024	0.0345	2.71027900063091	1.92663960608053	17.9105440050705	18.8686162910125	635000	35000	72847500.5	stripe_0083
chr1	72860001	72895000	chr1	72860001	73795000	3prime	shared	0.057	0.0585	6.11437376626247	-2.03726133527628	14.395732311839	15.651734373755	935000	35000	72877500.5	stripe_0084
chr1	73260001	73280000	chr1	72915001	73280000	5prime	control_only	0.079	NA	1.09331932622478	NA	23.0579802107858	NA	365000	20000	73270000.5	stripe_0085
chr1	73600001	73625000	chr1	72930001	73625000	5prime	mutant_only	NA	0.072	NA	1.94850907764914	NA	18.0308610785001	695000	25000	73612500.5	stripe_0086
chr1	73815001	73830000	chr1	72710001	73830000	5prime	shared	0.0345	0.054	5.09621602854958	2.68101547694191	13.1217203308408	14.2600326213958	1120000	15000	73822500.5	stripe_0087
chr1	73885001	73915000	chr1	73885001	74135000	3prime	shared	0.023	0.019	3.68459976680134	5.21392226162547	36.3868474028662	35.6902774215646	250000	30000	73900000.5	stripe_0088
chr1	74745001	74765000	chr1	74450001	74765000	5prime	control_only	0.081	NA	1.02670763879164	NA	26.7531682863785	NA	315000	20000	74755000.5	stripe_0089
chr1	75015001	75040000	chr1	74625001	75040000	5prime	shared	0.067	0.044	-2.2863224005921	-3.60726175391978	24.3104935713692	30.5521147605157	415000	25000	75027500.5	stripe_0090
chr1	75040001	75055000	chr1	74630001	75055000	5prime	control_only	0.088	NA	-3.77071123685258	NA	22.8186067934352	NA	425000	15000	75047500.5	stripe_0091
chr1	75040001	75060000	chr1	75040001	75305000	3prime	mutant_only	NA	0.03	NA	NA	NA	35.3090355039474	265000	20000	75050000.5	stripe_0092
chr1	75125001	75140000	chr1	74780001	75140000	5prime	mutant_only	NA	0.076	NA	-6.59667529418365	NA	26.3337738466921	360000	15000	75132500.5	stripe_0093
chr1	75455001	75475000	chr1	75220001	75475000	5prime	shared	0.062	0.045	3.29661907522995	3.76640986348813	46.6059281545501	50.2420018529624	255000	20000	75465000.5	stripe_0094
chr1	75630001	75665000	chr1	75630001	77120000	3prime	shared	0.028	0.089	2.73119074224549	2.82310265756346	8.35205695586677	9.20239334511403	1490000	35000	75647500.5	stripe_0095
chr1	75915001	75935000	chr1	75915001	77100000	3prime	shared	0.074	0.061	2.23545113537026	3.13068307214493	9.49917772930005	10.3244642295278	1185000	20000	75925000.5	stripe_0096
chr1	77495001	77530000	chr1	76570001	77530000	5prime	shared	0.0495	0.03	3.01392934995418	5.01484529017271	10.410175279148	11.9026570389746	960000	35000	77512500.5	stripe_0097
chr1	77970001	77990000	chr1	77970001	78445000	3prime	control_only	0.077	NA	2.28484867562429	NA	18.3800187078583	NA	475000	20000	77980000.5	stripe_0098
chr1	78205001	78225000	chr1	78205001	78460000	3prime	mutant_only	NA	0.039	NA	2.10666589922632	NA	33.1765991249743	255000	20000	78215000.5	stripe_0099
chr1	78720001	78740000	chr1	78720001	79695000	3prime	control_only	0.061	NA	3.03524590234132	NA	12.6164929317763	NA	975000	20000	78730000.5	stripe_0100
chr1	79775001	79800000	chr1	79775001	80525000	3prime	shared	0.0675	0.046	2.28198212702378	2.73966759245667	13.7259223703301	16.5464762624069	750000	25000	79787500.5	stripe_0101
chr1	80175001	80195000	chr1	80175001	80490000	3prime	shared	0.053	0.097	1.18577741340037	0.245347997134081	22.8912438100832	26.6080615298732	315000	20000	80185000.5	stripe_0102
chr1	80490001	80525000	chr1	80230001	80525000	5prime	shared	0.095	0.033	0.929071493205789	2.29459938402568	24.1191150431996	26.5999910627826	295000	35000	80507500.5	stripe_0103
chr1	80820001	80840000	chr1	80820001	81300000	3prime	shared	0.085	0.036	2.49208785353854	2.95671032915332	19.7841945005003	22.8863104957252	480000	20000	80830000.5	stripe_0104
chr1	81280001	81305000	chr1	80520001	81305000	5prime	shared	0.022	0.027	4.300052976086	4.62656460201077	15.1540297175939	16.1996423849498	785000	25000	81292500.5	stripe_0105
chr1	81310001	81330000	chr1	81310001	82440000	3prime	mutant_only	NA	0.0935	NA	3.34981675461853	NA	11.2796093911495	1130000	20000	81320000.5	stripe_0106
chr1	82285001	82305000	chr1	81330001	82305000	5prime	control_only	0.099	NA	0.488553186797983	NA	10.8325854378479	NA	975000	20000	82295000.5	stripe_0107
chr1	83400001	83420000	chr1	83400001	83705000	3prime	shared	0.09	0.065	1.00084675176313	0.953182032788931	27.6037411716452	30.6352232219603	305000	20000	83410000.5	stripe_0108
chr1	83700001	83720000	chr1	83170001	83720000	5prime	shared	0.0065	0.0095	10.2165981198655	9.14373185999572	22.8100213001371	25.272626006935	550000	20000	83710000.5	stripe_0109
chr1	83725001	83750000	chr1	83725001	84785000	3prime	shared	0.024	0.021	7.39591794235873	8.7341574303734	11.8365952057221	13.9862064796415	1060000	25000	83737500.5	stripe_0110
chr1	84685001	84705000	chr1	84365001	84705000	5prime	shared	0.028	0.0385	2.18112187191714	1.98088733551121	22.5906890512405	17.7828887391182	340000	20000	84695000.5	stripe_0111
chr1	85325001	85345000	chr1	85150001	85345000	5prime	mutant_only	NA	0.068	NA	-1.14716845722686	NA	20.6560844438893	195000	20000	85335000.5	stripe_0112
chr1	85835001	85860000	chr1	85835001	86145000	3prime	mutant_only	NA	0.064	NA	1.31486222974491	NA	32.2158742690394	310000	25000	85847500.5	stripe_0113
chr1	86335001	86360000	chr1	86065001	86360000	5prime	mutant_only	NA	0.022	NA	3.40570379784383	NA	38.8890886150187	295000	25000	86347500.5	stripe_0114
chr1	86645001	86665000	chr1	86645001	87140000	3prime	mutant_only	NA	0.076	NA	1.66153424850242	NA	24.7857468049203	495000	20000	86655000.5	stripe_0115
chr1	87025001	87050000	chr1	86625001	87050000	5prime	shared	0.064	0.095	3.28258426829208	2.27051446437768	26.388560943744	28.6115563019153	425000	25000	87037500.5	stripe_0116
chr1	87170001	87190000	chr1	86600001	87190000	5prime	control_only	0.08	NA	1.88460491793326	NA	17.7764644450702	NA	590000	20000	87180000.5	stripe_0117
chr1	88690001	88715000	chr1	88315001	88715000	5prime	shared	0.046	0.055	1.58291346893476	2.13238645016993	26.7691050726192	31.248914379805	400000	25000	88702500.5	stripe_0118
chr1	88745001	88765000	chr1	88745001	89175000	3prime	shared	0.048	0.055	2.68987496884623	3.9792487513532	23.0491123767066	16.6983974159803	430000	20000	88755000.5	stripe_0119
chr1	89180001	89200000	chr1	88760001	89200000	5prime	shared	0.0235	0.026	2.63008337090785	2.62103706382846	23.2974318287781	26.4046278889859	440000	20000	89190000.5	stripe_0120
chr1	89220001	89245000	chr1	89220001	89640000	3prime	shared	0.021	0.017	6.00168137816404	7.14651527352813	26.2172231377419	30.7837273414085	420000	25000	89232500.5	stripe_0121
chr1	89505001	89525000	chr1	89255001	89525000	5prime	shared	0.029	0.029	3.36740041309257	3.3992642010714	36.2569624261261	41.5640457310135	270000	20000	89515000.5	stripe_0122
chr1	89935001	89955000	chr1	89305001	89955000	5prime	shared	0.0905	0.063	1.85181947705408	2.80644030969133	17.3204223554358	27.1057929897119	650000	20000	89945000.5	stripe_0123
chr1	90045001	90070000	chr1	90045001	90550000	3prime	shared	0.041	0.027	2.82884721054705	3.77007385846458	20.3558364968364	24.4318587612326	505000	25000	90057500.5	stripe_0124
chr1	90570001	90595000	chr1	90035001	90595000	5prime	shared	0.012	0.013	9.63806382296982	10.7306193001275	23.5400718273126	25.650075791082	560000	25000	90582500.5	stripe_0125
chr1	90630001	90650000	chr1	90630001	91345000	3prime	mutant_only	NA	0.097	NA	0.794257525138746	NA	17.9634130876452	715000	20000	90640000.5	stripe_0126
chr1	90960001	90985000	chr1	90960001	91390000	3prime	shared	0.039	0.045	2.36070719700363	1.67115487766034	23.0883752789315	26.2455162287101	430000	25000	90972500.5	stripe_0127
chr1	91560001	91585000	chr1	91560001	91970000	3prime	shared	0.081	0.0865	1.05931682766774	0.805791894977328	24.8291603638935	27.9581118955785	410000	25000	91572500.5	stripe_0128
chr1	92430001	92450000	chr1	91960001	92450000	5prime	shared	0.036	0.017	3.92422996170228	8.07507882158353	22.7615752969675	24.6653914736429	490000	20000	92440000.5	stripe_0129
chr1	92945001	92965000	chr1	92945001	93350000	3prime	shared	0.039	0.045	2.47760370701509	1.68644484201212	27.2485898125682	30.0312962491008	405000	20000	92955000.5	stripe_0130
chr1	93160001	93185000	chr1	93160001	93510000	3prime	control_only	0.072	NA	0.805377741313357	NA	29.4138014353812	NA	350000	25000	93172500.5	stripe_0131
chr1	94065001	94090000	chr1	93845001	94090000	5prime	shared	0.016	0.019	2.90603495500757	3.30341218665151	33.6429769857521	37.0123580593517	245000	25000	94077500.5	stripe_0132
chr1	97800001	97820000	chr1	97800001	98530000	3prime	control_only	0.093	NA	2.29906890021293	NA	14.0752032740548	NA	730000	20000	97810000.5	stripe_0133
chr1	98160001	98195000	chr1	97810001	98195000	5prime	shared	0.083	0.049	1.17966070561337	2.23117459756791	19.913669569849	22.2302758373427	385000	35000	98177500.5	stripe_0134
chr1	98335001	98355000	chr1	97785001	98355000	5prime	shared	0.042	0.039	3.29393283027461	3.17079557330534	16.1650646387593	17.3685653629625	570000	20000	98345000.5	stripe_0135
chr1	104980001	105000000	chr1	104980001	105720000	3prime	shared	0.0305	0.026	4.28470411133028	4.39736264768657	14.9994149828928	15.3662915629913	740000	20000	104990000.5	stripe_0136
chr1	105615001	105635000	chr1	105015001	105635000	5prime	shared	0.0565	0.086	1.83905633790937	0.934328372647154	14.9484637656212	15.2687704190288	620000	20000	105625000.5	stripe_0137
chr1	106055001	106080000	chr1	106055001	106400000	3prime	mutant_only	NA	0.066	NA	1.39946948797156	NA	27.7082139778667	345000	25000	106067500.5	stripe_0138
chr1	106165001	106190000	chr1	106165001	106375000	3prime	mutant_only	NA	0.023	NA	2.13419269458301	NA	42.2011201629259	210000	25000	106177500.5	stripe_0139
chr1	106385001	106410000	chr1	105720001	106410000	5prime	shared	0.0525	0.0425	1.59792471208387	1.69490354453156	16.1085844566387	17.4458397963705	690000	25000	106397500.5	stripe_0140
chr1	106410001	106435000	chr1	106410001	106825000	3prime	shared	0.022	0.024	4.33596193113072	3.95611321324922	21.9268216592003	24.5259511745954	415000	25000	106422500.5	stripe_0141
chr1	106705001	106725000	chr1	106445001	106725000	5prime	mutant_only	NA	0.037	NA	2.29609170092535	NA	31.461096759878	280000	20000	106715000.5	stripe_0142
chr1	106870001	106890000	chr1	106715001	106890000	5prime	mutant_only	NA	0.056	NA	0.694269076725394	NA	33.1018060586776	175000	20000	106880000.5	stripe_0143
chr1	111650001	111670000	chr1	111650001	112470000	3prime	control_only	0.0945	NA	0.550684314933292	NA	11.2574310362834	NA	820000	20000	111660000.5	stripe_0144
chr1	115675001	115695000	chr1	115675001	116480000	3prime	mutant_only	NA	0.097	NA	1.05341940427107	NA	11.3720747177595	805000	20000	115685000.5	stripe_0145
chr1	118740001	118765000	chr1	118490001	118765000	5prime	mutant_only	NA	0.023	NA	4.24896133831958	NA	31.8253530990521	275000	25000	118752500.5	stripe_0146
chr1	118765001	118785000	chr1	118765001	119535000	3prime	shared	0.031	0.051	3.46682598472277	2.56557164753979	15.0491706157528	15.6296199032958	770000	20000	118775000.5	stripe_0147
chr1	119055001	119090000	chr1	118510001	119090000	5prime	shared	0.048	0.046	2.60002317648499	1.83108247962315	18.207044069614	35.876737544901	580000	35000	119072500.5	stripe_0148
chr1	119080001	119105000	chr1	119080001	119690000	3prime	shared	0.0265	0.0295	4.62781249184123	4.08240802239582	16.2484065490239	18.6226827727336	610000	25000	119092500.5	stripe_0149
chr1	119535001	119560000	chr1	119535001	119725000	3prime	mutant_only	NA	0.083	NA	0.891530273113112	NA	36.7486694977284	190000	25000	119547500.5	stripe_0150
chr1	119915001	119940000	chr1	119460001	119940000	5prime	shared	0.0345	0.045	3.09492227352352	2.5480546971674	20.7309293010822	24.1814803946628	480000	25000	119927500.5	stripe_0151
chr1	120535001	120565000	chr1	120030001	120565000	5prime	shared	0.038	0.029	3.67959518700715	4.89014536680723	17.3540612515712	24.9809364541588	535000	30000	120550000.5	stripe_0152
chr1	121165001	121185000	chr1	120575001	121185000	5prime	mutant_only	NA	0.0585	NA	1.97146464982491	NA	18.0308016210084	610000	20000	121175000.5	stripe_0153
chr1	121385001	121420000	chr1	120625001	121420000	5prime	mutant_only	NA	0.08	NA	0.897802030076741	NA	12.6797075788609	795000	35000	121402500.5	stripe_0154
chr1	125545001	125560000	chr1	125375001	125560000	5prime	control_only	0.087	NA	0.235682637226531	NA	31.4026308043814	NA	185000	15000	125552500.5	stripe_0155
chr1	125600001	125625000	chr1	125600001	126650000	3prime	mutant_only	NA	0.0615	NA	1.87970963915881	NA	11.4191710384167	1050000	25000	125612500.5	stripe_0156
chr1	127000001	127025000	chr1	127000001	127435000	3prime	shared	0.094	0.081	0.508833881256747	1.18961859679033	15.3948741821912	17.9383340965216	435000	25000	127012500.5	stripe_0157
chr1	127195001	127215000	chr1	127195001	127450000	3prime	shared	0.048	0.0335	1.65246697092266	2.95333696469518	27.3766935756416	32.7571475501653	255000	20000	127205000.5	stripe_0158
