Chr	Start	End	Conc	Conc_mut	Conc_ctrl	Fold	p-value	FDR
chr1	153741984	153742384	4.00851478335588	4.71809285855894	2.55319487779794	1.4405828806199	2.9206744412259e-09	5.68144195679468e-06
chr7	143437156	143437556	4.5388515846764	3.44983448336524	5.15230635875523	-1.19892400318058	3.49689218940541e-09	6.30754252286526e-06
chr7	96211153	96211553	4.44707218726444	3.23617349734557	5.09599827223086	-1.25720361726141	3.56678924310592e-09	6.30754252286526e-06
chr4	97583070	97583470	4.04925146532251	4.72057151405077	2.75401917493081	1.29489943475997	9.51620267512284e-09	1.60968636989415e-05
chr1	184903584	184903984	5.18955149658425	5.76039387656982	4.23110113564391	1.12132661443947	1.03122809757199e-08	1.6716637140016e-05
chr15	83778795	83779195	4.41734170736848	3.43221762000008	4.99731128784486	-1.12159843835082	1.71110704919215e-08	2.66282478995283e-05
chr13	23568646	23569046	3.6816557528609	4.42344127614943	2.07234906133668	1.44275220174205	2.54069390756805e-08	3.80175755668981e-05
chr11	114065554	114065954	5.13336316520555	4.09102574332965	5.73216647270272	-1.1398651722199	2.64375206430407e-08	3.80945089117591e-05
chr4	45765328	45765728	4.05093533892475	2.87682497046952	4.68955885189537	-1.19265943129525	2.8495481856787e-08	3.9593454344225e-05
chr7	143393348	143393748	4.39719178768907	3.24422648702907	5.02973923351053	-1.16340888802345	3.86138590152141e-08	5.18024891374794e-05
chr10	109693014	109693414	3.75167101221242	4.4447520966015	2.36809420418718	1.26419870858807	4.12874319006715e-08	5.20956057654244e-05
chr8	49677252	49677652	3.51195133455101	4.26699957684416	1.83301112313293	1.46440354084706	4.15104428409756e-08	5.20956057654244e-05
chr17	90991076	90991476	4.18908899502426	4.84854902814233	2.93929638944674	1.2097395947983	4.44555891457318e-08	5.40482717410842e-05
chr10	109736280	109736680	4.12811907521402	4.79412965944666	2.85345250525036	1.21418670537036	4.86742085452431e-08	5.73839419228086e-05
chr18	32945418	32945818	4.91725285381315	5.46666694492034	4.01892653833859	1.05836063235651	7.02311533080207e-08	8.03630299837807e-05
chr18	32963879	32964279	4.72055471157028	5.27914615728043	3.79689341544495	1.07115739716769	7.59224640416965e-08	8.43932418154915e-05
chr9	4537069	4537469	4.32980593885673	4.94853437835058	3.22349056523844	1.13505312366424	8.37281350362682e-08	9.04845303773893e-05
chr18	64387136	64387536	3.51698047716168	4.23500009211774	2.02318632006456	1.29643169283788	8.74471439279422e-08	9.194949012207e-05
chr6	18403666	18404066	4.73777060509817	5.2882062582514	3.83665398433543	1.04864079179597	9.24683095309599e-08	9.24109227804083e-05
chr5	88966446	88966846	3.93688653833395	4.58916354423471	2.71375941145045	1.16913936735727	9.43281380754924e-08	9.24109227804083e-05
chr13	103796341	103796741	3.6771257133858	4.34372135209532	2.40021099623831	1.19854648362714	9.6619007019682e-08	9.24109227804083e-05
chr8	55040485	55040885	4.65139437033593	5.1887243075836	3.78552573165805	1.02234963197415	9.80572917913402e-08	9.24109227804083e-05
chr18	33202774	33203174	5.2117541491995	5.73829225150825	4.37404543268821	1.01510596306159	9.97624664381737e-08	9.24109227804083e-05
chr13	23575603	23576003	4.25635469963164	4.89700426811325	3.07510400777136	1.15087052329841	1.28976255617725e-07	0.000115722596219805
chr11	117889483	117889883	3.73328359291734	4.4274377819054	2.34517131405957	1.21662681777293	1.30877630990141e-07	0.000115722596219805
chr18	82869813	82870213	3.79306206784921	4.48987776694103	2.3936242994166	1.20885113258994	1.59455056310984e-07	0.000137857754795086
chr5	14751276	14751676	4.33076480113124	4.94216086631982	3.24842766791494	1.10948397786057	1.72567032038845e-07	0.000145795701319238
chr11	113792803	113793203	3.83665076375371	4.51436832434045	2.5161391772948	1.17748163357639	1.76263864203765e-07	0.000145795701319238
chr5	99786687	99787087	4.44227383199875	5.01000071142032	3.49277863195043	1.05065961778842	1.79879030030161e-07	0.000145795701319238
chr2	66344478	66344878	3.56427133086531	4.25773160590122	2.1790938893294	1.18506295696073	2.07587934772984e-07	0.000164415578511338
chr5	117938355	117938755	3.97102677288888	4.58110394392705	2.89294792587799	1.10347407052529	2.11303917891451e-07	0.000164415578511338
chr12	84851971	84852371	4.00045562745376	4.64758595981259	2.79605614938978	1.13482364027184	2.33961009897477e-07	0.000178475550785516
chr7	143399219	143399619	4.16929682086289	3.06780444795412	4.78656317213675	-1.09321911894493	2.45094061218544e-07	0.000183372777917451
chr5	21979428	21979828	4.40143044385402	4.9587371436364	3.48135247908822	1.03151839942611	3.43317006447567e-07	0.000249518010214085
chr9	111373218	111373618	3.66381275602885	4.35536664831234	2.28666035155958	1.16221449968029	3.46330100284297e-07	0.000249518010214085
chr14	31254529	31254929	3.55817389126435	2.06382726223077	4.27631273657442	-1.18911999406628	3.66408775839781e-07	0.000256338165733337
chr3	114930415	114930815	4.40708267805419	4.98764184975079	3.42021259701602	1.04850245394157	3.68974097958279e-07	0.000256338165733337
chr5	53169932	53170332	4.58317141388827	5.10568345980161	3.75577605286558	0.991118702837666	3.88435417643868e-07	0.000260806188964548
chr4	47279322	47279722	3.89624199519534	2.58747898903455	4.57100377085855	-1.13204012096438	3.90791769982786e-07	0.000260806188964548
chr5	127555094	127555494	2.94164548959046	0.761207706499573	3.77302921583032	-1.46891187201228	4.02183358082554e-07	0.000260806188964548
chr5	53151709	53152109	4.64568442075596	5.16447828293571	3.8277234352039	0.986337634885387	4.08276721072259e-07	0.000260806188964548
chr18	32995226	32995626	4.35894284030621	4.94163182095646	3.36574198241697	1.04416025975317	4.0892372514683e-07	0.000260806188964548
chr13	11793884	11794284	4.2826811744202	4.88892197171102	3.2168958834937	1.06747904032932	4.17721994184593e-07	0.000262120551350832
chr1	77102080	77102480	4.05969450449278	4.67042650348688	2.9795034856295	1.08091524738633	4.30992093188185e-07	0.000266154720404545
chr12	81314039	81314439	5.00018253548147	5.52323864773576	4.17139944365051	0.978147061171992	4.88059734292228e-07	0.000296686936916236
chr12	8495986	8496386	4.15711890411755	4.72733371176607	3.20047846524212	1.03053376420921	5.02231965205637e-07	0.00030060514778962
chr4	45525982	45526382	3.76642319689195	2.55888321054873	4.41442255074167	-1.09744923379693	5.1630261744522e-07	0.000303423148287477
chrX	160865107	160865507	3.75908257540664	4.39353985293856	2.5995138532495	1.09399462415741	5.22538258199741e-07	0.000303423148287477
chr4	46115310	46115710	5.16749944488821	5.64007193993592	4.46008925085675	0.914622851395982	5.56273189208813e-07	0.000316678202203746
chr2	104253887	104254287	4.02942747716629	4.63623084527153	2.96184802321463	1.06917497664742	5.67379093499578e-07	0.000316678202203746
chr8	55045186	55045586	4.14264383755676	4.75200130144513	3.06688176810184	1.06543851856153	5.69784710301046e-07	0.000316678202203746
chr11	96850606	96851006	4.26373790371791	4.81137517548631	3.37024730771324	0.997609327623683	7.45794030551802e-07	0.000401775840873097
chr18	33039538	33039938	3.67154330512984	4.31397640506734	2.48396926228876	1.08549469478568	7.53350344134204e-07	0.000401775840873097
chr1	131344013	131344413	4.946303526621	5.44253154337767	4.18381615739623	0.937910569527999	7.53878328845549e-07	0.000401775840873097
chr1	131327835	131328235	4.52861905240046	5.04979772338747	3.70461684409841	0.967497528487487	7.70761687554908e-07	0.000405222749382753
chr4	62192823	62193223	5.23309584846085	5.71919046485843	4.49457087630868	0.928825338902922	8.23690556176001e-07	0.000427275747840364
chr1	97840078	97840478	3.96288310349995	4.57334336196384	2.88356908557554	1.05428834624113	9.27234691012091e-07	0.000474658758602966
chr18	32956570	32956970	5.03397849527857	5.59311147141302	4.10880316813373	1.00357822162319	9.41491827818386e-07	0.000475697916380186
chr9	118477962	118478362	4.38551115435202	4.94067446545071	3.47138459282573	1.00461183615901	9.66306843452573e-07	0.000481976509545159
chr17	90653809	90654209	3.91176453521473	4.55986220056764	2.70386871630704	1.07082442163424	1.02359247676279e-06	0.000504086902638686
chr5	53138675	53139075	4.93918604620854	5.4405939274152	4.16422814407075	0.944272891211168	1.05568091616643e-06	0.000513390825543188
chr9	75190137	75190537	3.90139164314743	4.520368998356	2.79425307284793	1.04584996777345	1.20218898747198e-06	0.000577421759970336
chr10	109008996	109009396	4.09489664224607	4.71776533495679	2.97480881031416	1.05083840927264	1.27439454322357e-06	0.000604638045172111
chr1	135586033	135586433	3.51453281835776	2.14776928625304	4.2035992012088	-1.08846638286355	1.305635612952e-06	0.000604896379815968
chr4	91244086	91244486	3.36978685868774	4.07400635560747	1.93825491034366	1.11602456649545	1.30603510871459e-06	0.000604896379815968
chr18	33006704	33007104	4.09971662321742	4.71891454668766	2.99184809343558	1.04627825759381	1.3933019642769e-06	0.000637722504943443
chr12	70895470	70895870	4.10860193425256	4.70356110651753	3.07818946471271	1.02387973410551	1.44201033391517e-06	0.000652342000476392
chr2	33717874	33718274	4.59802887150958	5.17164755209482	3.63153477925015	1.00047728648006	1.56010310674983e-06	0.000697653004231057
chr18	32998529	32998929	3.65992415825552	4.32570601379056	2.38613530860419	1.06976896058347	1.59094933911447e-06	0.000698142010664991
chr5	98170023	98170423	3.87289274151308	4.4926444810677	2.76318926318822	1.03905996984929	1.60044087509774e-06	0.000698142010664991
chr18	82916022	82916422	2.98227481408909	3.75127943370304	1.22548739130588	1.17573699709763	1.61503099755428e-06	0.000698142010664991
chr18	32949370	32949770	4.28258312406508	4.91590923232325	3.12693022864935	1.04428107091119	1.67410722946739e-06	0.000715726832554165
chr7	62421823	62422223	4.3349121087659	4.91604776323666	3.34633211608276	1.00909921831075	1.74601836747352e-06	0.000737895375747279
chr2	18695900	18696300	3.94973820622541	4.5640009866661	2.85808824514245	1.03203917367725	1.77736021904999e-06	0.000737895375747279
chr9	73931435	73931835	4.65470687794266	5.14168084059062	3.91412483569779	0.911180631173514	1.78285992340944e-06	0.000737895375747279
chr14	27447695	27448095	4.10210436642117	4.69765688200999	3.06985976503933	1.01791224523753	1.84199506119689e-06	0.00075434545111437
chr13	62772548	62772948	4.15144632198775	4.74899385263954	3.11301881608564	1.01906300097708	1.91148685918286e-06	0.000774649961005304
chr2	33715649	33716049	3.87130191964463	4.45543009158865	2.87380201485943	1.00311511527464	2.23750376643898e-06	0.000897423546735139
chr3	38482069	38482469	3.68405879573156	4.33010997980379	2.48354707743271	1.04777094087949	2.29911312929861e-06	0.000911099114172556
chr1	63270077	63270477	4.86932539738787	5.41560729523701	3.97950867964211	0.96348925627005	2.36475116038009e-06	0.000911099114172556
chr4	46069995	46070395	4.60725133451032	5.15664873056621	3.7089705588945	0.970777069439071	2.36767069767463e-06	0.000911099114172556
chr12	84865063	84865463	3.86458050943284	4.52388564655912	2.61536956710772	1.05145996173038	2.39473136274936e-06	0.000911099114172556
chr18	69354663	69355063	4.04370877599052	4.59844541164728	3.13076295920435	0.975495609380673	2.39564409165121e-06	0.000911099114172556
chr18	82913081	82913481	4.03968740429095	4.60778117128655	3.08914151153575	0.984314295431476	2.45359226462595e-06	0.000911099114172556
chr17	90644095	90644495	3.44543085337151	4.12027039950023	2.13636025654157	1.06066154197128	2.46728347957737e-06	0.000911099114172556
chr4	128394132	128394532	4.19421453511917	4.77185240967574	3.21596789764996	0.991031714223578	2.49620839306594e-06	0.000911099114172556
chr17	31456958	31457358	4.27426591915313	4.88352318266325	3.19882601392442	1.01833749998233	2.49706133562726e-06	0.000911099114172556
chr18	37659446	37659846	4.42955899659001	4.97064661492181	3.55370433243892	0.966356149734914	2.50578602278534e-06	0.000911099114172556
chr11	50139786	50140186	3.9633696525827	4.55220693694525	2.95168246633202	0.997365251324066	2.53943003922254e-06	0.000914782645147714
chrX	58037608	58038008	4.18229925523823	4.72406973073404	3.30461964753409	0.967654993699643	2.58613365340461e-06	0.000923059906290883
chr4	55076750	55077150	3.42502987025967	4.08295897482914	2.18097318619118	1.04130965242243	2.87596040414908e-06	0.00101717490475836
chr15	61987230	61987630	3.40114217048479	2.08862695195817	4.07685122910544	-1.04329466053427	2.95671658637856e-06	0.00103538728833551
chr5	114805009	114805409	4.37260057462697	4.88012793149033	3.58271110219786	0.921890020430541	3.0009902174764e-06	0.00103538728833551
chr4	98632541	98632941	3.1396035371533	1.69465433728602	3.84685876571391	-1.07397873004337	3.01185111628725e-06	0.00103538728833551
chr7	83633868	83634268	4.11878282903976	4.70226390486324	3.123217998376	0.992157827506392	3.03390697520238e-06	0.00103538728833551
chr13	23746637	23747037	4.0348814269976	4.63844765338551	2.97758604702511	1.0065458682623	3.34487797537046e-06	0.00113158676201555
chr18	42400385	42400785	3.59263797298518	4.26458403484319	2.29495640780373	1.03635070772672	3.60001100593409e-06	0.00119815954272382
chr4	13566142	13566542	3.76204262226044	4.39370795073746	2.61211421335664	1.01494882544327	3.60325578971051e-06	0.00119815954272382
chr4	46071626	46072026	4.67496452243289	5.16414740606118	3.92919657945764	0.897415612954661	3.73604119336239e-06	0.00122248622893489
chr12	11383816	11384216	4.54312012658188	5.07797185904651	3.68378557995507	0.944575867582576	3.73925873906315e-06	0.00122248622893489
chr13	23581781	23582181	4.34806752458752	4.96039615501185	3.26270947498009	1.0053348260428	3.80026753016152e-06	0.00123028420093549
chr3	8533901	8534301	3.69105031395142	4.30844333261712	2.5891409328479	1.00447049309745	3.82635620905266e-06	0.00123028420093549
chr10	108626132	108626532	3.40037502093812	2.12633159323416	4.06622323606311	-1.026792192262	4.03159947618342e-06	0.00128565063623701
chr4	98621095	98621495	3.63783914101426	2.53975455762621	4.25406857547031	-1.00361925488257	4.26217493956509e-06	0.00134812939856732
chr9	4788303	4788703	3.5734866442917	4.21975603211825	2.37218989999919	1.01078683917291	4.51747058367851e-06	0.00141735639562913
chr13	23558904	23559304	2.71079040786404	3.53929560524455	0.553362700576907	1.13536732134378	4.55835256376209e-06	0.00141874165194531
chr2	38824752	38825152	3.68503233117902	4.31718602085886	2.53342364598308	1.00646842896232	4.59971688201558e-06	0.00142025385154616
chr4	101350151	101350551	3.81467345420035	4.41289011392092	2.77416432830451	0.983877027475202	4.75036037097427e-06	0.00145521866325003
chr10	60829008	60829408	4.43548283332579	5.00104969127861	3.4921526476168	0.959119121639723	4.81579842936812e-06	0.0014637393585513
chr7	143401281	143401681	3.6778206029602	2.43438748216542	4.33558281198864	-1.00911600641385	4.97426750379626e-06	0.00150018509484646
chr14	48662839	48663239	4.372616721889	4.97617057499534	3.31536046619188	0.981479270467263	5.07897706639512e-06	0.0015176614056451
chr4	120789844	120790244	4.40785660760965	4.93946098554776	3.55702272409309	0.930764979055293	5.11023375246132e-06	0.0015176614056451
chr18	32975942	32976342	4.21733737262852	4.78710255215557	3.26199178569028	0.95747208426138	5.17168335289263e-06	0.00152427530942642
chr5	53172160	53172560	5.08305197763092	5.59778159485739	4.275305870345	0.916777888533812	5.28135155317132e-06	0.00152865137912484
chr13	97093864	97094264	4.32669814827377	4.8573165351006	3.47843166451662	0.932631209282379	5.29248169283893e-06	0.00152865137912484
chr17	64466761	64467161	4.40313616640649	4.92781577549954	3.57020100349537	0.924047728788725	5.30440653339812e-06	0.00152865137912484
chr6	113322613	113323013	4.43593312888407	4.94483818555749	3.64265182875244	0.908846439494689	5.40404046810293e-06	0.00154591319420253
chr17	71658214	71658614	4.88721078566682	5.3725454946821	4.15046011099099	0.881909429895117	5.44945389508897e-06	0.00154752557509807
chr12	70879413	70879813	4.74612197004632	5.24579168266954	3.97536573965109	0.89299859576756	5.54616198147677e-06	0.00154813680217774
chr6	30959125	30959525	6.69708057154594	7.15964955490152	6.01208235377484	0.857585097380813	5.56771287966786e-06	0.00154813680217774
chr5	8091526	8091926	4.2630940072332	4.80964651790505	3.37254478867453	0.945048185901995	5.57098450854348e-06	0.00154813680217774
chr10	120474719	120475119	4.64012035468023	5.1781618588117	3.772368018383	0.934593459284033	5.6335390283244e-06	0.00155300173523363
chr13	30977898	30978298	3.39059581648923	4.05975438855729	2.10378036513766	1.01075680536672	5.66832660077562e-06	0.00155300173523363
chr13	23562217	23562617	4.11737540494863	4.66815482392102	3.21531815861565	0.941795505956718	5.73191106727509e-06	0.00155944055994642
chr1	88639842	88640242	3.34158956688182	1.81438961075812	4.06671985144905	-1.02822184637024	5.89852907398153e-06	0.00159362690016147
chr9	75186691	75187091	4.9585770793536	5.40552829937638	4.30758783198815	0.834085418228944	6.09557781622684e-06	0.0016255410243936
chr17	90552507	90552907	3.73974778402668	4.37006392854239	2.5944483449778	0.988763746793783	6.10021821260677e-06	0.0016255410243936
chr2	59800151	59800551	4.41359616113276	4.9144008854616	3.6400982296399	0.900356256527846	6.19407856736946e-06	0.00163932399090822
chr12	86217059	86217459	3.70778125173128	4.34229534274853	2.54801549371157	0.992774916799432	6.24466077574443e-06	0.00164119591691447
chr18	77951138	77951538	4.3191418402435	4.82559844695461	3.53188077531903	0.900739575872011	6.33754634776374e-06	0.00164119591691447
chr19	40349704	40350104	4.13173854284895	4.69112946159353	3.20584129101745	0.951273280241871	6.35611376067162e-06	0.00164119591691447
chrX	43411764	43412164	3.75072328995124	4.33881990368746	2.7412798913406	0.967547141783272	6.38372361259654e-06	0.00164119591691447
chr2	37623951	37624351	4.09690651405696	4.62162246582766	3.26387821480325	0.914402282990459	6.41207503845262e-06	0.00164119591691447
chr9	58222681	58223081	2.80797837086881	1.02710701492343	3.58112436786122	-1.04808383856864	6.76345381461275e-06	0.00171981810887261
chr16	23226326	23226726	3.30135566683101	1.99920975596652	3.9744393502157	-1.00219863076656	6.90140241117907e-06	0.00174350039485014
chr10	109717070	109717470	3.17668791107731	3.86540341160222	1.81138237279355	1.01018916129996	6.97744775489672e-06	0.00175133938647908
chr2	104252387	104252787	4.11942553276853	4.66123193662375	3.24164981822121	0.932285071477338	7.19660254700544e-06	0.0017947680903285
chr17	29678159	29678559	4.87772828923239	5.36066672323607	4.14655230871661	0.86717046874175	7.70489268374729e-06	0.00190929203733241
chr12	31927297	31927697	5.23499672684453	5.71635748238427	4.50747430327088	0.873388409001343	7.90955682255617e-06	0.00194274573026259
chr2	104153117	104153517	5.02771873088988	5.51569327381823	4.28479091147011	0.879689563219926	7.93976535436965e-06	0.00194274573026259
chr2	104191715	104192115	3.73569753420569	4.34420838337231	2.66265453604323	0.970222163701094	8.18703420971561e-06	0.00199072853705616
chr14	48709883	48710283	3.38263142734129	4.05311091923984	2.09067962120298	0.991949253343988	8.32485869142482e-06	0.00200011208511001
chr17	90620621	90621021	3.9111938362783	4.47918499165443	2.96094190670593	0.94492285691446	8.36100652584992e-06	0.00200011208511001
chr11	68722725	68723125	4.57111277528714	5.05378487060401	3.84055450678161	0.86144182874643	8.42279110462235e-06	0.00200011208511001
chr7	143439401	143439801	4.40682414301487	3.55384820125968	4.9392493070132	-0.910815801278771	8.43126544038148e-06	0.00200011208511001
chr7	25688335	25688735	4.60833941782102	5.11708387036049	3.81545409481449	0.89310330964714	8.89516432469715e-06	0.00209737192758996
chr1	136627516	136627916	5.42360522211722	5.8689555209489	4.77603676971775	0.827114909523451	9.26663059519684e-06	0.00215982536334446
chr13	49248072	49248472	3.84446093295334	4.4109277869188	2.89856635031124	0.942772958718697	9.30114420309233e-06	0.00215982536334446
chr3	16190060	16190460	3.67944796069703	4.28076171498729	2.6292519635165	0.963583733663632	9.32658170008662e-06	0.00215982536334446
chr11	113829736	113830136	3.5496853961821	4.21454109274091	2.279443709135	0.984983603828296	9.46900334380831e-06	0.00217983180527137
chr5	8363575	8363975	4.70528610978349	5.22841770301556	3.87631034443413	0.90674682093312	9.75570093983721e-06	0.00222501047934394
chr15	89525649	89526049	5.45648074923413	5.90331224781782	4.80574773091259	0.827184083330303	9.77963737226097e-06	0.00222501047934394
chr16	6367377	6367777	4.94830571319121	5.3976490679955	4.29218275699833	0.83214597409548	1.0034094543619e-05	0.00226963051290405
chr15	102562468	102562868	4.40245016591128	4.89466946200326	3.64950999316778	0.877819511265992	1.0984659693085e-05	0.00247027852808944
chr5	8360333	8360733	3.73763488554763	4.37068436834222	2.5829375172825	0.961015921819991	1.12198431974093e-05	0.00250866666434027
chr7	134188067	134188467	3.58069151353778	2.51349497473168	4.18737489337446	-0.950529555371542	1.13658663727637e-05	0.00251863047855961
chr3	80798742	80799142	4.06833905695872	4.60311365731408	3.20920722490727	0.91437053059808	1.13938816148693e-05	0.00251863047855961
chr13	62528597	62528997	3.03881424026997	3.75946589488498	1.53276392462517	0.988311945357195	1.14812669161515e-05	0.00252360841453601
chr11	68954049	68954449	3.4342339830221	4.09709152912183	2.17160787736265	0.971172811456896	1.21823429820401e-05	0.00266266322312512
chr11	104297685	104298085	4.12816910227576	4.66733878878863	3.2574232213181	0.910215245869947	1.23190091037996e-05	0.00267323912153421
chr11	114185121	114185521	3.49671724480261	2.39483856769529	4.11410093867241	-0.955486565891975	1.23681542700465e-05	0.00267323912153421
chr1	63259647	63260047	4.84498897139653	5.34267430024455	4.07900852101261	0.876726314159659	1.27216989888771e-05	0.0027266310161691
chr4	125563754	125564154	3.5719476454768	2.53381449738073	4.16940045288471	-0.945608474254392	1.2758185256409e-05	0.0027266310161691
chr4	98670348	98670748	3.84055325521807	2.8516958397819	4.4217823544078	-0.933169210301015	1.28254331309329e-05	0.0027266310161691
chr4	82917134	82917534	3.15691538052817	3.85277838672343	1.7615442217101	0.97200668760097	1.33110852941788e-05	0.00274355262724123
chr5	124320348	124320748	4.23299801417605	4.79265250349873	3.30636257941914	0.923548511349444	1.33705720116345e-05	0.00274355262724123
chr10	49527614	49528014	3.4229469587372	4.05386613152043	2.27558093596419	0.958117813133317	1.33709956132373e-05	0.00274355262724123
chr4	88719546	88719946	6.05582649034485	6.48820544822679	5.4355429166454	0.802164077721575	1.34162807001793e-05	0.00274355262724123
chr16	6382979	6383379	5.05790581483419	5.52656217431529	4.35932943575244	0.842038998731393	1.34201295117376e-05	0.00274355262724123
chr4	45798620	45799020	4.49850951587912	3.62580571640145	5.03841534553175	-0.904313743991926	1.34296566831938e-05	0.00274355262724123
chr11	55500195	55500595	4.38115366904834	4.86645622266547	3.64447800488265	0.860316643174149	1.35118454691885e-05	0.00274355262724123
chr4	134018078	134018478	4.16875788094795	4.69214431683811	3.33913133693603	0.895147472166001	1.35390623221868e-05	0.00274355262724123
chr8	104528746	104529146	4.79725389301473	5.29661907600679	4.02723202344288	0.871650647487698	1.35397019516853e-05	0.00274355262724123
chr17	71869019	71869419	4.19774590115805	4.7256048560256	3.35663118237993	0.896642448909568	1.36237583732462e-05	0.00274628144824427
chr18	26186096	26186496	3.27361056338755	3.92881428450578	2.03969404615692	0.958438483899418	1.38900995268703e-05	0.00277138379835002
chr1	195030750	195031150	4.7878200473714	5.28972294257663	4.01166237813953	0.880691440852306	1.38907554473269e-05	0.00277138379835002
chr13	43531316	43531716	3.58958272980796	4.18307773328901	2.5636781959645	0.937188645070312	1.40417172085805e-05	0.0027872092244889
chr13	23544438	23544838	3.03560686299367	3.70797751143519	1.73626112803919	0.964895567331656	1.45992720828633e-05	0.00288317096641521
chr4	85207778	85208178	5.30133356936337	5.75085459135275	4.64482825530235	0.822733578018838	1.52270860862296e-05	0.00299196860699375
chr7	143741327	143741727	3.5767000201676	2.57882355725481	4.16095398002797	-0.928117882968599	1.54565850030713e-05	0.00300694571088025
chr12	104961353	104961753	3.48331346505386	2.28939213921563	4.1275268020149	-0.950278713802328	1.54578882451112e-05	0.00300694571088025
chr11	33785754	33786154	3.92628329918385	2.9844632962274	4.49131913394956	-0.914209549324413	1.58775512105948e-05	0.00306561517639858
chr3	33807067	33807467	3.79271552606269	4.41619854808655	2.67056950322769	0.946077127712288	1.59170868945511e-05	0.00306561517639858
chr5	8075863	8076263	3.68238002641869	4.2367026118467	2.77057875989299	0.912689994457745	1.63510756062679e-05	0.00313368766729977
chr4	91246205	91246605	3.78738797235644	4.37099888889015	2.7914351441223	0.932116033584361	1.64463999703731e-05	0.00313650583748708
chr13	23580079	23580479	2.77753511332725	3.50873995723981	1.22103628990773	0.963182792575393	1.67762899211241e-05	0.00318381248478699
chr17	22852405	22852805	4.90375983782101	5.36721602073223	4.21679417276183	0.838007175350685	1.72367107408555e-05	0.00324268577115324
chr3	89539986	89540386	4.03857795732672	3.20139161455944	4.56491309923943	-0.891347056873551	1.72979938327927e-05	0.00324268577115324
chr4	148891100	148891500	4.23261475968938	3.42037769533398	4.74913617282528	-0.880181442386495	1.73365541806933e-05	0.00324268577115324
chr7	73547140	73547540	4.10454405911282	4.65954385270683	3.19087015728477	0.907074484314721	1.7485696322463e-05	0.00325000492670075
chr11	24084210	24084610	3.77249711263569	4.37902934020683	2.70578275183724	0.936471064095248	1.75427588897868e-05	0.00325000492670075
chr5	99273680	99274080	3.99706829709069	4.54865748033782	3.09279202742642	0.908927484607861	1.79327261971037e-05	0.00329797754069643
chr3	97792851	97793251	4.18966194919793	4.77275998045027	3.1952409437515	0.921098212957166	1.7971243763723e-05	0.00329797754069643
chr17	29682211	29682611	5.82147675148449	6.22396749810971	5.26128507801507	0.762597425056215	1.86173219552794e-05	0.00340050192802884
chr4	109659887	109660287	3.13303721993076	3.82857521636019	1.73905014802473	0.951071174532692	1.90267581124452e-05	0.00345459561195015
chr3	51396617	51397017	3.37519553536181	4.06758674240303	1.99452520391073	0.95075734143665	1.90910694401563e-05	0.00345459561195015
