chr	bin_start	sniper_ctrl	sniper_mut	calder_ctrl	calder_mut	sniper_changed	calder_changed	agreement
chr2	48600001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	59000001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr2	62100001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr2	62900001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	64400001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	65300001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	79600001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr2	82000001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr2	109200001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr2	109500001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	133400001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	133500001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	133600001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	143300001	B.1	A.2	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr2	143400001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	159800001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	159900001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	160000001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr2	178600001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr3	20100001	B.1	B.2	A.2	B.1	TRUE	TRUE	Both_change_disagree
chr3	28700001	A.2	B.1	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr3	30700001	A.2	A.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr3	39800001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr3	41100001	A.2	B.1	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr3	53800001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr3	68900001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr3	81900001	A.2	B.1	A.2	B.2	TRUE	TRUE	Both_change_disagree
chr3	82800001	B.1	A.2	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr3	86400001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr3	86500001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr3	99300001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr3	122900001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr3	126800001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr3	147300001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr3	147500001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr3	147600001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr3	157200001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr4	20500001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr4	20600001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr4	22000001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr4	26400001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr4	73000001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr4	95400001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr5	34000001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr5	42800001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr5	59900001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr5	82300001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr5	84200001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr5	89200001	A.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr5	89400001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr5	90000001	A.2	B.1	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr5	98100001	A.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr5	98200001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr5	101000001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr5	106700001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr5	127600001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr5	141400001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr6	6600001	B.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr6	21100001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr6	35300001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr6	35700001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr6	35800001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr6	43200001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr6	57800001	B.2	B.1	A.2	B.1	TRUE	TRUE	Both_change_disagree
chr6	95500001	B.1	A.2	B.2	A.2	TRUE	TRUE	Both_change_disagree
chr6	95700001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr6	122500001	B.1	A.2	A.2	B.1	TRUE	TRUE	Both_change_disagree
chr6	129200001	B.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr6	134400001	A.1	A.2	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr6	146800001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr7	6900001	A.2	B.1	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr7	35800001	B.1	A.2	B.1	A.1	TRUE	TRUE	Both_change_disagree
chr7	58700001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr7	62900001	B.1	B.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr7	73800001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr7	78800001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr7	96100001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr7	117600001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr7	142900001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr7	144900001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr8	16900001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	30900001	A.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr8	32700001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	36600001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr8	40600001	A.2	B.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr8	44000001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	44300001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	44500001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	49600001	B.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr8	49800001	B.2	B.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr8	53600001	B.1	A.2	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr8	58100001	B.1	A.2	A.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	85300001	A.2	A.1	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr8	97800001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr8	98300001	A.2	B.1	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr8	107700001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	107800001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	107900001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	108000001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	108100001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	108900001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr8	109000001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr8	128700001	B.2	B.1	A.2	B.2	TRUE	TRUE	Both_change_disagree
chr9	3500001	B.1	A.2	B.1	B.2	TRUE	TRUE	Both_change_disagree
chr9	29800001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr9	42600001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr9	42700001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr9	42800001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr9	43400001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr9	43500001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr9	48000001	A.2	A.1	B.1	A.2	TRUE	TRUE	Both_change_disagree
chr9	49000001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr9	51100001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr9	74000001	B.1	A.2	A.1	A.2	TRUE	TRUE	Both_change_disagree
chr9	97900001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr9	99600001	B.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr9	112600001	A.1	A.2	A.2	A.1	TRUE	TRUE	Both_change_disagree
chr9	115900001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr9	116300001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr9	117600001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr9	117800001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
chr9	117900001	B.1	A.2	B.2	B.1	TRUE	TRUE	Both_change_disagree
