chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type	robust_in_ctrl	robust_in_mut	robustness	shift_distance	shift_distance_kb	H3K27ac_overlap	H3K27me3_overlap	H3K4me1_overlap	H3K4me3_overlap	bivalent_overlap	CTCF_overlap	CTCF_motif_overlap	distance_to_tss	chromatin_state
chr1	7080000	0.138416818111023	2.71860680404077	2.67956773203883	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Active_Promoter
chr1	7090000	-0.719019364577329	3.63727029808006	3.90933088501744	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	Active_Promoter
chr1	7410000	0.850767639783609	2.37031513191418	2.07443543691842	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	308579	Active_Enhancer
chr1	7420000	0.7347476179625	1.51420382312247	1.25659513414095	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	318579	Other
chr1	7430000	-2.79881427672565	1.00588436675294	2.01359273216596	Differential	Matrix 1	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	328579	Other
chr1	7560000	0.874913055264942	1.7309234786258	1.42389023453189	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	458579	CTCF_Site
chr1	7710000	-1.31766113895175	1.12523567437636	1.60219912843198	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	608579	Other
chr1	7720000	-1.83101455416868	1.36705644549467	2.02907551535543	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	618579	Other
chr1	7880000	1.8500154013523	1.84055828744187	1.18423559264201	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	778579	Other
chr1	8000000	-1.21139616129153	1.44311199695806	1.8832037289188	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	898579	Other
chr1	8160000	-4.30937850095809	1.11834993990363	2.66825557797245	Shifted	Matrix 1	Shifted	TRUE	FALSE	Control_only	1	0.001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1058579	Other
chr1	8170000	3.48284210548559	1.56323446556683	0.32022247212597	Shifted	Matrix 2	Shifted	FALSE	FALSE	Neither	1	0.001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1068579	Other
chr1	8770000	-1.23442851177796	1.35802136631549	1.80604168375354	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	517377	CTCF_Site
chr1	9050000	1.41810593319905	2.46231498997754	1.96332022226123	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	237377	CTCF_Site
chr1	9240000	1.05576585629489	2.75261538394405	2.38470491239937	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	47377	CTCF_Site
chr1	9390000	-2.34628303045996	0.682408739458829	1.52655666256127	Differential	Matrix 1	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	77621	Other
chr1	9530000	0.869242881060939	1.58053745439923	1.27495123376603	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	2907	Poised_Enhancer
chr1	9540000	-0.578710432237495	2.26677527550574	2.48316907990983	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	0	Active_Promoter
chr1	9700000	0.228145518633875	5.59947543604273	5.53949200145272	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	0	Active_Promoter
chr1	9800000	-1.16230482129703	1.43911947692264	1.86158919789443	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	CTCF_Site
chr1	9940000	0.50752438663143	1.66155220385607	1.48601105441898	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Active_Promoter
chr1	10110000	0.674113224182273	1.9469088875127	1.71273423372562	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	59331	CTCF_Site
chr1	10120000	2.16772394852396	1.91093229224287	1.14093901684293	Shifted	Matrix 2	Shifted	FALSE	FALSE	Neither	1	0.001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	69331	CTCF_Site
chr1	10130000	-3.81503992803242	0.19232376066319	1.56132471905175	Shifted	Matrix 1	Shifted	FALSE	FALSE	Neither	1	0.001	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	79331	Poised_Enhancer
chr1	10230000	1.80835956627727	1.93173817427252	1.29071083757433	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Active_Promoter
chr1	10240000	0.480835499561253	2.02158182232402	1.85701680708822	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	Active_Promoter
chr1	10250000	-2.33424546086336	1.36205293963202	2.20453451071771	Differential	Matrix 1	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4829	Other
chr1	10420000	0.757048431402407	1.68706951362801	1.42213695975217	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	174829	CTCF_Site
chr1	10430000	1.83531591155706	1.88892387174176	1.23806174276262	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	184829	Other
chr1	10570000	0.792771252696929	1.75777354717814	1.48030490114164	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	137444	Poised_Enhancer
chr1	10580000	1.61285197889025	2.2980206861374	1.72854011292157	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	127444	Poised_Enhancer
chr1	10590000	0.0119694064899695	1.78579794948045	1.78847047994143	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	117444	Active_Enhancer
chr1	10730000	-2.76950655509464	2.18348013704569	3.18527047796997	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	Other
chr1	10890000	-3.31868793494016	0.679837422979796	1.87272495858274	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	90964	Poised_Enhancer
chr1	10990000	0.613513331255814	1.59412777925193	1.38031108108869	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	Repressed_Promoter
chr1	11140000	-0.294325598251038	1.69832751409715	1.81051051498275	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	134034	Poised_Enhancer
chr1	11150000	1.36536427642494	2.37234485375642	1.89191477903477	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	144034	Poised_Enhancer
chr1	11160000	-2.73393446527437	0.767057073150386	1.75056499886008	Differential	Matrix 1	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	154034	Other
chr1	11310000	-0.360090382671604	1.6417280614353	1.77727661364533	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	91604	Other
chr1	11470000	0.206145787190508	2.56190956441806	2.49796855183713	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	43394	Poised_Enhancer
chr1	11480000	0.97488178290639	2.24069761629821	1.89979925549598	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	53394	Other
chr1	11620000	-1.35761261201202	2.77979715388678	3.27754250751562	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	193394	Other
chr1	11780000	0.603481428345801	3.350160693138	3.14679112325584	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	353394	CTCF_Site
chr1	11930000	1.40191585178159	1.51885413099205	1.02198601018567	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	483485	CTCF_Site
chr1	12070000	-3.34458696216739	0.847184893746603	2.05001374666951	Shifted	Matrix 1	Shifted	FALSE	FALSE	Neither	1	0.001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	343485	Other
chr1	12080000	4.49325290819595	2.53320085377056	0.931591786861851	Shifted	Matrix 2	Shifted	FALSE	FALSE	Neither	1	0.001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	333485	Other
chr1	12210000	1.05559264251598	1.7289095087437	1.35706830293886	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	203485	Other
chr1	12220000	-1.3964486601773	1.98288591526159	2.49145141445621	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	193485	Other
chr1	12380000	-1.69346126862536	1.67300276250174	2.28688213558713	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	33485	CTCF_Site
chr1	12390000	0.306913528798095	1.50823490209215	1.40404414209543	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	23485	CTCF_Site
chr1	12520000	-0.593757474223466	1.60141875137882	1.82061397219293	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	81513	Other
chr1	12660000	-1.41815718069194	1.10310920073016	1.61602890913807	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	Other
chr1	12670000	0.531625020446159	1.77346655593148	1.58971830800766	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	Other
chr1	12830000	-0.0142316137973041	2.03511470359299	2.04815657267917	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	125222	Polycomb
chr1	12840000	1.18688935228661	2.78298318266665	2.36816417109633	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	135222	Polycomb
chr1	12990000	-0.780978258884262	1.46759902719929	1.75341838246132	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	0	Active_Promoter
chr1	13130000	-2.06656288292634	1.37115627445599	2.11766992527302	Differential	Matrix 1	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	Repressed_Promoter
chr1	13140000	0.753900040372428	2.42188419061504	2.16094686338265	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	336	Repressed_Promoter
chr1	13150000	1.38176512949962	1.67431193808961	1.18527715062053	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	10336	Poised_Enhancer
chr1	13270000	0.584489729141747	2.26412703585071	2.06333281320666	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	91582	Poised_Enhancer
chr1	13280000	0.735854134758397	1.62836277086191	1.37080249840825	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	81582	Poised_Enhancer
chr1	13380000	0.52443584691099	1.64538446859789	1.46371502212225	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Active_Promoter
chr1	13400000	-0.660781292223101	1.33329987962002	1.57548719059684	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	13416	CTCF_Site
chr1	13550000	2.81125346274132	1.78302418109463	0.7817323884229	Shifted	Matrix 2	Shifted	FALSE	TRUE	Mutant_only	1	0.001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	27409	CTCF_Site
chr1	13560000	-3.21810906486578	0.957974308722532	2.11587442548588	Shifted	Matrix 1	Shifted	FALSE	FALSE	Neither	1	0.001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	17409	CTCF_Site
chr1	13570000	1.59456612808393	1.67704928066169	1.11170483086366	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7409	Other
chr1	13710000	0.528655507656016	1.52626602614283	1.3426186040771	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	28728	CTCF_Site
chr1	13730000	1.51886043993637	1.59809035668043	1.05958951804263	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	44378	CTCF_Site
chr1	14000000	-2.77552896400158	1.07277665286247	2.07239472804703	Differential	Matrix 1	Merge	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	200620	Poised_Enhancer
chr1	14010000	-0.104219622585686	1.9272927659545	1.97218797375345	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	210620	Poised_Enhancer
chr1	14160000	-1.74793744624052	0.987593400006755	1.61833709807011	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	137734	Poised_Enhancer
chr1	14170000	1.76230687321265	1.60546866259132	0.97968538449751	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	127734	Polycomb
chr1	14180000	-0.365997585770337	2.02749469854441	2.16666649070436	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	117734	Polycomb
chr1	14190000	1.33997964966501	2.2496961751933	1.77789183046048	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	107734	Polycomb
chr1	14310000	-1.22850099601317	1.28299674433969	1.72859855321203	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	Other
chr1	14320000	-1.42284863143341	1.786473290807	2.30374096127758	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	CTCF_Site
chr1	14330000	2.34401442753823	1.65132658697348	0.817094778895776	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	7264	CTCF_Site
chr1	14480000	-2.23755871951469	2.18367430241297	2.99468415698155	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	157264	CTCF_Site
chr1	14640000	-0.238913030958558	1.81758608660554	1.91036071817186	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	103489	CTCF_Site
chr1	14730000	1.60955411142435	1.97930727917638	1.4097663666488	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	13489	CTCF_Site
