cluster_id	n_overlaps	kept_index	kept_resolution	kept_fdr	n_resolutions	resolutions_list	merged_indices	merged_resolutions
126	3	126	5kb	0.802721554163939	2	5,10	126,34551,3722	5kb,10kb,5kb
129	3	129	5kb	0.745183327430476	2	5,10	129,26268,14953	5kb,10kb,5kb
132	3	132	5kb	0.937208873888836	2	5,10	132,1888,37497	5kb,5kb,10kb
134	2	26394	10kb	0.705664490155998	2	5,10	134,26394	5kb,10kb
135	3	3767	5kb	0.532289181277699	2	5,10	135,26343,3767	5kb,10kb,5kb
136	3	26477	10kb	0.238909026961679	3	5,10,25	136,26477,48365	5kb,10kb,25kb
137	5	26283	10kb	0.372484814058273	3	5,10,25	137,13237,14956,26283,48181	5kb,5kb,5kb,10kb,25kb
138	2	138	5kb	0.754900712229119	2	5,10	138,26379	5kb,10kb
139	2	16522	10kb	0.436549564622434	2	5,10	139,16522	5kb,10kb
140	2	16523	10kb	0.730038105422432	2	5,10	140,16523	5kb,10kb
141	4	26499	10kb	0.619290111063679	3	5,10,25	141,15638,57638,26499	5kb,5kb,25kb,10kb
143	4	143	5kb	0.572677012604689	3	5,10,25	143,26372,48262,13232	5kb,10kb,25kb,5kb
144	2	21095	10kb	0.490252958489932	2	5,10	144,21095	5kb,10kb
147	3	147	5kb	0.55483076162005	3	5,10,25	147,34629,38655	5kb,10kb,25kb
150	3	150	5kb	0.937252920986607	3	5,10,25	150,26589,48381	5kb,10kb,25kb
151	3	151	5kb	0.866488052914511	3	5,10,25	151,26626,41157	5kb,10kb,25kb
152	3	152	5kb	0.504323508022914	3	5,10,25	152,26632,55670	5kb,10kb,25kb
153	2	26471	10kb	0.698134311576254	2	5,10	153,26471	5kb,10kb
154	3	154	5kb	0.606509267569433	2	5,10	154,3828,16552	5kb,5kb,10kb
155	3	26711	10kb	0.545896067415449	3	5,10,25	155,26711,48517	5kb,10kb,25kb
156	3	41160	25kb	0.924034871189503	3	5,10,25	156,26671,41160	5kb,10kb,25kb
157	2	26617	10kb	0.470072571217396	2	5,10	157,26617	5kb,10kb
158	3	43663	25kb	0.323316119835566	3	5,10,25	158,26609,43663	5kb,10kb,25kb
160	2	160	5kb	0.355896648312983	2	5,10	160,26676	5kb,10kb
161	3	41175	25kb	0.137235899899241	3	5,10,25	161,34660,41175	5kb,10kb,25kb
162	3	55704	25kb	0.543281821689557	3	5,10,25	162,26724,55704	5kb,10kb,25kb
163	4	163	5kb	0.498771533813235	2	5,10	163,18871,26748,16105	5kb,10kb,10kb,5kb
164	2	16584	10kb	0.795530094293559	2	5,10	164,16584	5kb,10kb
167	3	951	5kb	0.164875771180651	2	5,10	167,951,17655	5kb,5kb,10kb
168	2	48721	25kb	0.811438791917791	2	5,25	168,48721	5kb,25kb
171	2	16587	10kb	0.527904945659276	2	5,10	171,16587	5kb,10kb
173	3	173	5kb	0.367200484053773	2	5,10	173,1947,26991	5kb,5kb,10kb
174	2	26998	10kb	0.63957451641207	2	5,10	174,26998	5kb,10kb
175	3	59204	25kb	0.790592717959811	3	5,10,25	175,26990,59204	5kb,10kb,25kb
176	4	27072	10kb	0.511970166115542	3	5,10,25	176,27072,48869,16602	5kb,10kb,25kb,10kb
177	2	27076	10kb	0.722138402411679	2	5,10	177,27076	5kb,10kb
178	3	48963	25kb	0.15984995028371	3	5,10,25	178,27157,48963	5kb,10kb,25kb
179	2	179	5kb	0.304934227131669	2	5,10	179,16605	5kb,10kb
180	2	27210	10kb	0.850054517116756	2	5,10	180,27210	5kb,10kb
181	5	27096	10kb	0.390620332629244	3	5,10,25	181,27096,4043,21355,48920	5kb,10kb,5kb,10kb,25kb
182	3	182	5kb	0.572807591626097	3	5,10,25	182,27164,43827	5kb,10kb,25kb
183	4	48976	25kb	0.276532130115751	3	5,10,25	183,1957,16615,48976	5kb,5kb,10kb,25kb
185	2	185	5kb	0.781512532332122	2	5,10	185,16625	5kb,10kb
190	4	17720	10kb	0.904232168511677	2	5,10	190,2702,6658,17720	5kb,5kb,5kb,10kb
191	2	191	5kb	0.916012691714199	2	5,10	191,16626	5kb,10kb
195	3	195	5kb	0.454503655073677	2	5,10	195,27332,13401	5kb,10kb,5kb
196	2	27366	10kb	0.904205609782094	2	5,10	196,27366	5kb,10kb
198	4	34801	10kb	0.76734912519141	3	5,10,25	198,34801,49117,40073	5kb,10kb,25kb,25kb
200	3	27359	10kb	0.765662497039468	3	5,10,25	200,27359,43882	5kb,10kb,25kb
201	2	201	5kb	0.846030656876374	2	5,10	201,16630	5kb,10kb
202	2	202	5kb	0.518281972779584	2	5,10	202,27449	5kb,10kb
203	4	203	5kb	0.852753812807376	2	5,10	203,4094,18921,21436	5kb,5kb,10kb,10kb
204	5	16635	10kb	0.19424359451912	3	5,10,25	204,16635,49294,13450,34825	5kb,10kb,25kb,5kb,10kb
209	4	1976	5kb	0.674591821419562	2	5,10	209,1976,1016,27463	5kb,5kb,5kb,10kb
211	2	211	5kb	0.663992833860536	2	5,10	211,27506	5kb,10kb
212	2	16649	10kb	0.849862341541204	2	5,10	212,16649	5kb,10kb
213	3	58610	25kb	0.157467224171101	3	5,10,25	213,27574,58610	5kb,10kb,25kb
214	2	214	5kb	0.57174055940916	2	5,10	214,27471	5kb,10kb
215	4	15056	5kb	0.315036241866342	3	5,10,25	215,15056,27512,49279	5kb,5kb,10kb,25kb
217	2	55895	25kb	0.190462619020709	2	5,25	217,55895	5kb,25kb
219	4	49349	25kb	0.485491428942654	3	5,10,25	219,27578,24042,49349	5kb,10kb,10kb,25kb
225	2	225	5kb	0.663748351689532	1	5	225,13474	5kb,5kb
226	3	2000	5kb	0.760997049557194	1	5	226,4221,2000	5kb,5kb,5kb
227	2	36794	10kb	0.734314086779166	2	5,10	227,36794	5kb,10kb
228	3	49484	25kb	0.585686451927031	3	5,10,25	228,27733,49484	5kb,10kb,25kb
230	2	27811	10kb	0.68325852093021	2	5,10	230,27811	5kb,10kb
233	2	233	5kb	0.848096399000498	2	5,10	233,24063	5kb,10kb
237	2	27850	10kb	0.983181674119185	2	5,10	237,27850	5kb,10kb
238	2	27857	10kb	0.770465032526065	2	5,10	238,27857	5kb,10kb
241	2	16674	10kb	0.384765762559435	2	5,10	241,16674	5kb,10kb
245	2	245	5kb	0.742723366244029	2	5,10	245,16679	5kb,10kb
246	3	246	5kb	0.332939142907274	3	5,10,25	246,16688,38858	5kb,10kb,25kb
248	3	49714	25kb	0.60076718365964	3	5,10,25	248,38202,49714	5kb,10kb,25kb
250	2	28097	10kb	0.218385866965412	2	5,10	250,28097	5kb,10kb
251	3	251	5kb	0.462979483949147	2	5,10	251,28085,15726	5kb,10kb,5kb
254	3	15085	5kb	0.849970612432991	2	5,10	254,15085,28076	5kb,5kb,10kb
256	2	256	5kb	0.4353407214646	2	5,10	256,35024	5kb,10kb
257	3	257	5kb	0.851424460559626	3	5,10,25	257,28188,56055	5kb,10kb,25kb
259	2	28246	10kb	0.507512995728921	2	5,10	259,28246	5kb,10kb
260	2	16717	10kb	0.622487005585382	2	5,10	260,16717	5kb,10kb
261	2	24102	10kb	0.528590975108112	2	5,10	261,24102	5kb,10kb
262	2	16730	10kb	0.685475869206087	2	5,10	262,16730	5kb,10kb
264	3	36846	10kb	0.441650265198095	3	5,10,25	264,36846,50014	5kb,10kb,25kb
265	3	50049	25kb	0.344873990213693	3	5,10,25	265,16726,50049	5kb,10kb,25kb
267	2	267	5kb	0.823405364137198	1	5	267,4457	5kb,5kb
269	3	50066	25kb	0.861711660573557	3	5,10,25	269,28347,50066	5kb,10kb,25kb
270	5	50163	25kb	0.616055002132423	3	5,10,25	270,36860,50163,28450,9445	5kb,10kb,25kb,10kb,5kb
271	2	271	5kb	0.937903950149251	2	5,10	271,19982	5kb,10kb
272	4	13628	5kb	0.527608471506981	2	5,10	272,4466,28434,13628	5kb,5kb,10kb,5kb
276	2	21871	10kb	0.611456000542955	2	5,10	276,21871	5kb,10kb
279	6	56123	25kb	0.800702434704512	3	5,10,25	279,16749,56123,13639,35068,6740	5kb,10kb,25kb,5kb,10kb,5kb
280	2	280	5kb	0.415634903728855	2	5,25	280,57848	5kb,25kb
281	2	21855	10kb	0.549405783445548	2	5,10	281,21855	5kb,10kb
282	2	282	5kb	0.30802691621681	2	5,25	282,50185	5kb,25kb
283	5	28458	10kb	0.853103219741578	2	5,10	283,1121,4513,28458,36865	5kb,5kb,5kb,10kb,10kb
284	2	284	5kb	0.315036241866342	2	5,10	284,17894	5kb,10kb
285	2	285	5kb	0.93506022791329	2	5,25	285,40223	5kb,25kb
286	3	4553	5kb	0.882955040981657	2	5,10	286,28631,4553	5kb,10kb,5kb
289	4	28598	10kb	0.500867965796652	3	5,10,25	289,15116,28598,38941	5kb,5kb,10kb,25kb
290	3	290	5kb	0.66471890856944	3	5,10,25	290,28658,44188	5kb,10kb,25kb
293	3	28698	10kb	0.531888830452688	3	5,10,25	293,28698,56152	5kb,10kb,25kb
294	2	294	5kb	0.536329784853164	2	5,10	294,28610	5kb,10kb
296	2	16782	10kb	0.477677087150081	2	5,10	296,16782	5kb,10kb
297	2	297	5kb	0.938966841914184	1	5	297,13697	5kb,5kb
299	3	299	5kb	0.728006881995075	2	5,10	299,2094,16790	5kb,5kb,10kb
300	2	300	5kb	0.597903708399479	1	5	300,4627	5kb,5kb
301	2	301	5kb	0.794825903766749	2	5,10	301,16795	5kb,10kb
302	2	24163	10kb	0.330559652823282	2	5,10	302,24163	5kb,10kb
303	5	28968	10kb	0.615298526244982	3	5,10,25	303,28968,46169,13737,35157	5kb,10kb,25kb,5kb,10kb
304	2	304	5kb	0.984793241751819	2	5,10	304,28904	5kb,10kb
308	2	16792	10kb	0.868260679634222	2	5,10	308,16792	5kb,10kb
310	2	310	5kb	0.56973049323708	2	5,10	310,22015	5kb,10kb
311	4	9657	5kb	0.570239665530426	2	5,10	311,1152,28820,9657	5kb,5kb,10kb,5kb
313	2	313	5kb	0.933609044395418	2	5,10	313,29055	5kb,10kb
314	2	29094	10kb	0.368824222506402	2	5,10	314,29094	5kb,10kb
315	2	24193	10kb	0.492016573288741	2	5,10	315,24193	5kb,10kb
318	2	16803	10kb	0.512707480134976	2	5,10	318,16803	5kb,10kb
319	2	29078	10kb	0.933448351302053	2	5,10	319,29078	5kb,10kb
321	2	321	5kb	0.792339258134714	2	5,10	321,29263	5kb,10kb
324	3	29188	10kb	0.730038105422432	2	5,10	324,4726,29188	5kb,5kb,10kb
325	3	50888	25kb	0.747410706797255	3	5,10,25	325,29334,50888	5kb,10kb,25kb
327	4	327	5kb	0.458366576364433	3	5,10,25	327,29289,50772,2117	5kb,10kb,25kb,5kb
330	3	56277	25kb	0.533171671262221	3	5,10,25	330,29271,56277	5kb,10kb,25kb
331	2	29346	10kb	0.88005429064576	2	5,10	331,29346	5kb,10kb
332	3	58744	25kb	0.650541320801538	3	5,10,25	332,29382,58744	5kb,10kb,25kb
333	3	333	5kb	0.462420980060751	2	5,10	333,4800,29260	5kb,5kb,10kb
335	3	50982	25kb	0.305655946983793	3	5,10,25	335,29395,50982	5kb,10kb,25kb
336	2	42623	25kb	0.941326682412756	2	5,25	336,42623	5kb,25kb
337	3	337	5kb	0.473018185353119	3	5,10,25	337,29381,51030	5kb,10kb,25kb
340	2	340	5kb	0.769842798978746	2	5,10	340,35322	5kb,10kb
341	2	16866	10kb	0.47275585410927	2	5,10	341,16866	5kb,10kb
342	2	342	5kb	0.609710716132648	2	5,10	342,20091	5kb,10kb
344	3	29550	10kb	0.671574032662415	2	5,10	344,16190,29550	5kb,5kb,10kb
345	2	24246	10kb	0.686092690819421	2	5,10	345,24246	5kb,10kb
346	2	24245	10kb	0.678625489309352	2	5,10	346,24245	5kb,10kb
347	2	37758	10kb	0.848514350299837	2	5,10	347,37758	5kb,10kb
348	2	348	5kb	0.80728891654722	2	5,10	348,37751	5kb,10kb
349	6	2876	5kb	0.684586949251067	3	5,10,25	349,2876,29549,29570,42676,39089	5kb,5kb,10kb,10kb,25kb,25kb
350	2	29729	10kb	0.57658551159926	2	5,10	350,29729	5kb,10kb
351	3	29669	10kb	0.982926393925743	3	5,10,25	351,29669,57944	5kb,10kb,25kb
352	2	16896	10kb	0.699730024170401	2	5,10	352,16896	5kb,10kb
353	2	29704	10kb	0.619434092040095	2	5,10	353,29704	5kb,10kb
354	2	354	5kb	0.702995494942491	2	5,10	354,16882	5kb,10kb
356	3	40381	25kb	0.467094140525164	3	5,10,25	356,35402,40381	5kb,10kb,25kb
357	2	357	5kb	0.499288285285707	2	5,10	357,29697	5kb,10kb
358	2	29746	10kb	0.43482330359764	2	5,10	358,29746	5kb,10kb
359	2	16907	10kb	0.333712904599981	2	5,10	359,16907	5kb,10kb
362	4	362	5kb	0.897879885819701	2	5,10	362,2908,29815,15211	5kb,5kb,10kb,5kb
364	3	18067	10kb	0.832394300664921	2	5,10	364,18067,1287	5kb,10kb,5kb
366	2	366	5kb	0.760997049557194	2	5,10	366,22340	5kb,10kb
372	2	372	5kb	0.661892580976219	2	5,10	372,18071	5kb,10kb
373	3	51535	25kb	0.46393113005781	3	5,10,25	373,19187,51535	5kb,10kb,25kb
374	2	29996	10kb	0.470476632083842	2	5,10	374,29996	5kb,10kb
375	2	375	5kb	0.9377784057868	2	5,10	375,37792	5kb,10kb
377	3	29914	10kb	0.596722756683048	2	5,10	377,29914,16206	5kb,10kb,5kb
378	2	29985	10kb	0.859398740831652	2	5,10	378,29985	5kb,10kb
380	3	13945	5kb	0.890287573589258	2	5,10	380,13945,29930	5kb,5kb,10kb
381	2	29978	10kb	0.9412238258581	2	5,10	381,29978	5kb,10kb
382	2	20152	10kb	0.38425628428353	2	5,10	382,20152	5kb,10kb
383	2	22360	10kb	0.92508871910695	2	5,10	383,22360	5kb,10kb
384	2	384	5kb	0.793702381876561	2	5,10	384,16922	5kb,10kb
385	4	385	5kb	0.558256728415541	3	5,10,25	385,30014,51578,56502	5kb,10kb,25kb,25kb
386	4	51613	25kb	0.160661512324799	3	5,10,25	386,2156,29981,51613	5kb,5kb,10kb,25kb
387	2	30026	10kb	0.474082837872637	2	5,10	387,30026	5kb,10kb
388	4	51575	25kb	0.00725494353885231	3	5,10,25	388,13962,30024,51575	5kb,5kb,10kb,25kb
389	4	57979	25kb	0.0139417069502811	3	5,10,25	389,30005,57979,5005	5kb,10kb,25kb,5kb
390	2	20159	10kb	0.47492839200586	2	5,10	390,20159	5kb,10kb
392	2	30141	10kb	0.775784740189133	2	5,10	392,30141	5kb,10kb
395	5	30221	10kb	0.802758800704877	3	5,10,25	395,2171,51777,1315,30221	5kb,5kb,25kb,5kb,10kb
396	2	18107	10kb	0.736645481112512	2	5,10	396,18107	5kb,10kb
400	3	400	5kb	0.562105827281588	2	5,10	400,14025,30319	5kb,5kb,10kb
401	4	20164	10kb	0.637081287230385	3	5,10,25	401,20164,39192,14006	5kb,10kb,25kb,5kb
403	3	403	5kb	0.682590937600081	3	5,10,25	403,30253,57999	5kb,10kb,25kb
404	2	404	5kb	0.577533353605668	2	5,10	404,30254	5kb,10kb
406	4	30362	10kb	0.564239483834838	3	5,10,25	406,5061,30362,51765	5kb,5kb,10kb,25kb
407	2	38302	10kb	0.848188918438247	2	5,10	407,38302	5kb,10kb
409	3	409	5kb	0.910986445477911	3	5,10,25	409,30298,41586	5kb,10kb,25kb
410	3	16932	10kb	0.785721651119952	2	5,10	410,2178,16932	5kb,5kb,10kb
411	2	30456	10kb	0.847874953630883	2	5,10	411,30456	5kb,10kb
412	2	16948	10kb	0.763286537181924	2	5,10	412,16948	5kb,10kb
414	3	16226	5kb	0.535584866950948	2	5,10	414,30615,16226	5kb,10kb,5kb
415	2	415	5kb	0.553178223211195	2	5,10	415,16956	5kb,10kb
416	3	416	5kb	0.431158739304138	2	5,10	416,14022,35510	5kb,5kb,10kb
417	3	30493	10kb	0.40044827943559	3	5,10,25	417,30493,51856	5kb,10kb,25kb
420	2	16976	10kb	0.266208961477121	2	5,10	420,16976	5kb,10kb
424	2	16955	10kb	0.456564408415133	2	5,10	424,16955	5kb,10kb
425	5	425	5kb	0.71499486331795	3	5,10,25	425,22549,30786,56632,52135	5kb,10kb,10kb,25kb,25kb
426	2	59324	25kb	0.49862861827625	2	5,25	426,59324	5kb,25kb
427	2	22577	10kb	0.898230721431814	2	5,10	427,22577	5kb,10kb
429	2	429	5kb	0.783633200042326	2	5,10	429,30544	5kb,10kb
430	3	430	5kb	0.189281562985843	3	5,10,25	430,30651,52097	5kb,10kb,25kb
431	2	16977	10kb	0.689304727511971	2	5,10	431,16977	5kb,10kb
432	2	432	5kb	0.728474662382613	2	5,10	432,30732	5kb,10kb
433	2	30643	10kb	0.809198534720824	2	5,10	433,30643	5kb,10kb
434	5	42769	25kb	0.39868961099084	3	5,10,25	434,5206,52138,30796,42769	5kb,5kb,25kb,10kb,25kb
435	3	30613	10kb	0.758589058066105	2	5,10	435,2984,30613	5kb,5kb,10kb
436	2	18194	10kb	0.634204667542423	2	5,10	436,18194	5kb,10kb
437	3	41617	25kb	0.840102520757022	3	5,10,25	437,30807,41617	5kb,10kb,25kb
438	2	438	5kb	0.663992833860536	2	5,10	438,30721	5kb,10kb
439	3	39211	25kb	0.716228520997414	3	5,10,25	439,35623,39211	5kb,10kb,25kb
441	2	51991	25kb	0.644939777426367	2	5,25	441,51991	5kb,25kb
442	2	30846	10kb	0.148001090956993	2	5,10	442,30846	5kb,10kb
443	3	52261	25kb	0.530227200942537	3	5,10,25	443,30835,52261	5kb,10kb,25kb
447	2	447	5kb	0.970005591505639	2	5,10	447,35699	5kb,10kb
454	2	18213	10kb	0.771035615832194	2	5,10	454,18213	5kb,10kb
457	2	457	5kb	0.363412784633349	2	5,10	457,20263	5kb,10kb
459	4	6927	5kb	0.733598674601538	2	5,10	459,2224,31138,6927	5kb,5kb,10kb,5kb
461	2	461	5kb	0.721666502386111	2	5,10	461,31116	5kb,10kb
462	3	462	5kb	0.798866626344769	2	5,10	462,22655,31144	5kb,10kb,10kb
463	2	463	5kb	0.882955040981657	2	5,10	463,17044	5kb,10kb
464	4	44780	25kb	0.486448842165804	3	5,10,25	464,44780,22713,5378	5kb,25kb,10kb,5kb
466	3	31188	10kb	0.770033587631048	3	5,10,25	466,31188,40556	5kb,10kb,25kb
467	2	467	5kb	0.937567116386405	2	5,10	467,31288	5kb,10kb
468	2	31205	10kb	0.554620519751415	2	5,10	468,31205	5kb,10kb
471	2	471	5kb	0.8879707712503	2	5,10	471,31260	5kb,10kb
472	2	35714	10kb	0.919276471340308	2	5,10	472,35714	5kb,10kb
473	2	31318	10kb	0.548983747190847	2	5,10	473,31318	5kb,10kb
474	2	31342	10kb	0.0693776271727294	2	5,10	474,31342	5kb,10kb
477	3	5389	5kb	0.442586027715423	2	5,10	477,31335,5389	5kb,10kb,5kb
478	2	31216	10kb	0.37770601100558	2	5,10	478,31216	5kb,10kb
479	2	479	5kb	0.384890208833663	2	5,10	479,17047	5kb,10kb
480	2	480	5kb	0.477731886134784	2	5,10	480,31392	5kb,10kb
481	3	481	5kb	0.0988802257786257	3	5,10,25	481,31289,58889	5kb,10kb,25kb
482	3	6955	5kb	0.769867008563399	2	5,10	482,31387,6955	5kb,10kb,5kb
483	2	483	5kb	0.838352777635363	2	5,10	483,31390	5kb,10kb
484	4	31330	10kb	0.962472023239818	3	5,10,25	484,15898,39318,31330	5kb,5kb,25kb,10kb
485	4	485	5kb	0.761414602118734	2	5,10	485,15336,31436,14224	5kb,5kb,10kb,5kb
487	2	487	5kb	0.914113448869115	2	5,10	487,17087	5kb,10kb
489	3	489	5kb	0.760312214148986	2	5,10	489,14223,31538	5kb,5kb,10kb
496	3	31588	10kb	0.499736725125226	2	5,10	496,31588,14267	5kb,10kb,5kb
498	3	42959	25kb	0.901710257908202	3	5,10,25	498,31784,42959	5kb,10kb,25kb
500	3	500	5kb	0.56122124567171	2	5,10	500,2280,31760	5kb,5kb,10kb
501	3	501	5kb	0.71974185190899	3	5,10,25	501,17098,53148	5kb,10kb,25kb
502	4	502	5kb	0.517965113717793	3	5,10,25	502,31734,53094,6983	5kb,10kb,25kb,5kb
503	3	503	5kb	0.759555877441909	3	5,10,25	503,53258,19363	5kb,25kb,10kb
504	2	31843	10kb	0.768293670325033	2	5,10	504,31843	5kb,10kb
505	5	15357	5kb	0.694154667706573	3	5,10,25	505,3042,15357,31643,53064	5kb,5kb,5kb,10kb,25kb
508	2	17097	10kb	0.682035474317716	2	5,10	508,17097	5kb,10kb
509	4	35838	10kb	0.772243510645864	3	5,10,25	509,1492,35838,53126	5kb,5kb,10kb,25kb
510	2	510	5kb	0.589657770316809	2	5,10	510,31862	5kb,10kb
512	2	31702	10kb	0.67646388244903	2	5,10	512,31702	5kb,10kb
514	4	31902	10kb	0.569257624927507	3	5,10,25	514,31902,42971,53294	5kb,10kb,25kb,25kb
515	2	19377	10kb	0.610447029419204	2	5,10	515,19377	5kb,10kb
516	2	31791	10kb	0.899775252012631	2	5,10	516,31791	5kb,10kb
518	3	31780	10kb	0.177866044427216	2	5,10	518,31780,15927	5kb,10kb,5kb
519	2	519	5kb	0.662441584783486	2	5,10	519,31930	5kb,10kb
520	3	17112	10kb	0.695387527404229	3	5,10,25	520,17112,46547	5kb,10kb,25kb
523	3	42973	25kb	0.276145332883213	3	5,10,25	523,31886,42973	5kb,10kb,25kb
524	2	31926	10kb	0.910440465946987	2	5,10	524,31926	5kb,10kb
525	2	31905	10kb	0.838383872842308	2	5,10	525,31905	5kb,10kb
526	4	23036	10kb	0.566509721011743	3	5,10,25	526,31972,53420,23036	5kb,10kb,25kb,10kb
528	2	31943	10kb	0.410009801479396	2	5,10	528,31943	5kb,10kb
529	3	31967	10kb	0.323521738215888	3	5,10,25	529,31967,53390	5kb,10kb,25kb
