loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category
loop_4389	chr8	71210000	71220000	chr8	71780000	71790000	1.49215068588679	4.74920228452659	2.56421900049556e-05	2.31825241885504e-09	TRUE	10	1	570000	Other-Other	up_in_mutant	strong_differential
loop_4713	chr9	9580000	9590000	chr9	10900000	10910000	0.572202495601236	3.59349188849133	0.022620335524039	3.87829331335346e-05	TRUE	10	1	1320000	Poised_Enhancer-Other	up_in_mutant	moderate_differential
loop_7428	chr8	34820000	34830000	chr8	35460000	35470000	0.569481690131179	4.71999454512869	0.0075177148628495	3.16986407661749e-06	TRUE	10	1	640000	Poised_Enhancer-Other	up_in_mutant	moderate_differential
loop_8364	chr8	71130000	71140000	chr8	71850000	71860000	0.506266118738773	5.44639177705983	0.0164014095997052	2.09045070113914e-05	TRUE	10	1	720000	Other-Other	up_in_mutant	moderate_differential
loop_8390	chr8	71130000	71140000	chr8	71810000	71820000	0.44004598884684	5.308149195862	0.0164014095997052	2.22422153508343e-05	TRUE	10	1	680000	Other-Other	up_in_mutant	weak_differential
loop_8692	chr8	40180000	40190000	chr8	40380000	40390000	0.385417922933943	5.80751514167088	0.0112458667431278	7.62535038183333e-06	TRUE	10	1	2e+05	Other-Other	up_in_mutant	weak_differential
loop_8667	chr8	36525000	36550000	chr8	37050000	37075000	0.424038596320175	4.95080205696194	0.0037529240316719	2.86059666079519e-06	TRUE	25	2	525000	Polycomb-Other	up_in_mutant	weak_differential
loop_8758	chr8	48220000	48230000	chr8	49820000	49830000	-0.907636620590362	3.8015301363332	0.0053478346973716	1.20871410753359e-06	TRUE	10	1	1600000	Polycomb-Polycomb	down_in_mutant	moderate_differential
loop_8805	chr8	33210000	33220000	chr8	33720000	33730000	0.405045328744502	5.15099194443614	0.0279548023039296	5.30739398230288e-05	TRUE	10	1	510000	Other-Other	up_in_mutant	weak_differential
loop_10501	chr13	9180000	9190000	chr13	9840000	9850000	-0.404442747798368	4.9919634675987	0.0164014095997052	1.8997817009499e-05	TRUE	10	1	660000	Poised_Enhancer-Other	down_in_mutant	weak_differential
loop_12019	chr16	49010000	49020000	chr16	49320000	49330000	0.564036909492803	4.37345908553578	0.0080305936373873	4.5138475158506e-06	TRUE	10	1	310000	Poised_Enhancer-Other	up_in_mutant	moderate_differential
loop_12880	chr1	79780000	79790000	chr1	80100000	80110000	0.399036967127201	5.47758925753365	0.0152296050443023	1.49736239265105e-05	TRUE	10	1	320000	Other-Other	up_in_mutant	weak_differential
loop_19513	chr19	43600000	43625000	chr19	44750000	44775000	-0.347891210837679	4.39547529352291	0.0139417069502811	4.05147026805367e-05	TRUE	25	2	1150000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential
loop_13109	chr19	43600000	43625000	chr19	45225000	45250000	-0.433887422733374	4.05549020846173	0.0072549435388523	1.03686487621156e-05	TRUE	25	2	1625000	Repressed_Promoter-Other	down_in_mutant	weak_differential
loop_18042	chr19	59175000	59200000	chr19	59450000	59475000	-0.396711155978786	4.47809069780905	0.0130435399402478	3.16907501763918e-05	TRUE	25	2	275000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential
loop_14438	chr2	147080000	147090000	chr2	148030000	148040000	-0.449344269369866	4.18362206052929	0.0269274413761963	4.86889817850038e-05	TRUE	10	1	950000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential
loop_15566	chr4	82530000	82540000	chr4	82700000	82710000	-0.510023682308334	3.90478766671061	0.0265860782333663	4.68699507775646e-05	TRUE	10	1	170000	Active_Promoter-Active_Enhancer	down_in_mutant	moderate_differential
loop_15592	chr4	82510000	82520000	chr4	82700000	82710000	-0.664483931374313	3.99653707376153	0.0084439241924161	5.34377265590031e-06	TRUE	10	1	190000	Active_Promoter-Active_Promoter	down_in_mutant	moderate_differential
loop_16029	chr5	15520000	15530000	chr5	15580000	15590000	0.546459951447628	7.00015616061202	0.0075177148628495	3.24623559261986e-06	TRUE	10	1	60000	Other-Other	up_in_mutant	moderate_differential
loop_16581	chr6	111060000	111070000	chr6	111860000	111870000	-0.425091885207135	4.74860840788917	0.0180706558798058	2.66310109060519e-05	TRUE	10	1	8e+05	Polycomb-Polycomb	down_in_mutant	weak_differential
loop_16414	chr7	131550000	131575000	chr7	137300000	137325000	-1.3440356291333	1.43943516844356	0.0014165462047666	4.7238451876359e-07	TRUE	25	2	5750000	Repressed_Promoter-Bivalent_Promoter	down_in_mutant	strong_differential
loop_17706	chr10	56370000	56380000	chr10	57180000	57190000	0.375262567986718	5.54522664360166	0.0180706558798058	2.54545682020504e-05	TRUE	10	1	810000	Other-Other	up_in_mutant	weak_differential
loop_17895	chr8	40180000	40190000	chr8	40290000	40300000	0.387391598664985	5.51075001958883	0.0125381759837717	1.02019332658842e-05	TRUE	10	1	110000	Polycomb-Other	up_in_mutant	weak_differential
loop_17936	chr8	71190000	71200000	chr8	71810000	71820000	1.00989598387211	5.29795817296899	2.56421900049556e-05	2.22678875374074e-09	TRUE	10	1	620000	Other-Other	up_in_mutant	strong_differential
loop_18971	chr1	107120000	107130000	chr1	107480000	107490000	0.410748004377354	4.91941012297252	0.0279548023039296	5.19383174904458e-05	TRUE	10	1	360000	Other-Other	up_in_mutant	weak_differential
loop_19875	chr6	41760000	41770000	chr6	42190000	42200000	0.373449281904222	5.52983931205254	0.0281586939122201	5.60068046351002e-05	TRUE	10	1	430000	Poised_Enhancer-Other	up_in_mutant	weak_differential
loop_20048	chr7	56940000	56950000	chr7	57380000	57390000	0.602771575667794	4.63280097170098	0.0080305936373873	4.69032739560055e-06	TRUE	10	1	440000	Repressed_Promoter-Other	up_in_mutant	moderate_differential
loop_21838	chr12	56680000	56690000	chr12	57190000	57200000	0.544817153178618	4.18724902241602	0.0152296050443023	1.45465949107174e-05	TRUE	10	1	510000	Repressed_Promoter-Repressed_Promoter	up_in_mutant	moderate_differential
loop_51	chr8	48200000	48225000	chr8	50275000	50300000	-0.778369948212038	3.17220065311482	0.0037923314878649	3.07129890399239e-06	TRUE	25	1	2075000	Polycomb-Poised_Enhancer	down_in_mutant	moderate_differential
loop_57	chr8	47850000	47875000	chr8	50275000	50300000	-0.526699063345898	2.8551818856674	0.0177223396604711	7.42968839084109e-05	TRUE	25	1	2425000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	moderate_differential
loop_58	chr8	12375000	12400000	chr8	92350000	92375000	-0.971315924387862	0.128114533675607	0.0232482187122889	0.0001299000573066	TRUE	25	1	79975000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_59	chr8	57300000	57325000	chr8	108700000	108725000	-1.26277552432515	1.18403002108797	0.0022367399412622	1.59835639650007e-06	TRUE	25	1	51400000	Repressed_Promoter-Polycomb	down_in_mutant	strong_differential
loop_60	chr8	89025000	89050000	chr8	108700000	108725000	-1.31418547582669	0.48850084777916	0.014939203019758	5.4873287262202e-05	TRUE	25	1	19675000	Repressed_Promoter-Polycomb	down_in_mutant	strong_differential
loop_62	chr8	57300000	57325000	chr8	89025000	89050000	-2.00769909675552	-0.0652004660598235	0.0014165462047666	4.47440457716651e-07	TRUE	25	1	31725000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential
loop_225	chr11	85825000	85850000	chr11	96325000	96350000	-0.711085675572845	2.89991993806132	0.001576260373577	6.75829801447922e-07	TRUE	25	1	10500000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_611	chr1	138825000	138850000	chr1	184700000	184725000	-1.17816135652886	-0.382932016540996	0.0203861789965565	0.0001000555373317	TRUE	25	1	45875000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential
loop_715	chr19	25600000	25625000	chr19	59150000	59175000	-0.895280520017971	1.49522226681031	0.0072549435388523	1.00719208399418e-05	TRUE	25	1	33550000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_964	chr4	34650000	34675000	chr4	40975000	41000000	0.62518332416956	2.92175163428571	0.0094993359520156	1.67441012922005e-05	TRUE	25	1	6325000	Other-Other	up_in_mutant	moderate_differential
loop_966	chr4	44700000	44725000	chr4	154625000	154650000	-1.07245055489017	-0.168741022392723	0.019455386982868	8.55322798072949e-05	TRUE	25	1	109925000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential
loop_1268	chr10	42575000	42600000	chr10	50900000	50925000	-0.702232013364356	1.78993282270739	0.008925482244469	1.53073870135241e-05	TRUE	25	1	8325000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential
loop_1271	chr10	22825000	22850000	chr10	103025000	103050000	-0.707195567120944	1.88323009049011	0.0143081055854705	4.63508732224283e-05	TRUE	25	1	80200000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential
loop_1294	chr8	49475000	49500000	chr8	49800000	49825000	-0.577623803711098	5.5042361365523	0.0022367399412622	1.46151161464056e-06	TRUE	25	1	325000	Polycomb-Other	down_in_mutant	moderate_differential
loop_1310	chr8	48525000	48550000	chr8	49825000	49850000	-0.606222476164762	4.36649188575834	0.0038780013920774	3.32542637594178e-06	TRUE	25	1	1300000	Polycomb-Other	down_in_mutant	moderate_differential
loop_1314	chr8	71125000	71150000	chr8	72100000	72125000	0.386219870675121	4.34744460285625	0.011857211712961	2.59840759752373e-05	TRUE	25	1	975000	Other-Other	up_in_mutant	weak_differential
loop_1325	chr8	57325000	57350000	chr8	89025000	89050000	-1.79635431192262	-0.0905498754111606	0.0022367399412622	1.21931601578412e-06	TRUE	25	1	31700000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential
loop_1446	chr9	40850000	40875000	chr9	74850000	74875000	-0.70073650896796	1.29063508117404	0.0155236594351187	5.96723174318761e-05	TRUE	25	1	3.4e+07	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_1512	chr11	95125000	95150000	chr11	96300000	96325000	-0.478277577110739	3.12613401093213	0.0141387214545522	4.37814727524125e-05	TRUE	25	1	1175000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential
loop_1516	chr11	85875000	85900000	chr11	96325000	96350000	-0.680888985246812	3.15394036069866	0.0022367399412622	1.53706715665371e-06	TRUE	25	1	10450000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_2061	chr2	70550000	70575000	chr2	74675000	74700000	-0.81435560868903	1.98493047535247	0.0081050498653018	1.25292839188493e-05	TRUE	25	1	4125000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_2070	chr2	148025000	148050000	chr2	172550000	172575000	-0.783590382483065	1.17829359545733	0.0139417069502811	3.94947112579558e-05	TRUE	25	1	24525000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_2167	chr3	96325000	96350000	chr3	127625000	127650000	-0.775689703733717	1.55482274101687	0.0203861789965565	0.0001004390484403	TRUE	25	1	31300000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_2250	chr4	13125000	13150000	chr4	14425000	14450000	-0.469375079554381	3.66793863033834	0.0139417069502811	4.01849324343725e-05	TRUE	25	1	1300000	Active_Enhancer-Other	down_in_mutant	weak_differential
loop_2329	chr5	75175000	75200000	chr5	76675000	76700000	-0.558153256743829	2.80443432089231	0.0123851974764148	2.8867021608704e-05	TRUE	25	1	1500000	Polycomb-Other	down_in_mutant	moderate_differential
loop_2330	chr5	32925000	32950000	chr5	34825000	34850000	0.377730818414886	3.81994321629036	0.0223169101301851	0.000119329548937	TRUE	25	1	1900000	Other-Other	up_in_mutant	weak_differential
loop_2586	chr8	89025000	89050000	chr8	91800000	91825000	-0.747824757412843	1.67968768609482	0.0244189885990721	0.0001448241827251	TRUE	25	1	2775000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_2588	chr8	78425000	78450000	chr8	89025000	89050000	-1.35315780232522	-0.0991255449176752	0.0159162927948547	6.29342242853099e-05	TRUE	25	1	10600000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential
loop_2729	chr11	85825000	85850000	chr11	96300000	96325000	-0.739012623139261	2.90711807697635	0.0022367399412622	1.347433712306e-06	TRUE	25	1	10475000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_3100	chr19	43600000	43625000	chr19	59150000	59175000	-0.616306378294882	1.7380838049654	0.0141387214545522	4.32379742503218e-05	TRUE	25	1	15550000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_3102	chr19	25600000	25625000	chr19	59175000	59200000	-0.890281662427113	1.47592263839062	0.0105621375536239	2.21050155283667e-05	TRUE	25	1	33575000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential
loop_3208	chr2	147350000	147375000	chr2	172550000	172575000	-0.762544348724794	1.15677593572301	0.0244189885990721	0.0001461762999393	TRUE	25	1	25200000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_3291	chr3	35825000	35850000	chr3	36975000	37000000	0.407124621294818	4.08687345041073	0.0244189885990721	0.0001447933470984	TRUE	25	1	1150000	Other-Other	up_in_mutant	weak_differential
loop_3471	chr6	42200000	42225000	chr6	42850000	42875000	-0.330340115478846	4.33754246080964	0.0203861789965565	9.64621321379212e-05	TRUE	25	1	650000	Other-Other	down_in_mutant	weak_differential
loop_3596	chr10	108450000	108475000	chr10	109000000	109025000	-0.315074710081474	4.23362401589506	0.0203861789965565	0.0001041543316672	TRUE	25	1	550000	Active_Promoter-Poised_Enhancer	down_in_mutant	weak_differential
loop_3664	chr8	48200000	48225000	chr8	50150000	50175000	-0.53381622452861	3.31428365304621	0.0081050498653018	1.27419677745205e-05	TRUE	25	1	1950000	Polycomb-Poised_Enhancer	down_in_mutant	moderate_differential
loop_3726	chr14	6875000	6900000	chr14	7725000	7750000	0.340584929654899	5.05010826238916	0.019455386982868	8.45512052685993e-05	TRUE	25	1	850000	Bivalent_Promoter-Other	up_in_mutant	weak_differential
loop_3951	chr12	51400000	51425000	chr12	55675000	55700000	0.328589988286789	3.72684604199696	0.0295775368310501	0.0002037940489699	TRUE	25	1	4275000	Other-Other	up_in_mutant	weak_differential
loop_4540	chr4	32750000	32775000	chr4	34625000	34650000	0.432076375592215	3.77560584234281	0.0239805708872319	0.0001382330083061	TRUE	25	1	1875000	Other-Other	up_in_mutant	weak_differential
loop_4819	chr8	34200000	34225000	chr8	34375000	34400000	0.328223450544882	6.31691096336748	0.0105621375536239	2.25071892450479e-05	TRUE	25	1	175000	Polycomb-Polycomb	up_in_mutant	weak_differential
loop_4884	chr8	38650000	38675000	chr8	39000000	39025000	0.366895361704927	5.2858155392785	0.0198980828799264	8.910579728041e-05	TRUE	25	1	350000	Active_Promoter-Other	up_in_mutant	weak_differential
loop_4888	chr8	71275000	71300000	chr8	71725000	71750000	0.484837454264023	4.31275689480442	0.0081050498653018	1.25705469848159e-05	TRUE	25	1	450000	Active_Promoter-Poised_Enhancer	up_in_mutant	weak_differential
loop_4905	chr8	48550000	48575000	chr8	49800000	49825000	-0.659836959076838	4.48989406105401	0.0014165462047666	4.36629762086148e-07	TRUE	25	1	1250000	Bivalent_Promoter-Other	down_in_mutant	moderate_differential
loop_4911	chr8	48675000	48700000	chr8	49825000	49850000	-0.489783378570363	4.64772722334235	0.0163097242074147	6.52668683446635e-05	TRUE	25	1	1150000	Polycomb-Poised_Enhancer	down_in_mutant	weak_differential
loop_4914	chr8	70900000	70925000	chr8	71775000	71800000	0.553248237312558	3.56438042070752	0.0041446268755018	3.75150829567604e-06	TRUE	25	1	875000	Active_Promoter-Other	up_in_mutant	moderate_differential
loop_4918	chr8	49800000	49825000	chr8	57300000	57325000	1.75692245774895	1.66394932200179	0.000759372960282	7.44815454412946e-08	TRUE	25	1	7500000	Repressed_Promoter-Other	up_in_mutant	strong_differential
loop_4921	chr8	36325000	36350000	chr8	112000000	112025000	2.08939701644879	-0.850191346535324	0.008891949712806	1.44026625808873e-05	TRUE	25	1	75675000	Active_Promoter-Active_Enhancer	up_in_mutant	strong_differential
loop_5278	chr11	84275000	84300000	chr11	86225000	86250000	0.433060164641467	4.04739429825929	0.0218085818230721	0.0001142844076288	TRUE	25	1	1950000	Other-Other	up_in_mutant	weak_differential
loop_5289	chr11	84250000	84275000	chr11	86500000	86525000	0.480356576808429	3.60046884664715	0.014939203019758	5.55122593273844e-05	TRUE	25	1	2250000	Other-Other	up_in_mutant	weak_differential
loop_5346	chr13	94450000	94475000	chr13	94925000	94950000	0.373433763038163	5.19381207562145	0.0105621375536239	2.09691587442101e-05	TRUE	25	1	475000	Polycomb-Poised_Enhancer	up_in_mutant	weak_differential
loop_5394	chr13	25725000	25750000	chr13	29825000	29850000	0.430036531752292	3.17767648227701	0.0141387214545522	4.31079279776964e-05	TRUE	25	1	4100000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential
loop_5406	chr13	59775000	59800000	chr13	100050000	100075000	0.755230892503434	1.29073704436998	0.0130435399402478	3.11951890889894e-05	TRUE	25	1	40275000	Other-Other	up_in_mutant	moderate_differential
loop_5774	chr17	15050000	15075000	chr17	15725000	15750000	-0.425636025829636	4.22201553635438	0.0141657350120946	4.52148180558494e-05	TRUE	25	1	675000	Polycomb-Other	down_in_mutant	weak_differential
loop_6044	chr18	30325000	30350000	chr18	32075000	32100000	0.442915050609512	3.39125698310845	0.0146260318761259	5.09961768894879e-05	TRUE	25	1	1750000	Other-Other	up_in_mutant	weak_differential
loop_6398	chr3	100750000	100775000	chr3	101450000	101475000	0.521955395219656	2.91157023574492	0.0143777093235225	4.85821194748286e-05	TRUE	25	1	7e+05	Active_Enhancer-Other	up_in_mutant	moderate_differential
loop_6571	chr4	32700000	32725000	chr4	34625000	34650000	0.51187748945053	4.09474933492305	0.0047018693821115	5.15187441229887e-06	TRUE	25	1	1925000	Other-Other	up_in_mutant	moderate_differential
loop_6585	chr4	32700000	32725000	chr4	41000000	41025000	0.447916852652472	3.07944859449395	0.0146260318761259	5.15614481841415e-05	TRUE	25	1	8300000	Other-Other	up_in_mutant	weak_differential
loop_6730	chr5	29600000	29625000	chr5	32900000	32925000	0.44794949136839	2.82285185434334	0.026010995469866	0.0001610894864981	TRUE	25	1	3300000	Other-Other	up_in_mutant	weak_differential
loop_6807	chr6	18900000	18925000	chr6	19200000	19225000	-0.317092296350967	4.81695414691846	0.0138631412524675	3.63237944302658e-05	TRUE	25	1	3e+05	Other-Other	down_in_mutant	weak_differential
loop_7111	chr10	45675000	45700000	chr10	46225000	46250000	0.445828335103364	3.83180618254359	0.0132232129786777	3.27572328565214e-05	TRUE	25	1	550000	Poised_Enhancer-Other	up_in_mutant	weak_differential
loop_7202	chr8	49650000	49675000	chr8	57300000	57325000	2.34333028913408	2.06408319942258	1.58542358000681e-05	7.55287304085948e-10	TRUE	25	1	7650000	Repressed_Promoter-Polycomb	up_in_mutant	strong_differential
loop_7417	chr11	84300000	84325000	chr11	87025000	87050000	0.469651237875856	3.10781045395617	0.014939203019758	5.44172438854407e-05	TRUE	25	1	2725000	Other-Other	up_in_mutant	weak_differential
loop_7483	chr13	12400000	12425000	chr13	100625000	100650000	0.65226215155329	1.4486613684746	0.021574178227729	0.000112028270536	TRUE	25	1	88225000	Other-Other	up_in_mutant	moderate_differential
loop_7853	chr18	31675000	31700000	chr18	36600000	36625000	0.620633129979945	2.73284795499864	0.0119712780562376	2.68043479892891e-05	TRUE	25	1	4925000	Other-Other	up_in_mutant	moderate_differential
loop_8041	chr3	100750000	100775000	chr3	101425000	101450000	0.54194912428281	3.00276640186335	0.0138631412524675	3.59846540677544e-05	TRUE	25	1	675000	Active_Enhancer-Other	up_in_mutant	moderate_differential
loop_8063	chr3	66950000	66975000	chr3	129200000	129225000	-0.531668368761095	2.0632054020486	0.0203861789965565	9.59927009057598e-05	TRUE	25	1	62250000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential
loop_8150	chr4	32725000	32750000	chr4	34625000	34650000	0.45895623897176	3.98915209927405	0.0143777093235225	4.86311925096516e-05	TRUE	25	1	1900000	Other-Other	up_in_mutant	weak_differential
loop_8498	chr8	71125000	71150000	chr8	71825000	71850000	0.612032596922294	5.89069387379917	0.000759372960282	1.44704484832937e-07	TRUE	25	1	7e+05	Poised_Enhancer-Other	up_in_mutant	moderate_differential
loop_8561	chr8	34875000	34900000	chr8	35450000	35475000	0.341771745888228	5.80607026315756	0.0063499926113771	7.86526644256131e-06	TRUE	25	1	575000	Active_Enhancer-Active_Enhancer	up_in_mutant	weak_differential
loop_8779	chr8	48200000	48225000	chr8	49825000	49850000	-0.694673289419943	4.1864471867325	0.000759372960282	1.21067693344344e-07	TRUE	25	1	1625000	Polycomb-Polycomb	down_in_mutant	moderate_differential
loop_8812	chr8	37125000	37150000	chr8	39050000	39075000	0.310247061428104	4.89708219328019	0.0264750841369715	0.0001652249069574	TRUE	25	1	1925000	Other-Other	up_in_mutant	weak_differential
loop_8828	chr8	80475000	80500000	chr8	81000000	81025000	-0.397021525918184	3.6889130848426	0.0203861789965565	9.33489537347818e-05	TRUE	25	1	525000	Active_Promoter-Other	down_in_mutant	weak_differential
loop_8834	chr8	89025000	89050000	chr8	92350000	92375000	-0.754770939390441	1.99342806466595	0.0105621375536239	2.11184763986e-05	TRUE	25	1	3325000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_8841	chr8	36200000	36225000	chr8	37050000	37075000	0.526177264790519	3.50349532048126	0.0105621375536239	2.24924690914204e-05	TRUE	25	1	850000	Other-Other	up_in_mutant	moderate_differential
loop_8845	chr8	12375000	12400000	chr8	89025000	89050000	-1.23338733335528	0.770993949407206	0.0020581611589264	9.80496955326782e-07	TRUE	25	1	76650000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential
loop_8846	chr8	57325000	57350000	chr8	108225000	108250000	-0.699352595907757	1.17079790698638	0.0223169101301851	0.0001187446119063	TRUE	25	1	50900000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential
loop_8847	chr8	12375000	12400000	chr8	57325000	57350000	-0.960055279119097	0.55197375372104	0.0265233094967848	0.0001680529828532	TRUE	25	1	44950000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_9644	chr9	69750000	69775000	chr9	74850000	74875000	-0.595063304934702	2.39066769052853	0.0295775368310501	0.0002071315284724	TRUE	25	1	5100000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_9656	chr9	40875000	40900000	chr9	74850000	74875000	-0.690527358393859	1.34543286699072	0.0228820904134496	0.0001264505020227	TRUE	25	1	33975000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_9657	chr9	55525000	55550000	chr9	74850000	74875000	-0.705936081443634	1.10975370350315	0.0203861789965565	0.0001026781522136	TRUE	25	1	19325000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_10149	chr11	85825000	85850000	chr11	96175000	96200000	-0.540374045603432	2.58961695713114	0.0203861789965565	0.0001017293987664	TRUE	25	1	10350000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_10155	chr11	85825000	85850000	chr11	96000000	96025000	-0.726864890897287	1.96223052011494	0.0066738896651772	8.90233483992965e-06	TRUE	25	1	10175000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_10524	chr13	94700000	94725000	chr13	98350000	98375000	-0.450751533510876	3.59715812371632	0.0132492221415787	3.34528499596812e-05	TRUE	25	1	3650000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential
loop_10591	chr13	98350000	98375000	chr13	116300000	116325000	-0.70451688849716	1.40901582890641	0.0244189885990721	0.0001457737841755	TRUE	25	1	17950000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential
loop_10875	chr12	49375000	49400000	chr12	56675000	56700000	-0.392411946958903	3.20669846884235	0.0223169101301851	0.0001216221442869	TRUE	25	1	7300000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential
