anchor_id	chr	start	end	n_lost_loops	n_gained_loops	distance_to_boundary	nearest_boundary_type	nearest_boundary_enriched_in	nearest_boundary_gap_score	set
ctrl_50	chr8	23595000	23600000	NA	NA	34999	Strength Change	Matrix 2	-2.7890958633014495	non-shared
ctrl_51	chr8	24380000	24385000	NA	NA	459999	Strength Change	Matrix 2	-3.49551057196432	non-shared
ctrl_52	chr8	25200000	25210000	NA	NA	34999	Merge	Matrix 2	-2.036174926932734	non-shared
ctrl_53	chr8	26150000	26160000	NA	NA	414999	Split	Matrix 1	2.333006508119262	non-shared
ctrl_54	chr8	26340000	26350000	NA	NA	604999	Split	Matrix 1	2.333006508119262	non-shared
ctrl_55	chr8	26370000	26380000	NA	NA	634999	Split	Matrix 1	2.333006508119262	non-shared
ctrl_56	chr8	26440000	26450000	NA	NA	584999	Merge	Matrix 2	-2.030639077241198	non-shared
ctrl_57	chr8	26530000	26535000	NA	NA	499999	Merge	Matrix 2	-2.030639077241198	non-shared
ctrl_58	chr8	26590000	26595000	NA	NA	439999	Merge	Matrix 2	-2.030639077241198	non-shared
ctrl_59	chr8	28125000	28175000	NA	NA	419999	Merge	Matrix 2	-2.262129061675376	non-shared
ctrl_60	chr8	29275000	29300000	NA	NA	399999	Split	Matrix 1	3.4778233307210153	non-shared
ctrl_61	chr8	30900000	30950000	NA	NA	354999	Complex	Matrix 1	2.209275856232485	non-shared
ctrl_62	chr8	32275000	32300000	NA	NA	239999	Split	Matrix 1	2.6135713240669	non-shared
ctrl_63	chr8	32875000	32900000	NA	NA	164999	Split	Matrix 1	2.7953930562864295	non-shared
ctrl_64	chr8	33175000	33200000	NA	NA	99999	Split	Matrix 1	2.7953930562864295	non-shared
ctrl_65	chr8	35720000	35730000	NA	NA	4999	Strength Change	Matrix 2	-2.7715224048884526	non-shared
ctrl_66	chr8	35850000	35860000	NA	NA	134999	Strength Change	Matrix 2	-2.7715224048884526	non-shared
ctrl_67	chr8	36530000	36535000	NA	NA	184999	Strength Change	Matrix 1	2.4348625858909134	non-shared
ctrl_68	chr8	37060000	37065000	NA	NA	549999	Merge	Matrix 2	-2.6735956608478917	non-shared
ctrl_69	chr8	37125000	37150000	NA	NA	464999	Merge	Matrix 2	-2.6735956608478917	non-shared
ctrl_70	chr8	38800000	38825000	NA	NA	0	Strength Change	Matrix 1	2.664731510121949	non-shared
ctrl_71	chr8	44025000	44050000	NA	NA	184999	Strength Change	Matrix 1	2.5492547664455825	non-shared
ctrl_72	chr8	44690000	44700000	NA	NA	444999	Strength Change	Matrix 1	2.5492547664455825	non-shared
ctrl_73	chr8	45000000	45025000	NA	NA	754999	Strength Change	Matrix 1	2.5492547664455825	non-shared
ctrl_74	chr8	48010000	48015000	NA	NA	0	Complex	Matrix 2	-4.896833518087421	non-shared
ctrl_75	chr8	48075000	48100000	NA	NA	49999	Complex	Matrix 2	-4.896833518087421	non-shared
ctrl_76	chr8	48520000	48550000	NA	NA	84999	Complex	Matrix 1	2.703884017182315	non-shared
ctrl_77	chr8	49800000	49850000	NA	NA	324999	Merge	Matrix 2	-3.720871123127133	non-shared
ctrl_78	chr8	50900000	50925000	NA	NA	64999	Strength Change	Matrix 2	-2.5988480883299325	non-shared
ctrl_79	chr8	57475000	57500000	NA	NA	34999	Strength Change	Matrix 1	2.7990446505247775	non-shared
ctrl_80	chr8	57525000	57550000	NA	NA	0	Strength Change	Matrix 1	2.7990446505247775	non-shared
ctrl_81	chr8	57740000	57745000	NA	NA	49999	Strength Change	Matrix 1	4.108034996510159	non-shared
ctrl_82	chr8	57790000	57800000	NA	NA	0	Strength Change	Matrix 1	4.108034996510159	non-shared
ctrl_83	chr8	57840000	57850000	NA	NA	34999	Strength Change	Matrix 1	4.108034996510159	non-shared
ctrl_84	chr8	57940000	57975000	NA	NA	0	Strength Change	Matrix 1	2.028358296640608	non-shared
ctrl_85	chr8	58140000	58150000	NA	NA	14999	Shifted	Matrix 2	-3.270308925983218	non-shared
ctrl_86	chr8	58525000	58550000	NA	NA	399999	Shifted	Matrix 2	-3.270308925983218	non-shared
ctrl_87	chr8	60625000	60650000	NA	NA	19999	Strength Change	Matrix 1	3.6130956854233616	non-shared
ctrl_88	chr8	60950000	60975000	NA	NA	344999	Strength Change	Matrix 1	3.6130956854233616	non-shared
ctrl_89	chr8	61525000	61550000	NA	NA	0	Strength Change	Matrix 2	-2.3927961209475335	non-shared
ctrl_90	chr8	61850000	61880000	NA	NA	314999	Strength Change	Matrix 2	-2.3927961209475335	non-shared
ctrl_91	chr8	67810000	67820000	NA	NA	0	Shifted	Matrix 2	-3.0632785898858095	non-shared
ctrl_92	chr8	67890000	67900000	NA	NA	64999	Shifted	Matrix 2	-3.0632785898858095	non-shared
ctrl_93	chr8	67975000	68000000	NA	NA	0	Strength Change	Matrix 2	-3.194429052983254	non-shared
ctrl_94	chr8	69025000	69050000	NA	NA	4999	Complex	Matrix 1	2.625361420396395	non-shared
ctrl_95	chr8	69395000	69400000	NA	NA	59999	Split	Matrix 1	2.392000923787682	non-shared
ctrl_96	chr8	69465000	69470000	NA	NA	129999	Split	Matrix 1	2.392000923787682	non-shared
ctrl_97	chr8	73350000	73360000	NA	NA	984999	Merge	Matrix 2	-3.237464312496902	non-shared
ctrl_98	chr8	73925000	73950000	NA	NA	674999	Merge	Matrix 2	-2.0664533364529993	non-shared
ctrl_99	chr8	74710000	74720000	NA	NA	74999	Merge	Matrix 2	-2.0664533364529993	non-shared
ctrl_100	chr8	74925000	74950000	NA	NA	0	Complex	Matrix 2	-3.950611590871554	non-shared
ctrl_101	chr8	77400000	77425000	NA	NA	199999	Shifted	Matrix 1	2.07510706428276	non-shared
ctrl_102	chr8	78000000	78025000	NA	NA	19999	Strength Change	Matrix 2	-2.935501011905173	non-shared
ctrl_103	chr8	78050000	78060000	NA	NA	0	Strength Change	Matrix 2	-2.935501011905173	non-shared
ctrl_104	chr8	78130000	78140000	NA	NA	74999	Strength Change	Matrix 2	-2.935501011905173	non-shared
ctrl_105	chr8	78230000	78240000	NA	NA	174999	Strength Change	Matrix 2	-2.935501011905173	non-shared
ctrl_106	chr8	78500000	78525000	NA	NA	299999	Strength Change	Matrix 2	-2.477067350206642	non-shared
ctrl_107	chr8	78650000	78660000	NA	NA	164999	Strength Change	Matrix 2	-2.477067350206642	non-shared
ctrl_108	chr8	79020000	79030000	NA	NA	0	Strength Change	Matrix 2	-2.0329242715597364	non-shared
ctrl_109	chr8	79290000	79300000	NA	NA	94999	Strength Change	Matrix 2	-2.1352327280947137	non-shared
ctrl_110	chr8	79625000	79650000	NA	NA	219999	Strength Change	Matrix 2	-2.1352327280947137	non-shared
ctrl_111	chr8	79925000	79950000	NA	NA	234999	Complex	Matrix 2	-2.0962611634961816	non-shared
ctrl_112	chr8	80475000	80500000	NA	NA	0	Complex	Matrix 2	-2.5338382044765844	non-shared
ctrl_113	chr8	81340000	81350000	NA	NA	0	Strength Change	Matrix 2	-2.5343691263344397	non-shared
ctrl_114	chr8	82740000	82750000	NA	NA	104999	Strength Change	Matrix 2	-2.3555903682622117	non-shared
ctrl_115	chr8	82860000	82870000	NA	NA	0	Strength Change	Matrix 2	-2.3555903682622117	non-shared
ctrl_116	chr8	83440000	83450000	NA	NA	94999	Split	Matrix 1	2.0396760622414423	non-shared
ctrl_117	chr8	86030000	86040000	NA	NA	124999	Split	Matrix 1	2.7487149393124755	non-shared
ctrl_118	chr8	86530000	86540000	NA	NA	354999	Split	Matrix 1	2.7487149393124755	non-shared
ctrl_119	chr8	88750000	88760000	NA	NA	104999	Split	Matrix 1	2.1514407388776298	non-shared
ctrl_120	chr8	89780000	89790000	NA	NA	124999	Strength Change	Matrix 2	-2.560930818914133	non-shared
ctrl_121	chr8	89825000	89875000	NA	NA	39999	Strength Change	Matrix 2	-2.560930818914133	non-shared
ctrl_122	chr8	90000000	90010000	NA	NA	74999	Strength Change	Matrix 2	-2.560930818914133	non-shared
ctrl_123	chr8	90650000	90660000	NA	NA	44999	Merge	Matrix 2	-2.3366201043390036	non-shared
ctrl_124	chr8	90775000	90800000	NA	NA	59999	Merge	Matrix 2	-2.3366201043390036	non-shared
ctrl_125	chr8	93000000	93025000	NA	NA	939999	Merge	Matrix 2	-2.937176144550802	non-shared
ctrl_126	chr8	94200000	94225000	NA	NA	224999	Merge	Matrix 2	-2.937176144550802	non-shared
ctrl_127	chr8	94700000	94705000	NA	NA	0	Shifted	Matrix 1	2.66065804771194	non-shared
ctrl_128	chr8	94770000	94775000	NA	NA	54999	Shifted	Matrix 1	2.66065804771194	non-shared
ctrl_129	chr8	95950000	95980000	NA	NA	174999	Merge	Matrix 2	-2.3368402998386677	non-shared
ctrl_130	chr8	96150000	96175000	NA	NA	209999	Complex	Matrix 2	-2.2518000083384875	non-shared
ctrl_131	chr8	98680000	98690000	NA	NA	94999	Split	Matrix 1	2.11542623158456	non-shared
ctrl_132	chr8	98800000	98825000	NA	NA	4999	Split	Matrix 1	2.11542623158456	non-shared
ctrl_133	chr8	98850000	98870000	NA	NA	54999	Split	Matrix 1	2.11542623158456	non-shared
ctrl_134	chr8	99400000	99425000	NA	NA	119999	Complex	Matrix 1	3.3497978080789377	non-shared
ctrl_135	chr8	100750000	100780000	NA	NA	324999	Merge	Matrix 2	-2.54412414779379	non-shared
ctrl_136	chr8	102780000	102790000	NA	NA	524999	Strength Change	Matrix 2	-2.435256850567878	non-shared
ctrl_137	chr8	104020000	104030000	NA	NA	1444999	Split	Matrix 1	3.199994914262287	non-shared
ctrl_138	chr8	104145000	104150000	NA	NA	1324999	Split	Matrix 1	3.199994914262287	non-shared
ctrl_139	chr8	104220000	104225000	NA	NA	1249999	Split	Matrix 1	3.199994914262287	non-shared
ctrl_140	chr8	104740000	104750000	NA	NA	724999	Split	Matrix 1	3.199994914262287	non-shared
ctrl_141	chr8	105210000	105220000	NA	NA	254999	Split	Matrix 1	3.199994914262287	non-shared
ctrl_142	chr8	105410000	105415000	NA	NA	59999	Split	Matrix 1	3.199994914262287	non-shared
ctrl_143	chr8	105470000	105475000	NA	NA	0	Split	Matrix 1	3.199994914262287	non-shared
ctrl_144	chr8	107600000	107610000	NA	NA	0	Complex	Matrix 1	2.1795614701016808	non-shared
ctrl_145	chr8	108775000	108800000	NA	NA	34999	Merge	Matrix 2	-2.1340046322751816	non-shared
ctrl_146	chr8	109400000	109425000	NA	NA	309999	Merge	Matrix 2	-3.7874226893236456	non-shared
ctrl_147	chr8	113670000	113675000	NA	NA	194999	Merge	Matrix 2	-2.1892294292759154	non-shared
ctrl_148	chr8	113770000	113775000	NA	NA	109999	Strength Change	Matrix 1	2.5787707965537496	non-shared
ctrl_149	chr8	113845000	113850000	NA	NA	34999	Strength Change	Matrix 1	2.5787707965537496	non-shared
ctrl_150	chr8	113980000	113985000	NA	NA	74999	Strength Change	Matrix 1	2.362224180722841	non-shared
ctrl_151	chr8	114450000	114460000	NA	NA	74999	Merge	Matrix 2	-2.216316408753002	non-shared
ctrl_152	chr8	114490000	114500000	NA	NA	114999	Merge	Matrix 2	-2.216316408753002	non-shared
ctrl_153	chr8	114590000	114600000	NA	NA	214999	Merge	Matrix 2	-2.216316408753002	non-shared
ctrl_154	chr8	114770000	114780000	NA	NA	394999	Merge	Matrix 2	-2.216316408753002	non-shared
ctrl_155	chr8	115430000	115440000	NA	NA	1054999	Merge	Matrix 2	-2.216316408753002	non-shared
ctrl_156	chr8	115610000	115620000	NA	NA	1234999	Merge	Matrix 2	-2.216316408753002	non-shared
ctrl_157	chr8	118280000	118290000	NA	NA	774999	Strength Change	Matrix 1	2.081174443966287	non-shared
ctrl_158	chr8	118850000	118860000	NA	NA	204999	Strength Change	Matrix 1	2.081174443966287	non-shared
ctrl_159	chr8	120670000	120680000	NA	NA	294999	Complex	Matrix 2	-3.145873128216449	non-shared
ctrl_160	chr8	120790000	120830000	NA	NA	274999	Merge	Matrix 2	-4.199614817607232	non-shared
ctrl_161	chr8	120950000	120980000	NA	NA	124999	Merge	Matrix 2	-4.199614817607232	non-shared
ctrl_162	chr8	121075000	121100000	NA	NA	4999	Merge	Matrix 2	-4.199614817607232	non-shared
ctrl_163	chr8	121110000	121120000	NA	NA	0	Merge	Matrix 2	-4.199614817607232	non-shared
ctrl_164	chr8	121125000	121130000	NA	NA	0	Complex	Matrix 1	4.501669227388014	non-shared
ctrl_165	chr8	121390000	121400000	NA	NA	4999	Strength Change	Matrix 2	-2.067564774631511	non-shared
ctrl_166	chr8	121510000	121515000	NA	NA	94999	Strength Change	Matrix 2	-2.067564774631511	non-shared
ctrl_167	chr8	122160000	122165000	NA	NA	0	Split	Matrix 1	3.8342308225618913	non-shared
ctrl_168	chr8	122255000	122260000	NA	NA	79999	Split	Matrix 1	3.8342308225618913	non-shared
ctrl_169	chr8	127580000	127590000	NA	NA	734999	Merge	Matrix 2	-2.370818006571015	non-shared
ctrl_170	chr8	128360000	128370000	NA	NA	374999	Strength Change	Matrix 2	-2.450196980534027	non-shared
ctrl_171	chr14	7475000	7500000	NA	NA	529999	Split	Matrix 1	5.103972913122219	non-shared
ctrl_172	chr14	7550000	7575000	NA	NA	604999	Split	Matrix 1	5.103972913122219	non-shared
ctrl_173	chr14	7725000	7750000	NA	NA	779999	Split	Matrix 1	5.103972913122219	non-shared
ctrl_174	chr14	14100000	14125000	NA	NA	739999	Split	Matrix 1	2.5328134310333397	non-shared
ctrl_175	chr14	14860000	14870000	NA	NA	0	Split	Matrix 1	2.5328134310333397	non-shared
ctrl_176	chr14	16090000	16100000	NA	NA	1214999	Split	Matrix 1	2.5328134310333397	non-shared
ctrl_177	chr14	16225000	16250000	NA	NA	1349999	Split	Matrix 1	2.5328134310333397	non-shared
ctrl_178	chr14	16640000	16650000	NA	NA	1064999	Merge	Matrix 2	-2.2239315111679576	non-shared
ctrl_179	chr14	17400000	17410000	NA	NA	304999	Merge	Matrix 2	-2.2239315111679576	non-shared
ctrl_180	chr14	17650000	17675000	NA	NA	39999	Merge	Matrix 2	-2.2239315111679576	non-shared
ctrl_181	chr14	17900000	17925000	NA	NA	14999	Split	Matrix 1	2.1351287200382525	non-shared
ctrl_182	chr14	17930000	17940000	NA	NA	44999	Split	Matrix 1	2.1351287200382525	non-shared
ctrl_183	chr14	17950000	17975000	NA	NA	64999	Split	Matrix 1	2.1351287200382525	non-shared
ctrl_184	chr14	18500000	18510000	NA	NA	614999	Split	Matrix 1	2.1351287200382525	non-shared
ctrl_185	chr14	18890000	18900000	NA	NA	454999	Complex	Matrix 2	-33.599274413439645	non-shared
ctrl_186	chr14	19010000	19020000	NA	NA	334999	Complex	Matrix 2	-33.599274413439645	non-shared
ctrl_187	chr14	20090000	20100000	NA	NA	34999	Merge	Matrix 2	-2.7383395087330253	non-shared
ctrl_188	chr14	20110000	20120000	NA	NA	14999	Merge	Matrix 2	-2.7383395087330253	non-shared
ctrl_189	chr14	20250000	20270000	NA	NA	104999	Merge	Matrix 2	-2.7383395087330253	non-shared
ctrl_190	chr14	23050000	23075000	NA	NA	989999	Strength Change	Matrix 2	-2.918908597953531	non-shared
ctrl_191	chr14	23400000	23425000	NA	NA	639999	Strength Change	Matrix 2	-2.918908597953531	non-shared
ctrl_192	chr14	23525000	23550000	NA	NA	514999	Strength Change	Matrix 2	-2.918908597953531	non-shared
ctrl_193	chr14	23575000	23600000	NA	NA	464999	Strength Change	Matrix 2	-2.918908597953531	non-shared
ctrl_194	chr14	23775000	23800000	NA	NA	264999	Strength Change	Matrix 2	-2.918908597953531	non-shared
ctrl_195	chr14	24000000	24025000	NA	NA	39999	Strength Change	Matrix 2	-2.918908597953531	non-shared
ctrl_196	chr14	24050000	24075000	NA	NA	0	Strength Change	Matrix 2	-2.918908597953531	non-shared
ctrl_197	chr14	24270000	24280000	NA	NA	0	Complex	Matrix 2	-4.564841422099325	non-shared
ctrl_198	chr14	25700000	25710000	NA	NA	84999	Complex	Matrix 2	-4.63626563784177	non-shared
ctrl_199	chr14	25790000	25800000	NA	NA	0	Complex	Matrix 2	-4.63626563784177	non-shared
ctrl_200	chr14	28075000	28100000	NA	NA	59999	Merge	Matrix 2	-2.5430650580725125	non-shared
ctrl_201	chr14	28500000	28525000	NA	NA	484999	Merge	Matrix 2	-2.5430650580725125	non-shared
ctrl_202	chr14	28950000	28960000	NA	NA	804999	Split	Matrix 1	2.5862891568790913	non-shared
ctrl_203	chr14	29070000	29080000	NA	NA	684999	Split	Matrix 1	2.5862891568790913	non-shared
ctrl_204	chr14	29090000	29100000	NA	NA	664999	Split	Matrix 1	2.5862891568790913	non-shared
ctrl_205	chr14	31125000	31130000	NA	NA	1349999	Split	Matrix 1	2.5862891568790913	non-shared
ctrl_206	chr14	31195000	31200000	NA	NA	1419999	Split	Matrix 1	2.5862891568790913	non-shared
ctrl_207	chr14	32300000	32310000	NA	NA	1844999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_208	chr14	32470000	32480000	NA	NA	1674999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_209	chr14	32525000	32550000	NA	NA	1604999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_210	chr14	32600000	32630000	NA	NA	1524999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_211	chr14	32750000	32780000	NA	NA	1374999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_212	chr14	32950000	32975000	NA	NA	1179999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_213	chr14	33200000	33225000	NA	NA	929999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_214	chr14	33300000	33325000	NA	NA	829999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_215	chr14	33365000	33370000	NA	NA	784999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_216	chr14	33440000	33450000	NA	NA	704999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_217	chr14	33540000	33550000	NA	NA	604999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_218	chr14	33670000	33680000	NA	NA	474999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_219	chr14	33690000	33700000	NA	NA	454999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_220	chr14	33930000	33940000	NA	NA	214999	Strength Change	Matrix 1	2.2060725204341325	non-shared
ctrl_221	chr14	35100000	35125000	NA	NA	69999	Strength Change	Matrix 1	2.544336230711113	non-shared
ctrl_222	chr14	35150000	35175000	NA	NA	19999	Strength Change	Matrix 1	2.544336230711113	non-shared
ctrl_223	chr14	35450000	35475000	NA	NA	244999	Strength Change	Matrix 1	2.544336230711113	non-shared
ctrl_224	chr14	37030000	37040000	NA	NA	254999	Complex	Matrix 1	2.434704532910529	non-shared
ctrl_225	chr14	39525000	39550000	NA	NA	709999	Split	Matrix 1	2.053591626801446	non-shared
ctrl_226	chr14	40775000	40800000	NA	NA	364999	Split	Matrix 1	2.1677813728598823	non-shared
ctrl_227	chr14	40875000	40900000	NA	NA	264999	Split	Matrix 1	2.1677813728598823	non-shared
ctrl_228	chr14	41025000	41050000	NA	NA	114999	Split	Matrix 1	2.1677813728598823	non-shared
ctrl_229	chr14	45990000	46000000	NA	NA	2284999	Merge	Matrix 2	-2.085690856631076	non-shared
ctrl_230	chr14	46560000	46570000	NA	NA	2194999	Merge	Matrix 2	-2.3056848205799647	non-shared
ctrl_231	chr14	54060000	54070000	NA	NA	14999	Complex	Matrix 2	-2.070451916500856	non-shared
ctrl_232	chr14	54150000	54160000	NA	NA	24999	Complex	Matrix 1	2.258551297600177	non-shared
ctrl_233	chr14	55165000	55170000	NA	NA	194999	Strength Change	Matrix 1	2.2422180967968437	non-shared
ctrl_234	chr14	55345000	55350000	NA	NA	14999	Strength Change	Matrix 1	2.2422180967968437	non-shared
ctrl_235	chr14	57110000	57120000	NA	NA	104999	Strength Change	Matrix 2	-2.6036138498300856	non-shared
ctrl_236	chr14	57910000	57920000	NA	NA	414999	Split	Matrix 1	2.708411283064445	non-shared
ctrl_237	chr14	59150000	59160000	NA	NA	174999	Split	Matrix 1	2.259481933693286	non-shared
ctrl_238	chr14	59550000	59560000	NA	NA	574999	Split	Matrix 1	2.259481933693286	non-shared
ctrl_239	chr14	61640000	61650000	NA	NA	924999	Merge	Matrix 2	-2.0690961247109168	non-shared
ctrl_240	chr14	61675000	61700000	NA	NA	874999	Merge	Matrix 2	-2.0690961247109168	non-shared
ctrl_241	chr14	62040000	62050000	NA	NA	524999	Merge	Matrix 2	-2.0690961247109168	non-shared
ctrl_242	chr14	63200000	63225000	NA	NA	49999	Split	Matrix 1	2.5974657257648572	non-shared
ctrl_243	chr14	63250000	63275000	NA	NA	0	Split	Matrix 1	2.5974657257648572	non-shared
ctrl_244	chr14	63350000	63390000	NA	NA	64999	Split	Matrix 1	2.5974657257648572	non-shared
ctrl_245	chr14	63450000	63500000	NA	NA	164999	Split	Matrix 1	2.5974657257648572	non-shared
ctrl_246	chr14	66375000	66400000	NA	NA	79999	Merge	Matrix 2	-2.076392371725261	non-shared
ctrl_247	chr14	66780000	66790000	NA	NA	484999	Merge	Matrix 2	-2.076392371725261	non-shared
ctrl_248	chr14	66875000	66900000	NA	NA	579999	Merge	Matrix 2	-2.076392371725261	non-shared
ctrl_249	chr14	67990000	68000000	NA	NA	1024999	Strength Change	Matrix 2	-2.0461623657563046	non-shared
ctrl_250	chr14	68080000	68085000	NA	NA	939999	Strength Change	Matrix 2	-2.0461623657563046	non-shared
ctrl_251	chr14	68120000	68125000	NA	NA	899999	Strength Change	Matrix 2	-2.0461623657563046	non-shared
ctrl_252	chr14	68150000	68160000	NA	NA	864999	Strength Change	Matrix 2	-2.0461623657563046	non-shared
ctrl_253	chr14	68490000	68500000	NA	NA	524999	Strength Change	Matrix 2	-2.0461623657563046	non-shared
ctrl_254	chr14	68730000	68740000	NA	NA	284999	Strength Change	Matrix 2	-2.0461623657563046	non-shared
ctrl_255	chr14	68965000	68970000	NA	NA	54999	Strength Change	Matrix 2	-2.0461623657563046	non-shared
ctrl_256	chr14	69020000	69030000	NA	NA	0	Strength Change	Matrix 2	-2.0461623657563046	non-shared
ctrl_257	chr14	70780000	70790000	NA	NA	1354999	Merge	Matrix 2	-2.0797523197262717	non-shared
ctrl_258	chr14	70875000	70900000	NA	NA	1244999	Merge	Matrix 2	-2.0797523197262717	non-shared
