TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	significant	direction
chr1:162543000-162674998	chr1	162543000	162674998	0.0425573333333334	0.581728389492457	0.79790915174151	131998	FALSE	Increased_in_Mutant
chr11:103974000-104204998	chr11	103974000	104204998	0.0656546666666667	0.480660831976262	0.729511603855058	230998	FALSE	Increased_in_Mutant
chr13:74856000-75206998	chr13	74856000	75206998	0.116759666666666	0.0201591350723718	0.251689445076583	350998	FALSE	Increased_in_Mutant
chr10:33942000-34349998	chr10	33942000	34349998	0.112629	0.128051331230668	0.434769162044506	407998	FALSE	Increased_in_Mutant
chr14:31788000-32084998	chr14	31788000	32084998	0.0796996666666659	0.174830609659609	0.489852976347801	296998	FALSE	Increased_in_Mutant
chr2:168987000-170108998	chr2	168987000	170108998	0.108619333333333	0.0778390790034985	0.365914434115537	1121998	FALSE	Increased_in_Mutant
chr18:22665000-22931998	chr18	22665000	22931998	0.0818163333333328	0.159192308948444	0.471307834895997	266998	FALSE	Increased_in_Mutant
chr3:36615000-36869998	chr3	36615000	36869998	0.191177333333333	0.0163057761984016	0.240745654928224	254998	FALSE	Increased_in_Mutant
chrX:64458000-64532998	chrX	64458000	64532998	-0.0782796666666668	0.542231399856055	0.773460639945416	74998	FALSE	Decreased_in_Mutant
chr3:79644000-79817998	chr3	79644000	79817998	0.0604823333333328	0.53279810186628	0.76903680743307	173998	FALSE	Increased_in_Mutant
chr5:72162000-72281998	chr5	72162000	72281998	-0.0774423333333338	0.151694567570307	0.462440430301187	119998	FALSE	Decreased_in_Mutant
chr9:69498000-69992998	chr9	69498000	69992998	0.141025666666666	0.0429540257327714	0.301815206109829	494998	FALSE	Increased_in_Mutant
chr6:33681000-33935998	chr6	33681000	33935998	-0.0498576666666669	0.256718911703118	0.557770374965051	254998	FALSE	Decreased_in_Mutant
chr7:80586000-80699998	chr7	80586000	80699998	0.00762066666666651	0.912036486219048	0.967678885391652	113998	FALSE	Increased_in_Mutant
chr13:88809000-89546998	chr13	88809000	89546998	0.107431	0.153084728295444	0.464554653765107	737998	FALSE	Increased_in_Mutant
chr11:21588000-22217998	chr11	21588000	22217998	0.223511999999999	0.00355415654286795	0.183027531489495	629998	FALSE	Increased_in_Mutant
chrX:12759000-12839998	chrX	12759000	12839998	0.0889166666666665	0.255548752068402	0.556998451823383	80998	FALSE	Increased_in_Mutant
chr13:29847000-30092998	chr13	29847000	30092998	-0.117695	0.346288417025749	0.635557700375692	245998	FALSE	Decreased_in_Mutant
chr4:112155000-114155998	chr4	112155000	114155998	-0.0580306666666668	0.220565133151186	0.524759067190738	2000998	FALSE	Decreased_in_Mutant
chr7:43245000-44240998	chr7	43245000	44240998	-0.000310666666667038	0.996866427401093	1	995998	FALSE	Decreased_in_Mutant
chr12:65928000-66071998	chr12	65928000	66071998	0.112567333333333	0.07966139705707	0.369863820265019	143998	FALSE	Increased_in_Mutant
chr4:140247000-140543998	chr4	140247000	140543998	0.011208333333333	0.865566944354589	0.945096009656427	296998	FALSE	Increased_in_Mutant
chr2:105672000-105809998	chr2	105672000	105809998	0.0938389999999993	0.394168480055868	0.672612677220835	137998	FALSE	Increased_in_Mutant
chr8:23580000-24539998	chr8	23580000	24539998	0.087517666666666	0.145054767805205	0.456807676200192	959998	FALSE	Increased_in_Mutant
chr13:96672000-97211998	chr13	96672000	97211998	0.183677666666666	0.00267156285372178	0.183027531489495	539998	FALSE	Increased_in_Mutant
chr8:72987000-74984998	chr8	72987000	74984998	0.0650189999999995	0.201973756995711	0.508474341492122	1997998	FALSE	Increased_in_Mutant
chr11:116481000-116636998	chr11	116481000	116636998	-0.023044666666667	0.602055265549457	0.80978003978221	155998	FALSE	Decreased_in_Mutant
chr3:84162000-84320998	chr3	84162000	84320998	0.147373666666666	0.107775037720938	0.404373871142219	158998	FALSE	Increased_in_Mutant
chr18:32463000-32849998	chr18	32463000	32849998	0.0604696666666664	0.455376266701622	0.712696935567217	386998	FALSE	Increased_in_Mutant
chr15:26616000-27242998	chr15	26616000	27242998	0.194575333333333	0.0158715285911796	0.238292816045998	626998	FALSE	Increased_in_Mutant
chr5:62889000-63890998	chr5	62889000	63890998	0.043855666666666	0.453753976941326	0.712313847833514	1001998	FALSE	Increased_in_Mutant
chr18:27837000-28076998	chr18	27837000	28076998	0.0862063333333333	0.116502414158554	0.418356933065196	239998	FALSE	Increased_in_Mutant
chrX:73566000-73661998	chrX	73566000	73661998	0.158461333333333	0.140532953171164	0.45052442706019	95998	FALSE	Increased_in_Mutant
chr3:8955000-9071998	chr3	8955000	9071998	0.0797256666666667	0.281224115706479	0.577296507470505	116998	FALSE	Increased_in_Mutant
chr4:45408000-45860998	chr4	45408000	45860998	0.0235346666666666	0.642913045795646	0.835387697212183	452998	FALSE	Increased_in_Mutant
chr6:34287000-34373998	chr6	34287000	34373998	0.166994333333333	0.0380698339637316	0.292945520950956	86998	FALSE	Increased_in_Mutant
chr6:69309000-69389998	chr6	69309000	69389998	0.0737816666666666	0.346477887712063	0.635557700375692	80998	FALSE	Increased_in_Mutant
chr11:23673000-23969998	chr11	23673000	23969998	-0.0619906666666667	0.222118046575219	0.525903122179698	296998	FALSE	Decreased_in_Mutant
chr3:121878000-122147998	chr3	121878000	122147998	0.0491816666666662	0.455112304770588	0.712691025002732	269998	FALSE	Increased_in_Mutant
chrX:45390000-45446998	chrX	45390000	45446998	-0.0252613333333333	0.902882193580957	0.962639963506625	56998	FALSE	Decreased_in_Mutant
chr13:67986000-68495998	chr13	67986000	68495998	-0.0492880000000002	0.395037493782418	0.673504411588817	509998	FALSE	Decreased_in_Mutant
chr3:98223000-98321998	chr3	98223000	98321998	0.0762243333333332	0.329292662230252	0.618515203920316	98998	FALSE	Increased_in_Mutant
chr2:65784000-66200998	chr2	65784000	66200998	0.0124063333333329	0.814722177490234	0.922939333850702	416998	FALSE	Increased_in_Mutant
chr17:74319000-74729998	chr17	74319000	74729998	0.0768153333333332	0.0801979271849954	0.370270965601439	410998	FALSE	Increased_in_Mutant
chr15:8622000-8897998	chr15	8622000	8897998	0.123640333333333	0.173195043058276	0.488946688341808	275998	FALSE	Increased_in_Mutant
chr15:21876000-22670998	chr15	21876000	22670998	0.0624166666666665	0.180307344907985	0.496946458872643	794998	FALSE	Increased_in_Mutant
chr11:68466000-68885998	chr11	68466000	68885998	-0.0247963333333334	0.663453584791689	0.847927167891821	419998	FALSE	Decreased_in_Mutant
chr9:58209000-58283998	chr9	58209000	58283998	-0.0877003333333333	0.278237862353545	0.574914850796415	74998	FALSE	Decreased_in_Mutant
chr11:112203000-112781998	chr11	112203000	112781998	0.0894889999999997	0.0874089097649249	0.374391440974567	578998	FALSE	Increased_in_Mutant
chr13:95382000-95489998	chr13	95382000	95489998	0.0385049999999997	0.779593610874775	0.904682599531156	107998	FALSE	Increased_in_Mutant
chr7:93114000-94118998	chr7	93114000	94118998	-0.0416213333333339	0.721418417502814	0.874257004196637	1004998	FALSE	Decreased_in_Mutant
chr18:11532000-11723998	chr18	11532000	11723998	0.0844493333333332	0.185127627153471	0.50067728034027	191998	FALSE	Increased_in_Mutant
chrX:73452000-73499998	chrX	73452000	73499998	0.153534	0.269616841032895	0.570319260130564	47998	FALSE	Increased_in_Mutant
chr9:75753000-76133998	chr9	75753000	76133998	-0.0455263333333337	0.560433693671011	0.785153787584069	380998	FALSE	Decreased_in_Mutant
chr9:7593000-8219998	chr9	7593000	8219998	-0.00392366666666711	0.952810834036234	0.98401933748779	626998	FALSE	Decreased_in_Mutant
chr6:58536000-58784998	chr6	58536000	58784998	-0.122652333333334	0.192667879762925	0.503544322608711	248998	FALSE	Decreased_in_Mutant
chr13:115224000-116723998	chr13	115224000	116723998	0.0608283333333332	0.381269828170762	0.666288030236908	1499998	FALSE	Increased_in_Mutant
chr5:45702000-46370998	chr5	45702000	46370998	0.0933259999999997	0.0572656464439671	0.327936761737696	668998	FALSE	Increased_in_Mutant
chr17:15051000-15497998	chr17	15051000	15497998	0.430727	0.00123998626244916	0.177920154319876	446998	FALSE	Increased_in_Mutant
chr4:77073000-77567998	chr4	77073000	77567998	0.216196333333333	0.00405238569013277	0.183027531489495	494998	FALSE	Increased_in_Mutant
chr3:59337000-59408998	chr3	59337000	59408998	0.14782	0.243212452485057	0.546329970373687	71998	FALSE	Increased_in_Mutant
chrX:43434000-44036998	chrX	43434000	44036998	0.172751333333333	0.0821991822747897	0.371061949367801	602998	FALSE	Increased_in_Mutant
chr4:31410000-31955998	chr4	31410000	31955998	-0.00452366666666675	0.923216899194276	0.972434547972422	545998	FALSE	Decreased_in_Mutant
chr2:135351000-135965998	chr2	135351000	135965998	0.0955196666666659	0.503885941312882	0.746013997998691	614998	FALSE	Increased_in_Mutant
chr16:67401000-67625998	chr16	67401000	67625998	-0.0952876666666669	0.0413135074790517	0.300837331872764	224998	FALSE	Decreased_in_Mutant
chr15:66165000-66290998	chr15	66165000	66290998	0.00662866666666649	0.915890238655026	0.969512471665331	125998	FALSE	Increased_in_Mutant
chr1:134859000-134960998	chr1	134859000	134960998	0.0852593333333333	0.238273663410764	0.541730057778433	101998	FALSE	Increased_in_Mutant
chr13:112656000-113045998	chr13	112656000	113045998	-0.0346810000000001	0.624408742039066	0.824852306913983	389998	FALSE	Decreased_in_Mutant
chr9:85740000-86462998	chr9	85740000	86462998	0.291888333333333	0.083194444466678	0.371477776384891	722998	FALSE	Increased_in_Mutant
chr5:62883000-63794998	chr5	62883000	63794998	0.120151	0.130477072350952	0.440978392893317	911998	FALSE	Increased_in_Mutant
chr16:55137000-55475998	chr16	55137000	55475998	0.0893843333333331	0.158301730002169	0.471307834895997	338998	FALSE	Increased_in_Mutant
chr3:145935000-146186998	chr3	145935000	146186998	0.0488453333333329	0.604877175681664	0.811156606703809	251998	FALSE	Increased_in_Mutant
chr1:190824000-190886998	chr1	190824000	190886998	0.100993999999999	0.422285216259338	0.694718997870401	62998	FALSE	Increased_in_Mutant
chr14:56202000-56306998	chr14	56202000	56306998	0.113559666666666	0.216289836789219	0.521748440222996	104998	FALSE	Increased_in_Mutant
chr7:114858000-116081998	chr7	114858000	116081998	0.104948333333333	0.0773583456637585	0.365315073449585	1223998	FALSE	Increased_in_Mutant
chr2:142851000-142979998	chr2	142851000	142979998	0.0397016666666661	0.466795519262044	0.721398574448305	128998	FALSE	Increased_in_Mutant
chr15:38880000-39350998	chr15	38880000	39350998	0.0448146666666663	0.654243406586711	0.841711274228356	470998	FALSE	Increased_in_Mutant
chr11:120717000-120782998	chr11	120717000	120782998	0.265081666666666	0.0424116060598037	0.300837331872764	65998	FALSE	Increased_in_Mutant
chr2:52743000-53198998	chr2	52743000	53198998	0.0116403333333327	0.881896646299456	0.951897615668471	455998	FALSE	Increased_in_Mutant
chr1:117594000-118283998	chr1	117594000	118283998	0.0389483333333332	0.393836298481995	0.672612677220835	689998	FALSE	Increased_in_Mutant
chr10:61458000-61673998	chr10	61458000	61673998	0.0662726666666664	0.233556022400141	0.536968912359654	215998	FALSE	Increased_in_Mutant
chr7:139482000-139592998	chr7	139482000	139592998	0.0954979999999997	0.253913987950653	0.555880284374609	110998	FALSE	Increased_in_Mutant
chr1:132750000-132992998	chr1	132750000	132992998	0.0358506666666665	0.66921242914166	0.848580425733244	242998	FALSE	Increased_in_Mutant
chr3:111564000-113252998	chr3	111564000	113252998	0.0402076666666665	0.403392214981722	0.681012453042926	1688998	FALSE	Increased_in_Mutant
chr5:131511000-132116998	chr5	131511000	132116998	0.0770699999999999	0.177907394488122	0.49331337056281	605998	FALSE	Increased_in_Mutant
chr15:50652000-50897998	chr15	50652000	50897998	-0.0444490000000003	0.39397735803158	0.672612677220835	245998	FALSE	Decreased_in_Mutant
chr11:112776000-113168998	chr11	112776000	113168998	0.215161666666667	0.0593996930455065	0.331641465029225	392998	FALSE	Increased_in_Mutant
chr9:35574000-36707998	chr9	35574000	36707998	-0.108349000000001	0.339527355419388	0.629056236070819	1133998	FALSE	Decreased_in_Mutant
chr12:113217000-113492998	chr12	113217000	113492998	-0.0814976666666669	0.186302782440902	0.501169040258031	275998	FALSE	Decreased_in_Mutant
chr9:89817000-89981998	chr9	89817000	89981998	-0.058014333333334	0.353694085570384	0.641962834848878	164998	FALSE	Decreased_in_Mutant
chr2:58191000-58463998	chr2	58191000	58463998	0.0626146666666662	0.171641793935361	0.486334091199864	272998	FALSE	Increased_in_Mutant
chr1:75633000-77531998	chr1	75633000	77531998	0.0188183333333328	0.800975027940687	0.915390115976788	1898998	FALSE	Increased_in_Mutant
chr16:6492000-8387998	chr16	6492000	8387998	0.152443999999999	0.0659305572387173	0.347176080938296	1895998	FALSE	Increased_in_Mutant
chr7:135771000-137345998	chr7	135771000	137345998	0.0659846666666663	0.210337022646212	0.516281087081491	1574998	FALSE	Increased_in_Mutant
chr3:107475000-107618998	chr3	107475000	107618998	-0.0537123333333336	0.457389870392992	0.713570692455161	143998	FALSE	Decreased_in_Mutant
chr11:54123000-54263998	chr11	54123000	54263998	0.0743906666666664	0.17502163860042	0.489852976347801	140998	FALSE	Increased_in_Mutant
chr7:64758000-65312998	chr7	64758000	65312998	0.124183	0.0314180275027458	0.282053160098435	554998	FALSE	Increased_in_Mutant
chr8:10413000-11222998	chr8	10413000	11222998	0.0527473333333331	0.442812557287963	0.706941566451392	809998	FALSE	Increased_in_Mutant
chr6:115275000-115547998	chr6	115275000	115547998	0.0826343333333333	0.0829680290779486	0.371477776384891	272998	FALSE	Increased_in_Mutant
chr6:93750000-93998998	chr6	93750000	93998998	0.126672	0.0485215000184836	0.310910379920172	248998	FALSE	Increased_in_Mutant
chr5:71493000-72107998	chr5	71493000	72107998	-0.116911666666667	0.0319761138433763	0.28361661180806	614998	FALSE	Decreased_in_Mutant
chr7:139299000-139478998	chr7	139299000	139478998	0.00750066666666663	0.891570515449696	0.956680855374528	179998	FALSE	Increased_in_Mutant
chr4:117261000-117686998	chr4	117261000	117686998	0.0522186666666664	0.316894675373987	0.606687288544572	425998	FALSE	Increased_in_Mutant
chr13:83985000-84059998	chr13	83985000	84059998	-0.00772533333333381	0.956583670452991	0.98458251946553	74998	FALSE	Decreased_in_Mutant
chr3:114897000-115118998	chr3	114897000	115118998	0.115213999999999	0.397417521319196	0.675512645969769	221998	FALSE	Increased_in_Mutant
chr4:135435000-135497998	chr4	135435000	135497998	-0.0327883333333337	0.576256913881467	0.796790180279226	62998	FALSE	Decreased_in_Mutant
chr14:73092000-73520998	chr14	73092000	73520998	-0.0629520000000002	0.411772395045681	0.686878668223145	428998	FALSE	Decreased_in_Mutant
chr13:73638000-73715998	chr13	73638000	73715998	0.179624666666667	0.108930748499569	0.40699487029716	77998	FALSE	Increased_in_Mutant
chr11:20787000-20918998	chr11	20787000	20918998	-0.109938333333333	0.13660711541751	0.447368837127261	131998	FALSE	Decreased_in_Mutant
chr2:80742000-82061998	chr2	80742000	82061998	0.116886333333333	0.0557856137695657	0.325023635620467	1319998	FALSE	Increased_in_Mutant
chr4:49839000-49964998	chr4	49839000	49964998	0.167889333333333	0.0100090513971849	0.213920802765555	125998	FALSE	Increased_in_Mutant
chr1:40107000-40388998	chr1	40107000	40388998	0.0789	0.185350932998092	0.501019171214393	281998	FALSE	Increased_in_Mutant
chr12:17850000-18869998	chr12	17850000	18869998	-0.028818666666667	0.634190562778208	0.828968503570807	1019998	FALSE	Decreased_in_Mutant
chr11:51279000-51545998	chr11	51279000	51545998	0.252396666666666	0.0133480446594517	0.221651683139482	266998	FALSE	Increased_in_Mutant
chr16:21825000-22031998	chr16	21825000	22031998	-0.0438150000000005	0.432292811833234	0.702018735708319	206998	FALSE	Decreased_in_Mutant
chr1:107013000-107618998	chr1	107013000	107618998	0.0956359999999996	0.136892274130419	0.447452559752462	605998	FALSE	Increased_in_Mutant
chr7:46929000-47171998	chr7	46929000	47171998	0.0415356666666659	0.472030448567804	0.723392409202291	242998	FALSE	Increased_in_Mutant
chr11:101076000-101198998	chr11	101076000	101198998	-0.035022666666667	0.630737502788773	0.827780911770921	122998	FALSE	Decreased_in_Mutant
chr9:8214000-8690998	chr9	8214000	8690998	0.143378666666667	0.0154770886175963	0.23538830953409	476998	FALSE	Increased_in_Mutant
chr8:12996000-13097998	chr8	12996000	13097998	-0.0400006666666671	0.539457182301776	0.771954587257003	101998	FALSE	Decreased_in_Mutant
chr4:88863000-89135998	chr4	88863000	89135998	0.122207999999999	0.16668217182296	0.481897382919295	272998	FALSE	Increased_in_Mutant
chr13:112665000-112916998	chr13	112665000	112916998	0.0120306666666665	0.788231141480885	0.909199918045429	251998	FALSE	Increased_in_Mutant
chr4:106839000-106910998	chr4	106839000	106910998	-0.123688666666667	0.269085220900811	0.570319260130564	71998	FALSE	Decreased_in_Mutant
chr12:106062000-108011998	chr12	106062000	108011998	-0.0409986666666672	0.351402292227749	0.640472468250513	1949998	FALSE	Decreased_in_Mutant
chr16:87834000-88214998	chr16	87834000	88214998	0.018523	0.785655993600023	0.907849640872786	380998	FALSE	Increased_in_Mutant
chrX:65718000-66653998	chrX	65718000	66653998	0.229688333333333	0.13827078865106	0.447960813700337	935998	FALSE	Increased_in_Mutant
chr11:32715000-33158998	chr11	32715000	33158998	0.0982379999999996	0.318508731679977	0.607631590956355	443998	FALSE	Increased_in_Mutant
chr3:55515000-55790998	chr3	55515000	55790998	0.138163	0.143064972447246	0.454415830789133	275998	FALSE	Increased_in_Mutant
chr3:122928000-123113998	chr3	122928000	123113998	0.016979333333333	0.727234516493574	0.878218048759521	185998	FALSE	Increased_in_Mutant
chr2:42663000-43652998	chr2	42663000	43652998	0.154851	0.052501252901517	0.321077816718606	989998	FALSE	Increased_in_Mutant
chrX:94125000-94175998	chrX	94125000	94175998	0.167592666666667	0.184772183209757	0.500441356648046	50998	FALSE	Increased_in_Mutant
chrX:20616000-20963998	chrX	20616000	20963998	0.16708	0.274051195912862	0.572136936875235	347998	FALSE	Increased_in_Mutant
chr9:18336000-20345998	chr9	18336000	20345998	0	1	1	2009998	FALSE	Decreased_in_Mutant
chr6:71145000-71411998	chr6	71145000	71411998	0.074474	0.159995992908684	0.472586103315813	266998	FALSE	Increased_in_Mutant
chr6:12303000-13286998	chr6	12303000	13286998	0.0550666666666662	0.500381622345745	0.744596652992761	983998	FALSE	Increased_in_Mutant
chr7:128751000-129638998	chr7	128751000	129638998	0.241043999999999	0.00774226902453144	0.211952305463462	887998	FALSE	Increased_in_Mutant
chr1:4770000-5171998	chr1	4770000	5171998	-0.0348940000000002	0.442700485882169	0.706941566451392	401998	FALSE	Decreased_in_Mutant
chr12:32904000-33440998	chr12	32904000	33440998	0.189559333333333	0.0530598712510471	0.321219914099183	536998	FALSE	Increased_in_Mutant
chr10:118359000-118553998	chr10	118359000	118553998	0.028906	0.69218515472204	0.857973111228872	194998	FALSE	Increased_in_Mutant
chr7:95463000-96950998	chr7	95463000	96950998	-0.0767960000000004	0.270500149308462	0.570920927377166	1487998	FALSE	Decreased_in_Mutant
chrX:21270000-21365998	chrX	21270000	21365998	-0.0600213333333338	0.408282988731276	0.684353755179718	95998	FALSE	Decreased_in_Mutant
chr10:94617000-94973998	chr10	94617000	94973998	0.0871026666666664	0.168813630555258	0.483352870211096	356998	FALSE	Increased_in_Mutant
chr16:94317000-94367998	chr16	94317000	94367998	0.0772339999999998	0.367385340191362	0.652680609059809	50998	FALSE	Increased_in_Mutant
chr16:46494000-46586998	chr16	46494000	46586998	-0.301326666666667	0.00287533808896924	0.183027531489495	92998	FALSE	Decreased_in_Mutant
