TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	direction	significant
chr14:67797000-67952998	chr14	67797000	67952998	0.288497333333333	0.000852102017254059	0.14511406205513	155998	Increased_in_Mutant	TRUE
chr13:68547000-69491998	chr13	68547000	69491998	0.483765999999999	0.00106302830123193	0.14511406205513	944998	Increased_in_Mutant	TRUE
chr19:17115000-17393998	chr19	17115000	17393998	-0.332282	0.00121303324087849	0.14511406205513	278998	Decreased_in_Mutant	TRUE
chr2:147798000-148118998	chr2	147798000	148118998	0.426812	0.00112338954123751	0.14511406205513	320998	Increased_in_Mutant	TRUE
chr18:84960000-86537998	chr18	84960000	86537998	0.255507999999999	0.000906544380138125	0.14511406205513	1577998	Increased_in_Mutant	TRUE
chr6:21207000-21731998	chr6	21207000	21731998	-0.253957	0.00122978018690788	0.14511406205513	524998	Decreased_in_Mutant	TRUE
chr18:80757000-81959998	chr18	80757000	81959998	0.281718666666666	0.00117847886586086	0.14511406205513	1202998	Increased_in_Mutant	TRUE
chr3:134640000-135215998	chr3	134640000	135215998	0.349011666666666	0.00114363276812301	0.14511406205513	575998	Increased_in_Mutant	TRUE
chr15:61101000-61985998	chr15	61101000	61985998	0.309965666666666	0.000937487705786205	0.14511406205513	884998	Increased_in_Mutant	TRUE
chr14:84417000-85922998	chr14	84417000	85922998	0.226922333333333	0.000952493496772466	0.14511406205513	1505998	Increased_in_Mutant	TRUE
chr18:81960000-82586998	chr18	81960000	82586998	0.251663333333333	0.001038879289196	0.14511406205513	626998	Increased_in_Mutant	TRUE
chr13:25932000-26159998	chr13	25932000	26159998	0.255066333333333	0.00112232144730535	0.14511406205513	227998	Increased_in_Mutant	TRUE
chr13:72627000-72986998	chr13	72627000	72986998	0.260990333333333	0.000783495836696343	0.14511406205513	359998	Increased_in_Mutant	TRUE
chr4:12222000-13784998	chr4	12222000	13784998	0.255220333333333	0.000959739029453842	0.14511406205513	1562998	Increased_in_Mutant	TRUE
chr12:11304000-12155998	chr12	11304000	12155998	0.307198666666666	0.00122178187504287	0.14511406205513	851998	Increased_in_Mutant	TRUE
chr13:14640000-15779998	chr13	14640000	15779998	0.228171333333333	0.00128023870211719	0.145506667957274	1139998	Increased_in_Mutant	TRUE
chr9:15357000-15689998	chr9	15357000	15689998	0.410799333333333	0.00129046118606175	0.145506667957274	332998	Increased_in_Mutant	TRUE
