stripe_id	chr	pos1	pos2	pos3	pos4	direction	direction_confidence	significant_FDR05	stripe_logFC	stripe_FDR	anchor_pc1_ctrl	anchor_pc1_mut	anchor_pc1_delta	anchor_n_bins	anchor_compartment	body_pc1_ctrl	body_pc1_mut	body_pc1_delta	body_n_bins	body_compartment	anchor_on_switched_bin
stripe_0011	chr1	13130001	13150000	13130001	13715000	lost	low	TRUE	0.0736760560567362	0.0251009244488951	0.731	0.772333333333333	0.041333333333333	1	A	0.486027777777778	0.450125	-0.0359027777777777	24	A	FALSE
stripe_0012	chr1	13350001	13385000	13120001	13385000	unchanged	high	TRUE	0.102793512099755	0.00655120946801396	1.14066666666666	1.0605	-0.0801666666666649	2	A	1.05466666666667	1.07	0.0153333333333336	12	A	FALSE
stripe_0013	chr1	13520001	13540000	12855001	13540000	lost	low	TRUE	0.132247033502288	0.00103996473667299	-0.254666666666666	-0.241666666666667	0.0129999999999995	2	B	0.16025	0.238571428571429	0.0783214285714286	28	A	FALSE
stripe_0014	chr1	13580001	13600000	13110001	13600000	unchanged	low	FALSE	0.00224664496650804	0.965410087003305	0.717	0.497333333333333	-0.219666666666667	1	A	0.6383	0.63515	-0.00314999999999988	20	A	FALSE
stripe_0015	chr1	13780001	13800000	13780001	14945000	unchanged	high	TRUE	0.181722530303609	4.54704911546111e-05	-0.929333333333333	-0.788333333333333	0.141	1	B	-1.02807092198582	-0.785304964539007	0.242765957446809	47	B	FALSE
stripe_0016	chr1	14995001	15015000	14995001	16150000	unchanged	high	TRUE	0.10142468694587	0.00189184974985438	-0.562166666666666	-0.525833333333333	0.0363333333333336	2	B	-0.324418439716312	-0.328574468085106	-0.00415602836879431	47	B	FALSE
stripe_0017	chr1	15275001	15295000	15275001	16020000	unchanged	high	TRUE	0.0883020543182901	0.0150291201975996	0.202333333333333	0.320333333333333	0.118	1	A	-0.227655555555556	-0.203822222222222	0.0238333333333334	30	B	FALSE
stripe_0018	chr1	15605001	15625000	15025001	15625000	unchanged	high	TRUE	0.141321064110373	0.000559952816933899	0.128333333333333	0.303666666666667	0.175333333333334	1	A	-0.573736111111111	-0.438666666666667	0.135069444444444	24	B	FALSE
stripe_0019	chr1	16095001	16115000	16095001	17160000	unchanged	low	FALSE	-0.0229500823223355	0.506099141808691	0.817166666666666	0.5545	-0.262666666666666	2	A	0.435643939393939	0.306219696969697	-0.129424242424242	44	A	FALSE
stripe_0020	chr1	16650001	16670000	16650001	17170000	unchanged	low	FALSE	-0.0140586431835345	0.729920324243256	1.113	0.987333333333333	-0.125666666666667	1	A	0.612396825396826	0.399126984126984	-0.213269841269842	21	A	FALSE
stripe_0021	chr1	16780001	16815000	16780001	17145000	unchanged	medium	FALSE	-0.0458645983833413	0.0988822525161421	0.486	0.362666666666666	-0.123333333333334	2	A	0.694222222222223	0.466577777777778	-0.227644444444445	15	A	FALSE
stripe_0022	chr1	17115001	17135000	16420001	17135000	lost	high	TRUE	-0.0601615395118819	0.035471197893809	0.998166666666665	0.808833333333333	-0.189333333333332	2	A	0.700333333333333	0.541188888888889	-0.159144444444444	30	A	FALSE
stripe_0023	chr1	18885001	18905000	18355001	18905000	unchanged	high	TRUE	-0.0826733295164504	0.0129365038168924	0.0625	0.281	0.2185	2	A	-0.713623188405797	-0.602768115942029	0.110855072463768	23	B	FALSE
stripe_0024	chr1	21090001	21115000	20620001	21115000	lost	low	FALSE	0.0427312086710445	0.17473160949003	0.305166666666667	0.106666666666666	-0.1985	2	A	0.19715873015873	0.0675555555555556	-0.129603174603175	21	A	FALSE
stripe_0025	chr1	21155001	21180000	20580001	21180000	unchanged	low	FALSE	0.0147342822700564	0.668117595080416	-0.0651666666666667	-0.2865	-0.221333333333333	2	B	0.11284	-0.02448	-0.13732	25	A	FALSE
stripe_0026	chr1	21155001	21180000	20595001	21180000	gained	low	FALSE	0.0147666566102884	0.668117595080416	-0.0651666666666667	-0.2865	-0.221333333333333	2	B	0.11284	-0.02448	-0.13732	25	A	FALSE
stripe_0027	chr1	21400001	21420000	21400001	22490000	unchanged	high	TRUE	0.112351295538439	0.00332742816174631	-0.0256666666666667	-0.128	-0.102333333333333	1	B	-0.281037878787878	-0.306484848484848	-0.0254469696969699	44	B	FALSE
stripe_0028	chr1	22245001	22270000	20725001	22270000	unchanged	medium	FALSE	0.0580683716164333	0.0894719049601691	0.349166666666667	0.219166666666667	-0.13	2	A	-0.3315	-0.408155913978495	-0.0766559139784946	62	B	FALSE
stripe_0029	chr1	22495001	22530000	22495001	22800000	lost	low	FALSE	0.000988805329190555	0.977524961227083	1.53577777777778	1.49644444444445	-0.0393333333333332	3	A	1.49561538461539	1.4845641025641	-0.0110512820512816	13	A	FALSE
stripe_0030	chr1	22600001	22620000	22600001	23130000	unchanged	low	FALSE	-0.0243205742235924	0.452965443533726	1.41	1.41466666666667	0.00466666666667015	1	A	1.44725757575758	1.41325757575758	-0.0339999999999991	22	A	FALSE
stripe_0031	chr1	22925001	22945000	22290001	22945000	unchanged	low	FALSE	-0.0289961687397487	0.328619706581687	1.46033333333333	1.43333333333333	-0.0269999999999999	1	A	1.45838271604938	1.41448148148148	-0.0439012345679011	27	A	FALSE
stripe_0032	chr1	22980001	23000000	22290001	23000000	lost	high	TRUE	-0.0631389205589013	0.0250171070792173	1.47933333333333	1.457	-0.02233333333333	1	A	1.46029885057471	1.41747126436782	-0.0428275862068963	29	A	FALSE
stripe_0033	chr1	22980001	23000000	22310001	23000000	gained	low	TRUE	-0.0618829399813684	0.0281188527276899	1.47933333333333	1.457	-0.02233333333333	1	A	1.47339285714286	1.43601190476191	-0.0373809523809516	28	A	FALSE
stripe_0034	chr1	23050001	23070000	22480001	23070000	gained	low	FALSE	-0.0123841599288258	0.753421393519232	1.392	1.341	-0.0509999999999999	1	A	1.47077777777778	1.44631944444444	-0.024458333333333	24	A	FALSE
stripe_0035	chr1	23130001	23150000	22315001	23150000	gained	low	FALSE	-0.0456696616963548	0.0940205159829317	1.281	1.16766666666667	-0.11333333333333	1	A	1.45950980392157	1.41552941176471	-0.0439803921568622	34	A	FALSE
stripe_0036	chr1	23240001	23260000	22310001	23260000	unchanged	medium	FALSE	-0.0600145296736274	0.0574047503431552	1.32916666666667	1.18633333333333	-0.14283333333334	2	A	1.42405128205128	1.36438461538462	-0.0596666666666665	39	A	FALSE
stripe_0037	chr1	23475001	23505000	23180001	23505000	lost	high	TRUE	-0.0784333219078379	0.00728529086884472	0.943499999999998	0.642333333333333	-0.301166666666665	2	A	1.14761904761905	0.91292857142857	-0.234690476190476	14	A	TRUE
stripe_0038	chr1	23740001	23765000	23740001	24415000	gained	low	FALSE	-0.0233312486338965	0.460364056033056	0.974666666666665	0.768833333333333	-0.205833333333332	2	A	1.02259523809524	0.865880952380953	-0.156714285714285	28	A	FALSE
stripe_0039	chr1	23745001	23765000	23745001	24185000	lost	low	FALSE	-0.0390908615878929	0.230890729389164	0.974666666666665	0.768833333333333	-0.205833333333332	2	A	1.20231578947368	1.067	-0.135315789473683	19	A	FALSE
stripe_0040	chr1	23750001	23765000	23205001	23765000	gained	low	FALSE	-0.0221691117363285	0.659023188944259	1.10833333333333	0.862	-0.24633333333333	1	A	1.01791304347826	0.794681159420289	-0.223231884057971	23	A	FALSE
stripe_0041	chr1	23815001	23835000	23815001	24195000	unchanged	low	FALSE	-0.0360371727131386	0.327996793102708	1.384	1.25683333333334	-0.127166666666665	2	A	1.23004166666667	1.111875	-0.118166666666666	16	A	FALSE
stripe_0042	chr1	23995001	24015000	23275001	24015000	unchanged	low	FALSE	-0.0123686376975063	0.730319954813442	1.20616666666667	1.04183333333333	-0.16433333333333	2	A	1.08793333333333	0.887444444444444	-0.200488888888888	30	A	FALSE
stripe_0043	chr1	24215001	24235000	22505001	24235000	unchanged	medium	FALSE	-0.0567821058580057	0.0569082506552345	1.23666666666667	1.11633333333333	-0.120333333333335	2	A	1.24109047619048	1.11549523809524	-0.125595238095238	70	A	FALSE
stripe_0044	chr1	24350001	24370000	24350001	25290000	unchanged	high	TRUE	-0.0681803498118994	0.0299535082048729	0.484666666666667	0.325	-0.159666666666667	1	A	0.793973684210526	0.701078947368421	-0.0928947368421055	38	A	FALSE
stripe_0045	chr1	24735001	24755000	24735001	25625000	unchanged	low	FALSE	-0.020978757352357	0.500085634089826	0.9105	0.828833333333333	-0.0816666666666671	2	A	0.798018518518518	0.803675925925926	0.0056574074074075	36	A	FALSE
stripe_0046	chr1	24865001	24885000	24865001	25825000	unchanged	low	FALSE	-0.0338462937536292	0.349168533021345	0.8685	0.741666666666667	-0.126833333333333	2	A	0.894435897435897	0.903222222222222	0.00878632478632513	39	A	FALSE
stripe_0047	chr1	25075001	25100000	25075001	25505000	unchanged	high	TRUE	0.096203601292995	0.00728529086884472	1.14766666666667	1.08466666666667	-0.063	1	A	0.943296296296296	0.987740740740741	0.0444444444444443	18	A	FALSE
stripe_0048	chr1	25075001	25095000	24505001	25095000	lost	high	TRUE	-0.103638944686639	0.00345909250895617	1.14766666666667	1.08466666666667	-0.063	1	A	0.765569444444445	0.664652777777778	-0.100916666666667	24	A	FALSE
stripe_0049	chr1	25150001	25175000	25150001	25835000	lost	low	TRUE	0.0896013713292015	0.00459000388231654	1.21033333333333	1.27566666666667	0.0653333333333401	1	A	0.972261904761905	0.993988095238096	0.021726190476191	28	A	FALSE
stripe_0050	chr1	25150001	25175000	24475001	25175000	lost	low	FALSE	-0.0182008849829239	0.542011235578736	1.21033333333333	1.27566666666667	0.0653333333333401	1	A	0.805130952380952	0.714	-0.0911309523809521	28	A	FALSE
stripe_0051	chr1	25810001	25835000	24510001	25835000	unchanged	low	FALSE	-0.01675684874533	0.556560816042353	0.914833333333333	0.756	-0.158833333333333	2	A	0.885969135802469	0.854271604938272	-0.0316975308641974	54	A	FALSE
stripe_0052	chr1	26035001	26060000	24520001	26060000	gained	high	TRUE	0.211943941357445	7.1747060414531e-06	-0.663833333333333	-0.137666666666666	0.526166666666667	2	B	0.685587301587302	0.699227513227513	0.0136402116402119	63	A	TRUE
stripe_0053	chr1	26675001	26695000	26675001	28490000	unchanged	high	TRUE	0.150975781275317	0.00162574601593991	-1.02966666666667	-0.917	0.11266666666667	1	B	-0.699849315068493	-0.600479452054795	0.0993698630136988	73	B	FALSE
stripe_0054	chr1	26675001	26695000	25505001	26695000	lost	low	TRUE	0.106635421327993	0.0207795137178105	-1.02966666666667	-0.917	0.11266666666667	1	B	-0.282118055555556	-0.130083333333333	0.152034722222223	48	B	FALSE
stripe_0055	chr1	27975001	27990000	27975001	28855000	gained	low	FALSE	-0.00520167791491686	0.911512064440811	-0.631	-0.433666666666667	0.197333333333333	1	B	-0.544509259259259	-0.501287037037037	0.0432222222222222	36	B	FALSE
stripe_0056	chr1	28320001	28340000	27505001	28340000	gained	low	FALSE	-0.0265330249239775	0.412776312748231	0.169833333333334	0.214833333333333	0.045	2	A	-0.455794117647059	-0.335519607843137	0.120274509803922	34	B	FALSE
stripe_0057	chr1	30930001	30965000	30780001	30965000	gained	low	FALSE	0.0154353635201716	0.656789626137285	0.416666666666667	0.224	-0.192666666666667	2	A	0.504708333333333	0.343541666666667	-0.161166666666667	8	A	FALSE
stripe_0058	chr1	33800001	33820000	33800001	34460000	gained	low	FALSE	-0.015583165826339	0.681633771432339	1.54533333333333	1.486	-0.0593333333333299	1	A	1.6073950617284	1.61217283950617	0.00477777777777844	27	A	FALSE
stripe_0059	chr1	34160001	34185000	33855001	34185000	unchanged	low	FALSE	0.0204326573643582	0.483778360223647	1.6205	1.63283333333333	0.0123333333333351	2	A	1.62566666666667	1.6275	0.00183333333333358	14	A	FALSE
stripe_0060	chr1	34400001	34440000	33945001	34440000	unchanged	low	FALSE	0.0117189517574832	0.703707120942364	1.63333333333333	1.658	0.0246666666666697	2	A	1.61185714285714	1.62436507936508	0.0125079365079368	21	A	FALSE
stripe_0061	chr1	34575001	34600000	33855001	34600000	unchanged	low	FALSE	-0.00495100575675433	0.878755351552745	1.64466666666667	1.657	0.01233333333333	1	A	1.6146	1.62556666666667	0.010966666666667	30	A	FALSE
stripe_0062	chr1	34875001	34895000	34875001	36465000	unchanged	low	FALSE	0.0466241796684864	0.241219740369544	1.241	1.20666666666667	-0.03433333333333	1	A	1.03769270833333	1.09036979166667	0.0526770833333341	64	A	FALSE
stripe_0063	chr1	35190001	35205000	35190001	36305000	gained	low	FALSE	0.064466524560564	0.119876768859209	0.479166666666667	0.751666666666666	0.2725	2	A	1.10545652173913	1.15819565217391	0.0527391304347833	46	A	FALSE
stripe_0064	chr1	35380001	35400000	35380001	36315000	unchanged	low	FALSE	0.00653514545994894	0.858475687199971	1.14633333333333	1.21466666666667	0.0683333333333398	1	A	1.21056140350877	1.23876315789474	0.0282017543859658	38	A	FALSE
stripe_0065	chr1	35510001	35545000	35510001	36215000	lost	low	FALSE	0.033443690725776	0.203343454491614	0.846	0.998833333333332	0.152833333333332	2	A	1.20849425287356	1.22189655172414	0.0134022988505755	29	A	FALSE
stripe_0066	chr1	35645001	35680000	35110001	35680000	unchanged	high	TRUE	0.0768738531340158	0.0098262037114075	1.09011111111111	1.16444444444444	0.0743333333333309	3	A	0.751930555555555	0.89725	0.145319444444444	24	A	FALSE
stripe_0067	chr1	35660001	35680000	35660001	36390000	unchanged	low	FALSE	-0.0405489536647368	0.2117230843671	1.15133333333333	1.21616666666667	0.0648333333333302	2	A	1.35681111111111	1.3389	-0.0179111111111101	30	A	FALSE
stripe_0068	chr1	35830001	35850000	34550001	35850000	unchanged	low	FALSE	0.0490553512885423	0.150023444584979	1.239	1.23033333333333	-0.00866666666667015	1	A	0.946403846153846	1.03012179487179	0.0837179487179487	52	A	FALSE
stripe_0069	chr1	35830001	35850000	35830001	36370000	gained	low	TRUE	-0.0819031411787362	0.0105788534691002	1.239	1.23033333333333	-0.00866666666667015	1	A	1.45080303030303	1.42436363636364	-0.0264393939393921	22	A	FALSE
stripe_0070	chr1	35870001	35890000	34505001	35890000	unchanged	low	FALSE	0.0177801913975867	0.597033767926485	1.39083333333333	1.32433333333333	-0.0664999999999951	2	A	0.986422619047619	1.06217261904762	0.0757500000000003	56	A	FALSE
stripe_0071	chr1	35955001	35990000	35560001	35990000	unchanged	high	TRUE	-0.0572329134201065	0.0447967011838988	1.36	1.2945	-0.0654999999999999	2	A	1.13781481481481	1.14892592592593	0.0111111111111115	18	A	FALSE
stripe_0072	chr1	36050001	36075000	34760001	36075000	lost	low	FALSE	-0.013633423309784	0.659981208290704	1.48566666666667	1.472	-0.01366666666667	1	A	0.940949685534591	1.00594968553459	0.0650000000000004	53	A	FALSE
stripe_0073	chr1	36060001	36080000	36060001	36605000	lost	low	FALSE	0.0243011900106456	0.601771827325733	1.514	1.50883333333334	-0.00516666666666499	2	A	1.52972463768116	1.53891304347826	0.00918840579710234	23	A	FALSE
stripe_0074	chr1	36355001	36375000	36355001	36775000	unchanged	low	FALSE	-0.0447882952040764	0.154736307389092	1.55766666666667	1.54966666666667	-0.00800000000000001	1	A	1.52219607843137	1.55166666666667	0.029470588235293	17	A	FALSE
stripe_0075	chr1	36540001	36560000	36540001	37580000	unchanged	low	FALSE	-0.0206148670129161	0.513730539518303	1.50533333333333	1.55	0.0446666666666651	2	A	1.42406976744186	1.45262015503876	0.0285503875968982	43	A	FALSE
stripe_0076	chr1	36625001	36645000	36435001	36645000	gained	low	FALSE	0.0227676947484092	0.464697717789845	1.533	1.58733333333333	0.05433333333333	1	A	1.53037037037037	1.57207407407407	0.0417037037037022	9	A	FALSE
stripe_0077	chr1	36775001	36790000	36775001	37685000	gained	low	FALSE	-0.0534255343346542	0.146340530450805	1.43366666666667	1.45633333333333	0.02266666666666	1	A	1.41354954954955	1.4356036036036	0.022054054054053	37	A	FALSE
stripe_0078	chr1	36935001	36950000	36935001	37430000	gained	low	FALSE	0.0187627475335342	0.710015611861104	1.59566666666667	1.61	0.0143333333333302	1	A	1.3005873015873	1.32853968253968	0.0279523809523794	21	A	FALSE
stripe_0079	chr1	37235001	37255000	36735001	37255000	gained	low	FALSE	0.0362565867313062	0.307577760107492	1.34333333333334	1.34916666666666	0.0058333333333298	2	A	1.2965303030303	1.32180303030303	0.0252727272727262	22	A	FALSE
stripe_0080	chr1	37615001	37635000	36690001	37635000	unchanged	low	FALSE	0.024915497787055	0.377190921942424	1.5275	1.5515	0.0240000000000002	2	A	1.41382905982906	1.43877777777778	0.0249487179487171	39	A	FALSE
stripe_0081	chr1	37855001	37875000	37275001	37875000	unchanged	high	TRUE	-0.0840956587123781	0.0182247780706134	1.571	1.55	-0.0209999999999999	1	A	1.52125	1.51793055555556	-0.00331944444444487	24	A	FALSE
stripe_0082	chr1	38185001	38205000	38185001	38900000	lost	low	TRUE	0.0720241965347793	0.0173946361705132	1.248	1.38133333333334	0.133333333333335	2	A	1.16893103448276	1.31670114942529	0.147770114942529	29	A	FALSE
stripe_0083	chr1	38570001	38590000	38175001	38590000	unchanged	medium	FALSE	0.0605827265119775	0.0651039489274696	1.0935	1.26233333333333	0.16883333333333	2	A	1.066	1.24360784313725	0.177607843137254	17	A	FALSE
stripe_0084	chr1	38735001	38765000	38245001	38765000	unchanged	high	TRUE	0.118565194864408	0.000464124160356047	1.14933333333334	1.316	0.166666666666665	2	A	1.07556060606061	1.2555303030303	0.179969696969697	22	A	FALSE
stripe_0085	chr1	38995001	39015000	38995001	39575000	unchanged	low	FALSE	-0.0153523232915489	0.628380191106901	1.30016666666667	1.23133333333333	-0.06883333333334	2	A	1.07390277777778	1.051875	-0.0220277777777786	24	A	FALSE
stripe_0086	chr1	39310001	39345000	38995001	39345000	unchanged	low	FALSE	0.0309589735669929	0.248799590931532	1.07916666666667	1.01666666666667	-0.0625000000000016	2	A	0.772511111111111	0.753177777777777	-0.0193333333333343	15	A	FALSE
stripe_0087	chr1	39505001	39540000	38845001	39540000	unchanged	low	FALSE	-0.0183819751242246	0.49856832785335	1.56966666666666	1.55283333333333	-0.016833333333335	2	A	1.14457471264368	1.11929885057471	-0.0252758620689664	29	A	FALSE
stripe_0088	chr1	39745001	39780000	39745001	40020000	gained	low	FALSE	-0.00596061440860647	0.848036382043789	1.11522222222222	1.10822222222222	-0.0069999999999999	3	A	1.34883333333333	1.29486111111111	-0.0539722222222234	12	A	FALSE
stripe_0089	chr1	40070001	40095000	39175001	40095000	unchanged	low	FALSE	-0.0176543636717348	0.655001213620955	0.819666666666667	0.604333333333334	-0.215333333333333	2	A	1.22421621621622	1.17272072072072	-0.0514954954954958	37	A	FALSE
stripe_0090	chr1	40360001	40385000	39520001	40385000	unchanged	low	FALSE	-0.00811587121835437	0.8122742405935	-0.397	-0.616833333333334	-0.219833333333334	2	B	0.742648148148148	0.606046296296296	-0.136601851851852	36	A	FALSE
stripe_0091	chr1	42905001	42925000	42905001	43210000	unchanged	high	TRUE	0.105128337771204	0.00535620140575116	0.299333333333333	0.262666666666667	-0.036666666666666	1	A	0.113025641025641	0.162051282051282	0.0490256410256407	13	A	FALSE
stripe_0092	chr1	43085001	43110000	43085001	44155000	lost	low	FALSE	0.00259770728459969	0.947926559154698	1.01183333333333	0.902	-0.109833333333335	2	A	0.48075	0.40675	-0.074	44	A	FALSE
stripe_0093	chr1	43285001	43305000	43285001	43835000	unchanged	low	FALSE	0.0167352289033063	0.641541331457345	-0.1035	-0.180833333333334	-0.0773333333333335	2	B	0.494782608695652	0.388434782608696	-0.106347826086956	23	A	FALSE
stripe_0094	chr1	43440001	43460000	43440001	44120000	gained	low	FALSE	-0.0356274192456498	0.22886399010785	1.1135	0.949333333333335	-0.164166666666666	2	A	0.694333333333333	0.592964285714286	-0.101369047619047	28	A	FALSE
stripe_0095	chr1	47800001	47820000	47800001	49490000	unchanged	high	TRUE	-0.082053369512259	0.0153748408197336	0.121666666666667	-0.177	-0.298666666666667	1	A	0.201941176470588	-0.0297156862745098	-0.231656862745098	68	A	FALSE
stripe_0096	chr1	48515001	48540000	47815001	48540000	unchanged	low	FALSE	-0.037708135335578	0.231684786940473	0.6275	0.555	-0.0725	2	A	0.176811111111111	-0.0463	-0.223111111111111	30	A	FALSE
stripe_0097	chr1	48520001	48540000	48520001	50050000	unchanged	high	TRUE	-0.0798246359682963	0.0165222990477164	0.6275	0.555	-0.0725	2	A	0.10544623655914	-0.198274193548387	-0.303720430107527	62	A	FALSE
stripe_0098	chr1	48725001	48755000	48725001	49925000	unchanged	high	TRUE	-0.0660693144243204	0.025707930204311	0.635833333333333	0.517833333333333	-0.118	2	A	0.0749097222222222	-0.2465625	-0.321472222222222	48	A	FALSE
stripe_0099	chr1	48725001	48750000	48045001	48750000	gained	low	FALSE	0.00926362443775287	0.78531165894782	0.692333333333333	0.606	-0.086333333333333	1	A	0.287919540229885	0.112022988505747	-0.175896551724138	29	A	FALSE
stripe_0100	chr1	50915001	50935000	50915001	52300000	unchanged	high	TRUE	-0.122068398502089	0.00282418719625418	0.66	0.441833333333333	-0.218166666666667	2	A	0.622583333333333	0.292238095238095	-0.330345238095238	56	A	FALSE
stripe_0101	chr1	50950001	50965000	50950001	51315000	gained	low	TRUE	-0.138905912857082	0.00179401108087366	0.82	0.541333333333333	-0.278666666666667	1	A	0.935888888888889	0.623977777777778	-0.311911111111111	15	A	FALSE
stripe_0102	chr1	51225001	51250000	50925001	51250000	gained	low	TRUE	-0.143368045377004	0.000170008226356364	0.882666666666667	0.707333333333333	-0.175333333333334	1	A	0.977025641025641	0.643538461538462	-0.333487179487179	13	A	FALSE
stripe_0103	chr1	51320001	51340000	50975001	51340000	unchanged	low	FALSE	-0.0368305399863712	0.257523754508127	0.516333333333334	0.317166666666667	-0.199166666666666	2	A	0.9128	0.606933333333333	-0.305866666666666	15	A	FALSE
stripe_0104	chr1	51460001	51480000	50915001	51480000	unchanged	high	TRUE	-0.0819214804925494	0.0313594341894546	0.735666666666666	0.599833333333333	-0.135833333333333	2	A	0.775138888888889	0.499430555555556	-0.275708333333333	24	A	FALSE
stripe_0105	chr1	51465001	51485000	51465001	52490000	unchanged	high	TRUE	-0.12653426345657	0.00120371221659521	0.735666666666666	0.599833333333333	-0.135833333333333	2	A	0.558785714285714	0.196388888888889	-0.362396825396826	42	A	FALSE
stripe_0106	chr1	51605001	51630000	50915001	51630000	unchanged	high	TRUE	-0.0983449711390252	0.00653798175232777	0.595166666666667	0.311333333333333	-0.283833333333334	2	A	0.739422222222222	0.475622222222222	-0.2638	30	A	TRUE
stripe_0107	chr1	51615001	51640000	51615001	52305000	unchanged	high	TRUE	-0.185009116236233	4.52521061009106e-05	0.595166666666667	0.311333333333333	-0.283833333333334	2	A	0.509931034482759	0.113563218390804	-0.396367816091954	29	A	TRUE
stripe_0108	chr1	52145001	52165000	52145001	53275000	unchanged	high	TRUE	-0.145297559143177	7.31341369658321e-05	1.3285	1.21566666666667	-0.112833333333335	2	A	0.963826086956521	0.793760869565217	-0.170065217391304	46	A	FALSE
stripe_0109	chr1	52610001	52640000	52115001	52640000	unchanged	high	TRUE	-0.168637263873199	4.49483246623115e-05	1.11916666666666	0.919166666666666	-0.199999999999998	2	A	1.05272727272727	0.801545454545454	-0.251181818181818	22	A	FALSE
stripe_0110	chr1	52945001	52970000	52945001	53370000	lost	low	FALSE	-0.0561350296134224	0.146340530450805	0.935666666666666	1.00366666666666	0.0679999999999985	2	A	0.754444444444444	0.595962962962963	-0.158481481481482	18	A	FALSE
stripe_0111	chr1	52950001	52970000	52265001	52970000	unchanged	low	FALSE	0.0161929102295607	0.659981208290704	0.953	1.04133333333333	0.0883333333333299	1	A	1.00133333333333	0.820275862068965	-0.181057471264367	29	A	FALSE
stripe_0112	chr1	53015001	53040000	52630001	53040000	lost	low	TRUE	0.076158250516289	0.0308096297084057	0.793	0.823833333333333	0.030833333333333	2	A	1.02154901960784	1.00096078431373	-0.0205882352941176	17	A	FALSE
stripe_0113	chr1	53270001	53300000	52680001	53300000	gained	low	FALSE	-0.0329688248155558	0.259487942260504	1.00816666666667	0.781	-0.227166666666668	2	A	0.886213333333333	0.782626666666666	-0.103586666666667	25	A	FALSE
stripe_0114	chr1	53275001	53295000	52455001	53295000	lost	low	FALSE	-0.0343225644935806	0.240918424980471	1.06266666666667	0.846666666666667	-0.216000000000003	1	A	0.956647058823529	0.821362745098039	-0.13528431372549	34	A	FALSE
stripe_0115	chr1	53345001	53365000	52105001	53365000	unchanged	high	TRUE	-0.0703516194745244	0.0406261544362667	0.6065	0.378	-0.2285	2	A	0.95456862745098	0.780267973856209	-0.174300653594771	51	A	FALSE
stripe_0116	chr1	54175001	54200000	53970001	54200000	gained	high	FALSE	0.0647141833991278	0.0561689744079567	1.18333333333333	1.19	0.00666666666666993	1	A	1.08726666666667	1.15936666666667	0.0720999999999996	10	A	FALSE
stripe_0117	chr1	54365001	54385000	53790001	54385000	lost	low	FALSE	-0.04572813346326	0.148115184490167	0.392333333333334	0.4155	0.0231666666666664	2	A	0.719093333333333	0.75888	0.0397866666666665	25	A	FALSE
