chr	pos_start	pos_end	comp_name	comp_rank	continous_rank
chr1	4310001	4320000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4320001	4330000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4330001	4340000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4340001	4350000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4350001	4360000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4360001	4370000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4370001	4380000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4380001	4390000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4390001	4400000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4400001	4410000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4410001	4420000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4420001	4430000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4430001	4440000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4440001	4450000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4450001	4460000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4460001	4470000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4470001	4480000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4480001	4490000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4490001	4500000	B.2.2.1.1.2.2.2.2	0.125	0.162810265039966
chr1	4500001	4510000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4510001	4520000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4520001	4530000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4530001	4540000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4540001	4550000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4550001	4560000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4560001	4570000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4570001	4580000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4580001	4590000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4590001	4600000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4600001	4610000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4610001	4620000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4620001	4630000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4630001	4640000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4640001	4650000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4650001	4660000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4660001	4670000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4670001	4680000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4680001	4690000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4690001	4700000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4700001	4710000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4710001	4720000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4720001	4730000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4730001	4740000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4740001	4750000	B.2.1.1.2.2.1.2	0.25	0.269246949936895
chr1	4750001	4760000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4760001	4770000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4770001	4780000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4780001	4790000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4790001	4800000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4800001	4810000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4810001	4820000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4820001	4830000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4830001	4840000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4840001	4850000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4850001	4860000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4860001	4870000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4870001	4880000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4880001	4890000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4890001	4900000	A.1.2.1.2.2.1.2.2.2.2	0.875	0.73369793857804
chr1	4900001	4910000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	4910001	4920000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	4920001	4930000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	4930001	4940000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	4940001	4950000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	4950001	4960000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	4960001	4970000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	4970001	4980000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	4980001	4990000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	4990001	5e+06	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5000001	5010000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5010001	5020000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5020001	5030000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5030001	5040000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5040001	5050000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5050001	5060000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5060001	5070000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5070001	5080000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5080001	5090000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5090001	5100000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5100001	5110000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5110001	5120000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5120001	5130000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5130001	5140000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5140001	5150000	A.2.1.2.2.1.2.2.2.2	0.75	0.568363483382415
chr1	5150001	5160000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5160001	5170000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5170001	5180000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5180001	5190000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5190001	5200000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5200001	5210000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5210001	5220000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5220001	5230000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5230001	5240000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5240001	5250000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5250001	5260000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5260001	5270000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5270001	5280000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5280001	5290000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5290001	5300000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5300001	5310000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5310001	5320000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5320001	5330000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5330001	5340000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5340001	5350000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5350001	5360000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5360001	5370000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5370001	5380000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5380001	5390000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5390001	5400000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5400001	5410000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5410001	5420000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5420001	5430000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5430001	5440000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5440001	5450000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5450001	5460000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5460001	5470000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5470001	5480000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5480001	5490000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5490001	5500000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5500001	5510000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5510001	5520000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5520001	5530000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5530001	5540000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5540001	5550000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5550001	5560000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5560001	5570000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5570001	5580000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5580001	5590000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5590001	5600000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5600001	5610000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5610001	5620000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5620001	5630000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5630001	5640000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5640001	5650000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5650001	5660000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5660001	5670000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5670001	5680000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5680001	5690000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5690001	5700000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5700001	5710000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5710001	5720000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5720001	5730000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5730001	5740000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5740001	5750000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5750001	5760000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5760001	5770000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5770001	5780000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5780001	5790000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5790001	5800000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5800001	5810000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5810001	5820000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5820001	5830000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5830001	5840000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5840001	5850000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5850001	5860000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5860001	5870000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5870001	5880000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5880001	5890000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5890001	5900000	B.2.2.2.1.2.1.1.2.1.1	0.125	0.0837189734960034
chr1	5900001	5910000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	5910001	5920000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	5920001	5930000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	5930001	5940000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	5940001	5950000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	5950001	5960000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	5960001	5970000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	5970001	5980000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	5980001	5990000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	5990001	6e+06	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6000001	6010000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6010001	6020000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6020001	6030000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6030001	6040000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6040001	6050000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6050001	6060000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6060001	6070000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6070001	6080000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6080001	6090000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6090001	6100000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6100001	6110000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6110001	6120000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
chr1	6120001	6130000	B.2.2.1.2.2.2.2.1.2	0.125	0.118636937315944
