stripe_id	direction	direction_confidence	significant_FDR05	symbol	entrez_id
stripe_0028	unchanged	low	FALSE	Col9a1	12839
stripe_0028	unchanged	low	FALSE	Fam135a	68187
stripe_0028	unchanged	low	FALSE	Sdhaf4	68002
stripe_0028	unchanged	low	FALSE	Smap1	98366
stripe_0029	unchanged	low	FALSE	Col19a1	12823
stripe_0029	unchanged	low	FALSE	Lmbrd1	68421
stripe_0030	unchanged	low	FALSE	Adgrb3	210933
stripe_0031	unchanged	low	FALSE	Phf3	213109
stripe_0031	unchanged	low	FALSE	Ptp4a1	19243
stripe_0032	lost	low	FALSE	Phf3	213109
stripe_0032	lost	low	FALSE	Ptp4a1	19243
stripe_0033	unchanged	low	FALSE	Bag2	213539
stripe_0033	unchanged	low	FALSE	Bend6	320705
stripe_0033	unchanged	low	FALSE	Dst	13518
stripe_0033	unchanged	low	FALSE	Gm15455	433287
stripe_0033	unchanged	low	FALSE	Prim2	19076
stripe_0033	unchanged	low	FALSE	Rab23	19335
stripe_0033	unchanged	low	FALSE	Zfp451	98403
stripe_0034	unchanged	low	FALSE	Bag2	213539
stripe_0034	unchanged	low	FALSE	Bend6	320705
stripe_0034	unchanged	low	FALSE	Dst	13518
stripe_0034	unchanged	low	FALSE	Gm15455	433287
stripe_0034	unchanged	low	FALSE	Zfp451	98403
stripe_0035	lost	low	FALSE	Amer3	211383
stripe_0035	lost	low	FALSE	Ccdc115	69668
stripe_0035	lost	low	FALSE	Cfc1	12627
stripe_0035	lost	low	FALSE	Imp4	27993
stripe_0035	lost	low	FALSE	Prss39	21755
stripe_0035	lost	low	FALSE	Prss40	21756
stripe_0035	lost	low	FALSE	Ptpn18	19253
stripe_0037	unchanged	low	FALSE	Coa5	76178
stripe_0037	unchanged	low	FALSE	Cracdl	72097
stripe_0037	unchanged	low	FALSE	Inpp4a	269180
stripe_0037	unchanged	low	FALSE	Mgat4a	269181
stripe_0037	unchanged	low	FALSE	Unc50	67387
stripe_0038	gained	low	FALSE	Cracdl	72097
stripe_0038	gained	low	FALSE	Lipt1	623661
stripe_0038	gained	low	FALSE	Mgat4a	269181
stripe_0038	gained	low	FALSE	Tsga10	211484
stripe_0039	unchanged	low	FALSE	Coa5	76178
stripe_0039	unchanged	low	FALSE	Inpp4a	269180
stripe_0039	unchanged	low	FALSE	Mgat4a	269181
stripe_0039	unchanged	low	FALSE	Unc50	67387
stripe_0040	gained	low	FALSE	Eif5b	226982
stripe_0040	gained	low	FALSE	Lyg1	69541
stripe_0040	gained	low	FALSE	Lyg2	332427
stripe_0040	gained	low	FALSE	Mitd1	69028
stripe_0040	gained	low	FALSE	Mrpl30	107734
stripe_0040	gained	low	FALSE	Txndc9	98258
stripe_0041	unchanged	low	FALSE	Aff3	16764
stripe_0042	unchanged	low	FALSE	Aff3	16764
stripe_0043	unchanged	low	FALSE	Npas2	18143
stripe_0043	unchanged	low	FALSE	Rpl31	114641
stripe_0043	unchanged	low	FALSE	Tbc1d8	54610
stripe_0044	unchanged	low	FALSE	Chst10	98388
stripe_0044	unchanged	low	FALSE	Cnot11	52846
stripe_0044	unchanged	low	FALSE	Lonrf2	381338
stripe_0044	unchanged	low	FALSE	Nms	433292
stripe_0044	unchanged	low	FALSE	Npas2	18143
stripe_0044	unchanged	low	FALSE	Pdcl3	68833
stripe_0044	unchanged	low	FALSE	Rpl31	114641
stripe_0044	unchanged	low	FALSE	Tbc1d8	54610
stripe_0045	unchanged	low	FALSE	Il1r2	16178
stripe_0045	unchanged	low	FALSE	Map4k4	26921
stripe_0045	unchanged	low	FALSE	Rfx8	619289
stripe_0046	lost	low	FALSE	Map4k4	26921
stripe_0047	gained	low	FALSE	Map4k4	26921
stripe_0048	unchanged	low	FALSE	Creg2	263764
stripe_0048	unchanged	low	FALSE	Il1r1	16177
stripe_0048	unchanged	low	FALSE	Il1r2	16178
stripe_0048	unchanged	low	FALSE	Il1rl2	107527
stripe_0048	unchanged	low	FALSE	Map4k4	26921
stripe_0048	unchanged	low	FALSE	Rfx8	619289
stripe_0048	unchanged	low	FALSE	Rnf149	67702
stripe_0049	gained	low	FALSE	Mfsd9	211798
stripe_0049	gained	low	FALSE	Slc9a2	226999
stripe_0049	gained	low	FALSE	Slc9a4	110895
stripe_0049	gained	low	FALSE	Tmem182	381339
stripe_0050	unchanged	low	FALSE	Ecrg4	78896
stripe_0050	unchanged	low	FALSE	Nck2	17974
stripe_0051	gained	low	FALSE	Ecrg4	78896
stripe_0051	gained	low	FALSE	Nck2	17974
stripe_0052	unchanged	low	FALSE	Bivm	246229
stripe_0052	unchanged	low	FALSE	Ercc5	22592
stripe_0052	unchanged	low	FALSE	Mettl21c	433294
stripe_0052	unchanged	low	FALSE	Poglut2	72050
stripe_0052	unchanged	low	FALSE	Tex30	75623
stripe_0052	unchanged	low	FALSE	Tpp2	22019
stripe_0052	unchanged	low	FALSE	Uxs1	67883
stripe_0053	unchanged	low	FALSE	Cavin2	20324
stripe_0054	gained	low	FALSE	Cavin2	20324
stripe_0055	unchanged	low	FALSE	Cavin2	20324
stripe_0055	unchanged	low	FALSE	Nabp1	109019
stripe_0056	gained	low	FALSE	Myo1b	17912
stripe_0056	gained	low	FALSE	Stat4	20849
stripe_0057	unchanged	low	FALSE	Myo1b	17912
stripe_0057	unchanged	low	FALSE	Nabp1	109019
stripe_0057	unchanged	low	FALSE	Stat1	20846
stripe_0057	unchanged	low	FALSE	Stat4	20849
stripe_0058	unchanged	low	FALSE	Gls	14660
stripe_0058	unchanged	low	FALSE	Nab1	17936
stripe_0058	unchanged	low	FALSE	Nemp2	227094
stripe_0059	unchanged	low	FALSE	Hibch	227095
stripe_0059	unchanged	low	FALSE	Inpp1	16329
stripe_0059	unchanged	low	FALSE	Mfsd6	98682
stripe_0059	unchanged	low	FALSE	Nemp2	227094
stripe_0060	unchanged	low	FALSE	1700019D03Rik	67080
stripe_0060	unchanged	low	FALSE	Hibch	227095
stripe_0060	unchanged	low	FALSE	Inpp1	16329
stripe_0060	unchanged	low	FALSE	Mfsd6	98682
stripe_0061	unchanged	low	FALSE	1700019A02Rik	69397
stripe_0061	unchanged	low	FALSE	1700019D03Rik	67080
stripe_0061	unchanged	low	FALSE	Mstn	17700
stripe_0062	lost	low	FALSE	Ccdc150	78016
stripe_0062	lost	low	FALSE	Hecw2	329152
stripe_0063	lost	low	FALSE	Ankrd44	329154
stripe_0064	lost	low	FALSE	Boll	75388
stripe_0064	lost	low	FALSE	Coq10b	67876
stripe_0064	lost	low	FALSE	Hspd1	15510
stripe_0064	lost	low	FALSE	Hspe1	15528
stripe_0064	lost	low	FALSE	Mars2	212679
stripe_0064	lost	low	FALSE	Mob4	19070
stripe_0064	lost	low	FALSE	Rftn2	74013
stripe_0064	lost	low	FALSE	Sf3b1	81898
stripe_0065	unchanged	low	FALSE	Plcl1	227120
stripe_0066	unchanged	low	FALSE	Aox1	11761
stripe_0066	unchanged	low	FALSE	Aox2	213043
stripe_0066	unchanged	low	FALSE	Aox3	71724
stripe_0066	unchanged	low	FALSE	Aox4	71872
stripe_0066	unchanged	low	FALSE	Bzw1	66882
stripe_0066	unchanged	low	FALSE	Clk1	12747
stripe_0066	unchanged	low	FALSE	Kctd18	51960
stripe_0066	unchanged	low	FALSE	Nif3l1	65102
stripe_0066	unchanged	low	FALSE	Ppil3	70225
stripe_0066	unchanged	low	FALSE	Sgo2a	68549
stripe_0066	unchanged	low	FALSE	Spats2l	67198
stripe_0067	unchanged	high	TRUE	Spats2l	67198
stripe_0068	unchanged	low	FALSE	Aox1	11761
stripe_0068	unchanged	low	FALSE	Aox2	213043
stripe_0068	unchanged	low	FALSE	Aox3	71724
stripe_0068	unchanged	low	FALSE	Aox4	71872
stripe_0068	unchanged	low	FALSE	Kctd18	51960
stripe_0068	unchanged	low	FALSE	Sgo2a	68549
stripe_0069	gained	low	FALSE	Als2	74018
stripe_0069	gained	low	FALSE	C2cd6	73463
stripe_0069	gained	low	FALSE	Casp8	12370
stripe_0069	gained	low	FALSE	Mpp4	227157
stripe_0069	gained	low	FALSE	Stradb	227154
stripe_0069	gained	low	FALSE	Tmem237	381259
stripe_0069	gained	low	FALSE	Trak2	70827
stripe_0070	unchanged	low	FALSE	Fzd7	14369
stripe_0070	unchanged	low	FALSE	Gm973	381260
stripe_0071	gained	low	FALSE	Fzd7	14369
stripe_0071	gained	low	FALSE	Gm973	381260
stripe_0072	unchanged	low	FALSE	Abi2	329165
stripe_0072	unchanged	low	FALSE	Cd28	12487
stripe_0072	unchanged	low	FALSE	Cyp20a1	77951
stripe_0072	unchanged	low	FALSE	Raph1	77300
stripe_0073	unchanged	low	FALSE	Nrp2	18187
stripe_0074	lost	low	FALSE	Akr1cl	70861
stripe_0074	lost	low	FALSE	Ccnyl1	227210
stripe_0074	lost	low	FALSE	Creb1	12912
stripe_0074	lost	low	FALSE	Cryga	12964
stripe_0074	lost	low	FALSE	Crygb	12965
stripe_0074	lost	low	FALSE	Crygc	12966
stripe_0074	lost	low	FALSE	Crygd	12967
stripe_0074	lost	low	FALSE	Cryge	12968
stripe_0074	lost	low	FALSE	D630023F18Rik	98303
stripe_0074	lost	low	FALSE	Dytn	241073
stripe_0074	lost	low	FALSE	Fastkd2	75619
stripe_0074	lost	low	FALSE	Fzd5	14367
stripe_0074	lost	low	FALSE	Klf7	93691
stripe_0074	lost	low	FALSE	Mdh1b	76668
stripe_0074	lost	low	FALSE	Mettl21a	67099
stripe_0074	lost	low	FALSE	Plekhm3	241075
stripe_0075	unchanged	low	FALSE	Klf7	93691
stripe_0076	gained	low	FALSE	Klf7	93691
stripe_0077	unchanged	low	FALSE	Klf7	93691
stripe_0078	unchanged	low	FALSE	Map2	17756
stripe_0078	unchanged	low	FALSE	Rpe	66646
stripe_0078	unchanged	low	FALSE	Unc80	329178
stripe_0079	unchanged	low	FALSE	Kansl1l	68691
stripe_0079	unchanged	low	FALSE	Rpe	66646
stripe_0079	unchanged	low	FALSE	Unc80	329178
stripe_0081	unchanged	low	FALSE	Erbb4	13869
stripe_0082	unchanged	low	FALSE	Marchf4	381270
stripe_0082	unchanged	low	FALSE	Smarcal1	54380
stripe_0082	unchanged	low	FALSE	Xrcc5	22596
stripe_0083	unchanged	low	FALSE	Ankar	319695
stripe_0083	unchanged	low	FALSE	Igfbp2	16008
stripe_0083	unchanged	low	FALSE	Marchf4	381270
stripe_0083	unchanged	low	FALSE	Pecr	111175
stripe_0083	unchanged	low	FALSE	Rpl37a	19981
stripe_0083	unchanged	low	FALSE	Smarcal1	54380
stripe_0083	unchanged	low	FALSE	Tmem169	271711
stripe_0083	unchanged	low	FALSE	Xrcc5	22596
stripe_0084	unchanged	low	FALSE	Tnp1	21958
stripe_0085	gained	low	FALSE	Tnp1	21958
stripe_0086	lost	low	FALSE	Tnp1	21958
stripe_0087	unchanged	low	FALSE	Tnp1	21958
stripe_0088	unchanged	low	FALSE	Cxcr1	227288
stripe_0088	unchanged	low	FALSE	Cxcr2	12765
stripe_0088	unchanged	low	FALSE	Rufy4	435626
stripe_0088	unchanged	low	FALSE	Tns1	21961
stripe_0089	gained	low	FALSE	Bcs1l	66821
stripe_0089	gained	low	FALSE	Cnot9	58184
stripe_0089	gained	low	FALSE	Cyp27a1	104086
stripe_0089	gained	low	FALSE	Plcd4	18802
stripe_0089	gained	low	FALSE	Prkag3	241113
stripe_0089	gained	low	FALSE	Rnf25	57751
stripe_0089	gained	low	FALSE	Stk36	269209
stripe_0089	gained	low	FALSE	Ttll4	67534
stripe_0089	gained	low	FALSE	Usp37	319651
stripe_0089	gained	low	FALSE	Zfp142	77264
stripe_0090	unchanged	low	FALSE	Cdk5r2	12570
stripe_0090	unchanged	low	FALSE	Cfap65	241116
stripe_0090	unchanged	low	FALSE	Cryba2	12958
stripe_0090	unchanged	low	FALSE	Cyp27a1	104086
stripe_0090	unchanged	low	FALSE	Fev	260298
stripe_0090	unchanged	low	FALSE	Ihh	16147
stripe_0090	unchanged	low	FALSE	Nhej1	75570
stripe_0090	unchanged	low	FALSE	Prkag3	241113
stripe_0090	unchanged	low	FALSE	Wnt10a	22409
stripe_0090	unchanged	low	FALSE	Wnt6	22420
stripe_0091	lost	high	FALSE	A630095N17Rik	381272
stripe_0091	lost	high	FALSE	Abcb6	74104
stripe_0091	lost	high	FALSE	Ankzf1	52231
stripe_0091	lost	high	FALSE	Atg9a	245860
stripe_0091	lost	high	FALSE	Cnppd1	69171
stripe_0091	lost	high	FALSE	Dnajb2	56812
stripe_0091	lost	high	FALSE	Glb1l	74577
stripe_0091	lost	high	FALSE	Nhej1	75570
stripe_0091	lost	high	FALSE	Ptprn	19275
stripe_0091	lost	high	FALSE	Resp18	19711
stripe_0091	lost	high	FALSE	Retreg2	227298
stripe_0091	lost	high	FALSE	Slc23a3	22626
stripe_0091	lost	high	FALSE	Stk16	20872
stripe_0091	lost	high	FALSE	Tuba4a	22145
stripe_0091	lost	high	FALSE	Zfand2b	68818
stripe_0092	gained	low	FALSE	Cdk5r2	12570
stripe_0092	gained	low	FALSE	Cfap65	241116
stripe_0092	gained	low	FALSE	Cryba2	12958
stripe_0092	gained	low	FALSE	Cyp27a1	104086
stripe_0092	gained	low	FALSE	Fev	260298
stripe_0092	gained	low	FALSE	Ihh	16147
stripe_0092	gained	low	FALSE	Nhej1	75570
stripe_0092	gained	low	FALSE	Prkag3	241113
stripe_0092	gained	low	FALSE	Ttll4	67534
stripe_0092	gained	low	FALSE	Wnt10a	22409
stripe_0092	gained	low	FALSE	Wnt6	22420
stripe_0093	lost	low	FALSE	Cdk5r2	12570
stripe_0093	lost	low	FALSE	Cfap65	241116
stripe_0093	lost	low	FALSE	Cryba2	12958
stripe_0093	lost	low	FALSE	Fev	260298
stripe_0093	lost	low	FALSE	Ihh	16147
stripe_0093	lost	low	FALSE	Nhej1	75570
stripe_0093	lost	low	FALSE	Slc23a3	22626
stripe_0093	lost	low	FALSE	Wnt10a	22409
stripe_0094	unchanged	low	FALSE	A630095N17Rik	381272
stripe_0094	unchanged	low	FALSE	Asic4	241118
stripe_0094	unchanged	low	FALSE	Des	13346
stripe_0094	unchanged	low	FALSE	Dnajb2	56812
stripe_0094	unchanged	low	FALSE	Dnpep	13437
stripe_0094	unchanged	low	FALSE	Gmppa	69080
stripe_0094	unchanged	low	FALSE	Ptprn	19275
stripe_0094	unchanged	low	FALSE	Resp18	19711
stripe_0094	unchanged	low	FALSE	Speg	11790
stripe_0097	unchanged	low	FALSE	Epha4	13838
stripe_0098	gained	low	FALSE	Pax3	18505
stripe_0098	gained	low	FALSE	Sgpp2	433323
stripe_0099	lost	low	FALSE	Sgpp2	433323
stripe_0100	gained	low	FALSE	Ap1s3	252903
stripe_0100	gained	low	FALSE	Kcne4	57814
stripe_0100	gained	low	FALSE	Scg2	20254
stripe_0101	unchanged	high	TRUE	Cul3	26554
stripe_0101	unchanged	high	TRUE	Fam124b	241128
stripe_0101	unchanged	high	TRUE	Mrpl44	69163
stripe_0101	unchanged	high	TRUE	Serpine2	20720
stripe_0101	unchanged	high	TRUE	Wdfy1	69368
stripe_0102	unchanged	low	FALSE	Cul3	26554
stripe_0102	unchanged	low	FALSE	Fam124b	241128
stripe_0103	unchanged	low	FALSE	Cul3	26554
stripe_0103	unchanged	low	FALSE	Fam124b	241128
stripe_0104	unchanged	low	FALSE	Nyap2	241134
stripe_0105	unchanged	low	FALSE	Dock10	210293
stripe_0105	unchanged	low	FALSE	Nyap2	241134
stripe_0106	lost	low	FALSE	Irs1	16367
stripe_0106	lost	low	FALSE	Rhbdd1	76867
stripe_0107	gained	low	FALSE	Irs1	16367
stripe_0108	unchanged	low	FALSE	Sphkap	77629
stripe_0109	unchanged	low	FALSE	Sphkap	77629
stripe_0110	unchanged	low	FALSE	Dner	227325
stripe_0110	unchanged	low	FALSE	Pid1	98496
stripe_0111	unchanged	low	FALSE	Dner	227325
stripe_0111	unchanged	low	FALSE	Pid1	98496
stripe_0112	lost	low	FALSE	Gm7609	665378
stripe_0112	lost	low	FALSE	Sp140l2	620078
stripe_0113	lost	low	FALSE	2810459M11Rik	72792
stripe_0113	lost	low	FALSE	Armc9	78795
stripe_0113	lost	low	FALSE	Gpr55	227326
stripe_0113	lost	low	FALSE	Htr2b	15559
stripe_0113	lost	low	FALSE	Itm2c	64294
stripe_0113	lost	low	FALSE	Psmd1	70247
stripe_0113	lost	low	FALSE	Spata3	70060
stripe_0114	lost	low	FALSE	Armc9	78795
stripe_0114	lost	low	FALSE	B3gnt7	227327
stripe_0114	lost	low	FALSE	Htr2b	15559
stripe_0114	lost	low	FALSE	Ncl	17975
stripe_0115	lost	low	FALSE	Akp3	11648
stripe_0115	lost	low	FALSE	Alpi	76768
stripe_0115	lost	low	FALSE	Alppl2	11650
stripe_0115	lost	low	FALSE	Dis3l2	208718
stripe_0115	lost	low	FALSE	Nppc	18159
stripe_0116	unchanged	low	FALSE	Dis3l2	208718
stripe_0116	unchanged	low	FALSE	Nppc	18159
stripe_0117	gained	low	FALSE	Akp3	11648
stripe_0117	gained	low	FALSE	Alpi	76768
stripe_0117	gained	low	FALSE	Alppl2	11650
stripe_0117	gained	low	FALSE	Dis3l2	208718
stripe_0117	gained	low	FALSE	Ecel1	13599
stripe_0117	gained	low	FALSE	Nppc	18159
stripe_0117	gained	low	FALSE	Prss56	69453
stripe_0118	unchanged	low	FALSE	Arl4c	320982
stripe_0118	unchanged	low	FALSE	Glrp1	14659
stripe_0118	unchanged	low	FALSE	Spp2	75396
stripe_0119	unchanged	low	FALSE	Agap1	347722
stripe_0119	unchanged	low	FALSE	Sh3bp4	98402
stripe_0120	unchanged	low	FALSE	Sh3bp4	98402
stripe_0121	unchanged	low	FALSE	Agap1	347722
stripe_0122	unchanged	low	FALSE	Agap1	347722
stripe_0123	unchanged	low	FALSE	Gbx2	14472
stripe_0124	unchanged	low	FALSE	Ackr3	12778
stripe_0124	unchanged	low	FALSE	Iqca1	74918
stripe_0125	unchanged	low	FALSE	Ackr3	12778
stripe_0125	unchanged	low	FALSE	Iqca1	74918
stripe_0126	lost	low	FALSE	Col6a3	12835
stripe_0126	lost	low	FALSE	Espnl	227357
stripe_0126	lost	low	FALSE	Lrrfip1	16978
stripe_0126	lost	low	FALSE	Mlph	171531
stripe_0126	lost	low	FALSE	Prlh	623503
stripe_0126	lost	low	FALSE	Rab17	19329
stripe_0126	lost	low	FALSE	Ramp1	51801
stripe_0126	lost	low	FALSE	Rbm44	329207
stripe_0126	lost	low	FALSE	Scly	50880
stripe_0126	lost	low	FALSE	Ube2f	67921
stripe_0127	unchanged	low	FALSE	Erfe	227358
stripe_0127	unchanged	low	FALSE	Espnl	227357
stripe_0127	unchanged	low	FALSE	Klhl30	70788
stripe_0127	unchanged	low	FALSE	Lrrfip1	16978
stripe_0127	unchanged	low	FALSE	Rab17	19329
stripe_0127	unchanged	low	FALSE	Ramp1	51801
stripe_0127	unchanged	low	FALSE	Rbm44	329207
stripe_0127	unchanged	low	FALSE	Scly	50880
stripe_0127	unchanged	low	FALSE	Ube2f	67921
stripe_0128	unchanged	low	FALSE	Twist2	13345
stripe_0129	unchanged	low	FALSE	Hdac4	208727
stripe_0130	unchanged	low	FALSE	Agxt	11611
stripe_0130	unchanged	low	FALSE	Aqp12	208760
stripe_0130	unchanged	low	FALSE	Crocc2	381284
stripe_0130	unchanged	low	FALSE	Gpr35	64095
stripe_0130	unchanged	low	FALSE	Kif1a	16560
stripe_0130	unchanged	low	FALSE	Mab21l4	71874
stripe_0130	unchanged	low	FALSE	Mterf4	69821
stripe_0130	unchanged	low	FALSE	Sned1	208777
stripe_0131	gained	low	FALSE	Ano7	404545
stripe_0131	gained	low	FALSE	Crocc2	381284
stripe_0131	gained	low	FALSE	Hdlbp	110611
stripe_0131	gained	low	FALSE	Mab21l4	71874
stripe_0131	gained	low	FALSE	Mterf4	69821
stripe_0131	gained	low	FALSE	Pask	269224
stripe_0131	gained	low	FALSE	Ppp1r7	66385
stripe_0131	gained	low	FALSE	Septin2	18000
stripe_0131	gained	low	FALSE	Sned1	208777
stripe_0132	unchanged	low	FALSE	Gal3st2	381334
stripe_0132	unchanged	low	FALSE	Gal3st2b	100041596
stripe_0132	unchanged	low	FALSE	Gal3st2c	619597
stripe_0132	unchanged	low	FALSE	Neu4	241159
stripe_0132	unchanged	low	FALSE	Pdcd1	18566
stripe_0133	gained	low	FALSE	Pam	18484
stripe_0133	gained	low	FALSE	Slco6d1	70866
stripe_0134	unchanged	low	FALSE	Pam	18484
stripe_0135	unchanged	low	FALSE	Pam	18484
stripe_0136	unchanged	low	FALSE	Pign	27392
stripe_0136	unchanged	low	FALSE	Relch	227446
stripe_0136	unchanged	low	FALSE	Rnf152	320311
stripe_0137	unchanged	low	FALSE	Rnf152	320311
stripe_0138	lost	low	FALSE	Phlpp1	98432
stripe_0139	lost	low	FALSE	Phlpp1	98432
stripe_0140	unchanged	low	FALSE	Phlpp1	98432
stripe_0140	unchanged	low	FALSE	Tnfrsf11a	21934
stripe_0140	unchanged	low	FALSE	Zcchc2	227449
stripe_0141	unchanged	low	FALSE	Bcl2	12043
stripe_0141	unchanged	low	FALSE	Kdsr	70750
stripe_0141	unchanged	low	FALSE	Vps4b	20479
stripe_0142	lost	low	FALSE	Bcl2	12043
stripe_0143	lost	low	FALSE	Kdsr	70750
stripe_0143	lost	low	FALSE	Serpinb5	20724
stripe_0143	lost	low	FALSE	Vps4b	20479
stripe_0144	gained	low	FALSE	Dsel	319901
stripe_0145	lost	low	FALSE	Cntnap5a	636808
stripe_0146	lost	low	FALSE	Tfcp2l1	81879
stripe_0147	unchanged	low	FALSE	Gli2	14633
stripe_0147	unchanged	low	FALSE	Inhbb	16324
stripe_0147	unchanged	low	FALSE	Ralb	64143
stripe_0147	unchanged	low	FALSE	Tmem185b	226351
stripe_0148	unchanged	low	FALSE	Gli2	14633
stripe_0149	unchanged	low	FALSE	Epb41l5	226352
stripe_0149	unchanged	low	FALSE	Inhbb	16324
stripe_0149	unchanged	low	FALSE	Ralb	64143
stripe_0149	unchanged	low	FALSE	Tmem185b	226351
stripe_0150	lost	low	FALSE	Epb41l5	226352
stripe_0151	unchanged	low	FALSE	Epb41l5	226352
stripe_0151	unchanged	low	FALSE	Ptpn4	19258
stripe_0151	unchanged	low	FALSE	Tmem177	66343
stripe_0152	unchanged	low	FALSE	C1ql2	226359
stripe_0152	unchanged	low	FALSE	Marco	17167
stripe_0152	unchanged	low	FALSE	Steap3	68428
stripe_0153	lost	low	FALSE	En1	13798
stripe_0154	lost	low	FALSE	Insig2	72999
stripe_0155	gained	low	FALSE	Actr3	74117
stripe_0156	lost	low	FALSE	Gpr39	71111
stripe_0156	lost	low	FALSE	Lypd1	72585
stripe_0157	unchanged	low	FALSE	Mgat5	107895
stripe_0158	unchanged	low	FALSE	Mgat5	107895
stripe_0159	unchanged	low	FALSE	Mgat5	107895
stripe_0160	unchanged	low	FALSE	Acmsd	266645
stripe_0160	unchanged	low	FALSE	Ccnt2	72949
stripe_0160	unchanged	low	FALSE	Map3k19	22625
stripe_0160	unchanged	low	FALSE	R3hdm1	226412
stripe_0160	unchanged	low	FALSE	Rab3gap1	226407
stripe_0160	unchanged	low	FALSE	Tmem163	72160
stripe_0160	unchanged	low	FALSE	Ubxn4	67812
stripe_0160	unchanged	low	FALSE	Zranb3	226409
stripe_0161	gained	low	FALSE	Acmsd	266645
