loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap
loop_4613	chr17	15375000	15380000	chr17	15465000	15470000	chr17:15375000-15380000_chr17:15465000-15470000	FALSE	0.449490280780529	5.12378802385916	20.5582236304384	3.109121220829e-4	0.0087455029503819	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr17	15375000	15380000	15377500	5000	chr17	15465000	15470000	15467500	5000	90000	<100kb	TRUE	4323	0	7091	29750	13388	19170	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Other	FALSE	Repressed_Promoter-Other	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_22503	chr1	25830000	25840000	chr1	26050000	26060000	chr1:25830000-25840000_chr1:26050000-26060000	TRUE	0.478048011136119	4.05486200471347	25.1620944961431	6.63014546685952e-5	0.0015630567938121	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr1	25830000	25840000	25835000	10000	chr1	26050000	26060000	26055000	10000	220000	100-500kb	TRUE	8300	292	8300	220292	210933	210933	TRUE	TRUE	Active_Promoter	TRUE	FALSE	TRUE	Poised_Enhancer	FALSE	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
loop_4935	chr4	54950000	54955000	chr4	55005000	55010000	chr4:54950000-54955000_chr4:55005000-55010000	TRUE	0.329832777085236	5.63042844762414	16.3630279516787	8.787290899693e-4	0.0167032838222299	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr4	54950000	54955000	54952500	5000	chr4	55005000	55010000	55007500	5000	55000	<100kb	TRUE	11560	4951	11560	59951	242466	242466	FALSE	TRUE	Bivalent_Promoter	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Bivalent_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16750	chr14	34800000	34825000	chr14	35150000	35175000	chr14:34800000-34825000_chr14:35150000-35175000	FALSE	0.615466393952923	4.7565250388637	111.064477937488	5.86261075027167e-8	2.30703680920792e-5	TRUE	TRUE	moderate_differential	up_in_mutant	NA	25000	25	3	TRUE	chr14	34800000	34825000	34812500	25000	chr14	35150000	35175000	35162500	25000	350000	100-500kb	TRUE	5074	0	21446	255390	14803	723847	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Repressed_Promoter-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_5357	chr9	73160000	73165000	chr9	73465000	73470000	chr9:73160000-73165000_chr9:73465000-73470000	TRUE	0.316750837414799	5.65673809094013	14.0512541103146	0.0016596971527661	0.0253997227242897	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr9	73160000	73165000	73162500	5000	chr9	73465000	73470000	73467500	5000	305000	100-500kb	TRUE	9718	46573	9718	351573	225215	225215	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_5419	chr11	51325000	51330000	chr11	51445000	51450000	chr11:51325000-51330000_chr11:51445000-51450000	FALSE	0.360410527682983	5.79310751850767	17.4399392849717	6.642776684091e-4	0.013807743742146	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr11	51325000	51330000	51327500	5000	chr11	51445000	51450000	51447500	5000	120000	100-500kb	TRUE	11018	35079	21749	134756	237759	72947	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19231	chr15	35930000	35940000	chr15	36140000	36150000	chr15:35930000-35940000_chr15:36140000-36150000	FALSE	0.431679663323451	4.97828795577533	43.7796005243487	1.92080871925321e-6	1.267397753181e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr15	35930000	35940000	35935000	10000	chr15	36140000	36150000	36145000	10000	210000	100-500kb	TRUE	4077	0	17509	0	12864	626596	TRUE	TRUE	Active_Promoter	TRUE	FALSE	TRUE	Repressed_Promoter	FALSE	Active_Promoter-Repressed_Promoter	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
loop_5584	chr16	42790000	42795000	chr16	42875000	42880000	chr16:42790000-42795000_chr16:42875000-42880000	TRUE	0.511099636095687	4.55999478389321	22.6886679563289	1.922902717167e-4	0.0063305105845788	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	1	FALSE	chr16	42790000	42795000	42792500	5000	chr16	42875000	42880000	42877500	5000	85000	<100kb	TRUE	22999	80761	22999	0	75722	75722	FALSE	TRUE	Poised_Enhancer	FALSE	TRUE	TRUE	Active_Promoter	TRUE	Active_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
loop_19729	chr16	43525000	43550000	chr16	43800000	43825000	chr16:43525000-43550000_chr16:43800000-43825000	FALSE	0.488833517900574	4.64972686077349	89.8056229799979	2.135699652553e-7	4.68430123793292e-5	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	TRUE	chr16	43525000	43550000	43537500	25000	chr16	43800000	43825000	43812500	25000	275000	100-500kb	TRUE	535	90654	4370	45973	100124467	13490	TRUE	TRUE	Active_Enhancer	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Active_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_5622	chr17	15390000	15395000	chr17	15465000	15470000	chr17:15390000-15395000_chr17:15465000-15470000	TRUE	0.363973620352039	5.43171686007641	18.5495601961351	5.028445632551e-4	0.0119763588562296	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr17	15390000	15395000	15392500	5000	chr17	15465000	15470000	15467500	5000	75000	<100kb	TRUE	19155	1201	7091	29750	67544	19170	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_5626	chr17	14125000	14130000	chr17	14205000	14210000	chr17:14125000-14130000_chr17:14205000-14210000	TRUE	0.42794404250404	5.64845642202882	29.3778350662109	4.99866649312514e-5	0.0027118912699043	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr17	14125000	14130000	14127500	5000	chr17	14205000	14210000	14207500	5000	80000	<100kb	TRUE	11305	74303	11305	695	240025	240025	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_21011	chr1	151080000	151090000	chr1	151340000	151350000	chr1:151080000-151090000_chr1:151340000-151350000	FALSE	0.32027549809855	4.60229456026486	19.6943003461184	2.531165646525e-4	0.0041345046544976	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr1	151080000	151090000	151085000	10000	chr1	151340000	151350000	151345000	10000	260000	100-500kb	TRUE	15345	48033	3380	0	402734	117198	FALSE	TRUE	Polycomb	FALSE	TRUE	TRUE	Active_Promoter	TRUE	Active_Promoter-Polycomb	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
loop_5728	chr18	4920000	4925000	chr18	4965000	4970000	chr18:4920000-4925000_chr18:4965000-4970000	TRUE	0.392661559746506	5.92660861799953	29.7754652661207	4.64441705043534e-5	0.0026262863962556	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr18	4920000	4925000	4922500	5000	chr18	4965000	4970000	4967500	5000	45000	<100kb	TRUE	9709	0	9709	44459	225115	225115	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_22304	chr7	144270000	144280000	chr7	144410000	144420000	chr7:144270000-144280000_chr7:144410000-144420000	FALSE	0.616467472530029	5.60768602003648	81.5885815800526	1.70729375226549e-8	5.15192962683633e-6	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	3	TRUE	chr7	144270000	144280000	144275000	10000	chr7	144410000	144420000	144415000	10000	140000	100-500kb	TRUE	4195	191008	4195	51008	13043	13043	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_17798	chr7	134260000	134270000	chr7	134340000	134350000	chr7:134260000-134270000_chr7:134340000-134350000	FALSE	0.420157794865977	5.38606122074347	36.0781916954958	7.15351735381148e-6	3.18071522105e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr7	134260000	134270000	134265000	10000	chr7	134340000	134350000	134345000	10000	80000	<100kb	TRUE	3214	27853	3214	107853	11489	11489	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_6209	chr10	90730000	90735000	chr10	90830000	90835000	chr10:90730000-90735000_chr10:90830000-90835000	TRUE	0.321695892468236	5.54992564458666	17.7243610504904	6.179520669347e-4	0.0132997627313065	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr10	90730000	90735000	90732500	5000	chr10	90830000	90835000	90832500	5000	100000	<100kb	TRUE	3429	347769	3429	247769	11783	11783	FALSE	TRUE	Poised_Enhancer	FALSE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
loop_6464	chr8	4410000	4415000	chr8	4585000	4590000	chr8:4410000-4415000_chr8:4585000-4590000	FALSE	0.313947129204878	5.74706475598439	16.520138513033	0.00084306598080479995	0.0163724799390637	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr8	4410000	4415000	4412500	5000	chr8	4585000	4590000	4587500	5000	175000	100-500kb	TRUE	18951	78025	10732	23166	67260	233987	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_6618	chr8	47870000	47875000	chr8	48010000	48015000	chr8:47870000-47875000_chr8:48010000-48015000	FALSE	0.348004119393434	6.46553174666522	30.5402444773356	4.03947127490309e-5	0.002407982251765	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr8	47870000	47875000	47872500	5000	chr8	48010000	48015000	48012500	5000	140000	100-500kb	TRUE	22979	45517	15994	19448	75677	52357	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_7927	chr8	48220000	48230000	chr8	48520000	48530000	chr8:48220000-48230000_chr8:48520000-48530000	FALSE	0.538743441407224	4.93662590758015	72.6196129618633	4.34753897429655e-8	9.64642177120388e-6	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	2	TRUE	chr8	48220000	48230000	48225000	10000	chr8	48520000	48530000	48525000	10000	300000	100-500kb	TRUE	14198	120907	11252	313950	320685	23965	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_8445	chr9	91130000	91140000	chr9	91350000	91360000	chr9:91130000-91140000_chr9:91350000-91360000	FALSE	-0.38983780048867	6.266719165837	29.6877630569347	3.48613080521182e-5	0.0010076387277593	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	2	TRUE	chr9	91130000	91140000	91135000	10000	chr9	91350000	91360000	91355000	10000	220000	100-500kb	TRUE	10053	222412	10053	2412	22774	22774	TRUE	TRUE	Active_Enhancer	FALSE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Enhancer-Active_Enhancer	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
loop_8807	chr9	31970000	31980000	chr9	32150000	32160000	chr9:31970000-31980000_chr9:32150000-32160000	FALSE	0.343955596868206	5.90416961388045	33.773644424659	1.09967559353185e-5	4.313320282983e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr9	31970000	31980000	31975000	10000	chr9	32150000	32160000	32155000	10000	180000	100-500kb	TRUE	3586	56537	14593	33863	12023	330914	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_8739	chr9	42780000	42790000	chr9	42940000	42950000	chr9:42780000-42790000_chr9:42940000-42950000	FALSE	0.572901318228105	5.32097855113629	89.9487835664175	7.68053509483076e-9	3.02875082049036e-6	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	2	TRUE	chr9	42780000	42790000	42785000	10000	chr9	42940000	42950000	42945000	10000	160000	100-500kb	TRUE	3004	154492	3004	0	110637	110637	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_7393	chr9	79805000	79810000	chr9	80000000	80005000	chr9:79805000-79810000_chr9:80000000-80005000	FALSE	0.316814827678698	6.49344952702354	15.5357168027684	0.0010969070668707	0.0193188862649061	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr9	79805000	79810000	79807500	5000	chr9	80000000	80005000	80002500	5000	195000	100-500kb	TRUE	22498	11358	20627	7850	74633	70598	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_7829	chr11	102570000	102575000	chr11	102650000	102655000	chr11:102570000-102575000_chr11:102650000-102655000	FALSE	0.304553820285778	7.19102880236768	34.2046373679339	2.13526444471005e-5	0.0015937157447812	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr11	102570000	102575000	102572500	5000	chr11	102650000	102655000	102652500	5000	80000	<100kb	TRUE	219	4460	13099	8715	100040792	268491	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_9637	chr11	85840000	85850000	chr11	85970000	85980000	chr11:85840000-85850000_chr11:85970000-85980000	FALSE	0.379193975557341	5.53151167657569	45.3844815257268	1.49092936523931e-6	1.061091616166e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr11	85840000	85850000	85845000	10000	chr11	85970000	85980000	85975000	10000	130000	100-500kb	TRUE	8545	7448	8547	83577	21385	21387	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_8247	chr13	48650000	48655000	chr13	48800000	48805000	chr13:48650000-48655000_chr13:48800000-48805000	FALSE	0.375024076731783	5.63651438861415	23.4936947179642	1.61509600614e-4	0.0056090876456255	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr13	48650000	48655000	48652500	5000	chr13	48800000	48805000	48802500	5000	150000	100-500kb	TRUE	3585	7997	6849	66118	12022	18676	FALSE	TRUE	Poised_Enhancer	FALSE	TRUE	FALSE	Active_Enhancer	FALSE	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_8445	chr13	80880000	80885000	chr13	81150000	81155000	chr13:80880000-80885000_chr13:81150000-81155000	TRUE	0.386066199979696	5.62046625730713	20.9331119116565	2.851057042099e-4	0.0082556695219056	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr13	80880000	80885000	80882500	5000	chr13	81150000	81155000	81152500	5000	270000	100-500kb	TRUE	2397	0	14016	187111	105171	319983	TRUE	TRUE	Active_Promoter	TRUE	FALSE	FALSE	Other	FALSE	Active_Promoter-Other	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
loop_8691	chr12	91640000	91645000	chr12	91790000	91795000	chr12:91640000-91645000_chr12:91790000-91795000	TRUE	0.31276836825409	5.94924275743674	16.640240541512	8.169000026784e-4	0.0159842174626374	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr12	91640000	91645000	91642500	5000	chr12	91790000	91795000	91792500	5000	150000	100-500kb	TRUE	24143	49512	2789	3563	83602	108800	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_10626	chr12	104950000	104960000	chr12	105020000	105030000	chr12:104950000-104960000_chr12:105020000-105030000	FALSE	0.41856479134829	5.57524065520965	57.3138897460625	2.71173262928978e-7	3.3019360031751e-5	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr12	104950000	104960000	104955000	10000	chr12	105020000	105030000	105025000	10000	70000	<100kb	TRUE	8373	49808	1165	1140	212073	100526471	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11031	chr15	25990000	26000000	chr15	26320000	26330000	chr15:25990000-26000000_chr15:26320000-26330000	FALSE	0.386507731327367	5.39503837590089	42.584694924478796	2.32951507999403e-6	1.440480472415e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr15	25990000	26000000	25995000	10000	chr15	26320000	26330000	26325000	10000	330000	100-500kb	TRUE	16017	5633	8314	10951	52521	211147	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_10979	chr15	66670000	66680000	chr15	66900000	66910000	chr15:66670000-66680000_chr15:66900000-66910000	FALSE	0.399619177705749	5.23746694768271	39.8352626724569	3.68529468115327e-6	2.034282663996e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr15	66670000	66680000	66675000	10000	chr15	66900000	66910000	66905000	10000	230000	100-500kb	TRUE	9073	0	9575	8679	21819	22402	FALSE	FALSE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
loop_9158	chr16	59420000	59425000	chr16	59615000	59620000	chr16:59420000-59425000_chr16:59615000-59620000	FALSE	0.346718078461778	6.03459670411909	13.2002329265218	0.0021259146029719	0.0297716290445254	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr16	59420000	59425000	59422500	5000	chr16	59615000	59620000	59617500	5000	195000	100-500kb	TRUE	14368	12667	9622	14020	328699	224273	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11488	chr16	25960000	25970000	chr16	26190000	26200000	chr16:25960000-25970000_chr16:26190000-26200000	TRUE	0.33721609813644	5.34172551134495	30.8654727313923	1.94608421954187e-5	6.552297053328e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr16	25960000	25970000	25965000	10000	chr16	26190000	26200000	26195000	10000	230000	100-500kb	TRUE	8279	135783	8279	84215	210530	210530	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
