Chr	calder_bin_start	mean_ctrl_PC1	mean_mut_PC1	mean_Difference	n_25kb_bins	n_sig_bins	min_adj_pvalue	any_sig	dominant_homer_direction
chr1	7300001	-1.12891666666667	-1.10083333333333	0.0280833333333334	4	0	0.142058550589423	FALSE	NA
chr1	7400001	-1.14191666666667	-1.153	-0.0110833333333332	4	0	0.426782624174846	FALSE	NA
chr1	7500001	-1.16258333333333	-1.10466666666666	0.0579166666666668	4	0	0.0282729843176039	FALSE	NA
chr1	7600001	-1.04808333333334	-1.02708333333333	0.0210000000000001	4	0	0.191690373615104	FALSE	NA
chr1	7700001	-1.024	-1.02633333333333	-0.00233333333333317	4	0	0.701392628106127	FALSE	NA
chr1	7800001	-0.966666666666667	-0.953833333333333	0.0128333333333334	4	0	0.45404409448719	FALSE	NA
chr1	7900001	-0.932416666666666	-0.93125	0.00116666666666686	4	0	0.797098115195824	FALSE	NA
chr1	8000001	-0.948333333333333	-0.924083333333333	0.0242500000000001	4	0	0.175513897552481	FALSE	NA
chr1	8100001	-0.9245	-0.924333333333333	0.000166666666666712	4	0	0.642328311000788	FALSE	NA
chr1	8200001	-0.957666666666667	-0.955416666666667	0.00225000000000012	4	0	0.223050720448963	FALSE	NA
chr1	8300001	-1.077	-1.04883333333333	0.0281666666666668	4	0	0.132702194186117	FALSE	NA
chr1	8400001	-1.10608333333333	-1.08716666666667	0.0189166666666668	4	0	0.18656275565248	FALSE	NA
chr1	8500001	-1.04008333333333	-1.05858333333333	-0.0184999999999998	4	0	0.204470073211198	FALSE	NA
chr1	8600001	-0.988416666666667	-0.990666666666668	-0.00224999999999991	4	0	0.0784485661763765	FALSE	NA
chr1	8700001	-1.01658333333333	-1.025	-0.00841666666666645	4	0	0.416017197849329	FALSE	NA
chr1	8800001	-1.11866666666666	-1.09158333333333	0.0270833333333336	4	0	0.32561371060001	FALSE	NA
chr1	8900001	-1.16358333333333	-1.13841666666667	0.0251666666666668	4	0	0.1967289409191	FALSE	NA
chr1	9000001	-1.09725	-1.12508333333334	-0.0278333333333332	4	0	0.115464497634809	FALSE	NA
chr1	9100001	-1.18375	-1.20291666666667	-0.0191666666666666	4	0	0.15223889596332	FALSE	NA
chr1	9200001	-1.25366666666667	-1.23216666666667	0.0215000000000002	4	0	0.218925908048352	FALSE	NA
chr1	9300001	-1.26408333333334	-1.25383333333333	0.0102500000000002	4	0	0.0716929182157506	FALSE	NA
chr1	9400001	-1.26408333333333	-1.23466666666667	0.0294166666666668	4	0	0.0912374799604339	FALSE	NA
chr1	9500001	-0.785	-0.866083333333333	-0.0810833333333333	4	0	0.0139260207056864	FALSE	NA
chr1	9600001	-0.251833333333333	-0.29425	-0.0424166666666667	4	0	0.0552651338228713	FALSE	NA
chr1	9700001	-0.207083333333334	-0.344583333333333	-0.1375	4	0	0.0133030924456927	FALSE	NA
chr1	9800001	-0.562666666666667	-0.656916666666667	-0.0942500000000001	4	0	0.0120438305881351	FALSE	NA
chr1	9900001	-0.270833333333334	-0.442166666666667	-0.171333333333334	4	0	0.00910985379408321	FALSE	NA
chr1	10000001	0.126333333333333	-0.0536666666666667	-0.18	4	0	0.00964362675584796	FALSE	NA
chr1	10100001	0.209666666666667	0.0391666666666667	-0.1705	4	0	0.00591369513751341	FALSE	NA
chr1	10200001	-0.542833333333334	-0.659083333333334	-0.11625	4	0	0.00521943823754935	FALSE	NA
chr1	10300001	-1.14525	-1.13583333333333	0.00941666666666675	4	0	0.316648034906216	FALSE	NA
chr1	10400001	-1.01558333333333	-0.980333333333335	0.0352500000000001	4	0	0.0203737026221162	FALSE	NA
chr1	10500001	-0.892833333333333	-0.875166666666668	0.0176666666666667	4	0	0.360938207407138	FALSE	NA
chr1	10600001	-0.801916666666667	-0.828833333333333	-0.0269166666666665	4	0	0.179559102707442	FALSE	NA
chr1	10700001	-0.899	-0.962999999999998	-0.0639999999999999	4	0	0.0402860610815107	FALSE	NA
chr1	10800001	-1.04275	-1.08466666666667	-0.0419166666666665	4	0	0.0472988498582134	FALSE	NA
chr1	10900001	-0.964333333333333	-1.01808333333333	-0.0537499999999999	4	0	0.0594713497519934	FALSE	NA
chr1	11000001	-0.567916666666667	-0.574666666666667	-0.00674999999999988	4	0	0.412329832985406	FALSE	NA
chr1	11100001	-0.628083333333333	-0.621583333333334	0.00650000000000016	4	0	0.197523492022348	FALSE	NA
chr1	11200001	-0.901	-0.982416666666666	-0.0814166666666664	4	0	0.0399679944738673	FALSE	NA
chr1	11300001	-1.0475	-1.11858333333333	-0.0710833333333332	4	0	0.0159693143035944	FALSE	NA
chr1	11400001	-0.861666666666667	-0.91825	-0.0565833333333332	4	0	0.0142646237395142	FALSE	NA
chr1	11500001	-1.06708333333333	-1.1185	-0.0514166666666665	4	0	0.0506104290429149	FALSE	NA
chr1	11600001	-0.928416666666667	-0.893916666666667	0.0345000000000001	4	0	0.121395376958841	FALSE	NA
chr1	11700001	-1.07441666666667	-1.00266666666667	0.0717500000000001	4	0	0.1046150002821	FALSE	NA
chr1	11800001	-1.2255	-1.18416666666666	0.0413333333333335	4	0	0.0796308792038374	FALSE	NA
chr1	11900001	-1.22266666666667	-1.20658333333334	0.0160833333333336	4	0	0.396926330093822	FALSE	NA
chr1	12000001	-1.26283333333333	-1.21058333333333	0.0522500000000002	4	0	0.0380661584456268	FALSE	NA
chr1	12100001	-1.26941666666667	-1.23658333333334	0.0328333333333335	4	0	0.198157927667608	FALSE	NA
chr1	12200001	-1.24241666666667	-1.20141666666667	0.0410000000000002	4	0	0.0791791295884429	FALSE	NA
chr1	12300001	-1.1675	-1.10325	0.0642500000000002	4	0	0.0276084209554008	FALSE	NA
chr1	12400001	-1.08733333333333	-1.00125	0.0860833333333334	4	0	0.00598410892300138	FALSE	NA
chr1	12500001	-1.15616666666667	-1.07433333333333	0.0818333333333333	4	0	0.0173088074281607	FALSE	NA
chr1	12600001	-1.00791666666667	-0.908583333333333	0.0993333333333336	4	0	0.00932676886929704	FALSE	NA
chr1	12700001	-0.894083333333333	-0.755833333333333	0.13825	4	0	0.00742627100066157	FALSE	NA
chr1	12800001	-0.654916666666667	-0.597	0.0579166666666666	4	0	0.00692116153265382	FALSE	NA
chr1	12900001	-0.491083333333333	-0.423333333333333	0.0677500000000001	4	0	0.0452529903746083	FALSE	NA
chr1	13000001	-0.57725	-0.616083333333333	-0.0388333333333333	4	0	0.128734011391987	FALSE	NA
chr1	13100001	0.0396666666666664	-0.115666666666667	-0.155333333333333	4	0	0.00866808403407683	FALSE	NA
chr1	13200001	0.520666666666667	0.352333333333334	-0.168333333333334	4	0	0.0034199830018939	FALSE	NA
chr1	13300001	0.4285	0.29875	-0.12975	4	0	0.0237276168151213	FALSE	NA
chr1	13400001	-0.643666666666667	-0.750333333333333	-0.106666666666667	4	0	0.025799246972554	FALSE	NA
chr1	13500001	-0.55975	-0.740583333333334	-0.180833333333333	4	1	0.00629317413428406	TRUE	A_to_B_in_Mutant
chr1	13600001	-0.6115	-0.838083333333333	-0.226583333333333	4	0	0.00157471277213158	FALSE	NA
chr1	13700001	-0.987749999999999	-1.01425	-0.0264999999999998	4	0	0.0648955254016995	FALSE	NA
chr1	13800001	-0.9295	-0.932666666666667	-0.00316666666666658	4	0	0.548737176167061	FALSE	NA
chr1	13900001	-0.869416666666667	-0.906166666666666	-0.0367499999999999	4	0	0.178992911390454	FALSE	NA
chr1	14000001	-0.58925	-0.5735	0.0157500000000001	4	0	0.0790726463215908	FALSE	NA
chr1	14100001	-0.1965	-0.0697500000000001	0.12675	4	0	0.0648807473688423	FALSE	NA
chr1	14200001	-0.258166666666667	-0.1735	0.0846666666666667	4	0	0.0425138007752499	FALSE	NA
chr1	14300001	-0.7655	-0.75275	0.0127500000000002	4	0	0.58608535136995	FALSE	NA
chr1	14400001	-0.945583333333333	-0.905416666666667	0.0401666666666668	4	0	0.0317806689407866	FALSE	NA
chr1	14500001	-0.966833333333334	-0.997583333333334	-0.0307499999999999	4	0	0.337901981810294	FALSE	NA
chr1	14600001	-1.08241666666667	-1.10025	-0.0178333333333333	4	0	0.224083054425768	FALSE	NA
chr1	14700001	-0.991749999999998	-1.04691666666667	-0.0551666666666665	4	0	0.0582628692374604	FALSE	NA
chr1	14800001	-1.14641666666667	-1.20483333333334	-0.0584166666666665	4	0	0.067982792160861	FALSE	NA
chr1	14900001	-1.106	-1.14258333333333	-0.0365833333333332	4	0	0.0714708407403052	FALSE	NA
chr1	15000001	-0.913250000000001	-0.985	-0.07175	4	0	0.0492857024041686	FALSE	NA
chr1	15100001	-1.029	-1.09841666666667	-0.0694166666666665	4	0	0.0762969590906356	FALSE	NA
chr1	15200001	-0.647583333333333	-0.745416666666667	-0.0978333333333334	4	0	0.0685515687529415	FALSE	NA
chr1	15300001	0.055	0.0614166666666667	0.00641666666666666	4	0	0.322809770985525	FALSE	NA
chr1	15400001	-0.169083333333333	-0.0958333333333333	0.07325	4	0	0.0678996751223206	FALSE	NA
chr1	15500001	-0.1515	-0.16675	-0.01525	4	0	0.422042225698199	FALSE	NA
chr1	15600001	-0.246083333333333	-0.37675	-0.130666666666667	4	0	0.00280359125012572	FALSE	NA
chr1	15700001	-0.65425	-0.787416666666666	-0.133166666666667	4	0	0.00475759555221634	FALSE	NA
chr1	15800001	-0.239416666666667	-0.371333333333334	-0.131916666666667	4	0	0.00438899354359207	FALSE	NA
chr1	15900001	-0.422333333333333	-0.331416666666667	0.0909166666666666	4	0	0.033320372116101	FALSE	NA
chr1	16000001	-0.576166666666667	-0.634	-0.0578333333333333	4	0	0.0286412009459633	FALSE	NA
chr1	16100001	-0.393	-0.366583333333333	0.0264166666666667	4	0	0.0211270190972746	FALSE	NA
chr1	16200001	-0.617083333333334	-0.552083333333334	0.0650000000000001	4	0	0.2060508680663	FALSE	NA
chr1	16300001	-0.480416666666667	-0.451166666666667	0.02925	4	0	0.161855432544874	FALSE	NA
chr1	16400001	-0.234833333333333	-0.29425	-0.0594166666666666	4	0	0.145739675366258	FALSE	NA
chr1	16500001	0.3185	0.15375	-0.16475	4	0	0.00955995910903219	FALSE	NA
chr1	16600001	0.265416666666666	0.0485	-0.216916666666667	4	0	0.00445736146605359	FALSE	NA
chr1	16700001	-0.707833333333334	-0.718083333333333	-0.0102499999999999	4	0	0.251899849962308	FALSE	NA
chr1	16800001	-0.762	-0.63375	0.12825	4	0	0.0230309202811816	FALSE	NA
chr1	16900001	-0.349583333333333	-0.393333333333334	-0.0437499999999999	4	0	0.167613696520403	FALSE	NA
chr1	17000001	0.29575	0.171333333333333	-0.124416666666667	4	0	0.0380584209755247	FALSE	NA
chr1	17100001	-0.554416666666667	-0.657250000000001	-0.102833333333333	4	0	0.00432749991775709	FALSE	NA
chr1	17200001	-1.33258333333334	-1.34441666666667	-0.0118333333333331	4	0	0.372116000540899	FALSE	NA
chr1	17300001	-1.32966666666667	-1.31833333333333	0.0113333333333335	4	0	0.246827152571774	FALSE	NA
chr1	17400001	-1.30258333333333	-1.33033333333334	-0.0277499999999998	4	0	0.0595848041926873	FALSE	NA
chr1	17500001	-1.32516666666667	-1.33866666666667	-0.0134999999999998	4	0	0.205697914565806	FALSE	NA
chr1	17600001	-1.2485	-1.2675	-0.0189999999999999	4	0	0.0320713525491898	FALSE	NA
chr1	17700001	-1.29408333333334	-1.30108333333333	-0.00699999999999983	4	0	0.535601551370067	FALSE	NA
chr1	17800001	-1.3555	-1.37875	-0.0232499999999997	4	0	0.241675960775747	FALSE	NA
chr1	17900001	-1.26716666666667	-1.28241666666667	-0.0152499999999999	4	0	0.247284857542512	FALSE	NA
chr1	18000001	-1.21083333333333	-1.249	-0.0381666666666665	4	0	0.0300865801765009	FALSE	NA
chr1	18100001	-1.04358333333333	-1.00983333333333	0.0337500000000002	4	0	0.100137029945242	FALSE	NA
chr1	18200001	-1.20591666666667	-1.18775	0.0181666666666668	4	0	0.201112770122769	FALSE	NA
chr1	18300001	-1.10966666666667	-1.01866666666667	0.0910000000000002	4	0	0.0115426580124775	FALSE	NA
chr1	18400001	-1.111	-0.988499999999999	0.1225	4	0	0.0139141516009521	FALSE	NA
chr1	18500001	-1.144	-1.10108333333333	0.0429166666666669	4	0	0.143044226491939	FALSE	NA
chr1	18600001	-1.11033333333333	-1.06025	0.0500833333333335	4	0	0.0634935345165328	FALSE	NA
chr1	18700001	-1.26133333333333	-1.23708333333333	0.0242500000000002	4	0	0.209066517823207	FALSE	NA
chr1	18800001	-1.16841666666667	-1.10875	0.0596666666666668	4	0	0.051557589730338	FALSE	NA
chr1	18900001	-1.064	-0.938166666666667	0.125833333333334	4	0	0.00687588699866808	FALSE	NA
chr1	19000001	-1.13425	-1.03266666666667	0.101583333333334	4	0	0.00951666231430129	FALSE	NA
chr1	19100001	-0.996250000000001	-0.941416666666667	0.0548333333333335	4	0	0.0889190007757034	FALSE	NA
chr1	19200001	-0.873333333333332	-0.895583333333334	-0.0222499999999999	4	0	0.41748999415815	FALSE	NA
chr1	19300001	-1.28516666666667	-1.29183333333334	-0.00666666666666656	4	0	0.464343592506688	FALSE	NA
chr1	19400001	-1.26183333333334	-1.27416666666667	-0.0123333333333332	4	0	0.378812285505108	FALSE	NA
chr1	19500001	-1.3095	-1.3215	-0.0119999999999998	4	0	0.469261149524895	FALSE	NA
chr1	19600001	-1.27491666666667	-1.29825	-0.0233333333333332	4	0	0.159633033509944	FALSE	NA
chr1	19700001	-1.29383333333334	-1.30733333333334	-0.0134999999999999	4	0	0.408466320161311	FALSE	NA
chr1	19800001	-1.25658333333333	-1.22708333333333	0.0295000000000002	4	0	0.109415290745513	FALSE	NA
chr1	19900001	-1.06575	-0.892416666666667	0.173333333333334	4	0	0.00276115610919328	FALSE	NA
chr1	20000001	-1.24783333333333	-1.18475	0.0630833333333336	4	0	0.0385561764616162	FALSE	NA
chr1	20100001	-1.34058333333333	-1.33533333333333	0.00525000000000026	4	0	0.425824988596943	FALSE	NA
chr1	20200001	-1.28775	-1.26241666666667	0.0253333333333335	4	0	0.0295041226276741	FALSE	NA
chr1	20300001	-1.29208333333333	-1.23608333333333	0.0560000000000002	4	0	0.0587428891373683	FALSE	NA
chr1	20400001	-1.15908333333334	-1.06691666666667	0.0921666666666668	4	0	0.00375557010973909	FALSE	NA
chr1	20500001	-1.24633333333333	-1.24858333333334	-0.00224999999999989	4	0	0.807702452905486	FALSE	NA
chr1	20600001	-1.19716666666667	-1.2595	-0.0623333333333333	4	0	0.0321838906652972	FALSE	NA
chr1	20700001	-0.953583333333333	-1.06775	-0.114166666666667	4	0	0.0101711424544436	FALSE	NA
chr1	20800001	-0.107083333333333	-0.1925	-0.0854166666666667	4	0	0.0130123524209522	FALSE	NA
chr1	20900001	0.1715	0.0767499999999999	-0.0947500000000001	4	0	0.0267721634370684	FALSE	NA
chr1	21000001	0.0261666666666667	0.0955	0.0693333333333334	4	0	0.0925498701624976	FALSE	NA
chr1	21100001	-0.2635	-0.230333333333333	0.0331666666666666	4	0	0.0509606918808604	FALSE	NA
chr1	21200001	-0.24975	-0.293166666666667	-0.0434166666666666	4	0	0.281158893437509	FALSE	NA
chr1	21300001	-0.465	-0.516916666666667	-0.0519166666666666	4	0	0.0748745368609539	FALSE	NA
chr1	21400001	-0.183666666666667	-0.220333333333334	-0.0366666666666666	4	0	0.190101896524408	FALSE	NA
chr1	21500001	-0.487333333333333	-0.458	0.0293333333333335	4	0	0.327588205457949	FALSE	NA
chr1	21600001	-0.404416666666667	-0.421333333333333	-0.0169166666666666	4	0	0.653317512317117	FALSE	NA
chr1	21700001	-0.23825	-0.212916666666667	0.0253333333333333	4	0	0.0745168049384538	FALSE	NA
chr1	21800001	-0.219916666666667	-0.237916666666667	-0.018	4	0	0.230227543701992	FALSE	NA
chr1	21900001	-0.244583333333333	-0.294416666666667	-0.0498333333333333	4	0	0.422826879628929	FALSE	NA
chr1	22000001	-0.416666666666666	-0.404	0.0126666666666667	4	0	0.745353649969944	FALSE	NA
chr1	22100001	-0.265	-0.183333333333333	0.0816666666666668	4	0	0.0292144245748994	FALSE	NA
chr1	22200001	0.151583333333333	0.0445833333333333	-0.107	4	0	0.00673293431045359	FALSE	NA
chr1	22300001	0.663583333333333	0.337333333333333	-0.32625	4	3	0.000610450543744089	TRUE	A_to_B_in_Mutant
chr1	22400001	0.872249999999999	0.56325	-0.309	4	2	0.000724948347979037	TRUE	A_to_B_in_Mutant
chr1	22500001	1.05841666666667	0.775083333333333	-0.283333333333334	4	1	0.004868386753658	TRUE	A_to_B_in_Mutant
chr1	22600001	1.14266666666667	0.858833333333334	-0.283833333333333	4	0	0.00284934316290197	FALSE	NA
chr1	22700001	1.13341666666667	0.88375	-0.249666666666667	4	0	0.00324606399096696	FALSE	NA
chr1	22800001	0.873833333333333	0.805083333333333	-0.06875	4	0	0.0193765595746248	FALSE	NA
chr1	22900001	0.977666666666666	0.889416666666667	-0.0882500000000002	4	0	0.0477139699265986	FALSE	NA
chr1	23000001	0.963000000000001	0.883583333333333	-0.0794166666666668	4	0	0.00825539719063341	FALSE	NA
chr1	23100001	0.628416666666667	0.529083333333333	-0.0993333333333332	4	0	0.053364795782414	FALSE	NA
chr1	23200001	0.584	0.519416666666667	-0.0645833333333335	4	0	0.0722168694581037	FALSE	NA
chr1	23300001	0.57725	0.64525	0.068	4	0	0.00605490628596372	FALSE	NA
chr1	23400001	0.429416666666667	0.484583333333333	0.0551666666666666	4	0	0.283254498327805	FALSE	NA
chr1	23500001	0.261	0.458	0.197	4	0	0.00267866855764746	FALSE	NA
chr1	23600001	0.37625	0.5645	0.18825	4	0	0.002890821061305	FALSE	NA
chr1	23700001	0.487416666666667	0.581916666666667	0.0945000000000001	4	0	0.00266286508123495	FALSE	NA
chr1	23800001	1.00041666666667	0.972083333333333	-0.0283333333333335	4	0	0.0233653575529235	FALSE	NA
chr1	23900001	0.855333333333334	0.8495	-0.0058333333333334	4	0	0.0575156815981401	FALSE	NA
chr1	24000001	0.897083333333333	0.869666666666667	-0.0274166666666668	4	0	0.126290113296694	FALSE	NA
chr1	24100001	0.79325	0.750833333333334	-0.0424166666666668	4	0	0.0374097444657821	FALSE	NA
chr1	24200001	0.597666666666667	0.517416666666667	-0.08025	4	0	0.00941151190296332	FALSE	NA
chr1	24300001	0.0844166666666667	0.0126666666666667	-0.07175	4	0	0.00704051814706502	FALSE	NA
chr1	24400001	0.140666666666667	0.0285833333333333	-0.112083333333333	4	0	0.00734834040855467	FALSE	NA
chr1	24500001	0.485416666666667	0.383666666666667	-0.10175	4	0	0.0120167753156228	FALSE	NA
chr1	24600001	0.3115	0.213833333333334	-0.0976666666666667	4	0	0.0530629676027256	FALSE	NA
chr1	24700001	0.170416666666667	0.0474166666666666	-0.123	4	0	0.00966920313915817	FALSE	NA
chr1	24800001	0.0936666666666668	0.100833333333334	0.00716666666666668	4	0	0.606399259152977	FALSE	NA
chr1	24900001	-0.0175833333333333	-0.00108333333333335	0.0165	4	0	0.0870011400838829	FALSE	NA
chr1	25000001	0.385333333333333	0.31325	-0.0720833333333334	4	0	0.0409239205159932	FALSE	NA
chr1	25100001	0.61025	0.457333333333333	-0.152916666666667	4	0	0.00596820078370978	FALSE	NA
chr1	25200001	0.387666666666667	0.184833333333333	-0.202833333333333	4	0	0.00569121146834357	FALSE	NA
chr1	25300001	0.105833333333333	-0.118916666666667	-0.22475	4	0	0.00271407197896311	FALSE	NA
chr1	25400001	0.012	-0.214166666666666	-0.226166666666667	4	0	0.00144835255925998	FALSE	NA
chr1	25500001	-0.0836666666666667	-0.243166666666667	-0.1595	4	0	0.00415538281857018	FALSE	NA
chr1	25600001	-0.02775	-0.167916666666667	-0.140166666666667	4	0	0.00368239765175835	FALSE	NA
chr1	25700001	0.2425	0.0410833333333333	-0.201416666666667	4	0	0.00207930595349153	FALSE	NA
chr1	25800001	-0.330166666666667	-0.417416666666667	-0.0872500000000001	4	0	0.00686092630714961	FALSE	NA
chr1	25900001	-0.741416666666667	-0.809083333333333	-0.0676666666666666	4	0	0.120260142040378	FALSE	NA
chr1	26000001	-0.86225	-0.927666666666667	-0.0654166666666666	4	0	0.0613313144475785	FALSE	NA
chr1	26100001	-0.908166666666667	-0.977416666666666	-0.0692499999999998	4	0	0.114434070012964	FALSE	NA
chr1	26200001	-0.910083333333333	-0.967166666666668	-0.0570833333333332	4	0	0.0774796983182123	FALSE	NA
chr1	26300001	-0.933416666666666	-1.0165	-0.0830833333333332	4	0	0.0142744106129008	FALSE	NA
chr1	26400001	-0.91775	-0.975666666666667	-0.0579166666666665	4	0	0.0281773071649146	FALSE	NA
chr1	26500001	-0.938083333333333	-0.997416666666667	-0.0593333333333332	4	0	0.0363096753511681	FALSE	NA
chr1	26600001	-0.912083333333333	-0.986583333333333	-0.0744999999999998	4	0	0.0171091069603455	FALSE	NA
chr1	26700001	-0.864583333333333	-0.92025	-0.0556666666666666	4	0	0.0767073851862409	FALSE	NA
chr1	26800001	-0.816416666666667	-0.858583333333333	-0.0421666666666665	4	0	0.102045339932132	FALSE	NA
chr1	26900001	-0.902583333333333	-0.941916666666667	-0.0393333333333332	4	0	0.119498521576101	FALSE	NA
chr1	27000001	-0.90575	-0.957166666666667	-0.0514166666666666	4	0	0.11529106254762	FALSE	NA
chr1	27100001	-0.92025	-0.961833333333334	-0.0415833333333332	4	0	0.11485936857983	FALSE	NA
chr1	27200001	-0.9	-0.950916666666667	-0.0509166666666665	4	0	0.0196309372146537	FALSE	NA
chr1	27300001	-0.961500000000001	-1.0465	-0.0849999999999999	4	0	0.0140315863772323	FALSE	NA
chr1	27400001	-0.943333333333333	-0.985166666666667	-0.0418333333333333	4	0	0.0394338641908901	FALSE	NA
chr1	27500001	-0.9005	-0.949333333333333	-0.0488333333333332	4	0	0.0518409181513298	FALSE	NA
chr1	27600001	-0.86625	-0.9385	-0.07225	4	0	0.0372111470597461	FALSE	NA
chr1	27700001	-0.712416666666667	-0.763333333333333	-0.0509166666666666	4	0	0.0775487847094724	FALSE	NA
chr1	27800001	-0.772833333333333	-0.793916666666667	-0.0210833333333332	4	0	0.387965468635846	FALSE	NA
chr1	27900001	-0.748166666666667	-0.787833333333333	-0.0396666666666666	4	0	0.215737017065423	FALSE	NA
chr1	28000001	-0.617583333333334	-0.637166666666667	-0.0195833333333332	4	0	0.0326600665997221	FALSE	NA
chr1	28100001	-0.546	-0.587583333333333	-0.0415833333333332	4	0	0.0993095727805537	FALSE	NA
chr1	28200001	-0.374583333333333	-0.351583333333333	0.0230000000000001	4	0	0.0392187503730963	FALSE	NA
chr1	28300001	-0.410916666666667	-0.4555	-0.0445833333333333	4	0	0.100415929675651	FALSE	NA
chr1	28400001	-0.767583333333333	-0.856333333333333	-0.08875	4	0	0.014638991896967	FALSE	NA
chr1	28500001	-0.941916666666667	-1.01933333333334	-0.0774166666666665	4	0	0.0242953687069982	FALSE	NA
chr1	28600001	-0.954833333333333	-1.035	-0.0801666666666665	4	0	0.00865912000842677	FALSE	NA
