Chr	Start	End	Difference	adj_pvalue	ctrl_avg_PC1	mut_avg_PC1	direction	is_significant	ctrl_label	mut_label	transition_category
chr1	3500000	3525000	0.209333333333333	0.0063879559869853	-0.604333333333333	-0.395	B_to_A_in_Mutant	FALSE	A.2	B.1	True_A_to_B
chr1	3625000	3650000	0.0750000000000002	0.146711663290505	-0.717333333333333	-0.642333333333333	B_to_A_in_Mutant	FALSE	A.2	B.1	True_A_to_B
chr1	3650000	3675000	0.0203333333333334	0.59124377044918	-0.709	-0.688666666666667	B_to_A_in_Mutant	FALSE	A.2	B.1	True_A_to_B
chr1	3675000	3700000	0.0436666666666666	0.231234147409428	-0.935	-0.891333333333333	B_to_A_in_Mutant	FALSE	A.2	B.1	True_A_to_B
chr1	3600000	3625000	0.0826666666666667	0.0199788693437139	-0.719	-0.636333333333333	B_to_A_in_Mutant	FALSE	A.2	B.1	True_A_to_B
chr1	3775000	3800000	0.0476666666666667	0.338647879973271	-1.136	-1.08833333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3700000	3725000	0.0646666666666668	0.234180494680245	-1.108	-1.04333333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3725000	3750000	0.0233333333333335	0.487213428993859	-1.11733333333333	-1.094	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3750000	3775000	0.0483333333333336	0.184554265174984	-1.16033333333333	-1.112	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3850000	3875000	0.0253333333333336	0.439248836521575	-1.13933333333333	-1.114	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3825000	3850000	0.0633333333333336	0.112012233889653	-1.14266666666667	-1.07933333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3875000	3900000	0.0316666666666666	0.21845895155739	-1.156	-1.12433333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3800000	3825000	0.0483333333333335	0.32941512581865	-1.14666666666667	-1.09833333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3975000	4000000	0.0570000000000002	0.191517199885935	-1.12666666666667	-1.06966666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3900000	3925000	0.0243333333333334	0.595642637339309	-1.15566666666667	-1.13133333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3950000	3975000	-0.0116666666666663	0.826186571463217	-1.12633333333333	-1.138	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	3925000	3950000	-0.0163333333333333	0.804739519494458	-1.11866666666667	-1.135	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4075000	4100000	0.0430000000000004	0.129418139575219	-1.114	-1.071	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4000000	4025000	0.0903333333333335	0.0388020867055809	-1.12033333333333	-1.03	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4025000	4050000	0.0246666666666667	0.367507280164512	-1.116	-1.09133333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4050000	4075000	0.02	0.62087134497595	-1.09666666666667	-1.07666666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4175000	4200000	0.0420000000000002	0.500702990234193	-1.05933333333333	-1.01733333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4100000	4125000	0.0496666666666667	0.217948369329648	-1.145	-1.09533333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4125000	4150000	0.0226666666666668	0.645092452352082	-1.08566666666667	-1.063	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4150000	4175000	0.0343333333333336	0.357645223420696	-1.06966666666667	-1.03533333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4275000	4300000	0.0513333333333335	0.115091570942672	-1.06533333333333	-1.014	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4200000	4225000	0.0396666666666669	0.483049167016756	-1.05866666666667	-1.019	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4225000	4250000	0.0436666666666668	0.377454371013013	-1.03966666666667	-0.996	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4250000	4275000	0.0833333333333335	0.0833626604326475	-1.07666666666667	-0.993333333333334	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4300000	4325000	0.0510000000000002	0.239620116562494	-1.034	-0.983	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4375000	4400000	0.0406666666666667	0.418514477256802	-1.112	-1.07133333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4350000	4375000	0.0433333333333335	0.281259939298283	-1.06466666666667	-1.02133333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4325000	4350000	0.0363333333333335	0.537508463841571	-1.01866666666667	-0.982333333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4425000	4450000	0.00466666666666679	0.925109757071122	-1.077	-1.07233333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4450000	4475000	-0.00399999999999973	0.906532791404527	-1.026	-1.03	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4475000	4500000	-0.0873333333333331	0.195588807330581	-0.812666666666667	-0.9	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4400000	4425000	0.049	0.174058117964069	-1.124	-1.075	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4500000	4525000	-0.00966666666666667	0.777066900053903	-0.852666666666667	-0.862333333333333	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4575000	4600000	0.0406666666666668	0.165915488229404	-0.998333333333333	-0.957666666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4525000	4550000	0.0123333333333334	0.70218088834566	-1.00433333333333	-0.992	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4550000	4575000	0.0480000000000002	0.20831325891518	-0.961666666666667	-0.913666666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4600000	4625000	-0.00566666666666646	0.876457404340597	-1.078	-1.08366666666667	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4675000	4700000	-0.0133333333333332	0.708788664696918	-1.07133333333333	-1.08466666666667	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4650000	4675000	0.00633333333333341	0.913225445896722	-1.06733333333333	-1.061	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4625000	4650000	-0.0223333333333332	0.658273634309437	-1.07066666666667	-1.093	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4750000	4775000	-0.127666666666667	0.0357540952337573	-0.661333333333333	-0.789	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4725000	4750000	-0.0499999999999999	0.170536195368035	-0.998333333333333	-1.04833333333333	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4700000	4725000	-0.0243333333333332	0.445244506544192	-1.06766666666667	-1.092	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4775000	4800000	-0.194	0.00495976421138088	-0.281	-0.475	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	4800000	4825000	-0.212333333333333	0.0047714792175746	-0.161333333333333	-0.373666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	4875000	4900000	-0.176666666666667	0.0177303599805811	-0.196	-0.372666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	4825000	4850000	-0.192	0.00763332635492521	-0.0836666666666667	-0.275666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	4850000	4875000	-0.182666666666667	0.00807045366877808	-0.069	-0.251666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	4925000	4950000	-0.246	0.00172673606522285	-0.627333333333333	-0.873333333333333	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	4950000	4975000	-0.172	0.00304503359066286	-0.760333333333333	-0.932333333333333	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	4900000	4925000	-0.245	0.00342099328882734	-0.414333333333333	-0.659333333333333	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	4975000	5000000	-0.142	0.00557545849001084	-0.781333333333333	-0.923333333333333	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	5000000	5025000	-0.130666666666667	0.00721897732109122	-0.689333333333333	-0.82	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	5075000	5100000	-0.124	0.0421315381463747	-0.441666666666667	-0.565666666666667	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	5025000	5050000	-0.106333333333333	0.0343437024147536	-0.705	-0.811333333333333	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	5050000	5075000	-0.131	0.00730303882547351	-0.65	-0.781	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	5100000	5125000	-0.092	0.175538216387634	-0.448333333333333	-0.540333333333333	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	5175000	5200000	-0.0166666666666666	0.638870126941784	-1.039	-1.05566666666667	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	5125000	5150000	-0.0626666666666666	0.164665509593667	-0.585	-0.647666666666667	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	5150000	5175000	-0.0289999999999998	0.451480730021832	-0.852666666666667	-0.881666666666667	A_to_B_in_Mutant	FALSE	B.1	B.1	Stable
chr1	5200000	5225000	0.0163333333333336	0.744927202356607	-1.12366666666667	-1.10733333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5275000	5300000	0.0890000000000002	0.0418582020319126	-1.13433333333333	-1.04533333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5225000	5250000	-0.000333333333333305	0.990513806808801	-1.14366666666667	-1.144	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5250000	5275000	0.051666666666667	0.174292745053017	-1.12533333333333	-1.07366666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5375000	5400000	0.0983333333333336	0.0217495993396736	-1.10666666666667	-1.00833333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5300000	5325000	0.0853333333333336	0.0787198716824974	-1.12933333333333	-1.044	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5350000	5375000	0.0873333333333336	0.0257592110776109	-1.08533333333333	-0.998	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5325000	5350000	0.0730000000000003	0.0198591242585725	-1.08866666666667	-1.01566666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5425000	5450000	0.0536666666666667	0.158665837575089	-1.08133333333333	-1.02766666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5450000	5475000	0.0666666666666668	0.0409031588761293	-1.09933333333333	-1.03266666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5400000	5425000	0.0623333333333335	0.175733978318092	-1.08	-1.01766666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5475000	5500000	0.0780000000000003	0.0525742165958552	-1.08933333333333	-1.01133333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5575000	5600000	0.0496666666666669	0.159376843200313	-1.16833333333333	-1.11866666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5500000	5525000	0.106666666666667	0.0239078179998378	-1.11333333333333	-1.00666666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5525000	5550000	0.0946666666666669	0.0806546331320713	-1.12766666666667	-1.033	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5550000	5575000	0.0756666666666667	0.13132120330464	-1.147	-1.07133333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5675000	5700000	0.0863333333333336	0.0562257946589952	-1.116	-1.02966666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5600000	5625000	0.0683333333333336	0.158215306366702	-1.15466666666667	-1.08633333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5650000	5675000	0.0833333333333335	0.0334430103679164	-1.13566666666667	-1.05233333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5625000	5650000	0.0850000000000003	0.0589318459004074	-1.13733333333333	-1.05233333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5750000	5775000	0.0973333333333335	0.050698359615844	-1.11833333333333	-1.021	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5725000	5750000	0.0940000000000002	0.0327048242052815	-1.12233333333333	-1.02833333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5775000	5800000	0.080666666666667	0.145554182398771	-1.087	-1.00633333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5700000	5725000	0.0763333333333335	0.176259113349134	-1.10733333333333	-1.031	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5875000	5900000	0.0693333333333334	0.0474604123211972	-1.175	-1.10566666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5800000	5825000	0.0246666666666668	0.48735309630034	-1.05	-1.02533333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5825000	5850000	0.043666666666667	0.298271577987721	-1.08833333333333	-1.04466666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5850000	5875000	0.0536666666666667	0.141265163134632	-1.12966666666667	-1.076	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5925000	5950000	0.00800000000000028	0.769632572417236	-1.17633333333333	-1.16833333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5950000	5975000	0.0483333333333335	0.070108790756963	-1.17433333333333	-1.126	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5975000	6000000	0.0756666666666668	0.0424301883104703	-1.15	-1.07433333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	5900000	5925000	0.0373333333333335	0.255208904060935	-1.17433333333333	-1.137	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6075000	6100000	0.0673333333333335	0.165475439328774	-1.184	-1.11666666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6000000	6025000	0.0653333333333335	0.0747399071436451	-1.1	-1.03466666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6025000	6050000	0.0906666666666666	0.0263595032058132	-1.16066666666667	-1.07	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6050000	6075000	0.0910000000000002	0.0610508227256351	-1.19333333333333	-1.10233333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6175000	6200000	-0.084	0.0382354319368565	-0.873333333333333	-0.957333333333333	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6100000	6125000	0.0690000000000002	0.156046586943921	-1.2	-1.131	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6125000	6150000	0.0273333333333335	0.427668529901132	-1.15866666666667	-1.13133333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6150000	6175000	0.0010000000000001	0.970420016861374	-1.12366666666667	-1.12266666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6275000	6300000	-0.145666666666667	0.0352472041614443	-0.394333333333333	-0.54	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6200000	6225000	-0.137333333333333	0.0187852677775185	-0.418333333333333	-0.555666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6225000	6250000	-0.133	0.0244045677934204	-0.197333333333333	-0.330333333333333	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6250000	6275000	-0.137666666666667	0.0135312086877255	-0.238	-0.375666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6300000	6325000	-0.105666666666667	0.0980414169419913	-0.645666666666667	-0.751333333333333	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6375000	6400000	-0.0976666666666666	0.0290123186964075	-0.707333333333333	-0.805	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6350000	6375000	-0.0823333333333332	0.0145574381332527	-0.865333333333333	-0.947666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6325000	6350000	-0.0803333333333333	0.104204827271153	-0.841	-0.921333333333333	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6425000	6450000	-0.0419999999999999	0.357970861283523	-0.678333333333333	-0.720333333333333	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6450000	6475000	-0.0306666666666665	0.525665500142304	-0.698333333333333	-0.729	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6475000	6500000	0.00200000000000004	0.961187335036293	-0.599333333333333	-0.597333333333333	B_to_A_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6400000	6425000	-0.103333333333333	0.0924080792831619	-0.607666666666667	-0.711	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6500000	6525000	-0.0226666666666666	0.680053896509042	-0.468666666666667	-0.491333333333333	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6575000	6600000	-0.0283333333333333	0.583818789079432	-0.779333333333333	-0.807666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6525000	6550000	-0.0273333333333333	0.512359999931301	-0.598666666666667	-0.626	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6550000	6575000	-0.0123333333333332	0.777868791524811	-0.794333333333333	-0.806666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6600000	6625000	-0.0376666666666665	0.483452402157476	-0.761	-0.798666666666667	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6675000	6700000	0.0473333333333333	0.278498335264422	-0.539333333333333	-0.492	B_to_A_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6650000	6675000	0.0123333333333333	0.820157165418406	-0.585	-0.572666666666667	B_to_A_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6625000	6650000	-0.0183333333333331	0.779647563776318	-0.695666666666667	-0.714	A_to_B_in_Mutant	FALSE	A.2	A.2	Stable
chr1	6750000	6775000	-0.231666666666667	0.000907887677429802	0.403	0.171333333333333	A_to_B_in_Mutant	FALSE	A.1	A.1	Stable
chr1	6725000	6750000	-0.149666666666667	0.00377357466285423	0.229666666666667	0.08	A_to_B_in_Mutant	FALSE	A.1	A.1	Stable
chr1	6700000	6725000	-0.0436666666666666	0.271233960147479	-0.219333333333333	-0.263	A_to_B_in_Mutant	FALSE	A.1	A.1	Stable
chr1	6775000	6800000	-0.233	0.00184665190512303	0.390666666666667	0.157666666666667	A_to_B_in_Mutant	FALSE	A.1	A.1	Stable
chr1	6800000	6825000	-0.183	0.00638996816959893	0.326666666666667	0.143666666666667	A_to_B_in_Mutant	FALSE	A.1	A.1	Stable
chr1	6875000	6900000	-0.117	0.0201387925371097	-0.890333333333333	-1.00733333333333	A_to_B_in_Mutant	FALSE	A.1	A.1	Stable
chr1	6825000	6850000	-0.202333333333333	0.00907953908050544	0.126333333333333	-0.076	A_to_B_in_Mutant	FALSE	A.1	A.1	Stable
chr1	6850000	6875000	-0.207333333333333	0.0169499426558648	-0.362333333333333	-0.569666666666667	A_to_B_in_Mutant	FALSE	A.1	A.1	Stable
chr1	6925000	6950000	-0.0586666666666667	0.125513750988776	-1.11566666666667	-1.17433333333333	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6950000	6975000	-0.0633333333333333	0.0681608972191547	-1.14866666666667	-1.212	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6900000	6925000	-0.0759999999999998	0.118005708225477	-1.06733333333333	-1.14333333333333	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	6975000	7000000	-0.0686666666666665	0.062146779704192	-1.127	-1.19566666666667	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7050000	7075000	-0.137333333333333	0.0320598174188488	-0.932	-1.06933333333333	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7025000	7050000	-0.0866666666666665	0.055664453994244	-1.093	-1.17966666666667	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7075000	7100000	-0.175	0.0291627407138667	-0.505666666666667	-0.680666666666667	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7000000	7025000	-0.0826666666666666	0.0201169168517908	-1.1	-1.18266666666667	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7150000	7175000	-0.126333333333333	0.0699903397455655	-0.659	-0.785333333333333	A_to_B_in_Mutant	FALSE	B.1	A.2	True_B_to_A
chr1	7125000	7150000	-0.143666666666667	0.0293481991197878	-0.526666666666667	-0.670333333333333	A_to_B_in_Mutant	FALSE	B.1	A.2	True_B_to_A
chr1	7175000	7200000	-0.0809999999999997	0.0222299038062243	-0.807333333333333	-0.888333333333333	A_to_B_in_Mutant	FALSE	B.1	A.2	True_B_to_A
chr1	7100000	7125000	-0.157333333333333	0.038826933337748	-0.377666666666667	-0.535	A_to_B_in_Mutant	FALSE	B.1	A.2	True_B_to_A
chr1	7250000	7275000	0.0313333333333335	0.513132724918699	-1.19033333333333	-1.159	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7225000	7250000	0.00666666666666685	0.83826583597519	-1.162	-1.15533333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7275000	7300000	0.0510000000000003	0.0619706645371286	-1.22366666666667	-1.17266666666667	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7200000	7225000	-0.0206666666666666	0.438927950515327	-1.007	-1.02766666666667	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7325000	7350000	0.0316666666666669	0.295827631200805	-1.184	-1.15233333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7350000	7375000	0.0279999999999999	0.327320607334434	-1.155	-1.127	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7300000	7325000	0.0460000000000002	0.142058550589423	-1.234	-1.188	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7375000	7400000	0.00666666666666674	0.884559022277394	-0.942666666666667	-0.936	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7475000	7500000	0.0106666666666668	0.784709187833664	-1.152	-1.14133333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7400000	7425000	-0.0336666666666666	0.426782624174846	-1.033	-1.06666666666667	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7450000	7475000	0.00333333333333353	0.937812556557888	-1.16733333333333	-1.164	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7425000	7450000	-0.0246666666666666	0.573338367522924	-1.21533333333333	-1.24	A_to_B_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7550000	7575000	0.0690000000000001	0.0327205469478926	-1.16033333333333	-1.09133333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7525000	7550000	0.0606666666666668	0.0622098241881803	-1.16966666666667	-1.109	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7500000	7525000	0.0260000000000001	0.481062296184851	-1.18433333333333	-1.15833333333333	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
chr1	7575000	7600000	0.076	0.0282729843176039	-1.136	-1.06	B_to_A_in_Mutant	FALSE	B.2	B.2	Stable
