chr	start	end	score
chr1	24380270	24462820	0
chr1	24462820	24462830	-0.009875
chr1	24462830	24623350	0
chr1	24623350	24623360	-0.003575
chr1	24623360	24654120	0
chr1	24654120	24654130	0.002075
chr1	24654130	24684110	0
chr1	24684110	24684120	0.004125
chr1	24684120	24684130	-0.001225
chr1	24684130	24684140	0.0005
chr1	24684140	24684150	-0.001275
chr1	24684150	24736990	0
chr1	24736990	24737000	-0.0025
chr1	24737000	24739200	0
chr1	24739200	24739210	-0.001475
chr1	24739210	24898430	0
chr1	24898430	24898440	-0.001925
chr1	24898440	24902530	0
chr1	24902530	24902540	0.001675
chr1	24902540	24986870	0
chr1	24986870	24986880	-0.001675
chr1	24986880	25005000	0
chr1	25005000	25005010	-0.00095
chr1	25005010	25081680	0
chr1	25081680	25081690	-0.001475
chr1	25081690	25197580	0
chr1	25197580	25197590	0.002775
chr1	25197590	25264100	0
chr1	25264100	25264110	-0.004175
chr1	25264110	25298040	0
chr1	25298040	25298050	0.001675
chr1	25298050	25347650	0
chr1	25347650	25347660	0.001775
chr1	25347660	25382410	0
chr1	25382410	25382420	0.004175
chr1	25382420	25480660	0
chr1	25480660	25480670	-0.004175
chr1	25480670	25729980	0
chr1	25729980	25729990	0.002075
chr1	25729990	25766720	0
chr1	25766720	25766730	-0.005
chr1	25766730	25782360	0
chr1	25782360	25782370	-0.001775
chr1	25782370	25991390	0
chr1	25991390	25991400	0.004175
chr1	25991400	25992890	0
chr1	25992890	25992900	-0.004175
chr1	25992900	25998370	0
chr1	25998370	25998380	-0.001325
chr1	25998380	26239880	0
chr1	26239880	26239890	-0.002075
chr1	26239890	26280260	0
chr1	26280260	26280270	0.003575
chr1	26280270	26288630	0
chr1	26288630	26288640	0.001675
chr1	26288640	26425710	0
chr1	26425710	26425720	0.004175
chr1	26425720	26454620	0
chr1	26454620	26454630	0.00625
chr1	26454630	26454690	0
chr1	26454690	26454700	0.001475
chr1	26454700	26454710	0.000825
chr1	26454710	26475980	0
chr1	26475980	26475990	-0.066675
chr1	26475990	26482430	0
chr1	26482430	26482440	0.001675
chr1	26482440	26619200	0
chr1	26619200	26619210	-0.001925
chr1	26619210	26620000	0
chr1	26620000	26620010	-0.0014
chr1	26620010	26686000	0
chr1	26686000	26686010	0.042325
chr1	26686010	26686640	0
chr1	26686640	26686650	-0.077975
chr1	26686650	26687330	0
chr1	26687330	26687340	0.0084
chr1	26687340	26713660	0
chr1	26713660	26713670	0.001775
chr1	26713670	26714450	0
chr1	26714450	26714460	-0.001675
chr1	26714460	26832370	0
chr1	26832370	26832380	0.001325
chr1	26832380	26939330	0
chr1	26939330	26939340	0.002275
chr1	26939340	27057550	0
chr1	27057550	27057560	-0.025
chr1	27057560	27091320	0
chr1	27091320	27091330	0.00125
chr1	27091330	27158460	0
chr1	27158460	27158470	0.0014
chr1	27158470	27373420	0
chr1	27373420	27373430	-0.001475
chr1	27373430	27376040	0
chr1	27376040	27376050	0.0025
chr1	27376050	27431340	0
chr1	27431340	27431350	0.001925
chr1	27431350	27470920	0
chr1	27470920	27470930	-0.002775
chr1	27470930	27484290	0
chr1	27484290	27484300	-0.001775
chr1	27484300	27485020	0
chr1	27485020	27485030	0.001925
chr1	27485030	27544220	0
chr1	27544220	27544230	-0.002275
chr1	27544230	27558380	0
chr1	27558380	27558390	0.002275
chr1	27558390	27730150	0
chr1	27730150	27730160	-0.00505
chr1	27730160	27833640	0
chr1	27833640	27833650	-0.004175
chr1	27833650	27936360	0
chr1	27936360	27936370	0.0014
chr1	27936370	28061610	0
chr1	28061610	28061620	0.001675
chr1	28061620	28171070	0
chr1	28171070	28171080	0.003125
chr1	28171080	28304800	0
chr1	28304800	28304810	0.001925
chr1	28304810	28351270	0
chr1	28351270	28351280	-0.001925
chr1	28351280	28377950	0
chr1	28377950	28377960	-0.0025
chr1	28377960	28382540	0
chr1	28382540	28382550	-0.002075
chr1	28382550	28412900	0
chr1	28412900	28412910	0.002075
chr1	28412910	28459540	0
chr1	28459540	28459550	0.082975
chr1	28459550	28611140	0
chr1	28611140	28611150	0.06905
chr1	28611150	28641080	0
chr1	28641080	28641090	-0.002075
chr1	28641090	28972000	0
chr1	28972000	28972010	-0.004175
chr1	28972010	28985510	0
chr1	28985510	28985520	-0.002275
chr1	28985520	29322780	0
chr1	29322780	29322790	-0.001925
chr1	29322790	29522910	0
chr1	29522910	29522920	0.002075
chr1	29522920	29603010	0
chr1	29603010	29603020	0.003575
chr1	29603020	29655120	0
chr1	29655120	29655130	-0.006625
chr1	29655130	29656490	0
chr1	29656490	29656500	-0.003575
chr1	29656500	29791480	0
chr1	29791480	29791490	0.002775
chr1	29791490	29857280	0
chr1	29857280	29857290	0.001925
chr1	30000000	30004660	0
chr1	30004660	30004670	0.001775
chr1	30004670	30189220	0
chr1	30189220	30189230	-0.002275
chr1	30189230	30219320	0
chr1	30219320	30219330	0.000775
chr1	30219330	30265750	0
chr1	30265750	30265760	0.025
chr1	30265760	30267460	0
chr1	30267460	30267470	0.002775
chr1	30267470	30281190	0
chr1	30281190	30281200	0.00155
chr1	30281200	30296320	0
chr1	30296320	30296330	-0.0014
chr1	30296330	30333300	0
chr1	30333300	30333310	0.04405
chr1	30333310	30333360	0
chr1	30333360	30333370	0.05555
chr1	30333370	30542520	0
chr1	30542520	30542530	0.007775
chr1	30542530	30575090	0
chr1	30575090	30575100	0.0125
chr1	30575100	30576920	0
chr1	30576920	30576930	0.002075
chr1	30576930	30748270	0
chr1	30748270	30748280	-0.002075
chr1	30748280	30773560	0
chr1	30773560	30773570	0.0025
chr1	30773570	30787200	0
chr1	30787200	30787210	-0.002075
chr1	30787210	30815320	0
chr1	30815320	30815330	-0.00455
chr1	30815330	30903300	0
chr1	30903300	30903310	-0.001925
chr1	30903310	30927540	0
chr1	30927540	30927550	-0.001675
chr1	30927550	30954310	0
chr1	30954310	30954320	0.0025
chr1	30954320	30959240	0
chr1	30959240	30959250	0.0014
chr1	30959250	31040200	0
chr1	31040200	31040210	-0.00155
chr1	31040210	31198130	0
chr1	31198130	31198140	-0.011325
chr1	31198140	31276460	0
chr1	31276460	31276470	-0.004175
chr1	31276470	31277000	0
chr1	31277000	31277010	0.001675
chr1	31277010	31295080	0
chr1	31295080	31295090	-0.003125
chr1	31295090	31345690	0
chr1	31345690	31345700	0.00155
chr1	31345700	31380120	0
chr1	31380120	31380130	0.001125
chr1	31380130	31414010	0
chr1	31414010	31414020	0.002775
chr1	31414020	31651950	0
chr1	31651950	31651960	-0.003325
chr1	31651960	31730860	0
chr1	31730860	31730870	-0.003125
chr1	31730870	31766130	0
chr1	31766130	31766140	-0.008325
chr1	31766140	31767180	0
chr1	31767180	31767190	0.0025
chr1	31767190	31770310	0
chr1	31770310	31770320	0.00155
chr1	31770320	31793550	0
chr1	31793550	31793560	-0.001675
chr1	31793560	31804370	0
chr1	31804370	31804380	0.060425
chr1	31804380	31993600	0
chr1	31993600	31993610	0.001125
chr1	31993610	32103820	0
chr1	32103820	32103830	-0.001475
chr1	32103830	32187870	0
chr1	32187870	32187880	-0.002075
