chr	start	end	score
chr1	18975990	19188550	0
chr1	19188550	19188560	-0.00155
chr1	19188560	19193030	0
chr1	19193030	19193040	0.0303
chr1	19193040	19238200	0
chr1	19238200	19238210	0.001925
chr1	19238210	19707050	0
chr1	19707050	19707060	0.002275
chr1	19707060	19765820	0
chr1	19765820	19765830	0.00155
chr1	19765830	19776510	0
chr1	19776510	19776520	-0.0014
chr1	20000000	20544380	0
chr1	20544380	20544390	-0.001325
chr1	20544390	20730270	0
chr1	20730270	20730280	-0.00125
chr1	20730280	20841280	0
chr1	20841280	20841290	0.002075
chr1	20841290	20938130	0
chr1	20938130	20938140	-0.002775
chr1	20938140	21208850	0
chr1	21208850	21208860	-0.003125
chr1	21208860	21401130	0
chr1	21401130	21401140	-0.05375
chr1	21401140	21476960	0
chr1	21476960	21476970	0.003575
chr1	21476970	21636420	0
chr1	21636420	21636430	0.002275
chr1	21636430	21759040	0
chr1	21759040	21759050	0.001675
chr1	21759050	22907400	0
chr1	22907400	22907410	0.002075
chr1	22907410	23279420	0
chr1	23279420	23279430	-0.002275
chr1	23279430	23367300	0
chr1	23367300	23367310	0.001775
chr1	23367310	23619510	0
chr1	23619510	23619520	0.002075
chr1	23619520	23831820	0
chr1	23831820	23831830	0.00155
chr1	23831830	24336020	0
chr1	24336020	24336030	-0.003125
chr1	24336030	24380260	0
chr1	24380260	24380270	-0.004175
chr1	24380270	24684080	0
chr1	24684080	24684090	-0.00045
chr1	24684090	24726320	0
chr1	24726320	24726330	0.0125
chr1	24726330	24881510	0
chr1	24881510	24881520	0.001675
chr1	24881520	24966900	0
chr1	24966900	24966910	0.002775
chr1	24966910	24976040	0
chr1	24976040	24976050	0.0025
chr1	24976050	25130700	0
chr1	25130700	25130710	-0.002775
chr1	25130710	25790970	0
chr1	25790970	25790980	0.001925
chr1	25790980	25865090	0
chr1	25865090	25865100	0.00625
chr1	25865100	26327030	0
chr1	26327030	26327040	-0.0025
chr1	26327040	26454790	0
chr1	26454790	26454800	0.001875
chr1	26454800	26681880	0
chr1	26681880	26681890	0.001925
chr1	26681890	26686050	0
chr1	26686050	26686060	-0.065925
chr1	26686060	26820200	0
chr1	26820200	26820210	-0.041675
chr1	26820210	26888240	0
chr1	26888240	26888250	0.00155
chr1	26888250	27259020	0
chr1	27259020	27259030	0.001675
chr1	27259030	28511570	0
chr1	28511570	28511580	0.003575
chr1	28511580	28801180	0
chr1	28801180	28801190	-0.002775
chr1	28801190	29616690	0
chr1	29616690	29616700	0.001325
chr1	29616700	29750660	0
chr1	29750660	29750670	-0.002275
chr1	30000000	30033960	0
chr1	30033960	30033970	-0.002775
chr1	30033970	30333250	0
chr1	30333250	30333260	0.029825
chr1	30333260	30526510	0
chr1	30526510	30526520	0.01135
chr1	30526520	30747130	0
chr1	30747130	30747140	0.0025
chr1	30747140	30803660	0
chr1	30803660	30803670	-0.0025
chr1	30803670	30876480	0
chr1	30876480	30876490	0.002075
chr1	30876490	31067120	0
chr1	31067120	31067130	-0.001925
chr1	31067130	31111690	0
chr1	31111690	31111700	-0.002275
chr1	31111700	31282190	0
chr1	31282190	31282200	-0.002775
chr1	31282200	31612890	0
chr1	31612890	31612900	0.0025
chr1	31612900	31733710	0
chr1	31733710	31733720	-0.0113
chr1	31733720	32207030	0
chr1	32207030	32207040	-0.0148
chr1	32207040	32441960	0
chr1	32441960	32441970	-0.0113
chr1	32441970	32611270	0
chr1	32611270	32611280	-0.002075
chr1	32611280	32805860	0
chr1	32805860	32805870	-0.001775
chr1	32805870	32889240	0
chr1	32889240	32889250	0.002075
chr1	32889250	33367800	0
chr1	33367800	33367810	-0.001775
chr1	33367810	33470200	0
chr1	33470200	33470210	0.00155
chr1	33470210	33678330	0
chr1	33678330	33678340	-0.0025
chr1	33678340	33849000	0
chr1	33849000	33849010	0.014325
chr1	33849010	34396020	0
chr1	34396020	34396030	0.002775
chr1	34396030	34402680	0
chr1	34402680	34402690	0.003125
chr1	34402690	34434100	0
chr1	34434100	34434110	0.003125
chr1	34434110	34604840	0
chr1	34604840	34604850	0.029175
chr1	34604850	34945410	0
chr1	34945410	34945420	0.001325
chr1	34945420	34985740	0
chr1	34985740	34985750	0.01965
chr1	34985750	35039220	0
chr1	35039220	35039230	0.002775
chr1	35039230	35117050	0
chr1	35117050	35117060	0.002275
chr1	35117060	35473840	0
chr1	35473840	35473850	-0.003125
chr1	35473850	35899990	0
chr1	35899990	35900000	0.0025
chr1	35900000	35948230	0
chr1	35948230	35948240	-0.002075
chr1	35948240	36221670	0
chr1	36221670	36221680	-0.00155
chr1	36221680	36362200	0
chr1	36362200	36362210	-0.003125
chr1	36362210	36635680	0
chr1	36635680	36635690	-0.004175
chr1	36635690	37048540	0
chr1	37048540	37048550	-0.003575
chr1	37048550	37244150	0
chr1	37244150	37244160	-0.0014
chr1	37244160	37283260	0
chr1	37283260	37283270	0.00155
chr1	37283270	37329690	0
chr1	37329690	37329700	-0.002775
chr1	37329700	37479390	0
chr1	37479390	37479400	-0.001925
chr1	37479400	37500770	0
chr1	37500770	37500780	0.002775
chr1	37500780	37608540	0
chr1	37608540	37608550	0.005
chr1	37608550	37655630	0
chr1	37655630	37655640	0.004175
chr1	37655640	37657230	0
chr1	37657230	37657240	-0.0025
chr1	37657240	38068380	0
chr1	38068380	38068390	-0.001925
chr1	38068390	38377160	0
chr1	38377160	38377170	-0.00625
chr1	38377170	38392930	0
chr1	38392930	38392940	0.002275
chr1	38392940	38994290	0
chr1	38994290	38994300	0.0014
chr1	38994300	39079890	0
chr1	39079890	39079900	0.000825
chr1	39079900	39079920	0
chr1	39079920	39079930	0.000225
chr1	39079930	39795820	0
chr1	39795820	39795830	-0.005
chr1	39795830	39899160	0
chr1	39899160	39899170	0.002775
chr1	40000000	40159610	0
chr1	40159610	40159620	0.00155
chr1	40159620	40217700	0
chr1	40217700	40217710	0.001775
chr1	40217710	40340450	0
chr1	40340450	40340460	0.012675
chr1	40340460	40394710	0
chr1	40394710	40394720	0.002275
chr1	40394720	41210840	0
chr1	41210840	41210850	-0.001075
chr1	41210850	41400090	0
chr1	41400090	41400100	0.002275
chr1	41400100	42005420	0
chr1	42005420	42005430	0.001925
chr1	42005430	42872740	0
chr1	42872740	42872750	-0.002775
chr1	42872750	43021460	0
chr1	43021460	43021470	0.002275
chr1	43021470	43094720	0
chr1	43094720	43094730	0.0025
chr1	43094730	43162980	0
chr1	43162980	43162990	0.001675
chr1	43162990	43322420	0
chr1	43322420	43322430	-0.008325
chr1	43322430	43923480	0
chr1	43923480	43923490	0.0025
chr1	43923490	43991660	0
chr1	43991660	43991670	-0.001475
chr1	43991670	44154510	0
chr1	44154510	44154520	-0.003575
chr1	44154520	44154600	0
chr1	44154600	44154610	-0.002775
chr1	44154610	44362250	0
chr1	44362250	44362260	0.0125
chr1	44362260	44427170	0
chr1	44427170	44427180	-0.004175
chr1	44427180	44433220	0
chr1	44433220	44433230	0.003125
chr1	44433230	44497700	0
chr1	44497700	44497710	-0.003125
chr1	44497710	44551080	0
chr1	44551080	44551090	-0.04285
chr1	44551090	45093740	0
chr1	45093740	45093750	0.0025
chr1	45093750	45099920	0
chr1	45099920	45099930	0.0025
chr1	45099930	45796600	0
chr1	45796600	45796610	-0.002775
chr1	45796610	46334060	0
chr1	46334060	46334070	-0.0073
chr1	46334070	46453420	0
chr1	46453420	46453430	0.001675
chr1	46453430	46552810	0
chr1	46552810	46552820	-0.004175
chr1	46552820	46570040	0
chr1	46570040	46570050	-0.00415
chr1	46570050	46979300	0
chr1	46979300	46979310	0.002075
chr1	46979310	47414440	0
chr1	47414440	47414450	-0.001675
chr1	47414450	47488040	0
chr1	47488040	47488050	0.002275
chr1	47488050	47504410	0
chr1	47504410	47504420	-0.0025
chr1	47504420	47738860	0
chr1	47738860	47738870	0.013425
chr1	47738870	47770830	0
chr1	47770830	47770840	0.001475
chr1	47770840	47785530	0
chr1	47785530	47785540	-0.001475
chr1	47785540	48381020	0
chr1	48381020	48381030	0.001775
chr1	48381030	48527740	0
chr1	48527740	48527750	0.00625
chr1	48527750	48590190	0
chr1	48590190	48590200	-0.00155
chr1	48590200	48815650	0
chr1	48815650	48815660	-0.002775
chr1	48815660	49112220	0
chr1	49112220	49112230	0.003575
chr1	49112230	49129270	0
chr1	49129270	49129280	-0.002075
chr1	49129280	49611670	0
chr1	49611670	49611680	0.001475
chr1	49611680	49649640	0
chr1	49649640	49649650	-0.0025
chr1	49649650	49935830	0
chr1	49935830	49935840	0.002075
chr1	49935840	49943860	0
chr1	49943860	49943870	-0.002275
chr1	50000000	50013720	0
chr1	50013720	50013730	0.0014
chr1	50013730	50435920	0
chr1	50435920	50435930	-0.001925
chr1	50435930	50440120	0
chr1	50440120	50440130	-0.001675
chr1	50440130	50567790	0
chr1	50567790	50567800	0.005
chr1	50567800	50663390	0
chr1	50663390	50663400	0.002775
chr1	50663400	50678860	0
chr1	50678860	50678870	0.001675
chr1	50678870	50722500	0
chr1	50722500	50722510	0.002775
chr1	50722510	50867540	0
chr1	50867540	50867550	-0.00155
chr1	50867550	51043860	0
chr1	51043860	51043870	0.001675
chr1	51043870	51161020	0
chr1	51161020	51161030	-0.003575
chr1	51161030	51576170	0
chr1	51576170	51576180	0.0125
chr1	51576180	51639870	0
chr1	51639870	51639880	0.00125
chr1	51639880	51877130	0
chr1	51877130	51877140	-0.003125
chr1	51877140	52037570	0
chr1	52037570	52037580	-0.002275
chr1	52037580	52146330	0
chr1	52146330	52146340	0.002275
chr1	52146340	52250290	0
chr1	52250290	52250300	0.00155
chr1	52250300	52255000	0
chr1	52255000	52255010	-0.001325
chr1	52255010	52278210	0
chr1	52278210	52278220	-0.005
chr1	52278220	52302820	0
chr1	52302820	52302830	0.0025
chr1	52302830	52394660	0
chr1	52394660	52394670	0.002775
chr1	52394670	52413270	0
chr1	52413270	52413280	0.005275
chr1	52413280	52413290	0
chr1	52413290	52413300	0.003125
chr1	52413300	53181880	0
chr1	53181880	53181890	-0.003125
chr1	53181890	53194450	0
chr1	53194450	53194460	-0.002275
chr1	53194460	53332680	0
chr1	53332680	53332690	-0.002075
chr1	53332690	53371480	0
chr1	53371480	53371490	-0.003125
chr1	53371490	53494170	0
chr1	53494170	53494180	-0.01215
chr1	53494180	53551530	0
chr1	53551530	53551540	-0.00155
chr1	53551540	53712550	0
chr1	53712550	53712560	0.002075
chr1	53712560	53740600	0
chr1	53740600	53740610	-0.002075
chr1	53740610	53746080	0
chr1	53746080	53746090	0.024875
chr1	53746090	53760230	0
chr1	53760230	53760240	0.00105
chr1	53760240	53792920	0
chr1	53792920	53792930	-0.005
chr1	53792930	53841590	0
chr1	53841590	53841600	0.002775
chr1	53841600	53972290	0
chr1	53972290	53972300	0.005
chr1	53972300	54107300	0
chr1	54107300	54107310	-0.001775
chr1	54107310	54852740	0
chr1	54852740	54852750	0.001775
chr1	54852750	54912770	0
chr1	54912770	54912780	-0.003125
chr1	54912780	54925040	0
chr1	54925040	54925050	-0.0025
chr1	54925050	55119970	0
chr1	55119970	55119980	0.008325
chr1	55119980	55359530	0
chr1	55359530	55359540	0.004175
chr1	55359540	55419910	0
chr1	55419910	55419920	-0.001675
chr1	55419920	55631140	0
chr1	55631140	55631150	0.001675
chr1	55631150	55837780	0
chr1	55837780	55837790	-0.001925
chr1	55837790	55864700	0
chr1	55864700	55864710	-0.077225
chr1	55864710	55967600	0
chr1	55967600	55967610	-0.0125
chr1	55967610	56148430	0
chr1	56148430	56148440	-0.001925
chr1	56148440	56443320	0
chr1	56443320	56443330	0.002775
chr1	56443330	57323300	0
chr1	57323300	57323310	-0.002075
chr1	57323310	57684500	0
chr1	57684500	57684510	0.001925
chr1	57684510	57977540	0
chr1	57977540	57977550	0.00405
chr1	57977550	58111400	0
chr1	58111400	58111410	-0.009025
chr1	58111410	58143510	0
chr1	58143510	58143520	0.001475
chr1	58143520	58145210	0
chr1	58145210	58145220	0.0025
chr1	58145220	58508260	0
chr1	58508260	58508270	0.003575
chr1	58508270	58625390	0
chr1	58625390	58625400	0.0025
chr1	58625400	58665190	0
chr1	58665190	58665200	-0.003125
chr1	58665200	58883160	0
chr1	58883160	58883170	0.0014
chr1	58883170	59017710	0
chr1	59017710	59017720	0.001475
chr1	59017720	59168650	0
chr1	59168650	59168660	-0.003825
chr1	59168660	59184930	0
chr1	59184930	59184940	-0.025
chr1	59184940	59685970	0
chr1	59685970	59685980	0.00155
chr1	59685980	59759790	0
chr1	59759790	59759800	0.003575
chr1	59759800	59759840	0
chr1	59759840	59759850	0.003575
chr1	60000000	60062280	0
chr1	60062280	60062290	-0.003575
chr1	60062290	60062300	0
chr1	60062300	60062310	-0.003575
chr1	60062310	61081750	0
chr1	61081750	61081760	-0.002775
chr1	61081760	61129470	0
chr1	61129470	61129480	-0.002275
chr1	61129480	61207480	0
chr1	61207480	61207490	0.001925
chr1	61207490	61416330	0
chr1	61416330	61416340	0.002075
chr1	61416340	61972480	0
chr1	61972480	61972490	-0.003125
chr1	61972490	62179880	0
chr1	62179880	62179890	-0.003125
chr1	62179890	62403140	0
chr1	62403140	62403150	-0.003575
chr1	62403150	62469400	0
chr1	62469400	62469410	-0.001925
chr1	62469410	62585360	0
chr1	62585360	62585370	0.002275
chr1	62585370	62712920	0
chr1	62712920	62712930	0.0025
chr1	62712930	63336410	0
chr1	63336410	63336420	-0.00625
chr1	63336420	63711470	0
chr1	63711470	63711480	-0.001125
chr1	63711480	63772110	0
chr1	63772110	63772120	0.00155
chr1	63772120	63870410	0
chr1	63870410	63870420	-0.005
chr1	63870420	63924470	0
chr1	63924470	63924480	0.00125
chr1	63924480	63951490	0
chr1	63951490	63951500	-0.002075
chr1	63951500	63971810	0
chr1	63971810	63971820	-0.00155
chr1	63971820	63981690	0
chr1	63981690	63981700	0.002775
chr1	63981700	64178690	0
chr1	64178690	64178700	-0.033325
chr1	64178700	64396860	0
chr1	64396860	64396870	0.02375
chr1	64396870	64407900	0
chr1	64407900	64407910	-0.0125
chr1	64407910	64591200	0
chr1	64591200	64591210	-0.0025
chr1	64591210	64614690	0
chr1	64614690	64614700	-0.001675
chr1	64614700	64778450	0
chr1	64778450	64778460	0.001475
chr1	64778460	65154080	0
chr1	65154080	65154090	-0.001475
chr1	65154090	65163780	0
chr1	65163780	65163790	0.001675
chr1	65163790	65360580	0
chr1	65360580	65360590	-0.006175
chr1	65360590	65517240	0
chr1	65517240	65517250	0.003575
chr1	65517250	65540070	0
chr1	65540070	65540080	-0.011875
chr1	65540080	65579430	0
chr1	65579430	65579440	0.0012
chr1	65579440	65798170	0
chr1	65798170	65798180	-0.001925
chr1	65798180	65817460	0
chr1	65817460	65817470	0.025
chr1	65817470	65971850	0
chr1	65971850	65971860	0.001925
chr1	65971860	66194270	0
chr1	66194270	66194280	0.0025
chr1	66194280	66269120	0
chr1	66269120	66269130	-0.001775
chr1	66269130	66379750	0
chr1	66379750	66379760	-0.001675
chr1	66379760	66691240	0
chr1	66691240	66691250	-0.001925
chr1	66691250	67107950	0
chr1	67107950	67107960	-0.0041
chr1	67107960	67107990	0
chr1	67107990	67108000	-0.003225
chr1	67108000	67108020	0
chr1	67108020	67108030	-0.00155
chr1	67108030	67108070	0
chr1	67108070	67108080	0.001675
chr1	67108080	67108110	0
chr1	67108110	67108120	0.00155
chr1	67108120	67108130	0
chr1	67108130	67108140	0.017525
chr1	67108140	67611160	0
chr1	67611160	67611170	-0.00155
chr1	67611170	67730570	0
chr1	67730570	67730580	0.00555
chr1	67730580	67757230	0
chr1	67757230	67757240	-0.025
chr1	67757240	67810080	0
chr1	67810080	67810090	0.002775
chr1	67810090	67846820	0
chr1	67846820	67846830	-0.001775
chr1	67846830	68048440	0
chr1	68048440	68048450	0.001475
chr1	68048450	69267730	0
chr1	69267730	69267740	-0.00155
chr1	69267740	69575550	0
chr1	69575550	69575560	0.001325
chr1	69575560	69881160	0
chr1	69881160	69881170	0.0125
chr1	70000000	70269200	0
chr1	70269200	70269210	0.00155
chr1	70269210	70310160	0
chr1	70310160	70310170	-0.001675
chr1	70310170	70609640	0
chr1	70609640	70609650	-0.001475
chr1	70609650	70924110	0
chr1	70924110	70924120	-0.001125
chr1	70924120	71099270	0
chr1	71099270	71099280	0.003575
chr1	71099280	71112190	0
chr1	71112190	71112200	-0.001925
chr1	71112200	71152090	0
chr1	71152090	71152100	-0.002275
chr1	71152100	71384100	0
chr1	71384100	71384110	-0.003575
chr1	71384110	71577760	0
chr1	71577760	71577770	0.0025
chr1	71577770	71606490	0
chr1	71606490	71606500	-0.002775
chr1	71606500	71611080	0
chr1	71611080	71611090	-0.001675
chr1	71611090	71795010	0
chr1	71795010	71795020	-0.0125
chr1	71795020	72133290	0
chr1	72133290	72133300	-0.005
chr1	72133300	72377840	0
chr1	72377840	72377850	-0.002275
chr1	72377850	72398420	0
chr1	72398420	72398430	0.008325
chr1	72398430	72459580	0
chr1	72459580	72459590	-0.002275
chr1	72459590	72683560	0
chr1	72683560	72683570	-0.020975
chr1	72683570	72696360	0
chr1	72696360	72696370	0.000525
chr1	72696370	72696480	0
chr1	72696480	72696490	0.002225
chr1	72696490	72707000	0
chr1	72707000	72707010	-0.003125
chr1	72707010	73011690	0
chr1	73011690	73011700	-0.0014
chr1	73011700	73012210	0
chr1	73012210	73012220	-0.002075
chr1	73012220	73288410	0
chr1	73288410	73288420	0.023325
chr1	73288420	73288460	0
chr1	73288460	73288470	-0.005775
chr1	73288470	73319620	0
chr1	73319620	73319630	-0.003575
chr1	73319630	73647880	0
chr1	73647880	73647890	0.005
chr1	73647890	73740150	0
chr1	73740150	73740160	0.001775
chr1	73740160	74106730	0
chr1	74106730	74106740	0.00625
chr1	74106740	74341650	0
chr1	74341650	74341660	-0.001775
chr1	74341660	74455330	0
chr1	74455330	74455340	-0.025
chr1	74455340	74497120	0
chr1	74497120	74497130	-0.00105
chr1	74497130	75141180	0
chr1	75141180	75141190	0.004175
chr1	75141190	75304350	0
chr1	75304350	75304360	-0.001775
chr1	75304360	75351570	0
chr1	75351570	75351580	0.00625
chr1	75351580	75360090	0
chr1	75360090	75360100	-0.004175
chr1	75360100	75461950	0
chr1	75461950	75461960	-0.0025
chr1	75461960	75490950	0
chr1	75490950	75490960	0.002775
chr1	75490960	75707080	0
chr1	75707080	75707090	-0.002275
chr1	75707090	75770880	0
chr1	75770880	75770890	0.004175
chr1	75770890	75905240	0
chr1	75905240	75905250	-0.002275
chr1	75905250	75927360	0
chr1	75927360	75927370	0.00155
chr1	75927370	76003080	0
chr1	76003080	76003090	0.004175
chr1	76003090	76041750	0
chr1	76041750	76041760	0.004175
chr1	76041760	76431010	0
chr1	76431010	76431020	-0.033325
chr1	76431020	76713420	0
chr1	76713420	76713430	0.002775
chr1	76713430	76744560	0
chr1	76744560	76744570	0.002275
chr1	76744570	76963210	0
chr1	76963210	76963220	0.001675
chr1	76963220	77114660	0
chr1	77114660	77114670	0.001675
chr1	77114670	77188560	0
chr1	77188560	77188570	0.001775
chr1	77188570	77445790	0
chr1	77445790	77445800	0.002775
chr1	77445800	78587640	0
chr1	78587640	78587650	-0.0025
chr1	78587650	78780460	0
chr1	78780460	78780470	0.001475
chr1	78780470	78801680	0
chr1	78801680	78801690	-0.001475
chr1	78801690	78821830	0
chr1	78821830	78821840	0.002075
chr1	78821840	79010820	0
chr1	79010820	79010830	0.0025
chr1	79010830	79019200	0
chr1	79019200	79019210	-0.0025
chr1	79019210	79658890	0
chr1	79658890	79658900	-0.0014
chr1	79658900	79664560	0
chr1	79664560	79664570	-0.003575
chr1	80000000	80146660	0
chr1	80146660	80146670	-0.003125
chr1	80146670	80236110	0
chr1	80236110	80236120	0.004175
chr1	80236120	80549060	0
chr1	80549060	80549070	-0.002075
chr1	80549070	80638730	0
chr1	80638730	80638740	-0.001925
chr1	80638740	80895060	0
chr1	80895060	80895070	0.0025
chr1	80895070	81974550	0
chr1	81974550	81974560	-0.003575
chr1	81974560	82691190	0
chr1	82691190	82691200	0.002775
chr1	82691200	82737600	0
chr1	82737600	82737610	0.002275
chr1	82737610	82936120	0
chr1	82936120	82936130	-0.002775
chr1	82936130	83086480	0
chr1	83086480	83086490	-0.002275
chr1	83086490	83480160	0
chr1	83480160	83480170	0.001325
chr1	83480170	84061130	0
chr1	84061130	84061140	0.001925
chr1	84061140	84112750	0
chr1	84112750	84112760	0.001925
chr1	84112760	84145960	0
chr1	84145960	84145970	-0.0025
chr1	84145970	84371030	0
chr1	84371030	84371040	-0.002775
chr1	84371040	84750050	0
chr1	84750050	84750060	-0.004175
chr1	84750060	84955980	0
chr1	84955980	84955990	-0.007875
chr1	84955990	84956760	0
chr1	84956760	84956770	-0.0164
chr1	84956770	84956990	0
chr1	84956990	84957000	0.0119
chr1	84957000	84957080	0
chr1	84957080	84957090	-0.045075
chr1	84957090	84968300	0
chr1	84968300	84968310	-0.003575
chr1	84968310	84968890	0
chr1	84968890	84968900	-0.05
chr1	84968900	84977480	0
chr1	84977480	84977490	-0.0075
chr1	84977490	84989930	0
chr1	84989930	84989940	0.021025
chr1	84989940	85001220	0
chr1	85001220	85001230	-0.005625
