chr	start	end	score
chr1	9588730	9588740	-0.002075
chr1	9588740	9597860	0
chr1	9597860	9597870	-0.001475
chr1	9597870	9626140	0
chr1	9626140	9626150	-0.001925
chr1	9626150	9700760	0
chr1	9700760	9700770	0.00625
chr1	10000000	10252580	0
chr1	10252580	10252590	0.001925
chr1	10252590	10513620	0
chr1	10513620	10513630	0.009175
chr1	10513630	10848700	0
chr1	10848700	10848710	-0.001775
chr1	10848710	11718140	0
chr1	11718140	11718150	-0.0025
chr1	11718150	11816660	0
chr1	11816660	11816670	0.003125
chr1	11816670	11942660	0
chr1	11942660	11942670	-0.00155
chr1	11942670	12204560	0
chr1	12204560	12204570	-0.004175
chr1	12204570	12533020	0
chr1	12533020	12533030	0.007125
chr1	12533030	12746100	0
chr1	12746100	12746110	-0.002275
chr1	12746110	12886820	0
chr1	12886820	12886830	-0.0014
chr1	12886830	13127820	0
chr1	13127820	13127830	0.025
chr1	13127830	13186840	0
chr1	13186840	13186850	-0.003125
chr1	13186850	13371560	0
chr1	13371560	13371570	0.002075
chr1	13371570	13380800	0
chr1	13380800	13380810	0.00155
chr1	13380810	13435560	0
chr1	13435560	13435570	-0.008325
chr1	13435570	13596980	0
chr1	13596980	13596990	0.001675
chr1	13596990	13805390	0
chr1	13805390	13805400	0.009175
chr1	13805400	14328430	0
chr1	14328430	14328440	0.00155
chr1	14328440	15081650	0
chr1	15081650	15081660	0.006075
chr1	15081660	15099380	0
chr1	15099380	15099390	-0.01295
chr1	15099390	15468190	0
chr1	15468190	15468200	0.002075
chr1	15468200	15473930	0
chr1	15473930	15473940	0.003125
chr1	15473940	15863190	0
chr1	15863190	15863200	-0.005
chr1	15863200	16096980	0
chr1	16096980	16096990	-0.085425
chr1	16096990	16239840	0
chr1	16239840	16239850	0.004175
chr1	16239850	16363990	0
chr1	16363990	16364000	-0.002275
chr1	16364000	16543800	0
chr1	16543800	16543810	0.002775
chr1	16543810	16633640	0
chr1	16633640	16633650	0.0025
chr1	16633650	16852190	0
chr1	16852190	16852200	-0.003125
chr1	16852200	17046050	0
chr1	17046050	17046060	0.001925
chr1	17046060	17194870	0
chr1	17194870	17194880	0.011525
chr1	17194880	17402420	0
chr1	17402420	17402430	-0.0014
chr1	17402430	17943080	0
chr1	17943080	17943090	-0.003575
chr1	17943090	17995390	0
chr1	17995390	17995400	0.0025
chr1	17995400	18116790	0
chr1	18116790	18116800	-0.001675
chr1	18116800	18253820	0
chr1	18253820	18253830	-0.008375
chr1	18253830	18322110	0
chr1	18322110	18322120	0.0014
chr1	18322120	18394030	0
chr1	18394030	18394040	-0.001675
chr1	18394040	18649650	0
chr1	18649650	18649660	-0.004175
chr1	18649660	18725560	0
chr1	18725560	18725570	0.00125
chr1	18725570	18761950	0
chr1	18761950	18761960	-0.03105
chr1	18761960	18850020	0
chr1	18850020	18850030	-0.0025
chr1	18850030	19191960	0
chr1	19191960	19191970	-0.004175
chr1	19191970	19193030	0
chr1	19193030	19193040	0.01375
chr1	19193040	19367700	0
chr1	19367700	19367710	-0.0014
chr1	20000000	20623850	0
chr1	20623850	20623860	0.002275
chr1	20623860	21063940	0
chr1	21063940	21063950	-0.001475
chr1	21063950	21205860	0
chr1	21205860	21205870	0.001775
chr1	21205870	21401130	0
chr1	21401130	21401140	-0.056675
chr1	21401140	21476960	0
chr1	21476960	21476970	0.003125
chr1	21476970	21976500	0
chr1	21976500	21976510	0.0025
chr1	21976510	23196130	0
chr1	23196130	23196140	0.002275
chr1	23196140	23775690	0
chr1	23775690	23775700	0.001325
chr1	23775700	23797560	0
chr1	23797560	23797570	0.00155
chr1	23797570	23808310	0
chr1	23808310	23808320	-0.0012
chr1	23808320	23940090	0
chr1	23940090	23940100	-0.001475
chr1	23940100	24227040	0
chr1	24227040	24227050	0.003575
chr1	24227050	24449080	0
chr1	24449080	24449090	-0.001475
chr1	24449090	24787450	0
chr1	24787450	24787460	0.001325
chr1	24787460	25115800	0
chr1	25115800	25115810	0.0025
chr1	25115810	25417200	0
chr1	25417200	25417210	-0.0014
chr1	25417210	25706450	0
chr1	25706450	25706460	-0.002275
chr1	25706460	26454790	0
chr1	26454790	26454800	0.00065
chr1	26454800	26556440	0
chr1	26556440	26556450	-0.00155
chr1	26556450	26663430	0
chr1	26663430	26663440	-0.001675
chr1	26663440	26686050	0
chr1	26686050	26686060	-0.064575
chr1	26686060	27139340	0
chr1	27139340	27139350	0.002775
chr1	27139350	27212430	0
chr1	27212430	27212440	0.002075
chr1	27212440	27919020	0
chr1	27919020	27919030	-0.025
chr1	27919030	28031340	0
chr1	28031340	28031350	-0.00305
chr1	28031350	28083560	0
chr1	28083560	28083570	0.001475
chr1	28083570	28101510	0
chr1	28101510	28101520	-0.002275
chr1	28101520	28682290	0
chr1	28682290	28682300	-0.001925
chr1	28682300	29117910	0
chr1	29117910	29117920	0.001925
chr1	29117920	29338610	0
chr1	29338610	29338620	-0.0025
chr1	29338620	29377110	0
chr1	29377110	29377120	-0.001675
chr1	30000000	30084670	0
chr1	30084670	30084680	-0.0025
chr1	30084680	30094150	0
chr1	30094150	30094160	-0.002775
chr1	30094160	30333250	0
chr1	30333250	30333260	0.011025
chr1	30333260	30526510	0
chr1	30526510	30526520	0.016675
chr1	30526520	31299710	0
chr1	31299710	31299720	-0.001675
chr1	31299720	31733710	0
chr1	31733710	31733720	-0.00595
chr1	31733720	32068100	0
chr1	32068100	32068110	-0.002075
chr1	32068110	32207030	0
chr1	32207030	32207040	-0.01705
chr1	32207040	32441960	0
chr1	32441960	32441970	-0.003675
chr1	32441970	32487030	0
chr1	32487030	32487040	0.0014
chr1	32487040	32989780	0
chr1	32989780	32989790	0.00155
chr1	32989790	33197470	0
chr1	33197470	33197480	0.00155
chr1	33197480	33256670	0
chr1	33256670	33256680	0.0025
chr1	33256680	33675740	0
chr1	33675740	33675750	-0.001925
chr1	33675750	33849000	0
chr1	33849000	33849010	0.007075
chr1	33849010	34032690	0
chr1	34032690	34032700	-0.002775
chr1	34032700	34098800	0
chr1	34098800	34098810	0.002275
chr1	34098810	34271230	0
chr1	34271230	34271240	0.001925
chr1	34271240	34288360	0
chr1	34288360	34288370	0.001925
chr1	34288370	34604840	0
chr1	34604840	34604850	0.00695
chr1	34604850	34745730	0
chr1	34745730	34745740	0.0025
chr1	34745740	34891220	0
chr1	34891220	34891230	-0.00155
chr1	34891230	34945410	0
chr1	34945410	34945420	0.0211
chr1	34945420	34985740	0
chr1	34985740	34985750	0.018875
chr1	34985750	35148820	0
chr1	35148820	35148830	0.002775
chr1	35148830	35150360	0
chr1	35150360	35150370	0.001675
chr1	35150370	35205400	0
chr1	35205400	35205410	-0.002075
chr1	35205410	35480520	0
chr1	35480520	35480530	0.0025
chr1	35480530	35556520	0
chr1	35556520	35556530	-0.001925
chr1	35556530	35583390	0
chr1	35583390	35583400	-0.003125
chr1	35583400	35969550	0
chr1	35969550	35969560	0.002275
chr1	35969560	36173250	0
chr1	36173250	36173260	-0.004175
chr1	36173260	36234000	0
chr1	36234000	36234010	-0.002775
chr1	36234010	36356900	0
chr1	36356900	36356910	-0.001925
chr1	36356910	36396490	0
chr1	36396490	36396500	-0.002275
chr1	36396500	36485460	0
chr1	36485460	36485470	0.001125
chr1	36485470	36520650	0
chr1	36520650	36520660	0.001475
chr1	36520660	36910350	0
chr1	36910350	36910360	0.00625
chr1	36910360	36991670	0
chr1	36991670	36991680	-0.002075
chr1	36991680	37016010	0
chr1	37016010	37016020	-0.0014
chr1	37016020	37110240	0
chr1	37110240	37110250	-0.0014
chr1	37110250	37338040	0
chr1	37338040	37338050	-0.0025
chr1	37338050	37413860	0
chr1	37413860	37413870	-0.005
chr1	37413870	37446310	0
chr1	37446310	37446320	-0.001775
chr1	37446320	37595250	0
chr1	37595250	37595260	-0.0025
chr1	37595260	37620110	0
chr1	37620110	37620120	0.001675
chr1	37620120	37695810	0
chr1	37695810	37695820	0.003125
chr1	37695820	37852590	0
chr1	37852590	37852600	-0.003125
chr1	37852600	38011320	0
chr1	38011320	38011330	-0.003575
chr1	38011330	38480110	0
chr1	38480110	38480120	0.002775
chr1	38480120	38544110	0
chr1	38544110	38544120	0.001675
chr1	38544120	38573010	0
chr1	38573010	38573020	0.005775
chr1	38573020	38586500	0
chr1	38586500	38586510	-0.008325
chr1	38586510	39079890	0
chr1	39079890	39079900	0.000425
chr1	39079900	39137740	0
chr1	39137740	39137750	-0.002775
chr1	39137750	39178840	0
chr1	39178840	39178850	-0.0125
chr1	39178850	39344320	0
chr1	39344320	39344330	-0.002075
chr1	39344330	39502920	0
chr1	39502920	39502930	-0.004175
chr1	39502930	39552070	0
chr1	39552070	39552080	-0.002075
chr1	39552080	39561180	0
chr1	39561180	39561190	-0.002775
chr1	39561190	39593000	0
chr1	39593000	39593010	-0.003575
chr1	39593010	39604450	0
chr1	39604450	39604460	-0.0025
chr1	39604460	39682540	0
chr1	39682540	39682550	0.003125
chr1	39682550	39715510	0
chr1	39715510	39715520	-0.003125
chr1	39715520	39716810	0
chr1	39716810	39716820	-0.002075
chr1	39716820	39756110	0
chr1	39756110	39756120	0.005025
chr1	39756120	39851160	0
chr1	39851160	39851170	-0.003575
chr1	40000000	40612210	0
chr1	40612210	40612220	0.0025
chr1	40612220	40646830	0
chr1	40646830	40646840	-0.002275
chr1	40646840	40683620	0
chr1	40683620	40683630	0.004175
chr1	40683630	41061420	0
chr1	41061420	41061430	-0.00155
chr1	41061430	41129990	0
chr1	41129990	41130000	0.001475
chr1	41130000	41183530	0
chr1	41183530	41183540	0.004175
chr1	41183540	41210840	0
chr1	41210840	41210850	-0.001925
chr1	41210850	41270210	0
chr1	41270210	41270220	-0.004175
chr1	41270220	41478300	0
chr1	41478300	41478310	-0.0014
chr1	41478310	41863430	0
chr1	41863430	41863440	0.003125
chr1	41863440	41913830	0
chr1	41913830	41913840	-0.0012
chr1	41913840	42080250	0
chr1	42080250	42080260	0.002275
chr1	42080260	42207930	0
chr1	42207930	42207940	0.001925
chr1	42207940	42297560	0
chr1	42297560	42297570	0.00155
chr1	42297570	42535940	0
chr1	42535940	42535950	0.003125
chr1	42535950	43017900	0
chr1	43017900	43017910	-0.002775
chr1	43017910	43243210	0
chr1	43243210	43243220	0.0025
chr1	43243220	43282410	0
chr1	43282410	43282420	-0.003125
chr1	43282420	43524050	0
chr1	43524050	43524060	0.00125
chr1	43524060	43602080	0
chr1	43602080	43602090	-0.002075
chr1	43602090	43621110	0
chr1	43621110	43621120	0.00905
chr1	43621120	43795880	0
chr1	43795880	43795890	-0.0025
chr1	43795890	43942590	0
chr1	43942590	43942600	-0.002075
chr1	43942600	43991660	0
chr1	43991660	43991670	-0.001925
chr1	43991670	44295590	0
chr1	44295590	44295600	-0.002075
chr1	44295600	44342740	0
chr1	44342740	44342750	-0.0025
chr1	44342750	44360750	0
chr1	44360750	44360760	-0.001775
chr1	44360760	44362250	0
chr1	44362250	44362260	0.005
chr1	44362260	44433220	0
chr1	44433220	44433230	0.00585
chr1	44433230	44497700	0
chr1	44497700	44497710	-0.003125
chr1	44497710	44551080	0
chr1	44551080	44551090	-0.02275
chr1	44551090	45106680	0
chr1	45106680	45106690	0.001675
chr1	45106690	45134500	0
chr1	45134500	45134510	0.0012
chr1	45134510	45205860	0
chr1	45205860	45205870	-0.002075
chr1	45205870	45337950	0
chr1	45337950	45337960	0.002775
chr1	45337960	45711860	0
chr1	45711860	45711870	0.001475
chr1	45711870	45813940	0
chr1	45813940	45813950	-0.003575
chr1	45813950	45821070	0
chr1	45821070	45821080	0.00085
chr1	45821080	46002150	0
chr1	46002150	46002160	-0.001075
chr1	46002160	46011780	0
chr1	46011780	46011790	-0.0025
chr1	46011790	46134030	0
chr1	46134030	46134040	0.002775
chr1	46134040	46334060	0
chr1	46334060	46334070	-0.014
chr1	46334070	46631810	0
chr1	46631810	46631820	0.002275
chr1	46631820	46845740	0
chr1	46845740	46845750	-0.00125
chr1	46845750	47017940	0
chr1	47017940	47017950	0.001925
chr1	47017950	47063320	0
chr1	47063320	47063330	-0.00105
chr1	47063330	47158690	0
chr1	47158690	47158700	-0.001325
chr1	47158700	47168040	0
chr1	47168040	47168050	-0.0014
chr1	47168050	47430720	0
chr1	47430720	47430730	-0.001925
chr1	47430730	47524280	0
chr1	47524280	47524290	-0.002075
chr1	47524290	47738860	0
chr1	47738860	47738870	0.02775
chr1	47738870	47785530	0
chr1	47785530	47785540	-0.002775
chr1	47785540	47789600	0
chr1	47789600	47789610	-0.003125
chr1	47789610	48000760	0
chr1	48000760	48000770	-0.0014
chr1	48000770	48464840	0
chr1	48464840	48464850	0.001775
chr1	48464850	48497360	0
chr1	48497360	48497370	-0.002275
chr1	48497370	48539410	0
chr1	48539410	48539420	-0.020825
chr1	48539420	48583880	0
chr1	48583880	48583890	0.002275
chr1	48583890	49269160	0
chr1	49269160	49269170	0.001925
chr1	49269170	49473020	0
chr1	49473020	49473030	-0.002275
chr1	49473030	49552100	0
chr1	49552100	49552110	0.001925
chr1	49552110	49915220	0
chr1	49915220	49915230	0.00125
chr1	50000000	50080650	0
chr1	50080650	50080660	-0.001
chr1	50080660	50160080	0
chr1	50160080	50160090	-0.001475
chr1	50160090	50784300	0
chr1	50784300	50784310	-0.00105
chr1	50784310	51204650	0
chr1	51204650	51204660	0.00155
chr1	51204660	51370770	0
chr1	51370770	51370780	0.001925
chr1	51370780	52074570	0
chr1	52074570	52074580	-0.001925
chr1	52074580	52250290	0
chr1	52250290	52250300	0.001775
chr1	52250300	53234020	0
chr1	53234020	53234030	0.001475
chr1	53234030	53371480	0
chr1	53371480	53371490	-0.015825
chr1	53371490	53490050	0
chr1	53490050	53490060	0.001075
chr1	53490060	53491340	0
chr1	53491340	53491350	-0.003575
chr1	53491350	53494170	0
chr1	53494170	53494180	-0.0198
chr1	53494180	53746080	0
chr1	53746080	53746090	0.0244
chr1	53746090	53792920	0
chr1	53792920	53792930	-0.015475
chr1	53792930	53829840	0
chr1	53829840	53829850	0.0025
chr1	53829850	53862680	0
chr1	53862680	53862690	0.001925
chr1	53862690	54188360	0
chr1	54188360	54188370	0.002775
chr1	54188370	54278060	0
chr1	54278060	54278070	-0.0012
chr1	54278070	54404640	0
chr1	54404640	54404650	0.001775
chr1	54404650	54556920	0
chr1	54556920	54556930	-0.001325
chr1	54556930	54973310	0
chr1	54973310	54973320	-0.003575
chr1	54973320	55227180	0
chr1	55227180	55227190	-0.003125
chr1	55227190	55359530	0
chr1	55359530	55359540	0.00625
chr1	55359540	55383210	0
chr1	55383210	55383220	0.0025
chr1	55383220	55864700	0
chr1	55864700	55864710	-0.083325
chr1	55864710	55868640	0
chr1	55868640	55868650	-0.001675
chr1	55868650	55967600	0
chr1	55967600	55967610	-0.008575
chr1	55967610	56724560	0
chr1	56724560	56724570	0.001775
chr1	56724570	56779950	0
chr1	56779950	56779960	-0.008325
chr1	56779960	56906450	0
chr1	56906450	56906460	-0.001675
chr1	56906460	58016680	0
chr1	58016680	58016690	-0.001775
chr1	58016690	58103140	0
chr1	58103140	58103150	-0.002275
chr1	58103150	58561160	0
chr1	58561160	58561170	-0.001925
chr1	58561170	58638520	0
chr1	58638520	58638530	-0.003575
chr1	58638530	58823720	0
chr1	58823720	58823730	-0.001925
chr1	58823730	58883160	0
chr1	58883160	58883170	0.001925
chr1	58883170	59004880	0
chr1	59004880	59004890	0.00125
chr1	59004890	59168650	0
chr1	59168650	59168660	-0.001775
chr1	59168660	59210770	0
chr1	59210770	59210780	-0.003575
chr1	59210780	59435810	0
chr1	59435810	59435820	0.002775
chr1	59435820	59466460	0
chr1	59466460	59466470	-0.003125
chr1	59466470	59617890	0
chr1	59617890	59617900	-0.002775
chr1	59617900	59759790	0
chr1	59759790	59759800	0.001925
chr1	59759800	59759840	0
chr1	59759840	59759850	0.013625
chr1	59759850	59957620	0
chr1	59957620	59957630	-0.001775
chr1	60000000	60062370	0
chr1	60062370	60062380	-0.002275
chr1	60062380	60121110	0
chr1	60121110	60121120	0.002275
chr1	60121120	60151890	0
chr1	60151890	60151900	-0.002275
chr1	60151900	61418940	0
chr1	61418940	61418950	-0.0031
chr1	61418950	62205660	0
chr1	62205660	62205670	0.001325
chr1	62205670	62462690	0
chr1	62462690	62462700	0.002075
chr1	62462700	62585360	0
chr1	62585360	62585370	0.004175
chr1	62585370	63037420	0
chr1	63037420	63037430	-0.001925
chr1	63037430	63072110	0
chr1	63072110	63072120	-0.002275
chr1	63072120	63145060	0
chr1	63145060	63145070	0.002075
chr1	63145070	63340280	0
chr1	63340280	63340290	-0.003125
chr1	63340290	63341810	0
chr1	63341810	63341820	0.003475
chr1	63341820	63427460	0
chr1	63427460	63427470	0.001325
chr1	63427470	63457320	0
chr1	63457320	63457330	0.008325
chr1	63457330	63514620	0
chr1	63514620	63514630	-0.00105
chr1	63514630	63563120	0
chr1	63563120	63563130	0.001775
chr1	63563130	63978560	0
chr1	63978560	63978570	-0.002275
chr1	63978570	64051960	0
chr1	64051960	64051970	-0.002275
chr1	64051970	64160730	0
chr1	64160730	64160740	-0.0025
chr1	64160740	64167980	0
chr1	64167980	64167990	0.002775
chr1	64167990	64178690	0
chr1	64178690	64178700	-0.005
chr1	64178700	64226370	0
chr1	64226370	64226380	0.004175
chr1	64226380	64315890	0
chr1	64315890	64315900	0.003575
chr1	64315900	64396860	0
chr1	64396860	64396870	0.027225
chr1	64396870	64886710	0
chr1	64886710	64886720	-0.0014
chr1	64886720	64905860	0
chr1	64905860	64905870	-0.003125
chr1	64905870	64997490	0
chr1	64997490	64997500	-0.00155
chr1	64997500	65176550	0
chr1	65176550	65176560	-0.001675
chr1	65176560	65223240	0
chr1	65223240	65223250	0.003125
chr1	65223250	65360580	0
chr1	65360580	65360590	-0.012625
chr1	65360590	65540070	0
chr1	65540070	65540080	-0.001925
chr1	65540080	65798170	0
chr1	65798170	65798180	-0.001925
chr1	65798180	65857590	0
chr1	65857590	65857600	0.0014
chr1	65857600	66013700	0
chr1	66013700	66013710	-0.00125
chr1	66013710	66472290	0
chr1	66472290	66472300	0.001475
chr1	66472300	66478130	0
chr1	66478130	66478140	-0.003075
chr1	66478140	66733290	0
chr1	66733290	66733300	-0.002775
chr1	66733300	67107950	0
chr1	67107950	67107960	-0.001925
chr1	67107960	67108020	0
chr1	67108020	67108030	0.000725
chr1	67108030	67108130	0
chr1	67108130	67108140	0.019675
chr1	67108140	67344130	0
chr1	67344130	67344140	0.0025
chr1	67344140	67477790	0
chr1	67477790	67477800	-0.001925
chr1	67477800	67730570	0
chr1	67730570	67730580	0.003225
chr1	67730580	68268460	0
chr1	68268460	68268470	0.004175
chr1	68268470	68555500	0
chr1	68555500	68555510	-0.00125
chr1	68555510	68593730	0
chr1	68593730	68593740	0.002275
chr1	68593740	68718570	0
chr1	68718570	68718580	0.0014
chr1	68718580	69094130	0
chr1	69094130	69094140	0.000925
chr1	69094140	69225170	0
chr1	69225170	69225180	-0.001925
chr1	69225180	69808860	0
chr1	69808860	69808870	0.002275
chr1	70000000	70296900	0
chr1	70296900	70296910	0.001675
chr1	70296910	70809300	0
chr1	70809300	70809310	0.002075
chr1	70809310	70832400	0
chr1	70832400	70832410	0.001675
chr1	70832410	71396890	0
chr1	71396890	71396900	0.0025
chr1	71396900	71487750	0
chr1	71487750	71487760	-0.001775
chr1	71487760	71514590	0
chr1	71514590	71514600	-0.008325
chr1	71514600	71762090	0
chr1	71762090	71762100	-0.003575
chr1	71762100	71870190	0
chr1	71870190	71870200	0.01205
chr1	71870200	72053410	0
chr1	72053410	72053420	-0.002775
chr1	72053420	72648790	0
chr1	72648790	72648800	-0.002275
chr1	72648800	72683560	0
chr1	72683560	72683570	-0.020225
chr1	72683570	72696480	0
chr1	72696480	72696490	0.0003
chr1	72696490	73057440	0
chr1	73057440	73057450	-0.001475
chr1	73057450	73072640	0
chr1	73072640	73072650	-0.002275
chr1	73072650	73083530	0
chr1	73083530	73083540	-0.002075
chr1	73083540	73288410	0
chr1	73288410	73288420	0.00295
chr1	73288420	73288460	0
chr1	73288460	73288470	-0.00385
chr1	73288470	73382620	0
chr1	73382620	73382630	-0.001675
chr1	73382630	73542850	0
chr1	73542850	73542860	0.0014
chr1	73542860	73613560	0
chr1	73613560	73613570	0.0014
chr1	73613570	73638490	0
chr1	73638490	73638500	0.002275
chr1	73638500	73647880	0
chr1	73647880	73647890	0.005
chr1	73647890	74152870	0
chr1	74152870	74152880	0.002075
chr1	74152880	74173930	0
chr1	74173930	74173940	-0.002075
chr1	74173940	74224770	0
chr1	74224770	74224780	-0.005
chr1	74224780	74402550	0
chr1	74402550	74402560	0.00155
chr1	74402560	74426550	0
chr1	74426550	74426560	-0.003575
chr1	74426560	74626360	0
chr1	74626360	74626370	-0.001775
chr1	74626370	74709040	0
chr1	74709040	74709050	0.0025
chr1	74709050	75351570	0
chr1	75351570	75351580	0.012075
chr1	75351580	75418070	0
chr1	75418070	75418080	0.003125
chr1	75418080	75531600	0
chr1	75531600	75531610	0.002275
chr1	75531610	75545290	0
chr1	75545290	75545300	0.003575
chr1	75545300	75553760	0
chr1	75553760	75553770	0.003575
chr1	75553770	75556510	0
chr1	75556510	75556520	-0.002275
chr1	75556520	76029550	0
chr1	76029550	76029560	0.0025
chr1	76029560	76191620	0
chr1	76191620	76191630	0.0014
chr1	76191630	76321920	0
chr1	76321920	76321930	-0.001775
chr1	76321930	76403430	0
chr1	76403430	76403440	-0.002775
chr1	76403440	76431010	0
chr1	76431010	76431020	-0.016675
chr1	76431020	76808470	0
chr1	76808470	76808480	-0.001675
chr1	76808480	77528300	0
chr1	77528300	77528310	0.001325
chr1	77528310	77623070	0
chr1	77623070	77623080	-0.002775
chr1	77623080	78021300	0
chr1	78021300	78021310	-0.002075
chr1	78021310	78274270	0
chr1	78274270	78274280	0.002275
chr1	78274280	78288980	0
chr1	78288980	78288990	-0.003575
chr1	78288990	78467220	0
chr1	78467220	78467230	0.001475
chr1	78467230	78501500	0
chr1	78501500	78501510	0.005
chr1	78501510	78502680	0
chr1	78502680	78502690	-0.002075
chr1	78502690	78732300	0
chr1	78732300	78732310	0.0025
chr1	78732310	78972160	0
chr1	78972160	78972170	-0.001775
chr1	78972170	79010820	0
chr1	79010820	79010830	0.002775
chr1	79010830	79019200	0
chr1	79019200	79019210	-0.010525
chr1	79019210	79019230	0
chr1	79019230	79019240	-0.001925
chr1	79019240	79121200	0
chr1	79121200	79121210	-0.001675
chr1	79121210	79218530	0
chr1	79218530	79218540	-0.001475
chr1	79218540	79547010	0
chr1	79547010	79547020	0.004175
chr1	80000000	80984320	0
chr1	80984320	80984330	-0.025
chr1	80984330	81166870	0
chr1	81166870	81166880	0.00095
chr1	81166880	81423810	0
chr1	81423810	81423820	0.001775
chr1	81423820	81693040	0
chr1	81693040	81693050	-0.001475
chr1	81693050	82127170	0
chr1	82127170	82127180	-0.001775
chr1	82127180	82165470	0
chr1	82165470	82165480	0.002075
chr1	82165480	82475910	0
chr1	82475910	82475920	-0.001325
chr1	82475920	82631590	0
chr1	82631590	82631600	0.005
chr1	82631600	82668180	0
chr1	82668180	82668190	-0.00625
chr1	82668190	82815030	0
chr1	82815030	82815040	0.0025
chr1	82815040	82893630	0
chr1	82893630	82893640	-0.001925
chr1	82893640	82938880	0
chr1	82938880	82938890	-0.010775
chr1	82938890	83045470	0
chr1	83045470	83045480	-0.008325
chr1	83045480	83077500	0
chr1	83077500	83077510	-0.001925
chr1	83077510	83369950	0
chr1	83369950	83369960	0.002775
chr1	83369960	83480160	0
chr1	83480160	83480170	0.0014
chr1	83480170	83528340	0
chr1	83528340	83528350	0.001775
chr1	83528350	83641720	0
chr1	83641720	83641730	-0.003125
chr1	83641730	84152280	0
chr1	84152280	84152290	-0.001775
chr1	84152290	84177900	0
chr1	84177900	84177910	-0.001
chr1	84177910	84298580	0
chr1	84298580	84298590	-0.003125
chr1	84298590	84366010	0
chr1	84366010	84366020	-0.004175
chr1	84366020	84598540	0
chr1	84598540	84598550	0.001475
chr1	84598550	84686120	0
chr1	84686120	84686130	0.007125
chr1	84686130	84770390	0
chr1	84770390	84770400	-0.0012
chr1	84770400	84875230	0
chr1	84875230	84875240	0.001675
chr1	84875240	84894580	0
chr1	84894580	84894590	-0.005
chr1	84894590	84956760	0
chr1	84956760	84956770	-0.02015
chr1	84956770	84956990	0
chr1	84956990	84957000	0.006175
chr1	84957000	84957080	0
chr1	84957080	84957090	-0.040625
chr1	84957090	84968300	0
chr1	84968300	84968310	-0.0147
chr1	84968310	84977480	0
chr1	84977480	84977490	-0.0101
chr1	84977490	84989930	0
chr1	84989930	84989940	0.019875
chr1	84989940	85001220	0
chr1	85001220	85001230	-0.008075
chr1	85001230	85009030	0
chr1	85009030	85009040	0.0179
chr1	85009040	85011140	0
chr1	85011140	85011150	0.004375
chr1	85011150	85011930	0
chr1	85011930	85011940	0.011575
chr1	85011940	85012980	0
chr1	85012980	85012990	-0.046025
chr1	85012990	85013710	0
chr1	85013710	85013720	-0.00455
chr1	85013720	85029330	0
chr1	85029330	85029340	-0.008325
chr1	85029340	85037470	0
chr1	85037470	85037480	-0.03155
chr1	85037480	85038540	0
chr1	85038540	85038550	-0.029175
chr1	85038550	85046240	0
chr1	85046240	85046250	-0.03845
chr1	85046250	85066920	0
chr1	85066920	85066930	-0.0118
chr1	85066930	85068600	0
chr1	85068600	85068610	0.0175
chr1	85068610	85072040	0
chr1	85072040	85072050	-0.035675
chr1	85072050	85073720	0
chr1	85073720	85073730	0.00625
chr1	85073730	85076590	0
chr1	85076590	85076600	-0.034725
