chr	start	end	score
chr1	12752070	12752080	0.001675
chr1	12752080	12921870	0
chr1	12921870	12921880	0.003125
chr1	12921880	12921890	-0.01875
chr1	12921890	12954940	0
chr1	12954940	12954950	0.00155
chr1	12954950	12988860	0
chr1	12988860	12988870	0.001675
chr1	12988870	13077300	0
chr1	13077300	13077310	-0.008325
chr1	13077310	13204090	0
chr1	13204090	13204100	0.001925
chr1	13204100	13266040	0
chr1	13266040	13266050	0.001775
chr1	13266050	13430630	0
chr1	13430630	13430640	-0.001475
chr1	13430640	13435480	0
chr1	13435480	13435490	0.01225
chr1	13435490	13435540	0
chr1	13435540	13435550	0.007925
chr1	13435550	13435590	0
chr1	13435590	13435600	0.00835
chr1	13435600	13435610	0.001925
chr1	13435610	13488600	0
chr1	13488600	13488610	-0.003575
chr1	13488610	13490160	0
chr1	13490160	13490170	-0.002075
chr1	13490170	13493900	0
chr1	13493900	13493910	0.001775
chr1	13493910	13642660	0
chr1	13642660	13642670	0.002075
chr1	13642670	13671050	0
chr1	13671050	13671060	-0.001775
chr1	13671060	13744140	0
chr1	13744140	13744150	-0.0047
chr1	13744150	13796780	0
chr1	13796780	13796790	-0.020425
chr1	13796790	13814000	0
chr1	13814000	13814010	0.008325
chr1	13814010	13917520	0
chr1	13917520	13917530	0.001775
chr1	13917530	13951730	0
chr1	13951730	13951740	0.0025
chr1	13951740	13966330	0
chr1	13966330	13966340	-0.00155
chr1	13966340	14168320	0
chr1	14168320	14168330	0.001775
chr1	14168330	14370840	0
chr1	14370840	14370850	-0.00125
chr1	14370850	14466950	0
chr1	14466950	14466960	-0.00125
chr1	14466960	14473240	0
chr1	14473240	14473250	-0.0125
chr1	14473250	14553870	0
chr1	14553870	14553880	-0.005
chr1	14553880	14599870	0
chr1	14599870	14599880	-0.00155
chr1	14599880	14663960	0
chr1	14663960	14663970	-0.002275
chr1	14663970	14734070	0
chr1	14734070	14734080	0.001475
chr1	14734080	14753160	0
chr1	14753160	14753170	-0.0014
chr1	14753170	14794850	0
chr1	14794850	14794860	-0.0025
chr1	14794860	14890260	0
chr1	14890260	14890270	0.001325
chr1	14890270	15035070	0
chr1	15035070	15035080	0.0014
chr1	15035080	15053060	0
chr1	15053060	15053070	0.001675
chr1	15053070	15081660	0
chr1	15081660	15081670	0.006075
chr1	15081670	15229110	0
chr1	15229110	15229120	0.0047
chr1	15229120	15256510	0
chr1	15256510	15256520	0.008325
chr1	15256520	15257490	0
chr1	15257490	15257500	-0.00125
chr1	15257500	15295880	0
chr1	15295880	15295890	-0.001325
chr1	15295890	15313480	0
chr1	15313480	15313490	-0.002275
chr1	15313490	15350530	0
chr1	15350530	15350540	-0.001925
chr1	15350540	15369390	0
chr1	15369390	15369400	-0.002075
chr1	15369400	15468670	0
chr1	15468670	15468680	-0.02835
chr1	15468680	15468720	0
chr1	15468720	15468730	-0.0122
chr1	15468730	15501680	0
chr1	15501680	15501690	0.00565
chr1	15501690	15825110	0
chr1	15825110	15825120	0.001675
chr1	15825120	15853100	0
chr1	15853100	15853110	0.001775
chr1	15853110	15954640	0
chr1	15954640	15954650	0.003125
chr1	15954650	15956940	0
chr1	15956940	15956950	0.001
chr1	15956950	15995230	0
chr1	15995230	15995240	-0.003125
chr1	15995240	16001750	0
chr1	16001750	16001760	0.002275
chr1	16001760	16008180	0
chr1	16008180	16008190	0.001325
chr1	16008190	16124160	0
chr1	16124160	16124170	-0.001925
chr1	16124170	16158280	0
chr1	16158280	16158290	-0.00625
chr1	16158290	16172970	0
chr1	16172970	16172980	-0.002275
chr1	16172980	16250960	0
chr1	16250960	16250970	0.001325
chr1	16250970	16254840	0
chr1	16254840	16254850	-0.002775
chr1	16254850	16333910	0
chr1	16333910	16333920	0.004175
chr1	16333920	16418380	0
chr1	16418380	16418390	0.004175
chr1	16418390	16426280	0
chr1	16426280	16426290	0.00155
chr1	16426290	16438440	0
chr1	16438440	16438450	-0.00125
chr1	16438450	16474800	0
chr1	16474800	16474810	0.001775
chr1	16474810	16567430	0
chr1	16567430	16567440	-0.003575
chr1	16567440	16606210	0
chr1	16606210	16606220	0.00125
chr1	16606220	16620560	0
chr1	16620560	16620570	0.00155
chr1	16620570	16630630	0
chr1	16630630	16630640	0.01425
chr1	16630640	16713570	0
chr1	16713570	16713580	0.013325
chr1	16713580	16713620	0
chr1	16713620	16713630	0.010425
chr1	16713630	16730470	0
chr1	16730470	16730480	-0.001675
chr1	16730480	16733480	0
chr1	16733480	16733490	-0.001775
chr1	16733490	16778280	0
chr1	16778280	16778290	0.002075
chr1	16778290	16783730	0
chr1	16783730	16783740	0.008325
chr1	16783740	16817280	0
chr1	16817280	16817290	0.003575
chr1	16817290	16917380	0
chr1	16917380	16917390	-0.001325
chr1	16917390	16938300	0
chr1	16938300	16938310	-0.005
chr1	16938310	16939750	0
chr1	16939750	16939760	0.008325
chr1	16939760	16955920	0
chr1	16955920	16955930	0.00625
chr1	16955930	17109730	0
chr1	17109730	17109740	0.001675
chr1	17109740	17112420	0
chr1	17112420	17112430	-0.005125
chr1	17112430	17112440	0
chr1	17112440	17112450	0.001675
chr1	17112450	17135360	0
chr1	17135360	17135370	0.00835
chr1	17135370	17135420	0
chr1	17135420	17135430	-0.002075
chr1	17135430	17142840	0
chr1	17142840	17142850	0.002075
chr1	17142850	17257250	0
chr1	17257250	17257260	-0.003575
chr1	17257260	17433800	0
chr1	17433800	17433810	0.0025
chr1	17433810	17512660	0
chr1	17512660	17512670	-0.001325
chr1	17512670	17520440	0
chr1	17520440	17520450	0.003125
chr1	17520450	17524600	0
chr1	17524600	17524610	0.003125
chr1	17524610	17531140	0
chr1	17531140	17531150	0.01055
chr1	17531150	17629180	0
chr1	17629180	17629190	0.004175
chr1	17629190	17672400	0
chr1	17672400	17672410	0.009175
chr1	17672410	17727110	0
chr1	17727110	17727120	-0.001925
chr1	17727120	17812680	0
chr1	17812680	17812690	0.00155
chr1	17812690	17943090	0
chr1	17943090	17943100	0.005
chr1	17943100	17957120	0
chr1	17957120	17957130	-0.045775
chr1	17957130	18016100	0
chr1	18016100	18016110	0.001325
chr1	18016110	18078060	0
chr1	18078060	18078070	-0.004175
chr1	18078070	18087490	0
chr1	18087490	18087500	-0.069175
chr1	18087500	18095370	0
chr1	18095370	18095380	-0.002075
chr1	18095380	18105880	0
chr1	18105880	18105890	0.025
chr1	18105890	18114670	0
chr1	18114670	18114680	0.025
chr1	18114680	18154710	0
chr1	18154710	18154720	0.00095
chr1	18154720	18373580	0
chr1	18373580	18373590	0.0025
chr1	18373590	18389730	0
chr1	18389730	18389740	-0.001475
chr1	18389740	18481230	0
chr1	18481230	18481240	0.001775
chr1	18481240	18513760	0
chr1	18513760	18513770	0.004175
chr1	18513770	18625370	0
chr1	18625370	18625380	0.001775
chr1	18625380	18700900	0
chr1	18700900	18700910	0.001925
chr1	18700910	18706790	0
chr1	18706790	18706800	-0.002775
chr1	18706800	18714600	0
chr1	18714600	18714610	0.003575
chr1	18714610	18716120	0
chr1	18716120	18716130	0.001475
chr1	18716130	18760800	0
chr1	18760800	18760810	0.01145
chr1	18760810	18782410	0
chr1	18782410	18782420	-0.0025
chr1	18782420	18888440	0
chr1	18888440	18888450	-0.003125
chr1	18888450	18988470	0
chr1	18988470	18988480	-0.001675
chr1	18988480	19061780	0
chr1	19061780	19061790	-0.001675
chr1	19061790	19063210	0
chr1	19063210	19063220	-0.00105
chr1	19063220	19153810	0
chr1	19153810	19153820	0.025
chr1	19153820	19180310	0
chr1	19180310	19180320	0.003125
chr1	19180320	19182890	0
chr1	19182890	19182900	-0.007275
chr1	19182900	19193000	0
chr1	19193000	19193010	-0.002775
chr1	19193010	19537920	0
chr1	19537920	19537930	-0.00155
chr1	19537930	19663300	0
chr1	19663300	19663310	0.00105
chr1	19663310	19693510	0
chr1	19693510	19693520	-0.0025
chr1	19693520	19694270	0
chr1	19694270	19694280	0.002925
chr1	19694280	19773340	0
chr1	19773340	19773350	0.001475
chr1	19773350	19823570	0
chr1	19823570	19823580	0.002775
chr1	19823580	19921430	0
chr1	19921430	19921440	-0.008175
chr1	19921440	19954100	0
chr1	19954100	19954110	0.0125
chr1	20000000	20000690	0
chr1	20000690	20000700	0.003125
chr1	20000700	20025080	0
chr1	20025080	20025090	0.0014
chr1	20025090	20096840	0
chr1	20096840	20096850	-0.002775
chr1	20096850	20155860	0
chr1	20155860	20155870	0.001675
chr1	20155870	20365360	0
chr1	20365360	20365370	-0.002075
chr1	20365370	20449440	0
chr1	20449440	20449450	0.001475
chr1	20449450	20481570	0
chr1	20481570	20481580	-0.001775
chr1	20481580	20503330	0
chr1	20503330	20503340	0.003575
chr1	20503340	20538230	0
chr1	20538230	20538240	-0.001125
chr1	20538240	20601300	0
chr1	20601300	20601310	-0.0025
chr1	20601310	20648450	0
chr1	20648450	20648460	0.003125
chr1	20648460	20692050	0
chr1	20692050	20692060	0.001925
chr1	20692060	20710320	0
chr1	20710320	20710330	0.004175
chr1	20710330	20725880	0
chr1	20725880	20725890	-0.00155
chr1	20725890	20766940	0
chr1	20766940	20766950	0.002075
chr1	20766950	20769350	0
chr1	20769350	20769360	-0.001775
chr1	20769360	20815690	0
chr1	20815690	20815700	0.00155
chr1	20815700	20849190	0
chr1	20849190	20849200	0.005
chr1	20849200	20892430	0
chr1	20892430	20892440	-0.0014
chr1	20892440	20960220	0
chr1	20960220	20960230	-0.001775
chr1	20960230	21107880	0
chr1	21107880	21107890	-0.005
chr1	21107890	21129330	0
chr1	21129330	21129340	0.001475
chr1	21129340	21186070	0
chr1	21186070	21186080	0.002275
chr1	21186080	21372890	0
chr1	21372890	21372900	-0.001675
chr1	21372900	21464210	0
chr1	21464210	21464220	0.002275
chr1	21464220	21465810	0
chr1	21465810	21465820	-0.003575
chr1	21465820	21546070	0
chr1	21546070	21546080	-0.020825
chr1	21546080	21670890	0
chr1	21670890	21670900	-0.002275
chr1	21670900	21687660	0
chr1	21687660	21687670	-0.0014
chr1	21687670	21790440	0
chr1	21790440	21790450	-0.001925
chr1	21790450	21884430	0
chr1	21884430	21884440	0.001775
chr1	21884440	22015460	0
chr1	22015460	22015470	0.003575
chr1	22015470	22042820	0
chr1	22042820	22042830	0.0014
chr1	22042830	22046070	0
chr1	22046070	22046080	-0.001475
chr1	22046080	22078560	0
chr1	22078560	22078570	0.004175
chr1	22078570	22078580	0.00625
chr1	22078580	22107020	0
chr1	22107020	22107030	-0.0014
chr1	22107030	22142260	0
chr1	22142260	22142270	-0.002775
chr1	22142270	22154570	0
chr1	22154570	22154580	0.0809
chr1	22154580	22905240	0
chr1	22905240	22905250	0.001775
chr1	22905250	22973250	0
chr1	22973250	22973260	-0.003575
chr1	22973260	23002240	0
chr1	23002240	23002250	-0.001925
chr1	23002250	23042210	0
chr1	23042210	23042220	-0.001775
chr1	23042220	23060090	0
chr1	23060090	23060100	0.001675
chr1	23060100	23139890	0
chr1	23139890	23139900	-0.00155
chr1	23139900	23198240	0
chr1	23198240	23198250	0.002075
chr1	23198250	23202220	0
chr1	23202220	23202230	0.004175
chr1	23202230	23247080	0
chr1	23247080	23247090	0.004175
chr1	23247090	23317860	0
chr1	23317860	23317870	0.001475
chr1	23317870	23376830	0
chr1	23376830	23376840	0.001675
chr1	23376840	23503200	0
chr1	23503200	23503210	0.001775
chr1	23503210	23531330	0
chr1	23531330	23531340	-0.002275
chr1	23531340	23538080	0
chr1	23538080	23538090	0.002075
chr1	23538090	23618540	0
chr1	23618540	23618550	0.003575
chr1	23618550	23643230	0
chr1	23643230	23643240	0.002275
chr1	23643240	23655640	0
chr1	23655640	23655650	-0.002075
chr1	23655650	23671440	0
chr1	23671440	23671450	0.002075
chr1	23671450	23835960	0
chr1	23835960	23835970	-0.008325
chr1	23835970	23840840	0
chr1	23840840	23840850	-0.005
chr1	23840850	23863280	0
chr1	23863280	23863290	-0.002075
chr1	23863290	23907310	0
chr1	23907310	23907320	-0.002075
chr1	23907320	23973090	0
chr1	23973090	23973100	0.002375
chr1	23973100	23992050	0
chr1	23992050	23992060	-0.001925
chr1	23992060	23993570	0
chr1	23993570	23993580	0.002275
chr1	23993580	24003600	0
chr1	24003600	24003610	0.001475
chr1	24003610	24036060	0
chr1	24036060	24036070	0.005
chr1	24036070	24064010	0
chr1	24064010	24064020	-0.00155
chr1	24064020	24106660	0
chr1	24106660	24106670	0.002075
chr1	24106670	24109110	0
chr1	24109110	24109120	0.001925
chr1	24109120	24120630	0
chr1	24120630	24120640	-0.001925
chr1	24120640	24126720	0
chr1	24126720	24126730	-0.003125
chr1	24126730	24196620	0
chr1	24196620	24196630	-0.00305
chr1	24196630	24201390	0
chr1	24201390	24201400	0.00155
chr1	24201400	24203230	0
chr1	24203230	24203240	0.001775
chr1	24203240	24229790	0
chr1	24229790	24229800	0.001775
chr1	24229800	24240040	0
chr1	24240040	24240050	-0.001475
chr1	24240050	24297230	0
chr1	24297230	24297240	-0.002275
chr1	24297240	24318850	0
chr1	24318850	24318860	0.0025
chr1	24318860	24341810	0
chr1	24341810	24341820	0.025
chr1	24341820	24431210	0
chr1	24431210	24431220	-0.002775
chr1	24431220	24462820	0
chr1	24462820	24462830	-0.017775
chr1	24462830	24518930	0
chr1	24518930	24518940	-0.004175
chr1	24518940	24576120	0
chr1	24576120	24576130	-0.005
chr1	24576130	24593300	0
chr1	24593300	24593310	-0.003125
chr1	24593310	24610890	0
chr1	24610890	24610900	0.0014
chr1	24610900	24613100	0
chr1	24613100	24613110	-0.000175
chr1	24613110	24623350	0
chr1	24623350	24623360	-0.0014
chr1	24623360	24651410	0
chr1	24651410	24651420	0.002275
chr1	24651420	24684110	0
chr1	24684110	24684120	0.006075
chr1	24684120	24684130	-0.001125
chr1	24684130	24684140	0.00025
chr1	24684140	24684150	-0.0009
chr1	24684150	24684160	0.0018
chr1	24684160	24722570	0
chr1	24722570	24722580	0.005
chr1	24722580	24784480	0
chr1	24784480	24784490	0.001075
chr1	24784490	24804280	0
chr1	24804280	24804290	0.001475
chr1	24804290	24811560	0
chr1	24811560	24811570	0.001775
chr1	24811570	24898430	0
chr1	24898430	24898440	-0.001925
chr1	24898440	25020390	0
chr1	25020390	25020400	-0.001475
chr1	25020400	25065670	0
chr1	25065670	25065680	-0.004175
chr1	25065680	25210040	0
chr1	25210040	25210050	-0.0025
chr1	25210050	25315820	0
chr1	25315820	25315830	-0.0125
chr1	25315830	25378130	0
chr1	25378130	25378140	0.00125
chr1	25378140	25407590	0
chr1	25407590	25407600	-0.0025
chr1	25407600	25505210	0
chr1	25505210	25505220	0.003125
chr1	25505220	25641570	0
chr1	25641570	25641580	0.001775
chr1	25641580	25754160	0
chr1	25754160	25754170	-0.008325
chr1	25754170	25779880	0
chr1	25779880	25779890	-0.0025
chr1	25779890	25782360	0
chr1	25782360	25782370	-0.0025
chr1	25782370	25804250	0
chr1	25804250	25804260	-0.00155
chr1	25804260	25878630	0
chr1	25878630	25878640	-0.001775
chr1	25878640	25910650	0
chr1	25910650	25910660	0.007775
chr1	25910660	25934020	0
chr1	25934020	25934030	0.00155
chr1	25934030	25980960	0
chr1	25980960	25980970	0.002275
chr1	25980970	26049420	0
chr1	26049420	26049430	0.00265
chr1	26049430	26085310	0
chr1	26085310	26085320	0.001
chr1	26085320	26142410	0
chr1	26142410	26142420	-0.005
chr1	26142420	26239880	0
chr1	26239880	26239890	-0.002775
chr1	26239890	26313830	0
chr1	26313830	26313840	0.00155
chr1	26313840	26344410	0
chr1	26344410	26344420	-0.0053
chr1	26344420	26454600	0
chr1	26454600	26454610	0.0175
chr1	26454610	26454620	0.01875
chr1	26454620	26454630	0.03
chr1	26454630	26454640	0.00835
chr1	26454640	26454690	0
chr1	26454690	26454700	0.000725
chr1	26454700	26457530	0
chr1	26457530	26457540	0.001325
chr1	26457540	26462160	0
chr1	26462160	26462170	-0.0014
chr1	26462170	26475980	0
chr1	26475980	26475990	-0.02
chr1	26475990	26539150	0
chr1	26539150	26539160	-0.001475
chr1	26539160	26562320	0
chr1	26562320	26562330	0.001675
chr1	26562330	26615650	0
chr1	26615650	26615660	0.003575
chr1	26615660	26615700	0
chr1	26615700	26615710	0.002775
chr1	26615710	26686000	0
chr1	26686000	26686010	0.03455
chr1	26686010	26686640	0
chr1	26686640	26686650	-0.075125
chr1	26686650	26686810	0
chr1	26686810	26686820	0.0119
chr1	26686820	26687330	0
chr1	26687330	26687340	0.007475
chr1	26687340	26750210	0
chr1	26750210	26750220	0.001775
chr1	26750220	26824820	0
chr1	26824820	26824830	0.00155
chr1	26824830	26986150	0
chr1	26986150	26986160	-0.0012
chr1	26986160	27366980	0
chr1	27366980	27366990	-0.002275
chr1	27366990	27373920	0
chr1	27373920	27373930	-0.003125
chr1	27373930	27377610	0
chr1	27377610	27377620	-0.003125
chr1	27377620	27397510	0
chr1	27397510	27397520	-0.004175
chr1	27397520	27445640	0
chr1	27445640	27445650	-0.002075
chr1	27445650	27499240	0
chr1	27499240	27499250	-0.00125
chr1	27499250	27508720	0
chr1	27508720	27508730	-0.002075
chr1	27508730	27522020	0
chr1	27522020	27522030	0.001475
chr1	27522030	27543480	0
chr1	27543480	27543490	-0.001775
chr1	27543490	27589980	0
chr1	27589980	27589990	-0.002275
chr1	27589990	27703380	0
chr1	27703380	27703390	0.001775
chr1	27703390	27730040	0
chr1	27730040	27730050	-0.002075
chr1	27730050	27732810	0
chr1	27732810	27732820	0.0125
chr1	27732820	27859540	0
chr1	27859540	27859550	0.002075
chr1	27859550	27904220	0
chr1	27904220	27904230	-0.0025
chr1	27904230	27915780	0
chr1	27915780	27915790	-0.001125
chr1	27915790	27942610	0
chr1	27942610	27942620	-0.001775
chr1	27942620	28116520	0
chr1	28116520	28116530	0.002075
chr1	28116530	28351270	0
chr1	28351270	28351280	-0.001775
chr1	28351280	28382540	0
chr1	28382540	28382550	-0.004725
chr1	28382550	28459540	0
chr1	28459540	28459550	0.052625
