chrom	start	end	h3k27ac
chr1	5700000	5725000	0.01884303776544696
chr1	5725000	5750000	0.018302432070273423
chr1	5750000	5775000	0.009116126910786405
chr1	5775000	5800000	0.003565059526277782
chr1	5800000	5825000	0.0
chr1	5825000	5850000	0.006359696792490335
chr1	5850000	5875000	0.018671515890276665
chr1	5875000	5900000	0.0058842950607159925
chr1	5900000	5925000	0.12150376562987268
chr1	5925000	5950000	0.022052419180252095
chr1	5950000	5975000	0.02608858079122634
chr1	5975000	6000000	0.008489254762947266
chr1	6000000	6025000	0.01539621862627039
chr1	6025000	6050000	0.00934937241024747
chr1	6050000	6075000	0.005824383362138149
chr1	6075000	6100000	0.006176771859012736
chr1	6100000	6125000	0.07984715201942527
chr1	6125000	6150000	0.009225846420215095
chr1	6150000	6175000	0.010460202655830867
chr1	6175000	6200000	0.024149335236222428
chr1	6200000	6225000	3.654943339216898
chr1	6225000	6250000	1.9054690594165433
chr1	6250000	6275000	1.3557558961958591
chr1	6275000	6300000	0.5502819290419413
chr1	6300000	6325000	0.20396753171769672
chr1	6325000	6350000	0.027167568256292327
chr1	6350000	6375000	0.08200808385140532
chr1	6375000	6400000	0.1779365909784441
chr1	6400000	6425000	0.3132665952088187
chr1	6425000	6450000	0.27146598932107574
chr1	6450000	6475000	0.09497466018407276
chr1	6475000	6500000	0.6900283229462054
chr1	6500000	6525000	0.30932752404872965
chr1	6525000	6550000	0.19925002614608345
chr1	6550000	6575000	0.002991028691154973
chr1	6575000	6600000	0.14155556659294274
chr1	6600000	6625000	0.1138988091079522
chr1	6625000	6650000	0.07789999591218012
chr1	6650000	6675000	0.09895684625252374
chr1	6675000	6700000	0.0784094453262888
chr1	6700000	6725000	0.13346256990231534
chr1	6725000	6750000	32.920339120096266
chr1	6750000	6775000	11.080488910563917
chr1	6775000	6800000	6.8625574403045775
chr1	6800000	6825000	18.413242722695752
chr1	6825000	6850000	6.703537624514397
chr1	6850000	6875000	5.7842668861838975
chr1	6875000	6900000	0.030472831191983813
chr1	6900000	6925000	0.019852912156530997
chr1	6925000	6950000	0.09431701400394624
chr1	6950000	6975000	0.03562836638441388
chr1	6975000	7000000	0.014095730707865562
chr1	7000000	7025000	0.014507099561578344
chr1	7025000	7050000	0.02897654080807967
chr1	7050000	7075000	0.024388636085189243
chr1	7075000	7100000	3.8401419736911726
chr1	7100000	7125000	3.021444598732007
chr1	7125000	7150000	1.625213837561344
chr1	7150000	7175000	2.6972118532531937
chr1	7175000	7200000	0.03974940182879675
chr1	7200000	7225000	0.06786309936281307
chr1	7225000	7250000	0.024669363882492565
chr1	7250000	7275000	0.030213258108471145
chr1	7275000	7300000	0.0
chr1	7300000	7325000	0.029712495422690083
chr1	7325000	7350000	0.009951041321967188
chr1	7350000	7375000	0.03217494390864501
chr1	7375000	7400000	1.0089528695523695
chr1	7400000	7425000	0.08090020718163209
chr1	7425000	7450000	0.016096319462347766
chr1	7450000	7475000	0.03726787905434958
chr1	7475000	7500000	0.01559911456125445
chr1	7500000	7525000	0.02525130362272855
chr1	7525000	7550000	0.02316167290738226
chr1	7550000	7575000	0.005015338996163306
chr1	7575000	7600000	0.020368358669484707
chr1	7600000	7625000	0.0
chr1	7625000	7650000	0.009396242494235218
chr1	7650000	7675000	0.027364040220968628
chr1	7675000	7700000	0.014104400250614367
chr1	7700000	7725000	0.007182733832806497
chr1	7725000	7750000	0.017177024920195533
chr1	7750000	7775000	0.01600511906651371
chr1	7775000	7800000	0.002634481275423678
chr1	7800000	7825000	0.008144942453627492
chr1	7825000	7850000	0.0004817514300203349
chr1	7850000	7875000	0.01575868505853786
chr1	7875000	7900000	0.01395623239112207
chr1	7900000	7925000	0.012056634955366774
chr1	7925000	7950000	0.0
chr1	7950000	7975000	0.010653476419630964
chr1	7975000	8000000	0.0027237826131439095
chr1	8000000	8025000	0.01577992897888202
chr1	8025000	8050000	0.004682268542094072
chr1	8050000	8075000	0.00698746237589937
chr1	8075000	8100000	0.01641942965842914
chr1	8100000	8125000	0.00663430508528094
chr1	8125000	8150000	0.004643752911918763
chr1	8150000	8175000	0.025182909765572352
chr1	8175000	8200000	0.004323016616862955
chr1	8200000	8225000	0.0
chr1	8225000	8250000	0.003936369546392198
chr1	8250000	8275000	0.0
chr1	8275000	8300000	0.01073802721624057
chr1	8300000	8325000	0.0013944686752655807
chr1	8325000	8350000	0.005126425291833893
chr1	8350000	8375000	0.03668553756035572
chr1	8375000	8400000	0.0
chr1	8400000	8425000	0.0010630090789627048
chr1	8425000	8450000	0.039595183404747034
chr1	8450000	8475000	0.13747359323964478
chr1	8475000	8500000	0.005752481032988574
chr1	8500000	8525000	0.017520110120352893
chr1	8525000	8550000	0.0032336438592757075
chr1	8550000	8575000	0.010307082203729227
chr1	8575000	8600000	0.0462417259112753
chr1	8600000	8625000	0.01317376851970719
chr1	8625000	8650000	0.006409705032463269
chr1	8650000	8675000	0.01626867045034352
chr1	8675000	8700000	0.09866092109887291
chr1	8700000	8725000	0.0
chr1	8725000	8750000	0.006040456300679152
chr1	8750000	8775000	0.007107902113952771
chr1	8775000	8800000	0.03561694993317058
chr1	8800000	8825000	0.03581201691694474
chr1	8825000	8850000	0.030317968060667975
chr1	8850000	8875000	0.03031208690549441
chr1	8875000	8900000	0.0
chr1	8900000	8925000	0.016735760280633193
chr1	8925000	8950000	0.01964054620233178
chr1	8950000	8975000	0.05516277626652947
chr1	8975000	9000000	0.013163604493221324
chr1	9000000	9025000	0.011789002822964606
chr1	9025000	9050000	0.01518977343278422
chr1	9050000	9075000	0.0
chr1	9075000	9100000	0.004903262409829797
chr1	9100000	9125000	0.012402162304609405
chr1	9125000	9150000	0.06294065582396588
chr1	9150000	9175000	0.10782905575984929
chr1	9175000	9200000	0.01024414084708833
chr1	9200000	9225000	0.1526513410833735
chr1	9225000	9250000	0.08802415626151645
chr1	9250000	9275000	0.1423526120075544
chr1	9275000	9300000	0.36800138156941775
chr1	9300000	9325000	0.5269108927519943
chr1	9325000	9350000	0.0
chr1	9350000	9375000	0.013153731264693047
chr1	9375000	9400000	0.0070761735257016435
chr1	9400000	9425000	0.004881566090530532
chr1	9425000	9450000	0.005509369661870754
chr1	9450000	9475000	0.0009535799701633485
chr1	9475000	9500000	0.0074488133152484865
chr1	9500000	9525000	0.06159980209885465
chr1	9525000	9550000	0.5318771268183659
chr1	9550000	9575000	0.47580606262987485
chr1	9575000	9600000	0.13073142469686194
chr1	9600000	9625000	0.6564511401635906
chr1	9625000	9650000	5.921750233237869
chr1	9650000	9675000	0.19678175787252208
chr1	9675000	9700000	0.23026521104752226
chr1	9700000	9725000	0.3910982640445395
chr1	9725000	9750000	1.8717142745084483
chr1	9750000	9775000	0.21055993510999363
chr1	9775000	9800000	0.6656201167422825
chr1	9800000	9825000	0.9314215430534825
chr1	9825000	9850000	0.36495040600128453
chr1	9850000	9875000	0.33556567522068376
chr1	9875000	9900000	0.1828620431569766
chr1	9900000	9925000	0.20607043177148007
chr1	9925000	9950000	1.07220156569083
chr1	9950000	9975000	0.5935469933032645
chr1	9975000	10000000	0.11366786864288098
chr1	10000000	10025000	0.24185603991733953
chr1	10025000	10050000	3.1193710783165054
chr1	10050000	10075000	0.9234460362549821
chr1	10075000	10100000	0.6501466923510324
chr1	10100000	10125000	0.9663979993048737
chr1	10125000	10150000	2.2280117297237085
chr1	10150000	10175000	1.2874432876535464
chr1	10175000	10200000	1.1898874728773927
chr1	10200000	10225000	1.1309022698782587
chr1	10225000	10250000	1.8853775825742671
chr1	10250000	10275000	0.07705308750116796
chr1	10275000	10300000	0.2710811491098849
chr1	10300000	10325000	0.021443453190389657
chr1	10325000	10350000	0.012600281460801178
chr1	10350000	10375000	0.018913336829099712
chr1	10375000	10400000	0.04465448231612922
chr1	10400000	10425000	0.019456241984476333
chr1	10425000	10450000	0.018586416389941747
chr1	10450000	10475000	0.026909956258040366
chr1	10475000	10500000	0.052749782044022586
chr1	10500000	10525000	0.013731862112709327
chr1	10525000	10550000	0.003308386317644967
chr1	10550000	10575000	0.0157885820259566
chr1	10575000	10600000	0.44646584291868735
chr1	10600000	10625000	0.07473731946390581
chr1	10625000	10650000	0.11613950165451624
chr1	10650000	10675000	0.006507412541839349
chr1	10675000	10700000	0.010459972432528391
chr1	10700000	10725000	0.07269555106080096
chr1	10725000	10750000	0.011070021136318914
chr1	10750000	10775000	0.056376053499595756
chr1	10775000	10800000	0.07891639388379354
chr1	10800000	10825000	0.011134550314032644
chr1	10825000	10850000	0.018123462198093767
chr1	10850000	10875000	0.01299489253531418
chr1	10875000	10900000	0.03113276148093949
chr1	10900000	10925000	0.04223311629808698
chr1	10925000	10950000	0.03429996159218806
chr1	10950000	10975000	0.05717350048398052
chr1	10975000	11000000	0.27995643044631496
chr1	11000000	11025000	0.4415690503745398
chr1	11025000	11050000	0.6188072195374981
chr1	11050000	11075000	0.30537825539770513
chr1	11075000	11100000	0.5272310543779924
chr1	11100000	11125000	0.12160078339171537
chr1	11125000	11150000	0.24721384941915858
chr1	11150000	11175000	0.2463014621064686
chr1	11175000	11200000	0.44631115145883404
chr1	11200000	11225000	0.1413601493862687
chr1	11225000	11250000	0.18525776320510287
chr1	11250000	11275000	0.35959532807265543
chr1	11275000	11300000	0.299960254012511
chr1	11300000	11325000	0.01796723682175403
chr1	11325000	11350000	0.08309723592033043
chr1	11350000	11375000	0.0200358835031632
chr1	11375000	11400000	0.021306164917238107
chr1	11400000	11425000	1.581459813151971
chr1	11425000	11450000	0.2820285707467213
chr1	11450000	11475000	0.10928597484111312
chr1	11475000	11500000	0.03730612927852174
chr1	11500000	11525000	0.025713967175046423
chr1	11525000	11550000	0.026514233976739934
chr1	11550000	11575000	0.11853279633515432
chr1	11575000	11600000	0.10632247644141675
chr1	11600000	11625000	0.013129468270528003
chr1	11625000	11650000	0.04042326479054274
chr1	11650000	11675000	0.08167371199059877
chr1	11675000	11700000	0.015758514495062423
chr1	11700000	11725000	0.03882653360898313
chr1	11725000	11750000	0.087702155273798
chr1	11750000	11775000	0.07698738563882222
chr1	11775000	11800000	0.06085950744157153
chr1	11800000	11825000	0.008015787070751283
chr1	11825000	11850000	0.016110367147757564
chr1	11850000	11875000	0.0
chr1	11875000	11900000	0.01697500839393706
chr1	11900000	11925000	0.006801038489081785
chr1	11925000	11950000	0.061679673091654334
chr1	11950000	11975000	0.03761178588806979
chr1	11975000	12000000	0.09528943549109307
chr1	12000000	12025000	0.043826816541382346
chr1	12025000	12050000	0.02375138731149233
chr1	12050000	12075000	0.12840854342915037
chr1	12075000	12100000	0.0063772462351913035
chr1	12100000	12125000	0.03459479547698502
chr1	12125000	12150000	0.03621028425748139
chr1	12150000	12175000	0.0014707319774386923
chr1	12175000	12200000	0.09021754787914431
chr1	12200000	12225000	3.6803638262607388
chr1	12225000	12250000	0.02162788740305721
chr1	12250000	12275000	0.037930395386662825
chr1	12275000	12300000	0.06005561577286909
chr1	12300000	12325000	0.04401917883893508
chr1	12325000	12350000	0.013429820763772892
chr1	12350000	12375000	0.013955669850716888
chr1	12375000	12400000	0.04108283489839162
chr1	12400000	12425000	0.32197654407387805
chr1	12425000	12450000	0.059127110944229434
chr1	12450000	12475000	0.06993205920124898
chr1	12475000	12500000	0.08281265974750478
chr1	12500000	12525000	0.1801498963100457
chr1	12525000	12550000	0.0021680151803620514
chr1	12550000	12575000	0.15520357893949863
chr1	12575000	12600000	0.0726560030922475
chr1	12600000	12625000	0.040425968850580446
chr1	12625000	12650000	0.027933281124718407
chr1	12650000	12675000	0.031353866541527234
chr1	12675000	12700000	0.39572845695571623
chr1	12700000	12725000	0.4549675830530849
chr1	12725000	12750000	0.19562164811405247
chr1	12750000	12775000	0.1612221697496839
chr1	12775000	12800000	0.2988409838161127
chr1	12800000	12825000	0.37519022532404955
chr1	12825000	12850000	0.8109209998778897
chr1	12850000	12875000	0.4172189849259147
chr1	12875000	12900000	0.035010017539868335
chr1	12900000	12925000	0.08809465696564733
chr1	12925000	12950000	0.46167226256448063
chr1	12950000	12975000	0.4220548628376018
chr1	12975000	13000000	1.2925267988870108
chr1	13000000	13025000	0.0428713311062046
chr1	13025000	13050000	0.07404642433777228
chr1	13050000	13075000	0.05249666004918399
chr1	13075000	13100000	0.045014202677254624
chr1	13100000	13125000	0.24393768908489036
chr1	13125000	13150000	4.014844861944319
chr1	13150000	13175000	2.780984705987058
chr1	13175000	13200000	6.364567100838613
chr1	13200000	13225000	2.2462902324763325
chr1	13225000	13250000	5.495594871727409
chr1	13250000	13275000	4.469573805663904
chr1	13275000	13300000	6.587814204321465
chr1	13300000	13325000	5.831573317736468
chr1	13325000	13350000	5.678768188200862
chr1	13350000	13375000	6.661698612866557
chr1	13375000	13400000	0.43007401721505967
chr1	13400000	13425000	0.1425062364639741
chr1	13425000	13450000	0.09580104149476865
chr1	13450000	13475000	0.07800459439681959
chr1	13475000	13500000	0.08942358349508842
chr1	13500000	13525000	0.03106225586062374
chr1	13525000	13550000	0.0533885160357076
chr1	13550000	13575000	0.32636201600404935
chr1	13575000	13600000	1.9176831633265057
chr1	13600000	13625000	0.010886649540718342
chr1	13625000	13650000	0.0986211302658652
chr1	13650000	13675000	0.6408032749597345
chr1	13675000	13700000	0.06448976619933314
chr1	13700000	13725000	0.052622475927679976
chr1	13725000	13750000	0.00467352826978102
chr1	13750000	13775000	0.011582578554911455
chr1	13775000	13800000	0.24097745746931948
chr1	13800000	13825000	0.029266848336188315
chr1	13825000	13850000	0.14300702187435307
chr1	13850000	13875000	0.086164285882268
chr1	13875000	13900000	0.0
chr1	13900000	13925000	0.012190433756026265
chr1	13925000	13950000	0.06269901145571781
chr1	13950000	13975000	0.008458837924290087
chr1	13975000	14000000	0.0919870525561479
chr1	14000000	14025000	0.8617228235950557
chr1	14025000	14050000	0.03519386122870691
chr1	14050000	14075000	0.09482567850375193
chr1	14075000	14100000	0.04376063113135174
chr1	14100000	14125000	0.35945416278322645
chr1	14125000	14150000	0.1864911623934262
chr1	14150000	14175000	0.5212820935617818
chr1	14175000	14200000	0.6645840214638901
chr1	14200000	14225000	0.32781754250909423
chr1	14225000	14250000	1.3375914592024978
chr1	14250000	14275000	0.1941051262033447
chr1	14275000	14300000	0.5502339870180445
chr1	14300000	14325000	0.8951821892143483
chr1	14325000	14350000	0.09118429719037016
chr1	14350000	14375000	0.12081370874426386
chr1	14375000	14400000	0.004929192830357101
chr1	14400000	14425000	0.022791438447371772
chr1	14425000	14450000	0.09047894764865204
chr1	14450000	14475000	0.03927850176584313
chr1	14475000	14500000	0.07014808758176731
chr1	14500000	14525000	0.5688148027708336
chr1	14525000	14550000	0.023688045551819786
chr1	14550000	14575000	0.13517938402592442
chr1	14575000	14600000	0.09889759186168702
chr1	14600000	14625000	0.002299261378665972
chr1	14625000	14650000	0.2170162698076259
chr1	14650000	14675000	0.0681357389427647
chr1	14675000	14700000	0.03329074924355891
chr1	14700000	14725000	0.090175568766822
chr1	14725000	14750000	0.09095523368886752
chr1	14750000	14775000	0.5889876894759344
chr1	14775000	14800000	0.10291848357061717
chr1	14800000	14825000	0.06960581385870108
chr1	14825000	14850000	0.01327517051745274
chr1	14850000	14875000	0.08749925052885031
chr1	14875000	14900000	0.03809694642503554
chr1	14900000	14925000	0.09847926115001364
chr1	14925000	14950000	0.02834637312065151
chr1	14950000	14975000	0.004928973303801215
chr1	14975000	15000000	0.03335337355473216
chr1	15000000	15025000	0.11927094849503107
chr1	15025000	15050000	0.008091216785079978
chr1	15050000	15075000	0.07011408859604397
chr1	15075000	15100000	0.0016329554686560974
chr1	15100000	15125000	0.07245513214595348
chr1	15125000	15150000	0.09432385762143149
chr1	15150000	15175000	0.03809807715776317
chr1	15175000	15200000	0.004064875568124178
chr1	15200000	15225000	0.04122112125144371
chr1	15225000	15250000	0.003964936265506031
chr1	15250000	15275000	0.01140770847089098
chr1	15275000	15300000	3.6464682481188793
chr1	15300000	15325000	0.5997922369650337
chr1	15325000	15350000	0.30435243839835
chr1	15350000	15375000	0.21629445479086326
chr1	15375000	15400000	0.15633792280436473
chr1	15400000	15425000	0.28794813519345686
chr1	15425000	15450000	0.5027966853908056
chr1	15450000	15475000	0.336898875882936
chr1	15475000	15500000	0.14496564055419894
chr1	15500000	15525000	0.0517216081857944
chr1	15525000	15550000	0.10162726714181196
chr1	15550000	15575000	0.5099216794432554
chr1	15575000	15600000	0.2793560937336288
chr1	15600000	15625000	1.406769741638675
chr1	15625000	15650000	0.572675619597113
chr1	15650000	15675000	1.2876242870776071
chr1	15675000	15700000	0.326848678850352
chr1	15700000	15725000	0.35441188978269333
chr1	15725000	15750000	0.022090664147558184
chr1	15750000	15775000	0.010610155245615977
chr1	15775000	15800000	0.05435948487488842
chr1	15800000	15825000	1.8884479272467547
chr1	15825000	15850000	0.5113622853379592
chr1	15850000	15875000	0.10320059575818312
chr1	15875000	15900000	0.29400784448074724
chr1	15900000	15925000	0.08392014530853338
chr1	15925000	15950000	0.22242096659447405
chr1	15950000	15975000	0.023205283047890744
chr1	15975000	16000000	2.6075680010867384
chr1	16000000	16025000	0.013979330566555825
chr1	16025000	16050000	0.02772110783899065
chr1	16050000	16075000	0.09862984634639604
chr1	16075000	16100000	0.33298006936123437
chr1	16100000	16125000	5.301931825681872
chr1	16125000	16150000	0.3761283635980681
chr1	16150000	16175000	0.0614181903546537
chr1	16175000	16200000	0.2046462894680279
chr1	16200000	16225000	0.1462013599585735
chr1	16225000	16250000	0.14676652909914775
chr1	16250000	16275000	0.3551491709557129
chr1	16275000	16300000	0.17817173244403947
chr1	16300000	16325000	0.11166845115066118
chr1	16325000	16350000	0.2801855486119986
chr1	16350000	16375000	1.0668509521805865
chr1	16375000	16400000	0.7211339111306646
chr1	16400000	16425000	1.0050730740016942
chr1	16425000	16450000	1.1460022457933532
chr1	16450000	16475000	0.3588745129183014
chr1	16475000	16500000	0.6179074496450775
chr1	16500000	16525000	3.449264703193324
chr1	16525000	16550000	0.022882386779477615
chr1	16550000	16575000	1.0735263821536987
chr1	16575000	16600000	2.7225520675303563
chr1	16600000	16625000	4.334104853013842
chr1	16625000	16650000	0.31289331067037013
chr1	16650000	16675000	3.902496182738373
chr1	16675000	16700000	0.42277947643746716
chr1	16700000	16725000	0.025764088722446288
chr1	16725000	16750000	0.0
chr1	16750000	16775000	0.04445966455912775
chr1	16775000	16800000	0.05665391703316668
chr1	16800000	16825000	0.21935837476504047
chr1	16825000	16850000	0.02324869381672159
chr1	16850000	16875000	0.024180708895558144
chr1	16875000	16900000	0.009769390029371154
chr1	16900000	16925000	0.08588106544015231
chr1	16925000	16950000	0.054404163877434346
chr1	16950000	16975000	0.12894900157110975
chr1	16975000	17000000	0.8888352340415998
chr1	17000000	17025000	1.234773309391325
chr1	17025000	17050000	1.8223002368927887
chr1	17050000	17075000	4.420915626626965
chr1	17075000	17100000	4.314266611798866
chr1	17100000	17125000	2.9046287699484328
chr1	17125000	17150000	2.1258183927906718
chr1	17150000	17175000	1.5751110020306724
chr1	17175000	17200000	0.04223540357757362
chr1	17200000	17225000	0.0073393193798130035
chr1	17225000	17250000	0.01339867312033183
chr1	17250000	17275000	0.02735434432276863
chr1	17275000	17300000	0.0037314000615121207
chr1	17300000	17325000	0.03352140360212547
chr1	17325000	17350000	0.1931816744872989
chr1	17350000	17375000	0.010849165813700226
chr1	17375000	17400000	0.04104047938845468
chr1	17400000	17425000	0.0522803666190499
chr1	17425000	17450000	0.05255120473750153
chr1	17450000	17475000	0.03800327252757825
chr1	17475000	17500000	0.06259716813243385
chr1	17500000	17525000	0.0
chr1	17525000	17550000	0.014725657869064736
chr1	17550000	17575000	0.028209465971995855
