chrom	start	end	weight	E1
chr1	8975000	9000000	0.007706231876933156	-1.8992517893093819
chr1	9000000	9025000	0.008436273683614102	-1.899374869809442
chr1	9025000	9050000	0.01004813550272881	-1.7701106460489535
chr1	9050000	9075000	0.009353476492093414	-1.9214844796852373
chr1	9075000	9100000	0.0071572645285372435	-1.8653074269876677
chr1	9100000	9125000	0.010467555641072308	-1.801281583536975
chr1	9125000	9150000	0.0070981479391554695	-1.8192871543827802
chr1	9150000	9175000	0.007238957356848108	-1.7860037242231435
chr1	9175000	9200000	0.009663244345600156	-1.7841018360465137
chr1	9200000	9225000	0.007818171073949	-1.7405809189694434
chr1	9225000	9250000	0.011322211639689888	-1.6356727212518212
chr1	9250000	9275000	0.007301564762109648	-1.6964644158802855
chr1	9275000	9300000	0.007186149790651994	-1.4757922185569388
chr1	9300000	9325000	0.007834677011969488	-1.5177266479659743
chr1	9325000	9350000	0.0069286504690354135	-1.6973657378857359
chr1	9350000	9375000	0.006980494618590567	-1.8122765404926913
chr1	9375000	9400000	0.007262451870953873	-1.7855953021836586
chr1	9400000	9425000	0.006943953727763938	-1.7671600882314151
chr1	9425000	9450000	0.007825386596926722	-1.659728910691848
chr1	9450000	9475000	0.007798729475509237	-1.565194281994893
chr1	9475000	9500000	0.0070468391875725955	-1.4096348033446808
chr1	9500000	9525000	0.006977692192456687	-1.1076326884435983
chr1	9525000	9550000	0.005992714819809088	-0.26436839861907774
chr1	9550000	9575000	0.005612341307141843	-0.029094377861188868
chr1	9575000	9600000	0.007544742801941699	-0.07165688574081587
chr1	9600000	9625000	0.005743341516412441	0.16841283227338102
chr1	9625000	9650000	0.005868335606443467	0.4239924029702628
chr1	9650000	9675000	0.008223697158504541	0.11391047770760479
chr1	9675000	9700000	0.006677239614646905	0.12405356891081708
chr1	9700000	9725000	0.006794522409980647	0.20152785299817322
chr1	9725000	9750000	0.006259450801213294	0.35293732893843055
chr1	9750000	9775000	0.007742321949690019	0.1637402062888352
chr1	9775000	9800000	0.006473285056411424	0.1021774098253602
chr1	9800000	9825000	0.006049143109489436	-0.08036717405942327
chr1	9825000	9850000	0.006899488446544208	-0.27833476122543993
chr1	9850000	9875000	0.007520816274166874	-0.2996420315794478
chr1	9875000	9900000	0.008545822809600154	-0.32767232465386703
chr1	9900000	9925000	0.007596688460691987	-0.12989353218136032
chr1	9925000	9950000	0.006844012291368431	0.2625846306653275
chr1	9950000	9975000	0.007272197839650331	-0.08495422503606648
chr1	9975000	10000000	0.009233255417807623	-0.29444926859714393
chr1	10000000	10025000	0.007348929520997746	0.008412315573158689
chr1	10025000	10050000	0.006650891780162957	0.6040610059783552
chr1	10050000	10075000	0.007378927396275109	0.2932600193625458
chr1	10075000	10100000	0.007859592738336323	0.20979750042935943
chr1	10100000	10125000	0.007767381937832116	0.21020674536187162
chr1	10125000	10150000	0.006708072616196339	0.3083971735107409
chr1	10150000	10175000	0.008316917303860086	0.3192777276951795
chr1	10175000	10200000	0.007189116387333629	0.28423553460632406
chr1	10200000	10225000	0.007091345570777806	0.22907682881855151
chr1	10225000	10250000	0.006706913523066073	0.05428931642897469
chr1	10250000	10275000	0.006514056438823552	-0.8505338339576567
chr1	10275000	10300000	0.007413459449489294	-1.219030531359081
chr1	10300000	10325000	0.007172270344110831	-1.395727399418357
chr1	10325000	10350000	0.007225652492522639	-1.50799894766251
chr1	10350000	10375000	0.007194174619179306	-1.5887801602329934
chr1	10375000	10400000	0.009571289454528953	-1.6433679687003515
chr1	10400000	10425000	0.007842458522617952	-1.6886978963061974
chr1	10425000	10450000	0.00782457238062064	-1.6632388197748234
chr1	10450000	10475000	0.007857031631236503	-1.715004527078548
chr1	10475000	10500000	0.0075975178293463215	-1.7024826844503727
chr1	10500000	10525000	0.007000196427788029	-1.6831294577013594
chr1	10525000	10550000	0.0069190474480983755	-1.7161724374176155
chr1	10550000	10575000	0.006403372952094674	-1.6838818730962422
chr1	10575000	10600000	0.006501861807052567	-1.5936112226987231
chr1	10600000	10625000	0.006488335724405118	-1.6367911822157168
chr1	10625000	10650000	0.007144394932417856	-1.6770637572794698
chr1	10650000	10675000	0.007003036592615223	-1.713324796166202
chr1	10675000	10700000	0.0067918291135123	-1.7199235706054237
chr1	10700000	10725000	0.007359928612323044	-1.7111748739228378
chr1	10725000	10750000	0.009602467499063114	-1.6704412663688712
chr1	10750000	10775000	0.0065751517886643695	-1.6192008743007507
chr1	10775000	10800000	0.008896473968965412	-1.6317549745548738
chr1	10800000	10825000	0.008417502108150421	-1.5774372515693034
chr1	10825000	10850000	0.007133539991354968	-1.5756691046389146
chr1	10850000	10875000	0.0063049865407411145	-1.589083730323964
chr1	10875000	10900000	0.011946951128027053	-1.5266202255406738
chr1	10900000	10925000	0.006497324876469265	-1.6415719009269496
chr1	10925000	10950000	0.007551940428306608	-1.6052591336570659
chr1	10950000	10975000	0.007643752234931286	-1.5524533785658576
chr1	10975000	11000000	0.008867123465650207	-1.4371776550173
chr1	11000000	11025000	0.007796932360291766	-1.4280959077606976
chr1	11025000	11050000	0.008141405804905352	-1.4324391669519643
chr1	11050000	11075000	0.007152755882215527	-1.3410061154878694
chr1	11075000	11100000	0.005688352596002682	-1.2742652877165423
chr1	11100000	11125000	0.006255452348079063	-1.1996389147370987
chr1	11125000	11150000	0.007470473520827178	-1.1170736905102931
chr1	11150000	11175000	0.007427761618998355	-1.2368590524897982
chr1	11175000	11200000	0.007871107132246941	-1.2293775401873794
chr1	11200000	11225000	0.008379624205661358	-1.2820637436684417
chr1	11225000	11250000	0.007084226746971924	-1.3208126786846515
chr1	11250000	11275000	0.008140412844174218	-1.225538102658636
chr1	11275000	11300000	0.007903007486789206	-1.3243994682403273
chr1	11300000	11325000	0.0071187840245438404	-1.3962899537157907
chr1	11325000	11350000	0.006622230803356589	-1.3447799551472588
chr1	11350000	11375000	0.008112979434628888	-1.3921255247775703
chr1	11375000	11400000	0.008194887178858428	-1.1924371873935333
chr1	11400000	11425000	0.006209928711594627	-0.842096424746168
chr1	11425000	11450000	0.006574095207428736	-1.0639516698671192
chr1	11450000	11475000	0.007164070359218262	-1.2439992481256121
chr1	11475000	11500000	0.006564143299195235	-1.4261832701141246
chr1	11500000	11525000	0.008076834034343608	-1.475332262792522
chr1	11525000	11550000	0.006606391605146638	-1.461963190547667
chr1	11550000	11575000	0.006944938606446497	-1.4193990647354926
chr1	11575000	11600000	0.00713934224471104	-1.4983307580759873
chr1	11600000	11625000	0.014102370835639024	-1.509821572818286
chr1	11625000	11650000	0.0070468776969646795	-1.4824155787015836
chr1	11650000	11675000	0.007913230992260444	-1.4040880201582926
chr1	11675000	11700000	0.008189901980371126	-1.6022249237356005
chr1	11700000	11725000	0.011063945212889458	-1.6505040875982862
chr1	11725000	11750000	0.009504005154261948	-1.7158897206493693
chr1	11750000	11775000	0.00796909629683632	-1.7633964568978218
chr1	11775000	11800000	0.009337135548921837	-1.7206122055386002
chr1	11800000	11825000	0.008089929738735185	-1.791338078734023
chr1	11825000	11850000	0.007388268856994102	-1.8556215958947582
chr1	11850000	11875000	0.007359063963824895	-1.8788163470676282
chr1	11875000	11900000	0.008507449209681528	-1.8628741962057163
chr1	11900000	11925000	0.007571970102294461	-1.8831160394396949
chr1	11925000	11950000	0.008980403441860223	-1.8517010602445836
chr1	11950000	11975000	0.009707321134344958	-1.8222693363033282
chr1	11975000	12000000	0.00787539339993073	-1.8241396434152737
chr1	12000000	12025000	0.008203857618631622	-1.8386657244344589
chr1	12025000	12050000	0.007522850501044087	-1.9042898773814207
chr1	12050000	12075000	0.008246631723561269	-1.8419262293705434
chr1	12075000	12100000	0.007859864712588262	-1.8242228135826526
chr1	12100000	12125000	0.0071733826965222946	-1.8707939147615642
chr1	12125000	12150000	0.007397084028095105	-1.896775970024438
chr1	12150000	12175000	0.007226898379716	-1.8643199275813502
chr1	12175000	12200000	0.008806379498362197	-1.8775645386322006
chr1	12200000	12225000	0.007976171369526525	-1.8592008177224908
chr1	12225000	12250000	0.007217396663342315	-1.8266649337782936
chr1	12250000	12275000	0.008606706035486278	-1.8309040765288396
chr1	12275000	12300000	0.007129072128085679	-1.8151724502636077
chr1	12300000	12325000	0.007831956121613621	-1.836596990674845
chr1	12325000	12350000	0.007998610034493675	-1.8325764910602111
chr1	12350000	12375000	0.008045486240380154	-1.8198558273776118
chr1	12375000	12400000	0.006961376612184129	-1.8031166504528027
chr1	12400000	12425000	0.006586136296833688	-1.8032503031011649
chr1	12425000	12450000	0.006752296698336145	-1.7929318466882402
chr1	12450000	12475000	0.0073560134692642765	-1.8373362371718711
chr1	12475000	12500000	0.006562642065398364	-1.7640417197808966
chr1	12500000	12525000	0.00869252216068037	-1.716704566300944
chr1	12525000	12550000	0.007252212915241761	-1.7473560040714036
chr1	12550000	12575000	0.007476245488540191	-1.7267800063859127
chr1	12575000	12600000	0.007375817712850229	-1.6802746489335547
chr1	12600000	12625000	0.007205691515815276	-1.7069115180271193
chr1	12625000	12650000	0.007176315802189529	-1.6550809136745437
chr1	12650000	12675000	0.007631104404903657	-1.6105090538428555
chr1	12675000	12700000	0.007598641211929045	-1.5644203456499834
chr1	12700000	12725000	0.007545907049030777	-1.4756581250123635
chr1	12725000	12750000	0.0070405602033375685	-1.486730412610383
chr1	12750000	12775000	0.006981664984262135	-1.4232033169861822
chr1	12775000	12800000	0.006647653225532314	-1.3052546641473688
chr1	12800000	12825000	0.007619880137333133	-1.161579814145449
chr1	12825000	12850000	0.006714165553332837	-0.9158849393534737
chr1	12850000	12875000	0.007380220739177234	-0.744645205191264
chr1	12875000	12900000	0.006967777911868219	-0.9211604754292038
chr1	12900000	12925000	0.006554914726290946	-0.9760887984190388
chr1	12925000	12950000	0.006394044334941637	-0.7982753466113119
chr1	12950000	12975000	0.008694790862708591	-0.6152614838045511
chr1	12975000	13000000	0.006091501982784396	-0.3029951776221968
chr1	13000000	13025000	0.006634912662841336	-0.4397772354176301
chr1	13025000	13050000	0.00703900527317421	-0.38999061232231386
chr1	13050000	13075000	0.006477843510995923	-0.24701326374756913
chr1	13075000	13100000	0.0069187213788465055	-0.3382169318351437
chr1	13100000	13125000	0.006780873248959254	-0.025026159493665986
chr1	13125000	13150000	0.005296859200194036	0.36070396366216606
