enh_idx	loop_idx	enh_on_anchor	partner_type	own_type	enhancer_class	loop_type	logFC	FDR	direction	is_differential	partner_group	enh_chr	enh_start	enh_end	loop_chr1	loop_start1	loop_end1	loop_chr2	loop_start2	loop_end2
40	1906	1	Poised_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Poised_Enhancer	-0.163282549043647	0.383581864460339	unchanged	FALSE	Enhancer	chr14	16195734	16196476	chr14	16195000	16200000	chr14	16375000	16380000
44	23201	1	Other	Other	Activity_Lost	Other-Other	0.127418609378437	0.242229535086781	unchanged	FALSE	Structural	chr15	37734069	37734265	chr15	37730000	37740000	chr15	37900000	37910000
47	2637	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.492470365486045	7.88935344227847e-05	down_in_mutant	TRUE	Promoter	chr18	31316059	31316429	chr18	31310000	31320000	chr18	31440000	31450000
48	26539	1	Poised_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Poised_Enhancer	-0.0335594607479708	0.617108921222824	unchanged	FALSE	Enhancer	chr4	66556999	66557263	chr4	66550000	66575000	chr4	66675000	66700000
48	18135	1	Poised_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Poised_Enhancer	-0.0647918103760727	0.54597007388693	unchanged	FALSE	Enhancer	chr4	66556999	66557263	chr4	66550000	66560000	chr4	66690000	66700000
48	19960	1	Poised_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Poised_Enhancer	-0.277246169588391	0.147146672056985	unchanged	FALSE	Enhancer	chr4	66556999	66557263	chr4	66550000	66560000	chr4	67880000	67890000
48	25194	1	Poised_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Poised_Enhancer	-0.327759633087062	0.00178314591354655	down_in_mutant	TRUE	Enhancer	chr4	66556999	66557263	chr4	66550000	66560000	chr4	66760000	66770000
51	30172	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.126833581137759	0.0842462657359974	unchanged	FALSE	Promoter	chr8	57560703	57561390	chr8	57550000	57575000	chr8	57650000	57675000
51	38012	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.0859293288060953	0.14996319339161	unchanged	FALSE	Enhancer	chr8	57560703	57561390	chr8	57550000	57575000	chr8	57775000	57800000
55	11881	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.184869248822705	0.0122945297134706	down_in_mutant	TRUE	Enhancer	chr4	67529631	67529978	chr4	67520000	67530000	chr4	67580000	67590000
55	12148	1	Poised_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Poised_Enhancer	-0.330196852103945	0.0124464201521219	down_in_mutant	TRUE	Enhancer	chr4	67529631	67529978	chr4	67520000	67530000	chr4	67890000	67900000
55	12382	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.120037882391674	0.414844022751216	unchanged	FALSE	Promoter	chr4	67529631	67529978	chr4	67520000	67530000	chr4	68950000	68960000
57	10644	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.0434585761644568	0.578161294303948	unchanged	FALSE	Enhancer	chr2	79378432	79378692	chr2	79370000	79380000	chr2	79490000	79500000
57	10683	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.120340675398941	0.101046072023537	unchanged	FALSE	Promoter	chr2	79378432	79378692	chr2	79370000	79380000	chr2	79450000	79460000
57	11296	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.119813916685831	0.201912386353814	unchanged	FALSE	Promoter	chr2	79378432	79378692	chr2	79370000	79380000	chr2	79630000	79640000
58	2637	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.492470365486045	7.88935344227847e-05	down_in_mutant	TRUE	Promoter	chr18	31316786	31317186	chr18	31310000	31320000	chr18	31440000	31450000
62	32217	1	Other	Other	Activity_Lost	Other-Other	-0.0980159791814975	0.368928147317556	unchanged	FALSE	Structural	chr7	130552740	130553115	chr7	130550000	130575000	chr7	130750000	130775000
63	28352	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.28509962484006	0.23922418400819	unchanged	FALSE	Enhancer	chr12	31905647	31905963	chr12	31900000	31925000	chr12	38800000	38825000
63	31497	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.225348546214242	0.156131128836679	unchanged	FALSE	Enhancer	chr12	31905647	31905963	chr12	31900000	31925000	chr12	35050000	35075000
69	33280	1	Active_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Active_Enhancer	-0.152702625092143	0.035947432932659	down_in_mutant	TRUE	Enhancer	chr13	84065515	84065791	chr13	84050000	84075000	chr13	84325000	84350000
69	37106	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.289037827164489	0.0135746294477239	down_in_mutant	TRUE	Promoter	chr13	84065515	84065791	chr13	84050000	84075000	chr13	85275000	85300000
69	8037	1	Active_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Active_Enhancer	-0.134139817372072	0.219128225549194	unchanged	FALSE	Enhancer	chr13	84065515	84065791	chr13	84060000	84070000	chr13	84340000	84350000
69	8042	1	Active_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Active_Enhancer	-0.450601288639963	0.00061276773326044	down_in_mutant	TRUE	Enhancer	chr13	84065515	84065791	chr13	84060000	84070000	chr13	84750000	84760000
69	16909	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.126704602948915	0.221730067768677	unchanged	FALSE	Promoter	chr13	84065515	84065791	chr13	84060000	84070000	chr13	84220000	84230000
73	349	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.141436156388566	0.29033649870175	unchanged	FALSE	Promoter	chr16	37617769	37618061	chr16	37615000	37620000	chr16	37650000	37655000
75	27554	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.190500508347106	0.329185436873153	unchanged	FALSE	Promoter	chrX	61435681	61436048	chrX	61425000	61450000	chrX	64250000	64275000
75	35217	1	Other	Active_Enhancer	Activity_Lost	Active_Enhancer-Other	-0.257713744623302	0.0275853843244098	down_in_mutant	TRUE	Structural	chrX	61435681	61436048	chrX	61425000	61450000	chrX	61700000	61725000
75	37556	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.0960252641609579	0.384619605155851	unchanged	FALSE	Enhancer	chrX	61435681	61436048	chrX	61425000	61450000	chrX	61800000	61825000
78	9292	1	Poised_Enhancer	Poised_Enhancer	Activity_Lost	Poised_Enhancer-Poised_Enhancer	-0.344731349940149	2.00970957379328e-05	down_in_mutant	TRUE	Enhancer	chr17	48543387	48543743	chr17	48540000	48550000	chr17	48590000	48600000
81	10151	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.151759020260288	0.0853061640790296	unchanged	FALSE	Enhancer	chr18	33652845	33652970	chr18	33650000	33660000	chr18	33760000	33770000
82	2310	1	Other	Active_Enhancer	Activity_Lost	Active_Enhancer-Other	-0.0462403535318791	0.691000879459179	unchanged	FALSE	Structural	chr15	36891852	36892068	chr15	36890000	36895000	chr15	36930000	36935000
82	8859	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0456240285644582	0.813139825386774	unchanged	FALSE	Promoter	chr15	36891852	36892068	chr15	36890000	36895000	chr15	37005000	37010000
83	27437	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	0.0392672888178946	0.535068773299024	unchanged	FALSE	Promoter	chr2	78036533	78036935	chr2	78025000	78050000	chr2	78850000	78875000
83	27447	1	Active_Enhancer	Other	Activity_Lost	Active_Enhancer-Other	-0.104305656139596	0.125362629141581	unchanged	FALSE	Enhancer	chr2	78036533	78036935	chr2	78025000	78050000	chr2	78325000	78350000
83	28685	1	Active_Enhancer	Other	Activity_Lost	Active_Enhancer-Other	-0.0880288059259516	0.259092414125818	unchanged	FALSE	Enhancer	chr2	78036533	78036935	chr2	78025000	78050000	chr2	78650000	78675000
83	34871	1	Poised_Enhancer	Other	Activity_Lost	Poised_Enhancer-Other	0.0240860254848034	0.718211758724051	unchanged	FALSE	Enhancer	chr2	78036533	78036935	chr2	78025000	78050000	chr2	78900000	78925000
83	34964	1	Repressed_Promoter	Other	Activity_Lost	Repressed_Promoter-Other	-0.0330588002678704	0.661224189830431	unchanged	FALSE	Promoter	chr2	78036533	78036935	chr2	78025000	78050000	chr2	79250000	79275000
83	34987	1	Active_Enhancer	Other	Activity_Lost	Active_Enhancer-Other	-0.216110950049484	0.0180803831869572	down_in_mutant	TRUE	Enhancer	chr2	78036533	78036935	chr2	78025000	78050000	chr2	79475000	79500000
83	35017	1	Active_Enhancer	Other	Activity_Lost	Active_Enhancer-Other	-0.188930788127848	0.0224598671039877	down_in_mutant	TRUE	Enhancer	chr2	78036533	78036935	chr2	78025000	78050000	chr2	79375000	79400000
83	37490	1	Active_Enhancer	Other	Activity_Lost	Active_Enhancer-Other	-0.116127072824384	0.122714845150954	unchanged	FALSE	Enhancer	chr2	78036533	78036935	chr2	78025000	78050000	chr2	79350000	79375000
83	38416	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.20832316895224	0.0445355784517766	down_in_mutant	TRUE	Promoter	chr2	78036533	78036935	chr2	78025000	78050000	chr2	79625000	79650000
83	39281	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.224798873500315	0.0176433046375284	down_in_mutant	TRUE	Promoter	chr2	78036533	78036935	chr2	78025000	78050000	chr2	79450000	79475000
84	12087	1	Active_Enhancer	Poised_Enhancer	Activity_Lost	Active_Enhancer-Poised_Enhancer	-0.0976757240731823	0.441083859576401	unchanged	FALSE	Enhancer	chr4	98619225	98619555	chr4	98615000	98620000	chr4	98650000	98655000
85	10192	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.280824694192248	0.0012040204723109	down_in_mutant	TRUE	Enhancer	chr18	33605057	33605281	chr18	33600000	33610000	chr18	33760000	33770000
87	33404	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.451148467909836	0.000122200330897653	down_in_mutant	TRUE	Promoter	chr13	84758408	84758811	chr13	84750000	84775000	chr13	85175000	85200000
87	33411	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.577060715861772	0.000180065723176131	down_in_mutant	TRUE	Promoter	chr13	84758408	84758811	chr13	84750000	84775000	chr13	85275000	85300000
92	35295	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.23555269413139	0.000555960011291487	down_in_mutant	TRUE	Enhancer	chr3	65117372	65117578	chr3	65100000	65125000	chr3	65300000	65325000
92	37630	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.236186635030272	0.0235769563105717	down_in_mutant	TRUE	Promoter	chr3	65117372	65117578	chr3	65100000	65125000	chr3	65950000	65975000
92	2871	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.209833559583233	0.0119549882180941	down_in_mutant	TRUE	Enhancer	chr3	65117372	65117578	chr3	65110000	65120000	chr3	65260000	65270000
92	19833	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.263274683196747	0.00187826917611957	down_in_mutant	TRUE	Enhancer	chr3	65117372	65117578	chr3	65110000	65120000	chr3	65320000	65330000
94	19741	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.384633095685368	0.00168390059756151	down_in_mutant	TRUE	Enhancer	chr2	141834156	141834861	chr2	141830000	141840000	chr2	142050000	142060000
95	18525	1	Active_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Active_Enhancer	-0.255575941881639	0.0035856395306913	down_in_mutant	TRUE	Enhancer	chr12	29533650	29533701	chr12	29525000	29550000	chr12	29875000	29900000
95	28350	1	Active_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Active_Enhancer	-0.290827643517164	0.120325758661454	unchanged	FALSE	Enhancer	chr12	29533650	29533701	chr12	29525000	29550000	chr12	31900000	31925000
95	30453	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	0.123081493041254	0.48047968895456	unchanged	FALSE	Promoter	chr12	29533650	29533701	chr12	29525000	29550000	chr12	30900000	30925000
95	33551	1	Active_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Active_Enhancer	-0.315653377596984	0.000900428840094074	down_in_mutant	TRUE	Enhancer	chr12	29533650	29533701	chr12	29525000	29550000	chr12	29850000	29875000
96	33337	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.341730840180934	0.000223161994096503	down_in_mutant	TRUE	Enhancer	chr13	83869079	83869211	chr13	83850000	83875000	chr13	84325000	84350000
96	8165	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.256530591608604	0.00571332822287041	down_in_mutant	TRUE	Promoter	chr13	83869079	83869211	chr13	83860000	83870000	chr13	83980000	83990000
96	8191	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.566636601742262	9.55528657279176e-05	down_in_mutant	TRUE	Enhancer	chr13	83869079	83869211	chr13	83860000	83870000	chr13	84750000	84760000
99	33807	1	Active_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0502536660335089	0.445792890120886	unchanged	FALSE	Enhancer	chr16	33836799	33836938	chr16	33825000	33850000	chr16	33925000	33950000
100	10190	1	Active_Enhancer	Active_Enhancer	Activity_Lost	Active_Enhancer-Active_Enhancer	-0.171017976622138	0.0176238572948384	down_in_mutant	TRUE	Enhancer	chr18	39046056	39046171	chr18	39040000	39050000	chr18	39090000	39100000
103	36488	1	Active_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Active_Enhancer	-0.175631831215565	0.0934255173243419	unchanged	FALSE	Enhancer	chr7	48785286	48785554	chr7	48775000	48800000	chr7	49250000	49275000
103	39330	1	Poised_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.237364922471968	0.0543439787244189	unchanged	FALSE	Enhancer	chr7	48785286	48785554	chr7	48775000	48800000	chr7	49425000	49450000
103	20140	1	Active_Enhancer	Active_Promoter	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0908557507700121	0.576788145656107	unchanged	FALSE	Enhancer	chr7	48785286	48785554	chr7	48780000	48790000	chr7	49120000	49130000
