#TAD name (cmd=getDiffExpression.pl BAP1.tad.scores.txt ctrl ctrl ctrl mut mut mut)	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR	ctrl vs. mut Difference	ctrl vs. mut p-value	ctrl vs. mut adj. p-value
chr9:90687000-91133998	chr9	90687000	91133998	chr9	90687000	91133998	255,255,0	2.549000	446998	2.614763	2.607837	2.548896	2.226887	2.530065	2.247704	-0.255613333333334	0.0218917476644537	0.226105994660928
chr2:58137000-58199998	chr2	58137000	58199998	chr2	58137000	58199998	255,255,0	1.510000	62998	1.393172	1.473467	1.592193	1.406818	1.509507	1.378420	-0.054695666666667	0.429687969312096	0.689076092379764
chr15:86046000-86135998	chr15	86046000	86135998	chr15	86046000	86135998	255,255,0	3.092000	89998	2.864013	3.074526	2.847110	2.830169	3.070159	2.848637	-0.0122280000000007	0.896056383283727	0.962648759005215
chr7:67224000-67643998	chr7	67224000	67643998	chr7	67224000	67643998	255,255,0	3.651000	419998	3.998622	3.837529	3.648565	3.629566	3.786022	3.473003	-0.198708333333334	0.120873122295673	0.411694924740175
chr7:113754000-114029998	chr7	113754000	114029998	chr7	113754000	114029998	255,255,0	3.040000	275998	3.027119	3.155730	2.668771	2.795881	2.895423	2.691754	-0.156187333333334	0.262951594024184	0.554998497536902
chr2:155502000-155630998	chr2	155502000	155630998	chr2	155502000	155630998	255,255,0	1.935000	128998	2.019475	2.013647	1.935015	1.950235	2.016132	1.880609	-0.0403870000000005	0.456536602830118	0.711008816071215
chr1:25689000-25832998	chr1	25689000	25832998	chr1	25689000	25832998	255,255,0	2.501000	143998	2.235804	2.303646	2.517044	2.310259	2.494003	2.166707	-0.0285083333333335	0.794747260332615	0.909499169409556
chr10:93030000-93584998	chr10	93030000	93584998	chr10	93030000	93584998	255,255,0	2.245000	554998	2.368618	2.305434	2.245239	2.375245	2.439133	2.305031	0.0667059999999999	0.258589968752898	0.55014067146843
chr2:128940000-129095998	chr2	128940000	129095998	chr2	128940000	129095998	255,255,0	1.765000	155998	1.703345	1.760666	1.678152	1.679566	1.715808	1.577191	-0.0565326666666672	0.309481137282523	0.594138210583247
chrX:7317000-7424998	chrX	7317000	7424998	chrX	7317000	7424998	255,255,0	1.561000	107998	1.415565	1.374169	1.561434	1.426304	1.437696	1.505529	0.00612033333333325	0.921367081840395	0.97027261557392
chr1:155019000-155228998	chr1	155019000	155228998	chr1	155019000	155228998	255,255,0	3.065000	209998	3.204786	3.043547	2.953369	3.083577	3.340966	3.064813	0.0958846666666657	0.356730777953914	0.63360544835299
chr10:39162000-39530998	chr10	39162000	39530998	chr10	39162000	39530998	255,255,0	2.713000	368998	2.862946	2.702962	2.713180	2.894799	3.035868	2.831193	0.160923999999999	0.0610435264362972	0.324329689149499
chr2:65616000-65672998	chr2	65616000	65672998	chr2	65616000	65672998	255,255,0	2.027000	56998	1.988414	1.996242	2.015185	1.979887	2.026677	1.802294	-0.0636609999999997	0.355765046162655	0.633571846317037
chr4:63678000-63950998	chr4	63678000	63950998	chr4	63678000	63950998	255,255,0	1.660000	272998	1.443174	1.544528	1.479061	1.554330	1.659892	1.493899	0.0804526666666667	0.200232169814166	0.495199025599543
chr4:46608000-46661998	chr4	46608000	46661998	chr4	46608000	46661998	255,255,0	2.294000	53998	2.347867	2.338737	2.234303	2.402709	2.525933	2.293676	0.100470333333333	0.192043005845382	0.489101868418955
chr10:87018000-87515998	chr10	87018000	87515998	chr10	87018000	87515998	255,255,0	3.055000	497998	2.897889	2.820851	2.881098	3.144321	3.369954	3.054849	0.323095333333332	0.00681931925450656	0.182973618016803
chr12:41421000-41489998	chr12	41421000	41489998	chr12	41421000	41489998	255,255,0	1.919000	68998	1.666533	1.825261	2.005483	1.918942	1.877989	1.716085	0.0052463333333329	0.958468523315029	0.984269121268059
chr18:72351000-73172998	chr18	72351000	73172998	chr18	72351000	73172998	255,255,0	2.063000	821998	1.860847	1.722462	1.697087	1.913396	2.062950	1.852811	0.182920333333333	0.0407039764228707	0.284088000508454
chr14:65061000-65156998	chr14	65061000	65156998	chr14	65061000	65156998	255,255,0	1.992000	95998	1.991569	1.870785	1.894151	1.990032	2.032569	1.931162	0.0657526666666665	0.239342522305285	0.530154390259277
chr3:6108000-7073998	chr3	6108000	7073998	chr3	6108000	7073998	255,255,0	1.855000	965998	1.704696	1.644597	1.650581	1.795025	1.810909	1.768789	0.124949666666666	0.0167006505894922	0.217808395104853
chr9:65517000-65588998	chr9	65517000	65588998	chr9	65517000	65588998	255,255,0	2.208000	71998	2.170510	2.195734	2.246285	1.994253	2.205738	2.044808	-0.122576666666667	0.0966580700136736	0.378720499806471
chr15:11400000-11969998	chr15	11400000	11969998	chr15	11400000	11969998	255,255,0	2.513000	569998	2.473997	2.375830	2.293219	2.512748	2.656312	2.486901	0.170971666666666	0.0415978381636755	0.285286319142154
chr4:154020000-154313998	chr4	154020000	154313998	chr4	154020000	154313998	255,255,0	2.240000	293998	2.237662	2.101222	2.064986	2.135573	2.224695	2.109028	0.0218086666666666	0.729527252376277	0.877586580370584
chrX:66642000-68648998	chrX	66642000	68648998	chrX	66642000	68648998	255,255,0	1.690000	2006998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1
chr2:163527000-163601998	chr2	163527000	163601998	chr2	163527000	163601998	255,255,0	2.417000	74998	2.297926	2.251304	2.269407	2.318678	2.596978	2.417240	0.171419666666667	0.0544798213866297	0.311761612805371
chr8:47859000-48023998	chr8	47859000	48023998	chr8	47859000	48023998	255,255,0	2.043000	164998	2.172353	2.105551	2.042643	2.022915	2.263424	1.978151	-0.0186856666666671	0.82837766030078	0.928676148556376
chr4:49560000-49634998	chr4	49560000	49634998	chr4	49560000	49634998	255,255,0	2.478000	74998	2.487840	2.632895	2.521742	2.477881	2.493921	2.634165	-0.0121700000000005	0.851260978917119	0.941639024858396
chr4:107727000-107861998	chr4	107727000	107861998	chr4	107727000	107861998	255,255,0	2.747000	134998	2.740004	2.579298	2.440018	2.521983	2.758828	2.476131	-0.000792666666666848	0.994052252515214	1
chr11:58962000-59198998	chr11	58962000	59198998	chr11	58962000	59198998	255,255,0	1.759000	236998	1.830513	1.837830	1.758995	1.918886	1.944380	1.831350	0.0890926666666664	0.109686211221526	0.393598186519113
chr15:99591000-99695998	chr15	99591000	99695998	chr15	99591000	99695998	255,255,0	2.181000	104998	2.098245	2.102091	2.106094	2.131005	2.251203	2.068506	0.0480946666666661	0.409137364437029	0.677530682228991
chr19:41307000-41486998	chr19	41307000	41486998	chr19	41307000	41486998	255,255,0	1.933000	179998	1.946282	1.930391	1.951166	1.952205	2.043617	1.888078	0.0186869999999998	0.719663218389904	0.873790660471494
chr5:134373000-134489998	chr5	134373000	134489998	chr5	134373000	134489998	255,255,0	2.594000	116998	2.573207	2.594264	2.431149	2.502978	2.706455	2.506892	0.0392349999999999	0.616472062097316	0.815639959082602
chr7:66690000-67214998	chr7	66690000	67214998	chr7	66690000	67214998	255,255,0	2.138000	524998	2.233025	2.203456	2.138148	2.168422	2.288265	2.142153	0.00807033333333314	0.886012694525369	0.957231080762333
chr14:47739000-48368998	chr14	47739000	48368998	chr14	47739000	48368998	255,255,0	3.288000	629998	3.212109	3.118441	3.048702	3.288117	3.360292	3.220124	0.163093666666666	0.031545911726743	0.25357194023359
chr17:47508000-47597998	chr17	47508000	47597998	chr17	47508000	47597998	255,255,0	1.598000	89998	1.459477	1.597991	1.430365	1.464481	1.595343	1.502676	0.0248889999999998	0.698167418212046	0.863408726147945
chr7:127977000-128225998	chr7	127977000	128225998	chr7	127977000	128225998	255,255,0	2.108000	248998	2.003393	1.980962	1.993440	2.107645	2.138220	1.972681	0.0802503333333331	0.177538905655322	0.47365277863268
chr5:53859000-54128998	chr5	53859000	54128998	chr5	53859000	54128998	255,255,0	3.058000	269998	3.190476	3.151716	3.051002	3.129617	3.229060	3.057976	0.00781966666666674	0.902532461751245	0.965517543943879
chr12:94929000-95690998	chr12	94929000	95690998	chr12	94929000	95690998	255,255,0	1.516000	761998	1.347363	1.327822	1.299091	1.515599	1.486178	1.440396	0.155965666666667	0.00703673941208135	0.18327460140376
chr16:78960000-79067998	chr16	78960000	79067998	chr16	78960000	79067998	255,255,0	1.501000	107998	1.499842	1.534585	1.574813	1.568481	1.734012	1.472324	0.0551923333333329	0.465198015025336	0.718177145451535
chr2:92370000-92441998	chr2	92370000	92441998	chr2	92370000	92441998	255,255,0	2.124000	71998	2.240594	2.007511	1.963839	2.032032	2.136644	2.124154	0.0269619999999998	0.74631593119731	0.887313394959525
chr15:85890000-86045998	chr15	85890000	86045998	chr15	85890000	86045998	255,255,0	2.964000	155998	2.963630	2.993369	2.967576	2.922673	3.067732	2.806964	-0.0424020000000008	0.558871273058092	0.772252951932669
chr19:41976000-42029998	chr19	41976000	42029998	chr19	41976000	42029998	255,255,0	1.873000	53998	1.740848	1.869217	1.865151	1.749989	1.774853	1.741191	-0.0697276666666667	0.197504954942014	0.492452157924215
chr4:80838000-81566998	chr4	80838000	81566998	chr4	80838000	81566998	255,255,0	2.204000	728998	1.988289	1.966263	1.919508	2.105702	2.203545	2.069537	0.168241333333333	0.0126325137782387	0.208810397743405
chr7:28044000-28352998	chr7	28044000	28352998	chr7	28044000	28352998	255,255,0	1.695000	308998	1.644270	1.623444	1.556370	1.695356	1.661514	1.605758	0.0461813333333333	0.345563574967565	0.624034034683522
chr11:83778000-83945998	chr11	83778000	83945998	chr11	83778000	83945998	255,255,0	2.767000	167998	2.492235	2.555229	2.757409	2.665214	2.960940	2.700268	0.173849666666667	0.135329600686193	0.427516071236176
chr11:103974000-104204998	chr11	103974000	104204998	chr11	103974000	104204998	255,255,0	3.377000	230998	3.443631	3.309111	3.195275	3.376989	3.504117	3.209469	0.0475193333333327	0.629067129819708	0.822612801970616
chr10:24372000-24626998	chr10	24372000	24626998	chr10	24372000	24626998	255,255,0	1.676000	254998	1.616901	1.664171	1.613544	1.608417	1.652754	1.650552	0.00570233333333297	0.887753911747908	0.957362954675303
chr13:53772000-54068998	chr13	53772000	54068998	chr13	53772000	54068998	255,255,0	3.037000	296998	3.184465	3.151648	3.037291	3.317475	3.539936	3.214936	0.232981	0.0376433087870744	0.276493154246201
chr8:125049000-125897998	chr8	125049000	125897998	chr8	125049000	125897998	255,255,0	3.073000	848998	3.258512	3.006351	2.983660	3.100959	3.072845	2.981856	-0.0309543333333335	0.718021294941067	0.87367866919208
chr18:19914000-20612998	chr18	19914000	20612998	chr18	19914000	20612998	255,255,0	2.040000	698998	2.110364	2.016481	2.038142	2.040023	2.101619	2.063956	0.0135369999999995	0.766226680960122	0.89519552825044
chr12:113691000-113741998	chr12	113691000	113741998	chr12	113691000	113741998	255,255,0	1.911000	50998	1.182945	1.056189	1.112141	1.071422	1.911328	1.099333	0.243602666666667	0.306659965004836	0.590958094354173
chr5:115485000-115562998	chr5	115485000	115562998	chr5	115485000	115562998	255,255,0	2.501000	77998	2.501313	2.445902	2.326653	2.363689	2.444839	2.366194	-0.0330486666666672	0.582736914802463	0.788442876755583
chr14:19551000-20300998	chr14	19551000	20300998	chr14	19551000	20300998	255,255,0	3.655000	749998	3.843367	3.775797	3.798265	3.708080	3.773477	3.651645	-0.0947423333333338	0.0868218391317369	0.361983575804793
chr4:126054000-126326998	chr4	126054000	126326998	chr4	126054000	126326998	255,255,0	2.208000	272998	2.208089	2.065009	2.061235	2.036794	2.137266	2.022680	-0.0458643333333336	0.461429870380947	0.715122315325657
chr18:21129000-21308998	chr18	21129000	21308998	chr18	21129000	21308998	255,255,0	2.017000	179998	1.748312	1.897776	1.774425	1.811589	2.017404	1.899309	0.102596333333333	0.180355880554487	0.475097612356425
chr15:98571000-98624998	chr15	98571000	98624998	chr15	98571000	98624998	255,255,0	2.076000	53998	2.295914	2.253023	2.089910	2.075554	2.278933	1.965550	-0.10627	0.295974127986264	0.583666041742054
chr1:82767000-83000998	chr1	82767000	83000998	chr1	82767000	83000998	255,255,0	1.840000	233998	1.840432	1.817606	1.783364	1.753408	1.742975	1.745725	-0.0664313333333335	0.121302129650892	0.411983186370017
chr17:66519000-67850998	chr17	66519000	67850998	chr17	66519000	67850998	255,255,0	2.840000	1331998	2.810074	2.794820	2.694889	2.837307	2.879671	2.779266	0.0654869999999999	0.237000940064963	0.527589130993532
chr6:62571000-63245998	chr6	62571000	63245998	chr6	62571000	63245998	255,255,0	1.637000	674998	1.749598	1.670966	1.637111	1.630796	1.688248	1.674829	-0.0212673333333339	0.656159227779108	0.836100432383525
chrX:59172000-60035998	chrX	59172000	60035998	chrX	59172000	60035998	255,255,0	2.136000	863998	1.701448	1.649647	1.641778	1.830323	1.858537	2.129611	0.275199333333333	0.0145460125175879	0.216514035754996
chr14:46875000-47093998	chr14	46875000	47093998	chr14	46875000	47093998	255,255,0	2.230000	218998	2.104928	2.229927	2.120470	2.147711	2.322133	2.169292	0.061270333333333	0.36710773049946	0.642802778502128
chr6:117747000-117833998	chr6	117747000	117833998	chr6	117747000	117833998	255,255,0	2.664000	86998	2.663681	2.881849	2.710843	2.624236	2.728233	2.587867	-0.105345666666667	0.181854222987463	0.476581677991925
chrX:7179000-7322998	chrX	7179000	7322998	chrX	7179000	7322998	255,255,0	1.597000	143998	1.472139	1.476290	1.347012	1.476859	1.596873	1.574407	0.117566	0.0769310821218352	0.349955649598435
chr17:68169000-68870998	chr17	68169000	68870998	chr17	68169000	68870998	255,255,0	2.279000	701998	2.341936	2.283415	2.278524	2.443343	2.529100	2.360950	0.143172666666666	0.0347811761226152	0.262978712555006
chr1:180984000-181046998	chr1	180984000	181046998	chr1	180984000	181046998	255,255,0	2.267000	62998	2.078901	2.267483	2.092072	1.902046	2.107731	2.076223	-0.117485333333334	0.174956086583331	0.471386700813806
chr2:49752000-50291998	chr2	49752000	50291998	chr2	49752000	50291998	255,255,0	3.976000	539998	4.253528	4.137446	3.974743	4.209236	4.402729	4.036671	0.0943063333333329	0.420074624936089	0.682503569300581
chr7:133797000-135764998	chr7	133797000	135764998	chr7	133797000	135764998	255,255,0	2.520000	1967998	2.530450	2.511576	2.460986	2.613938	2.558549	2.512964	0.0608130000000001	0.219027242729231	0.509557189182998
chr6:126555000-126710998	chr6	126555000	126710998	chr6	126555000	126710998	255,255,0	2.453000	155998	2.745079	2.712813	2.620241	2.484987	2.674467	2.453171	-0.155169333333334	0.0664784797081576	0.330283082199586
chr2:146436000-146624998	chr2	146436000	146624998	chr2	146436000	146624998	255,255,0	2.171000	188998	2.065413	2.018272	1.902366	2.171498	2.169064	2.081561	0.145357333333333	0.0388275359123825	0.280665869387207
chr1:191385000-191570998	chr1	191385000	191570998	chr1	191385000	191570998	255,255,0	2.513000	185998	2.513190	2.581500	2.444593	2.372595	2.520996	2.368651	-0.0923470000000005	0.175889856643862	0.471875710720462
chr16:67401000-67622998	chr16	67401000	67622998	chr16	67401000	67622998	255,255,0	1.747000	221998	1.743683	1.867371	1.828807	1.746966	1.750062	1.733583	-0.0697500000000002	0.170198999149955	0.463577706464378
chr17:44055000-44135998	chr17	44055000	44135998	chr17	44055000	44135998	255,255,0	1.610000	80998	1.609663	1.510350	1.533744	1.520588	1.665456	1.605207	0.0458313333333332	0.420486792224344	0.682735994798822
chr6:12303000-13286998	chr6	12303000	13286998	chr6	12303000	13286998	255,255,0	2.876000	983998	2.791771	2.727262	2.591728	2.736320	2.876382	2.699410	0.0671169999999997	0.381104289936568	0.652923646055925
chr2:131355000-131417998	chr2	131355000	131417998	chr2	131355000	131417998	255,255,0	1.509000	62998	1.348884	1.465493	1.344245	1.508728	1.485594	1.371623	0.0691076666666667	0.268929957409381	0.560390391743408
chr9:89817000-89981998	chr9	89817000	89981998	chr9	89817000	89981998	255,255,0	2.138000	164998	2.200320	2.209528	2.138445	2.082752	2.229263	2.135878	-0.0334666666666672	0.537152783075308	0.756036954597535
chr8:93006000-93494998	chr8	93006000	93494998	chr8	93006000	93494998	255,255,0	2.143000	488998	1.918085	1.928579	1.874455	2.111514	2.143256	2.032908	0.188853	0.00479185452115344	0.167681860967811
chr3:63291000-63545998	chr3	63291000	63545998	chr3	63291000	63545998	255,255,0	1.608000	254998	1.407220	1.330167	1.260965	1.551772	1.608030	1.414923	0.192124333333333	0.023865011098876	0.231640475979112
chr2:66855000-68768998	chr2	66855000	68768998	chr2	66855000	68768998	255,255,0	2.073000	1913998	2.072886	2.060433	2.004250	2.171718	2.143798	2.067216	0.0817209999999997	0.119658474179809	0.410963324128463
chr15:55299000-55556998	chr15	55299000	55556998	chr15	55299000	55556998	255,255,0	3.165000	257998	2.856335	2.970666	2.930320	3.195707	3.582449	3.165144	0.395326333333333	0.0113814139926192	0.204050701684536
chr15:83757000-84065998	chr15	83757000	84065998	chr15	83757000	84065998	255,255,0	2.437000	308998	2.347640	2.320877	2.260349	2.437341	2.479609	2.436628	0.141570666666666	0.0129023429765019	0.209161202010541
chr9:106491000-106661998	chr9	106491000	106661998	chr9	106491000	106661998	255,255,0	1.608000	170998	1.573505	1.590821	1.603783	1.636678	1.606034	1.573881	0.0161613333333332	0.686631859825614	0.85610401912789
chr6:70926000-71138998	chr6	70926000	71138998	chr6	70926000	71138998	255,255,0	2.218000	212998	2.179283	2.218239	2.167100	2.268356	2.271768	2.088264	0.0212553333333332	0.734451835429481	0.879704952780919
chr1:152766000-153485998	chr1	152766000	153485998	chr1	152766000	153485998	255,255,0	2.106000	719998	2.238775	2.207468	2.105922	2.123406	2.162245	2.076586	-0.0633093333333337	0.254860918572809	0.546792516210754
chr14:84432000-84959998	chr14	84432000	84959998	chr14	84432000	84959998	255,255,0	1.789000	527998	1.618982	1.740411	1.788674	1.897258	1.918146	1.887703	0.185013333333333	0.0113622998907313	0.204050701684536
chr19:47649000-47834998	chr19	47649000	47834998	chr19	47649000	47834998	255,255,0	1.636000	185998	1.625923	1.606095	1.561687	1.720066	1.701754	1.629162	0.0857589999999997	0.093302259101236	0.373684767868228
chr2:132309000-132503998	chr2	132309000	132503998	chr2	132309000	132503998	255,255,0	2.810000	194998	2.749518	2.784924	2.642905	2.809614	3.019210	2.772044	0.141173666666667	0.112432400373886	0.398103279481575
chr8:69543000-69620998	chr8	69543000	69620998	chr8	69543000	69620998	255,255,0	1.571000	77998	1.509617	1.556572	1.497470	1.346325	1.522616	1.289520	-0.135066	0.0844765808885078	0.357195142856907
chr14:56817000-56882998	chr14	56817000	56882998	chr14	56817000	56882998	255,255,0	1.912000	65998	1.804674	1.856065	1.828466	1.835243	2.147873	1.911787	0.135232666666666	0.146697695519234	0.439141066114804
chrX:164472000-166160998	chrX	164472000	166160998	chrX	164472000	166160998	255,255,0	2.208000	1688998	2.169559	2.108353	2.099223	2.131337	2.204117	2.877272	0.278530333333333	0.187808376917098	0.483908558690277
chr13:113043000-113270998	chr13	113043000	113270998	chr13	113043000	113270998	255,255,0	2.644000	227998	2.367789	2.390064	2.326052	2.380409	2.644232	2.348666	0.0964673333333332	0.282377868015981	0.57311127608925
chr13:75216000-75887998	chr13	75216000	75887998	chr13	75216000	75887998	255,255,0	2.313000	671998	2.285337	2.255336	2.260753	2.366176	2.418158	2.313174	0.0986939999999999	0.0569946106572835	0.317100203361737
chr14:49209000-49847998	chr14	49209000	49847998	chr14	49209000	49847998	255,255,0	2.725000	638998	2.613862	2.725080	2.656846	2.664955	2.613136	2.670075	-0.0158740000000007	0.737584153667346	0.881210735980248
chr9:31143000-31364998	chr9	31143000	31364998	chr9	31143000	31364998	255,255,0	2.709000	221998	2.841914	2.722811	2.693168	2.880915	2.863820	2.763627	0.0834896666666662	0.192017468080313	0.489101868418955
chr5:135975000-136067998	chr5	135975000	136067998	chr5	135975000	136067998	255,255,0	1.645000	92998	1.509532	1.480751	1.421427	1.452093	1.644605	1.475137	0.0533749999999999	0.421547651935015	0.683236850931332
chr7:80586000-80699998	chr7	80586000	80699998	chr7	80586000	80699998	255,255,0	2.019000	113998	2.141466	2.072930	1.886632	2.008938	2.071491	2.005069	-0.00517666666666682	0.94403304092527	0.979359740839563
chr5:111372000-112208998	chr5	111372000	112208998	chr5	111372000	112208998	255,255,0	3.016000	836998	3.165991	3.091284	3.015703	3.273550	3.249725	3.048815	0.0997039999999998	0.222167147630817	0.512116692932951
chr3:107475000-107618998	chr3	107475000	107618998	chr3	107475000	107618998	255,255,0	1.882000	143998	1.883001	1.854381	1.740326	1.752690	1.882242	1.736590	-0.0353953333333337	0.578801025678499	0.785860781599759
chr11:72999000-73052998	chr11	72999000	73052998	chr11	72999000	73052998	255,255,0	2.177000	53998	2.333448	2.214093	2.159609	2.147712	2.358284	2.075333	-0.0419403333333338	0.637673854778269	0.827277070536491
chrX:106758000-107507998	chrX	106758000	107507998	chrX	106758000	107507998	255,255,0	1.599000	749998	1.626175	1.582633	1.579053	1.593575	1.637304	2.010568	0.151195333333333	0.213318590651053	0.503197828434888
chr11:110331000-110504998	chr11	110331000	110504998	chr11	110331000	110504998	255,255,0	2.213000	173998	2.283901	2.360917	2.240922	2.390940	2.375693	2.212753	0.031215333333333	0.635826858947873	0.825868229823954
chr7:80016000-80087998	chr7	80016000	80087998	chr7	80016000	80087998	255,255,0	1.502000	71998	1.556790	1.610944	1.467044	1.484323	1.573820	1.502424	-0.024737	0.652378272859194	0.834981543935665
chr17:72840000-73301998	chr17	72840000	73301998	chr17	72840000	73301998	255,255,0	2.906000	461998	3.078125	3.025572	2.893589	3.291791	3.344029	3.069795	0.236109666666666	0.0303744062648431	0.248978657164744
chr7:41583000-41669998	chr7	41583000	41669998	chr7	41583000	41669998	255,255,0	1.889000	86998	1.638758	1.889305	1.738491	1.701383	1.806577	1.697521	-0.0203576666666667	0.787056113341337	0.906746645378936
chrX:20616000-20963998	chrX	20616000	20963998	chrX	20616000	20963998	255,255,0	2.091000	347998	2.078889	2.141153	2.006784	2.067968	2.079219	2.578638	0.166333	0.274102205092295	0.567671260668696
chr13:98022000-98243998	chr13	98022000	98243998	chr13	98022000	98243998	255,255,0	2.581000	221998	2.581203	2.728629	2.581831	2.532735	2.771837	2.566343	-0.0069160000000006	0.932039466832275	0.975254638235545
