Chr	calder_bin_start	transition_category_late	ctrl_label_late	mut_label_late	mean_Difference_late	transition_category_early	ctrl_label_early	mut_label_early	mean_Difference_early	concordant
chr1	126200001	Within_B_shift	B.2	B.1	0.375333333333334	True_B_to_A	B.1	A.2	0.499583333333334	FALSE
chr1	126300001	Within_B_shift	B.2	B.1	0.371083333333333	True_B_to_A	B.1	A.2	0.369833333333334	FALSE
chr1	126500001	True_B_to_A	B.1	A.2	0.416333333333333	Stable	A.2	A.2	0.311	FALSE
chr1	126600001	True_B_to_A	B.1	A.2	0.4215	Stable	A.2	A.2	0.291666666666667	FALSE
chr1	167400001	Stable	B.1	B.1	-0.335416666666667	True_B_to_A	B.1	A.2	0.308	FALSE
chr1	173300001	Stable	A.1	A.1	-0.278083333333334	Stable	A.2	A.2	-0.289833333333334	TRUE
chr10	37800001	True_B_to_A	B.1	A.2	0.363416666666667	Within_A_shift	A.2	A.1	0.298833333333333	FALSE
chr10	44400001	True_B_to_A	B.2	A.2	0.348166666666667	Within_A_shift	A.2	A.1	0.27375	FALSE
chr10	53700001	Stable	A.1	A.1	-0.264	Stable	A.1	A.1	-0.241416666666667	TRUE
chr10	63600001	True_B_to_A	B.1	A.2	0.426916666666667	Stable	B.1	B.1	0.34225	FALSE
chr10	63700001	True_B_to_A	B.1	A.2	0.3605	Stable	B.1	B.1	0.34875	FALSE
chr10	63800001	True_B_to_A	B.1	A.2	0.326666666666667	Stable	B.1	B.1	0.329583333333333	FALSE
chr10	68100001	Within_A_shift	A.1	A.2	-0.328166666666667	Within_A_shift	A.2	A.1	0.204	TRUE
chr10	78600001	Stable	B.1	B.1	-0.25775	Stable	B.1	B.1	-0.258916666666666	TRUE
chr10	91300001	Within_B_shift	B.2	B.1	0.395666666666667	Within_A_shift	A.2	A.1	0.311	FALSE
chr10	91400001	Within_B_shift	B.2	B.1	0.406166666666667	True_B_to_A	B.1	A.1	0.392833333333333	FALSE
chr10	91500001	Within_B_shift	B.2	B.1	0.334666666666667	True_B_to_A	B.1	A.1	0.274666666666667	FALSE
chr10	91600001	Within_B_shift	B.2	B.1	0.307	Within_A_shift	A.2	A.1	0.390666666666667	FALSE
chr10	95600001	Within_A_shift	A.2	A.1	0.389083333333334	Within_A_shift	A.2	A.1	0.511916666666667	TRUE
chr10	95700001	Within_A_shift	A.2	A.1	0.3445	Within_A_shift	A.2	A.1	0.483	TRUE
chr10	95800001	Within_A_shift	A.2	A.1	0.276166666666667	Within_A_shift	A.2	A.1	0.317916666666667	TRUE
chr10	105200001	True_A_to_B	A.1	B.1	-0.698916666666667	True_A_to_B	A.1	B.1	-0.365916666666667	TRUE
chr10	105300001	True_A_to_B	A.1	B.1	-0.739333333333334	Stable	A.1	A.1	-0.508083333333334	FALSE
chr10	105400001	Stable	A.1	A.1	-0.628666666666667	Stable	A.1	A.1	-0.3725	TRUE
chr10	105500001	Stable	A.1	A.1	-0.448416666666667	Stable	A.1	A.1	-0.26525	TRUE
chr10	108300001	Stable	B.1	B.1	-0.454416666666667	Stable	B.1	B.1	-0.329083333333333	TRUE
chr10	108400001	Stable	B.1	B.1	-1.01366666666667	Stable	B.1	B.1	-0.433916666666667	TRUE
chr10	108500001	True_A_to_B	A.1	B.1	-1.74383333333333	True_A_to_B	A.1	B.1	-0.689500000000001	TRUE
chr10	108600001	True_A_to_B	A.1	B.1	-1.73208333333333	Within_A_shift	A.1	A.2	-0.676	FALSE
chr10	108700001	Within_A_shift	A.1	A.2	-1.31008333333333	Stable	A.1	A.1	-0.449833333333334	FALSE
chr10	108800001	Within_A_shift	A.1	A.2	-1.18758333333333	Stable	A.1	A.1	-0.42675	FALSE
chr10	108900001	Within_A_shift	A.1	A.2	-1.23216666666667	Stable	A.1	A.1	-0.368750000000001	FALSE
chr10	111300001	Within_A_shift	A.2	A.1	0.249	Within_A_shift	A.2	A.1	0.251	TRUE
chr10	114400001	Stable	A.1	A.1	-0.282583333333333	Stable	B.2	B.2	-0.363583333333333	TRUE
chr10	118600001	Within_B_shift	B.2	B.1	0.47125	Within_A_shift	A.2	A.1	0.3645	FALSE
chr10	118900001	Stable	B.1	B.1	0.161333333333333	Within_A_shift	A.2	A.1	0.454333333333333	FALSE
chr10	119000001	Stable	B.1	B.1	0.269416666666667	Within_A_shift	A.2	A.1	0.360166666666667	FALSE
chr10	119400001	Within_B_shift	B.2	B.1	0.258083333333334	True_B_to_A	B.1	A.2	0.446	FALSE
chr10	121800001	Within_B_shift	B.2	B.1	0.32	True_B_to_A	B.1	A.2	0.441666666666667	FALSE
chr10	121900001	Within_B_shift	B.2	B.1	0.317333333333333	True_B_to_A	B.1	A.2	0.541583333333334	FALSE
chr10	122000001	True_B_to_A	B.1	A.2	0.293	True_B_to_A	B.1	A.2	0.263333333333333	TRUE
chr10	128900001	Stable	A.1	A.1	-0.240583333333334	Stable	A.1	A.1	-0.339000000000001	TRUE
chr11	33200001	True_A_to_B	A.2	B.1	-0.462416666666667	True_A_to_B	A.2	B.1	-0.28725	TRUE
chr11	33300001	True_A_to_B	A.2	B.1	-0.5835	True_A_to_B	A.2	B.1	-0.4225	TRUE
chr11	33400001	True_A_to_B	A.2	B.1	-0.398	True_A_to_B	A.2	B.1	-0.312166666666667	TRUE
chr11	57500001	True_B_to_A	B.1	A.2	0.157	Stable	B.1	B.1	0.339416666666667	FALSE
chr11	57600001	True_B_to_A	B.1	A.2	0.22875	Stable	B.1	B.1	0.433333333333334	FALSE
chr11	68200001	Stable	A.2	A.2	0.2855	True_B_to_A	B.1	A.2	0.354833333333333	FALSE
chr11	68300001	True_B_to_A	B.1	A.2	0.45575	True_B_to_A	B.1	A.2	0.41775	TRUE
chr11	68400001	True_B_to_A	B.1	A.2	0.215666666666667	True_B_to_A	B.1	A.2	0.357833333333333	TRUE
chr11	71900001	True_A_to_B	A.2	B.1	-0.292916666666667	Stable	A.2	A.2	0.370666666666667	FALSE
chr12	5400001	True_B_to_A	B.1	A.1	0.421833333333334	Stable	A.1	A.1	0.238916666666667	FALSE
chr12	5500001	Stable	B.1	B.1	0.412416666666667	Stable	A.2	A.2	0.3615	TRUE
chr12	5600001	Stable	B.1	B.1	0.472333333333334	Stable	A.2	A.2	0.382083333333334	TRUE
chr12	5700001	Stable	B.1	B.1	0.510916666666667	Stable	A.2	A.2	0.4065	TRUE
chr12	5800001	Stable	B.1	B.1	0.538416666666667	Stable	A.2	A.2	0.380666666666667	TRUE
chr12	5900001	True_B_to_A	B.1	A.2	0.742833333333334	Within_A_shift	A.2	A.1	0.3775	FALSE
chr12	6100001	True_B_to_A	B.2	A.2	0.549666666666667	Stable	B.1	B.1	0.30325	FALSE
chr12	6200001	Within_B_shift	B.2	B.1	0.361916666666667	Stable	B.1	B.1	0.289666666666667	FALSE
chr12	6400001	Within_B_shift	B.2	B.1	0.453166666666667	Stable	B.1	B.1	0.264916666666667	FALSE
chr12	6500001	Within_B_shift	B.2	B.1	0.386666666666667	Within_B_shift	B.2	B.1	0.283583333333334	TRUE
chr12	7100001	Stable	B.2	B.2	0.237	Stable	B.2	B.2	0.262333333333334	TRUE
chr12	7200001	Stable	B.2	B.2	0.368666666666667	Stable	B.1	B.1	0.241	TRUE
chr12	12200001	Within_A_shift	A.2	A.1	0.277833333333334	Within_A_shift	A.2	A.1	0.201666666666667	TRUE
chr12	12600001	True_B_to_A	B.1	A.2	0.299	Within_A_shift	A.2	A.1	0.334416666666667	FALSE
chr12	12700001	True_B_to_A	B.1	A.2	0.29975	Within_A_shift	A.2	A.1	0.358583333333333	FALSE
chr12	12800001	True_B_to_A	B.1	A.2	0.362583333333333	Within_A_shift	A.2	A.1	0.323333333333333	FALSE
chr12	16100001	True_B_to_A	B.1	A.2	0.3755	Within_A_shift	A.2	A.1	0.246666666666667	FALSE
chr12	25500001	Stable	A.2	A.2	0.283583333333333	Stable	A.1	A.1	0.289833333333333	TRUE
chr12	26600001	Stable	B.1	B.1	0.336	Within_A_shift	A.2	A.1	0.326833333333333	FALSE
chr12	26700001	Stable	B.1	B.1	0.5935	Within_A_shift	A.2	A.1	0.29025	FALSE
chr12	26800001	True_B_to_A	B.1	A.2	0.76075	Within_A_shift	A.2	A.1	0.297	FALSE
chr12	26900001	True_B_to_A	B.1	A.2	0.5385	Within_A_shift	A.2	A.1	0.31125	FALSE
chr12	27000001	True_B_to_A	B.1	A.2	0.672	Within_A_shift	A.2	A.1	0.343	FALSE
chr12	27100001	True_B_to_A	B.1	A.2	0.5195	Within_A_shift	A.2	A.1	0.2805	FALSE
chr12	27200001	Stable	B.1	B.1	0.484833333333334	Within_A_shift	A.2	A.1	0.30125	FALSE
chr12	27300001	Stable	B.1	B.1	0.461333333333334	Within_A_shift	A.2	A.1	0.276583333333333	FALSE
chr12	35100001	Stable	A.1	A.1	-0.269333333333333	Stable	A.2	A.2	-0.228916666666667	TRUE
chr12	53800001	Within_B_shift	B.2	B.1	0.29625	Within_A_shift	A.2	A.1	0.292166666666667	FALSE
chr12	54100001	Within_B_shift	B.2	B.1	0.33825	Within_A_shift	A.2	A.1	0.385583333333334	FALSE
chr12	54200001	Stable	A.2	A.2	0.571583333333334	Within_A_shift	A.2	A.1	0.38375	FALSE
chr12	54300001	Stable	A.2	A.2	0.415833333333333	Within_A_shift	A.2	A.1	0.384583333333334	FALSE
chr12	75100001	True_B_to_A	B.2	A.2	0.352416666666667	Stable	B.1	B.1	0.451083333333334	FALSE
chr12	75200001	Within_A_shift	A.1	A.2	0.380833333333334	Stable	B.1	B.1	0.504583333333333	FALSE
chr12	75300001	Within_A_shift	A.1	A.2	0.2355	Within_A_shift	A.2	A.1	0.303583333333334	TRUE
chr12	101000001	Stable	A.1	A.1	-0.290916666666667	Stable	A.1	A.1	-0.280916666666667	TRUE
chr13	9900001	Within_B_shift	B.2	B.1	0.462	Within_A_shift	A.2	A.1	0.294833333333334	FALSE
chr13	10000001	Within_B_shift	B.2	B.1	0.554833333333334	Within_A_shift	A.2	A.1	0.279166666666667	FALSE
chr13	10100001	Within_B_shift	B.2	B.1	0.6355	Within_A_shift	A.2	A.1	0.29375	FALSE
chr13	10600001	True_B_to_A	B.1	A.2	0.639500000000001	Stable	B.1	B.1	0.2805	FALSE
chr13	11200001	True_B_to_A	B.1	A.2	0.8165	Stable	A.1	A.1	0.281833333333334	FALSE
chr13	11300001	True_B_to_A	B.2	A.2	0.577166666666667	Stable	A.1	A.1	0.27425	FALSE
chr13	11400001	Within_B_shift	B.2	B.1	0.3135	Stable	A.2	A.2	0.318666666666667	FALSE
chr13	29900001	Stable	A.1	A.1	-0.586083333333334	Stable	A.1	A.1	-0.381166666666667	TRUE
chr13	30000001	Stable	A.1	A.1	-0.346083333333334	Stable	A.1	A.1	-0.305083333333334	TRUE
chr13	39200001	Stable	B.2	B.2	-0.331166666666667	True_B_to_A	B.1	A.2	-0.29425	FALSE
chr13	40000001	True_A_to_B	A.2	B.1	-0.920916666666668	Stable	B.1	B.1	-0.384916666666667	FALSE
chr13	40100001	True_A_to_B	A.2	B.2	-0.67275	Within_B_shift	B.1	B.2	-0.34075	FALSE
chr13	40200001	Stable	B.2	B.2	-0.543416666666667	Within_B_shift	B.1	B.2	-0.303	FALSE
chr13	40300001	Stable	B.2	B.2	-0.4725	Stable	B.2	B.2	-0.291	TRUE
chr13	72600001	True_B_to_A	B.1	A.1	0.957916666666666	Within_A_shift	A.2	A.1	0.228666666666667	FALSE
chr13	72700001	True_B_to_A	B.1	A.1	1.09975	Within_A_shift	A.2	A.1	0.335583333333333	FALSE
chr13	72800001	True_B_to_A	B.2	A.1	0.69175	Within_A_shift	A.2	A.1	0.360083333333333	FALSE
chr13	72900001	Within_B_shift	B.2	B.1	0.549666666666667	True_B_to_A	B.1	A.2	0.333666666666667	FALSE
chr13	83800001	Stable	A.1	A.1	-0.595083333333333	Stable	A.1	A.1	-0.167	TRUE
chr13	84300001	Stable	A.1	A.1	-0.33675	Within_A_shift	A.1	A.2	-0.199833333333334	FALSE
chr13	103300001	Stable	B.2	B.2	0.227916666666667	True_B_to_A	B.1	A.2	0.516916666666667	FALSE
chr14	9200001	Stable	B.2	B.2	0.222500000000001	True_B_to_A	B.1	A.2	0.3185	FALSE
chr14	18600001	Within_A_shift	A.2	A.1	0.334833333333334	Stable	A.2	A.2	0.301166666666667	FALSE
chr14	18700001	Within_A_shift	A.2	A.1	0.373666666666667	Stable	A.2	A.2	0.347416666666667	FALSE
chr14	23400001	Within_B_shift	B.2	B.1	0.533333333333334	Stable	A.2	A.2	0.243416666666666	FALSE
chr14	23600001	True_B_to_A	B.2	A.2	0.87925	Stable	A.1	A.1	0.312083333333333	FALSE
chr14	34900001	True_B_to_A	B.2	A.2	0.475333333333334	Within_A_shift	A.2	A.1	0.294583333333333	FALSE
chr14	35000001	True_B_to_A	B.2	A.2	0.40425	Within_A_shift	A.2	A.1	0.299416666666667	FALSE
chr14	35100001	True_B_to_A	B.2	A.2	0.287083333333334	Within_A_shift	A.2	A.1	0.256583333333333	FALSE
chr14	46900001	Stable	A.1	A.1	0.26925	Within_A_shift	A.2	A.1	0.280666666666667	FALSE
chr14	47000001	Within_A_shift	A.2	A.1	0.288083333333333	Within_A_shift	A.2	A.1	0.289583333333333	TRUE
chr14	66400001	Stable	B.1	B.1	0.3675	Stable	A.2	A.2	0.282166666666667	TRUE
chr14	66500001	Stable	B.1	B.1	0.427416666666667	Stable	A.2	A.2	0.3145	TRUE
chr14	66600001	Stable	B.1	B.1	0.688833333333334	Stable	A.2	A.2	0.2825	TRUE
chr14	71600001	True_B_to_A	B.1	A.2	0.351833333333333	Within_A_shift	A.2	A.1	0.213916666666667	FALSE
chr14	71700001	True_B_to_A	B.1	A.2	0.33875	Within_A_shift	A.2	A.1	0.339916666666667	FALSE
chr14	71800001	Within_B_shift	B.2	B.1	0.310666666666667	True_B_to_A	B.1	A.2	0.327416666666667	FALSE
chr14	72000001	Within_B_shift	B.2	B.1	0.303833333333334	Within_A_shift	A.2	A.1	0.28175	FALSE
chr14	79900001	True_B_to_A	B.1	A.2	0.495416666666667	Stable	A.1	A.1	0.341166666666667	FALSE
chr14	80000001	True_B_to_A	B.1	A.2	0.400416666666667	Stable	A.2	A.2	0.38975	FALSE
chr14	80100001	True_B_to_A	B.1	A.2	0.466833333333334	Stable	A.2	A.2	0.32275	FALSE
chr14	105800001	Within_A_shift	A.1	A.2	-0.333583333333334	True_A_to_B	A.2	B.1	-0.259166666666667	FALSE
chr14	119200001	True_A_to_B	A.2	B.1	-0.273666666666667	Within_A_shift	A.1	A.2	-0.24425	FALSE
chr15	26300001	Within_B_shift	B.2	B.1	0.30375	Stable	A.2	A.2	0.323916666666667	FALSE
chr15	62200001	Stable	B.1	B.1	0.267916666666667	Within_A_shift	A.2	A.1	0.293583333333333	FALSE
chr15	62300001	Within_B_shift	B.2	B.1	0.276916666666667	Within_A_shift	A.2	A.1	0.335666666666667	FALSE
chr15	62400001	Within_B_shift	B.2	B.1	0.358583333333334	Within_A_shift	A.2	A.1	0.297083333333334	FALSE
chr15	62500001	Within_B_shift	B.2	B.1	0.24675	Within_A_shift	A.2	A.1	0.27775	FALSE
chr15	68300001	Stable	A.1	A.1	-0.302833333333333	Stable	A.1	A.1	-0.200916666666667	TRUE
chr15	74000001	Within_A_shift	A.2	A.1	0.4175	Stable	A.1	A.1	0.33025	FALSE
chr15	74100001	Within_A_shift	A.2	A.1	0.467416666666667	Stable	A.1	A.1	0.338	FALSE
chr15	74200001	Within_A_shift	A.2	A.1	0.412083333333333	Stable	A.1	A.1	0.31225	FALSE
chr15	74300001	True_B_to_A	B.1	A.2	0.377166666666667	Stable	A.1	A.1	0.34075	FALSE
chr15	93800001	Within_B_shift	B.2	B.1	0.3115	True_B_to_A	B.1	A.1	0.387333333333333	FALSE
chr15	93900001	Within_B_shift	B.2	B.1	0.290083333333333	True_B_to_A	B.1	A.1	0.353666666666667	FALSE
chr16	12000001	Within_B_shift	B.2	B.1	0.243583333333333	True_B_to_A	B.1	A.2	0.3505	FALSE
chr16	12100001	Within_B_shift	B.2	B.1	0.230083333333334	True_B_to_A	B.1	A.2	0.317833333333334	FALSE
chr16	34500001	Stable	A.2	A.2	0.3475	Within_A_shift	A.2	A.1	0.254333333333333	FALSE
chr16	36800001	Within_A_shift	A.1	A.2	-0.321416666666667	Stable	A.1	A.1	-0.296583333333334	FALSE
chr16	36900001	Within_A_shift	A.1	A.2	-0.407833333333334	Stable	A.1	A.1	-0.332166666666667	FALSE
chr16	37000001	Within_A_shift	A.1	A.2	-0.452583333333334	Stable	A.1	A.1	-0.349	FALSE
chr16	56300001	Stable	B.1	B.1	-0.489166666666667	True_B_to_A	B.1	A.2	0.34475	FALSE
chr16	56400001	Stable	B.1	B.1	-0.34375	True_B_to_A	B.1	A.2	0.373500000000001	FALSE
chr16	56500001	Stable	B.1	B.1	-0.316333333333333	True_B_to_A	B.1	A.2	0.339	FALSE
chr16	63900001	Stable	B.1	B.1	-0.288	True_B_to_A	B.1	A.2	0.40525	FALSE
chr16	64100001	Stable	B.1	B.1	-0.244083333333333	True_B_to_A	B.1	A.2	0.478	FALSE
chr16	64200001	Stable	B.1	B.1	-0.4175	True_B_to_A	B.1	A.2	0.452666666666667	FALSE
chr16	64300001	Stable	A.2	A.2	-0.460583333333333	Within_A_shift	A.2	A.1	0.33075	FALSE
chr16	64400001	Within_B_shift	B.1	B.2	-0.438416666666667	True_B_to_A	B.1	A.2	0.2615	FALSE
chr16	64500001	Within_B_shift	B.1	B.2	-0.41925	True_B_to_A	B.1	A.2	0.343666666666667	FALSE
chr16	72600001	Stable	B.2	B.2	-0.564583333333334	Within_B_shift	B.2	B.1	-0.243583333333334	FALSE
chr16	72700001	True_A_to_B	A.2	B.1	-0.927249999999999	Within_A_shift	A.1	A.2	-0.415916666666667	FALSE
chr16	72800001	True_A_to_B	A.2	B.1	-1.09033333333333	Within_A_shift	A.1	A.2	-0.350416666666667	FALSE
chr16	72900001	True_A_to_B	A.2	B.1	-0.719833333333334	Within_A_shift	A.1	A.2	-0.255583333333334	FALSE
chr16	90400001	True_B_to_A	B.1	A.1	0.8615	Stable	A.1	A.1	0.246	FALSE
chr16	90500001	True_B_to_A	B.1	A.1	0.84075	Stable	A.1	A.1	0.318416666666666	FALSE
chr16	97500001	Stable	B.1	B.1	0.66925	Stable	A.2	A.2	0.314916666666667	TRUE
chr16	97600001	True_B_to_A	B.1	A.1	0.85675	Stable	A.2	A.2	0.305416666666667	FALSE
chr16	97700001	True_B_to_A	B.1	A.1	0.639	Stable	A.2	A.2	0.26675	FALSE
chr17	15100001	True_B_to_A	B.1	A.2	0.589583333333334	True_B_to_A	B.1	A.2	0.438666666666667	TRUE
chr17	15200001	True_B_to_A	B.1	A.2	0.654666666666667	True_B_to_A	B.1	A.2	0.387833333333334	TRUE
chr17	15300001	True_B_to_A	B.1	A.2	0.50325	True_B_to_A	B.1	A.2	0.289333333333333	TRUE
chr17	67900001	Within_B_shift	B.2	B.1	0.29125	Stable	A.2	A.2	0.313833333333333	FALSE
chr17	68500001	Within_B_shift	B.2	B.1	0.3415	True_B_to_A	B.1	A.2	0.379416666666667	FALSE
chr17	68700001	Within_B_shift	B.2	B.1	0.262416666666667	True_B_to_A	B.1	A.2	0.395333333333333	FALSE
chr18	4900001	True_B_to_A	B.1	A.2	0.647916666666666	Stable	A.2	A.2	0.375833333333333	FALSE
chr18	5000001	True_B_to_A	B.1	A.2	0.611916666666667	Stable	A.2	A.2	0.27875	FALSE
chr18	6200001	Stable	A.2	A.2	-0.2745	Stable	A.2	A.2	-0.413916666666667	TRUE
chr18	7500001	Stable	B.2	B.2	-0.337416666666667	Stable	B.2	B.2	-0.340333333333334	TRUE
chr18	7600001	Stable	A.2	A.2	-0.354333333333334	True_A_to_B	A.2	B.1	-0.51225	FALSE
chr18	7700001	Stable	A.2	A.2	-0.43375	True_A_to_B	A.2	B.1	-0.355916666666667	FALSE
chr18	7800001	Stable	A.2	A.2	-0.298916666666667	True_A_to_B	A.2	B.1	-0.35775	FALSE
chr18	21100001	Stable	A.2	A.2	0.214666666666667	Stable	B.1	B.1	-0.2045	TRUE
chr18	21200001	Stable	A.2	A.2	0.252833333333333	Stable	B.1	B.1	-0.193416666666667	TRUE
chr18	40400001	Within_B_shift	B.2	B.1	0.289833333333334	Within_B_shift	B.2	B.1	0.29925	TRUE
chr18	78200001	True_B_to_A	B.1	A.2	0.397083333333333	Stable	A.2	A.2	0.322833333333333	FALSE
chr18	78300001	True_B_to_A	B.1	A.2	0.365083333333333	Stable	A.2	A.2	0.304666666666667	FALSE
chr18	78400001	True_B_to_A	B.1	A.2	0.3965	Stable	A.2	A.2	0.298833333333333	FALSE
chr18	78500001	Stable	A.2	A.2	0.282083333333333	Stable	A.2	A.2	0.31875	TRUE
chr18	80500001	Stable	B.1	B.1	0.298333333333333	Within_A_shift	A.2	A.1	0.27725	FALSE
chr18	81200001	Stable	B.2	B.2	0.313166666666667	True_B_to_A	B.1	A.2	0.5805	FALSE
chr18	82000001	Stable	A.2	A.2	0.552333333333334	Stable	A.2	A.2	0.349833333333334	TRUE
chr18	82100001	Stable	A.2	A.2	0.41375	Stable	A.2	A.2	0.333666666666667	TRUE
chr18	82200001	True_B_to_A	B.1	A.2	0.592166666666667	Stable	A.2	A.2	0.36375	FALSE
chr18	82300001	True_B_to_A	B.1	A.2	0.607083333333334	Stable	A.2	A.2	0.37575	FALSE
chr18	82400001	Stable	A.1	A.1	0.19575	Stable	A.2	A.2	0.168083333333333	TRUE
chr18	83500001	Stable	A.2	A.2	0.430166666666667	Stable	A.1	A.1	0.295	TRUE
chr19	27500001	True_B_to_A	B.1	A.2	0.328166666666667	Within_A_shift	A.2	A.1	0.290833333333333	FALSE
chr19	36100001	Stable	B.1	B.1	0.174666666666667	True_B_to_A	B.1	A.2	0.273083333333333	FALSE
chr19	41300001	Stable	A.2	A.2	0.29675	Within_A_shift	A.2	A.1	0.3825	FALSE
chr19	41400001	Stable	A.2	A.2	0.235916666666667	Within_A_shift	A.2	A.1	0.293083333333333	FALSE
chr19	44700001	True_B_to_A	B.1	A.2	0.370583333333334	Stable	A.2	A.2	0.302833333333333	FALSE
chr19	55600001	True_B_to_A	B.2	A.2	0.2415	Within_A_shift	A.2	A.1	0.351583333333333	FALSE
chr19	56200001	Within_B_shift	B.2	B.1	0.27925	True_B_to_A	B.1	A.2	0.414	FALSE
chr19	56300001	Stable	B.1	B.1	0.318166666666667	Stable	A.1	A.1	0.30625	TRUE
chr19	58200001	Stable	B.1	B.1	0.335833333333333	Within_A_shift	A.2	A.1	0.39325	FALSE
chr2	3900001	True_B_to_A	B.1	A.1	0.55	Stable	A.2	A.2	0.276916666666667	FALSE
chr2	4000001	Stable	B.1	B.1	0.508833333333334	Stable	A.2	A.2	0.319	TRUE
chr2	4100001	Stable	B.1	B.1	0.592666666666667	Within_A_shift	A.2	A.1	0.30175	FALSE
chr2	4200001	Stable	B.1	B.1	0.496333333333334	Within_A_shift	A.2	A.1	0.298666666666667	FALSE
chr2	4700001	Stable	B.1	B.1	0.549000000000001	True_B_to_A	B.1	A.2	0.286166666666667	FALSE
chr2	4800001	Stable	B.1	B.1	0.23175	True_B_to_A	B.1	A.2	0.201166666666667	FALSE
chr2	70300001	True_B_to_A	B.2	A.2	1.09483333333333	Within_A_shift	A.2	A.1	0.292083333333333	FALSE
chr2	70600001	Stable	B.1	B.1	0.235083333333334	Stable	A.2	A.2	0.202833333333333	TRUE
chr2	70900001	True_B_to_A	B.1	A.2	0.479083333333333	True_B_to_A	B.1	A.2	0.275833333333333	TRUE
chr2	124300001	Within_B_shift	B.2	B.1	0.361083333333334	Stable	A.2	A.2	0.326916666666667	FALSE
chr2	124400001	Within_B_shift	B.2	B.1	0.315583333333334	Stable	A.2	A.2	0.34825	FALSE
chr2	124900001	Stable	A.2	A.2	0.292833333333334	True_B_to_A	B.1	A.2	0.29975	FALSE
chr2	181900001	Within_B_shift	B.1	B.2	-0.308083333333333	Stable	B.2	B.2	-0.242666666666667	FALSE
chr3	10000001	Stable	A.1	A.1	0.493333333333333	Stable	A.1	A.1	0.311833333333334	TRUE
chr3	10100001	True_B_to_A	B.1	A.1	0.498083333333334	Stable	A.1	A.1	0.454583333333333	FALSE
chr3	10200001	True_B_to_A	B.1	A.1	0.25125	Stable	A.1	A.1	0.384416666666667	FALSE
chr3	18200001	True_B_to_A	B.1	A.2	0.542833333333334	Stable	A.2	A.2	0.345166666666667	FALSE
chr3	18300001	True_B_to_A	B.1	A.2	0.593333333333334	True_B_to_A	B.1	A.2	0.408916666666667	TRUE
chr3	18400001	True_B_to_A	B.1	A.2	0.6695	True_B_to_A	B.1	A.2	0.416333333333333	TRUE
chr3	18500001	True_B_to_A	B.1	A.2	0.625416666666667	True_B_to_A	B.1	A.2	0.413416666666667	TRUE
chr3	18600001	Stable	A.1	A.1	0.440083333333333	Stable	A.1	A.1	0.249083333333333	TRUE
chr3	18800001	Stable	A.2	A.2	0.733583333333334	Stable	A.1	A.1	0.323083333333334	TRUE
chr3	18900001	Stable	A.2	A.2	0.607166666666667	Stable	A.1	A.1	0.255916666666667	TRUE
chr3	29900001	Stable	B.2	B.2	0.195916666666667	True_B_to_A	B.1	A.2	0.654166666666667	FALSE
chr3	30000001	Within_B_shift	B.2	B.1	0.143	True_B_to_A	B.1	A.2	0.535583333333333	FALSE
