Chr	calder_bin_start	mean_ctrl_PC1	mean_mut_PC1	mean_Difference	n_25kb_bins	n_sig_bins	min_adj_pvalue	any_sig	dominant_homer_direction	ctrl_label	mut_label	continous_rank_ctrl	continous_rank_mut	label_changed	transition_category	iceberg_category
chr1	4100001	-1.17008333333334	-1.16	0.0100833333333335	4	0	0.475698996792547	FALSE	NA	B.2	B.2	0.0441733277240219	0.0636704119850187	FALSE	Stable	Non_significant
chr1	4200001	-1.16125	-1.15233333333334	0.00891666666666688	4	0	0.142690201477899	FALSE	NA	B.2	B.2	0.0441733277240219	0.0636704119850187	FALSE	Stable	Non_significant
chr1	4300001	-1.10383333333333	-1.07466666666666	0.0291666666666668	4	0	0.0409848750321443	FALSE	NA	B.2	B.2	0.162810265039966	0.185601331668747	FALSE	Stable	Non_significant
chr1	4400001	-1.1145	-1.12375	-0.00924999999999988	4	0	0.427187685798483	FALSE	NA	B.2	B.2	0.162810265039966	0.185601331668747	FALSE	Stable	Non_significant
chr1	4500001	-0.991416666666668	-0.952333333333332	0.0390833333333335	4	0	0.0487925270492319	FALSE	NA	B.2	B.2	0.269246949936895	0.252600915522264	FALSE	Stable	Non_significant
chr1	4600001	-1.0135	-1.03933333333334	-0.0258333333333332	4	0	0.131936105064074	FALSE	NA	B.2	B.2	0.269246949936895	0.252600915522264	FALSE	Stable	Non_significant
chr1	4700001	-0.1595	-0.269916666666667	-0.110416666666667	4	0	0.021924150117055	FALSE	NA	B.2	B.2	0.269246949936895	0.252600915522264	FALSE	Stable	Non_significant
chr1	4800001	0.800083333333333	0.624416666666666	-0.175666666666667	4	0	0.0039506476707678	FALSE	NA	A.1	A.1	0.73369793857804	0.728672492717437	FALSE	Stable	Non_significant
chr1	4900001	-0.183166666666667	-0.361	-0.177833333333334	4	0	0.00269660326704448	FALSE	NA	A.2	A.2	0.568363483382415	0.51685393258427	FALSE	Stable	Non_significant
chr1	5000001	0.113666666666667	0.0112500000000002	-0.102416666666667	4	0	0.00229197385768566	FALSE	NA	A.2	A.2	0.568363483382415	0.51685393258427	FALSE	Stable	Non_significant
chr1	5100001	-0.0645833333333335	-0.0983333333333333	-0.0337500000000001	4	0	0.0753103703855294	FALSE	NA	A.2	A.2	0.568363483382415	0.51685393258427	FALSE	Stable	Non_significant
chr1	5200001	-1.10791666666667	-1.09691666666667	0.0110000000000002	4	0	0.354097247019147	FALSE	NA	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE	Stable	Non_significant
chr1	5300001	-1.15825	-1.11416666666667	0.0440833333333335	4	0	0.0283932826093009	FALSE	NA	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE	Stable	Non_significant
chr1	5400001	-1.15208333333333	-1.09641666666667	0.0556666666666668	4	0	0.0196132067884613	FALSE	NA	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE	Stable	Non_significant
chr1	5500001	-1.15558333333333	-1.09841666666667	0.0571666666666668	4	0	0.00848538184159178	FALSE	NA	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE	Stable	Non_significant
chr1	5600001	-1.15941666666667	-1.11483333333333	0.0445833333333334	4	0	0.041079015131912	FALSE	NA	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE	Stable	Non_significant
chr1	5700001	-1.15158333333333	-1.10941666666667	0.0421666666666668	4	0	0.0798674483853907	FALSE	NA	B.2	B.2	0.0837189734960034	0.05451518934665	FALSE	Stable	Non_significant
chr1	5800001	-1.17008333333333	-1.13366666666667	0.0364166666666669	4	0	0.0854662126055786	FALSE	NA	B.2	B.2	0.0837189734960034	0.109862671660424	FALSE	Stable	Non_significant
chr1	5900001	-1.18958333333333	-1.1565	0.0330833333333335	4	0	0.160669383214073	FALSE	NA	B.2	B.2	0.118636937315944	0.109862671660424	FALSE	Stable	Non_significant
chr1	6000001	-1.18016666666667	-1.15933333333334	0.0208333333333335	4	0	0.131767202367824	FALSE	NA	B.2	B.2	0.118636937315944	0.109862671660424	FALSE	Stable	Non_significant
chr1	6100001	-0.742916666666666	-0.839833333333333	-0.0969166666666667	4	0	0.00807563677765628	FALSE	NA	B.2	B.2	0.118636937315944	0.109862671660424	FALSE	Stable	Non_significant
chr1	6200001	0.677333333333333	0.5145	-0.162833333333333	4	0	0.0109443136501797	FALSE	NA	A.2	A.2	0.61800588977703	0.646275488972118	FALSE	Stable	Non_significant
chr1	6300001	-0.0831666666666667	-0.215916666666667	-0.13275	4	0	0.00309416826110363	FALSE	NA	A.2	A.2	0.61800588977703	0.646275488972118	FALSE	Stable	Non_significant
chr1	6400001	0.231416666666667	0.14425	-0.0871666666666668	4	0	0.0165437104623051	FALSE	NA	A.2	A.2	0.61800588977703	0.646275488972118	FALSE	Stable	Non_significant
chr1	6500001	0.139916666666667	-0.0156666666666667	-0.155583333333334	4	0	0.00183119136870523	FALSE	NA	A.2	A.2	0.61800588977703	0.646275488972118	FALSE	Stable	Non_significant
chr1	6600001	0.383166666666667	0.329833333333333	-0.0533333333333334	4	0	0.0236357027137241	FALSE	NA	A.2	A.2	0.61800588977703	0.646275488972118	FALSE	Stable	Non_significant
chr1	6700001	1.272	1.139	-0.133	4	0	0.0014532496762275	FALSE	NA	A.1	A.1	0.948674800168279	0.904286308780691	FALSE	Stable	Non_significant
chr1	6800001	0.914583333333334	0.704333333333334	-0.210250000000001	4	1	0.00121952472615365	TRUE	A_to_B_in_Mutant	A.1	A.1	0.948674800168279	0.904286308780691	FALSE	Stable	Sig_stable
chr1	6900001	-0.4415	-0.653	-0.2115	4	0	0.0014291822541599	FALSE	NA	A.2	B.1	0.486748001682793	0.408655846858094	TRUE	True_A_to_B	Non_significant
chr1	7000001	0.0316666666666665	-0.163166666666666	-0.194833333333333	4	0	0.000285054184367842	FALSE	NA	A.2	B.1	0.486748001682793	0.408655846858094	TRUE	True_A_to_B	Non_significant
chr1	7100001	0.62825	0.449916666666667	-0.178333333333334	4	0	0.000580167634683838	FALSE	NA	A.1	A.1	0.734960033655869	0.730753225135248	FALSE	Stable	Non_significant
chr1	7200001	-0.845916666666667	-0.954333333333334	-0.108416666666667	4	0	0.00117736650889381	FALSE	NA	B.1	B.2	0.358855700462768	0.300041614648356	TRUE	Within_B_shift	Non_significant
chr1	7300001	-0.791166666666668	-0.892166666666666	-0.101	4	0	0.00026475627949613	FALSE	NA	B.1	B.2	0.358855700462768	0.300041614648356	TRUE	Within_B_shift	Non_significant
chr1	7400001	-0.860833333333332	-0.930583333333335	-0.06975	4	0	0.00980973191075955	FALSE	NA	B.1	B.2	0.358855700462768	0.300041614648356	TRUE	Within_B_shift	Non_significant
chr1	7500001	-1.15691666666667	-1.158	-0.00108333333333315	4	0	0.479070159930301	FALSE	NA	B.2	B.2	0.0374421539755995	0.134831460674157	FALSE	Stable	Non_significant
chr1	7600001	-1.10775	-1.07566666666667	0.0320833333333335	4	0	0.0791557092970638	FALSE	NA	B.2	B.2	0.0374421539755995	0.134831460674157	FALSE	Stable	Non_significant
chr1	7700001	-1.06275	-1.02358333333334	0.0391666666666669	4	0	0.0441151680163965	FALSE	NA	B.2	B.2	0.0374421539755995	0.134831460674157	FALSE	Stable	Non_significant
chr1	7800001	-1.02883333333334	-1.0085	0.0203333333333335	4	0	0.196198731861877	FALSE	NA	B.2	B.2	0.0374421539755995	0.0237203495630462	FALSE	Stable	Non_significant
chr1	7900001	-0.997333333333332	-0.979916666666667	0.0174166666666668	4	0	0.213458580896991	FALSE	NA	B.2	B.2	0.0374421539755995	0.0237203495630462	FALSE	Stable	Non_significant
chr1	8000001	-0.984083333333333	-0.960333333333334	0.0237500000000001	4	0	0.132387530105691	FALSE	NA	B.2	B.2	0.0671013883045856	0.0237203495630462	FALSE	Stable	Non_significant
chr1	8100001	-0.97575	-0.96925	0.00650000000000006	4	0	0.212699321053631	FALSE	NA	B.2	B.2	0.0967606226335717	0.0237203495630462	FALSE	Stable	Non_significant
chr1	8200001	-0.97575	-0.981	-0.00524999999999983	4	0	0.575801400916558	FALSE	NA	B.2	B.2	0.0967606226335717	0.0237203495630462	FALSE	Stable	Non_significant
chr1	8300001	-1.01533333333333	-1.03016666666667	-0.0148333333333332	4	0	0.123170473773011	FALSE	NA	B.2	B.2	0.0931846865797223	0.119850187265918	FALSE	Stable	Non_significant
chr1	8400001	-1.03008333333333	-1.04783333333333	-0.01775	4	0	0.10067864555569	FALSE	NA	B.2	B.2	0.0896087505258729	0.119850187265918	FALSE	Stable	Non_significant
chr1	8500001	-1.03025	-1.04258333333334	-0.0123333333333331	4	0	0.23900201240612	FALSE	NA	B.2	B.2	0.0896087505258729	0.119225967540575	FALSE	Stable	Non_significant
chr1	8600001	-0.995249999999999	-0.996583333333334	-0.00133333333333325	4	0	0.643485542275304	FALSE	NA	B.2	B.2	0.0896087505258729	0.118601747815231	FALSE	Stable	Non_significant
chr1	8700001	-1.026	-1.023	0.00300000000000018	4	0	0.692237915205253	FALSE	NA	B.2	B.2	0.134623474968447	0.118601747815231	FALSE	Stable	Non_significant
chr1	8800001	-1.07541666666667	-1.079	-0.00358333333333321	4	0	0.714479902136014	FALSE	NA	B.2	B.2	0.134202776609171	0.10715771951727	FALSE	Stable	Non_significant
chr1	8900001	-1.09108333333333	-1.10233333333334	-0.0112499999999998	4	0	0.318526425904907	FALSE	NA	B.2	B.2	0.0887673538073202	0.0957136912193092	FALSE	Stable	Non_significant
chr1	9000001	-1.116	-1.10416666666667	0.0118333333333335	4	0	0.342764815921859	FALSE	NA	B.2	B.2	0.0887673538073202	0.0957136912193092	FALSE	Stable	Non_significant
chr1	9100001	-1.15475	-1.15158333333333	0.00316666666666682	4	0	0.513040540953112	FALSE	NA	B.2	B.2	0.0887673538073202	0.0957136912193092	FALSE	Stable	Non_significant
chr1	9200001	-1.18916666666667	-1.17408333333333	0.0150833333333335	4	0	0.0903709411220483	FALSE	NA	B.2	B.2	0.172486327303324	0.21431543903454	FALSE	Stable	Non_significant
chr1	9300001	-1.23675	-1.209	0.0277500000000002	4	0	0.0379118711002977	FALSE	NA	B.2	B.2	0.172486327303324	0.21431543903454	FALSE	Stable	Non_significant
chr1	9400001	-1.174	-1.18875	-0.0147499999999999	4	0	0.0318552027148479	FALSE	NA	B.2	B.2	0.172486327303324	0.21431543903454	FALSE	Stable	Non_significant
chr1	9500001	0.0769166666666665	-0.09075	-0.167666666666667	4	0	0.00374644729034687	FALSE	NA	B.2	B.2	0.172486327303324	0.21431543903454	FALSE	Stable	Non_significant
chr1	9600001	0.733416666666667	0.63925	-0.0941666666666667	4	0	0.0470695389242869	FALSE	NA	A.1	A.1	0.734118636937316	0.74615064502705	FALSE	Stable	Non_significant
chr1	9700001	0.675583333333334	0.58875	-0.0868333333333335	4	0	0.0303963238680779	FALSE	NA	A.1	A.1	0.734118636937316	0.74615064502705	FALSE	Stable	Non_significant
chr1	9800001	0.0285833333333334	0.0997499999999999	0.0711666666666667	4	0	0.0263522273295887	FALSE	NA	A.2	A.2	0.574253260412284	0.611735330836455	FALSE	Stable	Non_significant
chr1	9900001	0.442416666666667	0.367416666666667	-0.075	4	0	0.0028878199239341	FALSE	NA	A.2	A.2	0.574253260412284	0.611735330836455	FALSE	Stable	Non_significant
chr1	10000001	0.781166666666667	0.695416666666667	-0.0857500000000003	4	0	0.0257275801985102	FALSE	NA	A.1	A.1	0.738746318889356	0.729504785684561	FALSE	Stable	Non_significant
chr1	10100001	0.7785	0.69175	-0.08675	4	0	0.0345510403909236	FALSE	NA	A.1	A.1	0.738746318889356	0.729504785684561	FALSE	Stable	Non_significant
chr1	10200001	-0.00450000000000002	-0.136833333333333	-0.132333333333333	4	0	0.00697141731660064	FALSE	NA	A.1	A.1	0.738746318889356	0.729504785684561	FALSE	Stable	Non_significant
chr1	10300001	-1.14875	-1.18508333333333	-0.0363333333333332	4	0	0.0405713132352322	FALSE	NA	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE	Stable	Non_significant
chr1	10400001	-1.2395	-1.25041666666667	-0.0109166666666664	4	0	0.477839156632329	FALSE	NA	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE	Stable	Non_significant
chr1	10500001	-1.241	-1.244	-0.00299999999999988	4	0	0.719197419064404	FALSE	NA	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE	Stable	Non_significant
chr1	10600001	-1.23266666666667	-1.24108333333333	-0.00841666666666645	4	0	0.495503165018047	FALSE	NA	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE	Stable	Non_significant
chr1	10700001	-1.23633333333333	-1.23858333333333	-0.00224999999999975	4	0	0.358316874289015	FALSE	NA	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE	Stable	Non_significant
chr1	10800001	-1.22891666666667	-1.23333333333333	-0.00441666666666658	4	0	0.613622968833003	FALSE	NA	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE	Stable	Non_significant
chr1	10900001	-1.21325	-1.22541666666667	-0.0121666666666664	4	0	0.483610948505382	FALSE	NA	B.2	B.2	0.072780816154817	0.0682480233042031	FALSE	Stable	Non_significant
chr1	11000001	-1.16041666666667	-1.17516666666667	-0.0147499999999998	4	0	0.324427687056017	FALSE	NA	B.2	B.2	0.120109381573412	0.142946317103621	FALSE	Stable	Non_significant
chr1	11100001	-1.10483333333333	-1.08458333333333	0.0202500000000001	4	0	0.0516971392540087	FALSE	NA	B.2	B.2	0.167437946992007	0.217644610903038	FALSE	Stable	Non_significant
chr1	11200001	-1.12958333333333	-1.15141666666667	-0.0218333333333331	4	0	0.125746017670084	FALSE	NA	B.2	B.2	0.167437946992007	0.217644610903038	FALSE	Stable	Non_significant
chr1	11300001	-1.16566666666667	-1.15975	0.00591666666666684	4	0	0.0540042390693676	FALSE	NA	B.2	B.2	0.167437946992007	0.217644610903038	FALSE	Stable	Non_significant
chr1	11400001	-1.11633333333333	-1.03983333333333	0.0765000000000002	4	0	0.00243798572070346	FALSE	NA	B.2	B.2	0.304164913756836	0.217644610903038	FALSE	Stable	Non_significant
chr1	11500001	-1.22	-1.223	-0.00299999999999972	4	0	0.695411326888353	FALSE	NA	B.2	B.2	0.150610012620951	0.186849771119434	FALSE	Stable	Non_significant
chr1	11600001	-1.20308333333334	-1.19091666666667	0.0121666666666668	4	0	0.45567847317109	FALSE	NA	B.2	B.2	0.150610012620951	0.186849771119434	FALSE	Stable	Non_significant
chr1	11700001	-1.20733333333333	-1.21108333333334	-0.0037499999999999	4	0	0.634600153231651	FALSE	NA	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE	Stable	Non_significant
chr1	11800001	-1.221	-1.22108333333333	-8.33333333332146e-05	4	0	0.736171163463029	FALSE	NA	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE	Stable	Non_significant
chr1	11900001	-1.20275	-1.21266666666667	-0.0099166666666665	4	0	0.397340193607548	FALSE	NA	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12000001	-1.21216666666667	-1.22925	-0.0170833333333333	4	0	0.267578528241885	FALSE	NA	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12100001	-1.21583333333334	-1.21875	-0.00291666666666662	4	0	0.738636834715571	FALSE	NA	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12200001	-1.22675	-1.22558333333333	0.00116666666666693	4	0	0.797143096874354	FALSE	NA	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12300001	-1.23266666666667	-1.23491666666667	-0.00224999999999984	4	0	0.596262206904703	FALSE	NA	B.2	B.2	0.012620950778292	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12400001	-1.23983333333334	-1.25191666666667	-0.0120833333333331	4	0	0.430776909661861	FALSE	NA	B.2	B.2	0.075094657130837	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12500001	-1.25	-1.25	4.2934406030426e-17	4	0	0.654628941552816	FALSE	NA	B.2	B.2	0.137568363483382	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12600001	-1.22716666666667	-1.25016666666667	-0.0229999999999998	4	0	0.0312295906369003	FALSE	NA	B.2	B.2	0.137568363483382	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12700001	-1.19408333333334	-1.21883333333333	-0.0247499999999999	4	0	0.0418430289765467	FALSE	NA	B.2	B.2	0.137568363483382	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12800001	-1.03133333333333	-0.956083333333334	0.07525	4	0	0.0010753969926151	FALSE	NA	B.2	B.2	0.137568363483382	0.00749063670411985	FALSE	Stable	Non_significant
chr1	12900001	-0.872499999999999	-0.611416666666667	0.261083333333334	4	2	3.649160013078e-05	TRUE	B_to_A_in_Mutant	B.2	B.1	0.137568363483382	0.403245942571785	TRUE	Within_B_shift	Sig_within_shift
chr1	13000001	-0.392833333333333	-0.24825	0.144583333333334	4	0	0.000246073975750965	FALSE	NA	B.2	B.1	0.137568363483382	0.403245942571785	TRUE	Within_B_shift	Non_significant
chr1	13100001	0.763666666666668	0.799083333333334	0.0354166666666666	4	0	0.333698525506224	FALSE	NA	A.1	A.1	0.823727387463189	0.90595089471494	FALSE	Stable	Non_significant
chr1	13200001	1.19575	1.23916666666667	0.0434166666666665	4	0	0.0222012269649901	FALSE	NA	A.1	A.1	0.823727387463189	0.90595089471494	FALSE	Stable	Non_significant
chr1	13300001	1.20458333333333	1.17175	-0.0328333333333333	4	0	0.0147159404424358	FALSE	NA	A.1	A.1	0.823727387463189	0.90595089471494	FALSE	Stable	Non_significant
chr1	13400001	-0.14125	-0.11475	0.0265000000000001	4	0	0.216026421898985	FALSE	NA	A.2	A.2	0.513251998317207	0.516437786100708	FALSE	Stable	Non_significant
chr1	13500001	0.16875	0.0804999999999998	-0.08825	4	0	0.00472664134561331	FALSE	NA	A.2	A.2	0.513251998317207	0.516437786100708	FALSE	Stable	Non_significant
chr1	13600001	0.00491666666666685	-0.159	-0.163916666666667	4	0	0.00453101864799873	FALSE	NA	A.2	A.2	0.513251998317207	0.516437786100708	FALSE	Stable	Non_significant
chr1	13700001	-0.959999999999999	-0.938999999999999	0.021	4	0	0.00484801882026679	FALSE	NA	B.2	B.2	0.195204038704249	0.25384935497295	FALSE	Stable	Non_significant
chr1	13800001	-1.06408333333333	-0.93925	0.124833333333334	4	0	0.00170592957434537	FALSE	NA	B.2	B.2	0.195204038704249	0.25384935497295	FALSE	Stable	Non_significant
chr1	13900001	-0.946166666666668	-0.649416666666667	0.29675	4	1	9.49167284487442e-05	TRUE	B_to_A_in_Mutant	B.2	B.2	0.243374000841397	0.25384935497295	FALSE	Stable	Sig_stable
chr1	14000001	-0.817833333333333	-0.343	0.474833333333334	4	4	3.21273314528149e-05	TRUE	B_to_A_in_Mutant	B.2	B.1	0.291543962978544	0.446109030378693	TRUE	Within_B_shift	Sig_within_shift
chr1	14100001	-0.783916666666667	-0.209666666666667	0.57425	4	4	3.83464472479197e-05	TRUE	B_to_A_in_Mutant	B.2	B.1	0.291543962978544	0.446109030378693	TRUE	Within_B_shift	Sig_within_shift
chr1	14200001	-0.814833333333333	-0.282333333333333	0.5325	4	4	1.07116588457877e-05	TRUE	B_to_A_in_Mutant	B.2	B.1	0.291543962978544	0.446109030378693	TRUE	Within_B_shift	Sig_within_shift
chr1	14300001	-1.05891666666667	-0.803333333333333	0.255583333333334	4	1	7.5272216039275e-05	TRUE	B_to_A_in_Mutant	B.2	B.2	0.194783340344973	0.287973366625052	FALSE	Stable	Sig_stable
chr1	14400001	-1.12116666666667	-0.917166666666667	0.204	4	0	7.27147940963888e-05	FALSE	NA	B.2	B.2	0.194783340344973	0.287973366625052	FALSE	Stable	Non_significant
chr1	14500001	-1.14491666666667	-1.02516666666667	0.11975	4	0	0.000283872714247784	FALSE	NA	B.2	B.2	0.153765250315524	0.24427798585102	FALSE	Stable	Non_significant
chr1	14600001	-1.19508333333334	-1.13033333333333	0.0647500000000003	4	0	0.00676505244566672	FALSE	NA	B.2	B.2	0.112747160286075	0.200582605076987	FALSE	Stable	Non_significant
chr1	14700001	-1.15516666666667	-1.00408333333333	0.151083333333334	4	0	0.000303711897827046	FALSE	NA	B.2	B.2	0.112747160286075	0.191011235955056	FALSE	Stable	Non_significant
chr1	14800001	-1.16025	-1.13283333333334	0.0274166666666668	4	0	0.047347605413531	FALSE	NA	B.2	B.2	0.112747160286075	0.191011235955056	FALSE	Stable	Non_significant
chr1	14900001	-1.03683333333334	-1.03633333333333	0.000500000000000143	4	0	0.269777441914246	FALSE	NA	B.2	B.2	0.179007151872108	0.240948813982522	FALSE	Stable	Non_significant
chr1	15000001	-0.787249999999999	-0.743083333333333	0.0441666666666667	4	0	0.069117952034046	FALSE	NA	B.2	B.2	0.245267143458141	0.290886392009988	FALSE	Stable	Non_significant
chr1	15100001	-0.946083333333333	-0.93975	0.0063333333333335	4	0	0.413250669181757	FALSE	NA	B.2	B.2	0.245267143458141	0.290886392009988	FALSE	Stable	Non_significant
chr1	15200001	-0.422166666666667	-0.356166666666667	0.0660000000000001	4	0	0.0322291893661485	FALSE	NA	B.2	B.2	0.245267143458141	0.290886392009988	FALSE	Stable	Non_significant
chr1	15300001	-0.315833333333333	-0.0855833333333333	0.23025	4	0	0.000425237414195156	FALSE	NA	B.1	A.2	0.440891880521666	0.533499791926758	TRUE	True_B_to_A	Non_significant
chr1	15400001	-0.670833333333333	-0.427	0.243833333333333	4	0	0.000132178059832967	FALSE	NA	B.1	A.2	0.440891880521666	0.533499791926758	TRUE	True_B_to_A	Non_significant
chr1	15500001	-0.436916666666667	-0.252666666666667	0.18425	4	0	0.00234953260975876	FALSE	NA	B.1	A.2	0.440891880521666	0.583853516437786	TRUE	True_B_to_A	Non_significant
chr1	15600001	-0.0270833333333332	0.11575	0.142833333333333	4	0	0.0176909814104369	FALSE	NA	A.2	A.2	0.514514093395036	0.634207240948814	FALSE	Stable	Non_significant
chr1	15700001	-0.370583333333334	-0.44375	-0.0731666666666666	4	0	0.0052095346083804	FALSE	NA	A.2	A.2	0.535759360538494	0.496046608406159	FALSE	Stable	Non_significant
chr1	15800001	0.34525	0.105333333333334	-0.239916666666667	4	0	0.000361533261604634	FALSE	NA	A.2	A.2	0.557004627681952	0.496046608406159	FALSE	Stable	Non_significant
chr1	15900001	-0.211	-0.48075	-0.26975	4	2	7.75674731537595e-05	TRUE	A_to_B_in_Mutant	A.2	A.2	0.557004627681952	0.496046608406159	FALSE	Stable	Sig_stable
chr1	16000001	-0.0812500000000002	-0.352666666666666	-0.271416666666667	4	0	0.000159181464054311	FALSE	NA	A.2	A.2	0.557004627681952	0.496046608406159	FALSE	Stable	Non_significant
chr1	16100001	0.0371666666666665	-0.139583333333333	-0.17675	4	0	0.000354813991436025	FALSE	NA	A.2	A.2	0.557004627681952	0.496046608406159	FALSE	Stable	Non_significant
chr1	16200001	-0.635583333333333	-0.65375	-0.0181666666666665	4	0	0.0149228294166655	FALSE	NA	A.2	A.2	0.511989903239377	0.496046608406159	FALSE	Stable	Non_significant
chr1	16300001	-0.142	-0.0424999999999999	0.0995	4	0	0.000677815767045622	FALSE	NA	A.2	A.2	0.511989903239377	0.496046608406159	FALSE	Stable	Non_significant
chr1	16400001	0.486	0.533833333333334	0.0478333333333333	4	0	0.118995004612834	FALSE	NA	A.2	A.1	0.511989903239377	0.833125260091552	TRUE	Within_A_shift	Non_significant
chr1	16500001	1.03266666666667	0.919416666666666	-0.11325	4	0	0.00607226614388312	FALSE	NA	A.1	A.1	0.826672275978124	0.833125260091552	FALSE	Stable	Non_significant
chr1	16600001	1.07491666666667	0.932333333333334	-0.142583333333334	4	0	0.0039407362542384	FALSE	NA	A.1	A.1	0.826672275978124	0.833125260091552	FALSE	Stable	Non_significant
chr1	16700001	0.165333333333333	0.0082499999999999	-0.157083333333334	4	0	0.00615819780866802	FALSE	NA	A.2	A.2	0.557846024400505	0.579692051602164	FALSE	Stable	Non_significant
chr1	16800001	0.172166666666667	-0.0576666666666668	-0.229833333333333	4	0	0.000798211475273576	FALSE	NA	A.2	A.2	0.557846024400505	0.579692051602164	FALSE	Stable	Non_significant
chr1	16900001	0.552083333333333	0.2495	-0.302583333333334	4	3	0.00011357853121299	TRUE	A_to_B_in_Mutant	A.2	A.2	0.557846024400505	0.579692051602164	FALSE	Stable	Sig_stable
chr1	17000001	1.27025	1.06883333333333	-0.201416666666667	4	0	7.41050761904309e-05	FALSE	NA	A.1	A.1	0.875473285654186	0.901789429879318	FALSE	Stable	Non_significant
chr1	17100001	0.468083333333333	0.244333333333333	-0.22375	4	0	0.000298173304277229	FALSE	NA	A.1	A.1	0.875473285654186	0.901789429879318	FALSE	Stable	Non_significant
chr1	17200001	-1.14025	-1.21275	-0.0724999999999996	4	0	0.000720375640104077	FALSE	NA	B.2	B.2	0.139671855279764	0.149396587598835	FALSE	Stable	Non_significant
chr1	17300001	-1.26675	-1.28983333333333	-0.023083333333333	4	0	0.105877214105713	FALSE	NA	B.2	B.2	0.139671855279764	0.149396587598835	FALSE	Stable	Non_significant
