entrez_id	symbol	boundary_class	log2FoldChange	padj	chr	boundary_pos
56808	Cacna2d2	gained	0.497651859920369	1.47022689440284e-6	chr9	107400000
22288	Utrn	lost	-0.745453271898195	1.8837297045984e-17	chr10	12870000
72472	Slc16a10	lost	-0.910100722112325	4.89408725176554e-20	chr10	40150000
103268	Cep57l1	lost	-0.475011775792723	6.85449816092053e-4	chr10	41810000
140742	Sesn1	lost	-0.356353215381204	1.05749065492854e-5	chr10	41810000
215999	Mcu	lost	-1.1716618354851	5.28488559627757e-30	chr10	59620000
114229	Kiss1r	gained	-1.57485763538124	2.75597707413813e-5	chr10	79920000
12226	Btg1	lost	-0.423593428466574	0.00208990910943935	chr10	96610000
20979	Syt1	lost	-2.49328754389298	1.55842202855686e-31	chr10	109010000
103710	Slc35e4	gained	-0.403937506509113	0.0464056400465853	chr11	3920000
77579	Myh10	gained	0.35119394970918	1.18157818566283e-5	chr11	68690000
76113	Lpo	lost	-0.734069353606327	0.0278707560248147	chr11	87820000
319371	D030028A08Rik	lost	-0.68458827777434506	0.041050336340065	chr11	96920000
13929	Amz2	lost	-0.482289713186711	2.88070825430143e-4	chr11	109430000
17933	Myt1l	lost	-1.25766971445945	1.63879860215083e-68	chr12	29520000
59036	Dact1	lost	-1.02606018577162	1.47212511405777e-16	chr12	71310000
238271	Kcnh5	gained	1.93234491023811	3.21188224941468e-31	chr12	75170000
110893	Slc8a3	gained	0.818914981324245	1.22658579636816e-5	chr12	81330000
73086	Rps6ka5	lost	-1.03695636643258	1.67612322558066e-37	chr12	100730000
217837	Itpk1	lost	-0.391890506846356	0.00134975907735846	chr12	102720000
58208	Bcl11b	gained	1.01728106435629	0.00401497211107544	chr12	108000000
19276	Ptprn2	lost	-0.587627361890029	9.58334979030829e-10	chr12	116480000
20191	Ryr2	gained	0.48251356524456	2.33658356134662e-7	chr13	12110000
20379	Sfrp4	lost	-0.647239915463729	0.0416778371789822	chr13	19620000
210108	D130043K22Rik	lost	1.06612250152944	1.06124933299337e-14	chr13	24850000
218311	Zfp455	gained	0.413280281800535	0.0478175389832039	chr13	67200000
218506	Mrps27	lost	-0.287000896841843	0.00866174862182707	chr13	99340000
170625	Snx18	lost	-0.399459692489259	1.78201809189686e-6	chr13	113620000
24064	Spry2	lost	-0.818839901476966	4.15900102289719e-12	chr14	105900000
17909	Myo10	lost	-0.381109404569927	9.88694696621511e-4	chr15	25620000
387609	Zhx2	lost	-0.769327734753821	3.87702821999179e-11	chr15	57690000
17886	Myh9	gained	0.271910422331777	1.34375228705596e-5	chr15	77840000
20788	Srebf2	lost	-0.2632053100863	0.0344276549283299	chr15	82140000
106042	Prickle1	gained	0.769332636758825	1.9217197842147e-10	chr15	93590000
223989	Marf1	gained	0.177215574804557	0.00326540715798988	chr16	14160000
207227	Stxbp5l	gained	-0.423582621242852	0.0027940916574567	chr16	37390000
54613	St3gal6	gained	0.449186790821035	3.93114661249745e-4	chr16	58530000
239857	Cadm2	lost	-0.905966642241739	5.05537885238746e-4	chr16	67630000
30940	Usp25	lost	-0.530793707206224	2.67113466482006e-12	chr16	77010000
50795	Sh3bgr	lost	-3.10112540146526	2.46820978224252e-23	chr16	96210000
74149	Zfp946	gained	-0.408604937195592	0.00436966654992365	chr17	22430000
20983	Syt4	lost	-0.780504291560392	1.40243697334666e-7	chr18	31440000
27528	Nrep	lost	-0.916190038298156	2.0087580982643e-19	chr18	33460000
269023	Zfp608	lost	-0.935360810277533	9.36671040371092e-14	chr18	54990000
13176	Dcc	lost	-0.632408470255478	4.16915374072356e-4	chr18	72350000
19201	Pstpip2	gained	0.929401472875744	2.2367862639195e-10	chr18	77780000
14427	Galr1	gained	1.58236220126535	1.08094671056573e-4	chr18	82400000
69024	Snx15	lost	-0.420582724895729	0.0263478383500895	chr19	6130000
19395	Rasgrp2	gained	2.36842399908908	1.27491716203439e-31	chr19	6400000
54525	Syt7	lost	0.318141537405255	0.00206714290582185	chr19	10390000
22682	Zfand5	lost	-0.284617604551624	0.014921145652506	chr19	21270000
66206	1110059E24Rik	gained	-0.289424536379936	5.5979620617691e-4	chr19	21650000
226025	Trpm3	gained	-1.04887494741893	2.82944832613396e-10	chr19	22140000
67483	Cfap95	gained	-1.33509060894135	0.0398928140929813	chr19	23650000
72351	Ptar1	lost	-0.524098498591216	8.89252300142139e-11	chr19	23680000
72832	Crtac1	gained	0.656453673865079	1.50471658052764e-5	chr19	42430000
52013	R3hcc1l	lost	-0.298678125368664	0.00354128660287441	chr19	42510000
