#Position (bp)	insert size
5.21259143E8	172.1292418772563
5.28072988E8	173.07515861395802
5.34886833E8	180.6249735896894
5.41700678E8	175.26436781609195
5.48514523E8	175.090651055526
5.55328368E8	175.56633259724816
5.62142213E8	174.81447645818693
5.68956058E8	174.36992916934963
5.75769903E8	173.18548260116518
5.82583748E8	173.6281422440221
5.89397593E8	173.55387803433985
5.96211438E8	173.951903493655
6.03025283E8	172.43807621389058
6.09839128E8	172.8608214849921
6.15738246E8	174.1873795761079
6.191451685E8	0.0
6.23466818E8	171.80302724520686
6.30280663E8	175.14099953000158
6.37094508E8	172.41021182421753
6.43908353E8	171.6909005628518
6.50722198E8	174.22238634498606
6.57536043E8	174.35196824346676
6.64349888E8	171.70455955334987
6.71163733E8	172.3006066411239
6.77977578E8	173.7141485275288
6.84791423E8	172.34924540682414
6.91605268E8	177.5727956254272
6.98419113E8	174.69823024995438
7.05232958E8	174.6763153413928
7.12046803E8	175.44295081967212
7.18860648E8	174.25556544968833
7.222708485E8	0.0
7.25677771E8	175.8204804045512
7.32488338E8	174.7207268986799
7.39302183E8	172.88267875125882
7.46116028E8	174.75901875901877
7.52929873E8	175.03158602150538
7.59743718E8	174.6424065987385
7.66557563E8	172.4209966575509
7.73371408E8	173.87932908836777
7.80185253E8	174.7089670468948
7.86999098E8	172.12588401697312
7.93812943E8	173.0192488262911
8.00626788E8	171.2695810564663
8.07440633E8	173.66302454473475
8.14254478E8	175.48572399728076
8.190716475E8	173.34310344827585
8.2247857E8	176.5744920993228
8.27882168E8	176.06656465187453
8.34696013E8	174.81990014265335
8.41509858E8	175.96760013025073
8.48323703E8	176.60535549399816
8.55137548E8	176.4177237491191
8.61951393E8	173.00186104218363
8.68765238E8	173.5251998609663
8.75579083E8	174.99732620320856
8.82392928E8	173.31352036772864
8.89206773E8	172.0174744477415
8.96020618E8	173.29324024119327
9.02834463E8	174.11618798955612
9.09648308E8	171.81583198707594
9.14262198E8	170.39747781410557
9.176691205E8	170.59688715953308
9.23275998E8	174.9138955823293
9.30089843E8	175.25778943916038
9.36903688E8	172.40047581284693
9.43717533E8	173.22380807774067
9.50531378E8	173.3784604996624
9.57345223E8	172.55220787501992
9.64159068E8	172.0625394819962
9.70972913E8	170.764751795192
9.77786758E8	172.53479318734793
9.84600603E8	173.35183428209993
9.91414448E8	174.77902240325867
9.98228293E8	173.9831081081081
1.00390351E9	173.05743740795288
1.0073104325E9	0.0
1.011855983E9	175.06302250803859
1.018669828E9	174.99699849924963
1.025483673E9	173.3936799501868
1.032297518E9	174.39097131681876
1.039111363E9	173.95438135871348
1.045925208E9	174.62652791542783
1.052739053E9	173.62309728656518
1.059552898E9	174.3104496719475
1.0652815955E9	174.59194083142054
1.068688518E9	0.0
1.073180588E9	174.11095505617976
1.079994433E9	172.66955266955267
1.086808278E9	172.24943566591423
1.093622123E9	171.9795669411406
1.100435968E9	175.33707494222514
1.107249813E9	173.84651973997146
1.114063658E9	174.19108785283856
1.120877503E9	172.660129685276
1.127691348E9	173.75158304919628
1.134505193E9	174.9809916046254
1.141319038E9	173.4564494680851
1.148132883E9	172.79948955176263
1.154946728E9	178.64836901853715
1.161760573E9	174.27522628226617
1.168574418E9	171.9777986241401
1.175388263E9	171.70577164366375
1.182202108E9	172.50691315830355
1.189015953E9	173.05805491233875
1.195829798E9	174.83884505623635
1.202643643E9	173.93853386731672
1.209457488E9	172.42660035296007
1.216271333E9	173.5332283464567
1.223085178E9	173.96562958136505
1.229899023E9	173.2797845373891
1.236712868E9	172.4074435234845
1.243526713E9	172.90561761372834
1.250340558E9	173.64949855515894
1.257154403E9	175.30817717206133
1.2618183335E9	176.78629764065334
1.265225256E9	175.11764705882354
1.270782093E9	175.54538100630967
1.277595938E9	174.32995332367616
1.284409783E9	174.81584967320262
1.291223628E9	176.01209284181783
1.298037473E9	172.82077253218884
1.304851318E9	171.57403466099117
1.311665163E9	173.3953702284225
1.318479008E9	173.12881955612738
1.325292853E9	175.006718924972
1.332106698E9	173.59977667889615
1.338920543E9	173.5165302782324
1.345734388E9	173.7632329635499
1.352548233E9	172.73864581600398
1.359362078E9	173.97934897804694
1.366175923E9	175.29549334243768
1.372989768E9	175.25136
1.379803613E9	174.1596128608924
1.386617458E9	176.11173927502495
1.393431303E9	174.36839456467035
1.400245148E9	173.8219515954987
1.407058993E9	173.25855390574563
1.413872838E9	174.12762237762237
1.420686683E9	175.16749104553983
1.427500528E9	172.3622661122661
1.434314373E9	172.89490884072927
1.441128218E9	179.53421269579556
1.444861853E9	167.63478260869564
1.4482687755E9	171.07636603028308
1.454755908E9	173.83771502758844
1.461569753E9	172.81039949270766
1.468383598E9	174.46335163061028
1.475197443E9	175.06691449814127
1.482011288E9	173.7536161222168
1.488825133E9	173.00194647201945
1.495638978E9	173.9272435897436
1.502452823E9	175.1937704918033
1.509266668E9	174.05538560618257
1.516080513E9	173.57923236184106
1.522894358E9	171.61518661518662
1.529708203E9	173.79889178617992
1.536522048E9	175.4274322169059
1.543335893E9	175.29716024340772
1.550149738E9	173.1450209474702
1.556963583E9	170.04972730189286
1.563777428E9	172.94405144694534
1.570591273E9	172.14508652657602
1.577405118E9	172.84745762711864
1.584218963E9	174.15134546585784
1.591032808E9	173.93845177664974
1.597846653E9	173.92215854823306
1.6032409105E9	173.9673640167364
1.606647833E9	0.0
1.611474343E9	177.1299292214358
1.618288188E9	174.13928012519563
1.625102033E9	172.65409413281753
1.631915878E9	172.17473618870267
1.638729723E9	173.1023396466656
1.645543568E9	173.87144739318651
1.652357413E9	173.22743682310468
1.659171258E9	172.0413925878389
1.665985103E9	175.17780020181635
1.672798948E9	171.50710754017305
1.679612793E9	173.82548047117172
1.686426638E9	173.54241524761755
1.693240483E9	173.7342461233916
1.700054328E9	173.96024941543257
1.706868173E9	175.1156260323753
1.713682018E9	173.3018460003326
1.720495863E9	174.4618700265252
1.727309708E9	175.4735243879294
1.734123553E9	173.62979189485213
1.740937398E9	175.85680103073807
1.747751243E9	178.52326880119136
1.754565088E9	180.02886634009798
1.759854186E9	176.7363834422658
1.7632611085E9	210.42424242424244
1.768192778E9	174.78030303030303
1.775006623E9	176.9610908459267
1.781820468E9	172.1951927730279
1.788634313E9	174.51866643514498
1.795448158E9	175.2919536063791
1.802262003E9	174.01550767221678
1.809075848E9	171.71338284089114
1.815889693E9	172.65596037072547
1.822703538E9	172.5054683785069
1.829517383E9	173.88970470869913
1.836331228E9	173.90038506613092
1.843145073E9	172.12600790513835
1.849958918E9	172.37082314588426
1.856772763E9	177.17594291539245
1.863586608E9	173.53640491003867
1.870400453E9	176.16320675105484
1.877214298E9	174.2412107539011
1.884028143E9	173.2546617915905
1.890841988E9	174.42871794871795
1.897655833E9	171.54440789473685
1.904469678E9	174.83861209964414
1.910723823E9	173.25668566418238
1.9141307455E9	0.0
1.918097368E9	175.62329873125722
1.924911213E9	171.9080987029421
1.931725058E9	173.06053157167
1.938538903E9	173.09656146961845
1.945352748E9	173.6978992997666
1.952166593E9	172.34261658031087
1.958980438E9	173.29459684123026
1.965794283E9	175.84378544806353
1.972608128E9	172.90672416546877
1.979421973E9	174.4468950414516
1.986235818E9	174.0333003626772
1.993049663E9	172.68447756461075
1.999863508E9	174.30346769934872
2.006677353E9	174.48038229376257
2.013491198E9	175.10471729675476
2.020305043E9	159.1004829779715
2.027118888E9	173.5119860017498
2.033932733E9	172.86354238456238
2.040746578E9	174.18261455525607
2.047560423E9	174.5151712887439
2.054374268E9	173.46625865678854
2.060544391E9	175.70550439066182
2.0639513135E9	0.0
2.068001958E9	177.01895083768196
2.074815803E9	179.84500574052814
2.081629648E9	178.34536675097723
2.088443493E9	177.66922234392115
2.095257338E9	178.20855289825698
2.102071183E9	175.42796296296297
2.108885028E9	175.62151462994836
2.115698873E9	173.40096698899634
2.122512718E9	172.94556451612902
2.129326563E9	173.7598367346939
2.136140408E9	174.62845849802372
2.142954253E9	173.686444927294
2.149768098E9	174.22809837646682
2.156581943E9	171.97769332452083
2.163395788E9	176.0960944595822
2.170209633E9	174.26969481902057
2.177023478E9	174.53833416128498
2.183837323E9	173.9469160768453
2.190651168E9	173.07974535098006
2.197465013E9	175.33738701725554
2.204278858E9	174.81493030080705
2.2082174155E9	176.82602545968882
2.211624338E9	177.03200656544934
2.217906548E9	173.15058479532163
2.224720393E9	178.2925262089956
2.231534238E9	179.48642533936652
2.238348083E9	172.89292349265327
2.245161928E9	171.6563493746025
2.251975773E9	174.53230437903804
2.258789618E9	170.93076923076924
2.265603463E9	171.63337310380092
2.272417308E9	172.2867671143138
2.279231153E9	176.7722201561919
2.286044998E9	171.94060863874344
2.292858843E9	174.96372615803816
2.299672688E9	174.42795124394723
2.306486533E9	173.85865150284323
2.313300378E9	173.87721071248106
2.320114223E9	173.86475342239817
2.326928068E9	173.95828838547285
2.333741913E9	176.39001421464107
2.3376495495E9	174.9876695437731
2.341056472E9	206.76901871859855
2.347369603E9	173.55133079847909
2.354183448E9	172.5994747209455
2.360997293E9	175.78679214668182
2.367811138E9	172.22480988593156
2.374624983E9	155.08941698352345
2.381438828E9	173.8804419525066
2.388252673E9	175.50155916625636
2.395066518E9	175.64975159687722
2.401880363E9	173.45492371705964
2.408694208E9	174.26920462270564
2.415508053E9	173.02301085723545
2.422321898E9	174.7039344262295
2.429135743E9	174.02830028808677
2.435949588E9	172.9908705575481
2.442763433E9	173.911877394636
2.449577278E9	175.7518479408659
2.456391123E9	176.75712813466163
2.4612717095E9	174.1172383847156
2.462753523E9	178.15239294710327
2.4646867815E9	186.22321428571428
2.470018813E9	176.59297275957363
2.476832658E9	173.1026700572155
2.483646503E9	172.90178571428572
2.490460348E9	191.1979913916786
2.497274193E9	183.4538226299694
2.504088038E9	173.997423510467
2.510901883E9	171.60910224438902
2.517715728E9	173.57181889149103
2.524529573E9	171.85235535883655
2.531343418E9	171.52067970503367
2.538157263E9	176.37132228610076
2.544971108E9	175.075428941405
2.551784953E9	174.03216468317788
2.558598798E9	173.5970588235294
2.565412643E9	173.49500624219726
2.572226488E9	172.1540910538045
2.579040333E9	170.35930196322843
2.585854178E9	173.30181086519116
2.592668023E9	171.07438016528926
2.599481868E9	172.73499837820304
2.606295713E9	171.04976377952755
2.613109558E9	174.32744506678156
2.619923403E9	177.82258581969842
2.626737248E9	172.25297805642634
2.631968571E9	171.04439063761097
2.6353754935E9	178.734394124847
2.640364938E9	180.90398550724638
2.647178783E9	172.41666666666666
2.653992628E9	190.68284789644014
2.660806473E9	190.109756097561
2.667620318E9	195.706106870229
2.674434163E9	195.53571428571428
2.681248008E9	197.2804232804233
2.688061853E9	208.88709677419354
2.694875698E9	197.95294117647057
2.701689543E9	204.7008547008547
2.708503388E9	188.00375939849624
2.715317233E9	190.05518763796908
2.7221309125E9	188.3595890410959
