loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category	anchor1_H3K27ac_overlap	anchor1_H3K27me3_overlap	anchor1_H3K4me1_overlap	anchor1_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor1_CTCF_overlap	anchor1_CTCF_motif_overlap	anchor2_H3K27ac_overlap	anchor2_H3K27me3_overlap	anchor2_H3K4me1_overlap	anchor2_H3K4me3_overlap	anchor2_Bivalent_Promoter_overlap	anchor2_CTCF_overlap	anchor2_CTCF_motif_overlap	anchor1_distance_to_tss_ext	anchor2_distance_to_tss_ext	anchor1_type_extended	anchor2_type_extended	loop_type_extended
loop_1294	chr8	49475000	49500000	chr8	49800000	49825000	-0.577623803711098	5.5042361365523	0.0022367399412622	1.46151161464056e-6	TRUE	25	1	325000	Polycomb-Other	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	631048	543111	Polycomb	Other	Polycomb-Other
loop_1310	chr8	48525000	48550000	chr8	49825000	49850000	-0.606222476164762	4.36649188575834	0.0038780013920774	3.32542637594178e-6	TRUE	25	1	1300000	Polycomb-Other	down_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	293950	518111	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_4819	chr8	34200000	34225000	chr8	34375000	34400000	0.328223450544882	6.31691096336748	0.0105621375536239	2.25071892450479e-5	TRUE	25	1	175000	Polycomb-Polycomb	up_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	33287	208287	Polycomb	Polycomb	Polycomb-Polycomb
loop_4884	chr8	38650000	38675000	chr8	39000000	39025000	0.366895361704927	5.2858155392785	0.0198980828799264	8.910579728041e-5	TRUE	25	1	350000	Active_Promoter-Other	up_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	0	Other	Active_Promoter	Active_Promoter-Other
loop_4905	chr8	48550000	48575000	chr8	49800000	49825000	-0.659836959076838	4.48989406105401	0.0014165462047666	4.36629762086148e-7	TRUE	25	1	1250000	Bivalent_Promoter-Other	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	268950	543111	Bivalent_Promoter	Other	Bivalent_Promoter-Other
loop_4911	chr8	48675000	48700000	chr8	49825000	49850000	-0.489783378570363	4.64772722334235	0.0163097242074147	6.52668683446635e-5	TRUE	25	1	1150000	Polycomb-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	143950	518111	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_4918	chr8	49800000	49825000	chr8	57300000	57325000	1.75692245774895	1.66394932200179	7.59372960282e-4	7.44815454412946e-8	TRUE	25	1	7500000	Repressed_Promoter-Other	up_in_mutant	strong_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	543111	0	Other	Repressed_Promoter	Repressed_Promoter-Other
loop_4921	chr8	36325000	36350000	chr8	112000000	112025000	2.08939701644879	-0.850191346535324	0.008891949712806	1.44026625808873e-5	TRUE	25	1	75675000	Active_Promoter-Active_Enhancer	up_in_mutant	strong_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	75483	0	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_7202	chr8	49650000	49675000	chr8	57300000	57325000	2.34333028913408	2.06408319942258	1.58542358000681e-5	7.55287304085948e-10	TRUE	25	1	7650000	Repressed_Promoter-Polycomb	up_in_mutant	strong_differential	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	693111	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_8561	chr8	34875000	34900000	chr8	35450000	35475000	0.341771745888228	5.80607026315756	0.0063499926113771	7.86526644256131e-6	TRUE	25	1	575000	Active_Enhancer-Active_Enhancer	up_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	65689	21195	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_8779	chr8	48200000	48225000	chr8	49825000	49850000	-0.694673289419943	4.1864471867325	7.59372960282e-4	1.21067693344344e-7	TRUE	25	1	1625000	Polycomb-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	100907	518111	Polycomb	Polycomb	Polycomb-Polycomb
loop_8812	chr8	37125000	37150000	chr8	39050000	39075000	0.310247061428104	4.89708219328019	0.0264750841369715	1.652249069574e-4	TRUE	25	1	1925000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100761	44154	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site
loop_8841	chr8	36200000	36225000	chr8	37050000	37075000	0.526177264790519	3.5034953204812598	0.0105621375536239	2.24924690914204e-5	TRUE	25	1	850000	Other-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	24515	25761	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site
loop_16957	chr8	37125000	37150000	chr8	39025000	39050000	0.326162073114353	4.95490489784771	0.0223169101301851	1.20248292664e-4	TRUE	25	1	1900000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	100761	19154	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site
loop_19964	chr8	35500000	35525000	chr8	35825000	35850000	0.301777018801198	5.54851534994461	0.0139417069502811	4.01649084857151e-5	TRUE	25	1	325000	Repressed_Promoter-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	3803	0	Other	Repressed_Promoter	Repressed_Promoter-Other
loop_19966	chr8	40575000	40600000	chr8	41025000	41050000	0.301266783171522	5.4286559628308	0.0155236594351187	5.980504921252e-5	TRUE	25	1	450000	Active_Enhancer-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	34796	7531	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site
