loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_resolutions_detected	resolutions_list	is_multi_resolution	FDR_5kb	FDR_10kb	FDR_25kb	logFC_5kb	logFC_10kb	logFC_25kb	kept_from_resolution	n_overlaps	is_merged
loop_7685	chr8	86030000	86040000	chr8	86120000	86130000	chr8:86030000-86040000_chr8:86120000-86130000	TRUE	-0.179341613493501	5.37587427052645	7.56602033382233	0.0123320553411933	0.063014691067448	FALSE	TRUE	trending	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.103212648019086	0.063014691067448	NA	-0.275040640054527	-0.179341613493501	NA	10	3	TRUE
loop_15	chr8	122830000	122835000	chr8	122900000	122905000	chr8:122830000-122835000_chr8:122900000-122905000	TRUE	-0.110397863673132	5.49768883848611	1.57307775375271	0.227145204247637	0.481205627531654	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.481205627531654	0.545565312473818	NA	-0.110397863673132	-0.0596667271415929	NA	5	2	TRUE
loop_7714	chr8	106930000	106940000	chr8	107000000	107010000	chr8:106930000-106940000_chr8:107000000-107010000	TRUE	0.160920472673638	6.12359517091781	11.3190663196919	0.00308574180089502	0.0243510284658767	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.159319853390488	0.0243510284658767	NA	0.159779267058327	0.160920472673638	NA	10	5	TRUE
loop_13	chr8	4250000	4260000	chr8	4320000	4330000	chr8:4250000-4260000_chr8:4320000-4330000	FALSE	-0.129435983065745	5.5868814141326	5.99564793611134	0.0236916720195801	0.0980416751046146	FALSE	TRUE	trending	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.264323458420313	0.0980416751046146	NA	-0.160304714176424	-0.129435983065745	NA	10	2	TRUE
loop_18	chr8	84365000	84370000	chr8	84415000	84420000	chr8:84365000-84370000_chr8:84415000-84420000	TRUE	-0.0645810947870288	6.01689218121658	0.826650654152721	0.376262608435606	0.633397699390477	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.709490371217864	0.762492731931676	NA	-0.0459725539963379	-0.0270271698338479	NA	5	3	TRUE
loop_19	chr8	84105000	84110000	chr8	84145000	84150000	chr8:84105000-84110000_chr8:84145000-84150000	TRUE	0.0033808019889887	6.30681240503645	0.00149645304185552	0.969604011962328	0.988234390019077	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.988234390019077	NA	NA	0.0033808019889887	NA	NA	5	1	FALSE
loop_19	chr8	26740000	26750000	chr8	26970000	26980000	chr8:26740000-26750000_chr8:26970000-26980000	TRUE	-0.203415643025754	4.81335722197728	8.90522512071221	0.00733485833390873	0.0441731010678612	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.544004760212792	0.0441731010678612	NA	-0.127004531368946	-0.203415643025754	NA	10	2	TRUE
loop_22	chr8	83565000	83570000	chr8	83620000	83625000	chr8:83565000-83570000_chr8:83620000-83625000	TRUE	0.0363238073931629	5.35094661403058	0.180754095761218	0.676189309418742	0.842110683701629	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.842110683701629	NA	NA	0.0363238073931629	NA	NA	5	1	FALSE
loop_23	chr8	79665000	79670000	chr8	79700000	79705000	chr8:79665000-79670000_chr8:79700000-79705000	FALSE	0.0398566868287377	6.32483245295167	0.344714619010117	0.565025874655276	0.775457587730203	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.775457587730203	NA	NA	0.0398566868287377	NA	NA	5	1	FALSE
loop_7733	chr8	120330000	120340000	chr8	120530000	120540000	chr8:120330000-120340000_chr8:120530000-120540000	FALSE	0.125236822367632	5.70174599298544	4.02622150948212	0.0585154192254057	0.179617654673726	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.29873051336538903	0.179617654673726	NA	0.181305891773169	0.125236822367632	NA	10	3	TRUE
loop_7608	chr8	123790000	123800000	chr8	123890000	123900000	chr8:123790000-123800000_chr8:123890000-123900000	TRUE	-0.103204497019083	6.08786423471232	3.66601850808001	0.0699532713854631	0.202504788692223	FALSE	FALSE	non_significant	unchanged	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.926411492880386	0.202504788692223	0.47541965460366	-0.020009494358555	-0.103204497019083	-0.0566486330888452	10	4	TRUE
loop_7841	chr8	106210000	106220000	chr8	106400000	106410000	chr8:106210000-106220000_chr8:106400000-106410000	FALSE	-0.0416593290136352	4.65491547774712	0.384297287920553	0.542314442447194	0.720454359090449	FALSE	FALSE	non_significant	unchanged	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.783372782280597	0.720454359090449	0.854438557108093	0.0586723040511678	-0.0416593290136352	0.0142111517673539	10	3	TRUE
loop_29	chr8	75030000	75035000	chr8	75105000	75110000	chr8:75030000-75035000_chr8:75105000-75110000	FALSE	-0.205448018273866	5.01303588358435	4.10845259405348	0.0590522094305878	0.22585306844656	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.22585306844656	NA	NA	-0.205448018273866	NA	NA	5	1	FALSE
loop_18684	chr8	46550000	46560000	chr8	46610000	46620000	chr8:46550000-46560000_chr8:46610000-46620000	FALSE	-0.0315815021022733	5.62065908126358	0.368261630307855	0.550783731741408	0.726841831881723	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.742969121188611	0.726841831881723	NA	0.0628309880480712	-0.0315815021022733	NA	10	2	TRUE
loop_32	chr8	11635000	11640000	chr8	11695000	11700000	chr8:11635000-11640000_chr8:11695000-11700000	TRUE	0.507964758182221	5.92970913950171	38.1966965974333	1.12314669989709e-5	0.00108002267152671	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	2	5kb,10kb	TRUE	0.00108002267152671	0.00509227574549139	NA	0.507964758182221	0.230081106082743	NA	5	2	TRUE
loop_7860	chr8	105710000	105720000	chr8	106020000	106030000	chr8:105710000-105720000_chr8:106020000-106030000	FALSE	-0.0772030163233676	4.68705401841939	1.22862904599362	0.280831356832139	0.490351604563809	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.741001823256985	0.490351604563809	NA	-0.06753530093312	-0.0772030163233676	NA	10	2	TRUE
loop_29	chr8	91550000	91560000	chr8	91670000	91680000	chr8:91550000-91560000_chr8:91670000-91680000	TRUE	0.0748205657265089	5.06069800850433	1.34341868154747	0.260089708343824	0.467987778600527	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.963246205128597	0.467987778600527	NA	-0.0116887918105191	0.0748205657265089	NA	10	2	TRUE
loop_7890	chr8	110160000	110170000	chr8	110530000	110540000	chr8:110160000-110170000_chr8:110530000-110540000	FALSE	-0.0789596057039063	4.49375009373287	1.1384405434072	0.298698360017701	0.508198608007746	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.672745103792899	0.508198608007746	NA	-0.0956391259641646	-0.0789596057039063	NA	10	2	TRUE
loop_36	chr8	17390000	17395000	chr8	17490000	17495000	chr8:17390000-17395000_chr8:17490000-17495000	FALSE	-0.055138375597942	5.1545188627687	0.346803390574899	0.563861556825482	0.774795745715683	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.774795745715683	NA	NA	-0.055138375597942	NA	NA	5	1	FALSE
loop_37	chr8	114590000	114595000	chr8	114880000	114885000	chr8:114590000-114595000_chr8:114880000-114885000	TRUE	0.219339083751006	3.75795808831524	2.80489052646562	0.112722715591565	0.327672142219128	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.327672142219128	0.436109826402309	NA	0.219339083751006	0.107485882156541	NA	5	2	TRUE
loop_38	chr8	119030000	119035000	chr8	119280000	119285000	chr8:119030000-119035000_chr8:119280000-119285000	TRUE	-0.108958030957906	3.70566491804193	0.66583929363247	0.426067921984159	0.673543153680805	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.673543153680805	NA	NA	-0.108958030957906	NA	NA	5	1	FALSE
loop_7778	chr8	110640000	110650000	chr8	110840000	110850000	chr8:110640000-110650000_chr8:110840000-110850000	TRUE	-0.0827813811557033	4.90000485184592	1.32658106403975	0.263002888435335	0.471094687065176	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.782816202338246	0.471094687065176	NA	-0.066031260426006	-0.0827813811557033	NA	10	3	TRUE
loop_8165	chr8	86025000	86050000	chr8	86575000	86600000	chr8:86025000-86050000_chr8:86575000-86600000	TRUE	-0.226562491468857	5.16728027185954	17.0405283217566	0.00106580437169116	0.00930662567369704	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.190856291509095	0.172979838503162	0.00930662567369704	-0.23567808968798	-0.171496158733332	-0.226562491468857	25	4	TRUE
loop_20492	chr8	79390000	79400000	chr8	79630000	79640000	chr8:79390000-79400000_chr8:79630000-79640000	TRUE	-0.122755773396224	4.32633339622731	2.38613347204656	0.138099338579567	0.31599072194245	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.781231998613455	0.31599072194245	NA	-0.0677837814885798	-0.122755773396224	NA	10	2	TRUE
loop_34	chr8	64020000	64030000	chr8	64140000	64150000	chr8:64020000-64030000_chr8:64140000-64150000	TRUE	-0.169263485138908	5.15858110749742	8.15712927061434	0.0097671173843075	0.0537571499614901	FALSE	TRUE	trending	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.175634099941273	0.0537571499614901	NA	-0.2102348053518	-0.169263485138908	NA	10	2	TRUE
loop_7886	chr8	44690000	44700000	chr8	45010000	45020000	chr8:44690000-44700000_chr8:45010000-45020000	FALSE	-0.177514068938226	4.3628454379678	5.15930069889577	0.0343224171781528	0.126162895172317	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.246488375118763	0.126162895172317	NA	-0.235705209811061	-0.177514068938226	NA	10	2	TRUE
loop_7943	chr8	13780000	13790000	chr8	13880000	13890000	chr8:13780000-13790000_chr8:13880000-13890000	TRUE	0.0620912320521137	5.0634713388116	0.763952822916991	0.392473319264736	0.597662236684127	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.867812501361659	0.597662236684127	NA	0.0356235250192872	0.0620912320521137	NA	10	2	TRUE
loop_45	chr8	4140000	4145000	chr8	4320000	4325000	chr8:4140000-4145000_chr8:4320000-4325000	TRUE	0.0359647323282427	5.04718062027489	0.140270828047265	0.712756161747273	0.863722710461585	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.863722710461585	NA	NA	0.0359647323282427	NA	NA	5	1	FALSE
loop_46	chr8	126255000	126260000	chr8	126480000	126485000	chr8:126255000-126260000_chr8:126480000-126485000	FALSE	-0.286515504840704	4.68495737301723	7.70518498170486	0.0131636585119976	0.0916614598172017	FALSE	TRUE	trending	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.0916614598172017	0.20211876545398	NA	-0.286515504840704	-0.150203582692004	NA	5	2	TRUE
loop_36	chr8	71700000	71710000	chr8	72020000	72030000	chr8:71700000-71710000_chr8:72020000-72030000	TRUE	-0.0913369907322335	4.44914905607916	1.09260422327312	0.308369901577145	0.517770429000218	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.779449594587194	0.517770429000218	NA	-0.0793900714760016	-0.0913369907322335	NA	10	2	TRUE
loop_48	chr8	22805000	22810000	chr8	23015000	23020000	chr8:22805000-22810000_chr8:23015000-23020000	TRUE	-0.0102401420225767	3.48542250128064	0.00504939803884269	0.944200334601551	0.978173551976913	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.978173551976913	NA	NA	-0.0102401420225767	NA	NA	5	1	FALSE
loop_49	chr8	19935000	19940000	chr8	19970000	19975000	chr8:19935000-19940000_chr8:19970000-19975000	TRUE	-0.026378896608898	6.36657045696957	0.084792447245883	0.774514104723238	0.898123842758381	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.898123842758381	NA	NA	-0.026378896608898	NA	NA	5	1	FALSE
loop_50	chr8	71195000	71200000	chr8	71855000	71860000	chr8:71195000-71200000_chr8:71855000-71860000	TRUE	-0.374208256868934	4.21866462527668	4.25772850056001	0.0550817041225101	0.216924924119793	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.216924924119793	NA	NA	-0.374208256868934	NA	NA	5	1	FALSE
loop_21682	chr8	11750000	11760000	chr8	11920000	11930000	chr8:11750000-11760000_chr8:11920000-11930000	FALSE	-0.187408795594365	4.78177713912411	5.53565113182639	0.0289856640907683	0.112579981071266	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.274628544020606	0.112579981071266	NA	-0.24261713930538	-0.187408795594365	NA	10	2	TRUE
loop_53	chr8	52155000	52160000	chr8	52570000	52575000	chr8:52155000-52160000_chr8:52570000-52575000	TRUE	0.153871427279728	3.69286971569783	0.909162813087125	0.354024591541164	0.612416566146534	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.612416566146534	NA	NA	0.153871427279728	NA	NA	5	1	FALSE
loop_54	chr14	27335000	27340000	chr14	27390000	27395000	chr14:27335000-27340000_chr14:27390000-27395000	FALSE	0.11516888128089	5.66184319946888	1.92726241056535	0.183419322028902	0.430019067630211	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.430019067630211	NA	NA	0.11516888128089	NA	NA	5	1	FALSE
loop_55	chr14	24575000	24580000	chr14	24610000	24615000	chr14:24575000-24580000_chr14:24610000-24615000	FALSE	0.0844358311593169	5.97394014751899	1.15164781391815	0.298566834540587	0.55989454778484	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.55989454778484	NA	NA	0.0844358311593169	NA	NA	5	1	FALSE
loop_56	chr14	63755000	63760000	chr14	63795000	63800000	chr14:63755000-63760000_chr14:63795000-63800000	TRUE	0.0196290608192232	5.75198848597203	0.0659284444795935	0.800517085022625	0.911114565070816	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.911114565070816	NA	NA	0.0196290608192232	NA	NA	5	1	FALSE
loop_63	chr14	54460000	54470000	chr14	54510000	54520000	chr14:54460000-54470000_chr14:54510000-54520000	FALSE	0.0664312039219188	5.95897782275063	1.31068799832896	0.26579202504618	0.474476060650218	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.572904711585998	0.474476060650218	NA	-0.0925976117956935	0.0664312039219188	NA	10	2	TRUE
loop_8100	chr14	63690000	63700000	chr14	63750000	63760000	chr14:63690000-63700000_chr14:63750000-63760000	FALSE	0.0692413097874046	5.99544987404447	1.75421866005354	0.200290091978864	0.396748551483128	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.930414458892012	0.396748551483128	NA	-0.0173389651297717	0.0692413097874046	NA	10	2	TRUE
loop_59	chr14	62340000	62345000	chr14	62385000	62390000	chr14:62340000-62345000_chr14:62385000-62390000	TRUE	-0.0421866797379299	5.7188138602369	0.292166756812954	0.596018344341308	0.794426052030643	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.794426052030643	NA	NA	-0.0421866797379299	NA	NA	5	1	FALSE
loop_8162	chr14	105660000	105670000	chr14	105890000	105900000	chr14:105660000-105670000_chr14:105890000-105900000	FALSE	-0.399584538766962	4.86375878882028	30.8191808462212	1.96438779158683e-5	6.5766308430759e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.00554216963048701	6.5766308430759e-4	NA	-0.5159234974437	-0.399584538766962	NA	10	2	TRUE
loop_61	chr14	54710000	54715000	chr14	54835000	54840000	chr14:54710000-54715000_chr14:54835000-54840000	TRUE	0.0695437584527522	5.6536362957878	0.696654883155889	0.415767833164215	0.665673151768558	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.665673151768558	0.760117578713857	NA	0.0695437584527522	0.0312810160280055	NA	5	2	TRUE
loop_62	chr14	70545000	70550000	chr14	70645000	70650000	chr14:70545000-70550000_chr14:70645000-70650000	FALSE	0.14162779762838	5.18588518930974	2.17915855587926	0.158619630453469	0.397366703094773	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.397366703094773	0.500728402858377	NA	0.14162779762838	0.0662085453978719	NA	5	2	TRUE
loop_63	chr14	30825000	30830000	chr14	30860000	30865000	chr14:30825000-30830000_chr14:30860000-30865000	TRUE	0.129882980337972	6.34829085060993	3.75946640722856	0.0697124723805806	0.247614510578612	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.247614510578612	NA	NA	0.129882980337972	NA	NA	5	1	FALSE
loop_1071	chr14	122910000	122915000	chr14	122960000	122965000	chr14:122910000-122915000_chr14:122960000-122965000	TRUE	-0.0708072163610898	5.51056306895352	0.708668756942805	0.411857272577809	0.662750449838083	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.662750449838083	NA	NA	-0.0708072163610898	NA	NA	5	2	TRUE
loop_65	chr14	63075000	63080000	chr14	63120000	63125000	chr14:63075000-63080000_chr14:63120000-63125000	FALSE	-0.019217331547243	5.54665385486606	0.0618083122045674	0.80671178849657	0.914877105243777	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.914877105243777	NA	NA	-0.019217331547243	NA	NA	5	1	FALSE
loop_66	chr14	13960000	13965000	chr14	14010000	14015000	chr14:13960000-13965000_chr14:14010000-14015000	FALSE	-0.0645716674609123	5.95190580969799	0.631353502843245	0.438078961887496	0.68304308442391	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.68304308442391	0.78453091633387	NA	-0.0645716674609123	-0.0235900290269323	NA	5	2	TRUE
loop_2286	chr14	31250000	31260000	chr14	31330000	31340000	chr14:31250000-31260000_chr14:31330000-31340000	TRUE	0.123345018016251	5.45302180601744	4.58901795098605	0.0446724950241702	0.15049048206864	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.597476873156802	0.15049048206864	NA	0.100709868232651	0.123345018016251	NA	10	2	TRUE
loop_72	chr14	32080000	32090000	chr14	32150000	32160000	chr14:32080000-32090000_chr14:32150000-32160000	FALSE	0.0745111928131417	5.05327740203675	1.26217833118255	0.274549841426429	0.483511945464395	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.533952614059231	0.483511945464395	NA	0.114777852878247	0.0745111928131417	NA	10	2	TRUE
loop_8258	chr14	24900000	24910000	chr14	25450000	25460000	chr14:24900000-24910000_chr14:25450000-25460000	FALSE	0.0925151000725296	3.87462803499606	1.00908412065305	0.32712705038316803	0.536696834810981	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.675486833798261	0.536696834810981	NA	0.106506830635574	0.0925151000725296	NA	10	2	TRUE
loop_70	chr14	20720000	20725000	chr14	20795000	20800000	chr14:20720000-20725000_chr14:20795000-20800000	FALSE	-0.127408314797248	5.37525584231473	2.38472325295816	0.141386670246316	0.370993010997993	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.370993010997993	NA	NA	-0.127408314797248	NA	NA	5	1	FALSE
loop_8488	chr14	93700000	93725000	chr14	93875000	93900000	chr14:93700000-93725000_chr14:93875000-93900000	FALSE	-0.156525885137333	5.54306614803716	10.3398615707407	0.0063621527198512	0.0323077086882377	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.16676962343157	0.111822071751208	0.0323077086882377	-0.278390090734016	-0.190082452963471	-0.156525885137333	25	3	TRUE
loop_72	chr14	55495000	55500000	chr14	55595000	55600000	chr14:55495000-55500000_chr14:55595000-55600000	FALSE	-0.0940262386118956	5.26781415006315	1.07712568124907	0.314232489626907	0.575351657516653	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.575351657516653	NA	NA	-0.0940262386118956	NA	NA	5	1	FALSE
loop_73	chr14	8170000	8175000	chr14	8330000	8335000	chr14:8170000-8175000_chr14:8330000-8335000	TRUE	0.0899780933641553	4.25323262097384	0.588050839702482	0.453949041022026	0.69530763676815	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.69530763676815	0.849336553501931	NA	0.0899780933641553	-0.0260396613466557	NA	5	2	TRUE
loop_74	chr14	60250000	60255000	chr14	60695000	60700000	chr14:60250000-60255000_chr14:60695000-60700000	TRUE	0.00809236429852961	3.83424282629866	0.00366151658122108	0.952472071836665	0.98163723155809	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.98163723155809	0.990157288775731	NA	0.00809236429852961	0.00230362887078499	NA	5	2	TRUE
loop_75	chr14	24790000	24795000	chr14	25455000	25460000	chr14:24790000-24795000_chr14:25455000-25460000	TRUE	-0.237118826435608	3.76856944060377	3.33526634148763	0.0858613022375967	0.280006880093664	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.280006880093664	0.851232823445801	NA	-0.237118826435608	-0.0324228817076843	NA	5	2	TRUE
loop_8617	chr14	70775000	70800000	chr14	72175000	72200000	chr14:70775000-70800000_chr14:72175000-72200000	FALSE	0.28069482991837	4.29869165763015	23.3152705414679	2.8298395664882e-4	0.0037506866456938	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.367962124078005	0.0275830434073846	0.0037506866456938	0.203434015189835	0.31149482892023	0.28069482991837	25	3	TRUE
loop_8334	chr14	58070000	58080000	chr14	58930000	58940000	chr14:58070000-58080000_chr14:58930000-58940000	FALSE	-0.163505556193338	3.72800640928253	2.82660271811679	0.108271800675694	0.269097385741699	FALSE	FALSE	non_significant	unchanged	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.437584010363479	0.269097385741699	0.335806428471344	-0.205408513414363	-0.163505556193338	-0.0725482870093862	10	3	TRUE
